ID:
	char_294_ayer
	レム・ビリトンの闇市で購入した規格外の武器で戦場に切り込み、チームに多様な中近距離攻撃プランを提供する。彼にとって敵を駆除することこそが、重要な護衛対象を守る唯一の方法である。

	Profile :
	Bodyguard to the Catastrophe Messenger Leonhardt, coming with him to Rhodes Island. He brings his experience in escorting, investigation, guerilla warfare, and infiltration under complex conditions. 
	He enters the battlefield with an unconventional weapon purchased from Rim Billiton's black market and can provide a variety of short and medium-range attacks for his squad, exterminating enemies as his only means of protecting important targets.

	프로필 :
	    재앙정보전달자 레온하르트의 호위 담당으로, 레온하르트와 함께 로도스 아일랜드에 합류했다. 주로 호위와 정찰, 복잡한 상황에서의 침투 및 유격전 경험 공유를 담당한다.
	    림 빌리턴 암시장에서 구입한 비제식 무기로 전장에 파고든다. 중근거리에서 팀을 위해 다양한 공격을 할 수 있으며, 그의 유일한 호위 방식은, 바로 적을 쓰러뜨리는 것이다.

———————————————————————————————

	临床诊断分析 :
	造影检测结果显示，该干员体内脏器轮廓清晰，未见异常阴影，循环系统内源石颗粒检测未见异常，无矿石病感染迹象，现阶段可确认为非矿石病感染者。
	
	【体细胞与源石融合率】0%
	只有伤痕和腹肌，没有被源石感染的迹象。
	
	【血液源石结晶密度】0.07u/L
	器官中发现源石残留成分，但占比极低。
	
	“那个金毛卡特斯应该是把自己的防护技术原样提供给了这家伙，不然以他档案中提到的任务环境，化成灰都是有可能的。” ——不太客气的医师
	“腹肌手感不错。” ——医师的追加评论

	健康診断 :
	造影検査の結果、臓器の輪郭は明瞭で異常陰影も認められない。循環器系源石顆粒検査においても、同じく鉱石病の兆候は認められない。以上の結果から、現時点では鉱石病未感染と判定。
	
	【源石融合率】0%
	傷跡と立派な腹筋はあるが、感染の兆候は見られない。
	
	【血液中源石密度】0.07u/L
	臓器に源石残留成分が確認されているが、比率は極めて低い。
	
	「あの金髪のコータスは自分の防護技術をそのままこいつに教えたに違いない。でないとこいつの資料に書いてあった任務環境では、とっくに灰になってもおかしくない。」――無遠慮な医師
	「あの腹筋の手触りは悪くない。」——医師の追記

	Clinical Analysis :
	Imaging tests reveal clear, normal outlines of internal organs, and no abnormal shadows have been detected. Originium granules have not been detected in the circulatory system and there is no sign of infection. At this time, this operator is believed to be uninfected. 
	
	[Cell-Originium Assimilation] 0%
	Only scars and abdominal markings are visible, with no signs of infection. 
	
	[Blood Originium-Crystal Density] 0.07u/L
	Remnants of Originium are visible on organs but at very low concentrations. 
	
	'That golden-haired Cautus must have provided this guy with a bit of his own protective Arts. Otherwise, he would've turned into ash long ago given the kind of work environments mentioned in his file.' —A not very polite Medic
	'Abdominal area feels pretty good on palpation.' —Medic's addendum

	임상 진단 분석 :
	방사선 검사 결과, 본 오퍼레이터는 내장 기관의 윤곽이 선명하며, 비정상적인 음영이 존재하지 않는 것으로 확인됨. 순환 계통 내 오리지늄 입자 결과 이상 없음, 광석병 감염 증세 없음, 현단계로서는 광석병 비감염자로 확정.
	
	[체세포와 오리지늄 융합률] 0%
	상처 자국과 복근만 있을 뿐, 광석병 감염 흔적은 없다.
	
	[혈중 오리지늄 결정 밀도] 0.07u/L
	장기에 오리지늄 잔여 성분이 발견되었지만 그 수치가 매우 적다.
	
	    "그 금발 카우투스는 자신의 방어 기술을 이 녀석에게도 전수해줘야 할 것일세. 그의 임무 환경이 문서에 적힌 그대로라면, 금방 잿더미가 될 수도 있을 테니 말이야."——점잖지 못한 의사
	"그래도 복근은 찰지더만."——의사의 추가 코멘트.

———————————————————————————————

	档案资料一 :
	在加入罗德岛以前，断崖是天灾信使莱恩哈特的护卫，其主要工作，即是保护莱恩哈特在进行调查与判断天灾情况时不受伤害。虽然以莱恩哈特的机敏，基本上不会遇到特别棘手的事，大部分时间，断崖也只是陪着他散步，帮忙搬运仪器，或是听朋友不断重复那些自认为很酷的琐事，直到危机来临，他开始履行职责的那一刻为止。
	护卫们保护目标的方式有很多种，有些人喜欢以防御措施隔绝伤害、一些人则擅长布置陷阱，延缓敌人的攻击、而断崖的护卫手法，是以根除敌人来达到保护的目的——即使平时沉默寡言，但他的确是位习惯以猛烈进攻来达成防卫任务的干员。

	第一資料 :
	ロドスに入る前、エアースカーペは天災トランスポーターレオンハルトの護衛だった。主な仕事は、レオンハルトが天災の調査と判断の際に危険に遭わないように、彼を守ることである。とはいえレオンハルトはその俊敏さ故、面倒事とはあまり縁がない。そのためエアースカーペは多くの時間をレオンハルトの散歩に付き合ったり、機材運びを手伝ったり、何度も繰り返される武勇伝を聞いたりすることに費やした。――レオンハルトに危機が迫るその時まで。
	護衛が対象を守る手段は様々である。防御に徹して攻撃を遮断する者もいれば、罠を張って敵の攻撃を牽制する者もいる。しかしどれにも似つかず、エアースカーペの護衛手段は敵を根絶することである。普段寡黙な彼であるが、猛攻により防衛任務を達成させるオペレーターとして活躍している。

	Archive File 1 :
	Before joining Rhodes Island, Ayerscarpe was the bodyguard to Leonhardt, a Catastrophe Messenger. His main job was to protect Leonhardt from harm during his investigations and assessments of Catastrophes. Combined with Leonhardt's cleverness, the duo rarely run into sticky situations. Most of the time, Ayerscarpe only needs to accompany him on walks, help carry equipment, or listen to his friend's incessantly prattling about what he thinks is cool — at least until the moment when a crisis comes and he is required to perform his duties.
	There are many ways for a bodyguard to protect his target. Some people prefer using defensive measures to mitigate the damage, others are good at arranging traps to deter an enemy's attack. However, Ayerscarpe's preferred method of defense is to eradicate the enemies. Though he is a man of few words, his ferocious attacks indeed confirm his status as an operator who believes that the best defense is a good offense.

	파일 자료 1 :
	    로도스 아일랜드에 합류하기 전, 재앙정보전달자 레온하르트의 호위를 맡았던 에이어스카르페는, 주로 레온하르트가 재앙 상황에 대해 조사하고 판단할 때 다치지 않도록 지켜주는 일을 했었다. 하지만 눈치 빠른 레온하르트 덕분에 난처한 일이 발생하는 일은 드물었고, 에이어스카르페는 위험이 닥치고 자신의 역할을 수행하기 시작할 때까지 대부분의 시간을 레온하르트와 산책하고, 측정 기구를 나르거나, 레온하르트가 스스로 멋지다고 생각하는 사소한 이야기를 반복해서 들으며 보냈다.
	    호위 대상을 보호하는 방식은 다양하다. 어떤 이들은 방어 조치를 취해 호위 대상이 피해를 입지 않는 방식을 선호하지만, 어떤 이들은 함정을 설치해 적의 공격을 늦추는 방식을 선호하기도 한다. 에이어스카르페의 방식은, 위험 요소 자체를 철저하게 뿌리뽑아 버림으로써 목표를 보호하는 방식이다. 평상시에는 과묵하지만, 에이어스카르페는 맹렬하게 적을 공격하여 방어 임무를 완수해내는 오퍼레이터다.

———————————————————————————————

	档案资料二 :
	断崖选择的防卫模式风险极高，也不合乎一般人的思维逻辑，然而干员本身的确适宜以这种方式开展护卫工作。这除了依托于干员本身优秀的身手和快速反应能力外，和其所携带的特殊武装也不无关系。
	该特殊武装暂时没有正式名称，干员本人给出的，类似“宝贝”和“好家伙”之类的爱称也完全没有参考价值，出于武器本身的运行模式，我们暂为该武器命名为——RT-01。
	由于在我们所了解的范围内，没有任何一件与RT-01类似，或是思路相近的武器，我们有理由认定，这是一件实验武器。根据干员本人的叙述，这件武器是他从雷姆必拓黑市上购入的。雷姆必拓由于开矿业发达，孕育了许多小规模的私人开矿组织，这些组织间倾轧与吞并时有发生，间接促生了雷姆必拓的黑市市场，许多资源会在此流通，最终进入个人、团体或国外势力手中。由于断崖在获取这件武器时克服了极大的困难，加上武器本身性能优秀，他对RT-01可以说是爱不释手，如果真要说有什么缺点的话，可能只有“会不定时产生轻微噪音”这一点了。
	负责检查武器的干员什么都没听到，但他，听得一清二楚。

	第二資料 :
	エアースカーペの防衛手段は高いリスクを伴う常識はずれのものである。しかし卓越した身体能力と反応速度、そして特殊な武器を持つ彼からすれば、それこそが最適の方法であるとも言える。
	彼の武器には固有の名称がない。本人は「相棒」「いい子」などと呼んでいるが、我々は武器の作動パターンに基づき、その名称をRT-01と暫定した。
	我々が知る範囲では、RT-01と同じ設計の武器は存在しない。よってこれは試作武器であると推測する。エアースカーペの言葉によると、これはレム・ビリトンの闇市で購入したものらしい。鉱業が盛んなレム・ビリトンでは、小規模な個人採掘組織が多く存在する。組織間の軋轢と合併が、闇市の発展に繋がったのだ。ここで流通している様々な資源は、最終的に力のある個人や組織、または国外勢力の手に収まる。エアースカーペがRT-01を入手する際には、かなり手間取ったらしい。彼は優秀な性能を持つこの武器を、自分の半身のように扱っている。何か欠点があるとすれば、それは「不定期に微かなノイズを発する」ことくらいであろう。
	武器点検を行ったオペレーターは何も聞こえなかったと言うが、エアースカーペにはそれがはっきりと聞こえるのである。

	Archive File 2 :
	Ayerscarpe's chosen method of defense is extremely risky and does not conform to the logic of ordinary people. However, the operator himself is well-suited for carrying out his duties in this manner. In addition to having excellent combat skills and rapid reaction times, part of this operator's success is owed to the special weapon that he carries. 
	There has been no official name given to this weapon as of yet, and the nicknames that the operator himself has chosen, such as 'my baby,' or 'nice guy,' have no reference value whatsoever. Due to the operating mode of the weapon itself, we've temporarily named it 'RT-01.' 
	Since there is no weapon or even weapon class similar to RT-01 within our scope of knowledge, we believe that this is an experimental weapon. According to Ayerscape, this weapon was purchased from Rim Billiton's black market. Rim Billiton has developed many small-scale private mining companies due to its robust mining industry. The turnover and conglomeration rate among these companies are high, which indirectly promotes the black market. Many resources will circulate here before eventually reaching the hands of private individuals, organizations, or even foreign forces. Because Ayerscarpe overcame great difficulties to acquire this weapon, and the weapon itself boasts excellent performance, he is extremely fond of RT-01. When asked to describe any deficiencies, he'll only point out that it 'produces some slight noise from time to time.' 
	The operator in charge of weapon inspections said he didn't hear anything, but Ayerscarpe insists that he hears it loud and clear.

	파일 자료 2 :
	    에이어스카르페의 방어 방식은 굉장히 위험해 보통 사람의 사고 방식으로는 이해하기 힘들지만, 정작 본인은 이런 방식으로 호위 업무를 하는데 익숙하다고 한다. 그리고 이 점은 오퍼레이터 본인의 뛰어난 솜씨와 빠른 반응 속도 외에, 지니고 있는 특수한 장비와 관계가 없는 것도 아니다.
	에이어스카르페의 특수 장비는 아직 정식 명칭이 없다. 우리는 오퍼레이터 본인이 제시한 '귀염둥이'나 '좋은 녀석' 같은 애칭은 참고할 가치가 전혀 없다고 판단하였으며, 무기 자체의 작동 모드에 의거해, 'RT-01'이라 이름 붙였다.
	    우리가 알고 있는 범위 내에서 RT-01와 유사한 무기나 비슷한 원리의 무기가 없기에, 우린 이것을 실험용 무기일 것이라 단정지었는데, 에이어스카르페는 이 무기는 림 빌리턴 암시장에서 구입한 것이라 설명했다. 림 빌리턴은 광업의 발달로 인해 소규모의 개인 채굴 조직이 많이 생겨났는데, 이 조직들 끼리 서로 견제하고 합병되길 거듭한 게 림 빌리턴 암시장 탄생의 간접적인 원인이 되었다. 그리고, 암시장에선 많은 자원이 유통되어 개인과 단체 혹은 국외 세력의 손에 흘러 들어갔다. 무기를 얻기 위해 큰 고난을 극복한데다 무기 자체의 성능도 우수하다는 연유로 RT-01을 무척 아끼는 에이어스카르페지만, 그는 '가끔 경미한 소음이 발생하는 게' 단점이라고 말한다. 무기 검사 담당 오퍼레이터는 아무 소리도 들리지 않는다고 하지만, 그에게는 확실히 그 소리가 들리고 있다.

———————————————————————————————

	档案资料三 :
	断崖和莱恩哈特从小就是好友，两人的分工也很明确，需要与人交涉或是涉及矿物的，莱恩哈特来干；需要巧劲的体力活和不能被人发现的事，则一般由断崖来完成。别看他表面上对老朋友恶言相向，在别人面前也一点不给莱恩哈特面子，一旦对方出了点事，第一个赶过去的，总是他。当莱恩哈特成为天灾信使后，断崖就自愿成为了莱恩哈特的护卫——自从获得了那套武器后，以断崖的实力，做什么都要比给天灾信使当护卫要赚得多，但他还是执拗地给朋友当保镖，并且，明确和对方说明了，要给钱。于是乎，莱恩哈特本就不富裕的薪资被划了一部分给断崖，手头更加拮据了。
	虽然我们以前并不知道这笔钱断崖在如何支配，但在成为干员后，我们得以对两人的资金流向进行调查，结果，出乎我们的意料。
	莱恩哈特的金钱管理观念比较开放，他擅于盈利，也乐于消费。在进入罗德岛之后，由于生活稳定和薪资上涨，他的购物清单比从前长了不少。尽管除了沙地车之类的工作用具外，普遍实用性堪忧，但不可否认其中不乏新潮而有趣的东西。大部分只是出于莱恩哈特个人的审美喜好，而另一些则被他用于以一种难以拒绝的强硬方式赠送给身边那些“不够酷”的年轻干员。有时，这种频繁消费会造成一些负面反应，比如说，一时间资金周转不过来。而在此时为他填上“窟窿”的，一直是断崖，
	断崖的消费观很保守，除了必要的生活开支和盐水毛豆，断崖一直在进行储蓄，而之前为莱恩哈特做护卫时获得的“酬劳”，则基本上在适当的时间以实物的形式返还给了朋友——他知道莱恩哈特存不住钱，总会有一时拮据凑不出钱买东西的时候。到了那时，他就会取用这笔资金，给朋友买好东西，然后寄过去。即使是现在，两人已完全不存在金钱联系，他依旧会在自己的储蓄里划出一小笔来填充莱恩哈特的资金缺口。他知道，莱恩哈特会在适当的时候把这份钱返还回来。这是两人间长久合作后产生的默契，也包含着他对朋友的信赖。

	第三資料 :
	エアースカーペとレオンハルトは幼い頃からの親友だ。二人の役割は昔から決まっており、人との交渉や鉱物に関わることはレオンハルトが、力仕事や人に知られてはならないことはエアースカーペが担当している。エアースカーペはレオンハルトに対して口が悪く、人前であっても態度を変えることはないが、レオンハルトの身に何かあった時に、真っ先に駆けつけるのもまた彼である。彼はレオンハルトが天災トランスポーターになった時、自ら志願してに護衛になった。あの武器を手にする彼ならば、もっと儲けのいい仕事ができるのにもかかわらずだ。一方で彼は友人であるレオンハルトから、きっちり給料をもらうと明言している。それにより、元々高くないレオンハルトの実入はさらに減ることになった。
	エアースカーペは給料の使い道について語ることはなかった。しかしロドスのオペレーターになった後の二人への調査により、その意外な用途が判明した。
	レオンハルトは金銭感覚がゆるい。彼は稼ぐことに長けているが、消費することにも積極的なのである。ロドス加入後、生活が安定し収入も増えたレオンハルトは、買い物の頻度も大きく上がった。仕事道具以外の購入物は実用性を欠けたものばかりではあるが、中には新鮮で面白味があることも否めない。大半はレオンハルトの趣味で購入されたものだが、一部は彼の周りの「カッコ良さが足りない」若いオペレーターたちに無理やり押し付けているようだ。このような消費習慣がもたらした負の影響の一つとして、一時的な資金不足に陥ることが多々ある。そんな時に、「穴埋め」をしてくれるのはエアースカーペだ。保守的な消費観を持つ彼は、生活に必要な支出や枝豆の塩漬けの購入資金以外は全て貯金している。そしてレオンハルトの護衛として得た「給料」は、適当なタイミングで現物として友人に還元される――貯金の苦手なレオンハルトが金に困って、本当に必要なものが買えない時、エアースカーペは「給料」で購入し、彼に届けているのだ。二人に昔のような金銭のつながりがなくなった今でも、エアースカーペは自分の備蓄の一部で、レオンハルトの資金不足を補っていることが多々ある。程よいタイミングで、レオンハルトもその金を返してくれると彼は知っているからだ。これは二人の長い付き合いから生まれた暗黙の了解であり、彼の親友への信頼の表しでもある。

	Archive File 3 :
	Ayerscarpe and Leonhardt have been friends since childhood, and the two also divide labor amongst each other very cleanly. Leonhardt takes on jobs that require negotiation or involve minerals, and Ayerscarpe takes on tasks that require superior athleticism or uncovering things that can't be discovered by others. Don't be fooled by the fact that he often exchanges harsh words with his old friend — he will never make Leonhardt look bad in front of others, and if something ever happens to him, he is the first to rush over. When Leonhardt became a Catastrophe Messenger, Ayerscarpe volunteered to become Leonhardt's private bodyguard. Since Ayerscarpe acquired his unique set of weapons, it would be more profitable to take on jobs of his own rather than protecting the Catastrophe Messenger, but Ayerscarpe stubbornly insists on remaining his friend's bodyguard, while also making it clear that the other party needs to pay up. All in all, Leonhard, not wealthy in the first place, ended up allocating most of his salary to Ayerscarpe, ending up in an even tighter financial situation as a result. 
	Although we didn't know how Ayerscarpe controlled these funds before, we were able to investigate the flow of funds between the two after he became an operator, and the results were mind-blowing. 
	Leonhardt's concept of managing money is rather laissez-faire. While he is good at making money, he's also good at spending it. After joining Rhodes Island, his shopping list grew longer than ever due to stable living arrangements and a higher salary. Except for work-related tools such as dune buggies, which have questionable usability in general circumstances, Leonhardt's stash of new and interesting things has indeed been growing. Most of these items simply reflect his personal taste, but others are for gifting to young operators who he deems to 'not be cool enough,' and he often offers these gifts in a way that is hard to refuse. Sometimes, his consumption habits have caused been problematic, such as when he couldn't pay the bills one time. This time, he has had Ayerscarpe to cover for him.
	Ayerscarpe's lifestyle has always been very frugal. Other than spending money on necessary living expenses and salted edamame, Ayerscarpe has been saving his money, and he basically returns the 'payment' he received from serving as Leonhardt's bodyguard to his friend at the right time. He knows that Leonhardt doesn't know how to save money, and he knows that sooner or later, he wouldn't be able to purchase something that he actually needed. At that time, he'll use that money to buy things for his friend and send it over to him. Even now when there is no direct financial connection between the two, he still often draws from his savings to fill in the gap for Leonhardt. Of course, he also knows that Leonhardt will repay him in due time. This is the mutual understanding formed after many years of cooperation, and demonstrates the trust between the two friends.

	파일 자료 3 :
	    어린 시절부터 친한 친구 사이였던 에이어스카르페와 레온하르트는 업무 분담 역시 명확한데, 사람들과 교섭을 하거나 광물을 다루는 일은 레온하르트가 맡고, 육체적인 일이나 다른 사람 몰래 해야 하는 일은 보통 에이어스카르페가 맡는다. 겉보기엔 에이어스카르페가 오랜 친구를 막 대하는 것 같아 보이지만, 다른 사람 앞에서는 절대 레온하르트의 체면을 깎아내리는 행동을 하지 않으며, 레온하르트에게 무슨 일이 생기면 제일 먼저 달려간다. 레온하르트가 재앙정보전달자가 된 뒤 에이어스카르페는 그의 호위를 자청했고, RT-01을 얻은 후에는 본인의 실력에 따라 무슨 일을 하든 재앙정보전달자의 호위보다 더 많은 돈을 벌 수 있었겠지만, 에이어스카르페는 집요하게 레온하르트의 호위를 고집하며, 보수도 확실히 받아가겠다고 이야기했다.
	    예전에 우리는 에이어스카르페가 이 거액의 돈을 어떻게 사용하는지에 대해 잘 몰랐지만, 그가 오퍼레이터가 되고 난 뒤로 이 두 사람의 자금 이동 경로를 조사하자, 뜻밖의 결과가 나타났다.
	    레온하르트의 자산 관리에 대한 개념은 비교적 개방적인데, 그는 이윤을 내는데 재주가 있고, 돈을 쓰는 것 역시 좋아한다. 로도스 아일랜드에 합류한 후 생활이 안정되고 월급이 오른 덕분인지 그의 쇼핑 리스트는 이전보다 늘면 늘었지, 결코 줄어들지는 않았다. 그리고 버기 자동차같은 작업용 도구 외에, 그의 쇼핑 리스트에 있는 다른 물건들은 과연 실용적인 물건인지 의심스러웠으나, 그 중에 세련되고 흥미로운 물건이 적지 않다는 사실은 부인할 수 없는 사실이었다. 리스트의 대부분은 그저 레온하르트 본인의 기호에 따라 선택된 것이며, 다른 것들은 거절하기 힘든 방식으로 주변에 있는 '쿨하지 못한' 젊은 오퍼레이터들에게 선물되었다. 이런 일시적인 과소비는 때때로 자산 운용이 제대로 되지 않는 부작용을 낳기도 했는데, 그런 레온하르트의 '구멍'을 메꿔주는 사람이 바로 에이어스카르페였다.
	    에이어스카르페의 소비 관념은 굉장히 보수적이다. 필요한 생활비와 소금에 절인 풋콩을 뺀 나머지는 저축하고 있으며, 이전에 레온하르트를 호위하며 얻은 '보수'는 기본적으로 적절한 때에 현물로 친구에게 돌려주고 있었다. 그는 레온하르트가 저축하지 않고, 언젠가 돈이 부족해 몰건을 사지 못할 거란 것을 알고 있었다. 그리고 그런 때가 되면 에이어스카르페는 그 돈으로 물건을 사서 그의 친구에게 선물할 것이다. 지금은 두 사람 사이에 금전적인 관계가 전혀 없지만, 에이어스카르페는 여전히 자기 저축의 일부분으로 레온하르트의 부족한 자금을 메꿔준다. 에이어스카르페는 레온하르트가 언젠가 적절한 시기에 그 돈을 돌려줄 거라는 사실을 알고 있다. 오랫동안 같이 일하며 만들어진 이 암묵적인 계약에는, 레온하르트에 대한 에이어스카르페의 신뢰 또한 포함되어있기 때문이다.

———————————————————————————————

	档案资料四 :
	“我们发现了断崖武器上的信号发射器，已进行拆除工作，干员没有察觉。”
	“该发射器发出的信号会自动寻找有效端口，进行二次传输，然后消除痕迹，直到传入目标端口。”
	“大多数国家的军用发信设备都没有这种级别的科技。”
	“在对发射器的传输路径进行破解和模拟发射后，我们有理由相信——”
	“是莱茵生命，看武器样式就知道了。”
	“信号最后的目标端口位于乌萨斯。”
	“中途被节点截获以后进行目标端口修改然后直接删除数据，老伎俩了。”
	“你真的觉得乌萨斯人会做这种武器？”
	“填弹冲剑、定标铳、自动浮游刃。”
	“特意花时间将这些技术整合到一个系统里这种事，也只有莱茵会做。”
	“了解。”
	“那么——”
	“为什么哥伦比亚的实验武器会投放到雷姆必拓，而且在一个与他们毫无关系的青年手里？”
	“......”
	“其实这件事，很有莱茵人制作武器的风格，我给你们举个例子吧。”
	“好。”
	“在这片大地上，总会有天赋异禀的人。”
	“为他们量身订制武器，是一种愉悦。”
	“当武器制造完毕，在此人手中发挥绝大的力量时，人人都会渴望获得它们。”
	“即使在普通人手中，这些神兵利器还不如砍柴斧好用。”
	“而莱茵想做的，其实只是一件事。”
	“设计出‘神兵利器’，然后将之实现为‘砍柴斧’。”
	“这一件呢。”
	“这一件是失败品。”
	“一体化完成度很高，但是源石在转换时会发生严重的漏电问题，浮游刃精度也差强人意。”
	“如果不是干员本人有触电嗜好，这件武器根本没法使用。”
	“那我们怎么处理这件事。”
	“处理？不用处理。塞雷娅只是看不惯莱茵一些部门的行事风格，不会针对武器持有人做什么事情的。”
	“我们最大的担忧也只是莱茵会远端控制发信器来做些不可告人的事。”
	“既然发现了，销毁就好。”
	“至于莱茵用获得的数据去做什么，会不会找下一个目标进行试验，能不能造出弑神的砍柴斧。”
	“和我们罗德岛有什么关系？”
	——未知时间，罗德岛，未知监控录音

	第四資料 :
	「我々はエアースカーペの武器に内蔵されていた発信機を発見し、取り除きました。本人は気づいていません。」
	「その発信機が発する信号は自動的に有効ポートを探し、二次転送をしてから痕跡を抹消するもので、目標ポートを見つけるまでこのプロセスを繰り返します。」
	「これは大部分の国の軍用発信設備にもないレベルの技術です。」
	「発信機の発信ルートを解析、模擬発信した結果、我々は——」
	「ライン生命のものだろう、仕様を見ればわかる。」
	「信号の最終目標ポートはウルサスにあると推測できます。」
	「途中で信号が補足された後は目標ポートを改ざんしデータを消す、彼らがいつも使っている手段です。」
	「ウルサス人がこんな武器を作れると思う？」
	「バレットソードにキャリブレイトガン、そして自律式のブレイドビット……」
	「わざわざこれらの技術を一つの製品に集約するなんて……こんなことをするのはラインの奴らくらいだ。」
	「わかりました。」
	「では——」
	「ではなぜクルビアの試作武器がレム・ビリトンに流れ、全く繋がりのない若者の手に落ちたのだとと思いますか？」
	「……」
	「ラインらしいと言えばらしいね。一つ例を挙げるとしよう。」
	「はい。」
	「この世界には逸材と言える人物が存在する。」
	「彼らのために武器を作ることは喜びである。」
	「作り上げた武器が彼らの手の中で猛威を振るえば、全ての人がそれを欲しがる。」
	「凡人の手の中では、それらの武器がただの薪割り斧にも劣る場合でもね。」
	「だがラインの目指すものは一つだけだろう……」
	「業物を作って、『薪割り斧』のように使えるようにすることだ。」
	「ではこれは？」
	「失敗作だな。」
	「一体化の完成度は高いが、源石のエネルギー転換の時はひどい漏電が発生する上、ブレイドビットの精度も高いとは言えない。」
	「使用者本人が感電嗜好でなければ、使い物にもならない代物だ。」
	「ではこの一件はどう処理すべきでしょうか。」
	「処理？そんな必要はない。サリアはラインの一部のやり方が気に食わないだけで、武器の所有者に何かすることはない。」
	「私たちが最も懸念すべきことは、ラインが発信機を遠隔操作し、人に知られてはならないような真似をすることだ。」
	「それも今見つかったから、廃棄すればいいという話だ。」
	「ラインが収集したデータを何に使うか、次の実験台は誰であるか、神をも殺せる薪割り斧を作れるかどうか……」
	「それが、私たちロドスとなんの関係があるんだ？」
	——時間不明、ロドスでのとある録音記録

	Archive File 4 :
	'We found a signal transmitter on Ayerscarpe's weapon, which has already been dismantled, that the operator had no knowledge of.' 
	'The signal sent from the transmitter automatically searches for a valid port, performs a second transmission, before eliminating all traces until it reaches the target.' 
	'Most countries' military-grade communications equipment does not have this level of technology.' 
	'After cracking the transmission path of the launcher and simulating a transmission, we have reason to believe—'
	'It's Rhine Lab. I can tell just from looking at it.' 
