ID:
	char_4004_pudd
	Pudding, Columbian electrical engineer. Contracted Oripathy while investigating in the countryside, and came to Rhodes Island to apply for work and seek treatment. Seems to fit in very well as assistant to Closure, having been swiftly dragged away to become a helper at the Engineering Department after her onboarding.

	프로필 :
	    컬럼비아의 전기 엔지니어인 푸딩은 야외 조사 도중 뜻밖의 사고로 광석병에 감염, 로도스 아일랜드에 취직해 치료를 받고 있다. 클로저의 조력자로 적합했기에 입사 후 바로 엔지니어링부의 어시스턴트로 발령 났다.

———————————————————————————————

	临床诊断分析 :
	造影检测结果显示，该干员体内脏器轮廓模糊，可见异常阴影，循环系统内源石颗粒检测异常，有矿石病感染迹象，现阶段可确认为是矿石病感染者。
	
	【体细胞与源石融合率】6%
	干员布丁的手掌背部有少量源石结晶。
	
	【血液源石结晶密度】0.18u/L
	干员布丁的感染情况较为稳定。

	健康診断 :
	クルビアの電気工学エンジニア。野外調査中に不慮の事故によって鉱石病に感染し、ロドスに職と治療を求めた。クロージャのサポート役に適しているようで、入職後すぐにエンジニア部へ助手として配属された。
	造影検査の結果、臓器の輪郭は不明瞭で異常陰影も認められる。循環器系源石顆粒検査の結果に異常があり、鉱石病の兆候が認められる。以上の結果から、鉱石病感染者と判定。
	
	【源石融合率】6%
	手の甲には少量の源石結晶の分布が見られる。
	
	【血液中源石密度】0.18u/L
	感染状況は比較的安定している。

	Clinical Analysis :
	Imaging tests show the indistinct outlines of internal organs, obscured by abnormal shadows. Originium granules detected in the circulatory system. The subject is confirmed to be infected with Oripathy.
	
	[Cell-Originium Assimilation] 6%
	Minor dorsal crystallization on Operator Pudding's hands.
	
	[Blood Originium-Crystal Density] 0.18u/L
	Operator Pudding's infection is comparatively stable.

	임상 진단 분석 :
	    체표면에 오리지늄 결정 분포, 방사선 검사 결과, 본 오퍼레이터는 내장 기관의 윤곽이 흐릿하며, 비정상적인 음영이 존재하는 것으로 확인됨. 순환계통 내 오리지늄 입자 검사 결과 이상 확인. 광석병 감염 증세 있음. 현 단계로서는 광석병 감염자로 판단됨.
	
	[체세포와 오리지늄 융합률] 6%
	오퍼레이터 푸딩의 손등 부위에 소량의 오리지늄 결정이 보인다.
	
	[혈중 오리지늄 결정 밀도] 0.18u/L
	오퍼레이터 푸딩의 감염 상황은 비교적 안정되어 있음.

———————————————————————————————

	档案资料一 :
	起初，可露希尔小姐出于对罗德岛电气系统的优化与维护需要，在招聘启示中增添了电气工程师的职位，实际担任可露希尔小姐的助理职位。能收到干员布丁的简历算是意外之喜，毕竟，在可露希尔小姐手下干活需要的不仅仅是丰富的学识与经验，还要能够适应可露希尔小姐异想天开的许多点子并一同付诸实践。以可露希尔小姐在电气工程方面的帮手为目的进行招募的过程中，经过可露希尔小姐几番筛选，最终亲自选定了这位来自哥伦比亚的年轻工程师，在顺利通过面试后加入到了工程部。
	这位来报道的第一天便被可露希尔小姐称为“布丁”的干员，现在是罗德岛内不可或缺的电气工程师。在布丁的协助下，可露希尔小姐那复杂且凌乱的工程制图被重新简洁清楚地绘制出来，并且在经历正规的安全测试后投入使用。有了布丁的帮助，可露希尔得以将电力转化效率提成了百分之十二，极大节省了罗德岛的能源消耗。为此，布丁以优秀的工作能力和专业素养在第一季度就获得了丰厚的绩效奖励，她也终于露出了欣慰的笑容，然后——请假整整一周，愉快地进行了一次度假。

	第一資料 :
	クロージャは当初、ロドスの電気システム改善と整備のために、求人内容に電気工学エンジニアというポジションを付け加えたが、実情としてはクロージャの助手職だった。プリンの履歴書は予想外の収穫と言えよう。あのクロージャの下で働くには、豊富な知識と経験だけでなく、彼女の奇想天外な発想に適応でき、なおかつその実践に付き合える人材でなければならない。このように、クロージャの電気工学における助手という想定で求人を行う中で、彼女自らの数度の選別によって、最終的にクルビア出身のこの若いエンジニアが選ばれた。面接を無事に終えた彼女は、エンジニア部に加入した。
	着任初日からクロージャに「プリン」と呼ばれた彼女は、今やロドスにとって不可欠な電気工学エンジニアだ。彼女のサポートによって、クロージャの複雑かつ錯綜した設計図は簡潔に描き直され、正規の手順を踏んだ安全なテストを経て実用化された。プリンのおかげで、クロージャは電力の転換効率を十二パーセントも上昇させ、ロドスのエネルギー消費を抑えることに大いに役立った。結果、優秀な業務能力と豊富な専門知識が評価され、プリンは最初の四半期で早速高額の賞与を勝ち取った。いい笑顔を見せた彼女は、さっそく一週間の休暇を取り、楽しくバカンスを満喫した。

	Archive File 1 :
	At the outset, seeing the need for Rhodes Island's electrical systems to be improved and maintained, Closure added an electrical engineer to her wanted ads, who would in practice serve as her assistant. Receiving Operator Pudding's resume was an unexpected blessing; after all, working under Closure requires not just rich theoretical knowledge and experience, but someone who can adapt to her numerous wild fantasies and make them happen with her. In the course of recruiting someone to be her electrical engineering assistant, Closure went through several rounds of filtering, ultimately personally selecting this young Columbian engineer, who sailed smoothly through the interviews and joined the Engineering Department.
	This Operator, the first day she reported in, was promptly named 'Pudding' by Closure, and is now an indispensable electrical engineer for Rhodes Island. With Pudding's help, Closure redrew the complex, chaotic tangle of engineering prints into something leaner and cleaner, and after going through standard safety tests, put it into use. Having Pudding's assistance put Closure in a position to up the power transformers' efficiency by 12%, an enormous savings for Rhodes Island's energy consumption. Thus, for her excellent work ability and specialist accomplishments, Pudding earned an ample performance bonus in her first three months, prompting a grateful smile, followed up by—a request for a whole week off, cheerfully taking her first vacation.

	파일 자료 1 :
	    처음에 클로저는 로도스 아일랜드 전기 시스템의 최적화 및 유지 보수를 위해 채용공고에 전기 엔지니어라는 직무를 추가했지만, 실제로 그건 클로저의 조수직이었다. 오퍼레이터 푸딩의 이력서를 받게 된 것은 뜻밖의 행운으로, 어쨌든 클로저 아래에서 일을 하려면 풍부한 학식과 경험도 필요하지만 클로저의 수많은 기상천외한 아이디어를 함께 실행할 수 있어야 하기 때문이다. 전기 공학 분야의 조수를 모집하는 과정에서 몇 번의 선별이 이루어졌고, 클로저가 마지막으로 선택한 컬럼비아 출신의 젊은 엔지니어는 순조롭게 면접을 통과, 엔지니어링부에 합류하게 되었다.
	    첫날 클로저가 '푸딩'이라 보고한 이 오퍼레이터는 이제 로도스 아일랜드에 없으면 안 될 전기 엔지니어가 되었다. 푸딩의 협조로 클로저가 그린 복잡하고 정신없는 공정 도면은 간결하고 명확해졌으며, 정식적인 안전성 테스트를 거친 후 투입, 사용되었다. 푸딩의 도움으로 클로저는 전기 전환 효율을 12%나 끌어올려 로도스 아일랜드의 에너지 소비를 극적으로 줄일 수 있었다. 푸딩은 이런 우수한 업무 능력과 전문 소양 덕분에 1분기에서 큰 성과급을 받았고, 마침내 그녀의 얼굴에 기쁨의 미소를 띨 수 있었다. 그 후 일주일에 걸친 긴 휴가를 신청한 그녀는 즐거운 연휴를 보냈다.

———————————————————————————————

	档案资料二 :
	很长一段时间里，布丁都未从自己感染矿石病后的心理阴影中脱离出来。起初来到罗德岛时，布丁并不如可爱的外表那般活泼。在进行身体检查时，布丁解释了自己感染的原因。在进行野外实地勘测和考察时，因为自己的不慎失误，布丁在野外直接接触源石物质并受伤，从而成为了感染者。在那之后，布丁对于野外勘测有了不小的心理阴影，对于出门的欲望降到了最低的程度。原本想要在学校继续研读的她在毕业后并未继续攻读学业，而是为治疗病症规划起职业道路。
	好在，布丁在学校中所学得的知识与付出过的努力并没有白费。在可露希尔的指导下，她很快地掌握了电气工程在复杂的现代科技上的运用，并逐渐在工程制图与基站安排上变得熟练。
	来到罗德岛后的布丁小姐转变得很快，并在获得了额外的奖金后，十分享受地前往冰原体验主题乐园进行度假。

	第二資料 :
	プリンはかなり長い間、感染者になったことによるトラウマから脱せずにいた。ロドスに来たばかりの彼女には、可愛らしい見た目相応の活発さはなかった。メディカルチェックの際に、彼女は感染の経緯を説明した。野外での実地調査中に、自身の不注意によって源石物質に直接接触し、それで怪我をして感染してしまったという。その後、彼女は野外の実地調査にトラウマを抱え、外出への意欲がゼロに等しくなった。本来ならそのまま学業を続けるつもりだったプリンは、卒業後は進学をあきらめ、病気治療のための就職計画を始めた。
	幸い、学校で学んだ知識や今までの努力は無駄ではなかった。クロージャの指導によって、プリンはすぐ複雑な現代テクノロジーにおける電気工学の応用を身につけ、設計図の製図や基地局の効率的な配置についても上達した。
	ロドスに来てから、プリンには大きな変化が見られた。賞与をもらった彼女は、胸を躍らせながら氷原体験テーマパークでのバカンスへ向かった。

	Archive File 2 :
	For a very long stretch of time, Pudding never quite escaped the mental shadow that catching Oripathy had cast over her. When she first arrived at Rhodes Island, she was hardly as lively as her cute appearance would suggest. After a physical examination, Pudding revealed the cause of her infection. While conducting an on-site survey and investigation in the country, because of her own lapse in attention, she came into direct contact with Originium matter and came away with lacerations, hence becoming an Infected. After this, she had a considerable mental aversion to surveys in the wild, and her desire to go outside decreased to a minimum. Originally wanting to continue her school studies, she turned away from higher education, instead planning a professional path to treat her illness.
	Fortunately, the knowledge she gained from school and the efforts she herself made didn't go to waste. Under Closure's guidance, she quickly grasped the complexities of electrical engineering's modern technical applications, and gradually became more proficient through engineering blueprinting and base station planning.
	Pudding's changed very quickly since coming to Rhodes Island, and after getting her bonus, she fully enjoyed a vacation trip to the tundra to experience a theme park for herself.

	파일 자료 2 :
	    푸딩은 오랫동안 광석병에 감염된 후 생긴 트라우마에서 벗어나지 못했다. 처음 로도스 아일랜드에 도착했을 당시 그녀는 귀여운 외모와 달리 활발한 성격이 아니었다. 신체검사 도중 푸딩은 자신이 광석병에 감염된 이유를 밝혔는데, 야외 현장 조사 도중 실수로 오리지늄 물질과 직접 접촉하며 부상을 입어 감염자가 된 것이다. 그 후 푸딩은 야외 조사에 적지 않은 트라우마를 갖게 되었고, 외출에 대한 욕구가 최저치로 떨어졌다. 본래 학교에 남아 학업을 이어 나가려 했던 그녀였지만, 졸업 후 더는 학업을 이을 수 없게 되자 치료를 위해 취직 계획을 세우게 되었다.
	    다행스럽게도 푸딩이 학교에서 배운 지식과 투자한 노력은 헛된 것이 아니었다. 클로저의 지도하에 그녀는 전기 엔지니어를 복잡한 현대 과학 기술에 응용하는 법을 빠르게 습득해나갔고, 점차 엔지니어 도면 제작과 기지국 설치도 능숙해졌다.
	    로도스 아일랜드에 온 후 푸딩은 빠르게 변했으며, 거기에 큰 액수의 성과급을 받게 되자 즐겁게 툰드라 테마파크로 휴가를 보내러 갔다.

———————————————————————————————

	档案资料三 :
	布丁总是随身携带着她的宠物玩偶——“小抱枕”，几乎从不离手。据布丁小姐说，这是父母在小时候便送给她的礼物，她一直十分珍惜。在远离家乡的时候，小抱枕对布丁更是充满怀念的寄托。因此，在布丁的宿舍中，工位上，甚至在工程部加班时留宿的休息躺椅，都有设置专属于小抱枕的位置。只要在食堂看到布丁用餐的时候，总是能看到小抱枕坐在布丁的对面，而布丁正愉快地对小抱枕念念有词......那份温馨又独特的氛围，总是让干员们迟疑之后，决定不去破坏那份安宁的氛围。
	布丁的爷爷在很早以前便移民到了哥伦比亚，却保留并延续了自己生活的习惯，使得布丁从小记事开始，便不时前往寒冷的萨米地区生活。不仅仅是滑雪的爱好使然，似乎冰雪的气候能让布丁更加精神，仿佛回到自己真正最惬意的状态。为了更好的生活条件，布丁和父母一样选择在都市和现代科技企业中工作。但是为了放松自我的时候，似乎那大片无人的雪原上，在雪中反射出的刺眼阳光，伴随着寒风吹过萨米黑色林地的声音，才是真正自我精神的归宿。

	第三資料 :
	プリンはいつも肌身離さずにぬいぐるみの「ピローちゃん」を持ち歩き、滅多に手離さない。彼女によれば、幼い頃に両親にもらったプレゼントであり、ずっと大事にしてきたものなのだという。故郷を遠く離れてからは、ピローちゃんは彼女にとっての心の拠り所になっている。そのため、宿舎でも、仕事場でも、残業で泊まり込み用のリクライニングチェアにさえ、ピローちゃん専用の場所が設けられている。食堂でプリンを見かけると、いつもピローちゃんは彼女の向かい側に座らされて、そして彼女が何やら楽しげに語り掛けている場面が見られる。その温かくも独特的な雰囲気を目の当たりにした者たちは、いつもしばしの戸惑いの後、その穏やかな空気を壊さないことを決めて立ち去るのだ。
	プリンの祖父はかなりの昔からクルビアに移民したが、従来の生活習慣をそのまま続け、伝えていった。そのため、プリンは物心がつく頃から、時折寒いサーミ地方で暮らすことになっていた。大好きなスキーが楽しめるからというだけでなく、氷雪に囲まれた場所にいると、彼女はのびのびと気持ちよく呼吸ができるように感じていた。より豊かな生活のために、プリンは両親と同じく都市で暮らし、現代テクノロジーを扱う会社で働くことを選んだ。しかしリラックスしたい時は、果てが見えない無人の雪原で、雪に反射された眩い日光や、寒風と共にサーミの黒い森を吹き抜ける音こそが、本当の意味で己の精神の帰るべき場所であるようだとプリンは感じている。

	Archive File 3 :
	Pudding always carries her pet plushie with her—'Pillow'—and almost never lets it go. According to her, it's a present her parents gave her when she was young, and she's always dearly cherished it. When straying far from home, Pillow becomes even more of a vessel of nostalgia. Thus, in Pudding's dormitory, at her workbench, and even in the recliner she rests in when working overtime for Engineering, there are spots exclusively for Pillow to go. See Pudding when she's eating in the cafeteria and you'll see Pillow sitting right in front of her, and she'll be cheerfully muttering away to Pillow the whole time... that comfortable yet unique atmosphere always makes operators hesitate before deciding not to ruin the carefree mood.
	Pudding's grandfather migrated to Columbia long ago, but preserved his old way of life, meaning Pudding's taken sporadic trips to live in the frigid region of Sami since she can remember. It didn't just spur her love of skiing; apparently, the icy, snowy climate bolsters Pudding's energy, as though she's back in her true, most comfortable state. To be able to lead a better life, Pudding and her parents both chose to work in the city, in modern scientific and technological firms. But in times when she needs to relax, it seems the vast, uninhabited snowfields, the sharp rays of sunlight that reflect off the white, the noises in the wakes of frigid winds that blow through Sami's black forests, are the true home of her soul.

	파일 자료 3 :
	    푸딩은 거의 언제나 그녀의 애완동물 인형인 '필로우'를 데리고 다닌다. 푸딩의 말에 따르면 그 인형은 그녀가 어린 시절 그녀의 부모님이 선물로 준 것으로, 항상 소중히 여기는 물건이라고 한다. 고향을 멀리 떠난 푸딩에게 있어 필로우는 그리움이 가득 담긴 대상인 것이다. 때문에 푸딩의 숙소와 작업 테이블, 심지어 엔지니어링 부서에서 잔업을 할 때 사용하는 안락의자에도 필로우만을 위한 자리가 마련되어있다. 식당에서 식사를 하는 푸딩을 보게 된다면 그녀의 맞은편에 앉아있는 필로우와, 푸딩이 필로우에게 즐겁게 말을 거는 모습 또한 볼 수 있을 것이다. 그리고 그 따스하면서 독특한 분위기에 언제나 오퍼레이터들은 머뭇거리다 결국 그 평온한 분위기를 깨지 않기로 결정하게 된다.
	    푸딩의 조부는 오래전에 컬럼비아로 이민을 갔지만, 자신의 생활 습관은 바꾸지 않았다. 때문에 푸딩은 자신이 기억하는 가장 어린 시절부터 종종 추운 사미 지역에 가서 지내곤 했다. 스키라는 취미에 더해 눈 내리는 날씨는 푸딩의 기분을 가장 쾌적한 상태로 만들어주는 것 같았다. 보다 나은 생활 조건을 위해 푸딩은 부모님과 마찬가지로 도시에 있는 현대 과학 기술 기업에서 일하는 것을 택했다. 하지만 긴장을 풀고 싶을 때면 아무도 없는 광활한 설원과 그 위에 반사되는 눈 부신 햇살, 불어오는 차가운 바람과 그 바람이 사미의 검은 숲을 스칠 때 나는 소리야말로 진정 자신의 영혼이 돌아갈 곳이라고 느끼곤 한다.

———————————————————————————————

	档案资料四 :
	作为专业能力合格的工程师，交给布丁的工作总是能够准时甚至提前完成。也因为这个原因，可露希尔小姐似乎总喜欢为布丁分配一些“额外”的工作去完成。不论是自己因为新项目的开发兴奋而熬夜研究，还是突发奇想的草图设计需要完成，这些从创意和构思阶段的想法落实到工程图纸上的过程都有布丁的帮助。布丁对此不仅没有怨言，甚至主动在工程部进行留宿，久而久之，在工程部拥有了自己的一块专属帐篷休息区。布丁在工作之后，会和小抱枕就在帐篷的被窝里小憩一段时间。不同于可露希尔小姐的突发奇想，当问及布丁为什么要花费这么长的时间在工程部工作时，她只是表达了最单纯的想法：来到罗德岛后，布丁有了接触更多现代科技产品与复杂电气工程项目的机会。有一些繁琐且枯燥的工作必须由谁来负责，布丁小姐十分尊敬如同可露希尔小姐那样经验丰富的研究员们，所以希望能用自己朴实的付出减轻大家的工作压力，从而有机会潜心进行更加精密的科技研发。也难怪工程部的大家对于布丁都习惯特别地照顾，总是在布丁的工位上塞满各种零食和甜品。
	在布丁谦虚地拓宽自己知识和经验的同时，可露希尔小姐对于布丁似乎也特别关照，总是让布丁小姐做自己各类实验的帮手。说不定是可露希尔小姐在布丁身上看到了什么特别的部分，而想要让她在未来能够肩负更重要的责任呢。

	第四資料 :
	基準以上の専門的能力を持つエンジニアとして、プリンは任された仕事をいつも期限通り、またはそれよりも早く完成させている。そのせいか、クロージャはいつも彼女に「余分」な仕事を追加している。クロージャ自身が新プロジェクト開発の興奮に任せたまま徹夜で研究する時だったり、突発的な発想で描き出した下図を完成させる時だったり、それらの発想や構想段階の考えを実際の設計図に落とし込む過程には、いつもプリンのサポートがあった。それらの仕事に対して、プリンは恨み言を吐かないばかりでなく、進んでエンジニア部に泊まり込んでこなしている。そういうケースが増えていき、ついに彼女はエンジニア部で個人専用のテントエリアを持つことに至った。仕事後、プリンはいつもピローちゃんとともにテントの布団で仮眠をとる。突発的な発想をばかりするクロージャと異なり、なぜこれほどに時間を仕事に費やすのかと聞かれたプリンが出した答えは、なんとも純粋なものだった。ロドスにやってきてから、彼女は多くの現代テクノロジー製品や複雑な電気工学プロジェクトに触れる機会に恵まれるようになったが、開発にあたって、どうしても生じる煩雑かつ単調な仕事を誰かが担わなければならない。クロージャのような経験豊かな研究員たちを尊敬する彼女は、自らが皆の負担を減らし、より精密な技術開発に専念できるようにさせたいと考えている、ということだった。道理で、エンジニア部の諸君がプリンをかわいがり、いつも彼女の席に様々な菓子や甘味を積み上げるわけだ。
	プリンが謙虚な心持ちで自身の知識と経験を増やしていくのと同時に、クロージャもまた殊に彼女のことを気にかけているようで、いつも実験で自分の助手に指定していた。もしかすると、彼女から何らかの特別なところを見出し、将来より大きな責任を背負えるようになってほしいと考えているのかもしれない。

	Archive File 4 :
	As a professionally qualified engineer, work given to Pudding tends to get done punctually, and even in advance. It's because of this that Closure always seems to love giving Pudding a little 'extra' work to complete. Whether all-nightering research out of excitement on a new project, or needing to finish a rough design that came in a burst of inspiration, Pudding aids in the process of going from the creative and concept stages, working out implementation, all the way to the blueprints. Pudding isn't merely without complaint; she even actively stays overnight at Engineering, and as time's passed, she's gotten her own exclusive tent to rest in. After work, she'll wrap up in the tent bedding with Pillow and take a breather for a while. Unlike Closure's bolts from the blue, when you ask Pudding why she spends so much time in Engineering, she gives the simplest reasoning: since coming to Rhodes Island, she's gotten more chances to get into modern technical products and complex electrical engineering projects. Someone's got to be in charge of the fiddly, dull parts of work, and Pudding esteems researchers like Closure with all their experience, so she hopes she can use her own simple energies to ease the pressure of work off of everyone, thus letting them delve into even more refined scientific developments. It's no wonder the people of Engineering habitually take special care of Pudding, always leaving her workbench full of all sorts of snacks and desserts.
	At the same time Pudding humbly expands her own knowledge and experience, Closure seems to have a particular eye for Pudding, calling her to serve as her assistant on all manner of experiments. Who knows if Closure sees something special in Pudding. She may be grooming her for bigger responsibilities in the future.

	파일 자료 4 :
	    전문 능력이 검증된 엔지니어 푸딩은 언제나 일을 제시간에 맞추며, 심지어 더 빨리 작업을 끝낼 때도 있다. 그래서인지 클로저는 언제나 푸딩에게 '추가' 업무를 맡기는 것을 즐기는 것 같다. 새로운 프로젝트 개발에 흥분한 탓에 밤새 연구하거나, 갑작스레 떠오른 기발한 생각의 초안 설계를 완성해야 할 때, 떠올린 아이디어를 엔지니어 도면에 옮기는 모든 과정에서 푸딩의 도움을 받는다. 그런데도 푸딩은 이에 아무런 불평을 하지 않고, 오히려 엔지니어링부에 남기를 자처하기도 했는데, 시간이 지남에 따라 자연스레 엔지니어링부에는 푸딩 전용의 텐트 쉼터가 마련되었다. 작업이 끝나면 푸딩은 필로우와 함께 텐트 안 이불 속에 들어가 짧은 휴식을 갖는다. 푸딩은 갑작스레 아이디어를 떠올리는 클로저씨와는 다른데 어째서 그렇게 오랫동안 엔지니어링부에서 일을 하냐고 묻자, 그녀는 간단히 답했다. 로도스 아일랜드에 온 후 현대 과학 기술 제품과 복잡한 전기 엔지니어 프로젝트를 접할 기회가 늘어났기 때문이라는 것이다. 누군가는 번거롭고 따분한 업무를 맡아야 하는데, 클로저같이 경험이 풍부한 연구원을 존경하는 푸딩은 자신의 소박한 헌신으로 그들의 업무 스트레스를 줄이고, 그들이 보다 정밀한 과학 기술을 연구 개발할 수 있는 기회를 갖길 바랐다. 그렇기에 엔지니어링부의 사람들이 푸딩을 그렇게 아끼고 그녀의 작업 테이블에 온갖 간식과 디저트를 채워 넣는 것도 무리가 아니다.
	    푸딩이 겸손하게 자신의 지식과 경험을 늘리는 동안, 클로저는 푸딩을 각별히 챙기며 여러 실험의 조수로 언제나 푸딩을 참가시켰다. 어쩌면 클로저는 푸딩에게서 무언가 특별한 점을 보았고, 훗날 더 막중한 책임을 그녀에게 맡기려는 것일지도 모른다.

———————————————————————————————

	晋升资料 :
	布丁的法杖可以运用电气制导设备，进行大功率电流输出从而造成连锁破坏。除此以外，布丁还会随身携带可更换充电设备，在外作战时也能为队友提供应急电力支持。对布丁来说，野外勘察本是她的强项，而经过一段时间的休整和恢复，布丁选择重新走出自己的住处，参与更多野外实地勘察与警戒任务。这也是布丁保持优秀绩效的原因——突破了自我之后，她的自信与坚强能够感染他人。

	昇進資料 :
	プリンの杖型アーツユニットは電気制御装置を運用することで、大出力の電流で連鎖破壊を実現できる。また、彼女は取り換え可能な充電器も持ち歩いており、外出先の作戦でも仲間に緊急の電力供給ができる。プリンにとって、野外調査は元から長けた分野である。そして休養と回復を経た彼女は、再度部屋から外に出て、より多くの野外調査や警戒任務に赴くことを決心した。プリンが優秀な実績を保ち続けている理由もおそらくそこにある――自分自身の限界を突破してからの彼女の自信と強さは、他者にも伝達できるのだ。

	Promotion File :
	Pudding's staff can be used as electrical guidance equipment, causing chain damage with an output of high-power current. Beyond that, Pudding also carries a replaceable recharger kit, able to provide squadmates an emergency electrical backup outside of combat. Surveys in the country are Pudding's forte, and after a period of rest and recovery, she will again step out of doors, joining even more rural on-site recon and sentinel missions. It's also the reason Pudding maintains excellent results—after she broke through her own self, her confidence and resolve have rubbed off on others.

	승진 자료 :
	    푸딩의 아츠 스태프는 전기 제어 설비를 이용, 고출력 전류를 방출해 연쇄적인 파괴를 일으킬 수 있다. 그 밖에도 푸딩은 교환 가능한 충전 설비를 휴대해 야외 작전 시 아군에게 긴급 충전 지원을 해줄 수도 있다. 야외 현장 조사는 본래 푸딩의 강점으로, 얼마간의 휴식과 회복 기간을 거친 후 푸딩은 자신의 거처에서 나와 보다 많은 야외 현장 조사와 경계 임무에 참여하고 있다. 자신을 극복하고 그런 그녀의 자신감과 강인함을 다른 사람에게 전달해 줄 수 있는 것, 그것이 바로 그녀가 우수한 성적을 유지하는 이유다.
