ID:
	char_489_serum
	雷神工业实验原型工程部所属，担任所在项目小组经理助理。
	现依据相关协议派驻至罗德岛，开展技术交流与产品测试等工作。

	個人履歴 :
	レイジアン工業原型試作エンジニア部に所属しており、所属プロジェクトチームのマネージャー補佐を担当している。
	現在は協定に則ってロドスに派遣されており、技術交流と製品テストなどの業務に携わっている。

	Profile :
	Associate to Raythean Industries Experimental Prototype Engineering, serving as Assistant Director to a project group.
	Currently dispatched to Rhodes Island per relevant agreements, carrying out technological exchanges as well as work in product testing, et al.

	프로필 :
	    레이시언 공업 실험 시제품 엔지니어링부 소속으로 프로젝트 팀의 매니저 어시스턴트를 맡았다.
	    현재 관련 계약에 따라 로도스 아일랜드에 파견되어 기술 교류 및 제품 테스트 등의 업무를 맡고 있다.

———————————————————————————————

	临床诊断分析 :
	造影检测结果显示，该干员体内脏器轮廓清晰，未见异常阴影，循环系统内源石颗粒检测未见异常，无矿石病感染迹象，现阶段可确认为非矿石病感染者。
	
	【体细胞与源石融合率】0%
	干员蚀清没有被源石感染的迹象。
	
	【血液源石结晶密度】0.12u/L
	你当然可以相信雷神工业对研发环境的把控。或者，至少可以相信其中那些不愿为了提高项目价值而滥用高危材料的项目组。

	健康診断 :
	造影検査の結果、臓器の輪郭は明瞭で異常陰影も認められない。循環器系源石顆粒検査においても、同じく鉱石病の兆候は認められない。以上の結果から、現時点では鉱石病未感染と判定。
	
	【源石融合率】0%
	鉱石病の兆候は見られない。
	
	【血液中源石密度】0.12u/L
	レイジアン工業の開発環境の管理はいつだって信じるに足りるものだ。あるいは、少なくともプロジェクトの価値を高めるために危険性の高い材料を使いたくないプロジェクトチームは信じるに足りるというべきか。

	Clinical Analysis :
	Imaging tests reveal clear, normal outlines of internal organs, and no abnormal shadows have been detected. Originium granules have not been detected in the circulatory system and there is no sign of infection. At this time, this operator is believed to be uninfected.
	
	[Cell-Originium Assimilation] 0%
	Operator Corroserum shows no signs of Originium infection.
	
	[Blood Originium-Crystal Density] 0.12u/L
	You can plainly trust Raythean Industries' control over its R&D environments. That, or at least you can trust the project teams unwilling to abuse high-risk materials in the name of increasing their project's value.

	임상 진단 분석 :
	    방사선 검사 결과, 본 오퍼레이터는 내장 기관의 윤곽이 선명하며, 비정상적인 음영이 존재하지 않는 것으로 확인됨. 순환 계통 내 오리지늄 입자 결과 이상 없음, 광석병 감염 증세 없음, 현단계로서는 광석병 비감염자로 판단됨.
	
	[체세포와 오리지늄 융합률] 0%
	오퍼레이터 코로세럼에겐 광석병 감염 흔적이 없음.
	
	[혈중 오리지늄 결정 밀도] 0.12u/L
	물론 레이시언 공업의 연구개발 환경에 대한 통제는 믿을만하다. 그게 아니라면 적어도 프로젝트 가치를 높인답시고 고위험 자재를 남용하는 짓을 꺼리는 프로젝트팀은 믿을 만할 것이다.

———————————————————————————————

	档案资料一 :
	干员蚀清在雷神工业任职期间的工作内容以项目组内研发流程中的技术参与和辅助为主。而他在其近期负责项目的收尾阶段申请了参与产品测试的外派任务，来到了罗德岛。
	据我们调查了解到的情况，雷神工业部分项目负责人对于蚀清工作态度的评价是“认真负责，但欠缺热情”。起初我们对这样的评价感到有些不解，但在实际观察干员蚀清的工作状态后，我们似乎明白了他们为什么会这么说。
	干员蚀清总能以良好的状态用惊人的速度圆满地完成他被布置的任务，达到符合要求的指标，但却也同样不会超出他被要求的指标。而之后——他会戴上眼罩，往办公椅上一躺，在堆满刚写完的报告的办公桌旁开始休憩。不熟悉的同事或许会产生一些误解，只有真正清楚他工作内容安排的相关人员知道，这并不是因为他的工作量比别人少。
	但若非职责必要，干员蚀清也并不会在自己闲余之时向仍在忙碌的同事伸出援手，或是提出改进项目的方案。只因他对于应当完成被交付的工作一事感到理所当然，无论主语是他自己还是别人。

	第一資料 :
	コロセラムがレイジアン工業での主な仕事内容は、プロジェクトチーム内で製品開発するにあたっての技術面での参加と補佐である。そして近頃担当していたプロジェクトの最終段階で製品テストのための派遣任務への参加を申請し、ロドスにやってきた。
	我々の調査結果によると、レイジアン工業の一部プロジェクト責任者によるコロセラムの仕事態度への評価は「責任感はあるが、情熱に欠けている」というものだった。当初、我々はこの評価を理解できずにいたが、彼の仕事中の状態を実際に観察した結果、答えが見えてきたように思う。
	コロセラムは、常に課せられた業務を著しく迅速かつ完璧にこなし、求められた基準を達成するが、その基準を超えるように努力はしない。そしてそのあとは――アイマスクをつけて、椅子に横たわり、書き上げたばかりの報告書が積まれた机のそばで休憩を始める。彼をよく知らない同僚は誤解するかもしれないが、彼の仕事内容を知る関係者ならそうはっきり言えるはずだ――コロセラムがこのようなことができるのは、決して彼の仕事量が他の者より少ないからではない。
	だが、職務で必要とならない限り、コロセラムは空いた時間を忙しそうにしている同僚に手を貸すことや、プロジェクトのために改善案を考えることに費やしたりはしない。それは、誰であろうと、任された仕事を全うするのは至極当然のことだと、彼は認識しているからだ。

	Archive File 1 :
	Operator Corroserum's work at Raythean Industries principally stressed technical participation in and support to the project team-internal R&D process. He, however, applied for a product testing dispatch assignment at the end of the project he recently directed, and came to Rhodes Island.
	According to our investigation, a portion of Raythean Industries's project managers evaluate Corroserum's attitude towards work as 'earnest and responsible, but lacks passion.' We were initially somewhat perplexed by these evaluations, but after practical observation of Operator Corroserum's MO, we somewhat understand why they said what they did.
	With a fine condition, Operator Corroserum is able to complete work assigned to him at a bewildering speed, attaining in line with required quotas, but on the flip side, he will not exceed his quotas. And after that—he'll put on his eye mask, lie back in his office chair, and begin his break at his desk full of reports just freshly inked to completion. Coworkers unfamiliar with him might misconstrue this; only related personnel actually aware of the work allotted to him know it's not because his workload is lower than others'.
	But if it weren't for a necessity of duty, Operator Corroserum wouldn't lend a hand to his still-busy colleagues in his spare time, or submit proposals to improve the project. He simply takes it as granted that assigned work should be completed, whether the subject is himself or others.

	파일 자료 1 :
	    오퍼레이터 코로세럼이 레이시언 공업에서 재직하는 동안 주로 맡은 일은 프로젝트팀 내부의 연구 개발 과정 중 기술 참여 및 보조였다. 그리고 그는 최근 맡은 프로젝트의 마무리 단계에서 제품 테스트의 파견 업무를 신청해 로도스 아일랜드에 왔다.
	    우리가 조사한 바에 따르면, 레이시언 공업의 일부 프로젝트 책임자는 코로세럼에 대해 '진지하고 책임감이 있으나 열정이 부족함'이라는 평가를 내렸다고 한다. 처음 우리는 그런 평가가 이해가 가지 않았으나, 오퍼레이터 코로세럼의 업무 상태를 실제로 관찰해 본 결과, 그들이 어째서 그런 평가를 했는지 이해가 되었다.
	    오퍼레이터 코로세럼은 매번 우수한 태도와 놀라울 만한 속도로 훌륭하게 업무를 완수하지만, 요청받은 목표 이상은 일하지 않는다. 그 후에는 안대를 착용하고 사무실 의자에 누워 방금 작성한 보고서로 가득 찬 책상 옆에서 휴식을 취한다. 익숙하지 않은 동료는 오해할 수도 있겠지만, 그가 어떤 업무를 맡았는지를 잘 아는 관계자는 알고 있다. 이는 결코 그가 맡은 업무량이 적어서 그런 것이 아니다.
	    그리고 오퍼레이터 코로세럼은 업무상 필요한 것이 아니라면, 설사 자신이 한가하더라도 바쁜 동료를 도와주거나 프로젝트를 개선할 방안을 제안하지 않는다. 이는 자신이든 타인이든 상관없이, 자신에게 주어진 업무는 당연히 스스로 완수해야 한다고 생각하기 때문이다.

———————————————————————————————

	档案资料二 :
	当谈及他所使用的武器，干员蚀清难得地表现出了一些兴致。
	“这是在我们的合作项目中需要测试的目标产品，解答与其相关的技术问题也是我的工作内容与义务。当然，订单需方的具体信息我就不便透露了。”
	具腐蚀性的武器固然会令人有所顾忌，难以想象雷神工业的技术竟然足以开发出一种能对多种常见金属生效，使金属结构崩溃，让武器和防具失去足够可靠的性能，同时还能够保证其对人体无害的腐蚀剂。
	但雷神工业在与我方的合同中担保了其安全性，而我们也在实验室中试着对此进行了验证。其结果虽然令人意外，却也合理：这种腐蚀剂本身并不具有足够强的腐蚀性，客制化的施术单元起到了增幅和定向的作用——但这仅仅是结合验证结果与对方给出的信息后所作出的合理解释，我们无权对其进行逆向工程，也未必真能做到。
	这种处理方法无疑提高了产品的安全性和技术的保密性，也有效地满足了订单的需方对雷神工业提出的需求：在无力化敌方装备的同时确保能够完好俘获敌方有生战力。

	第二資料 :
	コロセラムの使用武器が話題に上がった時、彼は珍しく協力的な態度を示した。
	「共同プロジェクトのテスト対象製品なので、関連技術の解説も私の仕事内容であり義務ですから。まあ、発注側の具体的な情報はお話しできませんがね。」
	腐蝕性を持つ武器に対して警戒心を持つのは当然と言えよう。金属の構造を崩壊させて、武器と防具の性能を実用可能以下までに低下させると同時に、人体に害をもたらさない腐蝕剤で、なおかつよく使用される金属類に機能するものを開発できたレイジアン工業の技術の高さには驚かされたものだ。
	だが、レイジアン工業は我々との契約でその安全性を保障した。また、我々も実験室で製品の検証を行った。その結果は意外なものだったが、合理的でもあった――腐蝕剤自体にはそれほど強い腐蝕力はなく、カスタマイズされたアーツユニットが増幅と指向性の機能を果たしていたのだ。しかしこの結論は、検証結果と相手が提供した情報に基づいた合理的解釈にすぎない。我々にはリバースエンジニアリングを行う権利はなく、またそれを実現できるとも限らない。
	このような対処手段は、間違いなく製品の安全性と技術の秘密保持能力を高めている。また、発注側にとっても、レイジアン工業に求めた「敵の装備を無力化すると同時に、即戦力を損なうことなく捕らえる」という需要を十分に満たしてくれるだろう。

	Archive File 2 :
	When discussing the weapons he uses, Operator Corroserum displays a rare interest.
	'This is a target product we're required to test as part of our collaborative project, and explaining the technological issues that tie into it is a part of and duty of my work. Of course, I won't be leaking any specific information on its purchasers.'
	People admittedly have misgivings about corrosive weapons, and it's hard to imagine that Raythean Industries' technology can actually develop a corrosive able to affect multiple common metals, disintegrate their structures, cause weapons and defenses to lose sufficient dependable function, and simultaneously guarantee its harmlessness to the human body.
	But Raythean has guaranteed its safety in our contract, and we've attempted our own verifications within the labs. Our results may be surprising, but reasonable: this corrosive itself by no means has sufficient corrosive power, and its customized Arts Unit provides it amplification and direction—but this is only a rational explanation drawn from combining experimental results and information provided to us by them. We have no right to reverse-engineer, and we might not even be able to.
	This handling method unarguably elevates the product's safety and technological secrecy, and has effectively met the requirements issued by the buyers to Raythean: negate enemy equipment while ensuring enemy forces can be captured alive and intact.

	파일 자료 2 :
	    그가 사용하는 무기에 대한 이야기를 꺼내자 오퍼레이터 코로세럼은 모처럼 약간 흥분하는 모습을 보여주었다.
	    “이건 우리의 협력 프로젝트에서 테스트가 필요한 대상 제품으로, 이에 대한 기술적 문제를 해결하는 것이 제 업무이자 의무입니다. 물론 주문처에 대한 구체적인 정보는 밝힐 수 없지만요.”
	    부식성 무기는 확실히 사람들이 꺼리는 무기다. 그리고 레이시언 공업의 기술력으로는, 주로 사용되는 여러 금속에 효과적으로 작용해 금속 구조를 붕괴시키고 무기와 방어구의 효용성을 없애면서도 인체에 무해한, 그런 부식제를 개발했다고 생각하기는 힘들다.
	    하지만 레이시언 공업은 우리와의 계약서에 그 안전성을 장담했고, 우리 역시 실험실에서 그에 대한 실험을 진행한 바 있다. 의외의 결과였지만 합리적이기도 했다. 그 부식제 자체는 충분히 강력한 부식성을 띠고 있지 않으나, 커스터마이징된 아츠 유닛이 부식성을 증폭시키고 목표를 지정해주는 역할을 한다. 하지만 이것도 실험 결과와 상대방이 제공한 정보를 결합해 도출한 합리적인 설명일 뿐, 우리는 이에 대해 리버스엔지니어링을 진행할 권리도 없을뿐더러, 그게 진짜 가능한 것인지도 알 수 없다.
	    이런 처리 방법은 확실히 제품의 안전성과 기술 보안성을 끌어올렸으며, 적의 장비를 무력화 시키고 적을 생포할 수 있게 해야 한다는 레이시언 공업에 대한 주문처의 요구 사항을 효과적으로 만족시킨 것이라 할 수 있다.

———————————————————————————————

	档案资料三 :
	在干员蚀清与罗德岛有了更多交流与闲谈后，我们也接触到了一些秘辛。
	干员蚀清于某次会议后的午休时，在与博士和几位干员的闲聊中提到，腐蚀科学在实际生产中极少用于研发腐蚀剂。和我们中许多人的想象正相反，他们更多地被要求致力于钻研缓蚀技术以提高产品的寿命和可靠性。而且，事情并不那么简单。
	“雷神工业，不......任何一家会接受订单生产武器装备的企业，都不得不考虑产品耐用性的问题，但却没有企业会真正试图研发所谓经久耐用、坚不可摧的装备。当然，类似卡西米尔的银枪天马那样隶属于更高权力的部队并不在此列。而在这个技术高速发展的时代，对战斗力有需求的势力甚至根本没必要去花大成本定制能够服役三年以上的装备。对我而言，为这些项目提供技术支持根本就是一种浪费，项目组甚至会要求我适当降低最终成品的耐用性，降到恰好满足那些需方的需求线上，好让他们到时候再来订购一批新产品。在习惯了屡屡遇到这样的需求之后，我也就不再为那些廉价的产品浪费无谓的心血，而这，或许也是我不讨某些人物欢喜的原因。直至，我来到了研发这把‘雷神破战者’的团队。”
	干员蚀清所谈到的这些似乎也并不算是被严禁公开的机密，想来也没有被企业当作机密对待的必要，即便是罗德岛也一样会在制药生产线和销售线上遭遇类似的问题而碰壁。毕竟无论在内部还是对外事宜中，每家企业都理所当然会有自己的难处和盘算。现状或许不够乐观，但我们也只能在泥泞中尽自己的力前行。

	第三資料 :
	コロセラムとのコミュニケーションや雑談が進むにつれ、我々もまた一部の秘密に触れることができた。
	ある会議後の昼休み中、ドクターや数名のオペレーターと雑談するコロセラムは、実際の生産において腐蝕科学を用いて腐蝕剤を開発することは実はかなり少ないと述べた。我々の多くが想像するのと異なり、彼らは腐蝕阻害技術の開発と改善を求められる場合が多い。その技術によって、製品の寿命や耐用性を高めるためだ。さらに、事はそう単純ではなかった。
	「レイジアン工業、いや……武器装備を受注で生産する企業ならみな製品の耐用性を考えなければならないけど、だからと言って本当に長年の実用に耐えうる絶対に破壊されない装備を開発しようとする奴なんていないですよ。もちろん、カジミエーシュの銀槍のペガサスみたいな、高位の権力者に属する部隊は別ですけど。それに、今のような技術が高速に発展する時代、戦闘力を求める勢力は大金叩いて三年以上使用可能な装備を整える必要もないんです。私からすれば、そういう開発に技術提供すること自体が無駄なんですよ。最終的な製品の耐用性をむしろある程度下げて、ちょうど発注側が求めるラインに合わせるように言われることだってあるんですよ。そうすればそのうちまた新製品を買ってくれるわけですから。そういう案件に何回も出会っていくうちに、ああいう安物のために無駄に心血注ぐのをやめたんです。そんでそれが、一部界隈に私が嫌われている原因なんじゃないんでしょうかね。この“レイジアンウォーブレイカー”を開発しているチームに入るまでは。」
	コロセラムが口にしたこれらの話は、公言を厳禁された機密情報には当たらないらしい。考えてみれば、企業にとって機密扱いする理由もないだろう。ロドスも、薬品の生産や販売において似たような問題にぶつかることがある。内部案件だろうと対外事業だろうと、すべての企業にそれぞれの困難や打算があるのは当たり前である。たとえ現状が楽観的ではないとしても、我々は泥の中を己の持てる力を尽くして進むしかない。

	Archive File 3 :
	After further communication between Operator Corroserum and Rhodes Island, we've become privy to some insider info.
	During lunch break after a meeting, in Operator Corroserum's chat with the Doctor and a few operators, it was mentioned that the study of corrosion very rarely led to the development of corrosives in practice. Contrary to what many of us imagined, it's more often devoted to anti-corrosion tech and raising of product lifespan and reliability. Moreover, things aren't as cut-and-dry as that.
	'Raythean Industries—no... any firm that receives orders for arms or equipment has to consider the issue of product durability, but no company would outright attempt research of anything 'long-lasting' or 'indestructible.' Granted, armies attached to higher authorities, e.g. Kazimierz's Silverlance Pegasi, don't fall under this. But in this era of rapid technological development, there's no motive for fighting forces requiring power to spend so much on custom equipment that can last for more than, say, three years. In my opinion, providing these projects with technological support is just a waste—project teams will even demand I appropriately lower the final product's durability, until it just so perfectly tips the line the stakeholders want, so they'll come and order something new next time. After running into these requirements time and time again, I stopped pointlessly squandering my care on those cheap things, and that, maybe, is why I didn't appeal to certain people. So it went until now, joining this 'Raythean Warbreaker' R&D team.'
	What Operator Corroserum brought up here seemed far from under any strict NDA or classification, and we can assume the company had no reason to treat it as such, even if Rhodes Island has hit walls running into similar problems throughout its medical manufacturing pipeline and sales fronts. After all, whether in its internal or external affairs, every firm as a matter of course has its troubles and schemes. The current situation may not be requisitely optimistic, but we can only press forward through the mud with all we have.

	파일 자료 3 :
	    오퍼레이터 코로세럼과 우리 로도스 아일랜드가 더 많은 교류와 대화를 한 결과, 우리는 몇 가지 비밀을 알 수 있었다.
	    어느 날 회의를 마치고 가진 휴식 시간에 오퍼레이터 코로세럼은 박사를 비롯한 몇몇 오퍼레이터들과의 대화에서 사실 부식과학은 부식제를 연구 개발할 때 거의 사용되지 않는다고 말했다. 많은 사람들의 생각과는 반대로 그들은 제품의 수명과 신뢰성을 향상하기 위해 부식 지연 기술 연구에 전념한다는 것이다. 물론 그렇게 간단한 일은 아니었다.
	    “레이시언 공업…… 아니, 주문을 받아 무기를 생산하는 기업이라면 어디든지 제품의 내구성을 고민해야 하지만, 소위 오래 쓸 수 있다거나 파괴할 수 있는 장비를 진짜로 연구개발 하려는 기업은 없어요. 물론 카시미어의 실버랜스 페가수스 같은 상층부의 부대 같은 곳은 예외입니다. 애초에 지금처럼 기술 발전이 빠른 시대에 전투력을 필요로 하는 세력에서도 막대한 비용을 들여 3년 이상 사용할 수 있는 장비를 개발할 필요가 전혀 없어요. 제게 있어 이런 프로젝트에 기술 지원을 해준다는 것 자체가 일종의 낭비라는 겁니다. 심지어 프로젝트팀에서는 완성품의 내구성을 낮춰 주문처가 만족할 수만 있게하고, 나중에 그들이 다시 새 제품을 주문하게 하라고 요구하기도 해요. 번번히 들어오는 이런 요구에 익숙해지니 저도 더는 염가품에 무의미한 노력을 기울이지 않는 거고, 몇몇 사람들이 저를 좋아하지 않는 것도 아마 이 때문이겠죠. 이 '레이시언 워브레이커'를 개발한 팀에 올때까지 말입니다.”
	    오퍼레이터 코로세럼이 꺼낸 이야기는 아무래도 공개가 금지된 비밀로 여겨지진 않는 것 같다. 비밀로 취급해야 할 필요성도 없는 것 같고. 하기야 우리 로도스 아일랜드 역시 제약 생산 라인과 판매 라인에서 비슷한 문제에 봉착해있지 않은가. 대내적이든 대외적이든 모든 기업은 자신만의 고충과 속셈이 있는 법이다. 현 상황이 낙관적이지 않더라도 우리는 진흙탕 속에서 최선을 다해 나아가는 수밖에 없다.

———————————————————————————————

	档案资料四 :
	尽管能从言语中窥见干员蚀清对于自己在雷神工业期间所负责部分工作内容的不满，但他在少数自己能够学以致用的项目中所传达出的热情同样溢于言表。从项目履历中也能够看出干员蚀清对于选择担当助理职的热衷，据他所述，这种既能避开各种难缠的领导与高层，又能全方位地参与到项目中发挥作用，把控项目目标与核心技术的职位对他而言或许也是一种归属。
	而在来到罗德岛后，他所表现出那副看似懒散的模样也可能是一种因无处尽情施展才能而生的百无聊赖。
	关于干员蚀清，我们与雷神工业在纸面上的合同当然仅限于与该项目相关的工作。但或许他其实在内心也期望着，负责指挥他调遣他的人能够更多地了解他，让他在擅长的领域发挥更大的作用吧？

	第四資料 :
	言葉の節々から、コロセラムのレイジアン工業における自身の仕事内容への不満が窺えるが、それと同じくらい自身の知識を存分に発揮できるプロジェクトへの情熱も伝わってくる。プロジェクトの記録からも、彼が助手職へのこだわりがわかる。彼によれば、面倒な上司や上層幹部を避けられ、かつ全面的にプロジェクトに関与でき、プロジェクトの目的と核心的技術を掌握できるこのポジションは、彼にとっては天職にも等しいという。
	彼がロドスで見せている気だるげな姿も、才能を思う存分生かす場がないゆえの怠惰なのかもしれない。
	コロセラムというオペレーターに関して、我々とレイジアン工業の間で結ばれた協定は当然、該当プロジェクトに関係する仕事にのみ有効である。だが、もしかしたら彼の心の中では、指示してくれる者が自分のことをより理解し、得意な分野で力を発揮させてくれることを望んでいるかもしれない。

	Archive File 4 :
	Despite our glimpse at Operator Corroserum's discontent with portions of work he managed at Raythean via his statements, the passion he's shown the few times he's been able to practically apply a project speaks just as loudly. From his project background, we can glean his fondness of choosing assistance roles; according to him, this lets him both avoid all flavors of difficult leadership and admin, and lets him comprehensively participate in project exhibition, the role of steering project goals and core technologies perhaps something he considers his home.
	After arriving at Rhodes Island, the seemingly negligent look he's projected may just be his boredom from having no place to display his talents to his heart's content.
	In regards to Operator Corroserum, in our paper agreements with Raythean, we obviously only have purview for work on relevant projects. But perhaps he secretly bears other hopes, that putting him in charge of directing his people might give us a greater knowledge of him, allow him to exhibit even greater impact in his specialty fields?

	파일 자료 4 :
	    대화를 통해 오퍼레이터 코로세럼이 레이시언 공업에 재직 당시 자신이 맡은 일부 업무 내용에 불만이 있었다는 점을 엿볼 수 있었으나, 자신이 아는 바를 활용할 수 있는 소수의 프로젝트에 대한 열정 역시 말과 표정을 통해 잘 드러났다. 프로젝트 이력을 통해 오퍼레이터 코로세럼이 보좌역을 담당하길 원한다는 점을 알 수 있었는데, 그의 말에 따르면 여러 까다로운 리더나 고위층을 만나지 않아도 되면서, 전방위적으로 프로젝트에 참여해 프로젝트 목표와 핵심 기술을 다룰 수 있는 그런 자리가 자신과 잘 맞다는 것이다.
	    어쩌면 로도스 아일랜드에 온 후 그가 보여준 나태한 모습 역시 자신의 재능을 발휘할 수 없어 생긴 무기력함 때문일지도 모른다.
	    오퍼레이터 코로세럼에 대해 우리와 레이시언 공업이 체결한 서면상의 계약은 물론 해당 프로젝트와 관련된 업무에만 한정되어있다. 하지만 어쩌면 그도 내심 그를 파견한 사람이 그를 보다 잘 이해하고, 자신이 잘하는 영역에서 그의 재능을 보다 잘 발휘할 수 있도록 해주길 바라는 건 아닐까?

———————————————————————————————

	晋升资料 :
	开发一种以腐蚀性作为主要攻击手段的武器，需要研发的内容远不止腐蚀剂与客制化的施术单元。
	装载这种腐蚀剂的武器，其本身的材料需要兼顾强韧的结构与良好的源石技艺传导性能，这亦是一道需要攻克的难关。
	不仅如此，为了有效拓展该武器的打击面和效率而采用雾化装置后，也使得武器可能对友军造成误伤，因而需要一种快捷而简易的手段为友方作战单位的装备提供防护。但这并不足以难倒干员蚀清在他拿手的领域内所发挥的学识，他很快就提供了能够抵挡该腐蚀剂的防护覆膜技术原型，且在短期内就得以实现并投入应用。据干员蚀清透露，这项技术最大的难关并非抵御腐蚀剂本身，而是试图争取使其同样能够做到对人体无害，以便直接向友军的装备喷洒，降低应用此武器的前置成本。
	不过，该项目的主管又在之后提出了另一种可能性：敌人也有可能研发或者盗取这种防护覆膜技术。于是他要求蚀清研发一种能够突破这种覆膜技术的腐蚀剂。
	不仅如此，这种能够突破覆膜的腐蚀技术也同样存在被破解或者是盗取的可能性，所以或许还有必要继续着手开发能够抵御该种腐蚀技术的......
	以及在这之后还可能......
	呃，现在我们或许可以试着推断，干员蚀清为何竟在项目最后的收尾阶段，选择以武器测试为由，暂时离开了难得能够发挥自己真正实力的项目组。

	昇進資料 :
	腐蝕を主な攻撃手段とする武器を開発するには、腐蝕剤の研究とアーツユニットのカスタマイズだけでは全く足りない。
	そういった腐蝕剤を搭載する武器の素材は、強靭さと優れたアーツ伝達性能を兼ねていなければならない。攻略すべき難点の一つである。
	それだけでなく、武器の打撃性能や効率を向上させるために腐蝕剤の気化装置を採用したことで、意図せず味方に被害が生じうることも考慮せねばならなくなった。迅速かつ簡易的な手段によって味方の装備に防毒対策を施す必要がある。しかし、これらの問題はコロセラムの得意分野における圧倒的な才能の前ではいずれも簡単に解決できるものであった。彼はすぐに腐蝕剤に有効な防護コーティング技術のプロトタイプを作り上げ、短時間内で実用化までこぎつけた。彼によれば、この技術最大の難点は腐蝕剤へ耐性をいかに上げるかではなく、人体にも無害であるようにすることだった。それによって味方の装備に直接散布することが可能となり、この武器の応用にあたっての先行投資コストを抑えることが可能となった。
	しかし、プロジェクトの担当者は、その後もう一つの可能性を提示した――敵側もこのような防護コーティング技術を開発、または盗用するかもしれない。そのため、彼はコロセラムに、このコーティング技術を突破できる腐蝕剤の開発を求めた。
	そしてこのコーティングを突破できる腐蝕剤もまた解析ないし盗用される可能性があるため、それに対抗する技術の開発も……
	さらにそして……
	と、いうわけで。せっかく己の実力が発揮できるプロジェクトにいられたのに、なぜコロセラムがプロジェクトの最終段階に、武器のテストを理由に一時離れることにしたのか、我々でも推測ができるのかもしれない。

	Promotion File :
