ID:
	char_478_kirara
	極東出身の学生、キララ。鉱石病を罹患したため故郷を離れた。昔の級友に助けを求める手紙を出してからしばらくすると、オペレーターのウタゲから返信が届き、そこに書かれた指示通りにロドスに訪れ治療を求めた。デジタル製品に詳しく、今は広範囲通信及び設備点検においてロドスに協力している。

	Profile :
	Higashi student Kirara, chose to leave home due to her Oripathy. After sending out an SOS message to her former classmates, she got a reply from Utage and sought treatment from Rhodes Island following instructions. Has a considerable understanding of electronic equipment. Presently providing assistance to Rhodes Island with broadcast communications and equipment maintenance.

	프로필 :
	    극동 출신 학생인 키라라는 광석병에 걸려 고향을 떠났다. 옛 동창에게 도움을 요청하는 편지를 보낸 직후, 그녀는 오퍼레이터 우타게로부터 답장을 받았고 편지에 적힌대로 치료를 위해 로도스 아일랜드로 떠났다. 그녀는 전자 설비에 대한 이해도가 높고, 현재 로도스 아일랜드에서 통신과 장비 점검에 대해 도움을 주고 있다.

———————————————————————————————

	临床诊断分析 :
	造影检测结果显示，该干员体内脏器轮廓模糊，可见异常阴影，循环系统内源石颗粒检测异常，有矿石病感染迹象，现阶段可确认为是矿石病感染者。
	
	【体细胞与源石融合率】5%
	干员绮良已被源石感染，体表可见少量结晶。
	
	【血液源石结晶密度】0.17u/L
	绮良的感染只是一场意外，平时生活中，她少有接触源石的机会。只要继续稳定这种状态，她的病情进一步恶化的可能性将非常小。

	健康診断 :
	造影検査の結果、臓器の輪郭は不明瞭で異常陰影も認められる。循環器系源石顆粒検査の結果に異常があり、鉱石病の兆候が認められる。以上の結果から、鉱石病感染者と判定。
	
	【源石融合率】5%
	体表に少量の源石結晶の分布が見られる。
	
	【血液中源石密度】0.17u/L
	キララの感染はただの事故だった。普段の生活において、彼女は源石に接触することは滅多にない。このような状況を保ち続けば、病状が悪化する可能性は極めて低い。

	Clinical Analysis :
	Imaging tests show the indistinct outlines of internal organs, obscured by abnormal shadows. Originium granules detected in the circulatory system. The subject is confirmed to be infected with Oripathy.
	
	[Cell-Originium Assimilation] 5%
	Operator Kirara has been infected by Originium, with minor amounts of crystals visible on the surface of her body.
	
	[Blood Originium-Crystal Density] 0.17u/L
	Kirara's infection was only an accident. In daily life, she rarely comes into contact with Originium. So long as her situation holds steady, the chance of her condition worsening is particularly small.

	임상 진단 분석 :
	    방사선 검사 결과, 본 오퍼레이터는 내장 기관의 윤곽이 흐릿하며, 비정상적인 음영이 존재하는 것으로 확인됨. 순환 계통 내 오리지늄 입자 검사 결과 이상 확인, 광석병 감염 증세 있음, 현 단계로서는 광석병 감염자로 판단됨.
	
	[체세포와 오리지늄 융합률] 5%
	오퍼레이터 키라라는 이미 광석병에 감염되어 체표면에서 소량의 결정 분포 확인.
	
	[혈중 오리지늄 결정 밀도] 0.17u/L
	키라라의 감염은 사고에 의한 것으로, 그녀는 일상 생활에서 오리지늄을 접촉할 기회가 거의 없다. 그녀의 이러한 상태가 지속되는 한, 병세가 악화될 가능성은 매우 적다.

———————————————————————————————

	档案资料一 :
	绮良本人出身于东国靠南边的一座小型移动城市，隶属于南方的统治集团光元治下。小城临海，周围土地平坦，各种资源都较丰富，因此商品经济颇为发达，与周边城市地区的往来都较密切。
	同时，因远离东国境内两方势力的冲突线，绮良的家乡少受纷争影响，绮良本人在不幸感染矿石病之前，一直过着普通学生应有的安稳生活，对战乱唯一的忧虑，也不过是担心北边产的游戏，是否能安然越过混乱地区，被他们雇佣的忍者顺利送达而已。

	第一資料 :
	キララは極東南部寄りの小さな移動都市の出身で、南方の統治者である光元がそこを治めている。都市は海に面しており、周りの土地は平たく、資源も豊かであるため、商品経済がかなり発達している。そのため、周辺都市との往来も多い。
	また、極東境内における両勢力衝突の前線から離れているため、キララの故郷は紛争の影響が少ない。鉱石病に罹患するまで、キララはずっと一般学生らしい平穏な生活を送っていた。戦乱に対する唯一の心配事と言えば、北側が製造したゲームを、彼らに雇われた忍者が無事混乱地域を通り抜けて送り届けてくれるかどうかということだけだった。

	Archive File 1 :
	Kirara comes from a small-scale nomadic city in the south of Higashi, falling under the jurisdiction of Mitsumoto, the southern ruling bloc. The town borders the sea, the surrounding land level, rich in resources in all respects, and so a commercial economy has developed, trading fairly closely with its surrounding city regions.
	At the same time, since it lies far from Higashi's internal two-power line of contention, Kirara's hometown has been less affected by the dispute. Prior to Kirara's own unfortunate contraction of Oripathy, she had been living a proper, stable life as a student should have, her only worry about the tumult of war being whether games produced by the north could make it safely across the chaos zone, for a smooth delivery by their hired shinobi.

	파일 자료 1 :
	    키라라는 미츠모토의 통치하에 있는 극동 남부의 작은 이동도시에서 태어났다. 바다 근처에 자리한 작은 도시는 주변이 평야인데다 각종 자원이 풍부하여 경제가 발달했고, 주변 도시, 지역과도 밀접하게 왕래하고 있다.
	    동시에 극동 국경 내 두 세력의 충돌 지역들과 멀리 떨어져 있어 키라라의 고향은 분쟁의 영향을 적게 받았다. 키라라는 광석병에 감염되기 전까지 안정적이고 평범한 학생의 삶을 살았다. 그녀가 전쟁에 대해 유일하게 걱정한 건 북부에서 제작된 게임이 혼란스러운 지역을 지나 그들에게 고용된 닌자들에 의해 무사히 배달될 수 있냐는 것이었다.

———————————————————————————————

	档案资料二 :
	作为干员宴介绍而来的求助者，绮良最开始并未考虑要在罗德岛寻找一份工作，像她的同学宴一样，成为正式的干员。对于这个内向的女孩来说，罗德岛提供对矿石病的治疗，并让她得到一个落脚之地，而她付出钱款报酬，这是相当合算的一笔交易，最初，就只是这样而已。
	但计划总是会出现小小的意外。大多数时间都将自己单独关在房间内，会用短信代替口头对话，总是极力避免与他人正面交流的东国少女，在偶尔“外出”时，总是会顺手帮助一些干员，有时是解决几个电子设备上的小问题，或是临时被拜托教授干员们电子器械如何操作，甚至还曾被追着询问有关当红游戏的攻略方法......总之，在绮良本人都还未回过神来时，她就已经和干员们相处得相当融洽了。
	我们很快就正式向这名东国女孩发出邀请，邀请她成为我们中的一员。
	令人欣慰的是，这个怕生的姑娘并没有拒绝。

	第二資料 :
	ウタゲの紹介で助けを求めてやってきたキララだが、当初は級友のウタゲみたいに正式なオペレーターとしてロドスに入職するつもりはなかった。この内気な少女にとっては、ロドスが鉱石病の治療と落ち着ける居場所を提供し、彼女が見返りとして金銭を支払う、というのはかなり割に合った取引だった。最初はそういうふうに考えていた。
	だが、計画には予想外のことが付き物だ。ほとんどずっと部屋に閉じこもり、口頭での会話の代わりにメールを使用し、極力他人との対面でのコミュニケーションを回避していた極東の少女だったが、たまに「外出」すると、いつも何かしらオペレーターたちを助けていた。デジタル設備の小さなトラブルを解決してあげたり、電子機械の操作方法の伝授を頼まれたり、しまいには流行りのゲームの攻略法を熱心に尋ねられたり……とにかく、本人が気づかないうちに、キララはすっかりオペレーターたちと打ち解けていた。
	そういったことに踏まえ、我々はすぐに正式なオファーを彼女に提示した。極東出身のこの少女に、我々の一員となるように誘った。
	喜ばしいことに、この人見知りの少女は我々を拒まなかった。

	Archive File 2 :
	As a patient who was introduced by Operator Utage, it never occurred to Kirara at the outset to find work at Rhodes Island, and become a formal Operator like her classmate Utage. For the introverted girl, Rhodes Island offering her treatment for Oripathy also gave her somewhere to stay for a while, and for the money she paid as compensation, it was quite a worthwhile deal. At first, that's all it was.
	However, plans are where the little things always go awry. While the Higashi girl would shut herself in her room the majority of the time, using SMS in place of verbal dialogue, and making maximum efforts possible to avoid interacting directly with others, on her occasional 'outings,' she'd always come back having helped some operators while she was out, at times resolving some minor issues with electronic equipment, or being entrusted ad-hoc with instructing operators on how to work appliances, and once she'd even been pursued with inquiries for a walkthrough of a popular game at the time... In short, before Kirara herself even realized it, she was already on fairly good terms with our operators.
	We very quickly sent a formal invitation to this Higashi girl, inviting her to become one.
	Gratefully, fearful of strangers as she was, she didn't decline.

	파일 자료 2 :
	    오퍼레이터 우타게의 소개로 도움을 요청하러 온 키라라는 처음엔 동창인 우타게처럼 정식 오퍼레이터가 되어 로도스 아일랜드에서 취직할 생각이 없었다고 한다. 광석병을 치료하는 동안 로도스 아일랜드는 머물 곳을 제공했고 그녀는 돈을 지불했다. 내성적인 그녀에게 있어 이것은 아주 좋은 거래였고, 처음에는 그게 다였다고 한다.
	    그러나 계획에는 항상 이변이 생기는 법. 극동의 소녀는 대부분의 시간을 방에서 보냈고 대화 대신 문자 메시지를 사용하며, 최대한 다른 사람들과의 대면을 피하려고 했다. 간혹 '외출'을 하면서 겸사겸사 오퍼레이터들을 도와 전자 설비상의 사소한 문제를 해결해줬으나, 점차 박사나 오퍼레이터들로부터 전자 기기 사용법에 대해 가르쳐달라는 부탁을 받았으며, 심지어는 최근 유행하는 게임의 공략법까지 물어보는 사람도 있었다고 한다…… 어찌 됐든 키라라는 자신도 모르는 사이에 이미 오퍼레이터들과 잘 지내고 있었다.
	    우리는 곧 극동에서 온 소녀에게 공식적으로 함께하자고 제안했다.
	    기쁘게도 낯을 가리는 소녀는 거절하지 않았다.

———————————————————————————————

	档案资料三 :
	在东国，像绮良的家系这样迁徙而来并定居的阿戈尔人并不少见，与我们所了解的伊比利亚境内的形势不同，东国的阿戈尔人大多并未受到太多排斥，顺利地在这片土地上扎下了根。时至今日，就如同绮良对自己的认知那样，她可以很轻松地说，“我只是普通的东国人而已”。
	不过能够很明显的看出，尽管同样是东国人，由于生长环境不尽相同，绮良与一些同属于东国的干员——例如干员缠丸——在对许多事情的认知上还是有着不小的差别。
	
	“北边那里？啊......光严那边的事我也不太了解，不过听说是各方面都挺古板的？”
	在绮良向我们介绍家乡东国时，她提及东国内各占半边国土，以家族为单位维持统治，一直对立并争斗不休的两方势力。
	“我们光元派这边好像是没那边那么重军备啦。”对于自己家乡所属的派别与对面之间的势力对比，绮良先是顾左右而言他，好一阵子后才承认，“要是打起来，估计正面战场取胜会有点难......不、不过，这种事也不完全是正面硬碰硬就能分出胜负吧！而且又不是光打仗不过日子了，要说繁荣轻松风气好，宜居，那还是我们这边强点？呃，也不是说对面坏话，只是，至少我是这么觉得的。”
	除此之外，东国女孩还略带一点遗憾，一点嫌弃地表示：
	“其实能不打还是不打吧，这几年就还好，太平了一阵子，有的时候买对面的新游戏甚至能忍者直邮。不过我听讲之后好像挺难说的，嗯，不清楚，我也不太懂这些。”
	“听说八大家族祖上都是一家，之后意见不合才分裂成两边一直对峙到现在......唉，说真的，这设定是不是太老了点？何必呢，这不就是亲兄弟打架嘛？”

	第三資料 :
	極東において、キララの家系のように移転の末に定居したエーギル人は決して少なくない。我々が知るイベリア境内の状況とは違い、極東におけるエーギル人はほとんど排斥されることがなく、順調にこの土地で根付いた。今となっては、キララの自己認識のように、「私は普通の極東人だよ」と気軽に言える。
	だが同じ極東出身といっても、成長の環境の違いによって、キララと一部の極東出身のオペレーターたち――例えばマトイマルなど――の間では、多くの物事に対する認識がかなりかけ離れている。
	
	「北側の方？あー……光厳側のことはあんまり知らない。なんか色々堅苦しいんだって。」
	キララが故郷である極東について我々に話した時、極東の国土を二分している二つの勢力について触れた。それぞれが家族ぐるみで領土を治めており、両者の衝突がいつまでも続いているらしい。
	「うちら光元派はあんまりあっちのような厳重な軍備はこさえてないらしいけど」と、自身の故郷が属する一派と相手側の軍事力評価に関して、最初キララははぐらかそうとしていたが、しまいに認めた。「もしドンパチやる羽目になったら、たぶん正面からは勝ちにくいんじゃないかな……で、でもさ、そういうのって別に真正面からぶつかるだけで勝敗が決まるわけじゃないでしょ！それに戦争ばっかじゃ生きていけないし。繁栄してて雰囲気が良くて住みやすい、って言ったらやっぱりこっちの方なんじゃない？えっと、別にあっちを悪く言うつもりはないよ、ただ思ってることを話しただけ。」
	更に、極東の少女は嫌そうな顔で、残念そうに言った。
	「本当は戦わなきゃ済むのならそれに越したことないよ。ここ何年かはわりといい感じに安定してて、向こうの新発売ゲームを忍者直送で買える時もあるくらいだし。でもなんか今後はそうもいかないかもしれないんだって。うーん、わかんない。こういうの私もよく知らないから。」
	「八大家族ってご先祖が同じ家だったのが、そりが合わなくて分裂して今に至るらしいよ……はぁ、正直、この設定古臭くない？なんでこうなっちゃうんだろうね、ぶっちゃけただの兄弟喧嘩でしょ？」

	Archive File 3 :
	In Higashi, lineages of Ægir that migrated in and settled down like Kirara's are not uncommon to see. In contrast to our understanding of Iberia's internal situation, Higashi's Ægir by and large have not been faced with overt exclusion, putting down roots in the country without a problem. In the present day, Kirara's own recognition of herself tells the tale—without any weight to it, she can say 'I'm just a normal Higashi girl, that's all.'
	However, as is plain to see, stemming from different environs in upbringing, Kirara and other Higashi operators—for example, Operator Matoimaru—have differing conceptions of many things, despite being fellow Higashi.
	
	'The north? Uh... I'm not too clued in about what Kougon's like, but I hear everyone's pretty old-timey there?'
	When Kirara introduced her homeland Higashi to us, she raised the subject of its two ceaselessly warring powers, each one occupying one half of the country, exerting their governances on familially unified grounds.
	'Mitsumoto didn't seem as heavily armed as the guys over there.' When regarding the contrast in power between her own home faction and the opposition, Kirara first skirted around the topic, only conceding after a while that 'if the fight started, then on a face-to-face battlefield it'd be pretty hard to win... b—but, direct conflict isn't the only thing that goes into who wins and loses! Besides, it's not like it's just war and life's on pause. When it comes to economy, openness and good atmosphere—livability, that's it—then it's us who come out on top, right? Uh, not that they're bad or anything, just, that's how I feel about it at least.'
	Beyond this, the Higashi girl also somewhat regretfully, and somewhat barbedly stated:
	'Honestly, if we could just not fight, then let's not. The past few years have been pretty good. Been peaceful for a while. Sometimes I buy games from over there and shinobi even deliver them straight to me. But after I heard about it, it seemed kind of difficult to say. Um. I'm not really sure, I don't get it much myself.'
	'I heard the eight families used to be one, but then they disagreed on something and that's why they've been split across ever since... *sigh* Honestly, isn't it kind of an overdone premise? What's the point? It's just a bunch of brothers infighting, isn't it?'

	파일 자료 3 :
	    키라라의 가문처럼 극동에 이주하여 정착하는 에기르인은 적지 않다. 우리가 알고 있는 이베리아의 정세와는 달리, 극동의 에기르인은 대부분 크게 배척당하지 않고 순조롭게 땅에 뿌리를 내렸다. 마치 지금의 키라라가 자신에 대한 인식처럼, 그녀는 별 망설임 없이 “나는 그냥 평범한 극동인일 뿐이야.”라고 말한다.
	    그러나 같은 극동인 임에도 불구하고 다른 성장 배경으로 인해, 마토이마루와 같은 몇몇 극동 출신의 오퍼레이터와는 여러 방면에서 인식의 차이가 존재한다.
	    “북부 어디? 아…… 미츠모토에 대해서는 잘 몰라. 그런데 듣자 하니 거기는 되게 구닥다리라고 하던데?”
	    우리에게 고향인 극동을 소개할 때, 키라라는 극동 내의 두 세력에 대해 언급하면서 그들은 각각 나라의 절반을 차지하고, 가문 단위로 통치를 유지하며 끊임없이 대립하고 싸운다고 했다.
	    “우리 미츠모토 파벌은 걔네처럼 중무장하진 않은 것 같아.” 자신의 고향이 소속되어 있는 파벌과 반대쪽 세력을 비교할 때면, 키라라는 우선 어물쩍 넘어가려고 하다가 한참 뒤에야 인정한다. “싸움이 일어나면 정면 승부는 힘들겠지…… 그, 그래도 이런 일은 정면으로 부딪친다고 승패가 나는 게 아니잖아! 게다가 전쟁만 하며 살 수도 없고. 우리 쪽이 더 번창하고 편안하고 살만하다면 우리가 더 센 거 아닌가? 뭐, 반대쪽이 나쁘다는 건 아니지만, 적어도 난 그렇게 생각해.”
	    이 밖에도, 극동의 소녀는 조금 아쉬운 듯하면서도 꺼림칙한 표정으로 말했다.
	    “사실 싸움은 최대한 피하는 게 좋아. 지난 몇 년간은 평화로웠지. 가끔은 반대편의 게임을 사서, 닌자 직배송으로 받기도 했거든. 근데 내가 듣기로는, 그 후엔 글쎄, 음, 나도 잘 모르겠어.”
	    “8대 가문의 조상은 모두 한 집안이었는데, 의견이 맞지 않아서 두 파로 갈라졌고, 지금까지 대치하는 거라고 들었어…… 나 참, 정말 너무 고리타분한 설정 아니야? 왜들 그러는지 모르겠어, 이건 그냥 형제끼리 싸우는 거잖아?”

———————————————————————————————

	档案资料四 :
	干员绮良的兴趣爱好十分广泛，包括小说、漫画、游戏等在内的一系列小众娱乐她都十分喜爱，即便不得不离开家乡，绮良也坚持随身携带着自己的大半收藏，令人不禁为之咋舌。除此之外，音乐也是绮良的爱好之一，在感染矿石病前，绮良曾在自家附近的一所酒吧打工，挑选适合当天气氛的音乐播放是她每天的乐趣之一。
	在自己的兴趣爱好上，绮良投注了相当多的时间与精力，有时甚至可以说是废寝忘食，全身心地投入到游戏或是漫画之中。她表现出的拒绝交流的封闭态度，在最初曾令人感到担忧，但随着相处时间的增加，我们很快就发觉，绮良并不是真的抗拒与人交流，而是出于一种害怕被伤害的心态而展开的自卫机制。
	这种恐惧与绮良在孩童时期的经历密切相关。儿时因内向的性格和与周遭孩子们不同的兴趣，而遭受欺负、受到排挤的经历至今仍影响着绮良，她恐惧在自己敞开心扉，展现出真实的自我时，可能遭到的拒绝或攻击，因而率先回避了与他人的交流。
	而一旦突破绮良内心的防御，被认作是知心好友，任谁都能看出，她的真诚待人，是单纯炽热且毫无保留的。

	第四資料 :
	キララの趣味は多岐に及ぶ。小説、漫画、ゲームなど様々なサブカルチャーをこよなく愛し、たとえやむを得ず故郷を離れることになっても、収集品の大半を持って来るほどだった。また、彼女は音楽も嗜んでおり、鉱石病に感染するまでは実家近くのバーでアルバイトをしていたが、当日の雰囲気にあった音楽を選んで流すことが毎日の楽しみの一つだったという。
	自分の好きなことに対して、キララは多くの時間と関心を注ぎ込んだ。時には寝食を忘れるほどに、ゲームや漫画に没頭している。彼女が見せるコミュニケーションへの拒絶という封鎖的な態度に対して、我々は当初心配もしたが、共に過ごす時間が増えるにつれて、キララは他者との関わりを心底拒絶しているのではなく、傷つくことを恐れて自己防衛していることに気づいた。
	そういった恐れはキララの幼少期の経験と関係している。子供の頃、内気な性格や、周りと異なる趣味嗜好のせいでいじめられ、仲間はずれにされた経験が今もキララに影響を及ぼしている。彼女は心を開き、本当の自分を曝け出した時に受けるかもしれない拒絶や攻撃を恐れて、先回りして他者との交流を避けているのである。
	だが、ひとたびキララの心の防壁を乗り越え、気心知れた友人として認められれば、キララが真摯に他人と向き合い、純粋な情熱を余さずに注いでくれる子だということは、誰の目から見ても明らかだと言えよう。

	Archive File 4 :
	Operator Kirara's interests and hobbies are startlingly expansive, with a major love for all niche entertainment comprised in novels, manga, games, etc.—though she had no choice but to leave her home, Kirara insisted on bringing more than half her collection with her, leaving people speechless. Aside from that, music is also one of Kirara's passions; before catching Oripathy, Kirara used to have a part-time job at a bar near her home, and putting on music to fit each day's mood was one of her daily joys.
	Per her own absorptions, Kirara has spent considerable time and energy, even at times near the point of foregoing sleep and food, throwing her whole devotion into games or manga. The shut-off manner in which she refused interaction initially worried people, but as we've spent more time knowing her, we've been quick to realize that it's not that Kirara truly opposes interacting with people, but rather, it's a self-defense mechanism of sorts, stemming from a mentality of fearing being hurt.
	This fear is closely related to Kirara's experiences as a child. During childhood, her reserved character and her interests unlike those of the children around her led to her being bullied. The experience of being ostracized still has an effect on Kirara to this day; she fears that when she bares her own soul and displays her true self, she may well be rejected or attacked, and so she has preemptively avoided contact with others.
	However, should you break past Kirara's inner defenses, and be recognized as a close friend, it'll be clear for anyone to see that the true way she treats people is sincere, passionate, and without any reservation.

	파일 자료 4 :
	    오퍼레이터 키라라의 취미는 매우 다양하다. 소설, 만화, 게임 등을 포함한 소수가 좋아하는 분야를 매우 좋아한다. 그녀는 고향을 떠나면서도 자기 소장품의 절반 이상을 챙겨와 모두의 혀를 내두르게 했다. 이 밖에도, 음악 또한 키라라가 좋아하는 것 중 하나였다. 광석병에 감염되기 전, 집 근처 바에서 아르바이트할 때 그날 분위기에 맞는 음악을 트는 것이 키라라에게는 일상의 즐거움 중 하나였다.
	    키라라는 때때로 식음을 전폐하고 철야를 하면서 게임이나 만화에 몰두할 정도로 취미에 많은 시간과 에너지를 쏟는다. 처음에는 의사소통을 거부하던 그녀의 폐쇄적인 태도가 걱정스러웠지만, 함께하는 시간이 길어지면서 우리는 키라라가 정말 다른 이와 소통을 거부하는 것이 아니라, 상처 입을까 봐 두려운 마음에 방어벽을 쌓았다는 걸 알게 되었다.
	    이 두려움은 키라라가 어린 시절에 겪었던 경험과 밀접한 관련이 있는데, 내성적인 성격과 주변 아이들과의 다른 관심사 때문에 자주 괴롭힘과 따돌림을 당했던 것이 지금도 키라라에게 영향을 주고 있었다. 마음을 열고 자신의 본 모습을 드러냈을 때, 거부당하거나 공격받을까 두려워 사전에 타인과의 교류를 피하는 것이다.
	    하지만 그녀 내면의 방어벽을 뚫고 친한 친구로 인정받는다면 그녀가 진실하고 순수하며 꾸밈없는 사람이라는 걸 누구나 알 수 있을 것이다.

———————————————————————————————

	晋升资料 :
	游戏总有通关的方法。
	只要选对选项，屏幕里的人就会朝自己微笑。只要够努力，就能够打败敌人迎来好的结局。
	但是现实......
	现实不能重来。现实中，没有能够稳妥地讨好他人，得到微笑的选项，现实中的失败无法重来，所以才会恐惧，才害怕会搞砸一切。
	但是，如果身边有愿意和自己一起，共同面对风雨和挑战的同伴的话......
	事情或许，也就没有自己孤身一人时那样可怕了。

	昇進資料 :
	ゲームには必ず攻略法がある。
	正しい選択肢を選べば、画面の中の人は自分に微笑んでくれる。十分努力すれば、敵を倒してハッピーエンドを迎えることができる。
	だけど現実は……
	現実はやり直しが効かない。現実では、必ず他者をいい気分にさせて、微笑みを得られるような選択肢は存在しない。現実での失敗は失敗のまま、再チャレンジして変えることができない。だから怖い。全てを台無しにしてしまうことが怖い。
	だけど、もし自分と一緒に困難に立ち向かい、挑んでくれるような仲間がそばにいてくれれば……
	どんなことでも、一人ぼっちの時みたいに怖くなくなるのかもしれない。

	Promotion File :
	There is always some way to clear a game.
	So long as one makes the right choices, the people in the screen will turn to them and smile. So long as one strives hard enough, the enemy can be defeated and a good ending welcomed.
	But reality...
	There are no retries in reality. Reality has no choice that reliably wins others over and earns one smiles. Failures in reality cannot be done over, and that is why we dread and are scared of ruining everything.
	But, if one has companions willing to confront the elements with them, face the trials together...
	Just maybe, things are no longer as scary as when one was all alone.

	승진 자료 :
	    게임에는 클리어 방법이 존재한다.
	    올바른 선택만 한다면 자신을 향해 미소 짓는 화면 속 사람을 볼 수 있다. 충분히 노력한다면 적을 물리치고 해피 엔딩을 맞이할 수 있다.
	    하지만 현실은……
	    현실은 다시 반복할 수 없다. 현실에는 다른 사람을 기쁘게 하고 미소를 얻어낼 수 있는 확실한 선택지가 없다. 현실에서는 실패하면 되돌릴 수 없기에 두렵고, 그래서 뭔가를 망치는 것이 무서운 것이다.
	    그러나 자신과 함께 폭풍에 맞서고자 하는 동료가 곁에 있다면……
	    어쩌면, 홀로 있을 때처럼 두렵진 않을지도 모른다.
