ID:
	char_363_toddi
	A dropout from the Cyr Military College of Victoria. Though not a professional soldier in formal service, she has undertaken systematic training and excels in all respects, most notably in siege tactics and creation of relevant weaponry.
	Presently with Rhodes Island, serving as a Sniper Operator and junior craftsman, principally responsible for long-distance destruction of enemy fortifications and artillery suppression.

	프로필 :
	    빅토리아 씰 군사 학교를 수료했다. 비록 비정규 복무 직업 군인이지만 체계적인 훈련을 받아 여러 방면에서 뛰어난 모습을 보여주는데, 특히 공성 전술과 관련 무기 제조가 가장 뛰어나다.
	    지금은 로도스 아일랜드에 합류해 스나이퍼 오퍼레이터이자 초급 기능공으로 활동하고 있으며, 원거리에서 적의 방어 시설을 파괴하고 화력으로 제압하는 역할을 맡고 있다.

———————————————————————————————

	临床诊断分析 :
	造影检测结果显示，该干员体内脏器轮廓模糊，可见异常阴影，循环系统内源石颗粒检测异常，有矿石病感染迹象，现阶段可确认为是矿石病感染者。
	
	【体细胞与源石融合率】9%
	明显的源石结晶不规则分布于左肩，颜色性状发生变化。
	
	【血液源石结晶密度】0.28u/L
	易感体质加之长时间未严格按照安全工序使用工业源石制品导致干员本人患上慢性矿石病，在进入罗德岛后，症状已得到缓解。
	
	“一般而言，感染者的源石结晶会稳定为黑色，这是源石原本的色彩。但在特殊情况下，结晶颜色甚至结晶方式都会发生改变，我们尚不清楚这一突变产生的原因，需对此进行更加深入的研究。”——医疗部备忘摘录
	“终于来了！是感染的瓦伊凡！”——华法琳

	健康診断 :
	造影検査の結果、臓器の輪郭は不明瞭で異常陰影も認められる。循環器系源石顆粒検査の結果に異常があり、鉱石病の兆候が認められる。以上の結果から、鉱石病感染者と判定。
	
	【源石融合率】9%
	左肩に源石結晶の不規則分布がはっきりと見られる。結晶の色と特性に変化が見られる。
	
	【血液中源石密度】0.28u/L
	感染しやすい体質に加えて、長期にわたって安全な工程を厳格に従わずに工業源石製品を使用していたことにより、慢性の鉱石病となった。ロドスに来てからは、症状の緩和が認められる。
	
	「一般的には、感染者の源石結晶は安定して黒色である。源石の元々の色だ。だが特殊な状況においては、結晶の色、更には形式までもが変化することがある。このような突然変異の発生理由は未だ不明であり、更なる研究を必要としている。」――医療部の覚書より抜粋
	「やっと来たぞ！感染したヴイーヴルだ！」――ワルファリン

	Clinical Analysis :
	Imaging tests have shown the outlines of her internal organs to be indistinct due to abnormal shadows. Originium granules have been detected in her circulatory system, confirming her to be infected with Oripathy.
	
	[Cell-Originium Assimilation] 9%
	Distinct crystal deposits distributed irregularly over the left shoulder, change noted in coloration.
	
	[Blood Originium-Crystal Density] 0.28u/L
	A susceptible constitution, in addition to long-term relaxation of safety procedures for handling industrial Originium, have led to chronic Oripathy in the Operator. After joining Rhodes Island, her symptoms have been alleviated.
	
	'Generally speaking, crystal deposits on Infected settle into a black hue, this being Originium's original color. But under special circumstances, crystal coloration and even manner of formation can exhibit change. We still aren't clear as to what brings about these sudden changes. Further and deeper research is required.' —Excerpt from a Medical Department memo
	'We finally got one! An infected Vouivre!' —Warfarin

	임상 진단 분석 :
	    방사선 검사 결과, 본 오퍼레이터는 내장 기관의 윤곽이 흐릿하며, 비정상적인 음영이 존재하는 것으로 확인됨. 순환 계통 내 오리지늄 입자 검사 결과 이상 확인. 광석병 감염 증세 있음. 현 단계로서는 광석병 감염자로 판단됨.
	
	[체세포와 오리지늄 융합률] 9%
	명확한 오리지늄 결정이 왼쪽 팔에 불규칙적으로 분포 되어 있으며, 색이 변화함.
	
	[혈중 오리지늄 결정 밀도] 0.28u/L
	감염되기 쉬운 체질에, 장기간에 걸쳐 안전 절차를 준수하지 않은 채 공업용 오리지늄 제품을 사용한 결과로 만성 광석병에 감염되었다. 로도스 아일랜드에 온 후 증상은 나아지고 있다.
	
	    “일반적인 경우 감염자의 오리지늄 결정은 안정적인 검은색을 띤다. 하지만 특수한 경우 결정의 색과 결정 방식까지 변화가 생기기도 하는데, 아직은 그 갑작스러운 변화의 원인은 알 수 없다. 이에 대해 보다 심도 있는 연구가 필요하다.”——의료부 비망록에서 발췌
	    “드디어 감염된 와이번이 왔구나!”——와파린

———————————————————————————————

	档案资料一 :
	第一次见到布洛德韦德小姐时，她正被四五个瓦伊凡亲属抬到罗德岛来，随之而来的，是一整车大大小小从熔泉房间里运来的杂物。据这些瓦伊凡所说，他们发现布洛德韦德晕倒时，她已经好久没吃东西了。虽然我们并不理解为什么普通的低血糖症状要把人送到罗德岛，还把本人所有的私人物品都打包带来，但出于人道考虑，还是为她进行了基本治疗，也就是在那时，我们发现了她的矿石病症状。再次询问其亲属后，我们确认布洛德韦德小姐的矿石病症状已出现许久，只是因为她埋头鼓捣“玩具”，时常将自己关在房中以至其亲属也未发现她感染矿石病的迹象，直到她母亲察觉不对劲，打穿房门带亲友进去后，才发现自己的女儿已经因为长期不正确使用工业源石制品患上了矿石病还晕了过去，在亲戚介绍下，他们连夜驱车将人送进了不远处路过的罗德岛。在简单接洽后，我们对她进行了收治。

	第一資料 :
	我々とブロデウェッド嬢との最初の出会いは、彼女が数人のヴイーヴル親族にロドスに運ばれてきた時である。ともに送り届けられたのは、彼女の自室からまるまる車一台分積み込まれた私物である。ヴイーヴルたちによれば、昏倒したブロデウェッド嬢を発見した時点で、彼女はすでにかなり長い間食事をしていなかったという。ただの低血糖でロドスにまで運び込むだけでなく、私物までまるごと持ってきた理由はわからなかったが、人道的に考えて、我々は彼女に治療を施した。まさにその最中で、彼女の鉱石病症状が発覚した。再度親族に尋ねたところ、ブロデウェッド嬢の鉱石病症状はかなり前から現れていることが明らかになった。ただ彼女はいつも「オモチャ」いじりでずっと部屋に閉じこもっていたため、鉱石病に感染したことを親族ですら知らずにいたわけである。母親が異常を察し、親族友人を引き連れて扉をぶち抜き入っていったところ、ようやく工業源石用品の不当な長期使用によって娘が鉱石病に罹患した挙げ句昏倒していたことに気がついた。そして親族の紹介によって、夜通しで車を飛ばし、近くの通りすがりのロドスに送ってきた。簡単な交渉の後、我々はブロデウェッド嬢を収容し、治療を行った。

	Archive File 1 :
	When we first met Miss Blodeuwedd, she was being carried by four or five Vouivre relatives into Rhodes Island, who were followed by a car transporting junk great and small from Toddifons' room. According to said Vouivre, Blodeuwedd had already gone a long while without food when they found her passed out. Though we couldn't understand why they chose to send her to Rhodes Island for an ordinary display of hypoglycemia, and why they sent all her private belongings along with her, we chose to err on the humanitarian side and administer basic treatment, at which point we discovered her Oripathy symptoms. After inquiring again with her relatives, we confirmed that Miss Blodeuwedd's Oripathy had manifested since long ago, simply because she'd gotten so lost in fiddling with her 'toys,' often shutting herself in her room for such lengths that her relatives never noticed any hint she'd caught Oripathy until her mother felt something was awry, burst through her door with friends and family in tow, and finally found that her own daughter had been improperly using industrial Originium products for so long that she'd caught Oripathy and fallen unconscious at that. Introduced by a relative, they drove all night to send her to Rhodes Island, which was passing by not too far away. After a simple discussion, we took her in as a patient.

	파일 자료 1 :
	    처음 블로데이웨드를 본건 그녀가 네다섯 명의 와이번 가족에게 들려 로도스 아일랜드에 실려 온 때였는데, 뒤이어 그녀의 방에서 가져온 잡동사니가 잔뜩 실린 차 한 대가 따라 들어왔던 것으로 기억한다. 그 와이번들은 자신들이 기절한 블로데이웨드를 발견했을 당시에 이미 그녀가 오랫동안 아무것도 먹지 못한 상태였다고 했다. 어째서 평범한 저혈당 증상의 환자를 로도스 아일랜드에 데려온 건지, 게다가 어째서 환자의 모든 개인 물품을 포장해서까지 가져온 건지 우리로서는 알 수 없었다. 하지만 인도적인 측면에서 블로데이웨드에게 기본적인 치료 조치를 해주면서, 우리는 그녀에게 광석병 증상이 있음을 알아챘다. 다시 가족들에게 자세히 물어보고 나서야 우리는 블로데이웨드가 광석병을 앓은 지 오래되었다는 사실을 확인할 수 있었다. 블로데이웨드는  종종 자신의 '장난감' 때문에 방 안에 틀어박혀 있곤 했고, 이 때문에 가족들조차 그녀가 광석병에 감염되었다는 것을 쉽게 눈치채지 못한 것이다. 무언가 이상함을 느낀 그녀의 어머니가 방문을 부수고 가족들과 방에 들어선 후에야 블로데이웨드가 공업용 오리지늄 제품을 장기간 잘못 사용한 탓에 광석병에 감염되어 기절한 것을 발견했다. 그리고 친척의 소개를 받아 밤새 차를 몰아서 가까운 곳에 있는 로도스 아일랜드에 그녀를 데려왔다. 간단한 상담을 마치고 우린 그녀를 치료해주기로 했다.

———————————————————————————————

	档案资料二 :
	经过适当调养，布洛德韦德小姐很快就醒了过来，她醒来的第一件事就是去找自己的房间，把里面的亲戚们轰出来（当时四五位亲戚都挤在为她安排的房间里等待她康复），继续鼓捣她的作品。我们的行政人员和医疗人员对这种行为感到不可思议，但布洛德韦德小姐的瓦伊凡亲戚们似乎都习以为常。“我闺女就这样。”她的母亲这样说道。在深入了解后，我们才知道这帮本应是暴脾气的瓦伊凡每个人都在未经许可进入布洛德韦德小姐房间时被打得服服帖帖，在叙述了这段经历后，她母亲用尴尬而自豪的语气宣称，自己女儿是他们这代瓦伊凡里最能打的。谈话期间，布洛德韦德小姐完成了自己的作品——一把便携攻城弩，由于干员宿舍的门太过狭窄无法把弩抬出来，所以她......很轻易地......破坏了部分墙体......有小道消息称，当时在场的行政干员差一点就要请外勤干员来接手这件事了。
	万幸的是，布洛德韦德小姐只是把弩拿出来，而走廊完全容得下她和她的武器。
	在那之后，我们与她进行了磋商，她似乎很快就接受了自己如今的处境，但对于我们的安排，她表现出一副无所谓的姿态，她的诉求很简单：等病情稳定了，就回家里的工坊继续闷头搞自己的爱好，如果病情又开始恶化，再来这里治疗。她的态度让我们施行治疗变得困难重重，末了，行政干员们也没想到什么好办法，只好先带着布洛德韦德小姐参观了罗德岛面向留舰者开放的区域。
	当然，我们都知道布洛德韦德小姐现在是罗德岛的雇员，这其中的转变完全仰赖罗德岛为工匠们打造的工作环境与几位经验丰富的工匠干员。她对我们的工坊设备与工匠干员十分感兴趣，在我们带她参观到工坊后就再也没去其他地方，而是与工匠们聊了一天，在那之后，布洛德韦德小姐直接申请成为罗德岛工匠......与干员。毫无疑问，她有着成为干员的素质，只是，我们希望她若想成为干员，需要遵守我们的相关规定，她十分爽快地答应并当场为自己定了一个代号——熔泉。
	
	“有些人曾问过我熔泉是怎么苏醒之后就把握自身情况并直接找到自己亲戚与私人物品所在房间，这个嘛，看看她的履历就知道了。许多事情她瞟一眼就明白，她只是不在乎，由着自己性子来，仅此而已。”——干员点评摘录

	第二資料 :
	適度な休養をとると、ブロデウェッド嬢はすぐに目を覚ました。目が覚めた彼女がとった最初の行動は、自分の部屋を見つけ出し、中にいる親族たちを追い出し（当時は親族数人が彼女にあてがられた部屋につめて回復を待ち望んでいた）、そして自分の作品づくりを再開することだった。我々の事務や医療担当者はそんな彼女の挙動が全く理解できなかったが、彼女のヴイーヴル親族たちにとっては日常茶飯事のようだった。「うちの娘はこういう子なのよ」――母親はそう言っている。詳しい話を聞いてみたところ、本来かなり気性が荒いはずのこのヴイーヴルたちはみな、無断でブロデウェッド嬢の部屋に入った際、音をあげるまでこてんぱんに殴られたという。そういった経緯を語った母親は、いたたまれなさと自慢が混じり合ったような口調で、娘はこの世代のヴイーヴルで一番喧嘩が強い子なのだと告げた。こちらが話している間に、ブロデウェッド嬢は自らの作品を仕上げた――携帯式の攻城用弩である。オペレーター宿舎の入り口が狭すぎて完成品が運び出せないとわかると、彼女は……いとも容易く……壁の一部を破壊したのである……噂によれば、その場にいた事務担当者はもう少しで外勤オペレーターに支援要請するつもりだったらしい。
	幸いなことに、ブロデウェッド嬢はただ作品を外に運び出しただけで、廊下は彼女とその武器を十分に収容できていた。
	その後、我々はブロデウェッド嬢と協議した。彼女はすぐに自身の置かれる状況を受け入れたようだが、我々の提案については少しも興味を示さなかった。彼女の訴求は単純なもので――症状が安定したら実家の工房に帰って趣味に興じたい、もし症状が悪化したらまた治療のためにやってくる、という内容だった。このような態度は、我々の治療行為を難航させた。結局、事務担当者たちも解決策が思い浮かばず、ひとまず彼女を連れてロドスの一般公開区画を案内することにした。
	もちろん、今やブロデウェッド嬢は我らがロドスの正規雇用対象であることは周知の事実である。彼女が考えを改めたのは、すべてロドスが職人たちのために作り上げた仕事環境と、経験豊富な職人オペレーターたちのおかげである。ブロデウェッド嬢は、我々の工房設備と職人オペレーターにこれ以上ない興味を示し、案内が工房に着いてからは一歩も動かず、職人たちと一日中歓談していた。その後、彼女はロドスの職人……並びにオペレーターとなることを申し出てくれた。彼女にオペレーターとしての素質が備わっていることは疑いようもない事実であるが、オペレーターになるからには、我々が定めた規定に従ってもらわなくてはいけないと説明した。彼女は即座に同意し、その場で自分のコードネーム――トギフォンスを定めた。
	
	「トギフォンスはどうして目が覚めてすぐに自身の状況を把握して、親族や私物のある部屋もすぐに把握できたのかについて、何人かに聞かれたことがある。そんなの、彼女の履歴書を見ればすぐにわかる。大抵のことは、彼女はひと目見ればわかるんだ。ただ何も気にしないから自由気ままに振る舞っている、それだけだよ。」――オペレーターコメントより抜粋

	Archive File 2 :
	Following appropriate care, Miss Blodeuwedd very quickly regained consciousness. Her first point of order upon waking was to find her room, shoo all her relatives out of it (at the time, the five or so of them were waiting for her recovery in a room prepared for her), and get back to her works. Our administrative and medical staff felt this was confounding behavior, but Miss Blodeuwedd's Vouivran relatives seemed to be used to it. 'That's my daughter for you,' her mother stated. It followed a deeper investigation that we learned, each Vouivre of the group, temperamental by all rights had been beaten into submission after entering Miss Blodeuwedd's room without permission. Once her mother recounted this, she declared with half-embarrassment, half-pride that her girl had the best punches of their entire Vouivran generation. While we conversed, Miss Blodeuwedd had finished her own creation—a portable siege crossbow, which couldn't be carried out owing to the Operator dormitory doors being too narrow, so... with great ease... she broke through a part of the wall... Gossip says that an admin Operator on the scene very nearly called in our field Operators to take over the affair.
	It's fortunate that Miss Blodeuwedd only took the crossbow out, and the corridor could completely fit her along with her weapon.
	After that, we held a serious discussion with her, and she seemed to very quickly accept her present situation, but held no concern for our arrangements, her demands being very simple: once her illness was stable, let her get back into her home workshop, and back into her hobby, and if her illness got worse again, she'd come back here to get treated. Her attitude made administering her treatment greatly difficult for us, and in the end, the administrative Operators had no ideas either, so the best we could do was tour Miss Blodeuwedd around the areas catered to those staying aboard the Rhodes Island landship.
	Of course, we all know Miss Blodeuwedd is now a Rhodes Island employee; this total change of heart is completely owed to the work environment Rhodes Island built for its craftsmen, and a few experienced craftsman Operators. She had ample interest in our workshop facilities and said Operators, and went nowhere else afterwards, instead chatting with our craftsmen. Afterwards, Miss Blodeuwedd directly applied for Rhodes Island craftsmanship... with an Operator. Without a doubt, she had qualities that would make her a fine Operator, but we desired that if she became one, she would comply with our relevant regulations, which she very readily agreed to, even picking a codename for herself on the spot—Toddifons.
	
	'Some people asked me before how Toddifons woke up, grasped her situation and made straight for the room with all her relatives and personal belongings. You wonder? Just look at her background and it'll make sense. There's a lot she can understand with a single glance, it's just that she doesn't care. She takes things as her temper tells her. Mystery solved.' —Operator commentary extract

	파일 자료 2 :
	    적절한 치료와 간호 이후 블로데이웨드는 얼마 지나지 않아 깨어났는데, 그녀가 깨어나자마자 가장 먼저 한 일은 자신의 방을 찾아가 자신이 회복되길 기다리고 있던 네다섯 명의 가족들을 내쫓고는 계속해서 자신의 작품을 손보는 것이었다. 우리 측 행정 직원과 의료 직원은 그러한 행동에 대해 의아함을 느꼈으나 블로데이웨드의 와이번 가족들에겐 이미 익숙한 일인 듯했다. “우리 딸이 좀, 원래 저래요.” 블로데이웨드의 어머니는 이렇게 말했다. 알고 보니 이 불같은 성격의 와이번들조차 허락 없이 블로데이웨드의 방에 들어갔다간 꼼짝없이 그녀에게 맞아야 했다. 이러한 내력을 설명해 준 후, 블로데이웨드의 어머니는 자신의 딸이 지금 세대의 와이번 중에서 가장 싸움을 잘한다고 난처하면서도 자랑스러운 말투로 공언했다. 대화를 하는 동안 블로데이웨드는 자신의 작품을 완성했는데, 그건 바로 휴대용 공성 발리스타였다. 다만 오퍼레이터 숙소의 문이 너무 좁은 관계로 발리스타를 꺼낼 수 없게 되자, 블로데이웨드는… 너무나 간단하게… 벽의 일부를 부숴버렸다… 소문에 의하면 당시 현장에 있던 행정 직원은 하마터면 외근 오퍼레이터에게 이 사건을 인계해달라고 요청할 뻔했다고 한다.
	    천만다행인 점은 블로데이웨드는 발리스타를 꺼내놓기만 했으며, 복도는 그런 블로데이웨드와 그녀의 무기를 수용하는 데 아무 문제가 없었다는 점이다.
	    그 후 우리는 블로데이웨드와 협상을 진행했는데, 그녀는 생각보다 빠르게 자신의 현재 처지를 받아들이는 듯했다. 우리의 계획에 대해서는 별 상관없다는 태도를 보이며 간단한 요구만 하였는데, 병세가 안정되면 집에 있는 공방으로 돌아가 자신의 취미 생활을 계속하고, 만약 병세가 악화된다면 다시 로도스 아일랜드로 와서 치료를 받겠다는 것이었다. 이는 분명 치료를 번거롭게 만드는 것이지만, 행정 직원들은 딱히 다른 대안을 찾아내지 못한 채 결국 블로데이웨드를 데리고 함선에 머무는 사람들에게 개방된 지역을 보여 줄 수밖에 없었다.
	    물론 우리는 블로데이웨드가 현재 로도스 아일랜드의 오퍼레이터로 활동하고 있는 것은 모두 로도스 아일랜드에서 장인들에게 제공한 작업 환경과 몇몇 경험이 풍부한 장인 오퍼레이터 덕분이란 것을 알고 있다.  블로데이웨드는 우리의 공방 설비와 장인 오퍼레이터들에게 깊은 흥미를 느꼈다. 그녀는 공방을 참관하자마자 다른 곳은 구경하지도 않고 공방에서 장인들과 하루 종일 대화를 나누었다. 그 후 블로데이웨드는 바로 로도스 아일랜드의 장인이자 오퍼레이터가 되고 싶다는 신청을 하였다. 블로데이웨드가 오퍼레이터의 소질을 갖고 있음은 의심의 여지가 없는 사실이다. 다만 우리는 블로데이웨드에게 오퍼레이터가 되고 싶다면 그와 관련된 규정을 준수해 주길 요구했고, 블로데이웨드는 매우 흔쾌히 응하며 토디폰스라는 자신의 코드네임도 그 자리에서 바로 결정했다.
	
	    “몇몇 사람들은 내게 토디폰스가 어떻게 깨어나자마자 자신의 상태를 파악하고 자신의 가족들과 개인 물품이 있는 방을 찾아갈 수 있었는지 물어보던데, 그건 말이지, 토디폰스의 내력을 보면 바로 알 수 있어. 토디폰스는 한 번 훑어보는 것만으로도 많은 것들을 알 수 있지만, 신경 쓰지 않고 자기 성격대로 움직이는 것뿐이야.”——오퍼레이터 평론에서 발췌

———————————————————————————————

	档案资料三 :
	熔泉上岛时，穿着一身满是油污的工作服，头发也只是简单扎了一下，没怎么打理。在决定成为干员后，她破天荒地在入职当天请了两天假，去我们当时停靠的维多利亚城市逛街。两天后，她的宿舍多了些化妆品和两大包衣物——一包是工作服，只有进工坊时会穿；另外一包，全是时兴潮流的衣服，熔泉挑选几件稍微搭配了一下，就成了我们最常见到的那套打扮，紧接着，她就穿着那身上了战场。负责外勤管理的行政干员好像一直对熔泉穿得漂漂亮亮上战场这点有些不满，他找了很多理由，类似太鲜艳会被敌人发现、影响整个小队的氛围之类的，全被熔泉一句关你什么事给堵了回去。最后，为了解决问题，他们俩还是运用了从古至今最为有效解决争端的方法——打一架。
	我们可爱的行政干员输得很干脆。两秒？还是三秒来着？被一招打翻在地，后来和熔泉交谈的时候连头都抬不起来。
	不过这也怪不得他，在查阅档案前，我们也不知道这个完全与服从搭不上边的女孩曾经是西尔军事学院的学生。这所学校虽然在名声上无法和维多利亚皇家近卫学校平起平坐，但仍算是维多利亚境内受到认可的军事学院之一。熔泉曾经的进修方向是特种作战部队成员，第一年给出的成绩单也十分出彩，学院的教官们虽然已察觉到了她性格上的缺陷，但仍准备将其作为重点培养，他们认为自己几十年来的经验能够驾驭这位随心所欲的瓦伊凡，可惜，在第二年接触到炮兵和攻城相关课程后，老学究们的努力很快就被被瓦解得干干净净。在第二个学年中期，熔泉提议将自己的进修方向修改为攻城炮兵，教官们坚决不同意，在多次向对方表示“不让学就退学”无果后，熔泉泡了三个月图书馆，把所有想学的课程自学了个遍，然后在期末考试时直截了当提交了退学申请，当教官还想和她进行交涉时，她早就离开学院，回到了自己的老家。
	
	“熔泉的性格其实很好琢磨，她本身是个不听劝的石头，但你对她温和，她也会适当地......不那么，尖锐。但你要想强制她做些什么，吼吼，那可就有意思了，你看，她是个瓦伊凡，还上过军校，比谁拳头大她可是专业的。‘强扭的驮兽不听话’啊，想要她做些什么，还是得慢慢来。”——干员点评摘录

	第三資料 :
	トギフォンスがロドスに来た時、彼女は油で汚れたツナギを身にまとっており、髪の毛も雑にくくっただけで手入れはしていなかった。オペレーターになると決めてからは、驚くことに、彼女は着任当日に二日の休暇を申請し、我々が当時停泊していたヴィクトリアの町に買い物に行った。二日後、彼女の宿舎には化粧品と大きなバッグ二つに詰まった服装が増えていた――一つには工房に入る時しか着用しない仕事着が、もう一つには流行最先端の洋服が詰められていた。トギフォンスがその中でいくつかを選んでコーディネートすると、たちまち我々がいつも見る彼女の格好になった。そして彼女はその格好のままで、すぐさま戦場に向かった。外勤管理を担当する事務オペレーターはトギフォンスがおしゃれして戦場に向かうことにいつも不満を抱いているようだ。彼は鮮やかすぎる色は敵に気づかれやすいとか、チーム全体の雰囲気を壊すだとか様々な理由を挙げたが、全部トギフォンスに「あんたには関係ないでしょ」という一言で切り捨てられた。最終的に、二人は古今東西最も有効な問題解決のための手段――喧嘩をもって決着をつけた。
	我らの愛すべき事務オペレーターはあっさりと負けた。二秒だったか三秒だったか、とにかく一撃でひっくり返ってしまった。それからトギフォンスと会話を交わす時は、全く彼女に頭が上がらない様子だった。
	だが全部彼が悪いとも言い難い。履歴書を見るまで、我々も上位者への服従を基礎とする軍の体制に全く馴染まなそうなこの女の子が、まさかのシール軍事学院出身だなんて思いもしなかった。かの学校は名声においてはヴィクトリア王立前衛学校に劣るが、それでもヴィクトリア国内公認の軍事学院の一つである。トギフォンスが履修していたのは特殊作戦部隊隊員としてのプログラムで、初年度の成績もかなり輝かしいものだった。学院の教官たちは彼女の性格の欠陥に気づいてはいたが、それでも彼女を重点的に育てようとしていた。彼らは、自身の数十年にわたる経験さえあれば、この自由気ままのヴイーヴルをきちんと制御できると思っていたようだ。残念ながら、第二年度で彼女が砲兵と攻城戦関連の授業に触れてすぐ、世間離れした老学者たちの努力は泡となって消え去った。第二学年の中期に、トギフォンスは専攻を攻城砲兵に変えたいと提案したが、教官たちは決して許さなかった。「さもなくば退学する」と何度か決意表明しても受け入れてもらえなかったトギフォンスは、三ヶ月間図書館に入り浸って学びたかった科目をすべて自力で学んでから、期末試験時に退学申請を提出した。教官が彼女に交渉を申し出ようとした時には、トギフォンスはとっくに学院を離れて故郷に帰っていた。
	
	「トギフォンスの性格は実は結構わかりやすいぜ。本人は他人の言い分なんざ全く聞き入れないタイプの石頭なんだが、こっちが柔らかい態度で相手すれば、あっちも多少は……それほど、尖った態度を向けてこなくなる。だが、何かを強制しようとすれば、ヘヘっ、そいつは見ものになるぜ。ほら、ヴイーヴルで、軍事学校に通っていたんだから、武力比べならあっちが専門家なわけだ。『強いられた駄獣は言うことを聞かない』からな、なんかやってもらいたい時は、ゆっくりいかないと。」――オペレーターコメントより抜粋

	Archive File 3 :
	When Toddifons came aboard, she was in work overalls slathered with grease, hair roughly tied back in one go, fairly disarrayed. Following her becoming an Operator, on the very day she gained employment, she unprecedentedly took two days off and took to the streets of a then-nearby Victorian city. After two days, multiple cosmetics and two great big bags of clothes had found their way to her dormitory—one of work clothes, only worn for entering the workshop; the other was entirely trendy fashion which Toddifons had matched with some odds and ends, becoming the most frequent attire we saw her in, and immediately afterwards, the attire she wore to the battlefield. Our admin Operator in charge of managing fieldwork always seemed put out of sorts by Toddifons wearing such exquisite clothing on the battlefield, trying to raise countless lines of reasoning: the enemy might notice colors too bright, it'll affect the whole team's ambience, so on. All were rejected soundly by a 'none of your business' from Toddifons. In the end, to settle the matter, the two employed the time-proven, most effective method of resolving conflicts—they had a fight.
	Our beloved admin Operator lost very decisively. In two seconds? Three, maybe? He got dunked on the ground, and from then on wouldn't even raise his head when speaking with Toddifons.
