ID:
	char_430_fartth
	遠牙騎士ユスティナは、カジミエーシュメジャーで一躍有名となり、今は感染者騎士で構成されるレッドパイン騎士団に所属している、カジミエーシュではかなり知名度の高い感染者騎士である。カジミエーシュメジャー関連の事件を経て、レッドパイン騎士団はロドスと協力関係を結んだ。そのため、彼女も協力者としてロドスを訪れ、鉱石病の治療を受けるとともに、戦闘面での支援を行うこととなった。

	Profile :
	'Fartooth' Knight Justyna, garnered initial fame at the Major, presently affiliated with the Infected knight-founded Pinus Sylvestris Knightclub. An Infected knight with some degree of fame in Kazimierz. Following a string of crises in the recent Major, Pinus Sylvestris and Rhodes Island emerged with a cooperative relationship, in which Fartooth Knight came to Rhodes Island as a collaborator, to receive Oripathy treatment, and provide Rhodes Island with combat support.

	프로필 :
	    토너먼트에서 명성을 얻은 '송곳니의 기사' 저스티나는 현재 감염자 기사가 조직한 피누스 실베스트리스 기사단 소속으로, 카시미어에서 높은 인지도를 지닌 감염자 기사다. 이번 카시미어 토너먼트와 일련의 사건 이후 피누스 실베스트리스 기사단과 로도스 아일랜드는 협력 관계를 맺었으며, 이에 송곳니의 기사 역시 협력자의 자격으로 로도스 아일랜드에서 광석병 관련 치료를 받는 한편, 로도스 아일랜드에 전투 지원을 제공해 주고 있다.

———————————————————————————————

	临床诊断分析 :
	造影检测结果显示，该干员体内脏器轮廓模糊，可见异常阴影，循环系统内源石颗粒检测异常，有矿石病感染迹象，现阶段可确认为是矿石病感染者。 
	
	【体细胞与源石融合率】5% 
	干员远牙感染程度较轻，但体表可见少量源石结晶。 
	
	【血液源石结晶密度】0.21u/L 
	尽管远牙骑士的病情较为稳定，病灶得到一定程度的控制，目前以观察为主。 
	
	骑士竞技确实来钱很快，如果不是有钱支付治疗费用，她的情况不可能是现在这样。那个血骑士，确实给了不少人更多选择的机会。 
	——华法琳

	健康診断 :
	造影検査の結果、臓器の輪郭は不明瞭で異常陰影も認められる。循環器系源石顆粒検査の結果に異常があり、鉱石病の兆候が認められる。以上の結果から、鉱石病感染者と判定。
	
	【源石融合率】5%
	感染レベルは低めだが、体表に少量の源石結晶の分布が見られる。
	
	【血液中源石密度】0.21u/L
	感染症状は比較的安定しており、病巣はコントロール下にあるため、経過観察を主としている。
	
	騎士競技は確かに稼ぎがいいようだ。治療費用が支払えなければ、こんな状態で収まっているはずがない。あの血騎士とやら、確かにより多い選択肢をあの都市の感染者たちに示したようだな。
	――ワルファリン

	Clinical Analysis :
	Imaging tests show the indistinct outlines of internal organs, obscured by abnormal shadows. Originium granules detected in the circulatory system. The subject is confirmed to be infected with Oripathy.
	
	[Cell-Originium Assimilation] 5%
	Operator Fartooth's degree of infection is relatively light, but minor crystallization is visible on the surface of the body.
	
	[Blood Originium-Crystal Density] 0.21u/L
	Given the overall stability of her condition, and control over her lesions, treatment is focused on monitoring.
	
	Knight competitions really do pay out fast. If she didn't have the money to afford treatment, there's no chance she'd be in such good condition. Undeniably, the Blood Knight has given options to those who otherwise had none.
	——Warfarin

	임상 진단 분석 :
	    방사선 검사 결과, 본 오퍼레이터는 내장 기관의 윤곽이 흐릿하며, 비정상적인 음영이 존재하는 것으로 확인됨. 순환 계통 내 오리지늄 입자 검사 결과 이상 확인, 광석병 감염 증세 있음, 현 단계로서는 광석병 감염자로 판단됨.
	
	[체세포와 오리지늄 융합률] 5%
	오퍼레이터 파투스의 감염 정도는 비교적 가볍지만, 체표면에 소량의 오리지늄 결정 확인.
	
	[혈중 오리지늄 결정 밀도] 0.21u/L
	'송곳니의 기사'의 병세는 비교적 안정적이고 제어된 상태로, 현재 관찰을 주로 하고 있음.
	
	    기사 스포츠가 확실히 돈을 빨리 벌 수 있지. 치료비를 낼 수 없었다면 그녀의 상황이 지금 같지는 않았을 거야. 피의 기사가 확실히 여러 사람에게 선택의 기회를 준 셈이지.
	——와파린

———————————————————————————————

	档案资料一 :
	在红松骑士团与罗德岛达成合作，多位感染者骑士来到罗德岛接受治疗的这段时间内，大家很快便对骑士们各自不同的性格有了一个大致的认知。
	远牙骑士在许多人看来，是一个少言寡语，冷静内敛的人物。原本作为独立骑士获得“远牙”这一称号，这位感染者骑士小姐拒绝了众多大骑士团和企业发来的邀请，公开宣称考虑建立骑士团，这一选择为她带来了不小的麻烦，但同时也为她加入红松骑士团提供了契机。
	与骑士团其他早期成员相比，加入较晚的远牙骑士与伙伴们之间或多或少都还存在一些需要磨合之处，但就她与焰尾等人，以及其在罗德岛期间与我们的其他干员的相处来看，远牙骑士出乎意料地并没有她外表展现出的那样孤傲难以接近，在坚硬的表壳之下，这位感染者骑士的态度是相当平和，甚至柔软的。

	第一資料 :
	レッドパイン騎士団がロドスと協力関係を結び、複数名の感染者騎士が治療のためにロドスへやってきたここ最近の間に、それぞれ個性豊かな騎士たちについて、みなはおおよその認識を持つができた。
	ファートゥースについては、寡黙で冷静な、控えめな人物だという共通認識が出来上がっている。独立騎士として「遠牙」という称号を得て、多くの大騎士団や企業からの誘いを一蹴して騎士団の設立を考えていると公言したことは、感染者騎士の彼女に決して少なくないトラブルをもたらしたと同時に、レッドパイン騎士団に加入するきっかけとなった。
	騎士団の初期メンバーたちと比べて、遅れて加入したファートゥースが仲間と呼吸を合わせるにはまだ時間が必要だった。だが騎士団の仲間たちや、ロドス滞在中に他のオペレーターたちとの交流を見る限り、彼女は意外にも見た目ほど孤高で近づきにくいということはなかった。冷たい表情の裏に、この感染者騎士はかなり穏やかな、いっそ柔軟な態度を備えていたのである。

	Archive File 1 :
	With the agreement between Pinus Sylvestris Knightclub and Rhodes Island and several Infected knights arriving to receive treatment, we have gained a rough understanding of the characters of these knights.
	Fartooth Knight is seen as a woman of few words, cold and reserved. She earned the title 'Fartooth' as an independent knight, declining droves of invitations from firms and Knight Orders, publicly declaring that she was considering founding a Knightclub herself. This choice brought her considerable hassle, but also served as the turning point for her to join Pinus Sylvestris.
	Compared to the Knightclub's early members, the later-arriving Fartooth Knight needed some time to acclimate. However, from her relationship with the likes of Flametail, as well as her interaction with our Operators during her time at Rhodes Island, we see that Fartooth Knight is surprisingly not as aloof and difficult to approach as her outward appearance may suggest. Under her firm shell, this Infected knight has a fairly gentle manner—even soft.

	파일 자료 1 :
	    피누스 실베스트리스 기사단과 로도스 아일랜드가 협력 관계를 구축함에 따라 여러 감염자 기사들이 로도스 아일랜드에서 치료를 받기 시작했다. 그리고 그동안 사람들은 서로 다른 기사들의 성격을 어느 정도 파악하게 되었다.
	    송곳니의 기사는 과묵하고 냉정하며, 내성적인 인물로 여겨진다. 프리랜서 기사로서 '송곳니'의 칭호를 받은 이 감염자 기사는 여러 대기사단과 기업의 초청을 거부하고 기사단 창설까지 선언했는데, 이런 선택이 그녀에게 적지 않은 골칫거리를 안겨줌과 동시에 그녀가 피누스 실베스트리스 기사단에 가입하게 되는 계기를 마련해 주기도 하였다.
	    기사단의 다른 초기 멤버에 비해 늦게 가입한 송곳니의 기사는 동료들과 많든 적든 서로 타협해야 할 부분이 있었다. 하지만 붉은 꼬리의 기사와의 관계, 그리고 로도스 아일랜드에 머무는 동안 그녀가 우리 측 다른 오퍼레이터들과 어울리는 모습으로 볼 때, 송곳니의 기사는 의외로 보이는 것처럼 거만하고 다가가기 힘든 인물이 아니라 딱딱한 겉모습 아래에 상당히 부드럽고 유연한 태도를 갖춘 사람임을 알 수 있었다.

———————————————————————————————

	档案资料二 :
	远牙骑士能够在特竞赛预选中大放光彩，其本身的实力自然是不可小觑。
	较为难得的是，尽管个人实力在红松骑士团之中也可以算得上是首屈一指，但远牙骑士并没有许多有实力者或多或少都存在的通病——傲慢。这位身材娇小的骑士小姐十分善于合作，在团体的行动之中，她往往会主动与队友进行配合，如若需要担任主攻手，她的攻击便会凶猛而强势，而如果团队中配备有其他攻坚手，远牙又会改变策略，她就像时真的能聆听风声，捕捉风中最细微的讯息一般，机敏灵活地远距离为团队提供辅助。
	另外值得一提的是，在最初接触时，远牙骑士简洁而独特的说话方式一度令一些干员对她产生误会。但很快大家便发现，她先吐出半句令人困惑的短句，然后再补充说明的说话方式，只不过是太过习惯独自思考，总是很快地在脑中归纳出重点，得出结论，然后脱口而出。而在意识到大家会因此而困惑之后，才追加后续的补充说明。

	第二資料 :
	ファートゥースがメジャーの予選で大いに活躍できたのは、本人の実力によるところが大きい。
	なんとも得難いことに、レッドパイン騎士団でも屈指の実力を持つにも関わらず、ファートゥースは実力者が多かれ少なかれ患う、傲慢という病とは無縁である。体の小さい彼女は協調性が高く、団体行動においては率先してチームメイトと力を合わせに行く。もし攻撃手を担当するとき、彼女の矢は恐ろしい勢いで、鋭く敵を貫く。逆に攻撃を担う者が別にいるのなら、彼女はスタイルを変え、まるで風の音で状況を逐一把握でもしているかのように、機敏で軽やかに遠距離からチームを支援する。
	また特筆すべきなのは、ファートゥースの簡潔かつ独特な話し方が、初対面時に一部の者に彼女へ誤解をもたらすことである。もっとも、はじめに相手が戸惑うような短文を吐き出し、その後説明を補足するという話し方は、一人で考えることに慣れているがために、素早く脳内で要点をまとめて、出た結論だけをまず口に出しているのだと、すぐにみなが気づいた。結論だけ聞いた相手が困惑しているのに気がつき、説明を追加するので、この話し方になってしまっているのである。

	Archive File 2 :
	Fartooth Knight was shone brilliantly in the Major preliminaries; her strength cannot be underestimated.
	Rarer is that while her individual strength is second-to-none in Pinus Sylvestris, she doesn't share the same failing that many with strength often do—arrogance. This small-statured knight is entirely adept at cooperation, proactively coordinating with her teammates. If required to serve as primary offense, her attacks are fierce and intense, but if other assault personnel are in her lineup, Fartooth will change tactics, as though she can hear the wind, seizing upon its tiniest whispers of information, providing agile and flexible long-range support to her teammates.
	Also worth mentioning is that on first contact, Fartooth Knight's succinct and unique manner of speech led some operators to misunderstand her for a time. However, we all quickly grasped that her tendency to utter perplexing sentence fragments, supplemented by further explanation, comes from her penchant for lonely pondering—she keeps rapidly deducing the main point in her head, reaching a conclusion, and then blurting it out. After realizing how she confuses those around her, only then does she follow up by elaborating.

	파일 자료 2 :
	    토너먼트 예선에서 빛을 발할 수 있는 실력을 갖춘 송곳니의 기사이니만큼, 그녀의 실력 또한 절대 과소평가할 수 없다.
	    개인 실력으로는 피누스 실베스트리스 기사단에서 첫손가락에 꼽히면서도, 많은 실력자들의 고질병인 오만함이 없다는 것은 정말 드문 경우라 할 수 있다. 이 작은 기사 아가씨는 팀워크에 능숙하며, 단체 행동에서 종종 스스로 동료들과 호흡을 맞춰나간다. 만약 공격수 역할을 맡는다면 그녀의 공격은 보다 맹렬해지고 강력해지며, 팀에 다른 공격수가 있다면 전략을 바꿔 마치 바람 속에 숨겨진 가장 미세한 정보조차 포착하는 것처럼 날렵하게 움직여 원거리에서 팀을 지원사격한다.
	    처음 송곳니의 기사와 만났을 때, 그녀의 독특한 화법은 몇몇 오퍼레이터들에게 오해를 불러일으켰다. 하지만 다들 얼마 지나지 않아 그녀의 화법이 우선 듣는 사람을 곤혹스럽게 하는 짧은 말을 한 뒤 보충 설명을 하는 것이라는 사실을 알아챘다. 그녀는 혼자 생각하는 것에 너무 익숙한 나머지, 언제나 머릿속에서 중요한 점을 빠르게 정리해서 내린 결론을 바로 내뱉는 것뿐이었다. 그러고 나서 다들 곤혹스러워한다는 것을 알아채면 그제서야 추가 설명을 덧붙이는 것이다.

———————————————————————————————

	档案资料三 :
	远牙骑士原名查丝汀娜·瓦伦泰，出生在卡西米尔一个宁静的小乡村，一直到成年为止，都还只是一个普通的乡村女孩而已。
	查丝汀娜从小就憧憬成为骑士，就像任何一个普通的卡西米尔孩子那样。穿着闪亮盔甲的骑士威风凛凛，强大帅气，是大家崇拜的对象。尽管在查丝汀娜的成长过程中，骑士竞技逐渐盛行，曾经的骑士精神逐渐为卡西米尔人所淡忘，但由于耀骑士在赛场上的活跃，查丝汀娜所憧憬的骑士形象难得没有受到太多破坏，对于这位自己心目中骑士的模范，在之后会面时，双方的处境都与最初相去甚远，第一次近距离地接触自己心怀憧憬的对象，查丝汀娜的心情也只有其本人才最清楚。
	然而怀着成为骑士的梦想，在成年后踏上前往大骑士领的旅途的乡村女孩，从不曾想过毫无道理的厄运会突然降临在自己身上。在查丝汀娜正式到达大骑士领，注册成为一名骑士之前，途中的一次意外令她染上了矿石病，而在血骑士尚未夺冠的当时，感染者想要成为骑士无异于痴人说梦，梦想在意料不到的情况下毫不讲理地被掐灭，失去目标的女孩无处可去，无处可归，直到血骑士获胜，推动感染者骑士法案被制定这一消息传来。
	彻底心灰意冷之后又重新燃起的希望之火，真实而灼热，人们会被其烫伤，却又趋之若鹜，无法松手。

	第三資料 :
	ファートゥースの本名はユスティナ・バレンタイン。カジミエーシュのあるのどかな村に生まれた彼女は成年するまで、ただの普通の村娘だった。
	カジミエーシュの子供がみなそうであるように、幼い頃からユスティナは騎士になるのが夢だった。ピカピカの鎧を身にまとった騎士は凛々しく、かっこよく、力強く、みんなの憧れである。彼女が成長していくにつれ、騎士競技が盛んとなり、カジミエーシュ人はかつての騎士道精神をだんだんと忘れ去っていったが、幸い、競技場での耀騎士の活躍のおかげで、ユスティナの憧れる騎士像は砕けはしなかった。彼女にとって模範的な騎士である耀騎士だが、のちに二人が対面した時、互いの境遇はすでに当時からだいぶかけ離れたものとなっていた。そして憧れの相手に初めて近づけたユスティナの気持ちも、本人にしかわからないだろう。
	しかし、騎士になる夢を抱いて、成年後大騎士領へ旅立った村娘は、理不尽な厄運が突如身に降りかかるとは思いもよらなかった。大騎士領にたどり着き、騎士登録を行うその前に、旅の途中の事故で彼女は鉱石病に感染してしまった。血騎士がまだ優勝していなかった当時、感染者が騎士となるなど夢物語にすぎなかった。抱いた夢の炎が無情にかき消され、目指す道を失った少女は、行き場も帰る場所もなくしてしまった。やがて血騎士が優勝し、感染者騎士法案の制定が進められたという情報が伝わってくるまで、彼女はずっと暗闇の中にいた。
	一度かき消されてから再び燃え上がった希望の炎。それは目に見えるほど現実的で、凄まじい熱量を秘めていた。手を触れれば火傷をするのは必至だが、それでも、人々は追い求めずにはいられないのだ。

	Archive File 3 :
	Fartooth Knight, original name Justyna Valentine, was born in a tranquil part of rural Kazimierz, and up until adulthood, was no more than a normal village girl.
	Justyna longed since childhood to become a knight, like any average Kazimierzian child would. The knights in shining armor were awe-inspiring, dashing and formidable, the targets of all their adoration. Despite the prevalence of the Major and the old chivalric spirit gradually fading from Kazimierzian minds as Justyna grew up, her image of the knights wasn't badly damaged (an all-too-rare case), thanks to the Radiant Knight. When she finally met her knightly role model, both parties were far removed from where they started, but Justyna's feelings are known only to herself.
	However, bearing the dream of knighthood, the now-grown village girl who ventured on a journey to the Grand Knight Territory had never once imagined the utterly unexpected misfortune that might strike her. Before she could officially register to become a knight at Kawalerielki, an accident en route infected her with Oripathy, and in the time when the Blood Knight hadn't yet won the championship, it was no more than wild fantasy for Infected to become knights. Her dream snuffed out by unforeseeable circumstances, she had nowhere to go, and nowhere to return. That is until the Blood Knight reigned victorious, and news came of the push for the Infected Knights Act.
	Thoroughly damped down before, fires of hope is ignited once again, true and searing, so hot as to scald some, yet making for it like mad, unable to let go.

	파일 자료 3 :
	    송곳니의 기사는 본명 저스티나 발렌타인으로, 카시미어의 조용한 시골 마을에서 태어나 성년이 될 때까지 평범한 시골 소녀로 살고 있었다.
	    저스티나는 여느 평범한 키시미어 아이들과 마찬가지로 어린 시절부터 기사를 동경했는데, 빛나는 갑옷을 입은 위풍당당한 기사는 모두가 숭배하는 대상이었기 때문이다.
	    하지만 저스티나가 성장하는 동안 기사 스포츠가 점차 성행하였고 과거의 기사 정신은 카시미어 사람들에게서 점점 잊혔으나, 빛의 기사가 경기장에서 활약한 덕분에 저스티나가 동경하는 기사의 이미지는 크게 훼손되지 않았다. 후에 만나게 됐을 때 두 사람의 처지가 최초와는 사뭇 달랐지만, 처음으로 자신이 동경하는 기사의 모범을 가까이에서 영접한 그 심정은 저스티나 본인만이 가장 잘 알 것이다.
	    하지만 기사가 되겠다는 꿈을 품고 그랜드 나이트 영지로 향한 이 시골 소녀는 자신에게 어처구니없는 불운이 갑작스레 찾아오리라곤 상상도 못 했을 것이다. 그녀가 그랜드 나이트 영지에 도착해 기사로 등록하기 전, 뜻밖의 사고로 광석병에 감염되고 만 것이다. 당시만 하더라도 피의 기사가 우승하기 전이었기에 감염자가 기사가 되겠다는 말은 그야말로 잠꼬대나 다름없는 소리였다. 예기치 못한 불운에 꿈을 꺾이고 목표를 잃은 소녀는 갈 곳도, 돌아갈 곳도 없게 되어버렸으나 피의 기사가 승리한 이후 감염자 기사 관련 법안이 제정되었다는 소식을 전해 듣게 되었다.
	    완전히 꺼졌다가 다시 타오르는 희망의 불꽃은 얼마나 뜨거운가, 하지만 사람이란 그 불꽃에 화상을 입어 고통스러울지언정 손을 뗄 수 없는 법이다.

———————————————————————————————

	档案资料四 :
	远牙的经历并不特殊，和所有感染者骑士一样，想要获得正式的骑士资格，就必须付出比常人多数倍的努力。很难想象这样一个身材不占优势的女孩是如何在血腥的非法竞技中存活下来，又是如何艰难地获得骑士资格，最后在预选赛上大放光彩，以领先的人气提前获得称号。
	而当这个女孩一路闯入特锦赛，尽管争议颇多，但却也有了一批支持者，同时收入不菲，在大众眼中，除去作为例外的血骑士，一名感染者骑士能够有的最好的结果也不过如此。
	但这一切对于远牙本人来说，或许都没有那么重要。不管是想要自己组建骑士团，还是同意加入红松骑士团，都充分说明远牙想要的绝不只是名声或财富这样单纯的东西。
	她已经是一名骑士了。乡村女孩查丝汀娜的梦想是否真的已经实现了呢？在成为感染者之后，又重获一线希望，紧紧抓着这根细细的丝线攀爬，却越是向上，越是接触到曾向往的骑士的另一面，走到今天，或许比起拥有任何财富或名声，比起曾向往过的骑士荣光，查丝汀娜只是更想回家。
	在罗德岛接受治疗期间，除去和骑士团的同伴待在一起的时间，无人的舰桥上层就是远牙最常待的地方。她在那里回忆起曾经在田地间劳作，攒钱为自己购置第一张长弓时，幻想自己将来能使出怎样帅气的招式。她怀念那些散发阳光气味的干草垛，怀念拂过耳畔的风，还有那些听她吹奏小曲的亲友。而当她已能够使出足够帅气的招式时，她已经只想要回到过去那种简单安静的乡村生活。
	当她独自坐在高处，吹响自己的那支木笛时，只期盼风能将笛声带回家乡，就仿佛自己也就此能够归乡一样。
	
	当然，查丝汀娜也比任何人都更清楚，回到过去的生活对于感染者来说，只不过是一种奢望。

	第四資料 :
	ファートゥースの経歴に特別なところはない。他の感染者騎士と同じく、正式な騎士資格を得るためには、一般人の数倍努力をしなければならなかった。体格面では何一つ優ったところのない彼女が、血に塗れた地下競技場でどのように生き残ったのか、どのように万難を排して騎士の資格を得て、最終的に予選試合で異彩を放ち、高い人気でいち早く称号を手に入れたのかは、想像しがたいものだ。
	そうして勝ち進み、メジャーに突入した彼女は、いろいろと批判されながらも、支持者を獲得し、かなりの収入を得ることもできた。大衆からすれば、血騎士は例外として、感染者騎士でありながらこれほどの成果を挙げられるのは、もう十分と言っていいほどだった。
	しかしファートゥース本人にとって、これらはいずれも大して重要なことではなかった。騎士団を立ち上げようとしたことも、レッドパイン騎士団への加入に同意したことも、彼女が真に欲しているのは名声や財産のような浅薄なものではないことを証明している。
	彼女はすでに騎士となった。しかし村娘ユスティナの夢は本当に実現できたと言えるのだろうか？感染者になって失ったはずの希望を、再び手にし、その細い糸を辿りながら登っていっても、上に行くほど、かつて憧れていた騎士という存在の裏側に触れてしまう。今となっては、名声や財産よりも、憧れていた騎士の栄光よりも、ユスティナはただ故郷に帰りたいと願っているだけかもしれない。
	ロドスでの治療期間中に、騎士団の仲間たちとともにいる時以外、無人のブリッジ上層部はファートゥースが一番多くの時間を過ごしている場所となった。田んぼで労作し、お金を貯めて初めての弓を買った時、いつかかっこいい技を放つんだと思いを馳せたことを、そこで思い出したりする。お日様の匂いがする積み重なった干し藁が、耳元をかすめる風が、曲を聴いてくれる友人たちが恋しくてたまらなかった。あの時思い浮かべていたかっこいい技をようやく放てるようになった今、彼女の願いはもう、昔の単純で平和な田舎生活に帰りたい、ただそれだけになっていた。
	独りで高所に座り、木製の笛を奏でる度、彼女はただただ風が笛の音を故郷に運んでくれることを願うばかりだ。そうすれば、自分も風とともに故郷へ帰れるかのように。
	
	もちろん、感染者になった以上、昔の生活に戻るなど到底不可能であることを、彼女は誰よりもよくわかっている。

	Archive File 4 :
	Fartooth's experiences are by no means unusual; like all Infected knights, she had to strive far harder than the vast majority if she wished to obtain formal knight qualification. It's hard to imagine how this girl of such unassuming stature survived through the bloodiness of the illegal tournaments, or how she struggled to obtain her knighthood, how she could finally make a brilliant show in the preliminaries, and obtain a title so quickly.
	And though there was much controversy as this lone girl barged her way into the Major, she had some supporters of her own too, as well as a considerable income. In the masses' eyes, past the living exception of the Blood Knight, there was no better outcome for an Infected knight than this.
	But for Fartooth herself, all this may not have been so important. No matter if she wanted to found her own Knightclub, or agreed to join Pinus Sylvestris, it all went far in showing she wanted something more than simple fame or wealth.
	She was now a knight. Had Justyna the village girl's dream really come true? She'd become Infected, then once again found hope, had narrowly climbed up on this thin, thin thread, but the higher she climbed, the more she came in touch with the other side of the knights she'd once yearned after. Now in the present, perhaps more than any riches or renown, more than any chivalric glory that once was her dream, Justyna simply wants to return home.
	In her time receiving treatment at Rhodes Island, Fartooth spends most of her time on the upper deck, except when she's with her Knightclub fellows. There, she recalls how she used to work in the fields, saving the money to buy her first longbow, fantasizing about her gallant figure as she wielded it someday. She reminisces on the haystacks that smelt of sunshine, on the wind brushing past her ears, and her friends and family that would listen as she blew folk songs. Yet by the time she could be as gallant as she dreamed, she now only wanted to return to those simple, peaceful countryside days.
	When she sits alone high up, playing her carved recorder, she only hopes that somehow the wind will carry her flutesong back home, just as if she could return home with it.
	
	Of course, Justyna is clearer than anyone that for Infected, returning to past life is little more than a wild hope.

	파일 자료 4 :
	    파투스의 경력은 그리 특별하지 않다. 다른 감염자 기사와 마찬가지로 정식 기사 자격을 얻기 위해 그녀는 평범한 사람보다 몇 배의 노력을 해야 했다. 신체적인 우위가 없는 이런 소녀가 어떻게 피비린내 나는 불법 경기장에서 살아남고, 어떻게 기사 자격까지 얻고, 어떻게 토너먼트 예선전에서 두각을 드러내 인기의 선두주자로 자리 잡아 칭호를 얻게 되었는지 상상이 가지 않는다.
	    게다가 이 소녀는 토너먼트에 진출해 수많은 논란을 낳았지만, 그만큼 많은 지지자를 얻고 적지 않은 수입을 올렸으니, 예외로 여겨지는 피의 기사를 제외하면 대중들이 보기에 감염자 기사가 얻을 수 있는 최고의 결과는 이 정도라 할 수 있겠다.
	    하지만 파투스에게 있어 이 모든 것은 그다지 중요하지 않을지도 모른다. 자신이 기사단을 창설하려 한 것이나 피누스 실베스트리스 기사단에 가입한 것을 보면, 이것들은 파투스가 원하는 게 명성이나 재물 같은 단순한 것이 아님을 보여준다.
	    이제는 어엿한 한 명의 기사지만, 정말 이걸로 시골 소녀 저스티나의 꿈이 실현된 걸까? 감염자가 되고 절망 속에서 한 가닥 희망을 다시 발견한 후에 그 가느다란 줄을 부여잡고 기어 올라갔건만, 올라갈수록 동경했었던 기사의 이면을 접하게 되었다. 어쩌면 이제 저스티나는 부나 명성, 동경했던 기사의 영광보다는 그저 집에 돌아가는 것을 바라고 있을지도 모른다.
	    로도스 아일랜드에서 치료를 받는 동안, 기사단의 동료와 있을 때를 제외하면 파투스는 줄곧 아무도 없는 함교 상층부에 있곤 했다. 그곳에서 그녀는 첫 번째 장궁을 사기 위해 밭에서 일을 할 때, 장래에 자신이 얼마나 멋진 기술을 쓰게 될지 상상하던 시절을 떠올렸다. 그녀는 햇빛 냄새가 나는 건초 더미가 그리웠고, 귓가를 스치는 바람이 그리웠으며, 그녀가 부는 풀피리를 들어주던 친구들이 그리웠다. 정작 이제 멋진 기술을 쓸 수 있는 때가 되자, 오히려 그녀는 단순하고 조용한 시골 생활로 돌아가고 싶다고 생각하게 되었다.
	    높은 곳에 홀로 앉아 풀피리를 불 때면, 그녀는 바람이 피리 소리를 싣고 고향으로 돌아갈 수 있길 바랐으며 자신도 그렇게 고향으로 돌아가고 싶어 했다.
	
