ID:
	char_383_snsant
	    용문 출신인 오퍼레이터 스노우상트는 과거 컬럼비아의 한 신기술개발구역에서 다양한 과학기술연구를 진행한 경력이 있다.
	    이후 용문으로 돌아와 근무하던 중, 로도스 아일랜드와 계약을 맺게 되었다.

———————————————————————————————

	临床诊断分析 :
	造影检测结果显示，该干员体内脏器轮廓清晰，未见异常阴影，循环系统内源石颗粒检测未见异常，无矿石病感染迹象，现阶段可确认为非矿石病感染者。
	
	【体细胞与源石融合率】0%
	干员雪雉没有被源石感染的迹象。
	
	【血液源石结晶密度】0.14u/L
	干员雪雉由于科研工作等原因偶尔接触源石，尚无感染风险，需要注意定期检查。

	健康診断 :
	造影検査の結果、臓器の輪郭は明瞭で異常陰影も認められない。循環器系源石顆粒検査においても、同じく鉱石病の兆候は認められない。以上の結果から、現時点では鉱石病未感染と判定。
	
	【源石融合率】0%
	鉱石病の兆候は見られない。
	
	【血液中源石密度】0.14u/L
	研究などでたまに源石と接触するが、現時点では感染のリスクは低い。定期検査が必要。

	Clinical Analysis :
	Imaging tests reveal clear, normal outlines of internal organs, and no abnormal shadows have been detected. Originium granules have not been detected in the circulatory system and there are no other signs of infection. At this time, this operator can be confirmed to be uninfected.
	
	[Cell-Originium Assimilation] 0%
	Operator Snowsant shows no signs of Oripathy infection.
	
	[Blood Originium-Crystal Density] 0.14u/L
	Due to scientific research and related reasons, Snowsant comes into contact with Originium on occasion. Though there is almost no risk of infection, regular inspections are still required.

	임상 진단 분석 :
	    방사선 검사 결과, 본 오퍼레이터는 내장 기관의 윤곽이 선명하며, 비정상적인 음영이 존재하지 않는 것으로 확인됨. 순환 계통 내 오리지늄 입자 검사 결과 이상 없음, 광석병 감염 증세 없음, 현단계로서는 광석병 비감염자로 확인됨.
	
	[체세포와 오리지늄 융합률] 0%
	오퍼레이터 스노우상트는 광석병에 감염된 흔적이 없음.
	
	[혈중 오리지늄 결정 밀도] 0.14u/L
	오퍼레이터 스노우상트는 과학기술 연구 등의 목적으로 가끔씩 오리지늄과 접촉하지만 아직 감염의 위험성은 없어 보임. 차후 정기적 검진 필요.

———————————————————————————————

	档案资料一 :
	天生的努力家，出身下层的她，仅靠着自己的努力自学成才，并投入辛苦积攒下来的些微积蓄，赴哥伦比亚追寻梦想。
	根据履历调查，雪雉曾在哥伦比亚的某个知名高新科技开发区落脚，并在一处名声不显的私人研究所担任研究员。由于该研究所的规模和成果实在无法引人注目，我们曾一度轻视过雪雉在科研层面的能力。
	但当我们仔细阅读过那些名为“超级方便的扫地机器人改进方案”以及“绝对不会松掉的机械钩爪（还没想好用途）”的文件后，所有人都对雪雉有了新的认知。
	毕竟，对待任何一件兴许无关紧要的小事都要全力以赴的态度，最能让人感受到雪雉对待工作的热情与活力。以及，大概是长期遭到排挤而没有机会接触高新技术领域的缘故使她最自己产生了误解，其实雪雉远比她自己想象的要有天赋。比起那些才华横溢的天才，一个踏踏实实从不停下脚步的研究员，似乎更值得罗德岛关注。

	第一資料 :
	彼女は生まれつきの努力家である。下層階級出身の彼女は独学で研究者になり、夢を追うために苦労して得られたわずかな貯金を注ぎ込み、クルビアに赴いた。
	履歴調査によると、スノーズントはかつてクルビアの有名なハイテクゾーンに定住し、ある個人研究所で研究員として働いていた。研究所は規模が小さく、目覚しい成果もなかったため、我々は一度、彼女の研究能力を過小評価していた。
	しかし、「超便利・掃除ロボット改善案」や「絶対緩まない機械式フック（用途はまだ考えていない）」をはじめとした彼女の研究ファイルを読み込むと、全ての人が彼女への認識を改めた。
	それは、どんな些細なことに対しても全力を尽くす態度が、彼女の仕事への情熱と活力を表しているからだ。また、長い間排斥を受けて、最先端の技術に触れる機会がなかったためか、彼女は自分の能力を過小評価していた。実際、彼女は本人が思っているよりも遥かに優れた才能の持ち主だ。そして、才能にかまけている天才より、地道な努力を惜しまない研究者の方が、ロドスの目を引けそうだ。

	Archive File 1 :
	A hard worker from birth, Snowsant was born into the lower class and became a self-taught student only through her own efforts. She invested her hard-earned savings to head to Columbia to pursue her dreams.
	According to an investigation into her resume, Snowsant once settled in a well-known high-tech development zone in Columbia, working as a researcher in a notorious private research institute. Since this small-scale institute did not produce any results of importance, we once dismissed her research capabilities.
	But when we delved into the papers titled 'Next-Generation Convenience Improvements for Floor-Sweeping Robots' and 'A Mechanical Clawhook That Will Never Become Loose (Haven't Thought of a Good Use Yet),' we came to reevaluate Snowsant in a different light.
	After all, nothing serves as a better testimony to Snowsant's vigorous and enthusiastic work ethic than the fact that she went all-out even when researching things that probably don't matter at all. This misunderstanding was likely caused by the fact that she was excluded from the field for a long period of time, and did not have the opportunity to enter the high-tech field. In fact, Snowsant is even more talented than she is aware of. Compared to those geniuses that are prone to crashing and burning, a steadfast researcher who has never stopped inching forward seems to be more worthy of Rhodes Island's attention.

	파일 자료 1 :
	    하층민 출신이지만 타고난 노력형 인재였던 그녀는 자신의 힘으로 공부하고, 자신의 꿈을 위해 돈을 모아 컬럼비아로 향했다.
	    이력서 상의 내용에 따르면, 스노우상트는 과거 컬럼비아의 신기술개발구역에 위치한 평범한 사립 연구소에서 연구원으로 근무한 적이 있다고 한다. 연구소의 규모나 성과가 두드러진 편이 아니었기에, 한때 우리는 스노우상트의 연구 능력을 과소평가한 적이 있었다. 하지만 '엄청나게 편리한 청소기 로봇에 대한 개선안'과 '절대 풀리지 않는 기계식 고리(용도는 아직 미정)'에 대한 연구 문건을 확인한 후에는 모두들 스노우상트를 다시 보게 되었다.
	    관심사가 아니거나 사소한 일이더라도 전력을 다하는 스노우상트의 태도를 통해, 우리는 그녀의 일에 대한 열정과 에너지를 확인할 수 있었다. 게다가 오랫동안 배척을 당해 신기술을 접할 기회가 적었을 뿐, 스노우상트는 사실 자신이 생각하는 것보다 훨씬 더 뛰어난 재능을 지니고 있다. 하늘이 내린 천재들과 비교했을 때, 로도스 아일랜드는 한 걸음 한 걸음 착실히 앞으로 나아가는 스타일의 연구원에게 보다 많은 관심을 가져야 할 것이다.

———————————————————————————————

	档案资料二 :
	“雪雉的硬币”这个故事曾一度在年轻的干员之间流行起来，当然，没有任何恶意。
	起因是雪雉在面对杜宾教官长达数十分钟的讲话过程中，始终盯着杜宾教官脚下的某个位置，起初，大家只以为是雪雉的性格使然，但后来，等到杜宾教官结束讲话的那一刻，雪雉立刻走到了杜宾教官身旁，从未有人见过如此积极的雪雉。然后，她捡起了地上的一枚硬币——众目睽睽之下，就那样弯腰，再起身。就连杜宾教官也没有立刻反应过来。随后，似乎是意识到了自己的失礼举动，雪雉在原地呆站了好几秒，才在众人诧异的目光下有些颤抖地坐回座位上。
	后来我们知道，她的零钱包破了个小洞，而里面装满了她省吃俭用积攒下来的硬币。令人惊奇的是，虽然雪雉为了那一枚硬币在整场会议过程中都坐立不安，但她所记录的笔记却几乎和杜宾教官的讲义内容一字不差。这种认真的态度真希望那些开会睡觉的干员们好好学学。
	尽管有些时候，雪雉的勤俭已经到了让人担心她身体健康的程度，不过大部分人还是会抱着满怀暖意的目光，看着柔弱的少女叼着白馒头埋头工作吧。

	第二資料 :
	「スノーズントのコイン」という話が、一時期若いオペレーターたちの間で流行っていた。勿論、悪意は一切ない。
	経緯としては、ドーベルマンが講義を行っている数十分間、スノーズントはずっとドーベルマンの足元を見つめていた。最初、周りは彼女の性格によるものかと思っていたが、講義が終わる瞬間、彼女はすぐにドーベルマンのそばに行き――こんな積極的な彼女を誰も見たことはなかった――そして皆の注目の中で腰を屈め、地面にあるコインを拾い上げ、また立ち上がった。この一連の行動はあまりにも突然で、ドーベルマンですらすぐには反応できなかった。その後彼女は、自身の失礼な行動に気づいたのか、数秒間そこで立ち尽くし、そして怪訝の眼差しを向けられる中、身体を震わせながら席に戻ったのだった。
	後に判明した事実だが、普段節約して貯めたコインが入っている彼女の小銭入れに小さな穴が空いたのだ。しかし驚くべきことに、講義中コインが気になって仕方なかっただろうが、それでも彼女のノートには講義の内容が完璧に記録されていた。この真面目な態度は、一部の会議中居眠りするオペレーターたちには見習ってほしいものだ。
	時々彼女のあまりの倹約ぶりに、時々健康面の心配をする者たちもいるが、大半の者は、パンをくわえながら仕事に没頭する彼女を暖かい目で見守るだろう。

	Archive File 2 :
	The story of 'Snowsant's Coin' was once popular among younger Operators, without any malicious intent of course.
	Once, during one of Dobermann's speeches that dragged on for dozens of minutes, Snowsant's eyes were fixated upon the instructor's feet the entire time. As soon as Dobermann concluded her speech, Snowsant immediately shot up and approached Dobermann - nobody had ever seen her move so quickly before. Then, she bent over - in front of everyone in the room, picked up a coin, and stood back up. Even Dobermann did not know how to react at that time. Though Snowsant quickly seemed to realize her rude behavior, she stood there for a few seconds before shuffling back to her seat, trembling in front of the whole room.
	We later learned that her purse had a small hole in it, and the purse was filled with coins that she had painstakingly scrounged up. Surprisingly, though Snowsant was fidgeting around for the coin almost the entire meeting, her notes were almost identical to what was given by Dobermann. We hope that the Operators prone to falling asleep during meetings can learn a thing or two from her diligence.
	Although sometimes this diligence reaches a level that makes others worried about her health, most Operators watch over her fondly as this frail girl carefully and painstakingly goes about her work.

	파일 자료 2 :
	    '스노우상트의 동전' 이야기가 한때 젊은 오퍼레이터들 사이에서 유행한 적이 있다. 물론 별다른 악의는 없지만 말이다.
	    사건의 발단은 어느 날 스노우상트가 도베르만 교관을 대면할 때 수십 초 동안의 대화 중 줄곧 도베르만 교관의 발 아래 어느 지점만을 바라보았던 것인데, 처음에는 모두들 이 행위가 스노우상트에게 있는 어떤 습관 같은 것이라 생각하였다. 그러나 도베르만 교관의 말이 끝나는 순간, 스노우상트가 도베르만 교관 쪽으로 접근해갔다. 그렇게 적극적인 스노우상트의 모습은 이제까지 어느 누구도 본 적이 없는 것이었다. 그리고, 스노우상트는 땅에 떨어져 있던 동전을 주웠다. 모두들 이 광경을 지켜보고 있었고, 스노우상트는 허리를 굽혔다가 다시 일어났다. 심지어는 도베르만 교관조차도 어안이 벙벙해져 제대로 반응을 못하고 있었다. 곧이어 스노우상트는 자신의 행동이 실례되는 행위였음을 알아채고는 수초 간 자리에서 멍하니 서있다가, 다른 사람들의 이상한 시선 속에서 바들바들 떨면서 원래의 자리로 돌아갔다.
	    사실 그녀가 절약하며 모았던 동전이 가득 찬 지갑이 너무 낡아버린 나머지 구멍이 났었고, 그래서 떨어뜨린 동전 한닢이 그만 도베르만 교관의 발 밑에 떨어졌던 게 사건의 전말이었다는 점은 나중에서야 알게 된 사실이다. 놀라운 사실은, 스노우상트가 그 동전 하나를 떨어뜨린 것 때문에 회의 내내 좌불안석이었음에도 불구하고, 그녀가 필기한 노트 상의 내용은 도베르만 교관의 강의 내용과 토시 하나 틀리지 않았다는 점이다. 이런 성실한 태도는 회의만 시작하면 잠들어버리는 일부 오퍼레이터들이 잘 보고 배워야 할 것이다.
	    사람들로 하여금 자신의 건강을 걱정하게 할만큼 근면한 모습을 보이는 스노우상트지만, 이 가녀린 소녀가 하얀 만두를 입에 물고 일에 몰두하는 모습을 대부분의 사람들은 따뜻한 시선으로 지켜보고있다.

———————————————————————————————

	档案资料三 :
	不知为何，杰西卡小姐和雪雉小姐的关系很好。
	在某次器械维护工作中，杰西卡与雪雉攀谈了起来。兴许是两位少女共同的性质，善良、努力、兢兢业业，让她们迅速理解了对方，并同情且钦佩对方的遭遇。
	当然，在外人看来，这两人柔弱的部分也惊人的相似，两人的身边都聚集了太多逸才，使得他们都错误的低估着自己的能力，却又坚持着自己的倔强，努力进步着。
	不过，尽管互相理解并迅速成为知己，在得知杰西卡小姐每月在枪械武器及源石子弹方面的开销金额时，雪雉一度对货币的换算以及基本的数学常识产生了质疑。如果看到雪雉和杰西卡小姐一同进餐的时候她面前的餐盘空无一物，也不用感到惊讶。杰西卡小姐当然有能力帮助雪雉，但是她也深知雪雉为了理想而做出牺牲的可贵之处，也许，她们两人真的能互相成为对方的精神支柱吧。

	第三資料 :
	どういうわけか、スノーズントはジェシカとは仲良しである。
	ある日の機械メンテナンスの作業中、二人は話し込んでいた。善良さ、勤勉さ、誠実さ——二人の少女に多くの共通点があった。彼女たちはすぐに理解し合い、お互いの経歴に共感を持つようになった。
	勿論、傍から見れば、二人の「気弱い」ところも激似している。どちらも天才たちに囲まれているため、自身を過小評価し劣等感を持っているが、それでも諦めずに努力し、一歩一歩と前進している。
	二人はお互いを理解し、早速親友となっているが、ジェシカの武器と源石弾への毎月の支出額を知った後、スノーズントは自らの通貨換算と基本的な数学知識を疑ったという。彼女とジェシカが一緒に食事をする際、目の前の皿が空っぽになっていることに驚く必要はない。勿論ジェシカはスノーズントの生活を支援することはできるが、彼女の理想のためになら犠牲を厭わない貴さも知っている。もしかしたら、二人は本当の意味でお互いの精神的支えとなれるのかもしれない。

	Archive File 3 :
	Somehow, Miss Jessica and Miss Snowsant have developed a good relationship.
	During a certain equipment maintenance job, Jessica struck up a conversation with Snowsant. Perhaps due to their shared similarities - both girls being kind, hard-working, and conscientious, the two quickly came to understand each other, and sympathized with and admired each others' experiences.
	Of course, in the eyes of outsiders, these two girls also have strikingly similar weaknesses. There are too many talented people surrounding them, which makes them underestimate their abilities, and they compensate through an almost stubborn work ethic, taking one step at a time.
	However, despite understanding each other in many regards and confiding in each other, after learning about Jessica's monthly expenditures on firearms, equipment, and Originium bullets, Snowsant once questioned Jessica's grasp of currency and basic mathematical knowledge. If you see the two eating together at a cafeteria, don't be surprised if you see Snowsant with an empty tray in front of her. While Jessica is certainly capable of helping Snowsant financially, she also knows the value of the sacrifices Snowsant is willing to make for her ideals. Perhaps, the two of them really can become each others' emotional pillar of support.

	파일 자료 3 :
	    이유는 잘 모르지만, 제시카와 스노우상트는 사이가 좋다. 제시카와 스노우상트가 처음 대화를 나눈 건 어느 날 있었던 기계 정비 작업 때였는데, 아무래도 착하고 근면성실한 두 소녀의 성격 상 서로 공감할 수 있는 부분이 많아서, 상대를 빠르게 이해하고, 동정하기도 하고, 서로의 어려움에 대해 공감할 수 있었던 게 아닐까 싶다.
	    물론 다른 사람들 눈에 이 두 사람의 연약한 모습은 놀라울 정도로 닮아있다. 주변에 있는 수많은 인재들 때문에 스스로의 능력을 과소평가하기는 하지만, 이런 상황에서도 자신의 의지를 굽히지 않고 전진해가는 모습까지 말이다.
	    서로에 대한 이해를 바탕으로 빠르게 친구 사이가 된 두 사람이지만, 스노우상트가 제시카가 매월 총기와 오리지늄 탄환에 지출하는 금액 규모를 알게 되었을 때, 스노우상트는 자신이 알고있는 화폐의 가치와 기본적인 산수 지식에 문제가 있는 것이 아닌지 의문을 품었다. 만약 스노우상트가 제시카와 함께 식사를 하는 동안, 그녀 앞의 식판이 텅텅 비어있더라도 놀랄 필요는 없으리라.
	    제시카는 물론 스노우상트를 도와줄 여건이 되지만, 자신의 목표를 위해 고생을 마다하지 않는 스노우상트의 인생관을 존중해 주고 있다. 어쩌면 이 두 사람은, 진정으로 서로를 이해해 줄 수 있는 소울메이트가 될 수 있지 않을까 싶다.

———————————————————————————————

	档案资料四 :
	如果罗德岛有什么“勤俭节约标兵”的话，那想必非雪雉莫属。
	据本人所述，在远赴哥伦比亚之前，雪雉曾在龙门过着“食不果腹”的生活，而即使靠着奖学金和研究所的工资有所缓和之后，她也为了自己独立研发项目的经费而变得更加节约。
	类似于出门关灯，废料回收之类的事情自不必说，雪雉甚至对于每天的开销有着细微到小数点的计算和规划。而在克扣了严谨的科研用资金，并尽可能压榨了自己的生活费后，如果还能有盈余，雪雉则会全部寄往家乡。
	值得一提的是雪雉随身携带的工业用钩爪。据悉，这个钩爪是雪雉离开龙门前首次独立完成的科研成果，明显，雪雉并不懂得如何利用专利权与推广手段来为自己谋利，她只是带着这款钩爪参加了某个地区性的工业设计比赛，并靠着那好像在欺诈似的微薄奖金，购买了一张前往哥伦比亚的车票，开始了追梦之旅。
	雪雉对自己的能力并不是那么自信，殊不知早在那时开始，一些真正明白努力价值的成功者，就已经开始悄然关注这位勤勉的努力家，并在合适的时机，邀请她回到了龙门。

	第四資料 :
	もしロドスに「模範倹約家」というものがあれば、スノーズントよりこの称号に相応しい者はいないだろう。
	本人によると、クルビアに行く前に、彼女は龍門で極貧生活を送っていたという。奨学金や研究所からの給与である程度の改善があったが、独自の研究プロジェクトの開発費用を捻出するため、彼女は更にハードな節約生活を送るようになった。
	外出時の電気消し、廃棄物のリサイクルなどのことは言うまでもないが、彼女は毎日の出費を小数点まで計算と計画している。研究資金を差し引き、可能な限り生活費を圧縮し、それでも余剰がある場合、彼女はそれを全部故郷に送るのだ。
	特筆すべきなのは彼女が持ち歩いている工業用フック。このフックは、スノーズントが龍門を離れる前に独自に完成させた最初の研究成果だという。どうやら特許権とプロモーションを利用し、自分に利益をもたらす方法を知らない彼女は、このフックでとある地区の工業デザインコンテストに参加し、雀の涙程度の賞金を手に入れた。この賞金でクルビアへの切符を購入し、彼女は夢を追う旅を始めた。
	自分の能力に自信を持てなかったスノーズントだが、実はその時から、彼女の価値を理解している成功者たちの注目を集めていたのだ。そして彼らは程よいタイミングで、彼女に龍門に戻るように働きかけたのだった。

	Archive File 4 :
	If Rhodes Island has a 'paragon of frugality,' that would be none other than Snowsant.
	According to her own account, before traveling to Columbia, she lived a bare-bones life in Lungmen. Even after her scholarships and salary from the research institute eased her financial burdens, she continued her frugality in order to fund her independent research and development projects.
	From the smallest of things, such as turning off the lights before going outside or recycling whatever she could, Snowsant had precise calculations and plans for all her daily expenses. After rigorously withholding what she needed for her research funds and squeezing anything out of her living expenses, she would send whatever was left over back to her hometown.
	It is worth mentioning the industrial clawhooks that Snowsant carries with her. Reportedly, this clawhook is the first scientific achievement that Snowsant made by herself before leaving Lungmen. Obviously, she had no idea how to use patent rights and marketing to turn a profit for herself. She simply took this clawhook to participate in a certain regional industrial design competition, relying on the meager proceeds to buy a one-way ticket to Columbia to begin chasing her dreams.
	Snowsant has little confidence in her abilities, and though I don't know when, some very successful people who understood the value of her quiet diligence turned their attention towards her and invited her back to Lungmen when the time was right.

	파일 자료 4 :
	    로도스 아일랜드에서 근검절약의 표본과 같은 인물이 누구냐고 묻는다면, 그 대답은 당연히 스노우상트일 것이다.
	    본인의 설명에 따르면,  컬럼비아로 유학을 떠나기 전 스노우상트는 용문에서 밥도 배불리 먹지 못할 정도로 형편이 어려웠다고 한다. 장학금과 연구소에서 받은 급여 덕분에 상황은 어느 정도 개선되었으나, 그녀는 자신만의 독립 연구 개발 프로젝트의 경비를 모으기 위해 더욱더 절약을 하게 되었다.
	    집을 나설 때 불을 끈다던지, 폐품을 수집하는 일 같은 건 두말할 필요도 없다. 스노우상트는 하루의 지출 계획을 소수점 단위로까지 세세하게 다 계산한다. 연구 자금을 위해 생활비를 최대한으로 줄이고, 그래도 남는 돈이 있다면 전부 고향으로 보낸다.
	    스노우상트가 늘 휴대하고 있는 공업용 갈고리는 확실히 짚고 넘어갈만하다. 이 갈고리는 스노우상트가 용문을 떠나기 전에 처음 독립적으로 얻어낸 연구의 성과물인데, 스노우상트는 특허권을 통해 자신의 권익을 보호하는 법 따위는 전혀 모르고 있었다. 그녀는 이 갈고리를 가지고 어느 지역의 공업 디자인 공모전에 참가하여 획득한 쥐꼬리만큼의 상금을 이용하여 컬럼비아로 향하는 기차표를 끊어, 자신의 꿈을 쫓기 위한 여정을 시작하였다.
	    그때도 스노우상트 본인은 자신의 능력에 대해 확신이 없었지만, 땀의 가치를 인정하는 성공한 선배들은 근면성실한 스노우상트를 이미 주목하고 있었고, 차후 적절한 시기에 그녀를 용문으로 다시 불러들일 계획을 세우고 있었다.

———————————————————————————————

	晋升记录 :
	在哥伦比亚最艰苦的时光里，雪雉曾因歧视与排挤而一再错失获得更多研究空间的机会。当雪雉得知自己为数不多的科研成果被研究所剽窃，并以另一个人的名字注册并取得科研资金的时候，她只能无助地漫步在哥伦比亚喧嚣的街头。万念俱灰之下，她取出了祖母在她离开龙门时给她的锦囊妙计，而里面只有一张写着“天道酬勤”的纸条。
	尽管对于此情此景毫无用处，雪雉还是振作了起来，并将之随身珍存。
	天道酬勤，一语成箴。
	三天之后，雪雉就收到了来自龙门高层的邀请，即使研究所方面后知后觉地出资挽留，也被雪雉婉拒，带着前所未有的憧憬重回故乡。

	昇進記録 :
	クルビアで最も困難な時期に、スノーズントは差別と排斥によって、より多くの研究支援を獲得する機会を何度も逃した。自分の数少ない研究成果を研究所が盗用し、他人の名義で登録し研究資金を獲得したことを知った彼女は、あまりに無力であることを思い知り、クルビアの街中を彷徨った。絶望の中、彼女は龍門を去る際に祖母からもらった知恵袋を開いた。中に入ったは「努力は必ず報われる」というメッセージを書いた紙一枚のみだった。
	それで状況が好転するとは思えなかったが、彼女は自らを奮い立たせると、その紙を大切にしまいこんだ。
	努力は必ず報われる。それはまことなる言葉。
	その三日後、スノーズントの元に龍門の上層部からのオファーが届いた。後知恵の研究所は報酬を提示し彼女を引き止めようとするが、彼女はそれを丁重に断り、かつてないほどの期待に胸を躍らせ、故郷に帰還した。

	Promotion Record :
	During her hardest time in Columbia, Snowsant repeatedly missed research opportunities due to exclusion and discrimination. When Snowsant learned that the few scientific achievements she made had been plagiarized by the institute and registered under another person's name to secure research funds, she could only helplessly shuffle through the bustling streets of Columbia. Under the crushing weight of utter disappointment, she took out the lucky charm bag that her grandmother had prepared for her. Within it was but a piece of paper with the four words: 'Heaven rewards the hardworking.'
	Though useless for her situation, Snowsant cheered up and found solace in those words.
	Heaven rewards the hardworking, and the proverb became reality.
	Three days later, Snowsant received an invitation from officials in Lungmen's upper echelons. Though the research institute tried to persuade her to stay upon learning this news, Snowsant eventually rejected the institute's offer and returned to her hometown with a deep longing in her heart.

	승진 기록 :
	    컬럼비아에서 가장 힘들었던 시절, 스노우상트는 차별과 배척으로 인해 더 많은 연구에 참여할 수 있는 기회를 여러 차례 놓치고 말았다. 스노우상트의 몇 안 되는 연구 성과가 연구소에 의해 도용되고, 연구 자금도 연구소에 빼앗겼다는 사실을 알았을 때도, 그녀는 간단한 대응조차 못 한 채 그저 컬럼비아의 시끌벅적한 거리를 해메일 뿐이었다. 모든 계획이 망가져버린 그때, 그녀는 할머니가 용문을 떠나면서 자신에게 남긴 보자기를 꺼내보았는데, 그 안에는 '하늘은 스스로 돕는 자를 돕는다'라는 문구가 적힌 한 장의 메모만이 들어있었다.
	    비록 현재 상황에서 아무런 도움이 되지 않는 말이긴 했지만, 스노우상트는 기운을 차리고 그 메모를 소중히 간직하기로 하였다.
	    하늘은 스스로 돕는 자를 돕는다. 3일 후 스노우상트는 용문 고위 관계자로부터 스카우트 제의를 받게 되었고, 연구소에서 뒤늦게 이 사실을 알고 높은 연봉을 제시하여 그녀를 붙잡아 두려 했지만, 스노우상트에게 퇴짜를 맞고 말았다. 이렇게 해서 스노우상트는, 전에는 느껴보지 못했던 들뜬 마음으로 고향으로 돌아오게 되었다.
