ID:
	char_003_kalts
	ケルシー、ロドスの上層部管理者の一人であり、ロドス医療事業のリーダーである。冶金学、社会学、アーツ学、考古学、歴史系譜学、経済学、植物学、地質学などの領域において広く深い見識を持つ。ロドスの一部作戦では医療要員として医学理論補助及び応急医療機材の提供を行うと同時に、ロドスの戦略指揮において重要な一人として各事業で活躍している。

	Profile :
	Kal'tsit, one of Rhodes Island's high-level administrative crew, and leader to Rhodes Island's medical projects. Profoundly learned in metallurgy, sociology, Originium Arts, archaeology, history and genealogy, economics, botany, geology, and other fields. In a portion of Rhodes Island operations, provides medical theory assistance and emergency aid apparatus as medical personnel. Simultaneously, active in many projects as a major constituent of Rhodes Island's command system.

	프로필 :
	    로도스 아일랜드의 고위 관리 인원 중 한 명이자, 로도스 아일랜드 의료 프로젝트의 리더이기도 한 켈시는 금속 공업과 사회학, 오리지늄 아츠, 고고학, 역사 계보학, 경제학, 식물학, 지질학 등 다양한 영역에 걸쳐 해박한 지식을 갖고 있다. 로도스 아일랜드의 일부 작전에서는 의료 인원 자격으로 의학 이론 협조 및 응급 의료 기기를 제공하기도 하는 등 켈시는 여러 분야에서 로도스 아일랜드의 전략 지휘 시스템의 중요 멤버로서 활약하고 있다.

———————————————————————————————

	临床诊断分析 :
	“我的诊断结果由我自己判断，各位应该把注意力放在其他需要帮助的感染者身上”。
	凯尔希这么和我说的，但从第一个字儿开始我就认定这是糊弄我的废话。
	要记住，有的人，就是需要别人去帮她的。凯尔希就是那种不在乎自己的人，她之所以还活着是因为她判断自己在做成一些事儿之前不能死。她把自己的底线设得太低。
	当然，当然，她很强啦。每个人都认定凯尔希在自己的专业也有话语权，我们这些有个几年工作经验的心里也明白得很。只不过，有的人不是需要专业建议......是需要放松一下。
	有的人是不需要别人伸出援手，但这不是说他们就该孑然一身了。我说的帮，就是告诉他们，他们身边还有别人在。
	如果你能看见这份留言，应该说明了你还是很关心她的。
	所以，好好干吧，加油。可别光让可露希尔一个人耍宝。
	以及，是的，凯尔希真的不让人给她做体检。
	——在分析报告原本的地址出现的神秘留言，署名是人事部■■■

	健康診断 :
	「私の診断結果は私が自ら判断しよう。諸君は他の助けを必要としている感染者に力を注いでくれ。」
	ケルシーはそう言ってくれたが、最初の一言からして私をごまかそうとしている無駄話だって気づいたよ。
	覚えておきなさい。誰かの助けが欠かせないというタイプの人間もいるってことを。ケルシーがまさにそう、自分のことはどうでもいい人だ。それがなぜ今まで生きているのかというと、単にやらなければならないことをやり遂げるまで死んではいけないと自分で判断しているからだ。自分を粗末に扱いすぎている。
	もちろん、もちろんさ、彼女は強い。ケルシーならば自分の専門分野にも発言権を持っていると誰もが認めている。私らのような何年か仕事の経験がある人間だってそれはわかっている。でもね、一部の人間が必要としているのは専門家のアドバイスではなくて……ただただリラックスすることだよ。
	他者の助けを必要としないという人は確かにいる。だけどだからといってそんな人たちが孤独であるべきだなんていうことはない。助けるって言っても、彼らに寄り添って、君はひとりじゃないよと教えてあげることだ。
	もしこのメッセージを目にすることができるのなら、それはあなたがケルシーをそれなりに気にかけているという証明だろう。
	だから、しゃんとして、頑張りなさい。クロージャばっかりに好き勝手させないことだ。
	それと、そう、ケルシーは誰にも彼女の身体検査をさせないのは本当だ。
	――分析報告が載っているはずのページに現れた謎のメッセージ。署名は人事部■■■

	Clinical Analysis :
	'My diagnostic conclusions are left to my own judgment. Your attention should all be placed on other Infected in need of assistance.'
	Kal'tsit told me this, but from the very first word, I was sure it was a throwaway line meant to throw me off.
	Remember, there are some who require others to go and help them. Kal'tsit is the sort of person who doesn't care about herself; the reason she's still alive is because she's determined there are some things she has to accomplish before she dies. She's set her own baseline too low.
	Yes, yes, she's very strong. Everyone believes Kal'tsit deserves to speak for herself in their own specialties—those of us with years of work experience get that, we do. It's just that it's not specialist proposals some need... it's to relax a little.
	And some don't need others to extend a helping hand, but that's not to say they should be all alone instead. By help, I mean to tell them—there are others by their side.
	If you can see this message, that should mean you care about her very much.
	So, keep it up. Fight on. Don't leave it all up to Closure to make a show.
	Also, yeah, Kal'tsit really doesn't let people give her physical exams.
	—Mysterious message that appeared at the analysis report's original address, signed by ■■■ of the HR Department.

	임상 진단 분석 :
	    “내 진단 결과는 내가 알아서 판단할 테니, 너희는 도움이 필요한 다른 감염자에게 신경을 좀 더 써 줘.”
	    켈시는 내게 이렇게 말했지만, 듣는 순간부터 나는 이 말이 나를 속이기 위한 헛소리라고 확신했다.
	    반드시 누군가의 도움이 필요한 사람들이 있다. 켈시가 바로 자신을 신경 쓰지 않는 그런 타입이다. 켈시가 아직 살아있는 이유도 어떤 일을 해내기 전에는 죽을 수 없다는 켈시 스스로의 판단 때문이다. 켈시는 자신의 마지노선을 너무 낮게 잡고 있다.
	    켈시는 매우 강하다. 켈시가 자신의 전문 분야에서 발언권이 있다는 것은 몇 년 동안 근무한 우리들 누구라도 인정하고 있다. 다만 켈시 같은 사람에게 필요한 것은 전문적인 조언이 아닌…… 휴식이라는 것이다.
	    다른 사람이 내미는 도움의 손길이 필요 없는 사람도 있지만, 그렇다고 그 사람을 홀로 남겨둬야 한다는 말은 아니다. 내가 말하는 도움이라는 건, 그 사람에게 자신 곁에 다른 사람도 있다는 사실을 알려주는 것이다.
	    당신이 이 메모를 봤다는 것은 아마 당신도 켈시를 걱정하고 있기 때문이라 생각한다.
	    그러니 클로저 혼자 애쓰게 하지 말고 좀 더 켈시에게 관심을 가져주기를 바란다.
	    그리고 하나 더, 켈시는 진짜 자신에 대한 다른 사람들의 검진을 거부하고 있다.
	——분석 보고서 원본 주소에 나타난 비밀스러운 메모, 서명인은 인사부의 ■■■

———————————————————————————————

	档案资料一 :
	哥伦比亚，新鲜的名字。
	维多利亚已经决定撤军了，你没必要太关注这事。
	局势已定。
	边境领公爵一定高估了他热衷的这项事业蕴含的价值。维多利亚什么时候关注过大贵族的个人利益？这是他的愚蠢之处，其他公爵可不会在明面上经营这种事情。
	这让他饱受争议，腹背受敌。他根本没机会。
	天时，是的。高卢这次给维多利亚带来了相当大的压力，边境领公爵在这场战争中的失败正是维多利亚的诡异决策导致的。维多利亚没有向他派出支援。一艘船也没有。
	这应该算作一种袖手旁观，一种刻意用来杀死他的袖手旁观。维多利亚——不只有一颗大脑。
	但无论如何，维多利亚将无暇顾及那几座停留在西北荒野的城市，这场战争促成了这个哥伦比亚的诞生。
	机遇？特蕾西娅......嗯。也许是的。一个崭新国家的建立总是一个机遇。
	但机遇也时常意味着祸端。卡兹戴尔的下一场劫难，也可能会是它带来的。
	别开玩笑。现在的我不会做那种事，我向你保证过......等等，你在拿我寻开心，对不对？你知道我不是那种人了。再说，和过去不一样，现在想消灭一个国家，可是几乎不可能的事。
	时过境迁，掌握国家已经不再简单——每个人都从源石引擎的温度中汲取了他们自己的想法。他们有了自己的面孔，不再是听之任之的样子了。
	也许是好事？是的。如果他们能坚持。
	很难有谁还能阻止高卢的霸业成真，维多利亚已经接连失去许多座城市了。
	除非那几个帝国在夹缝中摒弃前嫌。这不可能。疯子，狂人，投机者与奴隶主？呵。如果他们真有这种默契......
	......你说的也对。他们真的会找到这个机会也说不定。毕竟，我们何时敢宣称自己能够预见未来了？

	第一資料 :
	クルビア、若い名前だ。
	ヴィクトリアは軍の撤退を決意した。大して注目する必要もなかろう。
	既に大勢は決した。
	辺境領の公爵はきっと自身が熱中するこの事業の価値を高く見積りすぎたのだろう。ヴィクトリアが大貴族の個人的利益を考慮したことなど今まで一度でもあったか？こういう所が彼の愚かさなのだろう。他の公爵ならば表立ってこのような営みを行うことなどない。
	この件は彼への非難を招き、彼は双方に敵を作ってしまった。彼にチャンスなどなかった。
	天の定め、まさにそれだった。ガリアは今回ヴィクトリアに相当な圧力をかけた。辺境領公爵のこの戦争における失敗はまさにヴィクトリアの不可解な決定によるものだった。ヴィクトリアは彼に支援を行わなかったのだ。船の一隻すら派遣しなかった。
	これは一種の傍観と言えよう。彼を殺すための傍観だ。ヴィクトリアの頭脳は一つだけではなかったのだ。
	いずれにしても、ヴィクトリアは北西の荒野に留まっている都市たちを顧みる暇などなく、この戦争がクルビアを生み出すきっかけとなったわけだ。
	機会？テレジア……ああ、そうかもしれない。新しい国の誕生はいつだってひとつの機会と言えるだろう。
	しかし機会は時に災いの元と同義でもある。クルビアこそがカズデルを襲う次の災難をもたらすものであるかもしれない。
	冗談はよしてくれ。今の私はそんなことなどしない、約束したはずだ……待ってくれ、もしかして私で遊んでいるのか？今の私はそのような人物ではないとわかっているはずだ。それに、もう昔とは違う。今では国一つ消すことなど、不可能に近い。
	時は過ぎ去り、国は簡単には掌握できなくなった――誰もが源石エンジンがもたらす温度から自身の考えを汲み取っている。彼らは自分の顔を持つようになり、もう誰かの言いなりばかりではいかなくなっているのだ。
	良いことかもしれない？そうだな、長く続ければそうかもしれない。
	ガリアの覇業の実現はもう誰にも止められないのかもしれない。ヴィクトリアは既にいくつもの都市を立て続け失っている。
	あの帝国たちが決断の狭間で過去を水に流して協力を選べたら話は別なのだが。有り得ないな。狂人、日和見主義者に奴隷主同士で？ふん。彼らにそんな協力ができていたら……
	……いや、その通りだ。本当にそんな機会を掴み取る可能性だってある。未来を予知できるなどと宣う者がいるわけないからな。

	Archive File 1 :
	Columbia, a fresh name.
	Victoria has already decided on retreating; you don't need to pay too close attention to this.
	The die is cast.
	The duke of this frontier surely overestimated the accumulated worth of his fervent venture. When has Victoria ever concerned itself with the great nobles' personal interests? This is his stupidity; the other dukes would never run this sort of business in plain sight.
	He's been embroiled in disputes, assailed back and front. He hasn't even a chance.
	In time, yes. Gaul has put considerable pressure on Victoria in this; the frontier duke's defeat in this conflict is precisely the machinations of Victoria's strange decision-making. Victoria has sent no assistance to him. Not even a single ship.
	Presumably, they're watching with folding arms, deliberately seeing him to his death. Victoria—does not have just one mind.
	But no matter what, Victoria will be too busy to concern itself with those cities stopped over in its northwest wastes; this conflict has facilitated the birth of this Columbia.
	An opportunity? Theresa... hm. Perhaps it is. The founding of a brand new country is always an opportunity.
	But opportunity often signifies a source of ruin. The next calamity Kazdel faces may very well be brought about by it.
	Don't joke with me. I wouldn't do such things now, I can promise you... wait, you're making fun out of me, aren't you? You know I'm no longer that sort of person. Besides, unlike in the past, annihilating a country now seems hardly a possible thing.
	Things change, and grasping a country is no longer simple—every person has, from the warmth of Originium engines, drawn their own notions. They have found their own persons, and no longer keep to their laissez-faire ways.
	Perhaps it's a good thing? Yes. If they can persevere.
	Hardly anyone left could prevent Gaul's realization of hegemony, and Victoria has already lost several cities on end.
	Unless those few empires could, in this interstice, relinquish their past hatred. Impossible. Madmen, lunatics, speculators and slaveowners? Hah. If they truly had such affinity...
	...You have a point too. Whether they truly could find this chance, we can't say. After all, when have we ever dared to assert that we could see the future?

	파일 자료 1 :
	    컬럼비아, 신선한 이름이지.
	    빅토리아가 이미 철군을 결정한 이상, 너도 이 일에 너무 신경 쓸 필요 없어.
	    대세는 이미 정해졌으니까.
	    변경령의 공작은 분명 자신이 몰두하는 이 사업에 담긴 가치를 높이 평가했을 거야. 빅토리아가 언제부터 귀족의 사익에 그리 관심을 가졌다고? 이게 바로 그 남자의 어리석은 점이야, 다른 공작이라면 이런 일을 공개적으로 다루진 않았을 테니까.
	    이걸로 물의를 빚은 그 남자는 앞뒤로 공격을 받을 거야. 그 남자에게는 더 이상 기회가 없어.
	    하늘이 내린 기회였지. 이번에 가울이 빅토리아에 가한 거센 압박과 변경령 공작이 이번 전쟁에서 패한 것 모두 빅토리아의 이상한 정책으로 인한 거야. 빅토리아는 그 남자에게 지원을 보내지 않았거든. 단 한 척의 배도 말이야.
	    어쩌면 의도한 것일 수도 있어. 그 남자를 죽이기 위해 수수방관한 셈이니까. 빅토리아에 두뇌가 하나만 있는 건 아니야.
	    어쨌든 간에 빅토리아는 북서쪽 황야에 머문 몇몇 도시에 신경 쓸 여력이 없었고, 이 전쟁은 컬럼비아의 탄생을 촉진시켰어.
	    기회? 테레시아…… 어쩌면 그럴지도. 새로운 국가의 건립은 언제나 새로운 기회인 법이니까.
	    하지만 한편으론 기회는 종종 화를 뜻하기도 해. 카즈델의 다음 재난은 어쩌면 그것으로 인해 발생할 수도 있어.
	    농담하지 마. 이제는 그런 짓 안 한다니까, 약속했잖아…… 잠깐, 지금 날 놀리는 거지? 너도 내가 그런 사람이 아니라는 걸 알고 있잖아. 확실히 말해둘게. 과거와는 달리 한 나라를 소멸시키는 건 지금으로선 거의 불가능한 일이야.
	    시간이 흐름에 따라 상황이 변했어. 국가를 손에 넣는 건 더는 간단한 일이 아니야. 모두들 오리지늄이 가져다준 혜택 속에서 자신의 생각을 키워나갔잖아. 진정한 얼굴을 드러낸 그들은 더 이상 시키는 대로 하지 않아.
	    어쩌면 좋은 일일지도 모른다고? 버틸 수만 있다면 당연히 그렇겠지.
	    누군가가 가울의 패업을 막을 수 있을 것 같지는 않고, 빅토리아는 이미 연달아 여러 도시를 잃은 상태야.
	    몇몇 제국이 그 틈바구니 속에서 이전까지의 원한을 버린다면 또 모를까. 하지만 불가능한 일이지. 실성한 자와 광인, 투기꾼과 노예의 주인이 과연 그럴 수 있을까? 훗. 만약 그 사람들이 정말 그런 밀약을 맺을 수만 있다면……
	……네 말이 맞아. 어쩌면 그 사람들이 정말로 기회를 찾아낼지도 모르지. 결국 우리도 감히 미래를 예견할 수 있다고 단언할 수는 없으니까.

———————————————————————————————

	档案资料二 :
	怎么会这样。
	怎么会这样？
	因为这次离会，我可能会被驱逐出大学。但现在已经顾不得这种事了。
	【这是凯尔希，一名莱塔尼亚学者所发出的紧急消息，如果你得到这条讯息，请立刻将这条消息通过下列渠道交由信使传递。
	我不会阻止你了解讯息内容。
	一场大灾难，就在刚刚发生了。
	目前从方位判断，发生地点只可能在伊比利亚。所有讯号都断了，甚至连电流都已经自我的私人频道里消失。
	云层发生了巨大改变，洋流？这不可能仅仅是洋流和风暴导致的结果。
	居然是伊比利亚。
	伊比利亚人没能力造成这种灾难，而阿戈尔......阿戈尔的沉默是一种傲慢。这也不会是阿戈尔人的行动。
	我的推测：我们之前目击的生物不是阿戈尔的试验品。可能它们才是海洋的现状。
	岛民们遗留的资料与之完全吻合，我们悲哀的推论成真了。
	伊比利亚陷入了寂静，仿佛整个南方都就此消失。
	想了解具体事态，我们只能等待信使们之后的信号，现在，我只能将这个结果优先通知各位。
	有一个海边国家遭遇了不测。
	
	如果伊比利亚成为了海岸上的第一个牺牲品，那么阿戈尔的现状......恐怕只会更加残酷。
	望各位平安。】

	第二資料 :
	どうしてこんなことに。
	どうしてこんなことになったんだ？
	今回の途中離席で、おそらく私は大学を追い出されてしまうのだろう。だが今はそんなことに構ってはいられない。
	【こちらはケルシーというリターニア学者より発信された緊急メッセージである。もしこのメッセージが届いたのならば、直ちに以下の手段を通じてトランスポーターに渡し、このメッセージを拡散させてください。
	貴殿がメッセージの内容を知ることは阻止しない。
	大きな災害がただいま発生した。
	現時点その方角で判断すると、発生地点はイベリアにほかならない。全ての通信が途切れ、電流さえ私の持つ個人チャンネルから消えた。
	雲が著しく変わった。海流？ただの海流や嵐がこのような結末を招くことなど有り得ない。
	イベリアなのだ。
	イベリア人にこのような災難を引き起こす力量はない。そしてエーギルは……エーギルの沈黙はただの傲慢に過ぎない。彼らの仕業でもないはずだ。
	私の推測はこうだ。我々が前に目撃した生き物はエーギルの実験などではなかった。あれこそが海の現状だったのかもしれない。
	島の住民たちが残した資料とあれとは完全に一致した。我々の悲しい推測が現実となったのだ。
	イベリアは静寂に陥った。まるで南方地方がまるまる消えてしまったようだ。
	具体的な状況を知るには、トランスポーターたちが今後もたらす情報を待つしかない。今私にできるのは、この結果を優先的に諸君に知らせることだけだ。
	海辺のある国が不慮の災難に見舞われてしまった。
	
	もしイベリアが海岸上の初の犠牲となったとすれば、エーギルの現状は……おそらくもっと残酷なものとなっているのだろう。諸君の無事を祈る。】

	Archive File 2 :
	How could this happen—
	How could this be?
	Because of this defection, it's likely I'll be expelled from the university. But I already lack the time to attend to such things now.
	[This is Kal'tsit, a Leithanian scholar sending out an emergency bulletin. If you receive this message, please pass this news on through the following channels to a Messenger.
	I won't hinder you from learning about this message's contents.
	A major disaster has just occurred.
	Presently, judging from bearing, the epicenter could only be in Iberia. All signals have been cut off, and even the electricity has vanished from my personal channel.
	There's been a great change in the clouds. The ocean's current? This couldn't have solely been the result of a current and storm.
	Not even for Iberia.
	The Iberians don't have the capability to cause a disaster like this, and Ægir... Ægir's silence is a form of arrogance. This couldn't be the Ægir's doing either.
	My conjecture: The creatures we previously witnessed are not Ægir's experimental products. It's likely they signify the ocean's true present state.
	The data left behind by the islanders is a complete match to them; our sorrowing inferences have come true.
	Iberia has sunk into quiet, as if the whole of the south has thus faded away.
	If we wish to learn the concrete state of things, we can only wait for later signal from the Messengers. Presently, I can only prioritize informing you all of this conclusion.
	A coastal country has suffered the unexpected.
	
	If Iberia has become the first sacrifice on the coast, then I fear the present state of Ægir itself... will only amplify in cruelty.
	May you all be safe.]

	파일 자료 2 :
	    이럴 수가.
	    어떻게 이럴 수가 있지?
	    이번 일 때문에 어쩌면 대학에서 쫓겨날 수도 있다. 하지만 지금으로써는 그런 일에 신경 쓸 겨를이 없다.
	    [라이타니엔의 학자 켈시가 보낸다. 만약 이 소식을 듣게 된다면, 즉시 이 소식을 아래의 방법을 통해 재앙 정보 전달자에게 전달, 전파해 주도록.
	    당신이 이 소식의 내용을 알게 되는 것을 막지는 않겠다.
	    얼마 전에 거대한 재앙이 발생했다.
	    현재 방향으로 판단해 볼 때, 발생 지점은 이베리아일 수밖에 없다 생각된다. 모든 신호가 끊겼고, 이미 전류마저 개인 채널에서 사라졌다.
	    구름층이 크게 바뀌었다. 해류라고 해야 하나? 이건 해류와 폭풍 정도로 발생할 상황이 아니다.
	    발생지는 분명 이베리아다.
	    하지만 이베리아인에게는 이런 재앙을 일으킬 능력이 없다. 그리고 에기르는…… 에기르의 침묵은 일종의 오만이겠지. 에기르인의 소행이 아닐 거다.
	    내 추측은 이렇다. 우리가 앞서 목격한 생물은 에기르의 실험체가 아니다. 아마 그것들이야말로 바다의 현 상태라 할 수 있겠지.
	    섬사람들이 남긴 자료와 완전히 부합함에 따라, 우리의 슬픈 추측은 현실이 되었다.
	    이베리아는 마치 남부 전체가 사라진 것처럼 침묵에 빠졌다.
	    구체적인 상황을 알고 싶지만 우리로서는 재앙정보전달자들의 신호를 기다릴 수밖에 없다. 그래서 우선 지금 이 결과를 모두에게 알린다.
	    한 연안 국가가 봉변을 당했다.
	
	    만약 이베리아가 해안의 첫 번째 희생양이 되었다면, 에기르의 현 상황은…… 아마 훨씬 참혹하겠지.
	    모두 무사하기를 기원한다.]

———————————————————————————————

	档案资料三 :
	魔王死了。
	巴别塔倒塌了。
	我们要在这一切废墟上，重建一座巴别塔吗？
	不......她不希望这样。
	我能不能决定......我们该做什么？
	不，阿斯卡纶，我无权决定。
	我不是你们的领袖，我没有这个资格。
	何况，巴别塔的事业已经无法继续。如果连特蕾西娅都会失败，那么谁能成功？
	卡兹戴尔不会因此灭亡，我们的使命也因巴别塔的倾覆而毁灭。我们失去了团结萨卡兹的力量。
	所以，我们......不会再单纯地为萨卡兹服务。
	不。特蕾西娅知道。特蕾西娅向来都知道。正是特蕾西娅给了我这样的指示。
	而且，特蕾西娅认为我们没有因此失败。特蕾西娅认为巴别塔的使命已经结束。
	......
	我懂了。
	接下来，我们会离开卡兹戴尔。有的人是不可能接受这个决定的，让他们走吧。
	并不是所有人都像特蕾西娅一样，能够真正走出卡兹戴尔。“一种观念需要土壤”，一颗种子却未必要在家乡发芽。
	是的......矿石病......医治与处理矿石病问题。
	萨卡兹深受其苦。矿石病是萨卡兹现行遭遇的重要因素之一。
	是的。
	不只是萨卡兹。
	就像特蕾西娅最开始说的那样，萨卡兹的问题，从来都不只是萨卡兹的问题。
	这个议题，是当时我们列出的多种“不切实际”的方式之一。如今，方式也可以成为目标。
	矿石病，以及矿石病带来的可怖成见，需要被医治。
	这会是我们的新议题。不仅是因为在座各位正受到矿石病的折磨，也因为，一种观念，一种破除成见的观念......是需要土壤的。
	绝症？
	......不，我不相信。绝症......一定能被治愈。绝症只是在等待能被治愈的那天。我一定会证明......只有这点，她是错的。
	接下来我们会对此议题进行第一轮投票。
	——阿米娅？
	我会抚养她。

	第三資料 :
	魔王が死んだ。
	バベルは崩れ落ちた。
	我々はこの廃墟の上に、新たなバベルを建て直すべきなのか？
	いいや……彼女はそれを望まないだろう。
	私が……我々のすべきことを決めていいのか？
	いや、アスカロン、私にその権利はない。
	私は君たちのリーダーではないし、その資格もない。
	それに、バベルの事業はもう続けることができない。テレジアでさえ失敗するというのなら、成功する者などいるのだろうか？
	カズデルがこのことをきっかけに滅びることはない。我々の使命こそがバベルの崩壊によって滅んだのだ。我々はサルカズを団結させる力を失った。
	だから、我々は……もう単純にサルカズのためだけに存在するわけにはいかないのだ。
	いや、テレジアは知っていた。彼女はいつも何でも知っていた。その彼女が私にこう指示したのだ。
	それに、テレジアは我々が失敗したとは思っていない。ただバベルの使命が終わったと思っていただけだ。
	……
	わかった。
	これから我々はカズデルを離れる。この決定を受け入れられないという者もいるだろう。行かせてやれ。
	全ての者がテレジアのように、本当の意味でカズデルを離れることができるわけではない。「ある一つ思想にはそのための土壌が必要である。」しかし、一粒のタネが芽吹くのは故郷でなければならないということなどない。
	そう……鉱石病……鉱石病問題の治療と対処だ。
	サルカズは鉱石病に深く苦しまされてきた。それがサルカズの現状の大きな原因の一つである。
	そう。
	サルカズだけではない。
	テレジアが最初に言ったように、サルカズの問題は、昔からサルカズだけの問題ではなかったのだ。
	この議題は、当時の我々が挙げた複数の「現実的ではない」手段の一つだった。今となっては、手段を目標とすることも可能だろう。
	鉱石病、そして鉱石病がもたらす恐るべき偏見は、治療されなければならない。
	それこそが我々の新たな議題だ。今ここにいる皆が鉱石病に蝕まれているからだけではなく、ある一つの思想には、偏見を打ち破るための思想には……そのための土壌が必要だからだ。
	死病？
	……いいや、私は信じない。死病は……いつか必ず治療が可能となるはずだ。死病はただ、治療が可能となる日を待ち望んでいるだけだ。私が必ず証明しよう……こればかりは、彼女が間違っていたと。
	次に、この議題に対する初回の投票を行う。
	――アーミヤ？
	私が彼女を育てよう。

	Archive File 3 :
	The Lord of Fiends has died.
	Babel has collapsed.
	Do we, on all these ruins, intend to build a new Babel?
	No... she wouldn't wish for that.
	Am I able to decide... what we should do?
	No, Ascalon, I have no right to decide.
	I'm not your leader. I don't have the qualification.
	Let alone that Babel's cause is rendered unable to continue. If even Theresa would fail, then who could succeed?
	Kazdel wouldn't be destroyed by this, and yet our mission perished too as Babel collapsed. We've lost the strength to unite Sarkaz.
	So, we... could not simply serve the Sarkaz again.
	No. Theresa knows. Theresa always knew. It was Theresa who gave me such instruction.
	Moreover, she believes this hasn't meant our failure. She believes Babel's mission has already come to a close.
	......
	I understand.
	Soon, we'll leave Kazdel. Some people won't accept this decision; let them go.
	Hardly everyone is like Theresa, able to genuinely leave Kazdel. 'An ideology needs soil,' and a seed does not necessarily need to sprout in its homeland.
	Yes... Oripathy... the problem of treating and managing Oripathy.
	Sarkaz suffer it in great measure. Oripathy is one of the major factors Sarkaz are currently met with.
	Correct.
	It's not Sarkaz alone.
	Just as Theresa said at the very beginning, the problems of the Sarkaz have never been the Sarkaz's alone.
	This concern was one of the many means we labeled 'unrealistic' at the time. Nowadays, a means can become a goal too.
	Oripathy, as well as the terrifying prejudice it brings about, require treatment.
	This will be our new concern. Not only because all present suffer Oripathy's torment, but also because an ideology, one that drives away prejudice... is a thing that needs soil.
	Terminal?
	...No, I don't believe so. Terminal... it can definitely be cured. Terminal illnesses are simply waiting for the day they can be cured to come. I will prove... that on this lone point, she is wrong.
	We will soon conduct a first round of voting on this concern.
	—Amiya?
	I will raise her.

	파일 자료 3 :
	    마왕이 죽었다.
	    바벨이 무너졌다.
	    우리는 이 폐허 위에 다시 바벨을 지어야 할까?
	    아니…… 그녀가 그걸 원하지 않을 거야.
	    앞으로 우리가 뭘 해야 할지를 내가 결정할 수 있을까?
	    아니, 아스카론, 내겐 결정할 권한이 없어.
	    나는 너희의 리더가 아니야. 내겐 그럴 자격이 없어.
