ID:
	char_449_glider
	Rim Billiton-born herbalist doctor, concurrently studying psychology. Employee of the Rhodes Island Medical Department. Makes use of rich herbal pharmaceutical knowledge to battle physiological malady, and is simultaneously striving to uphold every operator's mental well-being.

	프로필 :
	    허니베리는 림 빌리턴 출신의 민간 의사로 심리학을 배운 로도스 아일랜드의 의료부원이다. 풍부한 약초학 지식으로 신체 질환을 치료하는 동시에 오퍼레이터의 정신 건강을 돌보는 데도 힘쓰고 있다.

———————————————————————————————

	临床诊断分析 :
	造影检测结果显示，该干员体内脏器轮廓清晰，未见异常阴影，循环系统内源石颗粒检测未见异常，无矿石病感染迹象，现阶段可确认为非矿石病感染者。
	
	【体细胞与源石融合率】0%
	干员蜜莓没有被源石感染的迹象。
	
	【血液源石结晶密度】0.13u/L
	干员蜜莓甚少接触源石。
	
	与感染者的日常接触不会导致矿石病传播，这是常识；大多数人都不相信这一点，这也是常识。
	——华法琳

	健康診断 :
	造影検査の結果、臓器の輪郭は明瞭で異常陰影も認められない。循環器系源石顆粒検査においても、同じく鉱石病の兆候は認められない。以上の結果から、現時点では鉱石病未感染と判定。
	
	【源石融合率】0%
	鉱石病の兆候は見られない。
	
	【血液中源石密度】0.13u/L
	源石に接触することは滅多にない。
	
	感染者との日常的な接触程度で鉱石病は伝染せぬことくらい常識だ。だが、ほとんどの者がそれを信じておらぬということも、また常識なのだ。
	――ワルファリン

	Clinical Analysis :
	Imaging tests reveal clear, normal outlines of internal organs, and no abnormal shadows have been detected. Originium granules have not been detected in the circulatory system and there is no sign of infection. At this time, this operator is believed to be uninfected.
	
	[Cell-Originium Assimilation] 0%
	Operator Honeyberry shows no signs of Originium infection.
	
	[Blood Originium-Crystal Density] 0.13u/L
	Operator Honeyberry comes into minimal contact with Originium.
	
	Everyday contact with Infected won't lead to Oripathy transmission, that's common sense; a majority of people don't believe this, which is also common sense.
	—Warfarin

	임상 진단 분석 :
	    방사선 검사 결과, 본 오퍼레이터는 내장 기관의 윤곽이 선명하며, 비정상적인 음영이 존재하지 않는 것으로 확인됨. 순환 계통 내 오리지늄 입자 결과 이상 없음, 광석병 감염 증세 없음, 현단계로서는 광석병 비감염자로 판단됨.
	
	[체세포와 오리지늄 융합률] 0%
	오퍼레이터 허니베리에겐 광석병 감염 흔적이 없음.
	
	[혈중 오리지늄 결정 밀도] 0.13u/L
	오퍼레이터 허니베리는 오리지늄 접촉 경험이 거의 없다.
	
	    감염자와의 일상적인 접촉만으로는 광석병이 전염되지 않으며, 이것은 상식이다. 다만 대다수의 사람이 이걸 믿지 않는다는 것 또한 상식이다.
	——와파린

———————————————————————————————

	档案资料一 :
	充满活力的札拉克少女，既有与年龄相应的活泼性格，也有与之并行不悖的耐心和对他人情绪的洞察力。不大喜欢独处，喜欢跟朋友们待在一起。
	被罗德岛录用前，蜜莓与母亲共同生活在雷姆必拓西部的森林地带。她熟知雷姆必拓常见植物的药用价值，对其他有助于在森林中生活的知识和技能也可谓精通，例如树屋建造、果实识别、爬树，以及......从高处往下跳。
	很难用一个词来精准地概括蜜莓干员的这种“从高处往下跳”的能力——那甚至很难说是一种能力，更像是蜜莓自己独特的兴趣爱好。她既没有接受过体能或技巧上的训练，也并未掌握特殊的源石技艺；她只是站在一个让普通人头晕目眩的高度，满不在乎地估测一下与地面的距离，然后舒展四肢，腾空——
	虽然没人接着也能平稳落地，不过，要是能落在朋友的怀里，那就更开心啦。

	第一資料 :
	元気いっぱいなザラックの少女。年相応の活発な性格や、根気の良さと他人の感情への洞察力を兼ね備えている。一人でいるよりも、仲間たちとともにいることを好む。
	ロドスに入職する前、ハニーベリーは母親と共にレム・ビリトン西部の森林地帯で暮らしていた。彼女はレム・ビリトンの一般的な植物の医用価値を熟知しており、また森で暮らすための様々な知識や技術にも精通している。例えばツリーハウスの建造、果実の識別、木登り、それから……高所から飛び降りること。
	ハニーベリーの「高所から飛び降りること」という能力について、一言で厳密に定義することは難しい。能力というよりはむしろ、彼女独自の趣味と言うべきなのかもしれない。ハニーベリーは身体能力や技能の訓練を受けたことはなく、特殊なアーツが使えるわけでもない。ただ一般人がめまいするほどの高所に立ち、適当に地面との距離を目視で測った後、四肢を伸ばして足場を蹴って――
	たとえ誰も受け止めてくれなくても無事に着地する。でも、もし落ちる先が親しい者の腕の中なら、きっともっと嬉しいことだろう。

	Archive File 1 :
	An energetic Zalak girl with a vivacious character befitting her age, as well as patience and insight into others' moods. Prefers the company of others.
	Before being hired by Rhodes Island, Honeyberry lived with her mother in a forested zone of western Rim Billiton. She's familiar with the medicinal worth of flora common to Rim Billiton, and has a mastery of other knowledge and skills that come with forest life, such as building treehouses, identifying fruits, climbing trees, as well as... jumping down from high places.
	It's hard to summarize in one word Operator Honeyberry's ability to 'jump down from up high'—it's difficult to even call it an ability, so much as it's a unique hobby of hers. She's never had physical or technical training, nor has she mastered any special Originium Arts; she simply stands up high where any normal person would be dizzy, recklessly estimates how far she is from the ground, and then extends all four limbs, and soars—
	She can land safely without anyone catching her, but still, if she can drop into a friend's embrace, that's all the happier.

	파일 자료 1 :
	    허니베리는 활기찬 자라크 소녀로 그 나이에 걸맞는 활발한 성격과 인내심, 타인의 감정을 살피는 통찰력을 갖추고 있다. 혼자 있는 것을 싫어하고 친구들과 함께 있는 것을 좋아한다.
	    로도스 아일랜드에 입사하기 전에는 림 빌리턴 서부 삼림 지대에서 어머니와 함께 살았다. 허니베리는 림 빌리턴에서 흔히 볼 수 있는 식물의 약용가치에 대해 잘 알고 있으며, 나무로 집을 짓는 방법이나 열매를 식별하는 법, 나무 타기 및 높은 곳에서 뛰어내리는 법 등의 숲에서 사는 데 도움이 될 수 있는 여러 지식과 기술에 능통하다.
	    오퍼레이터 허니베리의 '높은 곳에서 뛰어내리는 법'이라는 능력은 한마디로 정의하기 어렵다. 이는 사실 능력이라기보다는 그녀의 독특한 취미에 가깝기 때문이다. 그녀는 신체적이나 기술적인 훈련을 받은 적이 없으며, 그렇다고 특수한 오리지늄 아츠를 익힌 것도 아니다. 그저 평범한 사람이라면 현기증을 느낄만한 높이에서 아무렇지 않게 지면까지의 높이를 대강 살펴본 뒤, 사지를 쭉 펴고 공중으로 뛰어내리는 것뿐이다.
	    받아주는 사람이 없더라도 무사히 착지할 수 있다지만 만약 친구의 품속으로 뛰어들 수 있다면 더욱 기뻐할 것이다.

———————————————————————————————

	档案资料二 :
	蜜莓热爱零食，尤其是水果和水果制品。这份热爱导致医疗部的同事——具体来说，是芙蓉——善意提醒她注意糖的摄入量。
	“糖是大脑的能源，更是心灵的能源！适当的糖分摄入有助于提高幸福感，而幸福感对整体健康水平的意义更加重要！”本人死守着手里的莓果干，如此应对道。
	在领教到芙蓉的执拗之后，蜜莓没有放弃，而是找出了数本哥伦比亚、维多利亚等国的学术期刊，翻到做过标记的页数，把糖分与幸福感、心理健康与身体健康等等关系展现在芙蓉眼前。
	少女眼中的那份坚定是如此耀眼，配合无懈可击的心身医学理论，就连芙蓉也无力抗衡；她甚至没能抵挡住蜜莓的盛情邀请，小心翼翼地吃了一块平时从来不碰的莓果干。
	
	“蜜莓在吗？我想请她吃顿饭，好好谢谢她。啊？当然不是请她吃姐姐的营养餐。就算拜她所赐、那玩意儿现在稍微能入口一点了，请她吃那个也绝对算不上感谢啊。”
	——罕见地主动造访医疗部的炎熔

	第二資料 :
	ハニーベリーはおやつが、特に果物や果物製品が大好きである。彼女のおやつへの熱意は、医療部の同僚が――具体的にはハイビスカスが――糖分摂取量について善意で注意するほどである。
	「糖分は脳のエネルギーであり、何より心のエネルギーなんです！適度な糖分摂取は幸福感の向上に役立ちますし、幸福感が健康に与える影響は、糖分の制限で得られるものよりずーっと大きいんですよ！」手に持ったドライベリーを死守しながら、本人はそう答えた。
	ハイビスカスの頑固さを思い知っても、ハニーベリーはあきらめなかった。代わりに、クルビアやヴィクトリアなどの国の学術誌を並べ、マークを付けたページを開き、糖分と幸福感、メンタルヘルスやフィジカルヘルスなどとの関係性をハイビスカスに示した。
	少女の瞳に映る堅い信念はあまりにも輝かしく、心と体双方を結び付けた天衣無縫の医学理論と合わさって、ハイビスカスでさえ抗うことができなかった――彼女の強い押しに勝てず、普段なら絶対触らないドライベリーを恐る恐る一つ口にしたほど。
	
	「ハニーベリーはいるか？アイツに感謝したくて、飯でもおごろうかと思ってさ。あ？もちろんハイビスの健康食じゃねぇよ。アイツのおかげで多少食べられるようになったとはいえ、アレをおごるなんて全然感謝にならないだろ。」
	――珍しく自ら医療部を訪ねたラヴァ

	Archive File 2 :
	Honeyberry loves snacks, especially fruit and fruit products. This love led to a Medical Department coworker—to be specific, Hibiscus—kindly reminding her to watch her sugar intake.
	'Sugar's my brain fuel second and my soul fuel first! Appropriate sugar intake promotes higher happiness, and happiness has even more sway over the body's whole health!' So she answered, ardently defending the dried berries she held.
	Honeyberry gave nothing up after getting a taste of Hibiscus's stubbornness, instead she found several journals from Columbia, Victoria and the like, flipping to each noted page number, revealing each relationship between sugar intake and happiness, psychological health and physical health, etc. etc. before Hibiscus.
	The resolve in her eyes was dazzling, paired with invincible psychosomatic medical theory, leaving even Hibiscus powerless to fight back; she couldn't even stave off a kind invitation from Honeyberry, and gingerly, cautiously, ate a dried berry she'd normally never think of touching.
	
	'Is Honeyberry in? I wanna ask her to dinner, give her my proper thanks. Huh? Of course I'm not inviting her to eat my sis's health food. Even if it's barely more edible thanks to her, having her eat that stuff couldn't count as thanks in a million years.'
	—Lava, on a rare proactive visit to the Medical Department

	파일 자료 2 :
	    허니베리는 간식을, 그중에서 특히 과일과 과일로 만든 제품을 좋아한다. 그리고 이 간식에 대한 애착은 의료부의 동료, 정확히 말하자면 히비스커스가 허니베리에게 당 섭취량에 주의하라는 충고를 하게 만들었다.
	    그에 허니베리는 “당분은 뇌의 에너지원이자 마음의 에너지원이에요! 적정량의 당분 섭취는 행복감을 고양시키고, 행복감은 전체적인 신체 건강에서 보다 중요한 의미를 갖는답니다!”라고 하면서 손에 든 말린 과일을 사수했다.
	    히비스커스의 집요함을 겪은 후에도 허니베리는 포기하지 않고 컬럼비아와 빅토리아 등에서 발간된 학술 잡지 몇 권을 꺼내 따로 표시해둔 페이지를 펼치고는 당분과 행복감, 정신 건강과 신체 건강 등에 관련된 내용을 히비스커스 눈앞에 펼쳐 보였다.
	    소녀의 눈은 굳건한 의지로 반짝이고 있었고, 빈틈없는 정신의학 이론으로 무장하고 있었으니 히비스커스도 당해낼 재간이 없었다. 심지어 히비스커스는 허니베리의 친절한 권유를 이기지 못해 평소라면 손도 대지 않을 말린 과일을 조심스레 먹어보기까지 했다.
	    “허니베리 있어? 감사의 표시로 밥 한 끼 대접하려고 하는데. 어? 물론 언니의 영양식을 주려는 건 아니지. 허니베리 덕분에 요새는 그나마 조금 먹을 만해지긴 했지만, 어디 그런 걸 감사의 표시로 할 수야 있나.”
	——드물게도 스스로 의료부를 찾아온 라바

———————————————————————————————

	档案资料三 :
	蜜莓对植物药用价值的认识自成一派，虽然在跟他人交流时不太容易解释清楚，但在实践中，蜜莓对草药种类的合理配伍和剂量的精准把握，经常让医疗部的同事们大开眼界。蜜莓并未接受过系统的医学教育，也不曾给民间草药医生当过学徒。据她自己说，她的理论知识主要来自于一本维多利亚出版的旧版《药用植物大全》。
	单凭一本工具书就能对草药学有如此之深的理解，当然很不可思议；然而，当我们看到每页都写得密密麻麻的批注时，尤其是，当我们发现，这些批注中除了对书中内容的解读和整理，还有大量对草药实际效果的记录、分析、乃至勘误时，惊讶就变成了惊叹，让人忍不住想拍拍这位少女的脑袋，告诉她，她真的很了不起。
	蜜莓与母亲都不是感染者，也没有其他特别严重的器质性疾病；但蜜莓的母亲小病不断，因为伤风感冒或关节疼痛而卧床的情况也时有发生；加之长期在植被丰富的森林中生活，蜜莓才会对草药有如此之深的钻研。
	然而，虽然草药能缓解病痛，母亲的身体状况却仍旧不见起色，甚至在走下坡路。在一场持续了一整个月的感冒之后，蜜莓终于说服母亲，动用了家里一半的积蓄，踏上了去移动城市求医的路。
	幸运的是，她们遇到的医生负责而专业，在仔细听取了蜜莓口述的病史，又完成了诸多检查之后，医生做出了准确的判断：真正压垮蜜莓母亲身体的不是器质性的病变，而是持久的精神压力。他推荐蜜莓母亲远离精神压力的源头，最好能换个生活环境。
	这对于母女二人来说实在太过奢侈。尽管如此，明白了病因的蜜莓还是立刻转向心理学的学习，同时，为了分担母亲的经济压力，她开始朝各家企业投递自己的简历，随信附上一篇蜜莓自己撰写的草药学论文。
	很快，许多企业都对她表现出兴趣。在综合考虑了工作内容、家属安置、薪资待遇等各方面条件之后，蜜莓选择了罗德岛，也在与人事部门确认后，将母亲一并带了过来。
	得益于经济条件的改善、医疗水平的提升和蜜莓的不懈努力，蜜莓母亲的健康状况已经出现了好转的迹象。

	第三資料 :
	ハニーベリーの植物の医用価値への認識は我流である。他人とコミュニケーションを行う時には解説に躓くこともあるが、実践における彼女の薬草の合理的な組み合わせと用量への精確な把握は、医療部の同僚たちをしばしば驚かせるものだった。ハニーベリーは系統的な医学教育を受けたこともなければ、薬草を使う民間医者につく見習いになったこともない。本人によれば、彼女の理論知識は主にヴィクトリアで出版された、旧版の『薬用植物大全』から来ているという。
	参考書籍一冊で薬草学にこれほどの理解がなされているのは、予想外もいいところだった。しかし、その一冊の毎ページにびっしりと書き込まれた注釈を見て、我々の見方は変わった。何より、それらの注釈には本の内容への解読と整理だけでなく、薬草の実際の効果への膨大な記録、分析さらには訂正などが含まれていると気が付いた時、予想外への驚きは感嘆へと変わった。少女の頭をなで、彼女がどれほど素晴らしい子なのかを教えてあげたいほどだった。
	ハニーベリーもその母親も感染者ではなく、他の重大な器質性疾患にも患っていない。しかし母は小さな病気が絶えず、風邪や関節の痛みでよく寝込んでいたらしい。そうした必要性に迫られたことに加えて、植物が生い茂る森の中で暮らしていたために、ハニーベリーは薬草についてこれほど詳しくなったのだろう。
	しかし、病気や痛みを緩和できる薬草があるとはいえ、母の体調が良くなる兆候は見られなかった。それどころか、悪化する兆しさえ見えた。一ヶ月も続いた風邪がついに治った頃、ハニーベリーはようやく母を説得できた。家の貯蓄の半分を使って、移動都市へ治療を求める旅に出たのだ。
	幸い、彼女たちが出会った医者は責任感も専門知識も十分にあった。ハニーベリーが口述した病歴を詳しく聞き、細かく検査を行い、正しく診断を行った――母が体調を崩しているのは、器質性の異変ではなく、持続する精神的なストレスによるものである。医者は彼女たちに、できるだけストレスの元から離れ、生活環境を一新することを勧めた。
	それは親子二人にとってあまりにも贅沢な話だった。それでも、母の病因を理解したハニーベリーはすぐさま心理学の学習を始めた。そして経済面で母の負担を減らすために、彼女は各企業へ履歴書を送り始め、中に自身の執筆した薬草学の論文をも添付してた。
	多くの企業がすぐに興味を示した。仕事内容、家族扶養、給料や福利厚生などの条件を総合的に考慮した結果、ハニーベリーはロドスを選んだ。そして人事部門に確認後、母を共に連れてくることにした。
	経済面の状況改善に医療環境のレベル上昇、そしてハニーベリー本人のたゆまぬ努力のおかげで、母の健康状況は好転の兆しを見せ始めた。

	Archive File 3 :
	Honeyberry's knowledge of flora's medicinal value forms a complete base, and though it's not too easy to understand clearly from her explanations, when put into practice, Honeyberry's sensible blends of herbals and precise grasp of dosage frequently broaden her Medical Department colleagues' minds. She's never had any systematic medical education, nor has she been any folk herbalist doctor's apprentice. In her own words, her knowledge of theory primarily comes from an old edition of the Victorian-published 'Complete Guide to Medicinal Plants.'
	Having such a deep understanding of herbology based on just a single reference book is of course unimaginable; however, once we saw every page was crammed full of notes in the margins, and especially when we discovered these annotations weren't just decoding and organizing the book's contents, but a vast amount were records, analysis, and even correcting the print on the practical effects of herbals, our astonishment became admiration, and we couldn't help but want to pat this girl on the head and tell her she really was incredible.
	Neither Honeyberry nor her mother is Infected, nor do they have any other severe organic disease in particular; however, Honeyberry's mother has a minor chronic illness, bedridden at times due to a common cold or joint pain—plus living long-term in a forest rich with vegetation, this was what made Honeyberry delve so deeply into herbology.
	However, though herbology can alleviate slight ailments, her mother's physical condition has stayed unwell, and is even declining. After a whole month with a cold, Honeyberry finally talked her mother over, used half their household savings, and went to find treatment in a nomadic city.
	Luckily, they met a specialized doctor, and after carefully noting Honeyberry's oral account of the medical history, and completing a multitude of examinations, the doctor gave a precise verdict: what was overcoming Honeyberry's mother wasn't any organic pathology, but a lasting mental pressure. He recommended her mother stay away from any sources of stress, and ideally live somewhere different.
	As a demand, it was far too excessive for the mother and daughter. Despite that, Honeyberry, now knowing the cause, immediately switched into studying psychology. At the same time, to bear some of her mother's economic pressure, she began delivering her own resume to every firm she could find, with her own self-written herbological thesis enclosed within.
	Many companies were very quick to express interest in her. Summing consideration for work details, settling family, salary and all other various factors, Honeyberry chose Rhodes Island, and after confirming with HR, brought her mother with her.
	Benefitting from better economic circumstances, higher medical standards and Honeyberry's untiring efforts, her mother's health has shown signs of improvement.

	파일 자료 3 :
	    허니베리가 가진 식물의 약용 가치에 대한 지식은 정말 대단하다. 비록 다른 사람에게 제대로 설명해줄 수는 없지만, 허니베리는 실제 행동으로 여러 약초의 합리적인 배합과 조제량을 정확히 알고 있는 모습을 보여주며 의료부 동료들을 놀라게 했다. 허니베리는 체계적인 의학 교육을 받은 적이 없으며, 그렇다고 민간 의사 아래에서 실습을 했던 것도 아니다. 그녀의 말에 따르면 그녀는 이론 지식 대부분을 빅토리아에서 출간된 구판《약용 식물 대사전》을 통해 익혔다고 한다.
	    고작 사전 한 권만으로 이 정도까지 약초학을 이해할 수 있다는 것은 정말 불가사의한 일이 아닐 수 없다. 하지만 우리가 페이지마다 빼곡하게 적혀있는 주석을 보았을 때, 특히나 책 내용에 대한 해석과 정리 말고도 적혀있는 수많은 약초의 실질적 효과에 대한 기록과 분석, 나아가 오류에 대한 정정 내용을 보았을 때 우리의 놀라움은 감탄으로 바뀌었고, 결국에는 참지 못하고 소녀의 머리를 쓰담쓰담하며 정말 대단하다고 칭찬해 줄 수밖에 없었다.
	    허니베리와 그녀의 어머니는 감염자가 아니며, 특별히 심각한 기질성 질환이 있는 것도 아니다. 하지만 허니베리의 어머니는 잔병치레가 잦았는데, 종종 몸살감기나 관절통 탓에 병상에 눕곤 했다. 거기다 오랫동안 식생이 풍부한 숲에서 생활한 덕분에, 허니베리는 오히려 약초에 대해 깊이 있는 연구를 할 수 있었다.
	    하지만 약초로는 다만 통증을 완화할 수 있을 뿐, 어머니의 상태는 호전되기는커녕, 점차 악화되었다. 그리고 한 달 동안 계속된 감기 끝에 허니베리는 겨우 어머니를 설득해 집에 있는 저금의 반을 털어 의사를 찾아가고자 이동 도시로 향했다.
	    다행스럽게 두 모녀가 찾아간 의사는 책임감 있고 실력 있는 사람이었다. 허니베리가 설명하는 병력을 주의 깊게 듣고, 여러 가지 검사를 거친 의사는 정확한 진단을 내렸다. 허니베리의 어머니를 좀먹는 것은 기질성 질환이 아닌 오랫동안 지속된 정신적 스트레스라는 것이다. 의사는 두 모녀에게 정신적 스트레스의 원인을 멀리할 것을, 특히 생활 환경을 바꾸는 것이 가장 좋다고 조언했다.
	    그러나 그 방법은 두 모녀에게 너무나 사치스러운 방법이었다. 그래도 병의 원인을 알게 된 허니베리는 바로 심리학을 배우기 시작하는 동시에 어머니가 짊어지고 있는 경제적 부담을 덜어주고자 여러 기업에 자신이 쓴 약초학 논문을 첨부해 자신의 이력서를 보냈다.
	    얼마 지나지 않아 여러 기업에서 그녀에게 관심을 보였다. 업무 내용과 가족의 정착, 급여 등 여러 방면을 검토한 끝에 허니베리는 로도스 아일랜드를 선택, 인사부의 승인을 받은 후 어머니와 함께 로도스 아일랜드로 왔다.
	    경제적 조건의 개선과 의료 수준의 향상, 그리고 허니베리의 부단한 노력 덕분에 현재 어머니의 건강 상태는 호전을 보이고 있다.

———————————————————————————————

	档案资料四 :
	令人唏嘘的是，蜜莓的生活本不应该是现在这样的。
	如果我们回溯蜜莓一路走来的足迹，可以整理出如下的因果链：她来罗德岛工作，是因为心理学技能和高超的草药学水平；她在这两方面投入热情与精力，是为了解决她母亲的身体健康问题；她母亲之所以体弱多病，是因为不得不住在偏僻的森林中、还要独力赚钱抚养女儿；而二者共同的原因，是蜜莓的父亲，或者说，是他矿石病患者的身份。
	蜜莓的父亲是村子里第一个感染矿石病的人，但源石结晶出现在腹部，除了家人，没人能看得到。本着对村子负责的态度，他不顾妻子的反对，向村民们告知了这一事实，却立刻遭到了驱逐，而且是连着妻子和女儿一起被赶进了森林。
	后来，自知大限将至的他去村子里交涉，希望至少能让未感染的妻女回村居住，却被一口回绝，理由是，就算他的家人现在不是，以后也会变成感染者。绝望的男人回家向妻子告知了这一事实，然后消失在黑暗的森林中，再也没有回来。
	或许可以想象，假如蜜莓的父亲不是感染者，蜜莓可能会以她聪明的头脑，在矿业公司的某个外派机构谋一份文职工作，和家人过着平淡却安稳的生活，就像她母亲原来一样。
	但无论如何，蜜莓已经来到了罗德岛，已经在医疗部证明了自己的能力，已经“占领”了一间小小的谈话室，偶尔还能看见她从甲板高处一跃而下，轻盈地落在同伴怀里——那位同伴经常是薄绿，有时也会是博士。

	第四資料 :
	唯一嘆かわしいのは、ハニーベリーの人生が本来このようにはならなかったはずだったことだ。
	彼女の今までの歩みをたどると、次のような因果の流れが見い出せる。ハニーベリーがロドスへ入職したのは、心理学の知識と高レベルの薬草学の心得があるためである。それらの領域に彼女が熱心にのめり込んだ理由は、母の健康問題を解決するためである。その母の体調が振るわない理由は、辺地の森の中に暮らさなければならず、一人で稼いで娘を育てなければならない状況を強いられたからである。そして、それらを強いられた共通の理由は、ハニーベリーの父親だった。もっとはっきり言えば、父親が鉱石病患者であることが理由だった。
	ハニーベリーの父は、村で初めての鉱石病患者である。源石の結晶が現れたのは腹部であり、家族以外ならば本来誰にも気づかれることがなかったはずだ。しかし村への責任感ゆえに、彼は妻の反対を押し切って、村人たちに自らの感染を告白した。しかしその結果、妻と娘も含めて、すぐに森の中へと追いやられてしまったのだった。
	のちに、もう長くない命だと悟った彼は村と交渉を行った。せめて感染していない妻と娘だけでも村で住ませてあげたいと頼んだのだが、取り付く島もなく断られてしまった。村人たち曰く、今はまだ感染してなくても、いずれそうなるに決まっているというのが理由だった。絶望した男は家で待つ妻にその事実を告げ、一人暗闇の森へと消え去り、二度と戻ることはなかった。
	もしハニーベリーの父親が感染者でなければ、聡明な彼女は鉱業会社の支社あたりでオフィスワークにでもついて、家族と普通だが平和な生活を送ったかもしれない。彼女の母親がかつてそうだったように。
	いずれにせよ、ハニーベリーは既にロドスの一員である。彼女はもう医療部で自らの実力を証明し、小さな談話室を一つ「占領」もした。時々、彼女がデッキの高所から飛び降りて、軽々と仲間の胸に舞い降りる場面が見られる――その仲間は多くの場合ミントではあるが、時々ドクターがその役を担うこともある。

	Archive File 4 :
	What moves us is that Honeyberry's life, by all rights, shouldn't be the way it is.
	If we look back on the tracks she's walked until now, we can assemble the following chain of cause and effect: Her coming to work at Rhodes Island was due to her psychology skills and excellent achievement in herbology; her passion and effort for these two fields was so she could pin down her mother's health issues; her mother's weakness and susceptibility were due to being forced to live in a remote forest, earning a living and raising a daughter all on her own; the cause of both of these was Honeyberry's father, or differently worded, his status as an Oripathy patient.
	Honeyberry's father was the first in the village to catch Oripathy, but no one could see, aside from his family, the Originium crystals appearing on his abdomen. With his attitude of responsibility to the village, and despite his wife and daughter being opposed, he informed the village people of this fact, but was immediately expelled, even his two family members forced into the forest with him.
	Afterwards, knowing his days were numbered, he went to the village to negotiate, hoping at least his uninfected wife and girl could live there again, but was outright refused, the reason being that even if his family weren't now, they might become Infected in the future. In despair, the man came home and informed his wife and child of this, thereafter disappearing into the dark forest, never to return.
	Perhaps we can imagine, supposing her father wasn't Infected, that with Honeyberry's bright mind, she could find work in some post at some mining firm's dispatch program, living a plain but stable life with her family, just like her mother once did.
	But no matter the case, Honeyberry is here now at Rhodes Island, has proved her ability to the Medical Department, 'occupied' a tiny little conversation room, and occasionally even performs her jumping feats from high up on the deck, gracefully landing in a friend's arms—that friend is often Mint, and at times, the Doctor too.

	파일 자료 4 :
