ID:
	char_164_nightm
	ナイトメアはヴィクトリア公民であり、登録されている名前はレベル・パスベレッティニー・グロリア。ロドスに正式採用される前は大学に通っており、上級治療アーツと心理的介入について学習していた。治療アーツと破壊性アーツの両方の領域で高い制御力を発揮している。現在はロドスのある健康管理機構の職員を務めている。
	注：当該オペレーターは特殊看護管理法が適用され、協定は看護担当者ラナの署名により確認されており、既に発効している。

	Profile :
	Gloria Rebel Pasbelletti is a Victorian operating under the code name Nightmare. Before her induction into Rhodes Island, she was a college student with two specialties: advanced medical Arts and intervention counseling. Skilled in both medical and combat Arts, she currently works in Rhodes Island's triage section. 
	Note: She is a good candidate for Special Management. The paperwork has been signed by Lena and is effective immediately.

	프로필 :
	    빅토리아 공민. 등록된 이름은 레블 파스벨레티 글로리아로, 로도스 아일랜드에 정식 입사 전에는 고등학생이었는데, 당시 수강했던 과목은 상급 치료 아츠와 심리학적 개입이었다. 그녀는 치료 아츠와 파괴성 아츠 영역 모두에서 강한 제어능력을 보이고 있으며, 현재는 로도스 아일랜드의 어느 케어 센터의 직원으로 근무하고 있다.
	비고: 본 오퍼레이터는 특수 감호 관리법이 적용되는 자로, 본 협의는 보호자인 레나의 서명을 통해 확인 및 발효되었다.

———————————————————————————————

	临床诊断分析 :
	造影检测结果显示，该干员体内脏器轮廓模糊，可见异常阴影，循环系统内源石颗粒检测异常，有矿石病感染迹象，现阶段可确认为是矿石病感染者。
	
	【体细胞与源石融合率】16%
	罕见的感染型人格分裂病例，建议严密监视。
	
	【血液源石结晶密度】0.33u/L
	感染步入中期，扩散倾向有明显化趋势，适用于第一级医疗方案，病理监控协议标签：红色（由凯尔希医师签发，详情请检视医疗档案）。

	健康診断 :
	造影検査の結果、臓器の輪郭は不明瞭で異常陰影も認められる。循環器系源石顆粒検査の結果においても、同じく鉱石病の兆候が認められる。以上の結果から、鉱石病感染者と判定。
	
	【源石融合率】16%
	感染型解離性同一性障害の中でも稀有な症例。厳重な監視を提言する。
	
	【血液中源石密度】0.33u/L
	鉱石病は中期にあり、拡散兆候も顕著に見られる、第1級医療プランが適用される。病理監視協議レベル：赤（ケルシー医師により発行。詳細は個人医療資料を参照。）

	Clinical Analysis :
	Imaging test for this Operator showed blurry outline of internal organs with visible unusual dark spots. Unusually high concentration of Originium particles were present in her circulation, indicating signs of infection and confirming her as infected at this stage. 
	
	[Cell-Originium Assimilation] 16%
	Surveillance is recommended for rare cases like this. 
	
	[Blood Originium-Crystal Density] 0.33u/L 
	Infection is in mid-stage and continues to spread. First-level medical plan recommended. Pathological Monitoring Protocol Label: Red (signed by Dr. Kal'tsit, see medical file for more detail).

	임상 진단 분석 :
	    방사선 검사 결과, 본 오퍼레이터는 내장 기관 윤곽이 흐릿하며, 비정상적인 음영이 존재하는 것으로 확인됨. 순환 계통 내 오리지늄 입자 검사 결과 이상 확인, 광석병 감염 증세 있음. 현 단계로서는 광석병 감염자로 판단됨.
	
	[체세포와 오리지늄 융합률] 16%
	희귀한 감염형 인격 분열 장애를 보이므로, 엄격한 감시를 권장.
	
	[혈중 오리지늄 결정 밀도] 0.33u/L
	감염 중기에 접어들어, 확산 경향이 뚜렷하게 나타나고 있음. 1급 의료방안 적용 대상. 병리 모니터링 협의 태그: 붉은색 (닥터 켈시 발급. 자세한 내용은 의료 파일을 확인 바람)

———————————————————————————————

	档案资料一 :
	【葛罗莉亚】
	试图解析葛罗莉亚（依本人所表现出的强烈意愿与请求，下述资料均记述其本名“葛罗莉亚”）心理状态的工作进行的艰难且漫长。在多次以诊疗为名义的交谈计划中，葛罗莉亚表现出了明显的不安和惊恐，一度拒绝回答提出的任何问题，致使交流数次陷入僵局。以香薰和花草使葛罗莉亚保持精神放松的状态，已被确认为是一种卓有成效的交流方式。在充分理解了诊疗对其所带来的积极的意义，以及访谈内容不会对外公开之后，葛罗莉亚逐渐表现出其本质式的友善和温顺态度。

	第一資料 :
	【グロリア】
	グロリア（注：以下、本人の強い希望と訴えにより、本名である「グロリア」を使用し記述する。）の心理状態を解析しようと試みるも、その作業は長く険しい道のりだ。複数回にわたって行われた、診療の一環という名目での会話トレーニングで、グロリアは明らかな不安感と恐怖を露わにし、一時はあらゆる質問への回答を拒否し、会話は何度も行き詰った。
	アロマと植物でグロリアのリラックス状態を保持するのは、効果的な交流方式と確認されている。診療がもたらす影響とやりとりの内容は公開されないという説明をすると、グロリアは次第に本来のおとなしく優しい性格を表に出すようになっていった。

	Archive File 1 :
	[Gloria] 
	Attempting to analyze Gloria is a long and difficult process ('Gloria,'her real name, is used in this report at her own request). In many therapy sessions, she clearly felt anxiety and panic, refusing to answer any questions in one session, leaving communication at a standstill. Using flowers and aromatherapy to relax her has been extremely effective thus far. After she understood the significance of her treatment and that none of the content of her sessions would be made public, her true meek nature gradually started to show.

	파일 자료 1 :
	[글로리아]
	    글로리아(본인의 강력한 요청에 따라, 이하 자료에서는 본명인 '글로리아'만 사용)의 심리 상태 분석작업은 긴 시간동안 아주 어렵게 진행되었다. 진료 명목으로 이루어진 여러 차례 상담 중, 글로리아는 명확한 불안과 공포감을 드러냈고, 한 번은 모든 질문에 대해 답변을 거부하여 수차례 대화가 교착상태에 빠지기도 했었다. 디퓨저와 화초를 통해 글로리아의 정신을 안정상태로 유지하는 것은 탁월한 효과를 발휘하는 교류 방식으로 확인되었다. 진료가 가져오는 긍정적인 의도를 충분히 이해하고, 대화 내용이 외부로 유출되지 않을 것임을 확인하자, 글로리아는 점차 본연의 친근하고 온화한 태도를 보여주기 시작했다.

———————————————————————————————

	档案资料二 :
	【葛罗莉亚的经历】
	葛罗莉亚出身于维多利亚一座充满艺术气息的小型城市，其母在当地某公立医院任职。直到中学时葛罗莉亚也并未展现出对源石技艺有多少热情。尽管她在罗德岛为其安排的多项测试展现出了别具一格的天赋，但她依然不愿正视这一点。
	无论是母亲对她的期望，还是葛罗莉亚出于自身的愿望，都朝向成为一名医科学生的方向而努力着。然而感染者危机的到来中断了她对将来的一切期盼。时至今日，葛罗莉亚仍无法有效回忆起自己成为感染者的经过（ 值得注意的是，她所有的自白话语均指向她那被称为“夜魔”的人格——似乎只有这个人格才清楚这一切究竟是如何发生的）。作为矿石病所引发的暂时性记忆损失，目前被认为是感染者病症过程中常见的一环，因此对葛罗莉亚的调查需基于她的病情稳定情况。
	根据相关情报显示，葛罗莉亚在加入罗德岛前，至少已具备了半年左右的战斗经验。对于这段战斗经历的解释，似乎仍要集中在好战的“夜魔”人格所影响。

	第二資料 :
	【グロリアの経歴】
	グロリアはヴィクトリアの中でも芸術が息づく小さな町の出身で、母親は公立病院に勤めていた。高校時代まではグロリアのアーツへの熱意はそこまで高くなかった。ロドスの各項目テストで抜群の才能が発覚したにもかかわらず、彼女はそこから目をそらしたがっている。
	母親の彼女への期待もグロリア自身の願いも医学生になることであり、彼女もそれに向かって努力していた。しかし、鉱石病の感染という事実が、彼女の将来への展望を断ち切った。今日に至るまで、グロリアはなぜ自分が感染してしまったかを思い出すことはできていない。（注意すべきは、彼女の自白の全てが「ナイトメア」と呼ばれる人格の存在を示しているーーどうやらこの人格だけは全ての経緯をはっきり把握しているようだ）。鉱石病が引き起こす一過性の記憶喪失は、現在は感染発症の経過でよく見られる症状のひとつであり、グロリアへの調査は彼女の病状の安定状況を留意なければならない。
	情報によれば、グロリアはロドスに加入する以前に、少なくとも半年ほどの戦闘経験があった。この経歴の解釈については、好戦的な「ナイトメア」という人格の影響から議論する必要があるようだ。

	Archive File 2 :
	[Gloria's Background] 
	Gloria was born in a small, artsy city in Victoria. Her mother worked at the local hospital. Gloria did not show interest in Originium until middle school. Although she has shown a unique talent for it in her tests at Rhodes Island, she still does not want to deal with it. 
	Gloria worked hard to become a medical student, either due to her mother's expectation or her own desire. However, her infection disrupted her future plans. Today, Gloria is still unable to recall how she got infected (it is worth noting her sessions all alluded to an alternate personality, 'Nightmare,' and it seemed only 'Nightmare' could recall how it happened). Temporary memory loss is a common symptom of Oripathy, so all investigations should take that into account.
	According to our intel, Gloria had at least six months of combat experience before joining Rhodes Island. Her militant 'Nightmare' personality seems to be the one behind the stint.

	파일 자료 2 :
	[글로리아의 이력]
	    글로리아는 빅토리아의 예술적 기운이 가득한 한 작은 도시에서 태어났다. 그녀의 어머니는 모 공립병원에서 근무했다. 중학교 때까지만 해도 글로리아는 오리지늄 아츠에 대한 열정을 보이지 않았다. 그녀는 로도스 아일랜드에서 이루어진 여러 테스트에서 각별한 재능을 보였음에도 불구하고, 이를 인정하고 싶어 하지 않았다.
	    어머니가 글로리아에게 원한 것이든, 글로리아 자신이 원한 것이든, 그녀는 의대생이 되기 위해 노력했지만, 감염자로서의 위기는 그녀가 미래에 이루고 싶어 하던 모든 꿈을 앗아가고 말았다. 지금도 글로리아는 자신이 어떻게 감염자가 되었는지 기억해내지 못하고 있다. (주의할 점은, 그녀는 모든 진술에서 '나이트메어'라는 인격을 언급했다는 것이다. 무슨 일이 일어났는지에 대해서는 아마 이 인격만이 잘 알고 있을 것이다.) 광석병이 가져오는 일시적인 기억 상실은 감염자들이 겪는 일반적인 증상 중 하나이기 때문에, 글로리아에 대한 조사는 병세의 안정성에 기반하여 진행되어야 한다.
	    관련 정보에 의하면, 글로리아는 로도스 아일랜드에 들어오기 이전에 적어도 반년의 전투 경험을 지니고 있던 것으로 보인다. 이 전투 경험에 관한 설명을 듣기 위해선, 호전적인 성격의 '나이트메어'라 불리는 인격에 좀 더 집중해야 할 것으로 보인다.

———————————————————————————————

	档案资料三 :
	【葛罗莉亚的法术与法杖】
	基于成为感染者前研修医学源石技艺的经验，葛罗莉亚在作为术师干员的同时可以同时运用医疗法术，为身边的干员进行及时的急救行为。而在攻击型法术的施展方面，葛罗莉亚亦有不俗表现。她所展现出的法术多面性才能，是罗德岛得以吸收其作为干员的重要依据。
	根据干员葛罗莉亚的自述，由其父留下的法杖似乎本身亦具备一定的法术效能。经术师干员组多项测试可以发现，这柄法杖在某些方面拥有增幅治疗类法术的特殊效能，但必须以类似催眠式治疗法的方式施行。经受测试对象的反馈的分析结果显示，他们的睡眠几乎都在做梦。针对受测试对象的体征观察数据表明，所有受测对象均迅速进入了眼动期睡眠状态，而缺乏长时间的，无梦状态下的非眼动期睡眠（正常的睡眠周期是，睡眠将在眼动期——非眼动期睡眠状态中不断交替），并保持此状态直至被人唤醒。

	第三資料 :
	【グロリアのアーツとワンド】
	感染者になる前に医学アーツを学んだ経験に基づき、グロリアは術師オペレーターでありながら治療アーツをも駆使し、周囲のオペレーターに応急措置を施すことができる。攻撃系アーツの面でも、グロリアは素晴らしい才能を見せている。彼女が発揮するマルチなアーツの才能は、ロドスが彼女をオペレーターとして迎え入れた重要な一因になる。
	グロリアの自白によると、父親が遺したワンド自体にアーツ効果が備わっているということらしい。術師オペレーターの総合試験で発覚したことは、このワンドには治療系アーツを増幅させる特殊効果があるということだ。ただ、睡眠式治療法のような手段で実行させることが必須となる。試験対象者のフィードバックの分析結果から、彼らは睡眠時、ほとんど夢を見ているということが判明した。試験対象者に焦点を合わせた症候観察データは、対象者は皆すぐにレム睡眠状態になり、夢を見ない状態のノンレム睡眠が長時間にわたって不足し（正常な睡眠の周期は、レム睡眠とノンレム睡眠を絶えず繰り返す）、起こされるまでずっとこの状態が続いたと明らかにした。

	Archive File 3 :
	[Gloria's Arts and Staff] 
	Because of her studies on the medical application of Originium and her experiences as an infected, she can use medical arts to heal her teammates while also adept at combat arts. Her ability to do many types of arts is the basis for her role at Rhodes Island.
	According to Gloria's own account, the staff her father left her has its own power. A number of tests done by warlock Operators has found the staff can increase the effectiveness of healing arts, but they must be performed in a manner similar to hypnosis. Feedback from test subjects also indicated they almost always dreamed in this hypnotized state. According to observation, the subjects quickly entered REM state, but did not experience other aspects of a normal sleep cycle. They remained in this state until awakened.

	파일 자료 3 :
	[글로리아의 마법과 마법 지팡이]
	    감염자가 되기 전에 치료 오리지늄 아츠를 배운 경험을 바탕으로, 글로리아는 캐스터지만 동시에 치료 아츠를 운용할 수 있어, 주위 오퍼레이터들에게 응급처치를 실시할 수 있다. 글로리아는 공격 아츠 시전 방면에 있어서도 뛰어난 기량을 보인다. 그녀가 보여준 다양한 마법계 재능은 로도스 아일랜드가 그녀를 오퍼레이터로서 받아들인 중요한 이유였다.
	    글로리아의 말에 의하면, 그녀의 아버지가 남긴 마법 지팡이는 그 자체만으로도 상당한 마법 효능을 지니고 있다고 한다. 캐스터 오퍼레이터 팀은 여러 차례의 테스트를 통해, 이 마법 지팡이가 치료계 마법 효과를 증폭시키는 특수한 효능을 지니고 있으나, 반드시 최면 치료법과 같은 방식으로 시행되어야 그 효과가 발생한다는 점을 밝혀냈다. 실험 대상자들의 피드백 분석 결과, 그들은 수면 중 대부분 꿈을 꾸고 있는 것으로 확인되었으며, 실험 대상자들의 신체 상태 관찰 결과를 확인한 바로는, 이들이 빠르게 렘수면 상태로 접어들어 꿈을 꾸지 않는 비렘수면 상태의 유지 시간이 부족했던 것으로 확인되었다. (정상적인 수면 주기에서는 렘수면과 비렘수면이 반복적으로 교차됨) 그리고 이 렘수면 상태는 실험 대상자가 깨어날 때까지 계속 유지되었다.

———————————————————————————————

	档案资料四 :
	【葛罗莉亚与夜魔】
	目前可以得知，矿石病引发的多重人格障碍并非罕见病历，但目前以保守治疗方案进行医治的葛罗莉亚，与保持病情稳定的其他干员不同，她的病情似乎进入了一个困境：“夜魔”这一人格仍在缺乏控制的状态下忽然出现，剥夺主人格对身体的控制权，并显示出充满攻击型的姿态。
	然而有部分案例显示，“夜魔”人格作为主人格时，葛罗莉亚的主人格仍处于清醒状态，甚至有试图夺回对身体的控制权的情形发生。
	根据医疗组提供的报告显示，目前葛罗莉亚的衍生人格“夜魔”经多次心理干预后仍无法与主人格整合为一。是否在保留“夜魔”人格的前提下，继续允许其作为干员于罗德岛任职？这需要博士与葛罗莉亚建立联系后，才能做出决定。
	备注：针对葛罗莉亚的情况，凯尔希医生曾发表如下评论：
	“人格的整合是她的唯一选择”。
	不过凯尔希医生并未明确指出，究竟是哪一个人格会成为整合主导者。

	第四資料 :
	【グロリアとナイトメア】
	現在判明しているのは、鉱石病が解離性障害を引き起こすケースは珍しくないが、病状の安定を保持しているその他のオペレーターと違い、保守的な方法で治療を進めていても、グロリアの病状は困難な状況に陥っているということだ。——「ナイトメア」という人格は変わらず制御が弱まるときに突然現れ、主人格から体の主導権を奪うと、かなり攻撃的な姿を見せる。
	しかし一部の事例を見ると、「ナイトメア」が主人格になっているとき、グロリアの意識は覚醒しており、主導権を取り返そうとするケースもある。
	医療チームの報告書によると、現段階では、何度心理的介入をしてもグロリアが生み出した人格「ナイトメア」を主人格と統合させる手立てはない。「ナイトメア」の人格が存在し続けるという前提で、ロドスのオペレーターとしての就業の許可は継続するのかということは、ドクターとグロリアが人間関係を構築した上で決定を下す必要がある。
	注：グロリアの状況に対して、ケルシー医師は以下のようにコメントした。
	「人格の統合が彼女の唯一の選択肢だ。」
	ケルシー医師は明言を避けたが、つまりはどちらの人格が統合後の主導権を握るということだろう。

	Archive File 4 :
	[Gloria and Nightmare] 
	It is not unusual for Oripathy to cause Multiple Personality Disorder, but Gloria, who is currently on a conservative treatment plan, is different from other Operators in stable condition. Her condition has a major hurdle: In moments where Gloria loses control, the very aggressive Nightmare takes over. 
	However, studies have indicated that Nightmare is the dominant personality and is very much awake inside Gloria. They have even seen Nightmare trying to regain control over her body. 
	The medical team was unable to assimilate Gloria and Nightmare into one personality despite counseling. Should we continue to let her work for Rhodes Island when she still has Nightmare? A doctor will have to develop a relationship with Gloria before we can make that decision. 
	Note: Dr. Kal'tsit made this statement about Gloria: 
	'Integrating her personalities is her only option.' 
	However, she did not specify which personality would become dominant after assimilation.

	파일 자료 4 :
	[글로리아와 나이트메어]
	    현재 광석병으로 인해 발발하는 다중 인격 장애는 드문 사례가 아니다. 그러나 보수적인 방식의 치료를 받아온 글로리아의 경우, 병세가 안정된 다른 오퍼레이터들과는 달리, 병세가 좋지 않은 상황으로 발전해버렸다. '나이트메어'라는 이 인격은 통제가 부족한 상황에서 갑자기 나타나 주 인격으로 부터 신체의 통제권을 빼앗고, 매우 공격적인 태도를 보인다.
	    그러나 일부 사례에서는 '나이트메어'인격이 주 인격이 되었을 때, 글로리아의 인격 또한 깨어있는 상태였으며, 심지어 신체의 통제권을 되찾으려는 시도까지 했던 것으로 확인되었다.
	    의료부의 보고에 따르면 글로리아의 파생 인격인 '나이트메어'는 여러 차례의 심리 개입 후에도 주 인격과 통합되지 못한다고 한다. '나이트메어'라는 인격을 계속 살려둔다는 전제하에, 글로리아를 로도스 아일랜드의 오퍼레이터로서 계속 근무하도록 허락해야 할까? 이 문제는 박사가 글로리아와 어느 정도의 신뢰 관계를 쌓은 후 결정해야 할 것이다.
	    비고: 글로리아의 상황에 대해, 닥터 켈시는 "인격의 통합만이 그녀의 유일한 선택"이라고 언급했던 적이 있다. 그러나 닥터 켈시는 인격의 통합 후 어느 인격이 주도권을 쥘 것인지에 대해서는 명확히 언급하지 않았다.
