ID:
	char_185_frncat
	本人の意思で、一定の心理カウンセリングを受け、数項目のテストを通過し、正式的にロドスへの加入が認められた。現在はロドスで常勤の後方支援スタッフを務めながら、戦場でサポートを行う。

	Profile :
	Mousse was an apprentice baker in Londinium, Victoria when she became infected with Oripathy. Her parents sent her to Rhodes Island for treatment. 
	At her request, Mousse was recruited as an Operator following psychological counseling and a battery of tests. Now a regular logistics staff member, she provides combat support.

	프로필 :
	    과거 빅토리아 왕국 런디니움 시에 위치한 발레리라는 케익 가게에서 인턴 파티셰로 근무하였다. 재직 기간 중 광석병에 감염된 후 부모의 도움으로 로도스 아일랜드에서 치료를 받게 되었고, 이후 심리 검사 및 여러 가지 테스트를 진행 후 로도스 아일랜드 정식 합류 허가를 받았다. 현재는 로도스 아일랜드에서 후방 지원 및 전장 보조 업무를 담당하고 있다.

———————————————————————————————

	临床诊断分析 :
	造影检测结果显示，该干员体内脏器轮廓模糊，可见异常阴影，循环系统内源石颗粒检测异常，有矿石病感染迹象，现阶段可确认为是矿石病感染者。
	
	【体细胞与源石融合率】15% 
	干员慕斯的双手具有明确矿石病病灶并伴随并发症，病发时会产生手部异化现象。
	
	【血液源石结晶密度】0.4u/L
	感染已有一定时日，已对干员本人产生了相当程度的影响。

	健康診断 :
	造影検査の結果、臓器の輪郭は不明瞭で異常陰影も認められる。循環器系源石顆粒検査の結果においても、同じく鉱石病の兆候が認められる。以上の結果から、鉱石病感染者と判定。
	
	【源石融合率】15%
	ムースの両手は明らかに鉱石病の病巣であるとともに合併症を併発しており、それにより手が異常な状態に発達している。
	
	【血液中源石密度】0.4u/L
	感染から一定の期間が過ぎており、本人に相当の影響を及ぼしている。

	Clinical Analysis :
	Imaging tests for this Operator showed blurry outlines of internal organs with visible dark spots. Unusually high concentrations of Originium particles were present in her circulatory system, indicating infection and confirming her as Infected at this stage. 
	
	[Cell-Originium Assimilation] 15% 
	Operator Mousse displays ore lesions and other side effects indicative of Oripathy on her right arm. 
	
	[Blood Originium-Crystal Density] 0.4u/L 
	The Operator has been infected for a long time, with considerable effects on her overall health.

	임상 진단 분석 :
	    방사선 검사 결과, 본 오퍼레이터는 내장 기관의 윤곽이 흐릿하며, 비정상적인 음영이 존재하는 것으로 확인됨. 순환 계통 내 오리지늄 입자 검사 결과 이상 확인. 광석병 감염 증세 있음. 현 단계로서는 광석병 감염자로 판단됨. 
	
	[체세포와 오리지늄 융합률] 15%
	오퍼레이터 무스의 양손에 명확한 광석병 병소가 존재하며, 합병증을 동반함.
	
	[혈중 오리지늄 결정 밀도] 0.4u/L
	감염된 지 어느 정도 시일이 지나, 오퍼레이터 본인에게 상당한 정도의 영향을 끼침.

———————————————————————————————

	档案资料一 :
	干员慕斯出生在维多利亚王国伦蒂尼姆市一个富裕且不缺乏子女的家庭中，拥有众多家人与兄弟姐妹的她在家族中并不显眼。慕斯的哥哥姐姐们很早就进入了各大公司、军队或法术研究领域，而无论在源石技艺领域，还是家族传统的金融领域，慕斯在成长期间并未显示出有什么天赋。不过即使如此，她的父母也没有减少对她的关照，而是尽可能的以自己的方式保障慕斯的成长，只不过在慕斯身上，家族也没有投入什么期望。 
	在维多利亚王国的社会氛围中，富家出身的女性将各色聚会和庄园间穿梭。慕斯并不适应这样的生活。

	第一資料 :
	ムースはヴィクトリア王国ロンディニウム市の裕福な家庭に生まれ、兄弟姉妹を多く抱える大家族の中で、あまり目立たない存在だった。ムースの兄姉達は早くから一流企業や軍隊、アーツ研究機関等に就職しているが、ムースはアーツの分野といい、一族の伝統である金融分野といい、成長の段階で才能を示すことはなかった。それでも、両親は彼女への関心を減らすことはなかった。出来る限り、自分たちなりの方法でムースの成長を守ってきた。ただ、家族はムースに何の期待もしていなかった。
	ヴィクトリア王国の社会文化では、裕福な家出身の女性は様々な集会と荘園を出入りするが、ムースはこのような生活に心地の悪さを感じていた。

	Archive File 1 :
	Operator Mousse was born to a large, affluent family in Londinium, Victoria. Big families with many siblings are common in the bloodline. Her older brothers and sisters had already found their way into the leadership of major corporations, military forces, or Arts research, while Mousse never showed any promise in Originium manipulation or finance, the family's traditional trade. Despite that, her parents didn't love her any less and supported her the best they could. Though frankly, the family didn't have very high hopes for her. 
	In Victorian society, carousing wealthy socialites are the norm, but that just wasn't Mousse.

	파일 자료 1 :
	    오퍼레이터 무스는 빅토리아 왕국 런디니움 시의 부유하고 큰 가정에서 태어났다. 많은 친척들과 형제자매들 속에서 그녀의 존재감은 뚜렷하지 않았다. 무스의 형제자매들은 일찍이 각각 대기업에 입사를 하였으나, 무스는 성장 기간 중 군사 영역, 오리지늄 아츠 영역, 가족이 전통적으로 종사하는 금융 영역 중 그 어느 곳에서도 두각을 나타내지 못했다. 그럼에도 그녀의 부모는 언제나 무스를 성심성의껏 보살폈고 자신들만의 방식으로 무스의 성장을 도왔지만, 가족들은 무스에게 별다른 기대를 하지는 않았다.
	    빅토리아 왕국의 사회 분위기상 부유한 집안 출신의 여성은 각양각색의 사교 모임과 장원들을 들락날락해야 했지만, 무스는 이런 생활에 전혀 적응을 하지 못하였다.

———————————————————————————————

	档案资料二 :
	在矿石病在多国造成恐慌情绪之前，伦蒂尼姆已经长期笼罩在不安的氛围中。根据自己的志愿，慕斯在一家名为“瓦莱丽”的蛋糕店打工，专攻蛋糕制作、面点烘焙和茶点搭配等。 
	慕斯无法回忆自己感染矿石病的经过。在其双手部出现明确开始异化后，其家人迅速且秘密地将其隔离在单独的庄园中。在这段寂寞而痛苦的日子期间，慕斯与后来她称呼为“猫猫”的生物相遇了。“猫猫”们没有沾染矿石病，成为慕斯唯一的朋友。 
	时间经过半年后，由其家人联络的罗德岛制药相关员工来到庄园，为慕斯进行了全面的检查。在经过慕斯家人的同意并支付相关的费用后，由罗德岛制药秘密接收慕斯，其后转入罗德岛进行进一步治疗。

	第二資料 :
	鉱石病が多くの国を恐怖に陥れる以前、ロンディニウム市は既に長い間不穏な雰囲気に包まれていた。自分から志願して、ムースは「ヴァレリー」というケーキ屋でアルバイトをし始め、ケーキの製作、パンの焼き方や茶菓子の組み合わせなどを専門的に学んでいた。
	ムースには自分が鉱石病に感染した経緯を思い出しようがなかった。両手が明らかに鉱石化してからというもの、家族は迅速に、かつ秘密裏に離れの荘園にムースを隔離した。辛く寂しい日々を過ごしていたとき、彼女は後に「ねこちゃん」と名付ける生物に出会った。「ねこちゃん」たちが鉱石病に侵されることはなく、ムースの唯一の友達となった。
	半年を経て、家族が連絡を取り、ロドス製薬に関わる職員が荘園にやってくると、ムースのための全面的な検査が行われた。家族の同意と関連費用の支払いを確認した後、ロドス製薬が内密にムースを受け入れ、その後ロドスでの治療に転じていった。

	Archive File 2 :
	Before the Originium panic hit Victoria, the tension in Londinium was already high. Mousse went to work for a bakery called 'Valerie,' specializing in baking cakes, bread, and afternoon tea snacks.
	Mousse could not recall how she got infected, only that when her hands started mutating, her family quickly hid her in an isolated garden. This lonely, painful time was when she met the creatures she came to call 'kitties.' The 'kitties' weren't infected and were her only friends. 
	A half-year later, her family contacted Rhodes Island and a few Operators came to the garden for a thorough exam on Mousse. Once the family agreed to pay the appropriate fees for RI Pharmaceuticals to take her in, she was moved to the island for treatment.

	파일 자료 2 :
	    런디니움은 광석병이 여러 국가를 패닉 상태에 빠지게 하기 전부터, 이미 여러 해 동안 불안한 사회 분위기 속에 휩싸여 있었다. 무스는 자신의 의지로 발레리라는 케익 가게에서 케이크 만들기, 빵 굽기, 다과 준비 등을 주로 하였다.
	    무스는 자신이 어떻게 광석병에 감염되었는지 기억하지 못한다. 두 손에서 명확한 변이가 일어난 후, 가족들은 신속하고 은밀하게 무스를 별도의 장원에 격리시켰다. 이 외롭고 고통스러운 기간 동안 무스는 훗날 자신이 '야옹이'라고 부르게 될 생물과 만나게 되었다. '야옹이'들은 광석병에 감염되지 않았고, 무스의 유일한 친구가 되었다.
	    반년이 지난 후, 가족들은 로도스 아일랜드 제약회사에 연락하여, 관련 직원이 무스가 격리된 장원으로 와서 종합 검진을 진행할 수 있도록 요청하였다. 검진에 대한 비용을 결제한 후, 무스 가족의 동의를 통해 로도스 아일랜드 제약회사는 은밀히 무스를 데리고 로도스 아일랜드로 향해 다음 치료를 진행할 수 있도록 하였다.

———————————————————————————————

	档案资料三 :
	针对干员慕斯称呼为“猫猫”的生物物种，现已确定其没有对罗德岛造成......明显的危害。 
	事实证明，所有针对该物种的无端想象都是无意义的，它们确实只是普通的生物。这些生物会在干员慕斯不注意的情况下，在罗德岛内肆意游走，轻而易举地攀上高处，俯瞰所有立于它们脚下的芸芸众生。它们迈着优雅的步伐，在所有的走廊和房间中都留下了明显的，仿佛宣示什么的踪迹。在它们潇洒的身影后，部分可见或不可见的地带里，一些陡然增加的毛和......一些理应在它们的居所解决好的事物被干员们陆续发现。在干员慕斯、杰西卡、普罗旺斯，以及全体行动预备组与行动组成员的努力下，这些问题才得以妥善解决。 
	针对上述极大增加后勤干员工作量的问题。干员慕斯在约谈过程中，表现出了诚恳的歉意，以及......和那些生物们类似的忧伤神情。鉴于其认错态度良好，并保证对“猫猫”们作出约束和训练，已经取消了对其记过的处理。

	第三資料 :
	ムースが「ねこちゃん」と呼ぶ生物が、現在確認されたロドスへの危害は……ほぼなし。
	事実の証明にあたっては、どんな対象であれ、理由もなく想像するのはナンセンスであり、加えてあれらは確実に普通の生物だ。この生物たちはムースが気が付かない状況で、ロドス内部を意のままにうろつき、軽々と高所に登り、足元の一切衆生を俯瞰している。優雅な足取りで踏み出し、廊下や部屋の至る所に、何かを主張するするかのような痕跡を残している。これらの瀟洒な姿が現れた後の見えたり見えなかったりといったエリアで、突然増える毛と……本当は自身の居場所で解決すべきモノが続々と発見されていった。ムース、ジェシカ、プロヴァンス、および行動予備隊と行動隊全ての隊員の努力でようやくこれらの問題を妥当に解決した。
	前述した後方支援オペレーターの仕事量を大幅に増加させる問題について、ムースは事情聴取の過程で真摯に詫びの気持ちと……あの生物たちと似たような憂いの表情を見せていた。そのしっかりと反省をしている態度を鑑みるに、「ねこちゃん」たちに対しての制限と訓練を約束する上で、彼女の過失の記録は取り下げられた。

	Archive File 3 :
	As for the creatures Operator Mousse dubbed 'kitties,' we have confirmed that they do not pose... imminent danger to Rhodes Island. 
	All speculation regarding these animals has proved to be groundless. They really are ordinary creatures. When Mousse is not around to supervise them, they roam the island, climb up to high places and look down on things below. They seem to leave footprints in the corridor, deliberately announcing their presence with their elegant paws. They have fur and parts matching those of a normal animal, with biological functions to match, as Operators who come across their droppings could attest--and a problem eventually solved with dedicated effort from Mousse, Jessica, Provence and several others. 
	Mousse has apologized for the trouble... with a sad expression reminiscent of her pets. Given her sincere apology and her promise to train the 'kitties,' such transgressions have been expunged from her official record.

	파일 자료 3 :
	    오퍼레이터 무스가 '야옹이'라 부르는 생물의 종류는 로도스 아일랜드에 어떠한 위협이 되지 않을 것이라고 판단하였다. 사실이 증명하듯, 해당 종에 대한 우려나 상상은 근거가 없는 것이었다. 이들은 그저 평범한 생물체일 뿐이었다. 이 생물체들은 오퍼레이터 무스와 함께 있지 않을 때면, 로도스 아일랜드의 곳곳을 돌아다니거나, 높은 곳에 올라가 발아래에 있는 중생들을 굽어보았다. 이들은 우아한 자태로 돌아다니면서 언제나 복도와 방안 곳곳에 선명한 발자국을 남겼다. 그러나 이들의 우아한 자태 뒤, 이들이 나타났다 사라졌다 하는 곳에서 이들의 털과… '자신의 거처에서 해결해야 했을 것'들이 계속해서 발견되어, 오퍼레이터 무스, 제시카, 프로방스, 그리고 예비작전팀 및 작전팀 멤버 전원이 나서서 겨우 이 문제를 처리하게 된 일이 발생했다.
	    후방 지원 근무자들에게 큰 폐를 끼치게 된 사건에 대해 오퍼레이터 무스는 모두에게 진심으로 사과하였고…… 그 생물들과 매우 닮은 표정으로 미안한 감정을 표현하였다. 잘못을 인정하는 진심 어린 태도와 '야옹이'들이 또다시 폐를 끼치지 않도록 제대로 훈련시키겠다는 약속을 받아들여, 예정된 처분은 취소하기로 하였다.
