ID:
	char_474_glady
	[Tactical Acumen] Excellent
	[Combat Skill] Outstanding
	[Originium Arts Assimilation] Flawed

	종합검진 :
	[물리적 강도] 월등
	[전장 기동력] ■■
	[생체 인내도] 월등
	[전술 계획력] 우수
	[전투 기술력] 월등
	[오리지늄 아츠 적응성] 부족

———————————————————————————————

	客观履历 :
	歌蕾蒂娅，阿戈尔人，阿戈尔技术执政官、荣誉军团长，阿戈尔军事团体“深海猎人”总战争设计师之一。登陆时间地点俱不明。于对抗大型生物，破坏硬目标，攻坚战，歼灭战，机动战与谍报战等多类行动中展现出非凡实力。现以合作姿态协助罗德岛、辅助罗德岛部分工作，在保留阿戈尔国家职能身份的同时，兼任罗德岛的阿戈尔事务负责人。

	個人履歴 :
	グレイディーア、エーギル人。エーギルの技術執政官であり、栄誉軍団長である。エーギルの軍事団体「アビサルハンター」の総戦争設計師の一人。上陸時間及び地点は共に不明である。大型生物対抗、ハードターゲットの破壊、陣地攻略戦、殲滅戦、機動戦及び諜報戦など複数タイプのオペレーションにおいてただならぬ実力を発揮してみせた。今は共闘という姿勢でロドスに協力し、ロドスの一部仕事を補助している。エーギルの国家職能としての身分を保持すると同時に、ロドスのエーギル事務責任者を兼任している。

	Profile :
	Gladiia, an Ægir, Ægir technology consul, leader of Honor Exercitus, and the chief designer of warfare of the Ægir military organization 'Abyssal Hunters.' The time and venue of her landing is unclear. Gladiia demonstrates exemplary abilities in a wild array of scenarios including confrontations against large creatures, hard objective demolitions, assault, annihilation, mobile warfare, and espionage. She is currently assisting Rhodes Island with its work as a collaborator. While she continues to fulfill Ægir state functions, she now also serves as a representative for Rhodes Island's Ægir affairs.

	프로필 :
	    에기르인 글래디아는 에기르의 기술 집정관이자 명예 군단장이며, 에기르의 군사 단체인 '어비설 헌터스'의 총전쟁설계사 중 한 명이기도 하다. 상륙한 시간과 위치 모두 알 수 없다. 대형 생물에 맞서 정해진 목표를 파괴하는 것과 공격전, 섬멸전, 기동전 및 첩보전 등 여러 작전 도중 비범한 실력을 보여주었다. 현재는 협력하는 자세로 로도스 아일랜드에 협조해 로도스 아일랜드의 일부 업무를 보조하고 있으며, 에기르 국가 직능 신분을 유지하면서 로도스 아일랜드의 에기르 사무책임자를 겸임하고 있다.

———————————————————————————————

	临床诊断分析 :
	造影检测结果显示，该人员体内脏器轮廓清晰，未见异常阴影，循环系统内源石颗粒检测未见异常，无矿石病感染迹象，现阶段可确认为非矿石病感染者。
	
	体细胞与源石融合率：0%. 
	歌蕾蒂娅没有被源石感染的迹象。
	
	血液源石结晶密度：0.011u/L
	歌蕾蒂娅甚少接触源石。是什么造成了阿戈尔境内源石的匮乏？
	
	【星空下不只源石病一种恶疾。海洋本身感染的绝症是异种的血肉。】

	健康診断 :
	造影検査の結果、臓器の輪郭は明瞭で異常陰影も認められない。循環器系源石顆粒検査においても、同じく鉱石病の兆候は認められない。以上の結果から、現時点では鉱石病未感染と判定。
	
	【源石融合率】0%
	鉱石病の兆候は見られない。
	
	【血液中源石密度】0.011u/L
	源石との接触は極めて少ない。エーギル境内に源石が乏しいのはなぜなのだろうか？
	
	【星空の下に蔓延る悪しき病は源石病だけではない。海そのものが感染した死病は異種の血肉である。】

	Clinical Analysis :
	Imaging tests reveal clear, normal outlines of internal organs, and no abnormal shadows have been detected. Originium granules have not been detected in the circulatory system and there is no sign of infection. At this time, this operator is believed to be uninfected.
	
	[Cell-Originium Assimilation] 0%
	Gladiia shows no signs of Originium infection.
	
	[Blood Originium-Crystal Density] 0.011u/L
	Gladiia rarely comes into contact with Originium. What exactly caused the scarcity of Originium in Ægir's borders?
	
	[Originium is not the only disease to befall us under this sky full of stars. The incurable disease wrought by the sea's infection is one and the same as the flesh and blood of other species.]

	임상 진단 분석 :
	    방사선 검사 결과, 본 오퍼레이터는 내장 기관의 윤곽이 선명하며, 비정상적인 음영이 존재하지 않는 것으로 확인됨. 순환 계통 내 오리지늄 입자 결과 이상 없음, 광석병 감염 증세 없음, 현단계로서는 광석병 비감염자로 판단됨.
	
	체세포와 오리지늄 융합률: 0%
	글래디아에겐 광석병 감염 흔적이 없음.
	
	혈중 오리지늄 결정 밀도: 0.15u/L
	글래디아는 오리지늄 접촉 경험이 거의 없다. 어째서 에기르 지역은 오리지늄이 고갈된 걸까?
	
	[이 하늘 아래 사악한 질병이 광석병만 있는 것은 아니다. 바다 자체가 감염된 불치병은 바로 이종의 혈육이다.]

———————————————————————————————

	档案资料一 :
	你找歌蕾蒂娅？那你可能不认识歌蕾蒂娅。
	哈，“你们有谁见着歌蕾蒂娅了吗？”，我每次这么问，得到的答案都是“没有”。
	不应该说她神出鬼没，她不是红那样的。该说绝大多数干员连她是谁都不知道。她连个靠谱的传说都没有，却有天大的架子，真的是......不把人放在眼里了啊！我们罗德岛七巨头可不是浪得虚名，一定叫这几个好好会会她......
	我开玩笑的。你有把握说谁一定能打得过她吗？我可不敢。教唆干员斗殴这事......你还是小心点法务部。
	说真的，虽然你肯定会被拒绝，但再说一遍。严禁邀请这几个阿戈尔人去训练室。绝对不允许。你要是见过歌蕾蒂娅打架......你没见过。她有时候会抱怨皮肤干燥，没有水，不好发挥什么的等等，那是因为她跑得比弩箭还快。她战斗时候会发出巨大的噪音，嗨，她对你先说一句话，你在听到她说的话之前就被她杀掉了。她的槊不是用来捅的，是砍，是划，虽然结果都是肉碎乱飞满地血浆一地稀烂，太恐怖了，救命。
	说真的，你从来没见过她是不是？
	
	——本日第三次把便携终端丢进垃圾桶的可露希尔，躺在沙发上，对跃跃欲试的某干员这么说到。

	第一資料 :
	グレイディーアを探してるって？じゃあそもそも彼女のことを知らないんだね。
	あはっ、毎回「誰かグレイディーア見た？」って聞いても、「見てない」ってしか返ってこないんだ。
	神出鬼没って言うにはちょっと違うかな。レッドみたいな感じじゃないんだよ。むしろほとんどのオペレーターがそもそもグレイディーアが誰なのか知らないというか。それっぽい噂でさえ聞かないのに、気位だけはいっちょまえなんだから、もう……人のことが眼中にないにも程がある！ロドスのビッグセブンは名ばかりじゃないんだから、どうにかして一度「ご挨拶」してやらなきゃ……
	冗談だよ。絶対彼女に勝てるって自信を持って言える？あたしなら無理。それにオペレーターにケンカを唆すなんて……法務部に気をつけてね。
	実を言うとね、絶対断られると思うけど、大事なことだからもう一度言うよ。エーギル人たちを訓練室に誘うのは厳禁だよ。もしグレイディーアのケンカを見たことあるのならわかると思うけど……ないんだね。グレイディーアは時々肌が乾燥してるとか、水がないとか、水がないと実力を出しきれないとか悪態をついてるけど……彼女はクロスボウの矢よりも素早いんだから。あと、戦う時にすごい轟音を立てるんだよ。もうね、彼女が一言なにか言ったとしても、その音が届く前に殺されちゃうくらいなんだよ。あの矛は刺すためのものじゃなくて、叩き切ったりなで斬りしたりするためのものだよ。まぁどっちでも肉が飛び散ってそこらじゅうに血がドバーってなる結果だろうけど。あぁこわいこわい。
	ところでさ、君そもそもグレイディーアを見かけたことなんて一度もないんでしょ？違う？
	
	――クロージャはソファに横たわりながら、乗り気の某オペレーターにこう語った。携帯デバイスをゴミ箱投げ入れるのは本日三度目のようだ。

	Archive File 1 :
	You're looking for Gladiia? You don't know Gladiia, then.
	Hah, 'Has anyone seen Gladiia?' I asked that question so many times, but the only answer I've ever received is 'No.'
	It's not that she's elusive like Projekt Red is. Most operators don't even know who she is. She doesn't even have any reliable rumors about her, though she does have a huge sense of dignity... Sheeh, she really doesn't give a damn about anyone else, y'know? The Rhodes Island Magnificent Seven didn't get its name for sitting around! I really oughta have them teach her a little...
	I'm just kidding. Can you even say for sure who could take her on in a fight? I don't think I can. Abetting your operators to fight? Better watch out for the legal department.
	Really though. You're definitely gonna be turned away, but let me remind you anyway. It's strictly forbidden to bring those Ægir to the training rooms. Don't even think about it. If you haven't seen Gladiia fight... You ain't got no idea what it's like. She sometimes complains about how dry her skin is, how there's no water, how that keeps her outta the game and whatnot. That's cause she runs way faster than arrows. When she fights, she makes all these loud noises, and, like, if she says anything to you during a fight, you'll be dead before you even hear it. Her lance's not for stabbing. She hacks at people with it like an axe, a sickle. It still leaves a whole bloody mess on the ground in the end, but it's creepy for real.
	Seriously, you've never met her before, have you?
	
	—Closure, chilling on the couch as she remarks to a certain eager operator while tossing her portable terminal into the trash can for the third time of the day.

	파일 자료 1 :
	    글래디아를 찾는다고? 너 글래디아를 모르나 보구나.
	    하, “너희 누구 글래디아 본 사람 있어?”라고 내가 매번 물을 때마다, 항상 듣는 대답은 “아니.“ 하나였어.
	    그렇다고 글래디아가 신출귀몰한다는 말은 아니야. 글래디아는 레드와는 다르다고. 대다수의 오퍼레이터들도 글래디아가 누군지 모를걸. 그럴듯한 소문도 없으면서 잘난척하기까지 하지. 정말…… 안하무인이라니까! 우리 로도스 아일랜드의 칠대장도 그 이름을 거저 얻은 게 아니니, 그들에게 글래디아를 한 번 제대로 손봐주라고 해야겠……
	    농담이야. 너라면 누군가 글래디아를 이길 수 있다고 확신할 수 있겠어? 나는 감히 못 해. 게다가 오퍼레이터들의 싸움을 조장하는 행위는…… 법무부를 조심하는 게 좋을 거야.
	    솔직히, 어차피 너도 거절당하겠지만 그래도 다시 한번 말해줄게. 그 몇몇 에기르인들을 훈련실로 부르는 건 금지야. 절대 안 돼. 네가 만약 글래디아가 싸우는 모습을 본다면…… 너도 그걸 봤어야 해. 글래디아가 때때로 피부가 건조하다느니, 물기가 없다느니, 그래서 평소의 실력을 못 보여줬다느니 불평하는 건 그녀가 쇠뇌의 화살보다도 빨리 달리기 때문이야. 글래디아가 싸울 때는 소음이 엄청 나. 글래디아가 네게 뭔가 말을 건네면 너는 그 말을 듣기도 전에 글래디아 손에 죽을 거야. 글래디아의 창은 찌르는 용도가 아니야, 자르고 베는 용도지. 결국엔 모두 산산조각 나서 육편이 흩날리고 땅바닥엔 피가 넘쳐흘러. 정말 무섭다고, 끔찍해.
	    솔직히 너, 지금까지 글래디아를 본 적 없지?
	
	——오늘만 세 번째로 휴대용 단말기를 쓰레기통에 버린 클로저는 소파에 누운 채 글래디아와 싸워보고 싶어 안달이 난 오퍼레이터에게 이렇게 말했다.

———————————————————————————————

	档案资料二 :
	【陆地诸国中，只有伊比利亚对海洋有粗浅的了解，在我看来，他们对围绕愚昧营造国力差距一事，一直甘之如饴。
	陆上的社会形式既不效率，也不安全。这不是任何人的过错。
	只是阿戈尔在他们看来一定离经叛道，不可想象。
	我不大认识我的父亲，我的生母则是个喜爱权力、纵欲且短视的人——短视这一点有待商榷，但前两者再清楚不过。
	所以我没有再加入我的原生家庭，摆脱我生母的控制则也花了我很长时间。
	我的亲人，是认同、支持、养育我的人，而不是将遗传基因传递给我的人。我的新家庭与我没有血缘关系，大多数阿戈尔人都是如此。
	凯尔希认为阿戈尔的傲慢与自我封闭是一种罪恶，她可能有她自己的理论。
	我很清楚，野蛮的陆上人是无法接受阿戈尔的。无论是阿戈尔的文化，还是阿戈尔的知识，都不可能给他们带来益处。
	勿予蛮人以凶器。】
	——歌蕾蒂娅
	
	别听她的，她在传动这块儿可真够强的，她就只是不给你核心技术......我们要核心技术也没用，你从哪个城邦能进到那些材料？
	她要是对你凶凶的，那肯定是对你不错！她要是对你很有礼貌，那反而说明她对你不怎么上心。架子拉得高不愿意说嘛，这种人我们都懂。
	——无名工程干员，可能是不敢留下名字。

	第二資料 :
	【陸上の諸国についてみると、イベリアだけが海に対してわずかばかりの理解があるようです。私からすれば、愚かしくも国力の差というものを作り出すことにいつも夢中といった様子でした。
	陸上の社会形態は効率的でもなければ、安全でもありません。誰の過ちでもないのですが。
	ただ、エーギルは彼らからすればきっと常識はずれもいいところでしょうね、想像もつかないほどに。
	私は父をあまり知らないのですが、生みの母は権力をこよなく愛し、欲に溺れた考えが浅はかな人でした――浅はかだったかどうかはまだ議論の余地があるのかもしれませんが、他の二つは誰よりも私が確信していました。
	ですから、私は元々の家族から抜け出しました。母の支配を振り切るにもかなりの時間を要しました。
	私の家族は、私を認め、支え、育んでくださった人であって、単に遺伝子を残してくれた人ではないのです。新しい家族と私に血縁関係はありませんが、ほとんどのエーギル人はそうでした。
	ケルシーはエーギルの傲慢と自己閉鎖が罪であると主張しています。彼女には彼女自身の理論があるのでしょう。
	野蛮な陸上の者はエーギルを受け入れることはできないのでしょう。よく存じております。エーギルの文化も、エーギルの知識も、彼らに利益をもたらすことなどできないのでしょう。
	蛮人に凶器を与えるべからず。】
	――グレイディーア
	
	あの人はああ言ってるけど真に受けないでね。伝動技術については本当にかなりのものなのよ、ただ核心的な技術はくれないだけで……私たちだって核心的技術なんて手に入れても仕方がないもの。あんな材料、どの都市からだって仕入れられるわけないでしょ？
	もし態度がキツいって感じたのなら、それはむしろ良くしてもらってる証拠だわ！逆にもしすごく礼儀正しいって感じたのなら、ほとんど関心なんて持ってないってことになるの。澄ました顔して口にしないけど、そういう人間がどんな感じなのかは私たちもよくわかっているわ、そうでしょ？
	――無記名のエンジニアオペレーターより。名前を記す勇気がないのかもしれない。

	Archive File 2 :
	[Of all the countries there are in this world, Iberia is the only one to have even a shallow understanding of the sea. From the way I see it, the difference between their countries' might and Iberia's is a result of their ignorance.
	The societies on land are neither efficient nor safe. This isn't anyone's fault.
	However, the Ægir must be traitors in their eyes, though that's hard for me to imagine.
	I never got to know my father, but my birth mother was someone who enjoyed authority, indulged in worldly pleasures, and ever so short-sighted—This last part is perhaps arguable, but there is no doubt about the first two.
	That is why I did not stay with my birth family. It took me a very long time to break free of my birth mother's control too.
	My family are those who raised, acknowledged, and supported me, and not the ones who merely passed on their genes to me. I am not related to my new family by blood, and that's a common thing among the Ægir.
	Kal'tsit thinks the Ægir's pride and isolation are sins in themselves. She likely has her own reasoning for that.
	I know very well that these uncivilized landwalkers are not going to accept us Ægirs. Neither Ægir's culture nor its knowledge will ever be of any use to them.
	Keep your weapons from the barbarians.]
	—Gladiia
	
	Don't listen to her. She's knowledgeable in transmission tech, she's just not giving you any of those core technologies... and we have no use for them either. Where are we supposed to even get our hands on those materials?
	If she's mad at you, that's definitely a good thing! If she's polite, though, that means she doesn't really care much about you. It's not something she's going to say out loud because of her pride. We're used to people like her.
	—A certain Engineering operator; name omitted likely out of fear.

	파일 자료 2 :
	    [내가 보기에 육지의 모든 나라 중에선 이베리아만이 바다를 어설프게나마 알고 있는데, 그런 이베리아마저도 바다에 대한 무지로 인해 벌어진 국력 차이에 안주하고 있는 것으로 보인다.
	    육지의 사회적 형태는 비효율적이고 불안전하다. 하지만 이건 누구의 잘못도 아니다.
	    저들의 시점에서는 분명 에기르는 상상할 수 없을 정도로 도리에 어긋난 사회일 테니까.
	    나는 아버지에 대해 잘 알지 못한다. 생모는 권력을 좋아하고 욕망에 충실하며 시야가 좁은 사람이었다. 시야가 좁다는 말은 재고해볼 여지가 있지만, 앞의 두 가지는 확실하다.
	    그래서 나는 태어난 집안과 생모의 통제로부터 벗어나는데 오랜 시간을 허비해야 했다.
	    내게 있어 가족은 나를 인정하고 지지해 주고 길러준 사람이지, 단순히 유전자를 물려준 사람이 아니다. 나의 새로운 가족들은 나와는 아무런 혈연관계가 없는데, 대다수의 에기르인이 이러하다.
	    켈시는 에기르의 오만하고 폐쇄적인 성향을 일종의 죄악으로 여긴다. 켈시도 켈시 나름의 기준이 있을 것이다.
	    야만스러운 육지 사람들은 에기르를 받아들일 수 없다는 것을 나는 잘 알고 있다. 그것이 에기르의 문화이든 지식이든 상관없이, 그들에겐 아무런 이득이 되지 않겠지.
	    야만인에게는 흉기를 쥐여줘선 안 된다.]
	——글래디아
	
	    그 여자의 말은 듣지 마. 그 여자가 전동 기술 분야 하나는 끝내주긴 하지만 절대 핵심 기술을 건네주진 않거든…… 핵심 기술을 준다 해도 소용없거든, 어느 도시에서 그 재료들을 구할 수 있겠어?
	    그 여자가 네게 무섭게 군다면 그건 분명 그녀가 널 좋게 보는 걸 거야! 반대로 네게 예의를 갖춘다면 그건 너를 별로 신경 쓰지 않는다는 말이고. 너무 거만해서 말해주기 싫다는 거지, 우린 이런 녀석들을 아주 잘 알잖아.
	——이름을 남길 용기가 없는 것 같은 무명의 엔지니어 오퍼레이터가

———————————————————————————————

	档案资料三 :
	我原本以为歌蕾蒂娅不跟着一起搞科研，只是因为她忙着玩失踪。
	后来歌蕾蒂娅说，阿戈尔分两种执政官，科学执政官和技术执政官，她只是技术那方面的，所以对理论知识没那么了解。
	该说是阿戈尔的基础教育果然很惊人吗？她在我看来已经是通才了。只是，执政官，是主管吗？科学家和工程师一起治理国家？嗯......闻所未闻。
	顺带一提，军事技术也是技术，好像。
	源石技艺不在此列。她根本就搞不明白。深海猎人都是源石绝缘体吗？就连幽灵鲨那样重的感染都放不出一个正常的法术。
	但就算这样，我也能大致推测出一件事，虽然打死她她也不会承认。
	深海猎人一定是阿戈尔的技术产物。天知道阿戈尔是怎么样让阿戈尔人接受实验的......
	阿戈尔的科技水平之高已经没法验证了。巨大压力下的透明城市，不用特定矿物就能驱动的能源设施，全套的低温合金处理技术......直到信息的大量低损传递，以及不同物种的融合。
	天啊。
	何况，海洋......如果大地真的没有边界，海洋会有吗？阿戈尔到底有多少座城市？会不会比地上加起来更多？
	【为什么他们从没和我们联系过？】
	
	这样一来，更令人感到害怕的问题也出现了。
	......那些海里的怪物什么的，到底影响了多少水下城市，搞得深海猎人都回不去家？

	第三資料 :
	グレイディーアが科学研究に参加しないのって、てっきり失踪ごっこに忙しいのだと思ってたんだがな。
	後から本人に聞けば、エーギルには二種類の執政官がいて、科学執政官と技術執政官二分かれているが、グレイディーアは技術執政官だから理論知識についてはあまり詳しくないというんだ。
	エーギルの基礎教育ってやっぱりヤバかったって言うか。グレイディーアはオレからすればもう全能なんだがな。でも、執政官っていう、責任者的な？科学者とエンジニアが一緒に国を治めるのか？うーん……聞いたことがねぇな。
	ちなみに、軍事技術も技術、なんだってさ。
	アーツはその中に含まれないらしいぜ。彼女も全くわかってない。アビサルハンターってみんな源石絶縁体質なのか？スペクターレベルのひどい感染でも、まともなアーツ一つ使えないし。
	それでも、大体は推測できちまうぜ。グレイディーアは死んでも認めないだろうけどな。
	アビサルハンターは絶対、エーギルの技術の産物だ。エーギルはいったいどうやってエーギル人に実験を受けさせたのか……
	エーギルの科学技術レベルの高さはもう検証しようもないしな。巨大な大気圧の下にある透明な都市、特定の鉱石を用いなくても稼働が可能なエネルギー施設、フルセットの低温合金加工技術……更にはデータの大容量・低破損通信技術に、異なる種同士の融合ときた。
	まったくよ。
	それに、海……もし本当に大地には境界がないというのなら、海にはあるのか？エーギルにはどれだけの都市があるんだ？地上の都市全ての数よりも多かったりするのか？
	【なんで彼らは一度もオレたちと連絡を取らなかったんだ？】
	
	そう思うと、もっとこわい問題が浮かび上がっちまうな。あの海の怪物とやらは、どれほどの水中都市に影響を及ぼせば、アビサルハンターたちが家にも帰れない情況になるんだ？

	Archive File 3 :
	I thought Gladiia doesn't do research with the rest of us because she's always somewhere else.
	I heard from Gladiia later on that there are actually two types of consuls in Ægir: science and technology. She's on the technology side, so she's not too familiar with theories and the like.
	Ægir's basic education is really on another level. From my point of view, she's an all-rounder. Are consuls supervisors, though? Do scientists and engineers run the country too? Hm... It's quite hard to imagine, really.
	By the way, military technologies are apparently technologies too.
	Originium Arts don't count, however. She doesn't understand that at all. Are all Abyssal Hunters, like, completely insulated from Originium? Even someone with as bad of an infection as Specter couldn't use the most simple of Arts.
	I think I kind of have a guess why that is, though she'll never admit to it.
	I think the Abyssal Hunters have to be the product of Ægir's technological research. God knows how Ægir gets its people to accept that kind of research, though..
	Ægir's technological level is really beyond measure. Its cities are completely invisible even under such immense pressure, its energy facilities are powered without the use of minerals, and its low-temperature alloy treatment process... the ability to transmit large amounts of information with minimal loss, and the blends of so many different species.
	Dear god.
	What's more, the ocean... If the lands are truly boundless, then what about the ocean? How many Ægir cities are there? There can't be more cities down there than on land, can there?
	[Why haven't they tried to make contact with us?]
	
	Now that's the million-dollar question. I shudder to even think about it.
	...Those sea monsters... Just how bad are they that the Abyssal Hunters can't go home anymore?

	파일 자료 3 :
	    원래 글래디아는 종종 모습을 감추기 때문에 난 그녀가 함께 과학 연구를 하진 않으리라 생각했다.
	    훗날 글래디아가 말하길, 에기르에는 과학과 기술 두 분야의 집정관이 있으며, 자신은 기술 방면이기 때문에 이론 지식에 대해서는 그렇게 많이 알지 못한다 했다.
	    과연 에기르의 기초 교육은 놀랍다고 말해야 하나? 내가 보기에 글래디아는 충분히 다재다능한 사람이다. 그런데 집정관이라면 책임자인 건가? 과학자와 엔지니어가 함께 나라를 통치한다니? 음…… 금시초문이다.
	    그나저나 군사 기술도 기술이라 할 수 있겠지…… 아마도.
	    오리지늄 아츠는 기술에 포함되지 않는다. 때문에 글래디아는 전혀 이해하지 못하고 있다. 어비설 헌터스들은 모두 오리지늄 절연체인 걸까? 스펙터처럼 심각한 감염자조차도 정상적인 아츠를 사용하지 못한다.
	    그렇다고 해도 얼핏 추측되는 건 있지만, 아마 글래디아는 때려죽인다 해도 인정하지 않을 것이다.
	    어비설 헌터스는 분명 에기르 기술의 산물일 것이다. 에기르가 대체 어떤 방식으로 자국인을 상대로 실험했는지는 하늘만이 알겠지만……
	    거대한 압력을 견뎌낼 수 있는 투명한 도시와 특정한 광물 없이도 운용할 수 있는 에너지 설비, 완전한 저온 합금 처리 기술과 대량의 정보를 거의 손실 없이 전달하는 기술, 그리고 다른 종끼리의 융합까지…… 에기르의 과학 기술 수준이 얼마나 높은지 우리로서는 검증할 방법이 없다. 
	    세상에나……
	    하물며 바다는…… 땅도 끝이 없다는데 바다라고 끝이 있을까? 에기르에는 대체 얼마나 많은 도시가 있는 걸까? 땅 위의 도시보다 더 많은 게 아닐까?
	    [어째서 그 사람들은 그동안 우리와 연락하지 않은 걸까?]
	
	    그러고 보니 더욱 공포스러운 의문이 떠올랐다.
	    ……그 바닷속 괴물이라는 것들이 수중 도시에 대체 얼마나 많은 영향을 끼쳤길래 어비설 헌터스들이 아예 고향에 돌아가지조차 못하는 거지?

———————————————————————————————

	档案资料四 :
	【传递给您的私人记录】
	深海猎人们接下来该怎么办？
	歌蕾蒂娅借用罗德岛设备发出的信号一直都无人应答。谁也不知道海面之下的阿戈尔变成了什么样，毋论其他深海猎人的死活了。
	
	我很确定，伊比利亚接收的阿戈尔人群，也就是他们时常自称的“岛民”，是在阿戈尔发生事故后离开他们国家的海中居民。
	岛民大多数都是技术出身，很少科研人员。至于科学执政官，呵，不屑离开他们宏伟先进的住所。
	伊比利亚能凭借岛民拥有的技术，也就是阿戈尔技术的一点点碎片与残渣，迅速从普通的强国跃升为争霸者之一......阿戈尔的整体国力与技术水平是地面诸国不能想见的。
	更何况大多数人根本不会知道海洋的存在。
	无论歌蕾蒂娅有多不愿意透露这些信息，伊比利亚这小撮阿戈尔人许多年前就迁移去了伊比利亚，深海猎人也应运而生，我们已经可以推论，阿戈尔遭遇的不是一场普通的灾难。
	深海猎人只是阿戈尔军事技术的冰山一角，这点我却很坚持。他们绝对不是阿戈尔的最后防线——更像是先锋与死士，像是阿戈尔对海中怪物的试探。
	歌蕾蒂娅并不忌讳用礼节去表达傲慢，却也没法掩饰住她用傲慢掩盖不安的事实。
	我知道，她对我们是有所保留的。甚至保留了很多。
	她没有告诉你，为什么海嗣想要找到斯卡蒂吧？
	顺便，海嗣不是最高等的海中怪物。它们一定还有更高级的生命形式。
	歌蕾蒂娅想用自己的方式保护深海猎人们。她害怕，未来想加害深海猎人的，将不只是深海教会与海嗣。她手中握有的技术和信息已经是她为数不多的筹码了。
	她尝试信任我们，只是她还太难信任别人。如果她不想帮助我们所有人抵御海里的威胁，那么她现在已经可以趟在甲板上晒太阳，而不是这样四处奔走了。
	以及，如果斯卡蒂的身体会产生不可遏制的变化，那么作为深海猎人先行者、最初的几个深海猎人之一，歌蕾蒂娅的未来......同样崎岖。
	给她一小段时间。她所受的训练和她的经历会让她得出正确的结论的。
	她现在依然是个阿戈尔人。但我们，我们不属于任何一个国家。
	阿戈尔仍在沉默。
	
	——凯尔希

