ID:
	char_479_sleach
	A former ceremonial standard bearer from Victoria, she served at the Victorian Army Barracks in County Hillock, where the head of the local Rhodes Island branch office presented her to us as a liaison operator. She has basic Victorian Army training under her belt, superior physical ability, and demonstrated a talent for support operations.

	프로필 :
	    빅토리아 힐록 카운티 지방부대에서 복무했던 전 빅토리아 의장대 기수로, 전란 후 힐록 카운티 사무소 책임자의 추천을 받아 로도스 아일랜드 협력 오퍼레이터가 됐다. 복무 당시 빅토리아 군의 기초 훈련을 받았으며, 탁월한 신체 능력을 바탕으로 각종 임무에서 뛰어난 지원 능력을 보여주고 있다.

———————————————————————————————

	临床诊断分析 :
	造影检测结果显示，该干员体内脏器轮廓清晰，未见异常阴影，循环系统内源石颗粒检测未见异常，无矿石病感染迹象，现阶段可确认为非矿石病感染者。
	
	【体细胞与源石融合率】0%
	干员琴柳没有被源石感染的迹象。
	
	【血液源石结晶密度】0.19u/L
	干员琴柳甚少接触源石。
	
	在被脏弹轰炸过的废墟里跑了那么多个来回，琴柳小姐的指标竟然还这么稳定！除了原本身体就很健康以外，小丘郡办事处的大家也确实很好地教了她防护技巧吧......
	——医疗干员苏苏洛

	健康診断 :
	造影検査の結果、臓器の輪郭は明瞭で異常陰影も認められない。循環器系源石顆粒検査においても、同じく鉱石病の兆候は認められない。以上の結果から、現時点では鉱石病未感染と判定。
	
	【源石融合率】0%
	鉱石病の兆候は見られない。
	
	【血液中源石密度】0.19u/L
	源石に接触することは滅多にない。
	
	汚染爆弾に爆撃された廃墟の中であれほど走り回ってたのに、各項目の数値がこんなに安定しているだなんて！サイラッハさん自身が元から健康であるだけでなく、きっとヒロック郡事務所の皆さんも防護方法をきちんと彼女に教えたのでしょうね……
	――医療オペレーターススーロ

	Clinical Analysis :
	Imaging tests reveal clear, normal outlines of internal organs, and no abnormal shadows have been detected. Originium granules have not been detected in the circulatory system and there is no sign of infection. At this time, this operator is believed to be uninfected. 
	
	[Cell-Originium Assimilation] 0%
	Operator Saileach shows no signs of Originium infection.
	
	[Blood Originium-Crystal Density] 0.19u/L
	Operator Saileach rarely comes into contact with Originium.
	
	After all that time spent going around the rubble of that dirty bomb in County Hillock, it's incredible how stable Saileach's indicators are! She's kept herself plenty healthy, but the local office there must've taught her some great protective techniques, huh?
	——Medic Operator Sussurro

	임상 진단 분석 :
	    방사선 검사 결과, 본 오퍼레이터는 내장 기관의 윤곽이 선명하며, 비정상적인 음영이 존재하지 않는 것으로 확인됨. 순환 계통 내 오리지늄 입자 검사 결과 이상 없음, 광석병 감염 증세 없음, 현 단계로서는 광석병 비감염자로 판단됨.
	
	[체세포와 오리지늄 융합률] 0%
	오퍼레이터 사일라흐에겐 광석병 감염 흔적이 없음.
	
	[혈중 오리지늄 결정 밀도] 0.19u/L
	오퍼레이터 사일라흐는 오리지늄과의 접촉 빈도가 매우 낮음.
	
	    더티밤에 폭격당한 폐허를 그렇게 자주 다녔는데도 오퍼레이터 사일라흐의 지표는 이렇게 안정적이에요! 아마 신체가 굉장히 건강한 것도 있지만, 힐록 카운티 사무소의 사람들이 방호 대책을 철저히 가르쳐줬기 때문이겠죠……
	——메딕 오퍼레이터 수수로

———————————————————————————————

	档案资料一 :
	在维多利亚，一名普通士兵想要成为仪仗兵，往往需要经过严苛的选拔。因此，许多人第一眼看到琴柳小姐，都会被她出色的外表与仪态吸引。但干员们最喜欢的，还是她极具亲和力的性格。琴柳小姐会不厌其烦地将自己的护肤和美发秘诀分享给感兴趣的干员，并在好奇的孩子们面前表演过好几次掌旗行进。除此之外，她迅速加入了由古米等人发起的烹饪爱好小组，亲手制作了一大批维多利亚特色点心，在随后的美食节上收获了诸多好评。
	然而，如果查看下琴柳小姐在罗德岛上的时刻表，大家就会发现，她一天中的绝大部分时间都花在了训练场上。有多名教官对她训练时的拼命程度留下了深刻印象。教官坚雷反馈，她的训练强度已经到了有些危险的地步，可是结合本人意愿及医疗部门对瓦伊凡身体素质的综合评估，这份超量训练计划还是继续了下去。
	连续几次测试结果显示，琴柳小姐的战斗能力正在迅速提升，加上原本的军人基础，她无疑会在短时间内成长为一名出色的作战干员。

	第一資料 :
	ヴィクトリアで一般兵士から儀仗兵になるには、厳しい選抜をくぐり抜けなければならない。そのため、サイラッハを初めて見た人の多くは、彼女の整った容姿と美しい立居振る舞いに惹かれる。だがオペレーターたちに最も気に入られたのは、その親しみやすい性格だった。サイラッハは、自身のスキンケアやヘアケアの秘訣をそれらに興味のある人に惜しみなく共有するし、好奇心旺盛な子供たちのために、何度も軍旗敬礼分列式をしてみせたことがある。それ以外にも、彼女はグムたちが立ち上げた料理愛好会に参加し、ヴィクトリアの特徴的なお菓子を大量に手作りしたのち、グルメフェスでも高い評価を得ている。
	しかし、サイラッハのタイムスケジュールを見れば、彼女が一日の大半の時間を訓練場で過ごしていることがわかるだろう。教官たちが彼女の訓練への真剣さについて強い印象を抱いている。ジュナーの報告によれば、サイラッハの訓練はあまりにも過酷で、すでに危険な水準に達しているが、本人の希望とヴイーヴルの身体能力に対する医療部の評価によって、どうにか続けられているものであるそうだ。
	数度のテストの結果を見るに、サイラッハの戦闘能力は飛躍的に上昇している。元軍人という基礎力があることも加味すると、短期間のうちに非常に頼りがいのあるオペレーターへと成長することは間違いないだろう。

	Archive File 1 :
	Victorian guards of honor normally go through a rigorous selection process, so it's only natural that Saileach, with her glowing presentation and mannerisms, draws immediate attention. However, most operators end up charmed by her affable personality. Saileach goes out of her way to share skin care and hair styling tips, and has put on many banner waving marches for the curious children. What's more, she quickly found herself in the same cooking club as Gummy and others, where she's since made all kinds of Victorian treats, to great acclaim at food festivals.
	If one was to look at Saileach's schedule, they would find her spending the vast majority of her days on the training grounds. Multiple instructors have expressed their surprise at the intensity of her training. Instructor Dur-nar is concerned that she may be overworking herself to a dangerous level, but Saileach insists on maintaining this level of intensity, and consultation with the Medical Department along with their comprehensive assessment of Vouivre physical fitness has allowed it to continue for the time being. 
	Multiple consecutive tests have shown rapid improvement in Saileach's combat ability. Building on top of the foundation granted to her by the Victorian Army, we expect her to grow into an outstanding combat operator very quickly.

	파일 자료 1 :
	    빅토리아에서 평범한 병사가 의장대가 되려면 엄격한 선발 과정을 거쳐야 한다. 그렇기 때문에 오퍼레이터 사일라흐를 처음 보는 많은 사람들이 그녀의 뛰어난 외모와 자태에 끌리곤 한다. 하지만 오퍼레이터들이 가장 좋아하는 것은 사일라흐의 친화적인 성격이다. 오퍼레이터 사일라흐는 자신의 외모에 흥미를 보이는 사람들에게 피부 및 헤어 관리 비결을 기꺼이 알려주었고, 호기심 많은 아이들에게 여러 차례나 기수 행진을 보여주기도 했다. 그 밖에도 사일라흐는 굼의 요리 동호회에 가입해 직접 빅토리아 특유의 디저트를 대량으로 만들어줬는데, 이 디저트는 이후 미식 페스티벌에서 큰 호평을 받았다.
	    하지만 로도스 아일랜드에서 생활하는 사일라흐의 일과표를 본다면 그녀가 하루의 대부분을 훈련장에서 보낸다는 것을 발견할 수 있으며, 훈련에 필사적으로 임하는 사일라흐의 모습은 여러 교관에게 깊은 인상을 남겼다. 교관 듀나는 사일라흐의 훈련 강도가 위험한 수준에 이르렀다고 전달했지만, 사일라흐 본인의 의사와 와이번 종족의 신체 능력에 대한 의료부의 종합적인 평가를 고려해 그녀의 강도 높은 훈련 계획은 계속 유지되었다.
	    연이은 테스트 결과는 오퍼레이터 사일라흐의 전투 능력이 빠른 속도로 향상되고 있음을 보여준다. 이와 더불어 본래 갖추고 있던 군인으로서의 실력을 감안한다면, 사일라흐가 단기간 내에 뛰어난 전투 오퍼레이터로 성장할 것은 분명하다.

———————————————————————————————

	档案资料二 :
	在填写入职申请表的时候，琴柳小姐特地提出了想再多花一点时间思考的请求，一天之后，她才写下了现在这个代号。
	“这是柳树的意思，我查了很久资料，希望没有拼写错误。”当时她这样说道。
	据她所说，她选择的这种拼写方式，是源自一种名叫塔拉语的古老语言，而非她熟悉的现代维多利亚语。从资料来看，琴柳小姐出生于一座维多利亚南部沿湖城市，与塔拉地区并无关联。她本人的所有塔拉语相关知识，全部来自一名在小丘郡当地结识的朋友。她说，在塔拉地区，每年春天的节日里，人们会用刚刚长出新芽的柳枝来装点街道和雕像。在小丘郡服役的每一年里，她都会与这位好友一起去郊外的农用地块挑选最合适的柳枝，来完成这件颇具纪念意义的事。虽然琴柳小姐并没有明说她这位朋友如今的去向，但根据小丘郡事件相关报告中的记载，那座城市已在战争中沦为废墟，她的好友也极有可能已经遭遇不幸。
	在小丘郡的经历无疑改变了琴柳小姐对许多事情的看法。她如此急迫地提升自己的作战能力，可能正是源自她没能阻止悲剧发生的遗憾。好在这份遗憾并没有令她沉浸在悲痛之中，更没有让她走上复仇之路，而是成为了她蜕变的契机，也给予了她前进的力量。毕竟，琴柳小姐会选择这个代号，无疑寄托了小丘郡能在灰烬中重生的希望。

	第二資料 :
	入職申請書を書くとき、サイラッハはもう少し考える時間が欲しいと申し出た。今のコードネームを提出したのは、それから一日後のことだった。
	彼女は、「柳の木という意味だよ。時間かけて調べたんだけど、間違ってないといいな」と説明した。
	サイラッハによれば、コードネームに用いた綴りは、自分の慣れ親しんでいる現代ヴィクトリア語ではなく、ターラー語という古い言語から取っているのだという。資料によれば、サイラッハの生まれはヴィクトリア南部の湖沿いの都市であり、ターラー地区とは無関係のはずである。彼女が持つターラー語に関する知識は、全てヒロック郡で知り合った一人の友人から来ている。彼女曰く、ターラー地区では、毎年の春の祭日、人々は芽吹いたばかりの柳の枝で街や彫像を飾り付けるという。ヒロック郡の部隊にいた頃、サイラッハは毎年その友人と共に郊外の農業用地に向かい、一番良い柳の枝を選んで、この慣習を楽しんでいた。友人の行方をサイラッハは明言しなかったが、ヒロック郡事件関連報告の記載によれば、かの都市は戦争によって廃墟と化したという。ならば、その友人もおそらく無事ではないのだろう。
	ヒロック郡での出来事は、間違いなくサイラッハの物事への見方を大きく変えてしまっている。あれほど切羽詰まったように自身の能力向上を求めるのも、悲劇の発生を阻止できなかった悔しさから来ているかもしれない。幸い、彼女はただ悲しみに浸ることも、復讐の道へと駆り立てられることもなかった。むしろ、この悔しさは彼女自身が変わるきっかけとなり、前へと進む動力にもなったようだ。彼女がサイラッハというコードネームを選んだのも、ヒロック郡が廃墟の中から再生することへの希望を持っているためだろう。

	Archive File 2 :
	When filling in the application form, Saileach expressed a desire for more time to think; it was a day later that she finally put down her present codename.
	Her words at the time were: 'It means 'willow.' I spent an age poring through reference material—I hope I haven't spelt anything wrong.'
	Her choice of spelling originates from an ancient language called Taran, and not the present-day Victorian she knows. Profile data shows that Saileach was born in a lakeside city to Victoria's south, completely unconnected to the area of Tara. Her own knowledge of Taran originates entirely from a friend local to County Hillock. Saileach tells us that in the region of Tara, on the spring festival each year, the people would take freshly budded willow branches to adorn the streets and statues. Every year she served at County Hillock, she would accompany this very friend to the agricultural plates on the outskirts, picking the best branches for the occasion, in the end completing this rather commemorative affair. Though Saileach hasn't spoken on where this friend presently is, judging by written records in reports on the County Hillock incident, the city was reduced to ruins in the fighting; it is exceedingly possible her close friend met with misfortune.
	Saileach's experiences in County Hillock have no doubt changed her outlook. The urgency she's shown in improving her own combat ability likely stems from her regret in being unable to prevent that tragedy. Good thing she did not sink into grief, let alone take to a path of revenge, but has transformed herself and taken the impetus to move forward. After all, in Saileach's choice of codename there lies the hope that County Hillock may rise from the ashes anew.

	파일 자료 2 :
	    원서 작성 당시 사일라흐는 코드네임에 대해 좀 더 생각할 시간을 달라 요청했었는데, 하루가 지난 후에야 사일라흐는 지금 사용하는 코드네임을 적어냈다.
	    “버드나무라는 뜻이야. 한참 동안 자료를 찾아봤었는데, 부디 철자가 틀린 게 아니었으면 좋겠네”라고 그녀는 말했다.
	    사일라흐의 설명에 따르면 이는 타라어라고 불리는 고대 언어의 표기 방식으로, 사일라흐에게 익숙한 빅토리아어가 아니라 한다. 자료에 따르면 오퍼레이터 사일라흐는 빅토리아 남부에 있는 호숫가 도시 출신으로, 타라 지역과는 아무 상관이 없다. 타라어에 관한 사일라흐의 지식은 모두 그녀가 힐록에서 사귄 친구에게서 배운 것이다. 그녀가 말하길, 타라 지역에서는 매년 봄 명절이 되면 사람들은 새싹이 돋은 버드나무 가지로 거리와 조각상을 꾸민다고 했다. 사일라흐는 힐록 카운티에서 복무하는 동안, 매년 때가 되면 그 친한 친구와 함께 교외에 있는 농지로 가서 가장 멋진 버드나무 가지를 골라 기념으로 삼곤 했다. 비록 사일라흐가 그 친구의 행방에 대한 구체적인 설명은 하지 않았지만, 힐록 카운티 사건에 대한 보고 기록에 따르면 그 도시는 전쟁 중에 폐허가 되었기에, 사일라흐의 친우 역시 참변을 당했을 가능성이 매우 높다.
	    힐록 카운티에서의 경험으로 오퍼레이터 사일라흐의 생각이 바뀌었음에는 의심의 여지가 없다. 그녀가 이리 급하게 자신의 전투 능력을 끌어올리는 것은 아마도 비극을 막지 못했다는 후회에서 비롯된 것이리라. 다행히도 사일라흐는 후회 때문에 슬픔에 잠기지도, 복수심을 불태우지도 않았고, 오히려 그 후회를 자신을 변화시키는 계기로, 앞으로 나아가는 원동력으로 삼았다. 그녀가 사일라흐라는 코드네임을 선택한 것은 힐록 카운티가 잿더미 속에서 다시 살아날 수 있다는 희망을 품고 있다는 것이 분명하다.

———————————————————————————————

	档案资料三 :
	【小丘郡事件报告摘录】
	......我们没有想到，真正的挑战发生在撤离小丘郡之后。
	在我们即将进入半岛郡之前，运输车遭遇了一次袭击。攻击我们的人打扮普通，但我们都能认出来，他们一定是深池的人。车和通信设备都毁了，我和弗雷德受了伤，碎纸机更是差点送命。是简妮硬把我们一个个地从废铁底下扒了出来，走到商道上拦了一支商队，好说歹说借了一辆货车，才救了大家的命。
	那位病人全程都没有醒。奇怪的是，在那次攻击之后，敌人也没再追上来。他们仿佛只是确认了下病人是不是真的和我们在一起，又试探了下我们究竟有几分实力。在被座椅压得动弹不得的时候，我本以为我们死定了。他们可是杀了Outcast女士！我们几个人，就算真的拼上性命，又怎么可能有她十分之一的实力？
	......
	最后，我想推荐简妮，我是说随我们回舰的简·薇洛小姐正式加入罗德岛。我早就在路上确认过她的意愿。原本最合适的推荐人应该是Outcast女士——怀着无比沉痛的心情，我替代她说出这些话。薇洛小姐和我们一起，在小丘郡救了很多人，未来她还有机会救更多人。无论是从品性还是能力来看，她都很适合成为我们的同行者。
	——罗德岛驻小丘郡办事处负责人奥利弗·伯纳德提交的报告

	第三資料 :
	【ヒロック郡事件報告抜粋】
	……本当の試練はヒロック郡から撤収した後だったとは、我々は思いもよらなかった。
	ペニンシュラ郡に踏み入れる前に、輸送車は一度襲撃を受けた。攻撃してきた者は一般人の装束をしていたが、ダブリンの者だと我々は認識した。車も通信設備も破壊され、私とフレッドは負傷し、シュレッダーに至っては危うく命を落とすところだった。私たちを鉄くずとなった車の下から、一人一人引っ張り出してくれたのがジェニーだった。そして商道まで行って商隊を止めて、なんとかトラックを一台貸してくれるように頼み込んだおかげで、私たちの命が助かったのだ。
	例の患者はずっと目が覚めないままだった。不思議なことに、あの襲撃以降、敵は追いかけて来ることはなかった。襲撃はただ例の患者が本当に我々と一緒にいるのかを確かめるために行われたともとれるし、我々の実力を測っていたようにも思う。座席に押しつぶされてた時、もうおしまいだと思った。あのOutcast女史をも殺せるような連中だ！我々数人が命をかけても、あの方の十分の一にも及ばないのだから。
	……
	最後に、ジェニー――つまり我々と共に帰艦した、ミス・ジェーン・ウィロウを正式に推薦したい。彼女自身の意思は道中で確認した。本来ならば、最も推薦者に適したのはOutcast女史なのだが――沈痛な気持ちを胸に、私が彼女の代わりにこの言葉を伝えよう。ミス・ウィロウは我々と共にヒロック郡で多くの人々を救った。そして彼女は将来、より多くの人々を救うだろう。品格からしても、能力からしても、ミス・ウィロウは我々の同行者に相応しいと、私は確信している。
	――ロドス駐ヒロック郡事務所責任者オリバー・バーナードの報告書より

	Archive File 3 :
	[Excerpt from the County Hillock incident reports]
	...we didn't realize that the true challenge would come after withdrawing from County Hillock.
	Just before we were due to enter County Peninsula, our transport vehicle was raided. The attackers wore plain clothes, but we could tell they were Dublinn. The vehicle and comms equipment were destroyed, Fred and I were injured, while Shredder nearly lost his life. It was Janie who stubbornly pulled us one by one out from the scrap, trekked to the trade route to flag down a caravan, and talked them into lending us a truck—saving all our lives.
	The entire way, the sick one didn't come to. What was strange was after that attack, the enemy didn't chase us further, either. It was like they just wanted to find out if she was really with us, and then they tried us to see how much strength we really had. I thought we were done for when we were trapped under those seats. I mean, they killed Outcast, the Lass! Even if the few of us threw it all away then and there, could we do ten percent of what she could?
	......
	Finally, I want to recommend Janie—and I mean that Miss Jane Willow, who came with us back to the ship, should formally join Rhodes Island. I've known her willingness for a while now, since we left. Originally, it was Outcast most fit to recommend her—so with... a graver sorrow than all I know, I tell you all this in her stead. Together with us, Miss Willow has saved countless people in County Hillock, and she will have the opportunity in future to save countless more. Whether it's her character or her ability in question, she is highly fit to become someone who works with us.
	——Report submitted by Rhodes Island County Hillock Branch Officer-in-Charge Oliver Bernard

	파일 자료 3 :
	[힐록 카운티 사건 보고 발췌]
	    ……진정한 도전은 힐록 카운티를 떠난 후부터라는 것을 우리는 알지 못했다.
	    우리가 페닌슐라에 진입하기 직전, 수송 차량이 습격을 받았다. 공격한 자들의 옷차림은 평범했지만, 우리는 그들을 알아볼 수 있었다. 분명 더블린이었다. 차량과 통신 장비는 파괴되었고, 나와 프레드는 부상을 당했으며 슈레더는 하마터면 죽을 뻔했다. 제니는 그런 우리를 하나하나 고철더미 아래에서 끄집어냈고, 지나가던 상단을 가로막고는 그들에게 애걸복걸하며 겨우 화물차 한 대를 빌렸다. 그렇게 우리는 목숨을 부지할 수 있었다.
	    그 환자는 내내 깨어나지 않았다. 이상한 건 그 공격 이후 적이 더는 우리를 쫓아오지 않았다는 점이다. 적들은 마치 그 환자가 우리와 함께 있는지, 우리가 어느 정도의 실력을 갖추었는지 확인하는 듯했다. 좌석에 짓눌려 옴짝달싹 못할 때, 나는 우리가 끝장날 것이라고 생각했다. 그들이 아웃캐스트 씨를 죽였으니까! 우리 몇 명이 목숨을 걸어봤자 그녀 실력의 십 분의 일이라도 따라갈 수 있을까?
	    ……
	    마지막으로 나는 제니를, 내 말은 우리와 함께 돌아온 제인 윌로우 씨를 로도스 아일랜드에 정식으로 추천하고 싶다. 일찍이 그녀의 의사를 확인한 적이 있다. 물론 가장 적합한 추천인은 아웃캐스트 씨겠지만, 비할 데 없는 침통한 심정으로 아웃캐스트 씨를 대신해 말하는 바이다. 윌로우 씨는 힐록 카운티에서 우리와 함께 많은 사람을 구했으며, 앞으로도 더 많은 사람을 구할 수 있을 것이다. 품성과 능력 어느 면에서건 윌로우 씨는 우리의 동료가 되기에 충분하다.
	——로도스 아일랜드 힐록 카운티 사무소 책임자 올리버 버나드가 제출한 보고서

———————————————————————————————

	档案资料四 :
	琴柳小姐并没有对任何人明说，但毫无疑问，她始终都在做着回到维多利亚继续战斗的准备。
	与风笛小姐不同的是，她并不认为这是她的职责。从她决心离开军队的那一刻起，她就已经不再把自己当作维多利亚军人看待。事实上，她非常适应罗德岛干员这一新的身份，并很快就积极投入了各类作战或非作战的任务中。她不止一次提及已故的精英干员Outcast女士对她的影响。回到维多利亚，对她来说，更像是一种使命。她信仰着心中的正义，下定决心要尽一切努力，去对抗这些带给她惨痛回忆的恶行。
	很快，在得知风笛小姐也来到罗德岛之后，她第一时间去找了风笛。两人长谈了一整夜，第二天她便提出了可能会在近期暂时离舰的申请。她明白，回去的时机就快到了。
	
	“从小丘郡事件透露出来的信息来看，塔拉地区的局势已经到了一触即发的地步。如果他们的领导者不是德拉克，那么冲突爆发的时间点或许会被延后十年，但整体态势并不会发生改变。
	维多利亚数百年来延续的对塔拉人的种种政策给今天的战火带来了必然性。可回顾历史，在被迫分割了一半权力给阿斯兰之后，原本主宰着整个维多利亚的德拉克王室，必然不可能放任另一支同族安稳地统治三分之一的国土。而其他不得不与新晋贵族分享利益的贵族们，同样不会放过压榨这一地区的原住民以弥补损失的机会。
	我并不认为这会是一场局部冲突。我只能说，这场战争，或许将彻底改变维多利亚这个国家。至于这对我们接下来的伦蒂尼姆行动有没有好处？别忘了，我只是个给大家补补历史课的老师而已。”
	——海帕提亚于某次历史课后的答疑录音

	第四資料 :
	サイラッハは誰にも明言しなかったが、明らかに彼女は、ヴィクトリアに戻って戦いを続ける準備を常に行っている。
	バグパイプとは異なり、サイラッハはそれを自身の責務と見なしているわけではない。軍から抜けると決意した時から、彼女は二度と自分をヴィクトリア軍人だとは思っていないのだ。むしろ、ロドスオペレーターという新たな立場を難なく受け入れ、すぐに各種作戦やその他の任務に積極的に加わるようになった。今は亡きエリートオペレーターのOutcast女史から与えられた影響を、サイラッハは何度も語っている。ヴィクトリアに戻ることは、彼女にとっては一種の使命となっているようだ。彼女は心の中の正義を信じ、努力の限りを尽くして、自身に悲痛な思いをもたらした悪行の数々に立ち向かおうとしている。
	バグパイプもロドスに来ていると聞いて、サイラッハはすぐ彼女に会いに行った。二人は一晩語り明かし、その次の日にサイラッハは近いうちにしばらく本艦を離れるかもしれないという申請書を提出した。あの場所に戻る時がもうすぐ来るのだと、サイラッハは悟ったのだ。
	
	「ヒロック郡事件より得られる情報から見れば、ターラー地区の状況は既に一触即発となっていると言えるでしょう。もし彼らのリーダーがドラコでなければ、衝突の発生時間は十年後になっていたのかもしれませんが、いずれにせよ全体的な状況に大きな変化はないでしょう。
	ヴィクトリアで数百年続いてきたターラー人への様々な政策が、今の戦争に必然性を見出す根拠となるでしょう。しかし歴史を振り返れば、本来はヴィクトリア全体の支配者であったドラコの王族が、権力の半分をアスランに譲渡することを強いられた後に、さらにもうひとつの流れを汲む同族に、三分の一の国土を安穏と統治させることなどあり得なかったのです。また、新興貴族と利益を分け合わなければならなくなったほかの貴族たちも同じく、この地区の原住民を搾取し、自身の損害を補う機会を逃すはずがありませんでした。
	局地的な衝突で収まるとは思えません。この戦争は、ヴィクトリアという国を徹底的に変えるかもしれないと言わざるを得ません。それがこれからの我々のロンディニウム作戦に有利かどうかって？言っておきますが、私は皆さんに歴史の補習を担当する一教師に過ぎないんですよ。」
	――ある日の歴史授業後、ヒュパティアによる質問回答の録音より  

	Archive File 4 :
	Saileach has never explicitly told anyone, but without a doubt, she's been preparing all along to return to Victoria and continue fighting.
	Where she differs from Bagpipe is that she doesn't, in any way, consider this a duty. From the moment she decided to leave the army, she never again held herself to be a Victorian soldier. In truth, she took to her new identity as a Rhodes Island Operator exceptionally well, and very quickly was proactive in throwing herself into all manner of combat/non-combat missions. She more than once mentioned the deceased elite operator Outcast's influence on her. Returning to Victoria, to her, is more of a calling. She holds a sense of justice deep in her heart, firmly resolved to spare no effort, looking to stand off against the evils that brought her such bitter memories.
	Very soon, once learning she also came to Rhodes Island, Saileach's first order of business was to find Bagpipe. The two of them had a discussion that lasted through the night, and by the next day, Saileach applied for short-term landship leave. She understands that the time to return has almost come.
	
	'From the County Hillock incident, we see that the Taran situation has already climbed to a tipping point. If their leader is not Draco, then the eruption of conflict may be deferred by a decade, but the situation in whole will not have changed.
	Victoria's centuries-old policies targeted at Tarans have made inevitable the present fires of war. Yet when we look back at history, after they were forced to split half of their authority with the Aslans, the Draco royal family, original rulers of the whole of Victoria, surely could not indulge another of their race peaceably governing a third of the country's territory. In the same manner, nor would the aristocracy—who begrudgingly shared their take with the new nobility—let the opportunity pass to press down on the area's indigenous peoples, so as to make up for losses.
	I don't at all believe that this will be a localized conflict. I can only say that this war may perhaps transform the nation of Victoria. Concerning if all this will grant us any advantage in our coming Londinium operations? Don't forget: I'm just an instructor supplementing you all with a little history.'
	——Recording of Hypatia answering questions after a history lecture

	파일 자료 4 :
	    오퍼레이터 사일라흐가 누구에게 말한 것은 아니지만, 항상 빅토리아로 돌아가 계속 싸울 준비를 하고 있다는 점은 의심의 여지가 없다.
