ID:
	char_473_mberry
	炎国災害救援組織「春乾」の一員。主に炎国の、天災が発生しやすい寒い地域で救援活動を行っている。「春乾」とロドスの交換プロジェクトへの参加を申請し、筆記試験一位という好成績でメンバーに選出された。ロドスへ派遣され、鉱石病関連の救護知識を学んでいる。学習の傍ら、臨時オペレーターとして医療部のサポートも行っている。

	Profile :
	Member of the Yan disaster relief organization 'Chun-qian,' primarily carrying out relief efforts in some colder regions of Yan prone to Catastrophe. After enrolling in Chun-qian's exchange project with Rhodes Island, was selected for her outstanding application, and accepted dispatch to Rhodes Island to study Oripathy and relevant aid knowledge. Outside of study, also serves as an interim operator assisting the Medical Department.

	프로필 :
	    염국의 재앙 구호 조직 '춘건'의 일원으로, 주로 염국의 다소 추우면서 재앙이 자주 발생하는 지역에서 구호 활동을 한다. '춘건'과 로도스 아일랜드 간 상호 교류 프로젝트에 지원, 필기시험에서 수석으로 선발되어 광석병 관련 구호 지식을 배우기 위해 로도스 아일랜드로 파견되었다. 공부 외의 시간에는 임시 오퍼레이터 자격으로 의료부를 도와주고 있다.

———————————————————————————————

	临床诊断分析 :
	造影检测结果显示，该干员体内脏器轮廓模糊，可见异常阴影，循环系统内源石颗粒检测异常，有矿石病感染迹象，现阶段可确认为是矿石病感染者。
	
	【体细胞与源石融合率】7%
	腰腹处可见少量源石结晶。
	
	【血液源石结晶密度】0.22u/L
	干员桑葚长期置身于感染风险较高的危险区域，尽管拥有较强的防护意识、掌握着过硬的治疗技巧，但仍然需要定期检查，以免病情恶化。

	健康診断 :
	造影検査の結果、臓器の輪郭は不明瞭で異常陰影も認められる。循環器系源石顆粒検査の結果に異常があり、鉱石病の兆候が認められる。以上の結果から、鉱石病感染者と判定。
	
	【源石融合率】7%
	腰、腹部に少量の源石結晶の分布が見られる。
	
	【血液中源石密度】0.22u/L
	マルベリーは長期的に感染リスクの高い危険地域に身を置いていたため、鉱石病への対策意識を持ち、しっかりした治療技術を有しているが、病状悪化の防止には、定期検査を必要としている。

	Clinical Analysis :
	Imaging tests show the indistinct outlines of internal organs, obscured by abnormal shadows. Originium granules detected in the circulatory system. The subject is confirmed to be infected with Oripathy.
	
	[Cell-Originium Assimilation] 7%
	Slight visible Originium crystallization around lower torso.
	
	[Blood Originium-Crystal Density] 0.22u/L
	Operator Mulberry situates for long periods in danger regions with high risk of infection. In spite of a relatively strong protective awareness and excellent grasp of treatment skills, she still requires regular examination to avoid her condition worsening.

	임상 진단 분석 :
	    방사선 검사 결과, 본 오퍼레이터는 내장 기관의 윤곽이 흐릿하며, 비정상적인 음영이 존재하는 것으로 확인됨. 순환 계통 내 오리지늄 입자 검사 결과 이상 확인, 광석병 감염 증세 있음, 현 단계로서는 광석병 감염자로 판단됨.
	
	[체세포와 오리지늄 융합률] 7%
	복부에서 소량의 오리지늄 결정 확인.
	
	[혈중 오리지늄 결정 밀도] 0.22u/L
	오퍼레이터 멀베리는 장기간 감염 위험이 높은 지역에 머문 것으로 확인. 비교적 확고한 방호 의식과 훌륭한 치료 기술을 갖추었으나, 병증의 악화를 막기 위해 정기적인 검사가 필요함.

———————————————————————————————

	档案资料一 :
	罗德岛与救援组织“春乾”的交换学习计划是刚刚立项的新项目，在罗德岛方面主要开设有紧急情况下的矿石病防护法，以及染病初期的针对性治疗措施等科目，这一类学习内容是罗德岛的专长，同时也是与天灾打交道的灾害救援人员必要掌握的。 
	能够通过严格的测试与选拔，成为罗德岛与“春乾”之间的第一位交流人员，可以说，桑葚在其专业领域的能力确实毋庸置疑。

	第一資料 :
	ロドスと救援組織「春乾」の交換学習プロジェクトは新設されたばかりである。ロドス側では主に緊急状況下の感染対策や、感染初期における病状抑制効果が高い治療戦略などの学習機会を設けている。これらの項目はロドスが長けている領域であり、また天災に関わる災害救助員にとっては必須の知識でもある。
	厳しい試験と選抜を通り抜け、ロドスと「春乾」の間の最初の交流メンバーとなるという事実は、マルベリーの優れた能力を物語っていると言えよう。

	Archive File 1 :
	Rhodes Island's exchange and study program with relief organization 'Chun-qian' is a new project, with Rhodes Island principally offering anti-Oripathy protective methods in emergency situations, as well as focused treatment measures for the onset stage and other such subjects—these studies are a specialty of Rhodes Island, while also being essential for Catastrophe relief crew.
	Having been passed stringent tests and selection processes, there's no cause to doubt Mulberry's ability in her specialty field.

	파일 자료 1 :
	    로도스 아일랜드와 구호 조직 '춘건'의 교환 학습 프로그램은 입안된 지 얼마 되지 않은 새로운 프로젝트다. 로도스 아일랜드의 주요 과목으로는 긴급 상황에서의 광석병 방호법 및 감염 초기의 치료 조치 등이 있는데, 이는 로도스 아일랜드의 전문 분야로서 재앙을 접하는 재앙 구조원이라면 필수적으로 파악해야 할 내용이다.
	    엄격한 테스트와 선발을 거쳐 로도스 아일랜드와 '춘건'의 첫 번째 교환 인원이 된 만큼, 멀베리의 전문 영역에 대한 능력은 두말할 나위가 없다.

———————————————————————————————

	档案资料二 :
	在初到罗德岛时，桑葚的表现有一阵子令人担忧。她内向寡言，羞涩胆怯，总是一个人抱着书本独来独往，明明语言方面的测试成绩不差，但却无法很好地开口同其他干员交流。 
	这样的情况无疑存在不小的问题，但是好在，罗德岛内一些出身炎国的干员很快注意到了这个新来的女孩的境况，炎国人对于自己的同乡总是亲切有加，在大家的鼓励下，桑葚终于尝试着踏出了第一步，鼓起勇气与几位留守罗德岛的天灾信使攀谈起来。 
	而只要交流的窗口一经打开，接下来的状况就不需要担忧了。

	第二資料 :
	ロドスに来たばかりの頃、マルベリーの状況は心配されるほどのものだった。内向的で言葉数も少なく、おどおどとしていて、いつも本を抱えてひとりぼっちだった。言語能力の試験成績は悪くないはずなのに、ほかの者と言語コミュニケーションをうまく行えずにいた。
	そうした状況はかなりの問題だったが、幸い、炎国出身のオペレーターたちがすぐに新参者の彼女が置かれた状況に気がついた。同郷に親切で有名な炎国人。彼らの励ましで、マルベリーはようやくはじめの一歩を踏み出せた――勇気を出して、ロドスに駐在する天災トランスポーターの何名かに声をかけたのである。
	ひとたび会話が始まれば、あとはもう何も心配する必要がない。

	Archive File 2 :
	On first arrival at Rhodes Island, Mulberry's behavior was a cause for concern. She was reserved with words, shy and timid, carrying books as she went about on her own. Though she had fine marks on her language tests, she was incapable of smoothly starting and holding conversations with other operators.
	This was no small issue, but fortunately, some Rhodes Island operators from Yan quickly picked up on the circumstances of this new girl—people from Yan always tend to be extremely close with others from the same region, and with everyone's encouragement, Mulberry finally took her first step, working up the courage to chat with a few Catastrophe Messengers staying at Rhodes Island.
	And so long as a window for communication is left open, there's no need to worry.

	파일 자료 2 :
	    처음 로도스 아일랜드에 도착했을 당시, 멀베리의 모습은 한동안 여러 사람을 걱정하게 했다. 멀베리는 내성적이고 과묵했으며 수줍음과 겁이 많은 데다, 언제나 책을 끌어안고 혼자 다녔다. 분명 언어 방면 테스트 성적은 괜찮았는데도 다른 오퍼레이터와는 대화를 잘하지 못했다.
	    이러한 상황으로 인해 다소 문제가 있었지만, 다행스럽게도 얼마 지나지 않아 로도스 아일랜드에 있는 염국 출신 오퍼레이터들은 이 신입이 처한 상황을 알아챘다. 동향 사람들에겐 언제나 친절한 염국인들이었기에, 그들의 격려를 받고 용기를 낸 멀베리는 로도스 아일랜드에 남아있는 재앙정보전달자들과 대화를 나누는 첫걸음을 내디딜 수 있었다.
	    소통의 물꼬가 트이기만 한다면 이후의 상황은 걱정할 필요 없다.

———————————————————————————————

	档案资料三 :
	出生于炎国姜齐城一个传统家庭的桑葚，是大家庭同辈人里最小的女孩。桑葚的学习成绩在学校中属于中上等，尽管读书非常努力，却始终无法做到名列前茅，这样的状态令桑葚本人感到忧郁与失落，她的性格也愈发内向起来。
	不论是在老师还是在家人眼中，认真努力，乖巧听话的桑葚都是一个令人放心的乖乖女。没有太多个性，不能说非常优秀，但温顺，不惹麻烦，不做出格的事，是个标准的好孩子。
	桑葚的父母对于女儿未来的人生早已有所规划及安排，他们希望桑葚能够安稳地接受良好的教育，之后找一份安全稳定的工作，过上常人眼中幸福安定的生活。但出乎所有人意料的是，从小到大从来都乖乖听话，很少提出自己的意见的桑葚，这一次却没有像以往一样，顺从地听从家里的安排，而是在从学校毕业之后，瞒着家人向“春乾”投递了简历，远远地离开了家。
	理所当然的，她的这一前所未有的叛逆行为，在家中引起了轩然大波。但正如桑葚留给父母的告别信中写的那样，在幼年时目睹过天灾惨剧之后，她早已暗自立下自己的志向，唯有在这件事上，她不愿遵从家长的安排。
	女孩鼓起了平生最大的勇气，想要自己决定自己的人生。

	第三資料 :
	炎国姜斉城の伝統的な家庭に生まれたマルベリーは、大きな一族の同世代における最年少の娘だった。学校での成績は中の上といったレベルで、勉強にかなりの力を入れているにも関わらず、成績が前列に並ぶことはなかった。マルベリー自身もその状況を辛く感じて、性格もますます内気になっていった。
	学校の先生から見ても、家族から見ても、マルベリーは真面目な努力家で、聞き分けもよく、手のかからない大人しい子だった。目立った個性がなく、群を抜いて優秀とは言い難いが、穏やかでトラブルを起こすことはなく、常識からはみ出すこともない、絵に描いたような良い子だったのだ。
	そんなマルベリーの両親は、我が娘の人生計画をとうに立てていた。きちんといい教育を受けて、安定した仕事につき、一般人が思い描くような幸せで波乱のない生活を送ってほしいと考えていたのだ。しかし驚くことに、幼い頃からずっと聞き分けがよく、めったに自身の意見を主張しなかったマルベリーが、今回は親の敷いてくれたレールを走らなかった。学校を卒業した彼女は家族に黙って「春乾」に履歴書を提出し、故郷から遠く離れることを選んだ。
	当然、そうした彼女の初めての反抗的な行為は、家族を大きく動揺させた。しかし両親への置き手紙に書いたように、子供の頃に天災がもたらす惨劇を目撃して以来、マルベリーはずっと心の中で志を立てていたのだ。このことに関してだけは、親の言いなりになるつもりはなかった。
	少女は持てる全ての勇気を振り絞って、自分の人生を定めようとしたのだ。

	Archive File 3 :
	Born to a traditional family in Jiangqi City, Yan, Mulberry was the youngest girl of her generation in the household. Her academic record at school was considered above average; despite her intense efforts studying, she was never able to rank at the top. She felt a sense of dejection and disappointment, her character growing increasingly introverted alongside.
	Whether in her teachers' or her family's eyes, the earnest, hard-working, clever and amenable Mulberry was a sweetheart who put others at ease. Not too individualistic, not quite outstanding, but meek, untroublesome, didn't overstep her bounds—the picture of a good child.
	Mulberry's mother and father long had plans for their daughter's future; they hoped Mulberry would receive a sound and fine education, then find a safe, stable job, and live what, to an ordinary person, would be a calm and fulfilled life. But against everyone's expectations, the obedient-since-birth, rarely self-expressive Mulberry went against the norm. She didn't heed her family's arrangements, but instead, following her graduation, delivered her resume to 'Chun-qian' without telling her family, and went far away from home.
	As one would imagine, this unprecedented rebelliousness of hers caused a huge commotion in her family. But just as Mulberry had written in her farewell letter to her parents, ever since witnessing the tragedy of a Catastrophe in her youth, she had secretly fostered her own ambitions, and only in this regard was she unwilling to defer to her elders' plans.
	The girl summoned the greatest courage of her life, and set out to decide her future for herself.

	파일 자료 3 :
	    멀베리는 염국 강제성의 어느 전통 가정에서 대가족의 막내로 태어났다. 성적은 학교에서 중상위권이었는데, 굉장히 열심히 공부했음에도 언제나 상위권에 진입하지 못했고, 이 바람에 생긴 우울과 실망감은 그녀의 성격을 더욱 내성적으로 만들었다.
	    선생님이나 가족들이 보기에도 열심히 노력하고 순종적인 멀베리는 걱정할 필요 없는 얌전한 소녀였다. 개성이 강하지도 않고, 특출나게 우수하다고 할 수는 없었지만, 온순하고 말썽 부리지도 않으며, 엉뚱한 짓을 하지도 않는, 그야말로 착한 아이의 표본이라 할 수 있었다.
	    멀베리의 부모는 일찌감치 딸의 미래에 대한 계획과 준비를 마쳐두었다. 그들은 멀베리가 안정적으로 우수한 교육을 받고, 안전하고 안정적인 직업을 찾은 뒤, 평범한 사람들처럼 행복하고 안정적인 생활을 하길 바랐다. 하지만 어릴 때부터 말 잘 듣고 자신의 의견을 잘 내지 않던 멀베리는 모두의 예상과는 달리 예전처럼 집에서 마련한 계획을 따르지 않고, 학교를 졸업 후 가족들 몰래 '춘건'에 이력서를 내고 집을 떠났다.
	    당연하게도 멀베리가 벌인 전대미문의 반항은 집안을 발칵 뒤집어 놓았다. 하지만 멀베리가 그녀의 부모에게 남긴 작별 편지에 쓰인 것처럼 멀베리는 유년 시절 재앙이 빚은 참상을 목격한 후 남몰래 자신의 뜻을 정했고, 이 일에서만큼은 부모의 뜻을 따르지 않았다.
	    자신의 인생을 스스로 결정하기 위해 소녀는 평생의 용기를 낸 것이다.

———————————————————————————————

	档案资料四 :
	桑葚确实是一个内向甚至有些怯懦的女孩，晚上睡觉时，不抱着她从家中带出的旧玩偶，就无法顺利入眠，又因为常常感到惶恐不安，所以总要在自己的私人物品上挂满据说很灵验的平安符。她给人的印象大多数时候都是内向的，怯懦的，总是小心翼翼，柔顺而又软弱——但在涉及她的专业领域时，桑葚会暂时抛掉所有的胆怯和游移，在这时，她身为一名救助员，在救助对象的面前，她必须要成为最可靠的人物。
	桑葚在工作时所展现出的坚定与自信，令所有第一次与她共事的干员都会感到吃惊。
	
	父母期望桑葚拥有安稳顺遂的人生，但在感染了矿石病的现在，这种期望终究变成了奢望。
	或许当初离家时，桑葚还对家中的安排有所不满，对于双亲对自己的操纵与安排心怀抗拒，但在加入救援队后，经历过裹着制式的睡袋，手脚却依然被冻得失去知觉；听着帐篷外的狂风，孤单、害怕到一夜无眠；在风声最响时因想家而偷偷地缩在睡袋中哭泣，让风声盖过自己的哭声......在经历过所有这些之后，之前种种不甘，种种埋怨与反叛，就都变得好像不再有多重要了。
	但令人欣慰的是，在加入救援队的第二年，已经逐渐习惯艰苦的工作生活的桑葚，逐渐与家中恢复了正常的联系。在她的某次探亲之行中，桑葚目睹曾激烈反对她加入救援组织的父亲，手中捏着她往家里寄送的信件，站在自家街角，对邻居们提起她的名字。
	“这是救人的职业，我家女儿不怕吃苦，她就是好样的！”
	总是十分严厉的父亲脸上，那种从不曾在她面前展露的自豪神色，桑葚认为自己一定永远都会记得。

	第四資料 :
	マルベリーは確かに控えめな、ともすれば臆病とさえ言えるような女の子である。夜は家から持ってきた古いぬいぐるみを抱きしめていないと眠れないし、いつも不安に駆り立てられているため、私物には効くと有名なお守りをたくさん付けている。内気で臆病で、いつもおどおどしていて、従順で軟弱という印象を人々に与えている彼女だが、ひとたび自分の専門領域に踏み入れると、怯えも迷いも瞬時に捨て去ってしまう。救助対象の前では、一番頼りになる者として振る舞わなければならないのだ。
	マルベリーが仕事中に見せる意志の固さと自信満々な様に、初めて彼女と共に仕事するオペレーターは誰もが驚いたものだ。
	
	両親はマルベリーに平穏で順風満帆な人生を願っていた。しかし鉱石病に罹患してしまった今では、その願いもまた夢物語となった。
	家を出た当初のマルベリーは、まだ両親に操られて望まぬ道を歩むことに不満や抵抗があったのかもしれない。しかし救援隊に入ってから――寝袋に包まっても寒さで手足の感覚を失うような日々。テントの外で吹き荒れる風の音を聞きながら、孤独と恐怖で一晩中眠れない日々。風の音に隠れるように、寝袋の中でホームシックでこっそり泣いていた日々――これら全てを経験してから、それまでの不満も反抗心も、なにもかも些細なことに過ぎないと思えたのだった。
	幸いなことに、救援隊に入った翌年、厳しい環境での仕事に慣れてきたマルベリーは、少しずつ実家と普通に連絡が取れるようになった。いつかの里帰りの最中、マルベリーは父のこうした姿を目撃した。救援組織の加入に激しく反対していたはずの父はマルベリーの手紙をその手に、家近くの街角で、近所の住民たちに娘の話をしていたのだ。
	「人助けの仕事なんだ。うちの娘は苦労なんかに負けない、すごい子なんだ！」
	いつも厳しい父が浮かべていたのは、娘の前では一度も見せなかった、誇らしげな顔だった。その顔を自分はきっと一生忘れないだろうとマルベリーは思った。  

	Archive File 4 :
	Mulberry is very reserved, to the point of almost cowardice. When going to bed at night, if she isn't hugging an old doll from home, she'll be unable to fall asleep. And it's because of her anxiety that she always has, purportedly very effective, protective charms hung all over her personal belongings. At most times, the impression she gives is introverted, timid, careful and cautious, gentle yet frail. But when involved her field of specialty, Mulberry will temporarily throw off all cowardice and hesitation. At these times, as a relief worker, for the sake of those she's saving, she has to become reliable.
	The resolve and self-confidence Mulberry displays during her work can surprise any operator working with her for the first time.
	
	Mulberry's parents' expectations were for her to have a smooth and steady life, but with her Oripathy infection, such expectations are now wild dreams.
	Perhaps, when leaving home, Mulberry felt discontent with her family's plans, and rebelled against their control. But after joining the relief squad, after wrapping herself in a standard sleeping bag and knowing the sensation of her extremities frozen numb; listening to the gale outside her tent, alone, too scared to even sleep the whole night; at the height of the wind's howls, furtively shrinking out of homesickness into her sleeping bag to weep, letting the sound of the wind cover her own sobs... after going through all that, her varieties of discontent, of complaints and rebellion, all dissipated into unimportance.
	But happily, in her second year with the squad, Mulberry—gradually accustomed to the arduous work life—restored normal relations bit by bit with her family. One time while on her way to visit home, Mulberry witnessed her father, who had been so vehemently opposed to her joining a relief organization, holding a letter she'd sent, standing at the corner of his street, mentioning her name to the neighbors.
	'This is work that saves people! Our girl's not scared of a hard time. Good on her!'
	That proud look never shown to her before, spread across her ever-strict father's face, is a sight Mulberry reckons she'll remember forever.

	파일 자료 4 :
	    멀베리는 확실히 내성적이고, 겁이 많은 소녀다. 집에서 가져온 오래된 인형이 없으면 제대로 잠들지도 못하고, 항상 불안감을 느껴 자신의 개인 물품에 신통하다고 알려진 부적을 잔뜩 붙여놓을 정도다. 대다수의 사람 역시 멀베리에 대해 내성적이고, 겁이 많고 소심하며, 부드러우면서도 연약하다는 첫인상을 갖는다. 하지만 멀베리의 전문 영역에 관련되면 이야기는 달라진다. 그때만큼은 멀베리도 평소의 겁 많고 망설이는 모습은 던져버리고 어엿한 한 명의 구조원다운 모습을 보여주는데, 구조 대상 앞에서 그녀는 세상 그 누구보다 믿음직한 사람이 되어야만 하기 때문이다.
	    멀베리가 업무를 통해 보여주는 확고하고도 자신감 있는 모습은 그녀와 처음 함께 일하는 오퍼레이터들을 놀라게 하기에 충분하다.
	
	    멀베리의 부모는 그녀가 안정적이고 순탄한 삶을 살길 바랐으나, 멀베리가 광석병에 감염된 지금, 그런 기대는 과욕으로 변해버렸다.
	    어쩌면 처음 집을 나설 당시에는 멀베리도 집에 대한 불만과 자신을 조종하는 듯한 부모님에게 반항심을 품고 있었을지도 모른다. 하지만 구조대에 합류한 뒤 제식 침낭에 감싸인 채 감각마저 느껴지지 않을 만큼 손발이 얼어붙거나, 텐트 밖에서 몰아치는 바람 소리를 들으며 고독과 두려움 속에 밤을 지새우기도 하고, 바람 소리가 가장 클 때 침낭 속에서 웅크린 채 집에 대한 그리움에 몰래 흐느끼는 등의 일들을 경험하고 나서는 더이상 이전의 여러 불만과 원망, 반항심 따윈 그녀에게  중요하지 않게 되었다.
	    다행인 점이 있다면 멀베리가 구조대에 합류한 다음 해, 이제 고생스러운 생활에 익숙해진 멀베리가 점차 가족과 정상적으로 연락을 주고받게 되었다는 점이다. 언젠가 멀베리가 가족을 방문하러 가던 중, 그녀의 구호 조직 가입을 극렬히 반대하던 아버지가 손에 자신이 보낸 편지를 든 채 길모퉁이에 서서 이웃들에게 그녀의 이름을 자랑스럽게 말하는 장면을 목격한 것이다.
	    “이건 사람을 구하는 직업이야. 정말 대견하게도, 우리 딸은 고생하는 것도 마다하지 않는다고!”
	    언제나 엄격하기만 했던 아버지의 얼굴에는 그녀 앞에서 한 번도 보여주지 않았던 자랑스러운 표정이 드러나 있었다. 멀베리는 그 모습을 영원히 잊을 수 없다고 했다.

———————————————————————————————

	晋升资料 :
	成为一名时常与天灾打交道的灾害救助人员意味着什么，相信没有人会不清楚。 
	桑葚在做出离家这个决定之前，就已经明白，自己选择成为一名灾害救助员，就等于是选择了一条注定苦累艰难的人生之路。许多灾害......特别是会造成严重源石灾害的天灾，不仅将严重影响受灾地的人们的生活，对于前往救援的人员来说，他们也是在经历一场又一场严峻的考验。 
	再严格的事前防护准备，也会有百密一疏的时候。常年在天灾频发区域活动，救助受灾人员，有时甚至需要直面突发的二次灾害，感染矿石病对于救助员这一高危职业来说，是十分难以避免的。 
	可以说，在选择了这一职业的同时，就等于已经将自己的安危置之度外。 
	桑葚当然也是如此。

	昇進資料 :
	常に天災と関わっていく災害救助員になることは何を意味するのか、知らない者はいないだろう。
	家を離れる決断をする前から、災害救助員になるのは苦難が伴う険しい人生の道を選ぶことだと、マルベリーは既に理解していた。多くの災害――特に重大な源石災害をもたらす天災は、被災地の人々の生活を著しく乱すだけではなく、救援に向かう人たちにとっても、厳しい試練の連続だ。
	どれほど厳密な事前防護の備えをしても、万が一という状況は生じる。天災が頻発する地域で長年活動し、被災する人々を救助し、時には突発的な二次災害にも対応しなければならないため、救助員という職に就く者にとって、鉱石病感染は避け難いものだと言える。
	この職に就くことを選ぶ時点で、自身の安否を度外視していると言っても過言ではないだろう。
	マルベリーも当然その一人である。  

	Promotion File :
	Everyone knows what a disaster relief worker faces after a Catastrophe.
	Before she made the decision to leave home, Mulberry already understood that choosing to be a relief worker is to choose an inevitably trying, challenging way of life. Many disasters... especially Catastrophes that induce serious Originium calamity, not only gravely impact the lives of those who live in the disaster zone. Those who head in to make the rescue are also enduring one rigorous trial after another.
	No matter how strictly you prepare gear in advance, things can slip through the cracks. Active year-round in Catastrophe zones, rescuing those affected, there are times workers even face a sudden second disaster. In a profession as hazardous as a relief worker's, Oripathy infection is very hard to avoid.
	The moment you choose this line of work, you've already chosen to set own your safety aside.
	Of course, this much is true for Mulberry.

	승진 자료 :
	    언제나 재앙을 마주하는 재해 구조원이 된다는 것이 무슨 의미인지 모르는 사람은 없을 것이다.
	    멀베리 역시 집을 떠나기 전부터 재해 구조원을 택한 자신 앞에 험난한 인생이 기다리고 있을 거라는 사실을 알고 있었다. 많은 재해가 있지만, 특히나 심각한 오리지늄 재해를 불러일으키는 재앙은 재해 지역 사람들의 삶에만 중대한 영향을 주는 것이 아니라, 그들을 구조하러 간 사람들에게도 가혹한 시련을 안겨준다.
	    사전에 아무리 엄격한 방호 준비를 했어도 허술한 부분이 있을 수 있다. 항시 재앙이 빈번하게 발생하는 구역에서 사람들을 구하는 구조원은 때때로 돌발적인 2차 재해를 직면하기도 하며, 특히나 광석병에 감염되는 것은 구조원이라는 고위험 직업군에게 있어 피할 수 없는 일이기도 하다.
	    즉 구조원이라는 직업을 택한다는 것은 자신의 안위는 도외시하겠다는 것과 다름없다.
	    멀베리 역시 그러하다.
