ID:
	char_159_peacok
	已感染，感染方式不明。

	健康診断 :
	造影検査の結果、臓器の輪郭は不明瞭で異常陰影も認められる。循環器系源石顆粒検査の結果においても、同じく鉱石病の兆候が認められる。以上の結果から、鉱石病感染者と判定。
	
	【源石融合率】5%
	体表に結晶はない。
	
	【血液中源石密度】0.26u/L
	感染者、感染経路不明。

	Clinical Analysis :
	Imaging tests reveal blurry outlines of this operator's internal organs, clouded with abnormal dark spots. The Operator's circulatory system shows an abnormally high rate of Originium particulate matter, with other signs of Oripathy infection, we can confirm that the Operator is Infected. 
	
	[Cell-Originium Assimilation] 5%
	There are no visible crystals on the surface of the body.
	
	[Blood Originium-Crystal Density] 0.26u/L
	Already infected, mode of infection is unknown.

	임상 진단 분석 :
	방사선 검사 결과, 본 오퍼레이터는 내장 기관의 윤곽이 흐릿하며, 비정상적인 음영이 존재하는 것으로 확인됨. 순환계통 내 오리지늄 입자 검사 결과 이상 확인. 광석병 감염증세 있음. 현 단계로서는 광석병 감염자로 판단됨.
	
	[체세포와 오리지늄 융합률] 5%
	체표면에 오리지늄 결정 없음.
	
	[혈중 오리지늄 결정 밀도] 0.26u/L
	이미 감염되어있으며, 감염 경로는 불명.

———————————————————————————————

	档案资料一 :
	【传说】
	断罪者没有固定的形象。在历史记载中所能找到，有关被称为断罪者的人物的记录不多，但可以判明这一称呼似乎并不指代某一个特定人物。史书中关于断罪者是哪一种族的人类、描述也不尽相同，其中最早的记录称其有着米诺斯人的外貌特征。但不同记载中的断罪者无一例外的被形容为，外貌美丽、擅长舞蹈、正义心强，且普遍擅长特殊的拳法、精通艺术。
	与一般拳法不同的是其拳法混合了特别的源石技艺，记载中通常称为断罪拳法，而其步法像是一种舞步。根据壁画描绘，这是一种暗杀用的拳法，会以出人意料的方式进行攻击，这种拳法的某些招式在发动时，在旁人看来更像是一种舞蹈，甚至还可能会攻击到目标之外的人。
	文献中记载关于断罪者最多的片段指向了某个故事篇章，被认为是目前最可靠的来源，不过也有细节上的偏差。
	
	《艺术经·纷争外典》记载：
	纪元元年，曾有一艺术家建立的古王国“阿加门”。
	“阿加门”的艺术家中，一部分人成为了统治者，为了搜刮民间财产，宣布全国禁止高端艺术作品创作，并要求全国只能以西红柿作为主食。
	艺术家只得贩卖低劣的艺术作品谋生，每日只得吃西红柿，生活苦不堪言。
	为了制裁卑鄙的统治者，一位艺术家站了出来。在4月的第一天，他以精湛的拳法，将七位犯下罪行的统治者断罪。最终阿加门得以长治久安，成为艺术家的天堂。
	
	“阿加门？超级艺术家大战？用西红柿当主食？不行不行，为什么不把焦点集中在断罪者无与伦比的诞生上？写这书的人是不认同断罪者那无可替代的力量吗？要是笔在我手里，这本书除了断罪者和艺术以外的内容一丁点都不会写！赶紧把写书的人抓来，我要断罪他！”

	第一資料 :
	【伝説】
	コンビクションには固定された印象がない。数少ない記録からわかるのは「コンビクションは特定の人物を指す名称ではない」ということだけである。歴史書の中にあるコンビクションの種族に関する記載も各記録で描写が異なり、最古の記録ではミノス人の外見の特徴があるとされている。ただし、どの記録も例外なく、容色が麗しく、舞踏に長け、正義感が強く、特別な拳法と芸術に秀でていると説明している。
	歴史書の中で「断罪拳法」と記されるその拳法は、一般的なものと異なって、特別なアーツを組み込んでおり、足捌きは舞踏と似ている。壁画の描写によれば暗殺に用いる拳法で、不意を打つような方法で攻撃を行い、一部の技の発動時、傍からは舞っているように見える。さらに場合によってはターゲット以外の者を巻き込むこともある。
	記録によって細部は変化するものの、コンビクションに関する文献で最も引用され、現在最も信頼できる情報源と考えられるのは、とある物語である。
	
	『芸術聖書・紛争外典』による記録：
	紀元元年、古代王国「アガモン」はある芸術家によって築かれた。
	「アガモン」の芸術家の一部は統治者になり、民を搾取するため、彼らは国民に高度な芸術品の創作を禁じ、主食をトマトに限定した。
	芸術家たちは低劣な芸術品で生計を立てるしかなく、それで口にできるのもトマトばかり。日々は言葉にもできないほど厳しいものとだった。
	そうして遂に、卑劣な統治者に裁きを下そうと、ある芸術家が立ち上がる。 4月の1日、彼は巧みな拳法で大罪を犯した七人の統治者を断罪した。彼の尽力によってアガモンは平和になり、芸術家たちの楽園となった。
	
	「アガモン？スーパーアーティスト大戦？主食にトマト？いやいや、もっとコンビクションの華麗なる誕生に注目するのだ！この本を書いた人は、コンビクションの比類のない力を認めたくないのか？私だったらコンビクションと芸術以外のことは絶対書かないぞ！至急、この本を書いた者を捕えろ！そいつを断罪するのだ！」

	Archive File 1 :
	[According to Legends]
	Conviction has no fixed appearance. Based upon available historical records, there are few mentions of those called 'Conviction,' but one can clearly conclude that this name does not refer to any specific single person. In history books, descriptions of Conviction's race are not consistent, with the earliest records stating Conviction as from Minos. Despite these discrepancies, these records are all similar without exception in describing Conviction as beautiful in appearance, good at dancing, harboring a strong sense of justice, generally being skilled at a special type of boxing, and proficient with arts.
	Unlike normal boxing techniques, Conviction's special technique weaves in Originium Arts. Often referred to as 'Conviction Punch' in records, this special combat style is characterized by footwork akin to dance steps. According to the depiction on a mural, this is a type of assassination technique designed to strike in an unexpected way. Some of the attacks within this technique, when first launched, may appear to just be dance moves to observers. However, bystanders may also get hurt in the process.
	The most details about Conviction in the historical record are said to come from a number of chapters from a certain story, and this is considered to be the most reliable known source despite slight discrepancies in the details.
	
	From 'The Way of Arts - Apocrypha of Conflict':
	On the first year of the modern epoch, a group of artists established the ancient kingdom of 'Agamem.'
	Among the artists of Agamem, a group of them rose to become the ruling class and in a bid to seize all the country's property, announced a national ban on the creation of high-end art and declared the tomato as the country's sole staple food.
	The artists of the country soon were forced into a miserable existence, trying to sell inferior works of art in order to put tomatoes on the table.
	One day, an artist stood up to challenge the unjust rule. On the first day of April, the artist convicted the seven rulers with a series of superb punches. As a result, Agamem was able to enjoy a long period of peace, and flourished as a paradise for artists.
	
	'Agamem? Super Artist Wars? Only eating tomatoes? What a load of rubbish. Why not focus on the birth and life of Conviction? Does the person who wrote this book bear some ill will against Conviction's peerless power? If it was up to me, information other than the Conviction and Art won't be included! Quick, find the person who wrote this book! I shall convict them!'

	파일 자료 1 :
	[전설]
	    컨빅션은 정해진 모습이 없다. 역사상에서 컨빅션이라 불리는 인물의 기록은 많지 않으나, 이 호칭이 어떤 한 사람만을 특정하는 것은 아니란 걸 알 수 있다. 가장 오래된 기록엔 미노스인의 외모 특징을 갖고 있는 것으로 기록되어 있으나, 역사 문헌에는 컨빅션이 어떤 종족인지에 대해 전부 다르게 묘사되어 있다. 하지만 모든 문헌 기록에선 전부 공통적으로, 컨빅션은 외모가 아름답고 춤에 능하며, 정의감이 투철하고, 특수한 권법을 사용하며, 아츠에 정통하다 서술하고 있다.
	    컨빅션의 일반적인 권법과 다른 점은 특별한 오리지늄 아츠와 권법이 혼합되었다는 점인데, 문헌에서는 일반적으로 이를 단죄 권법이라 기록하고 있으며, 그 움직임이 마치 춤을 추는 것과 같다고 서술하고 있다. 벽화에 그려진 내용으로 미뤄보았을 때, 이 단죄 권법이란 예상치 못한 방식으로 공격하는 암살용 권법으로써, 주변 사람들의 눈엔 일종의 춤으로 비춰져 목표 외의 다른 사람들까지 공격할 수 있는 것으로 판단된다.
	    문헌들 중에선 아래에 표기된 이야기가 컨빅션에 관해 가장 많은 내용을 포함하고 있으며 신뢰도도 제일 높으나, 디테일한 부분에 있어서는 다른 기록과 편차가 있는 편이니 참고하도록.
	
	《예술경 - 분쟁 외전》 발췌:
	    기원 원년, 한 예술가가 '아가멤'이라 불리는 고대 왕국을 세웠다.
	    '아가멤'의 예술가 중 일부는 통치자가 되어, 백성들의 재산을 착취하기 위해 고차원의 예술 작품 창작을 금지하였고, 토마토만을 주식으로 삼도록 선포하였다.
	    예술가들은 저질 예술 작품을 팔아 생계를 연명하며 매일 토마토만 먹을 수밖에 없었으니, 그 생활은 이루 말할 수 없이 비참했다.
	    그러던 어느 4월의 첫째 날, 이 비열한 통치자들을 제재하기 위해 앞으로 나선 어느 예술가가 빼어난 권법으로 죄를 범한 일곱 명의 통치자를 단죄하였다. 그렇게 아가멤은 태평성대를 이루었고, 예술가들의 천국이 되었다.
	
	    "아가멤? 슈퍼아티스트대전? 토마토를 주식으로 삼는다고? 왜 컨빅션의 탄생에 초점을 맞추지 않는 것이냐? 이 책의 저자는 대체 불가능한 단죄자의 힘을 인정하지 않는 것이냐? 만약 내가 직접 썼다면, 이 책에 단죄자와 예술 말고 다른 내용은 한 줄도 적지 않았을 것이다! 어서 이 책의 저자를 잡아와라, 내가 단죄하여 줄 터이니!"

———————————————————————————————

	档案资料二 :
	【火车难题】
	在大量文献中，都对断罪者历史中的“火车难题”有详细的描述，引发了人们多年的思考。不过最大的疑点是：根据记载中阿加门古国存在的年代，并未出现任何火车等轨道交通相关科技，然而记载中却明确说了存在火车。这让火车难题诞生年代的真实性存疑。
	在不同的版本中也有把火车难题叫做电车难题的记载，但是电车的出现年代就更晚了......
	
	《正义断罪者》：
	阿加门的断罪者啊——将七位阻止艺术发展的罪者艺术家抓住。
	为了惩罚他们，他将其中六位绑在了杜林人的火车轨道上——
	并给最后一个人出了一个难题，他将会在无尽的选择之中永世不得超生，并且每天只能吃西红柿。
	阿加门国民为了纪念这位站出来的艺术家，将他称为断罪者，而将这个难题称为——火车难题。
	为了警醒后世，人们告诫自己要时刻锻炼自己的艺术修养，以及不能挑食，否则将会被进行火车选择难题作为惩罚。
	
	《哲学考点300练》：
	断罪者将7名有罪艺术家带到了一条有分叉路口的铁轨上；他将5个有罪艺术家绑在一条分叉轨道的上，将1名有罪艺术家绑在另一条上。
	此时一辆杜林人的电车向分叉口开来，即将冲向绑着5个有罪艺术家的那条轨道。
	剩下最后1名有罪艺术家虽然没有被绑在铁轨上，但是他旁边有个操纵杆；此时如果他拉一下拉杆，电车将会被变动轨道，不会撞向绑着5个有罪艺术家的那条轨道，但是电车会撞向另一个只绑着1名有罪艺术家的轨道上。
	考虑以上状况，假如你是最后那名有罪艺术家，你是否应该拉拉杆？（本题50分）
	
	“每天只吃西红柿怎么了，我就天天吃。你们不行？唉，那只说明修行不足，别说断罪者，当个普通艺术家都不够格，真是罪过。哦对了，我想到一个很适合你们的悟道方式，绝对值得尝试——不要问为什么，快去铁轨上躺着！”
	“对嘛，火车还是得杜林人来开。什么？你，你居然问这有什么区别？这就是艺术啊，艺术，懂不懂？什么人开车，什么品牌的车，铁轨什么材质，绑人用什么绳子，每条铁轨绑几个人，这都有讲究的好不好。每个细节都决定火车能不能成为难题，你却这样看待它？那就不要怪我不客气了，接招吧，断罪二度！”

	第二資料 :
	【機関車問題】
	コンビクションの歴史にある「機関車問題」は多くの文献に詳しく描写されており、長年に渡って人々を思考の海に誘ってきた。しかし最大の疑問は、古代王国アガモンの時代ではまだ存在しないはずの機関車および線路に関連する技術が文献にはっきり記載されていることだ。そのため、この問題が成立した年代には疑問が残る。
	他に、機関車問題を「列車問題」や「電車問題」と呼ぶ記録もあるが、電車はさらに現代的なものである……
	
	『正義のコンビクション』：
	アガモンのコンビクションは芸術の発展を妨げる七人の罪深き芸術家を捕らえた。
	彼らを罰するため、うちの六人をドゥリン人の線路に縛りつけた。
	そして最後の一人に難問を出した。彼は尽きることのない選択肢に永遠に囚われ、さらにはトマトしか食べられない。
	この正義の芸術家を記念するため、アガモン国民は彼をコンビクションと呼び、この問題を機関車問題と呼ぶ。
	そして、人々は後世への戒めとして、芸術の素養を常に磨くこと、そして偏食をしないことを徹底しなければ、「機関車問題」がその身に降りかかると伝えた。
	
	『哲学試験問題300選』：
	コンビクションは、分岐点のある線路に七人の罪深い芸術家を連れてきた。うちの五人を線路Aに、一人を線路Bに縛りつけた。
	その時、ドゥリン人の電車が猛スピードで走ってきた。このままでは線路Aに縛られた五人が轢き殺されてしまう。
	最後に残った一人は縛られることはなかったが線路の分岐器のすぐ側にいた。彼が電車の進路を切り替えれば五人は確実に助かる。しかし電車は切り替えられた先の線路Bに縛られた者へと向かう。
	以上の状況を踏まえて、もしあなたがその最後に残った者なら、電車の進路を切り替えるべきか？（この質問は50点）
	
	「毎日トマトしか食べない？それがどうした。この私は毎日食べているぞ？貴様らには無理なのか？修行が足りないぞ！断罪師どころか、普通の芸術家になる資格もない。全く罪深きものだ。ああ、そうだ。貴様らを啓発するのにピッタリな方法を閃いた、試す価値はあるぞ――つべこべ言わずに線路の上に横になりたまえ！」
	「そうだ、やはり列車の運転手はドゥリン人でなければならないな！何？何が違うのかって？貴様、分かってないな！これは芸術だ芸術！運転する者、列車の銘柄、レールの素材、人を捕縛する紐の材質、線路ごとに縛る人数――これらの要素全てをこだわらなきゃどうする！要素一つ一つで、列車問題の難易度は決まる。だというのに、貴様のこの態度はなんだ！容赦できないぞ！喰らえ、断罪・再び！」

	Archive File 2 :
	[The Train Dilemma]
	A large number of historical documents provide detailed accounts of Conviction's famous 'train dilemma,' a philosophical question which has been greatly discussed for many years. However, there is no indication that anything resembling a 'train' or train-related technology existed in ancient Agamem, but the records clearly state that 'trains' did in fact exist. This sheds some doubt upon the authenticity of the origins of the 'train dilemma.'
	There is also a variant of the train dilemma involving trolleys, but electric trolleys were invented even later than trains were...
	
	'Conviction's Justice': 
	When Conviction brought judgment upon Agamem, seven criminals were seized for suppressing the development of art.
	In order to punish them, Conviction tied six of them on the train tracks of an Durin train.
	The last was posed an impossible problem, doomed to ponder this question forever while eating nothing but tomatoes.
	To commemorate the artist who stood up in the face of injustice, the people of Agamem named this person 'Conviction,' and the problem was named the 'train dilemma.'
	As a caution to future generations, people reminded themselves to exercise their arts and to never be picky eaters, lest they too be posed with the terrifying train dilemma.
	
	'300 Philosophy Study Exercises': 
	Conviction brought 7 convicted artists to a railroad that split off into a forked junction; five of the convicted artists are tied to one side of the tracks, while one was tied to the other track.
	At this time, a Durin train is headed towards the junction and is about to run over the side where 5 convicted artists are tied down.
	The last of the 7 convicted artists is not tied down, and there is a lever next to him. If he pulls the lever, the train will change course, only running over one person.
	Considering the above situation, if you are the last convicted artist, should you pull the lever? (50 points available)
	
	'What's wrong with eating tomatoes every day? I'd gladly do that anyway. The rest of you aren't down for that? Forget about becoming Conviction, you're not even good enough to be an ordinary artist. Now that's the true crime. Oh, that's right! I know a great way to help you find enlightenment - you just have to lie down on those tracks over there!'
	'The train needs a Durin to operate, right? Wait, are you seriously asking why this matters? That's part of the art. Art, you understand? The kind of person operating the train, the brand of the train, what material the tracks are made of, the rope used to tie these people, and how many people are tied down to each rail - these all factor into the equation. Each of these small details determine whether or not the train rises to the standard of a dilemma - is that how you really see it? Well, don't blame me for what happens next! Take this, the second Conviction!'

	파일 자료 2 :
	[트롤리 딜레마]
	    수많은 역사 문헌에서 자세히 서술된 컨빅션의 '트롤리 딜레마'(기차의 딜레마)는 오랫동안 많은 이들을 딜레마에 빠지게 하였다. 가장 큰 의문점은 고대 아가멤이 존재하던 연대에는 기차와도 같은 궤도형 교통수단에 관련된 과학기술이 없었음에도, 이 난제에서는 분명히 '기차'의 존재를 언급하고 있다는 것이다. 그렇기에 이 딜레마가 탄생한 시기의 신빙성에 대해선 일부 논란이 존재한다. 일부 문헌에선 이 '기차의 딜레마'를 '전철의 딜레마'로 기록하고 있는데, 전철은 기차보다 훨씬 늦게 발명되었기에 의혹은 더욱 가중되고 있다……
	
	 《저스티스 컨빅션》
	    아가멤의 단죄자여…… 예술의 발전을 막는 죄인 예술가들을 붙잡아라.
	    이들을 벌하고자 그중 여섯 명은 두린들이 타고 있는 레일에 묶어두었고…… 마지막 한 사람에게는 딜레마를 내려주어, 영원히 무한한 선택지 속에서 고통받으며, 매일 토마토만 먹게 하리라.
	    아가멤의 국민들은 이 일곱 통치자를 벌하기 위해 나선 예술가를 기리고자 그를 단죄자라 칭하였으며, 이 딜레마를 '트롤리 딜레마'라 이름지었다.
	 그리고 후세에 경종을 울리기 위해, 사람들은 자신의 예술적 소양을 갈고 닦지 않고 편식을 하면 이 트롤리 딜레마에 빠지는 벌을 받을 것이라 경고하게 되었다.
	
	《철학적 사고 문제 300선》
	    단죄자가 일곱 명의 예술가를 열차 선로의 갈림길로 끌고 왔다. 그는 다섯 명의 죄인 예술가들을 한쪽 선로에 묶어 놓고, 한 명의 죄인 예술가를 다른 선로에 묶어놓았다.
	    그리고 지금, 두린들이 타고 있는 전철 한 대가 죄인 예술가 다섯 명이 묶여 있는 선로로 달려오고 있다. 나머지 한 명의 죄인 예술가는 선로에 묶여 있진 않으나, 그의 옆에는 레버가 놓여 있다. 이때 만약 그가 레버를 당긴다면, 전철은 선로를 바꾸어 다섯 명의 죄인이 묶여 있는 선로로 향하지 않게 되지만, 다른 한 명이 묶여 있는 선로로 향하게 된다.
	    만약 당신이 레버 옆에 있는 죄인 예술가라면, 레버를 당기겠는가? (50점)
	
	    "매일 토마토만 먹는 게 뭐 어떻단 말이냐, 나는 매일 먹는데, 너희들은 못하겠단 말이냐? 쯧쯧쯧, 그럼 수행이 부족하단 뜻이다. 단죄자는 말할 것도 없고, 평범한 예술가도 못 되겠구나. 딱할 지고… 아 참, 너희에게 딱 맞는 수행법이 떠올랐느니라, 분명 해볼 만 할 것이다…… 이유는 묻지도 따지지도 말고, 어서 철로에 누워보거라!"
	
	    "아 그리고, 기차는 두린들이 몰도록 하지. 뭐? 무슨 차이가 있느냐고? 이게 바로 예술이란 것이다, 예술! 알겠는가? 누가 열차를 모는지, 어떤 브랜드의 열차인지, 철로는 어떤 소재로 만들었는지, 사람은 어떤 밧줄로 묶었는지, 선로마다 몇 사람을 묶는지, 전부 다 고심해서 정한 거란 말이다. 이 모든 디테일 하나하나가 기차로 딜레마를 만들 수 있는지 여부를 결정하는 건데, 감히 디테일을 무시해? 넌 안 되겠다. 받아라, 단죄 이도!"

———————————————————————————————

	档案资料三 :
	【断罪者的正义挑战状】
	根据记载，为了保证优良的艺术能够生生不息，正义能够发扬，断罪者会向邪恶分子、罪孽深重之人，或者是尝试对艺术发展不利的人发起断罪制裁，以维持正义。从这套断罪拳法的出拳数可以数出被断罪拳法制裁的人数。
	
	《舞蹈简史》：
	阿加门断罪拳法，会被不断传下去。
	
	《断罪传说 ~ Conviction Saga》：
	在许多故事里，断罪者并不是直接发起断罪，因为对方有可能是无辜的，故此断罪者会先通过火车难题考验对方。若能通过断罪火车难题考验，断罪者将会认同你并且承认你有极高的艺术天分，不断鼓励你将艺术创作坚持下去，直至成为经典。
	据说不少早期因为理念差异招致主流意见的弹劾，但后来展现了才华、一举成名的落魄艺术家，都与断罪者有所关联。
	也有医学报告说这些艺术家们长期食用西红柿，引起了一定的营养不均衡。
	
	“谁把我断罪拳法归类到舞蹈里的，还有这个，这个营养不均衡，怎么回事？我有那么瘦弱吗？喝，嘿！你看这拳风，看这力道，普通干员挨一下就飞了好不好。等等，你为什么要岔开话题，答不上我出的题就直说，没什么好害羞的。”
	“是啊，没什么好害羞的，因为我马上就会断罪你，一次不够就两次，两次不行就继续，断到你开窍为止。我倒要看看，到底是你的愚根强，还是我这开天辟地的断罪技艺更胜一筹。”
	“吃我一招，断.罪，创.世.纪！”

	第三資料 :
	【コンビクションの正義の挑戦状】
	記録によれば、優れた芸術の誕生を妨げないため、そして正義を維持するため、コンビクションは邪悪な者、大罪を犯した者、または芸術の発展を妨げようとする者に裁きを下す。断罪拳法のパンチの数から、断罪された者の数を計算できる。
	
	『舞踏簡史』：
	アガモンの断罪拳法は後世に受け継がれている。
	
	『断罪伝説～Conviction Saga』：
	多くの物語では、相手が無実である可能性があるため、コンビクションは出会った瞬間に相手を断罪はしない。コンビクションはまず、機関車問題という試練を相手に与える。もし無事試練を乗り越えたら、相手はコンビクションに認められ、非常に高い芸術的才能の持ち主だと判断される。そして、コンビクションはその者の創作物が最高の傑作になるまで、その創作を励まし続ける。
	聞くところによると、初めは理念と考え方の違いにより多数派のに弾劾されたが、その後才能が開花し、一躍して有名になった芸術家の多くは、コンビクションと何らかの繋がりを持っていたらしい。
	また、これらの芸術家は長期にわたってトマトしか食べなかったため、栄養バランスがある程度崩れていたという医学的報告も見られた。
	
	「私の断罪拳法を舞踏に分類したのは何者だ！あと、栄養バランスが崩れたってどういうことなのだ！この私が痩せっぽっちでひょろひょろだとでも言うつもりか？は！た！見ろこの力強いパンチ、普通のオペレーターなどイチコロだぞ。待て、なぜ話をそらす？私の難問に答えられないのなら素直に言えばいいのではないか。恥ずかしがることは何もないのだぞ。」
	「おう、恥ずかしがることは何もない。なぜなら、すぐに私が貴様を断罪するからだ。一回で足りないなら二回、貴様が悟るまで断罪し続けるのだ！貴様の愚鈍さと私の断罪の素晴らしさ、どちらが上なのか試してみようではないか！」
	「行くぞ！断罪・創世記！」

	Archive File 3 :
	[Records of Conviction's Challenge of Justice]
	According to records, in order to ensure the survival of wholesome art and the proliferation of a just society, Conviction will issue sentences to those who seek to do evil, bear significant sins, or try to hamper the development of the arts - all in the name of justice. The number of techniques in 'Conviction Punch' corresponds to the number of people who were sentenced by Conviction.
	'Abridged History of Dance':
	Agamem's Way of the Righteous Fist shall be passed down forever.
	
	'Legends of Righteousness - The Conviction Saga':
	In many folk tales, Conviction did not directly deliver sentences because the convicted party may have been innocent. As a result, Conviction would issue the train dilemma to test the party in question. Conviction would praise those who passed the test on having great talent in the arts, and encourage them to persevere in their pursuit of art until their works entered the annals of classics.
	It is said that at first, artists that weren't main stream were outcasted; but over time, these artists rose to fame as talented judges of virtue. These are all related to Conviction.
	Certain medical reports exist suggesting that only eating tomatoes for an extended period of time leads to nutritional imbalances.
	
	'Who dares classify my Conviction Punch as a dance? And what is this about nutritional imbalances? Do I look scrawny to you? Hmph! Hmph! I bet you can't even follow my fist! An ordinary Operator's gonna get sent flying if they eat one of these! Wait, why are you trying to change the topic? If you can't answer my dilemma, that's fine, nothing to get ashamed about.'
	'Right, there's nothing to be ashamed about, because I'll convict you on the spot! If once doesn't do the trick, then I'll do it again until I beat the sin right out of you! We'll see what breaks first, your foolishness, or my revolutionary crime-busting skills!
	'Eat this! Conviction... Genesis!!'

	파일 자료 3 :
	[컨빅션의 저스티스 챌린지]
	    기록에 의하면, 우수한 예술이 끊임없이 나올 수 있도록 정의는 힘을 발휘할 수 있어야 하며, 단죄자는 사악한 자, 죄가 깊은 자, 혹은 예술의 발전에 불이익을 가져다주는 자를 단죄하여 정의를 유지해야 하고, 단죄 권법이 내뻗은 주먹의 횟수와 단죄한 사람의 수는 동일해야 한다고 한다.
	
	《춤의 역사》
	    아가멤의 단죄 권법은 지금까지도 끊이지 않고 내려져 오고 있다.
	
	《단죄의 전설: 컨빅션 사가》
	    수많은 이야기에서 컨빅션은 직접 단죄를 하지 않았다고 말하고 있다. 상대방이 무고할 가능성이 있기 때문에, 컨빅션은 우선 기차의 딜레마를 통해 상대방을 시험한다. 만약 컨빅션이 준 딜레마 시험을 통과할 수 있다면, 컨빅션은 당신을 인정하고 당신에게 천부적인 예술적 재능이 있다는 것을 받아들일 것이며, 당신이 예술계의 전설이 될 때까지 당신의 예술 활동을 격려하여 줄 것이다.
	    초기에는 관점 차이로 인해 큰 호응을 얻지 못하다가 나중에 재능을 꽃피워 명성을 얻은 불운한 예술가들은 전부 컨빅션과 관련이 있다는 학설이 있으며, 이들은 전부 토마토의 장기간 섭취로 인해 영양 불균형을 겪었다는 의학 보고서가 이를 뒷받침하고 있다.
	
	    "누가 내 단죄 권법을 춤으로 분류하여 둔 것이냐, 그리고 이거, 이 영양 불균형은 또 무슨 말이냐? 내가 그렇게 말랐단 말이냐? 흥! 말도 안 되는 소리! 이 권풍을 좀 보아라, 이 주먹에 실린 힘을 좀 보란 말이다. 평범한 오퍼레이터라면 한 대만 맞아도 바로 날아간다 이 말씀이야! 잠깐, 왜 말을 돌리는 것이냐? 내 말에 대답만 하면 되는데 뭐가 그리 부끄러운 게냐."
