ID:
	char_437_mizuki
	其学习能力较为优秀，现阶段已经能协助完成相当一部分的文职工作内容，或可考虑往干员的方向培养。经调查与评估后批准其长期留舰。

	個人履歴 :
	ミヅキはボリバルのドッソレスシティで一部のオペレーターと接触した後、本艦まで同行した。関連オペレーターによる初歩的な質問と考察後、本艦への一時滞在許可が下りた。
	彼は優秀な学習能力を有しており、現段階でかなりの事務仕事の補助を全うできるようになっている。オペレーターとしての養成も視野に入れることが考えられる。調査と評価の後、ミヅキの本艦における長期滞在が許可された。

	Profile :
	Mizuki came in contact with some of our operators in the Bolívarian city of Dossoles, and accompanied them back to the landship. After preliminary operator-related interviews and inspections, he was approved for a temporary stay.
	His learning ability is rather exceptional, and at this stage, he is suitable for civilian work or and we may consider training him to become an operator. After further investigation and evaluation, he was approved for a long-term stay aboard the landship.

	프로필 :
	    볼리바르의 도솔레스에서 우리 오퍼레이터 일부와 접촉해 본함까지 동행했으며, 질의응답 과정을 거친 뒤 단기 체류를 승인했다.
	    학습 능력이 우수한 편이라, 현재로써는 문서 작성에 주로 협조하고 있다. 오퍼레이터로의 육성을 고려할 수 있으며, 조사 및 평가 후 그의 장기 체류를 허가할 예정이다.

———————————————————————————————

	临床诊断分析 :
	造影检测结果显示，该对象体内脏器轮廓清晰，未见异常阴影，循环系统内源石颗粒检测未见异常，无矿石病感染迹象，现阶段可确认为非矿石病感染者。
	
	【体细胞与源石融合率】0%
	该对象没有被源石感染的迹象。
	
	【血液源石结晶密度】0.07u/L
	该对象甚少接触源石。
	
	
	警告，权限不足。部分详细生理参数需要更高的医疗部门相关权限进行访问。

	健康診断 :
	造影検査の結果、臓器の輪郭は明瞭で異常陰影も認められない。循環器系源石顆粒検査においても、同じく鉱石病の兆候は認められない。以上の結果から、現時点では鉱石病未感染と判定。
	
	【源石融合率】0%
	鉱石病の兆候は見られない。
	
	【血液中源石密度】0.07u/L
	源石に接触することは滅多にない。
	
	
	警告、権限不足です。一部詳細な生理ステータスへのアクセスは、より高い医療部門関連権限を要します。

	Clinical Analysis :
	Imaging tests reveal clear, normal outlines of internal organs, and no abnormal shadows have been detected. Originium granules have not been detected in the circulatory system and there is no sign of infection. At this time, this individual is believed to be uninfected.
	
	[Cell-Originium Assimilation] 0%
	This individual shows no signs of Originium infection.
	
	[Blood Originium-Crystal Density] 0.07u/L
	This individual rarely comes into contact with Originium.
	
	
	Warning: Insufficient clearance. Higher authorization from the Medical Department is needed to view certain detailed physiological parameters.

	임상 진단 분석 :
	방사선 검사 결과, 본 대상은 내장 기관의 윤곽이 선명하며, 비정상적인 음영이 존재하지 않는 것으로 확인됨. 순환 계통 내 오리지늄 입자 결과 이상 없음, 광석병 감염 증세 없음, 현 단계로서는 광석병 비감염자로 확인됨.
	
	[체세포와 오리지늄 융합률] 0%
	해당 대상에게는 오리지늄 감염 흔적이 없음.
	
	[혈중 오리지늄 결정 밀도] 0.7u/L
	해당 대상은 오리지늄 접촉 경험이 거의 없다.
	
	
	    경고, 권한 부족. 일부 자세한 생리적 지수는 상위 의료 부서의 관련 권한으로 방문 가능.

———————————————————————————————

	档案资料一 :
	据水月所说，他出生于东国某个偏远的，靠近海岸线的小村落中。在他年幼时，村子因遭到附近山上落草为寇的逃兵劫掠烧杀而毁于一旦，在废墟和尸首间奄奄一息的他幸得一名旅行中的老者相救，并将他带去了最近的移动城镇接受医治。
	我们也姑且走了个形式——毕竟罗德岛也不能随便收留来路不明或是离家出走的孩子嘛——通过信使联络驻地干员前去确认了一番当地的卷宗，确实发现在十数年前有一伙四处烧杀劫掠的匪徒符合描述。而当时收到线报前去捉拿这伙匪徒时，却发现他们只剩下零星几个神志失常、胡言乱语的人蜷缩在自己的临时窝点中。问讯起其他同伙的下落，这几人也只是充满惊恐地瞪大眼睛，嘴里喊着“我没有”“不要吃”之类支离破碎的词，虽然颇为诡异但官兵也无从再继续追查其余同伙，在当时也成了一桩悬案。
	不过这些都是无关的闲谈啦。谁会真的反对收留这样一个懂礼貌、不添乱的好孩子呢？呃，我并不是在嫌弃我们救助的一部分爱吵闹捣蛋的孩子啊，没有的事！

	第一資料 :
	ミヅキの話によると、彼は極東の、海岸にほど近い辺ぴな場所にある小さな村に生まれたのだという。しかし彼はそこで育ちはしなかった。近くの山で盗賊に落ちぶれた逃走兵がたむろするようになり、村は彼が幼い頃に盗賊の襲撃を受けて壊滅したそうだ。廃墟と屍骸の山に囲まれて、瀕死なっていた彼は旅の途中だという老人に助けられ、最寄りの移動都市で治療を受けることができたらしい。
	我々も一応規則に従って――いくらロドスでも流石に出自不明または家出の子供をホイホイ引き取ることができないので――トランスポーターを通じて現地駐在オペレーターに連絡を取り、関連の記録を調べさせた。その結果、十数年前に殺人や略奪を繰り返すという不法者集団は確かに存在していたと記録されている。しかし、通報を受けた責任者が彼らを捕らえに向かったところ、精神に異常をきたしてうわごとを呟き続ける者が数人、臨時拠点にうずくまっているだけだったという。他の仲間がどこに行ったかを尋ねるも、彼らは恐怖で目を見開いて「俺じゃない」「喰わないでくれ」など意味不明な言葉を繰り返すだけだった。非常に不気味ではあったが、担当者たちには他の仲間を調べる手立てもなく、当時の未解決事件の一つとなってしまった。
	とはいえ、これはあくまで関係のない噂話に過ぎない。礼儀を弁えていて、迷惑をかけることもない良い子を引き取ることに、誰が本気で反対するものか。いや、別に我々が救助した一部のわんぱくでいたずら好きな子供たちが面倒くさいとか言うつもりはないから、本当だから！

	Archive File 1 :
	Mizuki, according to his own account, was born in a remote village near the coast of Higashi. When he was young, his village was razed, looted and ransacked by deserters-turned-bandits from the nearby mountains. As he laid dying amongst ruins and corpses, he was fortunate enough to have been saved by a traveling elder, who then took him to the nearest nomadic city for treatment.
	The process was actually a detour for us— after all, Rhodes Island can't just take in strange children or any old runaway— We contacted local operators via Messengers to cross-check the region's records, confirming that there was a case of bandits slaughtering, razing, and burning an entire village some ten-odd years ago. At the time, when the authorities were tipped and moved to apprehend the bandit gang, they discovered all that remained was a few, semi-conscious individuals, babbling incoherently while curled up in their makeshift dens. When pressed about the whereabouts of their fellow perpetrators, these people only stared back with horror, shouting broken phrases such as 'I don't have it' and 'Don't eat me.' As strange as this situation was, the trail went cold and the authorities were no longer able to track down the other perpetrators, leaving the case in limbo.
	Neither here nor there. Who could object to taking in a polite, well-behaved boy who never causes trouble? Not that I've got anything against our rowdier, less well-behaved troublemakers.

	파일 자료 1 :
	    미즈키의 말에 따르면, 극동의 해안선 근처에 있는 어느 작고 외진 마을에서 태어난 그는 어렸을 때, 인근 산의 산적으로 전락한 탈영병의 약탈과 방화로 인해 폐허가 된 마을의 시체 사이에서 마지막 남은 숨을 고르던 중 다행히 여행 중인 한 노인에게 구조되어, 가장 가까운 이동도시에서 치료를 받았다고 했다.
	    로도스 아일랜드에서는 출신이 분명하지 않거나 가출한 어린아이를 마음대로 거둘 수 없었던 관계로, 전달자를 통해 주둔 오퍼레이터에게 연락하여 현지의 공문서를 통해, 확실히 십수 년 전 사방에서 살인과 약탈, 방화를 일삼던 비적들이 있었음을 확인했다. 당시에 보고를 받고 비적들을 체포하러 갔을 때, 놈들은 제정신이 아닌 상태로 헛소리하는 몇 명만이 남아 임시 아지트에서 웅크리고 있었다. 다른 패거리의 행방을 묻자, 놈들은 겁에 질려 눈을 동그랗게 뜨고는 “난 아니야”, “먹지 마”와 같이 이해할 수 없는 말들만 외쳐댔다. 그러한 모습이 너무나도 이상했지만, 관병도 다른 패거리를 계속 추적할 수 없어 결국 미제사건이 되었다.
	    그런데 이건 다 관계없는 잡담일 뿐이다. 예의 바르고, 말썽 피우지 않는 착한 아이를 마다할 사람이 어디 있겠는가? 뭐, 그렇다고 우리가 구한 시끄러운 개구쟁이 녀석들이 싫다는 건 아니다. 절대 아니다!

———————————————————————————————

	档案资料二 :
	我们的干员在探访过程中了解到，水月幼时遭难获救后曾在当地一家餐馆当过学徒。尽管已经是数年前的事了，但我们的干员一与那家餐馆老板说起，老板便立刻滔滔不绝地谈起了往事。起初只觉得是个瘦弱无力的乡下小子，没想到手脚还挺利索，什么东西都看一遍就会，在做菜方面更是有天赋，连大厨都对他的悟性赞不绝口，甚至接受了他的提议调整了若干菜式的佐料和配比，并大受顾客好评。只是可惜，唯独水月自己亲手做出的菜式成品，不知为何总是让人感到怪异，于是水月在多次尝试之后不无遗憾地离开了。
	
	实际上呢，前一阵子我们也试着让他露了一手，确实......怎么说呢......尽管的确很符合他本人的说法，能感觉到完好地保存了食材的鲜度和生命力，去腥工序和调料的入味也都没有问题。但最终成品明明是静止的，看着却总给人一种食材还在用残存的生命蠢蠢欲动的错觉，让人有点无从下手......不过也有胆大的同事尝了下，说是除了特别好吃外好像没什么其他值得说道的地方。
	
	虽然这么讲也没什么根据，只是我的某种奇怪的直觉，但是——水月他是不是，用了什么特殊的方法，在锁住食材新鲜度的同时，把食材的部分“生命”也作为“养分”，固定在了那些食材里......？

	第二資料 :
	現地調査の最中、我々のオペレーターは以下の話を聞き及んだ。幼い頃に不幸に襲われたミヅキは助けられた後、現地のとある料理屋で見習いとして働いていたらしい。既に数年前のことになるのだが、我々が話題に挙げるやいなや、店主は昔話を怒涛のように繰り出してきた。最初はひょろひょろした田舎小僧だと思っていたが、思ったよりすばしっこく、何事も一度目を通せばできるようになった。料理においても天賦の才があり、厨房を預かる料理長ですら彼の才能を褒め称えて、彼のアドバイスに従って一部のレシピを変え、その結果客には大好評だった、などなど。しかし残念ながら、ミヅキがその手で調理した料理だけは、どうしても不気味という印象を人に与えてしまう。結局、ミヅキは未練を残しながらも、店を離れることにした。
	
	実を言うと、我々も先日、彼に料理の腕を披露してくれるよう頼んだ。その結果、なんというか……確かに本人が言った通り、食材の鮮度も生命力も完全に保たれていて、生臭さを取り除く作業や調味料の染み込みも問題はなかった。だが最後の完成品は静止しているにも関わらず、見ているとどうにも食材が残存する生命力で蠢いているような錯覚に襲われて、どうしても手を伸ばすことができないというか……ところが、その場にいた勇気ある者が味見したら、非常に美味しいということ以外何も特別なところはなかったらしい。
	
	特に根拠があるというわけではなく、ただ私の説明できない直感に過ぎないのだが、ひょっとしたら――ミヅキはもしかして、何らかの奇妙な手段によって、食材の鮮度を留めると同時に、その「命」の一部をも「養分」として、食材に留めてしまっているのではないだろうか……？

	Archive File 2 :
	During the investigation, our operators learned Mizuki had been an apprentice in a local restaurant after being rescued as a youth. Though these events occurred many years ago, the restaurant owner was more than glad to talk about the past upon our operators' request. At first, the owner saw Mizuki as a thin and feeble country boy, but discovered that he was unexpectedly nimble with his hands and feet, and was an exceptionally fast learner, with an even greater knack for cooking. His savvy earned him the praise and acceptance of the head chef, and some of his suggestions to adjust the condiments and portions of certain dishes were accepted, to the great acclaim of customers. Unfortunately, the dishes Mizuki made with his own hands always went somewhat awry, and after many failures, Mizuki left this matter behind without regret.
	
	As a matter of fact, we tried to get him to show us some of his handiwork, and well... how should I put this... The food itself was in line with his own self-assessment, the freshness and vitality of the dish's ingredients having been retained, any fishy odors eliminated, and seasoned to perfection. Yet despite the final product clearly being static, the food gave off the impression of life within it, which made it difficult for diners to enjoy... But for the more courageous colleagues who were able to try the food, they could only praise the flavor.
	
	Though I have no hard proof and this is just a hunch of mine, but — did he use some special method to lock in the freshness of the ingredients, and in the process, also fix a portion of the ingredients' 'vital force' as a form of 'nutrient?'

	파일 자료 2 :
	    우리 쪽 오퍼레이터는 탐문 과정에서, 미즈키가 어렸을 때 구조된 뒤 현지 식당에서 수습 요리사로 일했다는 사실을 알아냈다. 벌써 수년 전 일이지만, 우리 오퍼레이터가 식당 사장에게 얘기를 꺼내자, 그는 바로 구구절절이 옛이야기를 꺼내기 시작했다. 처음에는 그저 가냘픈 시골 아이인 줄 알았는데, 의외로 손재주가 뛰어나고 무엇이든 한 번만 보면 금세 깨우칠 뿐만 아니라, 요리 쪽으로는 타고난 재능이 있어서 메인 주방장도 칭찬을 아끼지 않았다고 한다. 심지어는 그의 의견을 받아들여 몇몇 음식의 양념과 그 배합의 비율을 바꿨더니, 손님에게 아주 호평을 받기도 했다. 단 아쉬운 점이라면, 미즈키 혼자서 만들어낸 요리는 뭔가 이상하여, 미즈키도 여러 번의 시도 끝에 아무 미련 없이 요리사의 길을 포기하고 떠났다고 한다.
	
	    사실 우리도 얼마 전에 미즈키에게 실력 발휘를 시킨 적이 있었는데, 확실히…… 뭐랄까…… 미즈키 본인의 말대로, 확실히 식재료의 신선도와 생명력을 온전히 느낄 수 있었고, 비린내를 제거하거나 조미료를 넣는 것도 다 문제없었다. 다만, 완성품을 보고 있으면 왠지 식재료가 아직 살아있어 꿈틀거리는 듯한 착각을 주어 손이 잘 가지 않았다…… 그럼에도 대담하게 맛을 본 동료도 있었는데, 정말 맛있다는 말 외에는 할 말이 없다고 했다.
	
	    비록 이렇게 말하는 것도 아무런 근거가 없는, 단지 나의 이상한 직감일 뿐이지만…… 혹시 미즈키가 특수한 방법, 즉, 식재료의 일부 '생명력'을 '양분'으로 삼아 식재료의 신선도를 고정시키는 것은 아닐까……?

———————————————————————————————

	档案资料三 :
	衣着光鲜得体不像穷人家的孩子？啊......现在的话确实不受钱的困扰，但当时也确实是有过一段苦日子呢。毕竟在那种年纪想找一份工来打还是不那么有选择啦。
	不过幸亏还是受到了许多人的帮助。餐馆的老板，复古电子游戏专卖店的店长，杂志社的责任编辑，经纪公司的童星星探......其中当然也有一些令人不怎么愉快的家伙呢。
	但不管怎么说，这些经历还是让我有了足够的条件在各地旅行，从不同的行业中汲取到了知识和养分，体验了各地人们从生活中萃取出来的各种美好创造，已经算是有所回报啦。
	这样也算是照老爷爷留下的话去做了吧......就是我有讲到过的那名，当初救了我的老爷爷。他总是在想些什么，记录些什么，却不会全都说出口。
	虽然老爷爷说过，要从别处吸取好的、摒弃自己身上坏的，以此来让自己变得更好，只要每个人都愿意这么做，最终就能让星空下的一切都变得更美好。我也确实试着以我的理解去实践了，为了让自己变得更好而四处游历与学习。但我发现，这终究只是单纯的道理而不是理论，坏人们不但会轻易地夺走好人的一切，甚至到最后自己也不会释出一丁点养分来让他人也变得更好。
	于是我意识到了。为了达成那个美好的愿景，人们需要的其实不仅是与好人为伍、互相学习的途径......

	第三資料 :
	小綺麗な服を着ていて、貧乏な家の子に見えないって？うーん……今は確かにもうお金に困ってないけどさ、昔はそれなりに苦労したんだよ。あの歳で仕事を探そうとすると、選択肢がだいぶ限られてしまうからね。
	でも色んな人が手を貸してくれたから助かったよ。料理屋の大将とか、レトロゲーム専門店の店長さんとか、雑誌編集部の担当さんとか、プロダクションの子役スカウトの人とか……まぁ、中にあんまり良くない人ももちろんいたけどね。
	いずれにせよ、こういう経験は各地を旅するための下地になってくれたんだ。色んな業界から知識と養分を取り入れて、色んなところの人たちが生きる中で生み出した素晴らしい創造物に触れることができて、もう十分見返しがあったんじゃないかな。
	これもおじいちゃんの言いつけを守れたってことになるよね……前に話したあの、僕を助けてくれたおじいちゃんのことだよ。いつも何かを考えて、何かを記録していたけど、決して全てを口に出さない人なんだ。
	よそからは良いところを身に付けて、自分が持っていた悪いところを切り捨てることによって、より良い自分になるべきだ。みんなそうしていけば、星空に覆われた全てがより美しくなる――おじいちゃんはそう言っていた。僕も僕の理解なりに実践して、より良い自分を求めて色んなところへ旅をして学んできたけど、結局、それはただの「教え」であって「理論」ではなかったって気がついちゃったんだよね。悪い奴らは良い人から何もかも簡単に奪い取ってしまうし、そういう奴らは他の人が良くなれるような何かを生み出すことなんて最後までないんだ。
	そこで僕は思ったんだ。あの素敵な願いを実現するためには、人々に必要なのは良い人と一緒にいて、お互いから学び取ることだけじゃなくて、ね……

	Archive File 3 :
	I don't look at all like a kid from the sticks dressed like this? Ah... Well, money isn't much of an issue for me nowadays, but I'll admit, things were rough back then. After all, I didn't exactly have a lot of choice for ways to earn my keep at such a young age.
	Luckily for me though, a lot of people helped me out along the way. The owner of the restaurant, the manager of the retro games store, the magazine editor, the young talent scout of the brokerage... Of course, there were some not-so-nice people along the way too.
	Still, they gave me what I needed to travel all over, to learn about all different kinds of stuff, and see all the incredible things in the lives of people across the world. That's its own reward.
	I guess you could say I followed the old man... The one I mentioned before, the old man who saved my life. He was always thinking about things, recording them, but wouldn't talk about them.
	As he used to say, we should absorb the good from around us, and expel the bad from within us to better ourselves; and as long as everyone does it that way, we'll make the world under the stars that much more beautiful. I tried to live that, traveling the world and learning as much as I could to better myself. I eventually figured out this isn't just a theory, it's a truth of the world. It's easy for evil to wipe away good, but in the end, it's got nothing to offer.
	And so I realized humanity needs a lot more than just getting along and learning if it's going to make that future...

	파일 자료 3 :
	    잘 차려입은 모습을 보니 가난한 집 아이처럼 보이지 않는다고? 아…… 지금이라면 확실히 금전적인 어려움은 없지만, 힘들었던 시절이 있었어. 그때는 그 나이에 할 수 있는 일이 많지 않았거든.
	    하지만 다행히 많은 분의 도움을 받았어. 식당 사장님, 레트로 비디오 게임 전문점의 점장님, 잡지사 편집장님, 매니지먼트사의 아역 배우 스카우터까지…… 물론 그중에는 사람을 기분 나쁘게 만드는 녀석도 있었지만.
	    뭐, 어찌 됐든 이런 경험들은 내가 이곳저곳을 여행하는데 충분히 도움이 됐어. 다양한 업계에서 지식과 자양분을 얻었고, 각지 사람들의 삶에서 탄생한 다양한 창조물도 경험했으니, 그것만으로도 보답이 되었어.
	    이것도 나름 할아버지가 남기신 말씀대로 한 거겠지…… 내가 전에 얘기했었지? 날 구해주셨던 그 할아버지 말이야. 할아버지는 늘 무언가 생각하고 기록하셨지만, 모든 걸 말씀하시진 않았어.
	    할아버지는 남의 장점을 취하고, 자신의 단점을 버리면 더 좋은 사람이 될 거라고 하셨어. 모두가 이렇게만 한다면 결국 하늘 아래 모든 것이 더 좋아질 거라고. 나도 내가 이해한 대로 실천하고, 더 나은 내가 되기 위해 사방을 돌아다니며 공부도 했지만 이건 결국 단순한 도리일 뿐, 이론이 아니라는 걸 깨달았어. 나쁜 사람은 손쉽게 좋은 사람의 모든 걸 빼앗아 가면서도, 타인을 이롭게 만들어줄 자양분은 끝끝내 하나도 내놓지 않더라고.
	    그래서 난 깨달았어. 그 아름다운 미래를 이루기 위해 사람들에게 필요한 건 착한 사람과 어울리며 서로 배우는 게 다가 아니라는걸……

———————————————————————————————

	档案资料四 :
	【散落的手记】
	为何人们会四处向自己的同胞散播痛苦？是出于族类生命形式的软弱？还是在族类个体之间缺乏真正的桥接与沟通？又或是植于族类基底中的劣根性？
	我们究竟又该怎么做，才能让自己变得更善更美，来脱离这一切？对此，就连我志同道合的同僚们亦各有不同见解，并为了证实各自的观点而奔波。
	可我呢，呵，却是越老越糊涂，越不明白自己所做的一切是否有助于在客观上接近答案了。我甚至怀疑起自己一部分最初的想法，感到无法去断言——坦然面对生命的终点，与不计代价地延续生命，究竟哪种才是真正的强韧。所以我才选择了迈出伊比利亚的教会，踏上巡礼，将这个问题交付予我所遇见的，那些不得不对此做出选择的人。当然，人们出于本能往往倾向于选择后者，但多数样本却证实，大多人仅凭本能并不足以获得真正的强韧。他们选择了为延续生命而咽下我交付的匣中之物，却轻易地被压垮、摧毁，迷失了自己，但仍还活着，拥有了对资源的消耗更低却更健康的躯体和生命力。只是，这样的案例并不足以解答我的课题——这究竟能不能算是让他们“自己”变得更好？
	偶然中的偶然，也是会有像这个孩子一样的人出现。能凭自身的意志和执着取得胜利，成为了更好的“自己”。我并没有资格和权力去教授他们从此往后该怎么做来变得更好，经历过仪式的他们也理当已经有了自己的答案。而我该做的是悄然离开，等待见证他们的未来。
	或许我早已失去了最初踏上这条道路直至就任主教时的坚定与强韧，或许我探求课题的方式是一种狡猾的、无法拒绝的诱骗和利用。但唯有追索善与美的答案一事，无论如何，我都绝对不愿放弃。

	第四資料 :
	【バラバラになっている手記】
	なぜ人々は、自らの同胞に苦痛を散布するのか。種としての生命形態が持つ弱さのせいだろうか、それとも種の個体同士で真に有効な繋がりや交流手段を持たないためか。あるいは、種の根底にある下劣な根性に基づくものなのか。
	我々はどうすれば、自らをより善良に、より美しく変えることができ、それらを全て振り切ることができるのだろうか。私と志を共にする同僚たちですら、見解が一致せず、各自の観点の実証のために奔走している。
	一方私はどうだろう。嘆かわしいことに、年を　取れば取るほど老いぼれていく。自分がやってきたこと全てが、本当に客観的に答えに近づけたのかどうかわからなくなってくる。最初に主張していた考えすらも疑うようになってきた。平然と命の終点に立ち向かうことと、代償を厭わずに生き延びること、一体どちらが真の強さと言えるのか――それさえも断言できなくなってきた。そのために私はイベリアの教会から離れ、巡礼の旅に赴いた。選択を強いられる者たちに出会い、この問題を託した。もちろん、人々は本能により後者を選びがちではある。しかし多くの場合、本能に従うだけでは真の強さを得られない。それはこの大地の歴史の中を見れば、いくらでも証明が転がっている。生き延びるために彼らは私が渡した箱の中のものを飲み込んだが、いとも容易く押しつぶされ、壊され、自らを見失ってしまった。より低い資源消費量とより健康的な体躯や生命力を得て、なお生きてはいた。しかし、それらの例は私の課題を解決し得ない――彼ら「自身」がより良くなったと、果たして言えるのだろうか？
	ごくまれに、この子のような者が現れることもある。自身の意志と執着によって勝利をもぎ取り、より良い「自分」となる者が。私には、これからどうすればより良くなれるか、などと彼らに教授する資格も権力もない。そして、儀式を乗り越えた彼らは当然、既に自らの答えを持っている。私がすべきなのは、静かに立ち去り、彼らの未来を見届ける、その時を待つことだけである。
	もしかしたら、この道を歩み始め、司教就任に至るまでの間持ち得ていた意志の堅さと強さを、私はとうに失くしていたのかもしれない。私の課題への探究手段は、狡猾で、相手を頷かせるための欺瞞に満ちた誘いと、拒絶を許さない利己的な使用であるかもしれない。ただ、善と美への答えを追い求めることだけは、何があろうと、決して諦めるつもりはない。

	Archive File 4 :
	[Miscellaneous Records]
	Why must we go out of our way to spread suffering to our fellow man? Is it a weakness in the way our species lives? Or is it due to a lack of bridging and communication between individuals? Or is it perhaps a fundamental inferiority planted within our species?
	What should we do to make ourselves better and more beautiful, so that we may escape from all this? In this regard, even my like-minded colleagues have vastly different opinions, and make great haste to confirm their views.
	As for me, well, the older I become, the more confused I become, and the less I understand whether the things I've done to this point objectively move me closer to the answer. I've even come to doubt some of my original views, and I feel like I'm unable to answer with confidence— when confronted with calmly accepting one's demise, or struggling to live on at any cost, which option is true fortitude That is why I chose to go beyond the Church in Iberia, to embark on a pilgrimage, and to entrust this matter to the people that I would meet – to those people who had no choice but to make that choice. Of course, people tend to choose the latter option out of instincts, but most specimens have confirmed that instinct alone cannot give rise to true fortitude. Those who choose to swallow the contents of the box I give them in order to continue to live are easily crushed, easily destroyed, easily lose themselves. But at least they still survive, and have a healthier body and constitution that consumes fewer resources. However, these cases are not enough to answer my question — can this truly count as making their 'self' better?
	But within the most unlikely of happenstances, there will be those like this child. Those who can attain victory through their own will and perseverance, and better their 'self.' I have neither the qualification nor authority to teach them how to continue improving in the future, as they should have their own answers after enduring their trials. The best thing for me to do is to leave quietly and wait to bear witness to their future.
	Perhaps I've long lost the resolution and tenacity I had when I first walked down this path until I became the Bishop. Perhaps the way I've explored this question has been but trickery, using deception and exploitation that cannot be refused. But no matter what, I am absolutely unwilling to give up the answer to the pursuit of kindness and beauty.

	파일 자료 4 :
	[흩어진 수기]
	    왜 인간은 사방에서 자신의 동포를 고통스럽게 하는 걸까? 종족 생명 형식의 나약함 때문일까? 아니면 동족 개인 간의 진정한 교류와 소통이 부족해서일까? 그것도 아니라면 종족 깊숙이 뿌리박혀 있는 저열한 근성 때문일까?
	    우리는 어떻게 해야 스스로를 더 선하고 아름답게 만들어 이 모든 것에서 벗어날 수 있을까? 이에 대해, 나와 뜻이 같은 동료들도 서로 다른 견해를 갖고, 각자의 관점을 증명하기 위해 뛰어다니고 있다.
