ID:
	char_271_spikes
	現在はロドスの適格試験に合格し、治療を受けつつ、前衛オペレーターとしてロドスに勤めている。

	Profile :
	Operator Arene is a Laterano-born Sankta who was exiled from Laterano after contracting Oripathy during a Laterano firearm inheritance-related incident several years ago. After he departed Laterano, he left for Leithanien to pursue further studies. 
	Having passed a battery of examinations, he is currently serving as a Rhodes Island Vanguard Operator and receiving treatment.

	프로필 :
	    오퍼레이터 아렌은 라테라노에서 태어난 산크타로서, 수년 전 라테라노의 유물총과 관련된 사건으로 인해 광석병에 감염된 후 라테라노에서 추방되었다. 그 후 그는 라테라노를 떠나 배움을 위해 홀로 라이타니엔으로 향했다.
	    현재는 로도스 아일랜드의 전용 테스트를 통과하여 가드 오퍼레이터로서 근무 중이며, 치료도 병행하고 있다.

———————————————————————————————

	临床诊断分析 :
	造影检测结果显示，该干员体内脏器轮廓模糊，可见异常阴影，循环系统内源石颗粒检测异常，有矿石病感染迹象，现阶段可确认为是矿石病感染者。
	
	【体细胞与源石融合率】5%
	体表可见少量源石结晶。
	
	【血液源石结晶密度】0.23u/L
	干员芳汀长期接受相关治疗，病情十分稳定，目前无恶化趋势。

	健康診断 :
	造影検査の結果、臓器の輪郭は不明瞭で異常陰影も認められる。循環器系源石顆粒検査の結果においても、同じく鉱石病の兆候が認められる。以上の結果から、鉱石病感染者と判定。
	
	【源石融合率】5%
	体表に少量の源石結晶の分布が見られる。
	
	【血液中源石密度】0.23u/L
	長期的な治療を受けているため、病状は安定しており、悪化の傾向は見られない。

	Clinical Analysis :
	Imaging tests have shown the outlines of his internal organs to be indistinct due to abnormal shadows. Originium granules have been detected in his circulatory system, confirming him to be infected with Oripathy. 
	
	[Cell-Originium Assimilation] 5%
	Small traces of infection are visible on the surface of the body. 
	
	[Blood Originium-Crystal Density] 0.23u/L
	Operator Arene has been receiving Oripathy-related treatment for a long time. As a result, his infection is well under control, with no trend of deterioration.

	임상 진단 분석 :
	    방사선 검사 결과, 본 오퍼레이터는 내장 기관의 윤곽이 흐릿하며, 비정상적인 음영이 존재하는 것으로 확인됨. 순환계통 내 오리지늄 입자 검사 결과 이상 확인. 광석병 감염 증세 있음. 현 단계로서는 광석병 감염자로 판단됨.
	
	[체세포와 오리지늄 융합률] 5%
	체표면에서 소량의 오리지늄 결정 발견.
	
	[혈중 오리지늄 결정 밀도] 0.23u/L
	오퍼레이터 아렌은 오랫동안 관련 치료를 받아와서, 현재 병세는 매우 안정적이며, 악화되는 추세는 보이지 않는다.

———————————————————————————————

	档案资料一 :
	在拉特兰现行的律法之中，有明确的相关条例对公民感染矿石病后可能出现的诸多情况，做出了严格详细的规定。
	当拉特兰的公民感染矿石病，其本人的一应公民权利仍然将会受到保障，但除一些特殊情况外，感染者通常并不被允许在拉特兰的领土内居住或逗留。事实上，相较于很多国家与地域对感染者的严苛处置条例，拉特兰仅仅只是驱逐的做法无疑已经算是相当温和。尽管如此，对于许多拉特兰人来说，一旦患病，就意味着必须要永久地远离故土，或许终其一生，也无法再次踏上养育自己的土地，这依然还是一件非常难以忍受的事情。
	干员芳汀在数年前感染矿石病后，独自前往莱塔尼亚求学至今，那个回不去的故乡，或许早已成为其记忆中一片模糊的景象。

	第一資料 :
	ラテラーノの現行法には、公民が鉱石病に感染した際に起こり得るあらゆる状況に対して、厳格かつ詳細な関連規定が明確に定められている。
	ラテラーノ公民が鉱石病に罹患した場合、感染者であっても公民としての一通りの権利は保障されるものの、特殊なケースを除き、ラテラーノ領土内に居住及び滞在することは認められない。他の多くの国や地域に見られる感染者に対する過酷な処置規定に比べれば、感染者の追放だけに留めるという対応は十分温情があると言えよう。しかし多くのラテラーノ公民にとって、鉱石病への罹患が耐え難い苦痛であることには変わりなかった。ひとたび感染してしまえば、強制的に祖国の大地から遠く引き剥がされ、生まれ育った国の土を二度と踏めずに一生を終えるかもしれない。それは故郷との永遠の別れを意味しているのだから。
	アレーンは数年前に鉱石病に感染した。その後、独り勉学のためにリターニアの地を目指して現在に至る。あのもはや帰り得ぬ故郷は、彼にとってはとっくに、ぼやけて滲んだ思い出の一つになってしまっているのかもしれない。

	Archive File 1 :
	There are many regulations in Laterano law that lay out strict, detailed stipulations for how to care for citizens who contract Oripathy in many possible scenarios. 
	When a Laterano citizen contracts Oripathy, he or she continues to enjoy all of the rights guaranteed to them as part of their citizenship. However, aside from a few special cases, they are typically not allowed to remain in Laterano territory. Compared to the strict regulations many other countries and territories have for the Infected, you could say that only getting exiled from Laterano is far more lenient. That being the case, if you become Infected in Laterano, you must forever leave your homeland, never again to set foot on the place you grew up. To many Lateranos, this is understandably an unbearable proposition. 
	On his own initiative, operator Arene studied in Leithanien for years after contracting Oripathy. Consequently, the hometown that he can no longer return to may very well have become nothing but a faint memory to him long ago.

	파일 자료 1 :
	    라테라노 현행 율법에는 공민이 광석병에 감염된 후 발생할 수 있는 여러 상황에 대한 관련 조례가 있는데, 꽤나 엄격하고 상세하게 규정되어 있다.
	    광석병에 감염된 라테라노 공민은 본인이 가진 공민으로서의 권리 일체를 여전히 보장받을 수 있지만, 일부 특수한 상황을 제외한 일반적인 경우 라테라노 영지 내에서 거주하거나 체류할 수 없다. 감염자에 대한 다른 국가나 지역의 가혹한 조례와 비교해 본다면, 추방으로 그치는 라테라노의 법률은 상당히 온건한 축에 속한다. 그럼에도 불구하고 많은 라테라노인에게 있어서, 일단 광석병에 걸리면 영원히 고향을 떠나야 한다거나, 평생 자신이 자란 땅을 밟지 못한다는 것을 의미하니, 여전히 받아들이기 힘든 사실임에는 변함이 없다.
	    오퍼레이터 아렌은 몇 년 전 광석병에 걸린 후 홀로 라이타니엔으로 건너와 유학 생활을 시작하였다. 어쩌면 돌아갈 수 없는 고향은, 그의 기억 속에서 이미 흐릿한 모습으로 변해버렸을지도 모르는 일이다.

———————————————————————————————

	档案资料二 :
	通常，大家对萨科塔人总会有一种根深蒂固的印象，认为这些头上顶着光环的人们总是和他们珍惜的爱铳形影不离，萨科塔人和铳仿佛已经成为某种固定搭配，在大众的心目中难解难分。就算因特殊原因无法持有铳，许多萨科塔人也会退而求其次，选择携带弩箭之类的远距离射击武器。
	不得不说，这种印象在大多数情况下都是正确的，只不过偶尔也会有一些例外情况。干员芳汀就是罗德岛内，较少数几个不使用铳，而是以源石技艺作为主要攻击手段的萨科塔干员之一。
	干员芳汀所掌握的源石技艺较为特殊，在使用时大多伴随有毒性与分解、腐蚀的特质，这使得他平常总是习惯远离人群，避免增加不必要的风险。而这种源石技艺给人留下的印象，也与芳汀本人给人的印象十分相似，都是漂亮而危险，若即若离，需要小心接触的。
	由于日常使用这样的源石技艺，芳汀的身上也时常带有浅淡的芳香，根据其本人的意愿，这种若有若无的淡香既可以十分无害，也可以在关键时刻化作致命毒素。

	第二資料 :
	サンクタ人について、あの頭上に光の輪っかを浮かべたやつらは、どんな時も大事な愛銃を抱えて体のそばから離さないものだ、と多くの人々が根深く思い込んでいる。サンクタ人と銃。この組み合わせは、もはや大衆の認識の中では切っても切れない、約束されたペアだと言っていい。仮に何らかの理由で銃を所持できなくなったとしても、多くのサンクタ人は次善の策としてボウガンなどの遠距離射撃武器を携帯する。
	このイメージは概ね正しいと言わざるを得ない。しかし、稀に例外も生じる。アレーンは、ロドスのサンクタ人オペレーターの中でも、銃ではなくアーツを主な攻撃手段とする少数派の一人である。 
	彼が使用するアーツはやや特殊であり、ほとんどのアーツが使用時に毒性と分解、腐蝕の特質を備えている。そのため、彼は普段から人混みを避け、不要なリスクの発生を回避している。彼のアーツが他者にもたらすイメージは、アレーン自身が他者にもたらすものとあまりによく似ている。いずれも美しく、そして危険。付かず離れず、細心の注意を払って向き合わなければならないものである。 
	日常的にこのようなアーツを用いているため、アレーン自身もごく淡い香りをまとうようになった。この微かな香りは本人の意のままに、無害なものにすることもできれば、致命的な毒素へと転じることも可能である。

	Archive File 2 :
	Most people tend to have a rather ingrained impression of the Sankta. To them, the Sankta and their guns are inseparable concepts, and the Sankta, with their halos above their heads, are never ones to part with their precious firearms. And whenever a Sankta is unable to keep a gun due to whatever extraordinary circumstance, they would usually choose the next best thing they are allowed: long-ranged weapons like bows. 
	In most cases, one would be correct to make such assumptions. That being said, there are some occasional exceptions to the norm. Operator Arene is one such exception at Rhodes Island. He is one of the few Sankta here to forgo the use of firearms, instead opting to use Originium Arts as his primary means of attack. 
	The Originium Arts that Operator Arene utilizes are somewhat unusual: his Arts tend to be have toxic, disintegrative, and corrosive traits. As a result, he normally keeps away from crowds in order to mitigate any unnecessary risks. And just like the impression that others typically have of Operator Arene himself, his Originium Arts typically strike others as beautiful yet dangerous, amicable yet seclusive, and requiring extra care to approach. 
	Due to his frequent use of Arts, Arene himself usually carries a faint aromatic fragrance. The fragrance's effect on others is alterable at will, and can either be rendered completely harmless or made dangerously toxic during the most crucial situations.

	파일 자료 2 :
	    일반적으로, 사람들은 모두 산크타에 대해 일종의 고정된 이미지를 갖고 있다. 머리에 광륜이 떠 있는 산크타들은 언제나 그들이 소중히 여기는 총과 한시도 떨어지지 않아, 대중들에게 산크타라고 하면 총은 늘 자연스레 따라서 연상되는 것이었다. 특수한 이유로 총을 휴대할 수 없다면, 많은 산크타들은 차선책으로 석궁과 같은 원거리 사격 무기를 대신해서 휴대한다.
	    이런 산크타에 대한 고정관념은 대부분 맞아떨어지지만, 간혹 예외의 경우도 발생하곤 한다. 오퍼레이터 아렌은 로도스 아일랜드 내에서 총을 사용하지 않고 오리지늄 아츠를 주요 공격 수단으로 삼는, 비교적 소수의 산크타 오퍼레이터 중 한 명이다.
	    오퍼레이터 아렌은 비교적 특수한 오리지늄 아츠를 다루는데, 사용 시 대부분 독성과 분해, 부식의 특성을 포함한다. 이 때문에 그는 불필요한 위험을 줄이기 위해 평소에 습관적으로 사람들과 거리를 두고 있다. 그리고 이런 오리지늄 아츠가 타인에게 주는 인상은, 아름다우면서도 위험하니 조심스럽게 다가가야 한다는, 아렌이 타인에게 주는 인상과 매우 흡사하다.
	    이와 같은 오리지늄 아츠를 사용하는 아렌에게선 언제나 은은한 향기가 나는데, 이 향기는 아렌 본인의 뜻에 따라 아무런 해를 끼치지 않을 수도, 필요하다면 치명적인 독성을 내뿜을 수도 있다.

———————————————————————————————

	档案资料三 :
	干员芳汀是在公证所执行人的陪同下，来到罗德岛的。
	据护送他前来的那位干员送葬人的同僚所说，芳汀的父母双方，都是十分专业的拉特兰铳相关研究者，由于职业原因，两人曾数次被卷入与拉特兰铳相关的种种事件之中。也正是因此，几年前芳汀感染矿石病后，父母二人并没有努力试图将他留在身边，而选择将其远远送往莱塔尼亚，尽量使独生子远离危险。
	但在最近的一次针对拉特兰持有的铳械技术的窃取阴谋中，两人不幸双双遇难亡故，他们身后留下的遗嘱，到底还是为芳汀带来了不小的麻烦——总有人疑心父母在过世后，会将一切机密的珍贵的东西都毫无保留地交付给孩子。然而实际上，芳汀的父母唯一的心愿，就只是让独生子能够平安度日而已，有关于他们的研究，自然会有更加合适的拉特兰相关部门来处理。
	尽管现在风波已经在干员芳汀本人的谋划下大致解决，但残存的风险让这位执行人仍然不得不一路护送这位脾气不算很好的小少爷，前来罗德岛寻求同僚的援助，而他本人则会暂时离开，去解决一些“麻烦的后续处理问题”。
	在芳汀幼时，父母二人工作繁忙，很难有太多机会陪伴孩子，这使得芳汀童年大多数时间都不得不独自在家中度过。年幼的孩子很难理解父母对于工作的热情，在幼时的芳汀看来，就是铳夺走了本该属于自己的父母的关注，这让他对大多数萨科塔孩童都怀有憧憬的守护铳态度十分复杂，而在因意外感染矿石病之后，芳汀彻底失去了拥有属于自己的守护铳的机会。
	或许是由于早早离开拉特兰的缘故，芳汀现阶段在与我们的一些拉特兰人干员相处时，仍然带有一些生疏，反而是某些来自莱塔尼亚的干员会与他有更多交集。例如干员艾雅法拉，两人在大学甚至选修过同一位知名教授的课程，勉强算得上是有同窗之谊。

	第三資料 :
	アレーンは公証人役場執行人に付き添われてロドスにやってきた。 
	彼を護衛していた、あのイグゼキュターの同僚の証言によれば、アレーンの両親は共にラテラーノの銃研究に携わっており、職業柄幾度も銃関連の事件に巻き込まれていたらしい。そのため、数年前にアレーンが鉱石病に感染した際、両親は彼を傍に留めるのではなく、代わりにリターニアに送り、自分たちの唯一の子供をできる限り危険から遠ざける道を選んだ。 
	だが、最近発生したラテラーノが所有する銃器技術盗用の陰謀の中で、彼の両親は不幸にも二人とも命を落としてしまい、彼らが残した遺言書は、結果的にかなりの厄介事をアレーンにもたらしてしまった――親は子に自分たちが持ちうるすべてをあますことなく残すはずだと疑う者は、残念ながらどこにでもいるのだ。けれど、本当のところ、二人が切に願っていたのは我が子の平穏な日々以外の何物でもなかった。研究は、二人が何もせずとも、よりふさわしいラテラーノの関連部門が引き継ぐことになっていた。
	一連の問題はアレーン本人が講じた策略によって既にほぼ解決しているが、それでも残ったリスクを考えて、執行人はこのあまり人当たりがいいとは言えないお坊ちゃんの護衛をしつつ、ロドスまでやってきて同僚に助けを求めることにした。執行人本人はその後、いくつかの「面倒な事後処理の問題」を解決するのために、しばらく離れることになった。
	アレーンの幼少期、彼の両親は仕事が忙しく、あまり我が子の傍にいてやることができなかった。そのため、アレーンは子供時代のほとんどを一人寂しく家の中で過ごすしかなかった。いとけない子供にとって親が仕事にかける情熱は理解しがたいものであり、幼き頃のアレーンからすれば、銃は本来自分に向けられるはずだった親の関心を奪った存在でしかなかった。そのため彼が守護銃に対して持ち合わせていたのは、多くのサンクタの子供たちのような憧れではなくどうにも複雑な感情であった。そして、事故によって鉱石病に感染したアレーンは、守護銃を所有する機会を完全に失ってしまったのである。 
	早いうちにラテラーノを離れたためか、アレーンはラテラーノ出身のオペレーターに対してはいささか遠慮があり、逆にリターニア出身の者との交流が多く見られる。例えばエイヤフィヤトラとは大学時代、同じ著名な教授の授業を受講したことがあり、彼女とはある意味同窓と呼べる仲である。

	Archive File 3 :
	When Operator Arene first arrived at Rhodes Island, he was accompanied by a Notarial Hall executor. 
	According to this chaperone of his, a colleague of Operator Executor's, both of Arene's parents were highly respected Laterano firearms researchers, and the two of them were frequently dragged into all kinds of Laterano firearm-related incidents thanks to their profession. It is precisely for this reason that, when Arene contracted Oripathy several years ago, his parents opted to send him, their one and only son, away from danger to Leithanien instead of keeping him close by. 
	Regretfully, both of his parents were killed during a recent clandestine operation to steal Laterano firearms technology. Their will unfortunately brought Arene plenty of trouble as well—most people seem to believe that a parent would always leave every last thing they treasured to their children. In reality, the only thing that Arene's parents ever wished for was for their only son to live a peaceful life. They knew their research would undoubtedly be taken up by Laterano departments far more up to the task than him. 
	Even though the crisis has mostly been averted thanks to Operator Arene's master plan, there still remains enough of a risk that, in spite of the young man's temperament, the poor executor had to escort Arene to Rhodes Island to seek his colleague's help, before taking a temporary leave to deal with some so-called problematic follow-up work. 
	During his childhood, Arene's parents were often preoccupied with work and had little time to spend with their son, leaving him alone at home most of his childhood. Young children often have a hard time understanding their parents' passion for work. To the young Arene, it was guns that had stolen his parents' attention from him, and that became the source of his apathy against guns, normally admired by Sankta children far and wide. Furthermore, after his infection during the accident, he lost any opportunity to have his own gun. 
	Perhaps because he departed Laterano at an early age, Arene tends to be a little sheepish around some of our other Laterano operators. Instead, he is more proactive in interacting with our Leithanian operators. One such example is Operator Eyjafjalla. The two of them had studied under the same famous professor at their university, just barely enough to make them old classmates.

	파일 자료 3 :
	    오퍼레이터 아렌은 공증소 집행인의 수행 하에 로도스 아일랜드에 왔다.
	    그를 호송하기 위해 온 오퍼레이터 이그제큐터의 동료의 말에 따르면 아렌의 부모님은 굉장히 전문적인 라테라노 총기 관련 연구자로, 직업적 특성으로 인해 수 차례에 걸쳐 여러 라테라노 총기 관련 사건에 휘말렸다고 한다. 또한 이때문에 몇 년 전 아렌이 광석병에 감염되자, 그들은 외아들의 안전을 위해, 그를 먼 라이타니엔으로 홀로 보내버리는 결정을 하였다.
	    하지만 최근 있었던 라테라노의 총기 기술 탈취 사건에 휘말려, 불행히도 두 사람 모두 사망하였고, 그들이 아렌에게 남긴 유언은 그에게 적지 않은 문제를 가져다주었다. 누군가는 아렌의 부모님이 죽은 후 자신의 모든 비밀과 소중한 것들을 아들에게 전해주었을 거라 의심하고 있었기 때문이다. 하지만 실상은, 아렌의 부모가 가졌던 유일한 소망은 그저 외아들이 무사히 잘 살아주는 것뿐이었다. 그들의 연구와 관련된 일들은 보다 적합한 라테라노의 관련 부서가 알아서 잘 처리해 줄 것이라 믿었기 때문이다.
	    지금까지의 풍파는 오퍼레이터 아렌 본인의 계획 하에 어느 정도 해결되었다곤 하지만, 여전히 남아있는 리스크 때문에 집행인은 어쩔 수 없이 이 성질머리가 그닥 좋지 않은 도련님을 호송할 수 밖에 없었다. 로도스 아일랜드에 도착해 이들의 도움을 청한 후 집행인 본인은 잠시 '귀찮은 문제들의 후속 처리'를 위해 다시 떠났다.
	    아렌의 어린 시절, 부모 두 분은 늘 일로 바빠서, 아렌과 함께 시간을 보낼 수 있는 기회가 적었다. 이로 인해 아렌은 어린 시절 대부분을 홀로 집에서 보내야만 했다. 어린아이가 일에 대한 부모의 열정을 이해하긴 힘든 데다, 어린 아렌이 보았을 때 자신에게 와야할 부모의 관심을 총이 빼앗아 간 셈이었으니, 아렌은 대다수의 산크타 아이들이 동경하는 수호총에 대해 여러 가지 복잡한 감정이 들었다. 또한 예상치 못한 광석병 감염 이후, 아렌은 자신의 수호총을 가질 수 있는 기회를 완전히 박탈당했다.
	    일찍이 라테라노를 떠나서 인지, 현재 아렌이 로도스 아일랜드의 다른 라테라노 출신 오퍼레이터들과 교류할 때 여전히 조금 어색한 모습을 보이며, 오히려 라이타니엔 출신 오퍼레이터들과 더 잘 맞는듯하다. 예를 들어 오퍼레이터 에이야퍄들라의 경우, 단지 대학에서 동일한 유명 교수의 수업을 들어본 적이 있는, 마지못해 동창이라 부를 수 있는 관계에 불과하지만 말이다.

———————————————————————————————

	档案资料四 :
	早在芳汀刚刚加入时，我们就发现，少年或许是由于成长环境的影响，在许多表现上都显得缺少约束，随性散漫。
	最初，并没有人将这看成是什么太过重要的问题，毕竟罗德岛的人员构成已经足够复杂多样，就连自由奔放过头的萨卡兹雇佣兵们都能够得到接纳与容忍，少年的一些言行，例如随手捉弄其他干员，或是在面对敌对方时略显残忍的态度，在许多人看来完全称不上是什么问题。
	但是，当某次行动中芳汀真的带回了一名被他抓获的敌对人员，并且用半开玩笑的口吻提出希望能够将之用来练习新的源石技艺使用时，我们明确意识到，对于尚且处于成长阶段的干员，自由放任或许并不是一个好的应对方法。这个心思敏感难辨的萨科塔少年，不该再被一味放任，干员芳汀确实需要一些正确且不令他厌烦的指引与教导。

	第四資料 :
	アレーンがロドスに加入したばかりの頃から、成長期に彼が置かれていた環境の影響か、多くの面において自由散漫すぎるきらいがあることに我々は気がついていた。
	けれど初めは誰もそれを問題視していなかった。ロドスの人員構成は十分すぎるほど複雑多様で、度を越した自由奔放さを誇るサルカズの傭兵でさえも容認され、受け入れられているなか、少年の他人に対するちょっとした悪戯や、敵を前にした際の少しばかり残忍な態度は、全くもって問題に取り上げるような言動ではなかった。 
	だが、ある任務でアレーンが、確保した敵対人員を連れ帰り、その人物を新しいアーツの練習のために実験台にしたい、と冗談交じりでありながらも半ば本気で口にしたとき、我々は成長途中にあるオペレーターを放任するのは適した対応だとは言いがたかったことに気づいた。このナイーブで心を見せないサンクタの少年は二度と野放しにすべきでない。アレーンには煩わしいと思わせないように、正しい指導と教育が必要である。

	Archive File 4 :
	When Arene first joined our ranks, it didn't take long for us to notice his completely nonchalant attitude and lack of restraint, likely a result of the environment he grew up in. 
	At first, none of us thought this was a problem. After all, we have operators with all kinds of personalities here at Rhodes Island, even some particularly freewheeling Sarkaz mercenaries that we had to reluctantly learn to tolerate. Compared to them, the young boy's tendency to play pranks on operators or his mildly sadistic attitude toward his enemies were hardly issues at all. 
	However, when Arene brought an enemy combatant back with him after an operation and then half-jokingly suggested practicing new Originium Arts on him, it became obvious to us that it was perhaps not a good idea to afford our still-growing adolescent operators total, unrestricted freedom. Operator Arene should no longer be allowed to do whatever he pleases. The young, sensitive Sankta is in dire need of proper guidance and instruction that, cruicially, do not bore him.

	파일 자료 4 :
	    아렌이 막 합류했을 당시, 그의 성장 환경 탓인지 우리는 그가 절제력이 부족하고, 제멋대로에 산만한 소년이란 점을 알아챘다.
	    처음에는 누구도 이 부분에 대해 크게 신경 쓰지 않았다. 본래 로도스 아일랜드의 구성원들이 각양각색의 인원들로 채워졌고, 그 다양함의 정도가 자유분방한 살카즈 용병들마저 받아들일 수준이었으니 말이다. 그러니 대부분의 사람들 눈에는 이 소년이 다른 오퍼레이터들을 골탕먹이거나, 적과 교전 중 드러내는 잔인한 일면 따위는 문제 축에 속하지도 않았다. 
	    하지만 언젠가 작전 중 자신이 생포해온 적을 농담반 진담반으로 자신의 새로운 오리지늄 아츠 연습 대상으로 삼고 싶다고 이야기했을 때, 우리는 아직 성장 단계인 오퍼레이터에게 자유방임적인 태도를 취하는 것은 좋은 방법이 아님을 느꼈다. 이 민감하고, 제멋대로인 산크타 소년을 더는 방임해선 안될 것이다. 오퍼레이터 아렌에게는 올바르면서도 그가 흥미를 유발할 수 있는 지도와 교육이 필요하다.

———————————————————————————————

	晋升资料 :
	少年称呼你为老师。 
	这称呼最开始并不真心实意，你们双方都清楚这一点。 
	但是现在呢，现在如何？ 
	或许你的确能够教导他一些什么，他还在学习，他正需要人引他找到自己要走的路。

	昇進資料 :
	その少年はあなたを先生と呼ぶ。 
	彼が先生とあなたを呼び始めたころ、それは本当に心からその呼び名を使っている訳ではないのは、あなたも彼も互いに理解していた。 
	だが今はどうだろう。変化はあっただろうか？ 
	今のあなたなら、彼に何かを教えることができるかもしれない。彼はまだ学んでいる最中で、自分の進むべき道を模索するための導きを誰かに求めている。

	Promotion File :
	The young man refers to you as his professor. 
	Both you and him should be well aware that he didn't actually mean it at first. 
	But what about now? 
	Perhaps you could actually teach him something. He is still learning, and he needs someone to guide him to the path he is to take.

	승진 자료 :
	    소년은 당신을 선생님이라 부른다.
	     처음에는 그 말이 진심이 아니었음을 서로 잘 알고 있었다.
	     하지만 지금, 지금은 어떤가?
	     어쩌면 그에게 어떤 가르침을 줄 수 있을지도 모른다. 그는 아직 배우고 있고, 자신이 가야 할 길을 찾을 수 있도록 인도해 줄 사람이 필요하다.
