ID:
	char_496_wildmn
	野鬃騎士イヴォナ、レッドパイン騎士団の一員として、今回のカジミエーシュ騎士メジャー及び一連の波乱を経験したのち、ロドスに加入。鉱石病の治療をする傍ら、ロドスへの戦闘面における支援の提供を承諾している。感染者のためであれば、彼女はかなり献身的になれる。

	Profile :
	'Wild Mane' Knight Iwona, member of Pinus Sylvestris Knightclub. Joined Rhodes Island after undertaking the Kazimierz Major and a string of disturbances. Besides undergoing essential treatment for Oripathy, Wild Mane is also happy to provide Rhodes Island with support in combat. She's willing to do a considerable amount for the Infected.

	프로필 :
	    피누스 실베스트리스 기사단의 일원인 기사 '와일드메인' 이보나는 이번 카시미어 토너먼트와 그에 관련된 풍파를 겪은 후 로도스 아일랜드에 합류했다. 필요한 광석병 치료 외에도 와일드메인은 로도스 아일랜드에 전투 방면의 지원을 희망했다. 감염자를 위해서라면, 그녀는 여러 가지 수고를 마다하지 않을 것이다.

———————————————————————————————

	临床诊断分析 :
	造影检测结果显示，该干员体内脏器轮廓模糊，可见异常阴影，循环系统内源石颗粒检测异常，有矿石病感染迹象，现阶段可确认为是矿石病感染者。 
	
	【体细胞与源石融合率】6% 
	干员野鬃腿部有明显的源石结晶。 
	
	【血液源石结晶密度】0.20u/L 
	干员野鬃的感染情况已趋于稳定。

	健康診断 :
	造影検査の結果、臓器の輪郭は不明瞭で異常陰影も認められる。循環器系源石顆粒検査の結果に異常があり、鉱石病の兆候が認められる。以上の結果から、鉱石病感染者と判定。
	
	【源石融合率】6%
	下肢に源石結晶の分布がはっきりと見られる。
	
	【血液中源石密度】0.20u/L
	感染状況は安定しつつある。

	Clinical Analysis :
	Imaging tests show the indistinct outlines of internal organs, obscured by abnormal shadows. Originium granules detected in the circulatory system. The subject is confirmed to be infected with Oripathy.
	
	[Cell-Originium Assimilation] 6%
	Clear Originium crystallization is visible on the legs.
	
	[Blood Originium-Crystal Density] 0.20u/L
	The state of Operator Wild Mane's infection has tended towards stability.

	임상 진단 분석 :
	    체표면에 오리지늄 결정 분포, 방사선 검사 결과, 본 오퍼레이터는 내장 기관의 윤곽이 흐릿하며, 비정상적인 음영이 존재하는 것으로 확인됨. 순환계통 내 오리지늄 입자 검사 결과 이상 확인. 광석병 감염 증세 있음. 현 단계로서는 광석병 감염자로 판단됨.
	
	[체세포와 오리지늄 융합률] 6%
	오퍼레이터 와일드메인의 다리 부위에 뚜렷한 오리지늄 결정이 보인다.
	
	[혈중 오리지늄 결정 밀도] 0.20u/L
	오퍼레이터 와일드메인의 감염 상황은 안정되는 추세를 보이고 있음.

———————————————————————————————

	档案资料一 :
	“野鬃”骑士选择加入罗德岛时，身上的伤还未完全痊愈，但超常的恢复能力已经能够让她活动自如。在身体彻底转好前，出于对干员的健康状况的考虑，罗德岛并未立即为野鬃安排工作，这反而让她显得有些闷闷不乐。但野鬃也对自己的新生活住处表现出了好奇心，在空闲的日子会为自己四处找些事情来做。 
	对“正义骑士号”的改造课题便是成果之一。在野鬃有了对罗德岛工程部的研究范围的认识之后，她立刻表现出让自己的“宠物”，同时也是红松骑士团一员的“正义骑士号”进行改造的兴趣。对于升级系统和加装语音发声功能，野鬃都满怀期待地每日探访、跟进进度，终于在几日后，听到了长久以来只能发出“滴滴”电子音的正义号的第一句问候—— 
	“‘滴滴’，谢谢罗德岛工程部的各位。主人？您想让正义号对您说些什么......正义号可以说实话吗？汉堡很不健康，请主人不要再点那么多了。还有，换下的衣服请不要丢在地板上，抱住正义号诉苦或者发表斗志宣言的时候请不要情绪太过激动，不论是热泪盈眶还是义愤填膺的音量都无法让正义号正确接收信息进行分析和回应......” 
	据现场工作人员描述，野鬃似乎大受打击，在完成最终改造前都不愿意再踏入工程部一步。一直到正义号开始进行日常活动，为她送去第一份食堂外卖开始才有好转。

	第一資料 :
	ロドスへの加入を決断した時、野鬃騎士のケガはまだ完全に癒えていなかったのだが、突出した回復力のおかげで既に自在に動き回ることが可能となっていた。身体が全快するまで、本人の健康状況を考えて、ロドスはワイルドメインに任務を言い渡さなかったが、逆に彼女を落ち込ませてしまったようだ。それでも、彼女は新たな生活の場に好奇心を持っていたようで、暇な時にはあちこちを回って、やることを探していた。
	“ジャスティスナイト”の改造もその成果の一つである。ワイルドメインはロドスエンジニア部の研究範疇を理解すると、すぐさま自身の「ペット」でありレッドパイン騎士団の一員でもある“ジャスティスナイト”への改造意欲を見せた。システムのアップデートも、言語発声モジュールの取り付けも、ワイルドメインはワクワクしながら、毎日エンジニア部に訪ねて進行具合を確認していた。数日後、彼女はついに、今まで“Di-di”という電子音しか発せないジャスティスナイトによる最初の挨拶を耳にすることができた――
	「“Di-di”、ロドスエンジニア部の皆様、ありがとうございます。あらマスター？ジャスティスナイトからマスターへ何か言ってほしいの？……本当のことを言ってもいい？では、ハンバーガーは不健康なので、もう山ほど注文するのはやめてね。それと、脱いだ服は床に捨てないように。ジャスティスナイトに抱き着いて愚痴をこぼしたり、闘志を宣言したりする時はあんまり興奮しないようにしてちょうだい。泣き声も、憤る声も、音量が大きすぎてジャスティスナイトが正確にデータを収集、分析、応答するのに支障が出るわ……」
	現場にいた者によると、ワイルドメインはかなりショックを受けたようで、最終改造の完成まで一歩もエンジニア部に踏み込まなかったようだ。ジャスティスナイトが日常的な活動を始め、食堂から初めてデリバリーを彼女に届けてからようやく緩和したらしい。

	Archive File 1 :
	When 'Wild Mane' Knight chose to join Rhodes Island, her wounds still hadn't fully healed, but a blowaway ability to recuperate already enabled her to be freely active. Prior to her full recovery, owing to consideration for the operator's state of health, Rhodes Island did not immediately set up work for Wild Mane, which had the converse effect of seeming to depress her somewhat. However, Wild Mane showed great curiosity in her new place of residence, and in her days off would wander all over, finding things to do for herself.
	The modification of 'Justice Knight' was one such result. After Wild Mane got to know the scope of Rhodes Island's Engineering Department research, she promptly showed interest in remodeling her 'pet,' 'Justice Knight,' who also constituted a member of Pinus Sylvestris. Brimming with expectations for the system upgrades and voice capability installation, Wild Mane visited every day to see how things were going, following the pace of things. Finally, a few days later, she watched her Justice who only made 'di-di' noises for the longest time say her very first greeting—
	'Di-di, thank you to all at the Rhodes Island Engineering Department. Master? You want Justice Knight to say something to you...? May Justice Knight tell the truth? Burgers are very unhealthy. Please don't order that many again. Also, please don't throw your dirty clothes on the floor, and when you're holding Justice Knight to air grievances or declare your fighting spirit, please don't get too worked up. Your movement to tears or the sound level of your indignation renders Justice Knight unable to correctly receive information and execute analysis and response...'
	According to descriptions from those working at the time, Wild Mane seemed to take a massive blow, and was unwilling to set foot in the Engineering Department again until final upgrades were completed. It was only the day Justice commenced regular operation, delivering her first portion of takeout from the cafeteria, that things began to improve.

	파일 자료 1 :
	    기사 '와일드메인'이 로도스 아일랜드에 합류하기로 결정했을 당시 그녀의 상처는 아직 완전히 낫지 않은 상태였으나, 뛰어난 회복 능력 덕분에 자유롭게 움직일 수 있었다. 다만 로도스 아일랜드는 오퍼레이터의 건강 상태를 고려해 완치 전까지 그녀에게 업무를 맡기지 않았으나, 본인은 오히려 이런 결정에 답답해했다. 와일드메인은 자신이 새롭게 살아갈 곳에 깊은 호기심을 보였고, 한가한 날이면 이곳저곳을 돌아다니며 할만한 일을 찾아보곤 했다.
	    '저스티스 나이트'의 개조는 그 결과물 중 하나이다. 로도스 아일랜드 엔지니어링부의 연구 범위를 알게 된 와일드메인은 곧바로 자신의 '펫'이자 피누스 실베스트리스 기사단의 일원인 '저스티스 나이트'를 개조하는 일에 큰 흥미를 보였다. 와일드메인이 시스템 업그레이드와 음성 발성 기능 추가에 대한 기대를 가득 품은 채 매일같이 부서를 방문하고 연구한 지 며칠이 지나자, 그녀는 드디어 오랫동안 '띠띠'거리는 전자음만 낼 수 있었던 저스티스 나이트의 첫 번째 인사를 들을 수 있었다.
	    “띠띠, 로도스 아일랜드의 엔지니어링부 여러분, 정말 고맙습니다. 마스터? 저스티스 나이트에게서 어떤 말을 듣고 싶으신 건지…… 저스티스 나이트가 솔직히 말씀드려도 괜찮을까요? 햄버거는 몸에 좋지 않으니 너무 그렇게 많이 드시지 마세요. 그리고 갈아입은 옷은 바닥에 내팽개치지 마시고요. 그리고 저스티스 나이트를 끌어안고 하소연을 하거나 투지를 불사를 때 부디 너무 흥분하지 말아주세요. 뜨거운 눈물과 격분에 찬 목소리 모두 저스티스 나이트가 정보를 수집, 분석하고 응답하는 데에……”
	    현장에 있던 엔지니어의 설명에 따르면 와일드메인은 굉장히 큰 충격을 받은 듯했으며, 개조가 끝나기 전까지 다시는 엔지니어링부에 발을 들이지 않았다고 한다. 그 상태는 저스티스 나이트가 일상 활동을 시작해서 그녀에게 처음으로 음식을 가져다준 뒤에야 호전되었다.

———————————————————————————————

	档案资料二 :
	艾沃娜·克鲁科夫斯卡。其家族作为忠诚的卡西米尔骑士家族，历来靠征战获得荣誉而长存。在克鲁科夫斯卡家族中，艾沃娜是同一辈里身体最为矫健，性格最为奔放的。因此，她被自己的家族寄予厚望，从小便为成为征战骑士而进行训练。然而，年轻的艾沃娜却在野外进行模拟训练时不慎感染矿石病，从而彻底改变了她的人生道路。从小被教育要成为征战骑士的她曾怀揣着希望，却没想到自己在痊愈后立刻遭到了家族的抛弃。
	尽管对家族残忍的行为大为失望，艾沃娜还是决定朝前迈进。情绪的修复来源于她坚定的人生信条：只要还活着，便要不断找到道路奔跑。艾沃娜是善战者，战斗的热情和热血是她与生俱来的，哪怕在成为感染者后也未能改变分毫。因此，她选择成为了竞技骑士，以另一种方式重新赢得骑士身份，证明给曾对自己失望的人看。
	速度与技巧是艾沃娜的优势，她将其灵活地运用，不需要技巧理论，仅凭自己过人的反应力和观察力便能见招拆招、一击制敌。当然，这样的作战战术也与艾沃娜本人的身体素质相吻合。虽然崇拜绝对的力量带来的压迫感，但艾沃娜继承了家族的基因，并没有特别高大的身躯——好在她还在不断成长。
	“啊？你说我竟然比索娜矮、矮一公分......绝对是搞错了，别走，我们再测一遍！”
	......
	“野鬃小姐，这已经是第四次测了......”
	“可恶，这最后的一公分......”
	“野鬃小姐？”
	“......唉，我知道啦，数据你们就这么填吧。走了，正义号，之后帮我订购几箱淡奶......”

	第二資料 :
	イヴォナ・クルコフスカ。忠実なるカジミエーシュの騎士としてクルコフスカ一族は、古くから征戦により栄誉を勝ち取ることで栄えてきた。一族の中で、イヴォナは同世代で最も恵まれた身体条件と、最も開放的な性格を持つ人物だった。そのため、幼い頃から一族の期待を一身に担い、征戦騎士になるための訓練を受け続けていた。しかし、幼いイヴォナは野外での模擬訓練中に不慮な事故で鉱石病に患ってしまい、そこから人生の予定がすべて変わってしまった。幼い頃から征戦騎士を目標に育てられてきた彼女は期待を抱いていたが、傷が癒えてすぐ、一族に追放された。
	一族の無情に失望しながらも、イヴォナは前に進み続けた。彼女は固い信念をもって、心の傷を癒した――生きている限り、走るための道を絶えずに切り開っていくのだ。イヴォナは戦う者だ。生まれつきの戦闘への情熱と熱血は、たとえ感染者になっても変わらなかった。だから彼女は、競技騎士という道を選んだ。自分の力を証明して、過去に自分を見放した者を見返すため、違う形で騎士の身分を手に入れようとした。
	スピードとテクニックはイヴォナの長所である。それらを巧みに生かすことで、小手先の理論に頼らずとも、自身のずば抜けた反応力と観察力だけで相手の攻撃をかいくぐり、一撃必殺を繰り返してきた。もちろん、このような戦術はイヴォナ自身の身体能力によることが大きい。絶対的な強さがもたらす威圧感に憧れる彼女だが、一族の遺伝のためそれほど大きな体格にはほど遠く――幸い、彼女はまだ成長期にいる。
	「はあ？あたしがソーナよりもい、一センチ低いだと……絶対間違ってる！おい、もう一度測るぞ！」
	……
	「ワイルドメインさん、これでもう四回目の測定ですよ……」
	「チクショー、この一センチの最終防壁が……」
	「ワイルドメインさん？」
	「……はあ、わかったよ、データはもうそれでいいぜ。行くぞ、ジャスティスナイト。あとでエバミルクを何箱か注文しといてくれ……」

	Archive File 2 :
	Iwona Krukowska. Her family serves as loyal Kazimierzian knight-nobles, everlasting on the honor gained from campaign knighthood. Within the Krukowskas, Iwona is the most robust of her generation, her temperament the boldest. Thus, she had high hopes placed on her by her family, and trained since youth to become a campaign knight. However, the young, unwary Iwona caught Oripathy while training in the countryside, which threw off the path of her life. Raised for campaign knighthood, she held hope for a time, but couldn't imagine her family would immediately renounce her after she recovered.
	Despite her family's ruthless action causing her great disappointment, Iwona still resolved to press onwards. She would regain her spirits in her firm life's creed: as long as you're alive, you have to keep looking for a path to run. Iwona is a kind fighter, her passion and hot-bloodedness in battle innate to her, and becoming an Infected couldn't change that one bit. And so, she chose to become a competition knight, to achieve a knight's identity another way, to prove it for all those who'd been disappointed her to see.
	Speed and technique are Iwona's advantages, and she puts them to nimble use, needing no theory of skill, able to respond to any move with nothing but her outstanding powers of reaction and observation, checking the opponent in one blow. Of course, combat tactics like this are a good fit to Iwona's own bodily makeup. Though the adulation of absolute power brought a sense of pressure, Iwona has inherited the family genes, along with a not-particularly-tall stature—fortunately, she keeps on growing.
	'Huh? You mean I'm a—I'm a centimeter shorter than Sona...? That's gotta be wrong, has to be. Wait, come back! We gotta measure again!'
	......
	'Miss Wild Mane, this is already your fourth time measuring...'
	'Dammit, just this one last centimeter...'
	'Wild Mane?'
	'...*sigh* I get it, alright. You fill in your numbers. C'mon, Justice, help me figure out how to order some evap milk later...'

	파일 자료 2 :
	    이보나 크루코브스카. 그녀의 가문은 카시미어의 충성스러운 기사 가문으로, 오랫동안 대대로 출정을 통해 영예를 누려왔다. 크루코브스카 가문에서 이보나는 또래 중 가장 건강한 신체와 활기찬 성격을 타고났으며, 가족들의 두터운 기대를 받으며 어릴 때부터 출정 기사가 되기 위한 훈련을 받아왔다. 하지만 어린 이보나가 야외에서 진행하는 모의 훈련 도중 실수로 광석병에 감염되면서 그녀의 인생은 완전히 바뀌게 되고 만다. 그래도 어린 시절부터 출정 기사가 되기 위한 훈련을 받은 그녀였기에 나름 희망을 가져보았지만, 설마하니 자신이 부상에서 회복되자마자 가족들에게 버림받을 줄은 생각지 못했을 것이다.
	    가족들의 잔인한 처사에 크게 실망한 이보나였지만, 그녀는 계속해서 앞으로 나아가는 것을 선택했다. 그리고 그녀가 감정을 회복할 수 있었던 것은 '살아 있는 한, 계속해서 길을 찾고 달려야 한다'라는 굳건한 인생 신조 덕분이었다. 다행히 이보나는 전투에 대한 열정을 타고나 전투에 능했는데, 이는 감염자가 된 후에도 전혀 변하지 않았다. 때문에 그녀는 스포츠 기사가 되고, 다른 방식으로 기사 신분을 회복함으로써 자신을 실망시킨 사람들에게 스스로를 증명하기로 했다.
	    속도와 기술은 이보나의 강점으로, 그녀는 이를 유연하게 활용한다. 기술에 대한 이론 같은 것도 없이 단순히 자신의 뛰어난 반사 신경과 관찰력만으로 대처하며, 일격에 적을 제압한다. 물론 이런 전술은 이보나 본인의 신체조건과도 잘 맞아떨어졌다. 절대적인 힘이 가져다주는 압박감을 동경하지만, 가문의 유전자를 계승한 이보나는 특별히 큰 체구가 아니었다. 다행스러운 건 그녀가 아직 성장 중이라는 사실이다.
	    “어? 내가 소나보다 이, 일 센티 작다니…… 분명 뭔가 잘못된 거야. 가지마, 다시 한번 재보자!”
	    ……
	    “와일드메인씨, 이번이 벌써 4번째입니다……”
	    “제길, 그 일 센티가……”
	    “와일드메인씨?”
	    “……하아, 알았어. 그 수치로 적어놔. 가자, 저스티스 나이트. 그리고 무당연유 몇 상자 좀 주문해 줘……”

———————————————————————————————

	档案资料三 :
	当问及野鬃是否会后悔、是否悲伤、是否不安的时候，她都会避开话题。或许在心底深处，野鬃是明白自己身为感染者的命运处境的。但为了靠不断变强来证明自己，她选择忽视了这些于他人而言重要的问题，忘我地投入地下竞技场的战斗中去。这样的野鬃骑士靠着不断的胜利“麻痹”自己，让自己不断追寻生存的价值。然而，当她终于踏入正式赛场，却在休息室受到了其他竞技骑士的嘲笑和侮辱，在愤怒的情绪中产生了激烈的矛盾。在该事件中，为野鬃解围的正是焰尾与灰毫。随着野鬃加入红松骑士团，她开始正视自己感染者的身份，并从心底里认可焰尾为感染者们奔走的行为。对野鬃来说，有一个明确的目标会让她轻松许多，只要是“体力活”，哪怕有危险和麻烦她也不会犹豫地接下。然而，思考行为背后的意义却让她感到头疼。不论是有学识的人们所谈论的社会事件，还是自己的行为背后所代表的意义，过去的野鬃都选择不听不闻。但在离开卡西米尔、脱离骑士身份之后，野鬃身为感染者该如何踏上新的路程，事到如今，已经是她无法回避的核心问题。
	但至少，野鬃对现在的生活还算满意。大概在某一日，野鬃收到了来自卡西米尔的一沓信件，似乎是野鬃的家族有想对她传递的信息。野鬃只是趁和灰毫在训练场练习的休息间隙草草地翻阅了一遍，便又轻松地回到训练时的认真状态。事后，当问到野鬃发生了什么时，她只是耸了耸肩。
	“他们向我正式地道歉，希望我能给他们回个话，让他们知道我现在过得好不好。哈，大概是在电视上看到了家族的名字，终于想起来还有我这号人？”
	“那么，野鬃小姐，你现在的心情......”
	“我？我没事啊。说实话，我早就走出过去的阴影了。至于生活在卡西米尔的他们——与我有血缘关系的这些人们，他们是否还固执地抱着自己泥潭中的偏见和傲慢不放，这就不关我的事了。反正被赶出家门之后我可没再找他们帮过忙，哈哈。”

	第三資料 :
	後悔や悲しみ、あるいは不安を感じることがあるのかを問われると、ワイルドメインはいつも話を逸らす。彼女は感染者である自身の運命や境遇について、実はよく理解しているのかもしれない。だが強くなり続けることで自身を証明するために、彼女は他からすれば大事な問題であることから目をそらし、我を忘れてその身を地下闘技場の戦いに投じていた。そうして、野鬃騎士は相次ぐ勝利で己を「麻痺」させ、生きる価値を追求し続けた。しかし、いざ正式な競技場に踏み入った時、彼女は休憩室で他の競技騎士から嘲笑と侮辱を受け、怒りによって激しい争いを起こした。その件で彼女の窮地を救ってくれたのが、フレイムテイルとアッシュロックだった。レッドパイン騎士団に入ってから、ワイルドメインは自らの感染者という身分に向き合い始め、感染者たちのために奔走するフレイムテイルのことを、心の底から認めるようになった。ワイルドメインにとって、一つ明確な目標があれば、それを達成することは気軽である。「体力仕事」であれば、たとえ危険やトラブルがあっても、彼女は迷わず引き受ける。しかし、それらの行動の裏にある意義を考えるのは何より苦手だった。学識がある者たちが議論する社会事件も、自らの行動に潜む意義も、過去のワイルドメインは考えもせずに目をそらしてばかりだった。しかしカジミエーシュから離れ、騎士という身分からも脱した今、感染者である彼女が新たな道のりにどう歩むべきかという大事な問題からは、もう逃げられないのだ。
	だが少なくとも、ワイルドメインは今の生活には満足しているようだ。ある日、彼女はカジミエーシュからの分厚い手紙を受け取った。どうやら一族から伝えたいことがあったらしい。しかしワイルドメインは、訓練場でアッシュロックとの練習の休憩時間にさっと目を通しただけで、また訓練中の真面目な状態に戻った。のちに何が起こったのかと尋ねると、彼女はただ肩をすくめてこう言うのだった。
	「正式に謝るから、今元気かどうかを知れるように、返事が欲しいだとよ。ハッ、どうせテレビで名字が出てるのを見て、ようやく自分の一族にあたしという奴がいるって思い出したんだろ。」
	「でも、ワイルドメインさん、お気分は……」
	「あたし？大丈夫だって。正直さ、ああいう過去の影とかとっくに振り切れてるから。カジミエーシュで生きてるあいつら――あたしの血縁者のあいつらが、まだ偏見と傲慢を泥沼ん中で後生大事に抱えてるのかどうかなんて、もうあたしとは関係ねえよ。追い出されてからは、一度もこっちから助けてくれなんて言ったことねーしさ、ハハッ。」

	Archive File 3 :
	When you ask Wild Mane if she has any regrets, sorrows or moments of insecurity, she avoids the topic. Perhaps deep inside, Wild Mane knew her own fated lot in life as an Infected. But in order to prove her strength, she chose to ignore these questions others would consider important, and selflessly threw herself into the battles of the underground arena. In this way, Wild Mane Knight 'numbed' herself with unbroken victory, in a perpetual search for the value in surviving. However, when she finally entered an official arena, she was mocked and ridiculed by other competition knights in the lounge, and her anger gave rise to an intense conflict. It was Flametail and Ashlock who extricated her from that incident. Following her entry into Pinus Sylvestris Knightclub, she began to face her status as an Infected head-on, and approved wholeheartedly of what Flametail herself was busy doing for the Infected. To Wild Mane, having a clear objective made it a lot easier on her. So long as it was 'physical work,' she wouldn't shy from taking it on, no matter how dangerous or troublesome. And yet, the significance behind considering her actions gave her a headache. Whether the social happenings that all the booky types talked about, or the sense emblematized by her own conduct, the old Wild Mane chose to let it go in one ear and out the other. But once she'd left Kazimierz, separating from her knight identity, what new course she should take as an Infected was now, as things stood, a core question she had no way of avoiding.
	At the very least, Wild Mane is satisfied with her current life. One certain day, she got a letter from Kazimierz, her family seemingly wanting to pass a message onto her. She only skimmed through it once, on break while training with Ashlock at the grounds, and then got back into serious training mode without any fanfare. Afterwards, when asked if anything happened, she just shrugged.
	'They sent me a formal apology. Want me to give 'em a reply, let 'em know if I'm doing fine these days. Hah, I bet they saw their surname on the TV, finally remembered I existed, huh?'
	'So, Miss Wild Mane, how do you feel right now...'
	'What, me? I'm fine. Honestly, I got outta the whole shadow of my past ages ago. And all of them, living in Kazimierz—these guys related to me, whether they still wanna wallow in their mud clenching their own—pride and prejudice, it's got nothing to do with me. I sure didn't ask for their help again I got shoved outta the door, hahah.'

	파일 자료 3 :
	    와일드메인에게 후회하지 않는지, 슬프거나 불안하진 않은지 물어보면 그녀는 언제나 화제를 피한다. 어쩌면 와일드메인은 마음 한구석에서 자신의 감염자로서의 운명을 알고 있는지도 모른다. 하지만 부단히 강해져 스스로를 증명하기 위해 그녀는 타인에게 중요할지도 모를 문제는 무시하기로 결정했고, 자신을 돌보지 않고 지하 아레나의 전투 속으로 몸을 던졌다. 기사 와일드메인은 끝없는 승리로 '자신'을 마비시키면서, 스스로로 하여금 계속해서 생존의 가치를 추구하게 만들었다. 하지만 막상 경기장에 진입하고 휴게실에서 다른 스포츠 기사의 조소와 모욕을 받게 되자, 그녀의 분노하는 감정 속에서 격렬한 갈등이 생겨났다. 그런 상황에서 와일드메인을 구해준 사람이 바로 플레임테일과 애쉬록이었다. 와일드메인은 피누스 실베스트리스 기사단에 가입하면서 감염자라는 자신의 신분을 직시하기 시작했고, 감염자들을 위해 분주히 움직이는 플레임테일을 마음속 깊이 인정하기 시작했다. 확실한 목표를 지정해주는 것은 와일드메인의 마음을 한결 가볍게 만들어주었고, 그저 '힘쓰는 일' 뿐이라면 아무리 위험하고 번거롭더라도 와일드메인은 주저 없이 받아들이는 반면, 행동 뒤에 숨겨진 의미를 생각하는 것은 골치 아파한다. 과거에도 와일드메인은 소위 학식 있는 자들이 사회 문제나 자신의 행동 뒤에 숨겨진 의미에 대해 토론하기 시작하면 차라리 듣지 않는 것을 택했다. 카시미어를 떠난 지금 새로운 길을 어떻게 걸어 나갈지는 기사가 아닌 감염자로서 와일드메인에게 있어 더는 피할 수 없는 중요한 문제다.
	    하지만 적어도 와일드메인은 지금 생활에 만족하고 있다. 어느 날인가 와일드메인은 카시미어에서 온, 아마도 와일드메인의 가족이 보낸 듯한 편지를 한 다발 받았다. 훈련장에서 애쉬록과 훈련하던 와일드메인은 쉬는 시간에 급히 편지를 읽고는 바로 평소 훈련하던 때의 진지한 모습으로 돌아왔다. 후에 무슨 일이냐고 물었지만 그녀는 어깨를 으쓱할 뿐이었다.
	    “내게 정식으로 사과하고 내가 잘 지내고 있는지 답해주길 바라고 있어. 하, TV에서 가문의 이름이 나오니까 그제서야 나라는 사람이 있다는 걸 떠올렸나 보지?”
	    “그래서 와일드메인씨, 지금 심정이 어떤가요……”
	    “나? 난 괜찮아. 사실 과거의 그늘 따윈 진작에 털어버렸는걸. 카시미어에서 살고 있는 나와 혈연관계인 사람들이 아직도 진흙탕 같은 편견과 오만함을 붙들고 있는지 따위의 것들은 더 이상 나와 상관없는 일이야. 어쨌든 집에서 쫓겨난 후에는 도와달라 한 적도 없는걸, 하하.”

———————————————————————————————

	档案资料四 :
