ID:
	char_304_zebra
	프로필 :
	    과거 어느 사르곤 아미르의 병사로, 동료에게 배신당한 후 낙심하여 군대를 떠나 여러 곳을 떠돌다가 로도스 아일랜드에 합류했다.
	    전투 경험이 풍부하며 현재는 디펜더 오퍼레이터로서 여러 임무에서 활약 중이다.

———————————————————————————————

	临床诊断分析 :
	造影检测结果显示，该干员体内脏器轮廓清晰，未见异常阴影，循环系统内源石颗粒检测未见异常，无矿石病感染迹象，现阶段可确认为非矿石病感染者。
	
	【体细胞与源石融合率】0%
	干员暴雨没有被源石感染的迹象。
	
	【血液源石结晶密度】0.12u/L
	干员暴雨甚少接触源石。

	健康診断 :
	造影検査の結果、臓器の輪郭は明瞭で異常陰影も認められない。循環器系源石顆粒検査においても、同じく鉱石病の兆候は認められない。以上の結果から、現時点では鉱石病未感染と判定。
	
	【源石融合率】0%
	鉱石病の兆候は見られない。
	
	【血液中源石密度】0.12u/L
	源石との接触は極めて少ない。

	Clinical Analysis :
	Imaging tests reveal clear, normal outlines of internal organs, and no abnormal shadows have been detected. Originium granules have not been detected in the circulatory system and there is no sign of infection. At this time, this operator is believed to be uninfected.
	
	[Cell-Originium Assimilation] 0%
	Operator Heavyrain shows no signs of Originium infection.
	
	[Blood Originium-Crystal Density] 0.12u/L
	Operator Heavyrain rarely comes into contact with Originium.

	임상 진단 분석 :
	    방사선 검사 결과, 본 오퍼레이터는 내장 기관의 윤곽이 선명하며, 비정상적인 음영이 존재하지 않는 것으로 확인됨. 순환 계통 내 오리지늄 입자 결과 이상 없음, 광석병 감염 증세 없음, 현단계로서는 광석병 비감염자로 판단됨.
	
	[체세포와 오리지늄 융합률] 0%
	오퍼레이터 헤비레인에겐 광석병 감염 흔적이 없음.
	
	[혈중 오리지늄 결정 밀도] 0.12u/L
	오퍼레이터 헤비레인은 오리지늄 접촉 경험이 거의 없음.

———————————————————————————————

	档案资料一 :
	性格腼腆的库兰塔女性。
	大多数干员对暴雨的第一印象都是阴沉。在人声嘈杂的环境中，她永远是默默站在一边，仿佛一切热闹都与她无关的那个人。
	但暴雨并非不合群，大部分和她组队过的干员都表示暴雨实际上是个温柔细心的姑娘。
	“她只是不擅长去表达自己。”
	这是如今大部分人对她的评价，这个评价倒是恰如其分。

	第一資料 :
	内気な性格のクランタ女性。
	多くのオペレーターがヘビーレインに受ける第一印象は「根暗っぽい」だろう。人が多く活気あふれた中にあっても、彼女はいつもそういった賑やかさは自分と無関係だと言わんばかりに、静かに離れた場所で一人黙々と佇むようなタイプである。
	しかし、ヘビーレインは人とも集団とも馴染めないわけではない。彼女とチームを組んだことがあるほとんどのオペレーターが、本人は優しく細かな心遣いができる子だと評している。
	「彼女は自分をさらけ出すことを不得手としているだけだ。」
	今やほとんどの者がこのように彼女を評価している。かなり的を射たものだと言えるだろう。

	Archive File 1 :
	A bashful female Kuranta.
	The first impression most operators have of Heavyrain is that she is gloomy. In a noisy, crowded environment, she always prefers to stand in the side quietly as though she is completely removed from all the bustling activity.
	However, Heavyrain is far from asocial; those who worked with her before can attest to her gentle, attentive personality.
	'She just doesn't know how to express herself.'
	This is how most operators describe her in their evaluations of Heavyrain, and it is quite an apt description.

	파일 자료 1 :
	    수줍음 많은 쿠란타 여성.
	    헤비레인에 대한 대다수 오퍼레이터들의 첫인상은 음침하다는 것이다. 사람들 소리가 시끄러운 환경 속에서도 마치 모든 소란이 자신과 상관없다는 것처럼 헤비레인은 언제나 묵묵히 서 있을 뿐이다.
	    하지만 그렇다고 헤비레인이 남과 어울리지 못하는 사람이라는 것은 아니다. 헤비레인과 팀을 구성했던 사람들 대부분은 헤비레인이 상냥하고 세심한 아가씨라고 말한다.
	    “헤비레인은 그저 자신을 표현하는데 서툰 것뿐이야.”
	    현재 그녀에 대한 평가는 대부분 이러하다. 정말 적절한 평가라고 할 수 있다.

———————————————————————————————

	档案资料二 :
	在暴雨之前，罗德岛上已经有了一个同样萨尔贡士兵出身的斑点，不过斑点的怠懒性格实在让人很难将他和士兵联系起来，况且斑点自身也承认他正是因为想要逃离军队生活才会选择离开。因此严格来说，暴雨恐怕比斑点要更能代表萨尔贡士兵这个身份。
	而虽然暴雨在日常交流中给人的腼腆印象经常会让人遗忘她士兵的身份，但是一旦来到战场上，她就会展现出她专业的作战素养，无论是对战况的判断还是执行命令本身，她都能够很好地执行，并且她不会有自己的想法。用杜宾教官的话来说，就是，“职业士兵就该是她这样的”。
	不过，这样的暴雨也并非没有问题。
	她的问题体现在，在同伴受伤或者遭到危险时，她会由于焦躁和急迫感而展现出与日常性格完全相反的进攻性，并因此失去对情况的冷静判断。
	这个问题并不致命，因为只要指挥的人了解她，就能够在较短的时间内让她恢复冷静。但是这个问题始终是存在的，因此，经过考虑，杜宾教官最终决定让她成为一名重装干员，并要求她执行一套对过去的她来说完全陌生的战斗方式，也就是她现今在战场上的主要职责——为队友提供保护。

	第二資料 :
	ヘビーレインはサルゴン兵士出身であるが、ロドスにはすでに彼女と同じ出自のオペレーター、スポットが所属している。しかしスポットの怠惰な性格はおよそ兵士と結びつけがたいもので、スポット本人もまた軍隊生活から逃げ出したい一心で出て来たと認めている。つまり、ヘビーレインはスポットよりよほど「サルゴン兵士」らしいのである。
	普段のコミュニケーションでヘビーレインが人に与える内気な印象は、しばしば元兵士であることを忘れさせるものだが、ひとたび戦場に経てば、彼女はプロフェッショナルとしての作戦遂行能力を発揮する。戦況判断しかり、任務の実行しかり、必要な行動を完璧にこなすだけでなく、そこに自身の考えを挟むこともない。ドーベルマン教官の言葉を借りれば、「プロの兵士は彼女のようであるべき」である。
	だが、そんなヘビーレインにも問題がないわけではない。
	彼女が抱える問題としては、仲間が傷ついたり、危険に面したりすると、焦りと切迫感によって普段の性格とは真逆な攻撃性が現れ、それによって冷静な判断ができなくなってしまうことが挙げられる。
	致命的な問題というほどではない。指揮官が彼女をよく知っていれば、短時間で冷静さを取り戻させるができる。しかし問題自体は相変わらず存在しているため、慎重な考慮の結果、ドーベルマン教官は彼女を重装オペレーターとした。そして、過去の彼女にとっては全く未知な、新たな戦闘スタイルを採用させた。それは、今彼女の戦場における主な責務――チームメイトを守ることだ。

	Archive File 2 :
	Prior to Heavyrain's onboarding, Rhodes Island has already had another former Sargon soldier, Spot. Nonetheless, because of his lazy personality, most operators don't tend to associate him with what they consider soldiers. The fact that Spot has himself admitted to leaving the Sargon army because he wanted to get away from military life certainly doesn't help. Therefore, Heavyrain might just be a better example of a Sargon soldier than Spot.
	And while most people tend to forget Heavyrain's background as a soldier because of her bashful nature in their daily interactions, the moment she steps on the battlefield, her professional combat training is immediately apparent to any observers. Be it assessing the battlefield or executing the orders she is given, she is capable of carrying out the task on hand well without letting her personal views getting in the way. In Instructor Dobermann's words, 'If you're looking for a professional soldier, look no further than Heavyrain.'
	That being said, Heavyrain is far from flawless.
	Her shortcoming is particularly noticeable when her allies are injured or otherwise in danger. She becomes fretful and anxious and displays a level of aggressiveness not normally seen in her; this further causes her to lose her calm and ability to analyze her surroundings effectively.
	This is not a fatal flaw, as she can usually regain her calm in a relatively short period of time as long as her commanding officer knows how to work with her. Yet the problem still remains. Owing to this, Heavyrain was assigned as a Defender operator by Instructor Dobermann. Furthermore, Instructor Dobermann has requested her to adopt a combat style that is practically entirely foreign to her. That is her main responsibility on the battlefield now—To defend her allies.

	파일 자료 2 :
	    헤비레인이 오기 전에 이미 로도스 아일랜드에는 같은 사르곤 병사 출신의 스팟이 있었다. 하지만 스팟은 병사라는 신분과는 연관 짓기 힘들 정도로 게으른 성격의 소유자였기에(이에 대해선 스팟 자신도 군 생활에서 벗어나고 싶어 군을 떠났다고 인정했다.), 엄밀히 말하자면 헤비레인이 스팟보다는 사르곤 병사라는 신분에 더 가까운 모습이라 할 수 있겠다.
	    평상시의 헤비레인이 보여주는 수줍음 많은 모습은 종종 그녀가 병사였다는 사실을 잊게 한다. 하지만 일단 전장에 나선 순간, 헤비레인은 전황에 대한 판단이나 명령을 집행하는 면 모두에서 자신의 전문적인 전투 소양을 유감없이 드러내며 훌륭히 지시를 이행할 뿐, 자신의 생각을 덧붙이지 않는다. 이에 도베르만 교관은 “직업 군인이라면 마땅히 헤비레인 같아야 한다.”라고 말했다.
	    하지만 이런 헤비레인에게도 아무런 문제가 없는 것은 아니다.
	    헤비레인의 문제점은 동료가 다치거나 위험에 처했을 때 드러나는데, 초조함과 긴박감으로 인해 그녀의 평소 성격과는 완전히 상반되는 공격성을 보여주며, 이 때문에 전황에 대한 냉정한 판단력을 잃어버린다.
	    물론 지휘관이 헤비레인을 알고 있다면 비교적 짧은 시간 내에 그녀를 진정시킬 수 있기에 그리 치명적인 문제는 아니지만, 이 문제는 잠재적으로 계속 존재하기에, 도베르만 교관은 고민 끝에 헤비레인을 디펜더 오퍼레이터로 배치했고, 그때로부터 지금까지 헤비레인은 전장에서 과거의 그녀에게는 생소한 전투 방식인 동료를 지키는 역할을 맡아왔다.

———————————————————————————————

	档案资料三 :
	经本人同意，本条目用以记录暴雨过去在萨尔贡的经历：
	暴雨的家庭是一个并不少见的萨尔贡家庭，严苛，沉默，压抑。
	她在成年后加入了所属王酋的军队，并为自己的王酋立下了诸多战功。然而由于性格孤僻，她并不受周遭待见，只有一个人愿意接近她，被她当做唯一的好友。
	但在某次和别的王酋的冲突中，暴雨却被最信任的好友出卖——原来，对方早已想好用她当做跳板叛逃到敌对王酋那里去。
	在一次遭遇战中，对方将除她以外的同伴全都杀害，而后带着情报逃往了敌方王酋，意图将制造的混乱全部归到她的头上。
	而她过去的孤僻让她在回到军中后变得孤立无援，并险些在军事法庭上被处死，所幸现场一名侥幸逃过一劫的士兵的证词将她救了回来。
	然而背叛本身令她也心灰意冷，她最终选择用积攒的军功换来离开军队的机会离开了军队，成为了一名雇佣兵。
	但由于性格在那件事后变得更加敏感，导致在外漂泊也屡屡碰壁，她是在这种情况下来到罗德岛的。

	第三資料 :
	本人の同意の元、本項目ではヘビーレインのサルゴンにおける過去経歴を記録する。
	ヘビーレインの家庭はごく一般的なサルゴン家庭である――厳格で、寡黙で、圧迫的だ。
	成年後、所属酋長の軍に入隊し、数多な戦功を勝ち取った。しかし内気な性格が災いして、近づいてくれる者はたった一人しかおらず、ヘビーレインは相手を唯一の友人として扱っていた。
	ところが他の勢力とのある衝突で、ヘビーレインは最も信頼していた親友に裏切られてしまった――相手は、ずっと前から彼女を踏み板にして敵対勢力に降ろうとしていたのである。
	当時の遭遇戦の中で、その者はヘビーレイン以外の仲間を全員殺害し、情報を持って敵陣営に逃げ去り、すべての混乱の責任を彼女になすりつけようとした。
	それまでの内気な性格が、帰還したヘビーレインを軍の中で孤立させてしまい、危うく軍事法廷で死刑を下されるところだったが、幸い生き残った一人の兵士の証言が彼女を救った。
	だが裏切りそのものによって彼女の心は冷めきってしまった。最終的には、溜まった軍功を交換に、軍を離れる機会を手に入れ、傭兵へと転職した。
	しかし、この件により一層過敏な性格となってしまった彼女は、軍を離れてさまよう中でも挫折の繰り返しだった。ロドスに訪れたのは、そのような状況の中であった。

	Archive File 3 :
	With Heavyrain's permission, this entry will serve as a record of the operator's past experience in Sargon:
	Heavyrain's family is just like any other Sargon family. They are strict, quiet, and depressed.
	Soon after she came of age, Heavyrain enlisted in her Lord Ameer's army, going on to achieve many great accomplishments for her Lord Ameer. However, because of her withdrawn personality, she wasn't able to develop a good relationship with most of her fellow soldiers. In the end, there was only a single person who befriended her.
	However, during a confrontation with another Lord Ameer, Heavyrain found herself betrayed by her one and only friend. As it turns out, the friend had been planning on using her as a stepping stone to join the enemies.
	Her entire squadron was wiped out in a single skirmish while her friend defected to the enemy Lord Ameer with information about their side. She alone was spared only to be used as a scapegoat for the chaos that unfolded.
	Because of her aloofness, she was left without any support in the army, and she was almost sentenced to death by the military court, only finding herself spared thanks to the testimony of a survivor who managed to escape.
	The betrayal had left her disillusioned, and, in the end, she used her accomplishments in the army to buy herself the opportunity to leave, becoming a mercenary thereafter.
	However, the incident has left her even more sensitive than before. As a result, she found herself repeatedly running up the wall, and this eventually led her here to Rhodes Island.

	파일 자료 3 :
	    본인의 동의를 거쳐 본 항목은 과거 헤비레인이 사르곤에서 겪은 일을 기록하는 데 사용한다:
	    헤비레인의 가정은 엄격하고 과묵하며 억압적인, 평범한 사르곤 가정이었다.
	    헤비레인은 성인이 되자 아미르의 군대에 들어가 자신의 아미르를 위해 수많은 전공을 세웠다. 그럼에도 헤비레인은 그 괴팍한 성격 탓에 제대로 대접받지 못했는데, 오직 한 사람만이 헤비레인과 가까이 지냈고, 곧 헤비레인의 유일한 친구가 되었다.
	    하지만 다른 아미르와 충돌 중 헤비레인은 가장 믿었던 친구에게 배신당했다. 사실은 그 친구가 헤비레인을 발판 삼아 적대 아미르에게로 도망칠 작정이었다.
	    전투 중 배신자는 헤비레인을 제외한 모든 동료를 죽인 뒤, 정보를 가지고 상대방 아미르에게 도망쳤다. 모든 혼란을 헤비레인에게 뒤집어씌울 요량이었던 것이다.
	    게다가 과거 괴팍한 성격 탓에 그녀는 겨우 살아 돌아왔음에도 고립무원의 상태에 빠져버렸고, 하마터면 군사 법정에서 사형당할 위기에까지 처했으나, 천만다행으로 그 전투에서 간신히 목숨을 부지한 병사의 증언으로 무사할 수 있었다.
	    그러나 친구의 배신이라는 사실은 헤비레인에게 큰 실망감을 안겨주었고, 결국 그녀는 그동안 쌓아올린 전공을 대가로 군대를 떠나 용병이 되었다.
	    그 사건 이후로 헤비레인의 성격은 더욱 예민해졌고, 유랑하는 와중에도 번번이 난관에 봉착했다. 바로 그런 상황 속에서 헤비레인은 로도스 아일랜드에 온 것이다.

———————————————————————————————

	档案资料四 :
	在了解了暴雨的过去后，她在战场上表现出的问题也变得非常好解释——
	暴雨事实上是一个非常渴望认同的人，而军队中压抑的环境，进一步压迫了她，这使得她完全不了解该如何去表达自己，同时也让她逐渐变得只要有人对她付出一点微不足道的善意，她都会对对方付出真心。
	而干员们虽然性格各异，但是大多是愿意包容他人的人，对他们来说，暴雨的孤僻根本不是与她交流的障碍。于是，暴雨事实上是将对她付出善意的干员们全部当做她应该全力付出的对象，这也是她在战场上失控的理由——她太关心其他人了，她不允许有人伤害她关心的人。
	一个多么可爱的失控理由。
	大部分干员能够意识到暴雨只是不善于表达自己，但他们恐怕并没有想到，对暴雨来说，他们都是对她好，她应该报答的大好人。
	不过，虽然很可爱，也必须要指出，暴雨的这种心态确实是不健康的，她对此也有所自觉，只是很显然，她也不知道该如何去做。
	所幸，在她认为她应该要报答的人之中，排在最前的，是博士。
	在加入罗德岛一段时间的相处后，暴雨开始非常明显地对博士产生了信任乃至依赖感，而博士想必已经了解了暴雨的本质，相信博士一定能够正确引导她，让她逐渐变得能够正确地表达自己的情感和处理和他人的人际关系吧。

	第四資料 :
	ヘビーレインの過去さえ知れば、彼女の戦場における問題も簡単に説明がつく――
	実のところ、彼女は誰かに認めてほしいと強く考えている人物である。しかし、軍という抑圧された環境に置かれていた彼女は、どのように自己表現をすればいいかを全く知り得ないまま今に至る。それと同時に、誰かが彼女にささやかな善意さえ示せば、相手に百パーセントの誠意をもって応えるような性格を形成した。
	ロドスのオペレーターたちは性格こそ十人十色であるが、そのほとんどが他者を受け入れることを拒まない者である。彼らにとっては、ヘビーレインの内気は全くもって彼女とのコミュニケーションの妨げになり得ない。その結果、ヘビーレインは彼女に善意を見せたオペレーター全員を持てるものすべてをもって報いる相手と見なしている。これこそが彼女が戦場で我を失うほど暴走してしまう理由――仲間たちが大事なあまり、誰かが彼らを傷つけることを許さないのである。
	なんとも可愛らしい暴走の理由だろう。
	オペレーターの多くは、ヘビーレインが自身の心情を伝えることを不得手としていることしか認識していない。彼女が優しくしてくれる人全員を、自分が報いなくてはならない親切な相手だと考えていることに、彼らはおそらく気付いていないだろう。
	確かにヘビーレインのそういった考えは可愛らしいが、彼女のこのような心理状態が決して健康的とは言い難いことも指摘しなければならない。本人も自覚はしているようだが、どう対処すべきかはわかっていないようである。
	幸い、彼女が報いるべきと認識している相手の筆頭はドクターであるようだ。
	ロドスに加入して関わるようになってからしばらくが経ち、ヘビーレインは明らかにドクターに対して信頼と、更には依存を感じているようである。一方、ドクターもまた彼女の本質に気付いているだろう。ドクターであれば、きっと彼女を正しく導き、自身の感情を正しく表し、他者との人間関係にも正しく対応できるように成長させてくれるだろう。

	Archive File 4 :
	Heavyrain's behavior on the battlefield can be easily explained by her past—
	She yearns for acknowledgement. The army's oppressive environment has only served to put even more pressure on her, leaving her unsure of how to express herself. At the same time, it has also made her willing to trust anyone who shows her even the tiniest bit of goodwill.
	Although Rhodes Island is home to operators with vastly different personalities, many of them are accepting of others. Heavyrain's introversion has hardly kept these operators from forming a friendship with her. Therefore, Heavyrain thinks of every last operator who has shown her a smile as someone she must repay with her very life, which is why she loses control of herself on the battlefield—she cares about them way too much, and she will not tolerate anyone hurting her friends.
	Such a cute reason for someone so berserk.
	Most of our operators realize that Heavyrain doesn't know how to express herself, but they most likely have never imagined that Heavyrain thinks that, for the kindheartedness they have extended to her, she should naturally repay the favor.
	That said, adorable as it may be, we must remember that this mentality is unhealthy. Heavyrain herself knows as well, but she evidently doesn't know how to correct it.
	Fortunately, the Doctor is at the top of the list of people whose kindness she must repay.
	The time she has spent with the Doctor since her onboarding has clearly left Heavyrain very trustful of, if not outright dependent on, the Doctor, who has undoubtedly already come to understand this aspect of Heavyrain. Surely, the Doctor will be able to guide her on the right path and slowly help her learn to express her emotions and manage her relationships with others.

	파일 자료 4 :
	    헤비레인의 과거를 알고 나니 그녀가 전장에서 보였던 문제도 쉽게 설명이 됐다.
	    헤비레인은 사실 인정에 매우 목마른 사람이었고, 군대의 억압된 환경은 그녀를 더욱 압박해 자신을 표현하는 방법을 전혀 이해하지 못하게 만들었다. 동시에 누구든 그녀에게 조금이라도 호의를 보이면 상대에게 진심을 다하도록 만들었다.
	    성격은 제각각이지만 대부분 타인을 포용하려는 오퍼레이터들에게 헤비레인의 괴팍한 성격은 그녀와의 교류에 아무런 문제가 되지 않았다. 그래서 헤비레인은 그녀에게 호의를 보이는 오퍼레이터를 모두 온 힘을 바쳐야 하는 대상으로 생각했고, 이는 헤비레인이 전장에서 통제력을 잃는 이유이기도 하다. 헤비레인은 다른 사람에게 무척 관심이 많았고 누군가 자신이 신경 쓰는 사람을 해치는 걸 용납하지 못했다.
	    통제불능의 이유도 참 귀엽지 않은가?
	    대부분의 오퍼레이터는 헤비레인이 자신을 표현하는 데 서툰 것을 알고 있다. 하지만 헤비레인에게 있어 그들은 모두 자신에게 친절한 사람이며, 마땅히 보답해야 하는 아주 좋은 사람일 줄은 꿈에도 모를 것이다.
	    그러나 귀여움에도 불구하고 반드시 지적해야 할 점은 헤비레인의 이런 심리 상태는 건강하지 않다는 것이며, 헤비레인 또한 자각하고 있다는 것이다. 다만 어떻게 해야 할지 모를 뿐이다.
	    다행히 그녀가 마땅히 보답해야 한다고 생각하는 사람들 중 가장 첫 번째는 박사다.
	    로도스 아일랜드에 합류해 한동안 함께 지내면서 헤비레인은 아주 뚜렷하게 박사를 믿고 의지하게 되었다. 박사 역시 이미 그런 헤비레인의 본성을 이해하여 스스로의 감정을 정확하게 표현하고, 다른 사람과의 인간관계를 잘 처리할 수 있도록 인도해주리라 믿는다.

———————————————————————————————

	晋升资料 :
	根据暴雨的描述，她曾在某次行军时，途经斑点驻守的城市，并在那里受了斑点的帮助。
	内容是斑点看她被其他同僚孤立，给她递了一瓶水，还借了她一本漫画。
	不过斑点本人却表示对此毫无印象。
	“啊？还有这事？......等等，你说的这本漫画我记得啊，难怪后来我怎么也找不到了！”
	可惜的是，虽然暴雨相当珍惜这本漫画，但它还是在后来的佣兵生活中丢失了。
	斑点对此倒也并不在意。
	不过以此为契机，如今，偶尔也能看到暴雨在休息室的角落阅读漫画的身影。

	昇進資料 :
	ヘビーレインによれば、かつて行軍途中で、スポットが駐在する都市を通り、そこで彼に助けられたことがあるという。
	どのようにかといえば、スポットは彼女が隊の中で孤立しているのを見て、水の入ったボトルを渡しにやってきて、更にマンガを一冊貸してくれたらしい。
	だがスポット本人はそのことを全く覚えていなかった。
	「そんなことあったか？……いや待って、そのマンガは覚えてる。道理で見つからなくなったわけだ！」
	残念ながら、ヘビーレインはそのマンガを相当大切にしていたにもかかわらず、のちの傭兵生活の中でそれはいつしか失われてしまった。
	スポットはこの件も大して気にしている様子はなかった。
	だがこれをきっかけに、今は時々ヘビーレインが休憩室の隅っこでマンガを読む姿が見られる。

	Promotion File :
	According to Heavyrain, she met Spot before and received his help when her squadron stopped by the city that Spot was garrisoned in at the time.
	Supoosedly, Spot handed her a bottle of water and lent her a comic book when he noticed she was all alone and isolated from her fellow teammates.
	Spot has himself noted that he has no recollection of this ever taking place.
	'Heh, that happened? Hold up... This comic book thing rings a bell. No wonder I couldn't find it!'
	Unfortunately, even though Heavyrain was really fond of the comic book, she later lost it during her time as a mercenary.
	Spot didn't seem to care about this at all.
	Thanks to this, however, Heavyrain can sometimes be seen in the corner of the break room, enjoying a comic book by herself.

	승진 자료 :
	    헤비레인의 말에 따르면 언젠가 행군 도중 스팟이 주둔했던 도시를 지나갔는데, 거기서 스팟의 도움을 받았다고 한다.
	    다른 동료들 사이에서 고립된 헤비레인을 본 스팟이 물 한 병을 건네주고 만화책 한 권도 빌려줬다는 것이다.
	    하지만 정작 스팟 본인은 이 일에 대해 아무런 기억이 없었다.
	    “어? 그런 일이 있었나? ……잠깐만, 만화책 얘기하니까 기억난다, 어쩐지 나중에 아무리 찾아도 없더라니!“
	    안타까운 점은 헤비레인이 그 만화책을 애지중지했음에도 불구하고, 훗날 용병 생활을 하던 도중 잃어버렸다는 것이다.
	    물론 스팟은 그 일에 대해서는 전혀 신경 쓰지 않는다.
	    하지만 이를 계기로, 때때로 휴게실 구석에서 만화책을 읽고 있는 헤비레인의 모습을 볼 수 있게 되었다.
