ID:
	char_484_robrta
	Profile :
	Roberta, a well-known makeup artist from Columbia. At her own insistence, has been evaluated by the Engineering Department, displaying accomplishment in the field of automated machinery. With Closure's approval, has become an operator aboard Rhodes Island.

	프로필 :
	    로베르타는 컬럼비아에서 온 저명한 메이크업 아티스트다. 본인의 강력한 요구에 따라 엔지니어링부의 심사를 거쳤으며, 자동화 기계 영역에서 전문적인 소양을 드러내 클로저의 동의를 얻어 로도스 아일랜드의 체류 오퍼레이터가 되었다.

———————————————————————————————

	临床诊断分析 :
	造影检测结果显示，该干员体内脏器轮廓清晰，未见异常阴影，循环系统内源石颗粒检测未见异常，无矿石病感染迹象，现阶段可确认为非矿石病感染者。
	
	【体细胞与源石融合率】0%
	干员罗比菈塔没有被源石感染的迹象。
	
	【血液源石结晶密度】0.12u/L
	干员罗比菈塔甚少接触源石。

	健康診断 :
	造影検査の結果、臓器の輪郭は明瞭で異常陰影も認められない。循環器系源石顆粒検査においても、同じく鉱石病の兆候は認められない。以上の結果から、現時点では鉱石病未感染と判定。
	
	【源石融合率】0%
	鉱石病の兆候は見られない。
	
	【血液中源石密度】0.12u/L
	源石に接触することは滅多にない。

	Clinical Analysis :
	Imaging tests reveal clear, normal outlines of internal organs, and no abnormal shadows have been detected. Originium granules have not been detected in the circulatory system and there is no sign of infection. At this time, this operator is believed to be uninfected.
	
	[Cell-Originium Assimilation] 0%
	Operator Roberta shows no signs of Originium infection.
	
	[Blood Originium-Crystal Density] 0.12u/L
	Operator Roberta rarely comes into contact with Originium.

	임상 진단 분석 :
	    방사선 검사 결과, 본 오퍼레이터는 내장 기관의 윤곽이 선명하며, 비정상적인 음영이 존재하지 않는 것으로 확인됨. 순환 계통 내 오리지늄 입자 검사 결과 이상 없음, 광석병 감염 증세 없음, 현 단계로서는 광석병 비감염자로 판단됨.
	
	[체세포와 오리지늄 융합률] 0%
	오퍼레이터 로베르타에겐 광석병 감염 흔적이 없음.
	
	[혈중 오리지늄 결정 밀도] 0.12u/L
	오퍼레이터 로베르타는 오리지늄 접촉 경험이 거의 없음.

———————————————————————————————

	档案资料一 :
	刚开始看到简历的时候，我还以为她在开玩笑啦。上届学院奖颁奖典礼我是从头到尾看下来的，拿到最佳化妆与发型设计的那部电影，领头的化妆师不正是叫这个名字、长着这张脸吗？！我没记错的话，近五年来，大大小小的电影奖，她拿到的提名次数一只手根本数不过来吧？
	难道我们罗德岛的薪酬福利已经好到能吸引这么成功的职业人士了吗？等等，不对啊......为什么我们需要化妆师啊？
	看过她的考核记录以后，我才相信，她是认真的。她的工程学知识的确足以应对我们部门的基础工作，但最吸引我的还是她提供的自动化多功能辅助机器的草图。她叫这个全自动造型仪，可我看完之后产生了给Lancet-2改装的新灵感......哦对，还有啊，大家觉得我们在每一层宿舍外面都装一个这种造型仪怎么样？再加一个收费模块，让干员们刷工资卡来享受方便快捷的化妆服务吧！
	——干员罗比菈塔正式入职前，可露希尔在工程部门内部会议上的发言记录

	第一資料 :
	最初に履歴書を見た時、冗談かと思ったよ。前回のアカデミー賞授賞式は最初から最後まで見たんだけど、メイクアップ&ヘアスタイリング賞を受賞した映画、あの首席スタイリストと同じ名前、同じ顔でさ！？あたしが覚えてる限り、ここ五年くらいのいろんな映画賞で、あの人がノミネートされた回数は片手じゃ足りないんだよ？
	まさかうちの待遇って、あんなに成功してるプロの人にも魅力あるレベルになってる？いや待てよ……そもそもうちってスタイリストなんて要るの？
	でね、彼女のテスト記録を見てやっと信じたよ、本気なんだって。彼女のエンジニア知識はうちで働くのに十分だし、何より一番あたしの興味を引いたのは、あの自動式多機能サポートマシーンのラフ絵なんだ。彼女はそれを全自動メイクアップマシンって呼んでるけど、あたしがそれを見たら、Lancet-2の改造案が浮かんだのよね……あ、そうだ、このメイクアップマシン、宿舎の各階に一台付けるのってどう？決済機能モジュールも付けて、キャッシュカードをかざすだけで手軽に使えるメイクサービスを提供するよ！
	――ロベルタの正式入職前、エンジニア部門内部会議におけるクロージャの発言記録より

	Archive File 1 :
	When I first saw her resume, I thought she was kidding. I watched the last Academy Awards ceremony from start to finish! The lead beautician on the movie that won Best Makeup and Hairstyling? Was this her? Same name? Same face?! If I remember right, you're gonna need way more than one hand to count all her nominations in the past five years, big or small!
	Is our pay seriously enough to draw in professionals as SUCCESSFUL as her already? Wait, that's not right... why do we even need a makeup artist?
	I read her evaluation records, and only then did I believe it: she was serious. Her engineering knowledge is definitely enough to handle our department's basic work, but what draws me most has to be her sketches for these automatic multifunctional support machines. She calls them full auto modelers, but I sure got new inspiration for modifications to give Lancet-2 once I read through them... oh, yeah, and also, what do you all think of installing one of these modelers outside the dorms on every floor? Add on a payment module, get operators swiping their paycards to enjoy some quick and convenient makeup service!
	——Memo of Closure's remarks in an Engineering Department internal meeting, prior to Operator Roberta officially taking up her post

	파일 자료 1 :
	    처음 이력서를 봤을 때는 장난인 줄 알았다니까. 내가 지난번 아카데미 시상식을 처음부터 끝까지 다 봤는데, 최고 메이크업과 최고 헤어스타일을 수상받은 그 영화의 수석 메이크업 아티스트가 내가 봤던 그 이름과 그 얼굴이더라고!? 내 기억이 틀림없다면 최근 5년 동안 크고 작은 영화 시상식에서 이름이 노미네이트된 횟수를 따지면 한 손만으로는 셀 수도 없을걸?
	    설마 우리 로도스 아일랜드의 급여와 복지가 성공한 프로도 끌어들일 만큼 좋아진 건가? 잠깐, 뭔가 이상해…… 어째서 우리한테 메이크업 아티스트가 필요한 건데?
	    나도 심사 기록을 본 후에야 진심이라는 것을 믿을 수밖에 없었어. 확실히 그 공학 지식은 우리 부서의 기초 작업을 맡을 만하지만, 내가 진짜 끌린 부분은 그녀가 제출한 자동화 다기능 보조 장치의 스케치였어. 본인은 그걸 전자동 스타일러라고 부르던데, 그걸 보고 나니 Lancet-2 개조에 대한 새로운 아이디어가 막 떠오르더라…… 아, 그리고 우리 숙소 층마다 이 스타일러를 설치하는 건 어떨까? 그리고 유료 모듈도 달아서 오퍼레이터들이 월급 카드로 간편하고 빠르게 메이크업을 받을 수 있게 하는 거야!
	——오퍼레이터 로베르타의 정식 입사 전, 엔지니어링부 내부 회의에서 클로저가 한 발언 기록

———————————————————————————————

	档案资料二 :
	蓝卡坞吗？那是个很无聊的地方。
	在哥伦比亚蓝卡坞，一个电影明星，就是一款产品，背后有一条完整的流水线。为了维持产品的完美外观，有人甚至一年之内给自己的脸动了整整三十六次手术！这也太可怕了吧？这比我一年吃火锅的次数都要多啊！
	还有，在蓝卡坞混，随时随地都有人告诉你，你该怎么说话怎么做事、和哪些人有交集，就好像你走到哪里都是在演电影一样，剧本都被安排好了。经纪公司会分析什么样的人设最受当前的主流大众欢迎，你照着演就行，哪怕一天一个样子也没关系，反正没人关心真正的你是什么面孔，大家喜欢的都是营造出来的那个完美的假象。真有人质疑又如何？舆论自有人帮你摆平。
	所以说啊，我以前对去蓝卡坞发展根本没什么兴趣，在我看来，拍电影也要真功夫的，更何况一天二十四小时扮演一个供大家观赏的假人啊？
	——干员食铁兽在谈及蓝卡坞时的部分观点
	
	蓝卡坞？那地方挺好的，赚钱很容易。
	但我也很讨厌那地方。他们总是认为，把光鲜的地方打磨得越来越光鲜，人们就会自然而然地无视掉角落里的腌臜。这怎么可能呢？化妆刷最多只能让一张脸看起来能入眼，又没法当真抹平皮肤上真实的坑坑洼洼。
	对我来说，成名是件麻烦事，这意味着会有更多无聊的工作要做。
	但我也很感激这点名气，这让我开始有了挑选客人的机会，也能保障我现在来这个地方过上躺着偷懒的生活。
	你说我很清醒？所谓的艺术家特立独行的个性，有多少不是建立在足够清醒的基础上？只有脾气，却不肯认清现实的那些人，每年在蓝卡坞附近的廉租房里能饿死几百个。在拥有足够的资本之前，在哥伦比亚，谁都很难谈论自由。
	——干员罗比菈塔在谈及蓝卡坞时的个人看法
	
	有好几次，我们看到罗比菈塔小姐在与感染者干员们探讨如何“装饰”他们身上的结晶，态度自然且亲近。惊讶于她的态度，我们询问了她对矿石病的看法。
	“真实本身就令人尊敬”——她如此答复。

	第二資料 :
	ランクウッド？つまんないところだよ。
	ランクウッドじゃ、映画のスターなんて商品に過ぎないんだよ。一人一人の後ろに綺麗な生産ラインが整えられているの。完璧な見た目のために、一年に三十六回も顔の整形手術を受けたって人がいるの！怖いよねー、あたしが一年で食べた火鍋の回数よりも多いもん！
	それと、ランクウッドでは、どう話せとか、何をしろとか、誰と関わりを持てとか、どこに行ってもそういうのを教えてくる人がいてね。やることなすこと筋書きが用意されてて、映画を撮ってるみたいだよ。マネージメント会社が、どういうキャラ作りが今の主流で大衆に好まれるかを分析してるから、その指示に従ってキャラを作ればオーケー。日ごとキャラを変えたって問題なし。だって本当の姿なんて誰も気にしてないし、みんな作られた完璧な虚像が好きなだけだから。非難する人がいたところで、メディア対策も万全だから問題なしだよ。
	だからね、前からランクウッドでの事業開拓なんて興味がなかったんだ。映画を撮るのだって大変なのに、二十四時間ぶっ続けで観賞用のお人形を演じるなんてもっての外でしょ。
	――ランクウッドに対するエフイーターの所感より
	
	ランクウッド？悪くないところだよ、儲けやすいしね。
	だけど嫌いと言えば嫌いかな。綺麗なところをもっと綺麗にすれば、隅っこの汚れは自然と無視されるなんて思ってる人たちばかりだもん。そんなわけないでしょ？メイクブラシは顔を見れる程度には仕上げられるけど、実際に皮膚のあれこれを変えられるわけないんだから。
	有名になるって、あたしにとっては迷惑だよ。つまらない仕事が増えるってことだからね。
	でも名前が売れたことに感謝もしてるっちゃしてる。おかげでお客さんを選べるようになったし、こうしてロドスに来てのんびり生活を送れるようになったからね。
	あたしがよく考えてるって？芸術家にありがちな我が道を行くところって、ちゃんと考えてないとやっていけるはずないでしょ？態度だけデカくて現実が見えなくて飢え死にする奴なんて、ランクウッド付近の安い貸し部屋でごまんといるよ。クルビアじゃ、十分に稼ぎがない限り、自由なんて誰も語れないよ。
	――ランクウッドに対するロベルタの所感より
	
	ロベルタが感染者オペレーターたちと、体にある源石結晶をどう「飾り立てる」かについて語り合っているのを、我々は何度も見かけた。彼女はとても自然に、彼らと親しくしているように見えた。その態度に驚いた我々は、彼女に鉱石病をどう思っているか尋ねた。
	「真実というものは、それだけで尊敬に値するんだよ」――彼女はこう答えた。

	Archive File 2 :
	Wrankwood, huh? It's a heck of a boring place.
	See, you roll up in Wrankwood, Columbia, and the movie stars are merchandise, and behind them's a full assembly line. Someone even went in for surgery a full 36 times in one year just to keep the goods looking perfect! That's a horror story, isn't it? I eat less hotpot than that in a year!
	Also, when you're around in Wrankwood, there's people all the time telling you how you should do and say things, and who you have to interact with. It's like being in a movie no matter where you go, and the script's all prepared. Agencies analyze what kind of persona's most popular with the current mainstream, and all you gotta do is act it. What does it matter if it's different every day? It's not like anyone cares what your true face is, they're all there for the constructed, perfected facade. And so what if they actually question it? Public relations has people who'll help you right the ship.
	See, that's why I wasn't interested in heading to Wrankwood to broaden out. The way I see it, shooting a move's about hard work and art, not playing a mannequin people can gawk at all day, you know? 
	——Operator FEater's point of view on the topic of Wrankwood
	
	Wrankwood? Pretty decent place, easy to turn a buck.
	But I hate its guts too. They always think if you just give the shiniest places more spit-shine, people'll just go ahead and ignore the dirt piling up in the corners. What gave them that idea? All styling can do is make a face look pretty—there's no way it can actually smooth out all the real bumps in your skin.
	To me, fame is a hassle. It means even more boring work's on its way.
	But I'm thankful for my fame, too—it lets me start picking my clients, and it got me here now, living the easy life.
	You think I've got a lot of sense? Lemme tell you how many 'auteurs' are built on sensible foundations. Nothing but temper, blind to the real world, while every year hundreds in low-rent apartments right next to Wrankwood starve to death. Nobody in Columbia's really free until they've got enough money.
	——Operator Roberta's personal view on the topic of Wrankwood
	
	On several occasions, we've seen Roberta exploring with operators how to 'decorate' their bodily crystals, in a natural way. Amazed at her approach, we inquired about her views on Oripathy.
	'Respect comes from within.' ——So she replied.

	파일 자료 2 :
	    랭크우드? 정말 따분한 곳이야.
	    컬럼비아의 랭크우드에서 스타 배우란 등 뒤에 생산 라인을 갖춘 상품 같은 거야. 상품의 외관을 완벽하게 유지하기 위해 어떤 사람은 일 년에 36번이나 자기 얼굴에 칼을 댔다니까! 미친 거 아니냐고? 내가 일 년에 먹는 훠궈 숫자보다도 많아!
	    그리고 랭크우드에서는 언제 어디서든 네게 조언해 주는 사람이 항상 있어. 네가 어떻게 말을 해야 하는지, 누구와 만나야 하는지까지 어디로 가든 마치 영화처럼 대본이 준비되어 있어. 기획사가 대중들 입맛에 맞는 컨셉을 분석하면, 너는 그저 거기에 맞춰 연기만 하면 돼. 하루라도 상관없어. 어쨌든 사람들은 만들어낸 완벽한 허상을 좋아하지, 네 진짜 모습이 어떤지 아무도 관심 없거든. 누가 의심하면 뭐 어때? 여론이 알아서 잠재워 줄 건데.
	    그래서 나는 랭크우드 진출 같은 건 전혀 관심 없었어. 영화를 찍는 것도 그렇게 노력해야 하는데, 하물며 하루 24시간 내내 사람들에게 연기까지 해야 하잖아?
	——랭크우드에 대해 에프이터가 밝힌 견해 중에서
	
	    랭크우드? 좋은 곳이지, 돈 벌기가 아주 쉽거든.
	    하지만 나도 그곳은 싫어해. 그들은 언제나 번지르르한 곳을 더 빛나게 닦으면 사람들이 구석진 곳에 있는 오물을 무시할 거라고 생각해. 그럴 리가 없잖아? 메이크업 브러시는 얼굴을 보기 좋게 만들어 줄 뿐이지, 울퉁불퉁한 피부를 실제로 매끄럽게 메울 수는 없으니까.
	    내게 있어 유명해진다는 건 귀찮은 일이야. 그건 해야 할 따분한 작업이 더 많아진다는 뜻이거든.
	    하지만 유명해진 덕분에 내가 고객을 고를 기회를 얻을 수 있었고, 지금 여기에 누워 빈둥대는 생활을 할 수 있게 됐으니, 그건 나름 고마워하고 있어.
	    내가 제정신이냐고? 소위 아티스트라는 개성 넘치는 자들 중에서 제정신인 사람이 과연 얼마나 있을까? 성질만 더럽지 현실을 깨닫지 못하고 매년 랭크우드 인근의 싸구려 임대 주택에서 굶어 죽는 사람들이 몇백 명씩이나 돼. 충분한 자본을 갖추기 전에 컬럼비아에서 자유를 논한다는 건 말도 안 되는 소리거든.
	——랭크우드에 대한 로베르타가 밝힌 개인적인 견해
	
	    우리는 여러 차례에 걸쳐 로베르타 씨가 감염자 오퍼레이터들과 함께 그들의 몸에 난 오리지늄 결정을 어떻게 '장식'해야 할지 연구하는 모습을 보았는데, 그 모습이 정말 자연스럽고 친근해 보였다. 그녀의 태도에 놀란 우리는 그녀에게 광석병에 대한 생각을 물어보았다.
	    “진실은 그 자체만으로도 존경스러워.”——그녀는 이렇게 답했다.

———————————————————————————————

	档案资料三 :
	在刚来罗德岛时，罗比菈塔小姐就提起，她与博士曾有过一面之缘。那是在哥伦比亚的提卡伦多城，她应邀参加了一次宴会，因为实在厌倦了千篇一律的应酬，她悄悄溜到了楼梯间。在那里，她遇见了同样在宴会中途离席、想要喘口气的博士。
	两人一开始谁都没有主动打招呼，只是坐在不同的台阶上发呆，十分钟后，通往楼梯间的门被推开，他们不约而同地躲到了一旁，对彼此说了声“嘘”，并在看到对方一模一样的反应之后，面面相觑笑了起来。
	之后虽然各自回到了不同的宴会上，罗比菈塔却记住了那个和她一起躲在楼梯间的人，后续辗转打听遍了当日在那栋楼里的所有人员，最终联系上了罗德岛。
	据她所说，她的工作在当时陷入了瓶颈。她原本以为，自己的创造力已经被日复一日的流水线任务消磨殆尽。她一直希望能遇到一张写满故事的脸，好让她更有动力地挥舞化妆刷。
	如今，她认为她确实遇到了。

	第三資料 :
	ロドスに来て間もない頃、ロベルタは昔ドクターと一度会ったことがあると話していた。クルビアのトカロントで招待されたパーティーで、代わり映えしない社交儀礼に嫌気がさして、こっそり階段室に行ったことがあるそうだ。そこで、同じく抜け出して一息ついていたドクターと出会ったらしい。
	二人は最初、挨拶を交わすこともなく、ただお互い違う階段に腰を下ろしてぼーっとしていた。しかし十分後、階段室のドアが開かれた瞬間、二人して咄嗟に身を隠して、お互い「シーッ」と言い合ったそうだ。そして自分とそっくりな相手の反応に、お互いの顔を見て笑ったのだという。
	その後二人は各自別々のパーティー会場に戻ったのだが、ロベルタはともに階段室に隠れていた人のことを忘れずにいた。のちに当日同じ建物にいた者全員について聞いて回り、ようやくロドスとのコンタクトを取れたという。
	ロベルタによれば、当時の彼女はスランプに陥っていたそうだ。持っていた創造力が、毎日機械のように繰り返される単純な仕事によってすり減られていた、と感じたらしい。それでずっと、素晴らしい物語に満ちた、メイクブラシが思わず動くような顔に出会いたいと思っていたのだ。
	そして今、ついに彼女はその顔を見つけた。

	Archive File 3 :
	When she was freshly aboard Rhodes Island, Roberta mentioned that she'd met the Doctor before. It was in Tkaronto in Columbia; she was invited to a dinner party, and sick of the social niceties on loop, she quietly slipped off and found a staircase. There, she met the Doctor, who had left a dinner partway through, same as her, wanting to catch a breath.
	Neither moved to greet the other at first; they simply sat on different steps and stared off. After ten minutes, the door to the staircase was opened, and they both chanced to duck to the side, giving a 'shh' to each other, and upon seeing the other do exactly the same thing, they chuckled derisively.
	After they each returned to their respective parties, Roberta still remembered the figure who'd hidden along with her by the staircase, subsequently wandering around questioning everyone who was in the building that day, eventually managing to contact Rhodes Island.
	She tells us her work at that time had hit a bottleneck. She thought, originally, that her own creativity had been whittled down by endless assembly line duty. She always longed to meet someone with a face written full with stories, to give her ever more motivation to wield the makeup brush.
	Now, she believes she's found it.

	파일 자료 3 :
	    로도스 아일랜드에 도착했을 때, 로베르타 씨는 박사와 만난 적이 있다고 말했다. 컬럼비아의 티카론토에서 초청을 받아 파티에 참석한 적이 있는데, 천편일률적인 접대에 싫증이 난 그녀는 조용히 계단으로 빠져나왔다. 그리고 그곳에서 마찬가지로 파티 도중 한숨 돌리기 위해 자리를 뜬 박사를 만난 것이다.
	    처음 두 사람은 누구도 인사를 건네지 않은 채 서로 다른 계단에 멍하니 앉아있었다. 10분 후, 계단으로 통하는 문이 열리자 두 사람은 약속이나 한 듯 한쪽으로 몸을 숨긴 채 서로에게 '쉿' 하고 신호를 보내곤, 멋쩍은 듯 서로 웃음을 지었다.
	    그 후 각자 파티로 돌아갔지만, 로베르타는 자신과 함께 계단에 숨었던 사람을 기억하고 있었고, 후에 그날 건물에 있었던 모든 사람을 수소문한 끝에 겨우 로도스 아일랜드에 연락할 수 있었다.
	    로베르타는 당시 한계에 부딪혔다고 말했다. 그녀는 자신의 창조력이 매일 반복되는 생산 과정 속에 모두 소진되었다 생각했다. 그녀는 자신의 메이크업 브러시를 역동적으로 춤추게 할, 그런 사연이 가득한 얼굴을 언제나 만나고 싶어 했다.
	    그리고 지금, 그녀는 그런 사람을 만났다고 확신하고 있다.

———————————————————————————————

	档案资料四 :
	罗比菈塔·贝克，这就是罗比菈塔小姐的名字。在询问她希望以什么代号来称呼自己的时候，她立刻选择了本名。她甚至一板一眼地教我们如何来念这个名字，来使得大家的发音更具有叙拉古风味。虽然她很小的时候就来到了哥伦比亚， 但在罗比菈塔小姐心里，她依然是个叙拉古人。
	通过后续聊天，我们得知，罗比菈塔小姐的童年生活并不美好。她的家族在哥伦比亚的一座小城里，为同样来自叙拉古的大家族工作。这些工作大部分称不上体面。她见惯了贫穷、疾病与犯罪，也早早意识到了金钱能给人的生活带来多大改变。
	进入造型行业之后，最初的几年里，罗比菈塔小姐的生活也没有太大起色。在蓝卡坞，没人看得起这个一文不名的叙拉古裔小姑娘。任意一个七八线小明星，都能对她呼来喝去，让她连续好几个日夜没法合眼。她靠着自己苦练的技术，硬是一点一点从行业的底层爬到了塔顶。金钱随着名利一起滚滚而来，但罗比菈塔小姐并没有因此变得势利。在蓝卡坞摸爬滚打多年，她从来没有忘记自己过去的老朋友。然而，当她回到故乡小城，她发现过去一起长大的朋友们中，有好几个在得了矿石病后失去了踪迹。
	虽然罗比菈塔小姐从未明说，但我们相信，她对罗德岛的好感，也与她眼中所见的真实的哥伦比亚有不浅的关系。

	第四資料 :
	ロベルタ・ベイカー、それがロベルタの名前である。コードネームをどうするかと聞かれたとき、彼女はすぐ本名を使うことを決めた。さらに、どう発音すればよりシラクーザっぽく聞こえるのかを事細かにみなに教えた。幼い頃にクルビアに移住した彼女だが、心の底ではずっと自分をシラクーザ人と思っているのだった。
	のちの雑談で、我々はロベルタの子供時代が、あまり恵まれたものではなかったことを知った。彼女の家はクルビアのとある小さな街で、同じくシラクーザから来た大きな一族のために働いていたが、口にできないような仕事が大半だった。貧困も、疾病も、犯罪も見慣れてしまい、金銭というものがどれほど人の生活を変えられるのかを、ロベルタは幼い頃からよく理解させられたのだ。
	スタイリング業界に入ってからの最初の数年、ロベルタの生活は大して変わらなかった。何一つ名声を持たないシラクーザ出身の小娘を、ランクウッドの者が丁重に扱うことはないからだ。エキストラレベルの役者でさえ彼女を顎でこき使い、何日も不眠不休で働かされる日々だった。そんな中で、彼女は苦労して身につけたスキルで、業界の下っ端から頂点に這い上がった。名が高まるにつれて、金銭もなだれ込んできたが、ロベルタがそれで驕ることはなく、長くランクウッドでもまれたが、古い友人たちを忘れたこともなかった。しかし、故郷に戻ってみたら、一緒に育った幼馴染の何人かが鉱石病に感染し、その後行方不明になってしまったことを知った。
	ロベルタは明言こそしなかったが、彼女のロドスに抱いている好感は、自分が見てきたクルビアの現実にも大きく関係していると我々は信じている。

	Archive File 4 :
	Roberta's real name is Roberta Baker. When we asked for the codename she'd like to call herself, she chose her own name without hesitation. She even strictly guided us on how to pronounce it, with a proper Siracusan air. Though she moved to Columbia when she was very young, in her heart, Roberta remains a Siracusan.
	After a follow-up chat, we discovered that Roberta's childhood was by no means a wonderful one. Her family was based in a small Columbian town, working for a bigger family who, like them, came from Siracusa. This was not often decent work. She became used to seeing poverty, sickness and crime, and was aware from an early age that money could change a person's life.
	After entering the styling business, Roberta's situation didn't improve much. In Wrankwood, no one showed respect for this penniless Siracusan-blooded girl. Any random star with their fifteen minutes would be bossing her around, putting her through days in a row without even a break to sleep. She relied on her own skills, earned through blood, sweat and tears, and stubbornly climbed from the very bottom of the industry, up to its top. Money came rolling in along with the fame, but it never turned Roberta the slightest bit snobbish. Through years of Wrankwood experience, she never once forgot her old friends. But when she returned to her hometown, she found that of the friends she'd grown up with, several had lost their footing after contracting Oripathy.
	Roberta has never said it out loud, but her favorable opinion of Rhodes Island, we believe, is deeply rooted in the vision of 'true' Columbia reflected in her eyes.

	파일 자료 4 :
	    로베르타의 본명은 로베르타 베이커다. 로베르타에게 어떤 코드네임을 원하냐고 묻자, 그녀는 즉시 본명을 선택했다. 게다가 그녀는 우리에게 어떻게 읽어야 시라쿠사 느낌의 발음을 할 수 있는지 가르쳐주기까지 했다. 비록 어린 시절 컬럼비아로 간 그녀지만, 로베르타의 마음은 언제나 시라쿠사인으로 남아 있던 것이다.
	    이어진 대화를 통해 로베르타의 유년 생활이 그다지 좋지 않았다는 것을 알게 되었다. 그녀의 가족은 컬럼비아의 작은 도시에서 생활했으며, 마찬가지로 시라쿠사에서 온 대가족 밑에서 일하고 있었다. 이런 경우 대부분 제대로 된 대접을 받지 못하는 법이다. 로베르타는 빈곤과 질병, 범죄에 익숙해졌으며, 일찍부터 돈이 사람들의 생활을 얼마나 변화시킬 수 있는지 깨우쳤다.
	    스타일리스트 업계에 입문 후 처음 몇 년 동안 로베르타의 생활은 별로 나아지지 않았다. 땡전 한 푼 없는 시라쿠사계 소녀를 좋게 봐줄 사람은 랭크우드에 없었다. 더욱이 7, 8류의 별 볼 일 없는 연예인조차 그녀를 마음대로 부리며 며칠 동안 제대로 자지 못하게 만들었다. 그럼에도 결국 그녀는 갈고닦은 자신의 기술만으로 업계 밑바닥에서 최고의 위치까지 올라갔다. 부와 명성이 함께 굴러들어 왔지만 로베르타는 속물처럼 변하진 않았다. 다년간 랭크우드 바닥을 구르면서 그녀는 과거의 옛 친구를 잊은 적이 없다. 하지만 고향에 돌아간 로베르타는 과거 함께 자랐던 친구들 중 몇몇이 광석병에 걸려 사라졌다는 것을 알게 됐다.
