7:59 P.M.    天气/多云
[name="Sora"]   You had some candy on your horn.

[name="拜松"]   啊，真的。是不是该还回去......
[name="バイソン"]   あっ、本当だ。返しに戻った方がいいかな……。
[name="Bison"]   Oh, really? I should probably give it back to...

[name="空"]   还有，看到这对角，我想起来了！和那个峯驰的标志一模一样！
[name="ソラ"]   それから、この角、思い出したっ！　あのフェンツのロゴマークと同じだね！
[name="Sora"]   And looking at your horns reminded me of something! They're just like the Mountain Dash Logistics logo!

[name="空"]   你是峯驰物流的小少爷，对不对？
[name="ソラ"]   君はフェンツ運輸の若旦那くん、そうでしょ？
[name="Sora"]   You're the little prince of MDL, aren't you?

[name="拜松"]   小、小少爷......
[name="バイソン"]   わ、若旦那くん……。
[name="Bison"]   Little... prince...?

[name="拜松"]   空前辈，这条路真的能和德克萨斯小姐他们汇合吗？
[name="バイソン"]   ところでソラ先輩、この道で本当にテキサスさんたちと合流できるんですか？
[name="Bison"]   Sora, ma'am, is this really the way back to Texas and the others?

[name="空"]   放心放心，德克萨斯在想什么，我可是一清二楚。
[name="ソラ"]   安心して。テキサスさんが何を考えてるか、手にとるように分かるんだから！
[name="Sora"]   Relax, I know what Texas is thinking at all times. I can see right into her head.

[name="拜松"]   是这样。
[name="バイソン"]   はぁ、そうなんですね。
[name="Bison"]   Oh.

[name="拜松"]   ......这个声音总有种熟悉感，在哪里？
[name="バイソン"]   ……この声、やっぱり聞き覚えがあるような。一体どこで？
[name="Bison"]   ...her voice has such a familiar quality to it, but I can't put my finger on it.

[name="空"]   “前辈”吗，嘿嘿，想不到我也会有带着信使后辈的一天~你对大家的印象如何？
[name="ソラ"]   「先輩」かぁ～、えへへ、あたしにもトランスポーターの後輩ができる日がくるなんてー！　みんなについてはどう思う？
[name="Sora"]   "Ma'am," huh? Hehe, I never thought the day would come when young Messengers would be calling me that~ So what's your impression of everybody?

[name="拜松"]   印象？
[name="バイソン"]   皆さんにお会いした感想ですか？
[name="Bison"]   Impression?

[name="拜松"]   非常，呃，激动人心。
[name="バイソン"]   とても……えーと……その…刺激的でした。
[name="Bison"]   They're very... um... spirited people.

[name="空"]   啊哈哈......我大概能猜到什么情况了......
[name="ソラ"]   あはは……。どんな状況だったのか分かっちゃいそう……。
[name="Sora"]   Ahahaha... I can guess what they must've put you through...

[name="空"]   啊，抱歉！
[name="ソラ"]   あっ、ごめんね！
[name="Sora"]   Oh, sorry!

[name="孩子"]   走路注意点啊！嘁！
[name="子供"]   ちゃんと前見て歩けよ！　チッ！
[name="Child"]   Watch where you're going! Ptoo!

[name="拜松"]   明明是你冲过来的——
[name="バイソン"]   おい、ぶつかってきたのはそっちでしょ——。
[name="Bison"]   That was clearly your fault——

[name="孩子"]   啊？关你屁事？
[name="子供"]   あ？　てめぇには関係ねぇだろ？
[name="Child"]   Who asked you? Mind your own business!

[name="拜松"]   你这小鬼！
[name="バイソン"]   なんだと！
[name="Bison"]   You little brat!

[name="空"]   算啦算啦，随他去吧。
[name="ソラ"]   いいよいいよ、ほっとこう。
[name="Sora"]   Don't worry about it. Let him go.

[name="拜松"]   可是他刚才顺走了你的钱包——
[name="バイソン"]   でもあいつ、ぶつかったときにソラ先輩の財布を——。
[name="Bison"]   But he just swiped your wallet——

[name="空"]   嘿嘿，我知道哦，不过那个钱包里只装了南瓜糖就是了。你看，真正的钱包在这儿~
[name="ソラ"]   へへ、知ってるよ。でもあのお財布には、パンプキンキャンディーしか入ってないからいいの。本当のお財布はこっちだよ、ほら～！
[name="Sora"]   Hehe, he sure did. But that wallet just had some pumpkin candies inside. See? This is the real one~

[name="空"]   “不给糖就捣蛋”嘛。
[name="ソラ"]   「トリック・オア・トリート」ってね。
[name="Sora"]   You familiar with the old expression "trick or treat"?

[name="拜松"]   可他是直接来捣蛋的，而且今天也不是......为什么要特地这么做？
[name="バイソン"]   あいつはトリックしたかっただけだし、それに今日はハロウィンではなく……。どうしてわざわざそんなことを？
[name="Bison"]   He was here just to make trouble, and today's not even... why would you have something like that?

[name="空"]   龙门最近经历了很多事情，虽然在今天不太看得出来。
[name="ソラ"]   龍門は最近、色々なことがあったからね。今はそう見えないけど。
[name="Sora"]   You may not be able to tell at first glance, but Lungmen's been through a lot lately.

[name="空"]   安魂夜的蜡烛照亮不到这座城市的所有角落，这些孩子也太可怜了点。
[name="ソラ"]   安魂夜の暖かなロウソクって、この都市の隅々まで照らしてくれるわけじゃないから……。光の当たらない子たちが可哀想で……。
[name="Sora"]   Sauin candles aren't bright enough to light up all the dark corners of this city, and those kids don't exactly have it easy.

[name="空"]   诶嘿，不过说到底还是一时兴起啦，不错的主意吧？
[name="ソラ"]   えへ、でも実はとっさの思いつきなんだけどね。悪くないアイデアでしょ？
[name="Sora"]   But hey, it's just something I came up with. Not bad, huh?

[name="拜松"]   那如果被偷的是我可怎么办......
[name="バイソン"]   もし財布が盗まれたのがぼくだったらどうするんですか……。
[name="Bison"]   What if he grabbed my wallet instead...?

[name="空"]   前面出去，就到了。
[name="ソラ"]   この先を抜けると、合流場所に着くよ。
[name="Sora"]   Should be right up ahead.

[name="拜松"]   这里是......刚才的公园？又回到这里了？
[name="バイソン"]   ここは……公園ですか？　一体なにが……？
[name="Bison"]   Isn't this... the park from before? Did we just make a big circle?

[name="空"]   看吧，果然在那里。
[name="ソラ"]   見て、やっぱりあそこにいたよ。
[name="Sora"]   See? Here they are.

[name="黑帮"]   唔——唔唔唔，唔！
[name="マフィア"]   もご――もごもご、もごっ！
[name="Mafioso"]   Mmmh! Mmff mff!

[name="能天使"]   喂，你再不说，我可就要点火了啊？
[name="エクシア"]   ヘイ、これ以上口を割らない気なら、火を点けちゃおうかなぁ？
[name="Exusiai"]   Listen, if you don't talk, I'm gonna have to light this fuse.

[name="可颂"]   小哥你还是老实招了吧，这个烟花真的能带着你上天的喔。
[name="クロワッサン"]   おい兄ちゃん、ええかげん白状せんとアカンでぇ。この花火でホンマに天国行きにしよってもええんやで？
[name="Croissant"]   Yer lips better start flappin', kiddo. These fireworks'll blow ya sky high.

[name="德克萨斯"]   ......你们忘了把他嘴上的胶布撕掉。
[name="テキサス"]   ……お前たち、そいつの口に貼ってるテープを剥がしてないぞ。
[name="Texas"]   ...You forgot to take the tape off his mouth.

[name="能天使"]   啊，抱歉抱歉，嘿咻！
[name="エクシア"]   あっ、そうだった。ごめんごめん、えいっ！
[name="Exusiai"]   Oh, right. Haha.

[name="黑帮"]   ——————！！
[name="マフィア"]   ――――――！！
[name="Mafioso"]   ——————!!

[name="黑帮"]   你们这群家伙！你们真的知道我们是什么人吗？
[name="マフィア"]   てめぇ、この野郎！　俺らがどこのモンなのか知っててやってんだろうな？
[name="Mafioso"]   You crazy broads! Do you have any idea who we are?

[name="德克萨斯"]   ......叙拉古，黑手党。
[name="テキサス"]   ……シラクーザの、マフィア。
[name="Texas"]   ...the Siracusan Mafia.

[name="黑帮"]   呃，德、德克萨斯吗......别以为我们会怕你们！
[name="マフィア"]   うっ、オメエ、て、テキサスか……俺ら…お前らなんかにビビると思うなよ！
[name="Mafioso"]   Urk, T- Texas...? Don't think we're scared of you!

[name="能天使"]   知道你们不怕啦，毕竟你们把老板的珍藏品全部炸飞了。糖果盒炸弹吗，真是孩子气的陷阱。
[name="エクシア"]   ハイハイ。分かってるって。うちのボスの秘蔵品をぜーんぶ吹っ飛ばしちゃったしさ。アソート缶爆弾なんて、ほんっと子供じみたトラップだね。
[name="Exusiai"]   Oh we know you're not scared. Why else would you blow up all the boss's collectibles. A bomb in a candy box, though? That's kids' stuff.

[name="黑帮"]   ......你在说什么？
[name="マフィア"]   ……何言ってるんだ？
[name="Mafioso"]   ...what are you talking about?

[name="能天使"]   嗯？
[name="エクシア"]   ん？
[name="Exusiai"]   Huh?

[name="黑帮"]   我可不知道什么糖果盒，笑话！如果真是首领亲自出手，你们早就被炸成碎片——唔唔！唔唔唔！
[name="マフィア"]   俺はアソート缶爆弾なんて知らねぇぞ、バカバカしい！　ウチのボスが手ぇ下して、そんなんで済むかよ。お前らなんてすぐ木っ端みじんに——うぶっ！　もがが！
[name="Mafioso"]   I don't know nothin' about no candy box. But if our capo did up a bomb, you'd all be in pieces—— Mmmf! Mmmh!

[name="能天使"]   可是这家伙也太臭屁了，不如直接把他炸了吧。
[name="エクシア"]   なんかコイツ生意気すぎるんだけど。やっぱり打ち上げちゃう？
[name="Exusiai"]   This guy sure is full of himself. Let's blast him.

[name="德克萨斯"]   有点耐心，能天使，让他说下去。
[name="テキサス"]   我慢しろ、エクシア。こいつに喋らせてやれ。
[name="Texas"]   Patience, Exusiai. Let him talk.

[name="黑帮"]   噗哈——哼，你们就不奇怪为什么龙门根本对我们睁一只眼闭一只眼吗！？
[name="マフィア"]   ぶはぁっ――お前らはなぜ龍門の連中が俺たちのことを見て見ぬふりをしているのか、不思議に思わないのか！？
[name="Mafioso"]   *Gasp*——Hah. Ain't you the least bit curious why Lungmen's lettin' us get away with all this?

[name="能天使"]   不，一般来说除了每个月要去警署报个到把公共财产妨害的罚款结一下，平时也不怎么管我们哦？
[name="エクシア"]   いや、別に毎月警察署に行って、公共物破損の罰金をちゃちゃっと払えば、普段は私たちにも見て見ぬふりをしてくれるよ？
[name="Exusiai"]   Not really. As long as we go down to the station once a month to pay our property damage fines, they pretty much let us do whatever too.

[name="黑帮"]   呃......
[name="マフィア"]   マジかよ……。
[name="Mafioso"]   Gah...

[name="可颂"]   唉，能天使姐你别打断人家啊，你继续。
[name="クロワッサン"]   ちょいとエクシアはん、話の腰折ったらアカンでぇ。ええから続けてドーゾ。
[name="Croissant"]   C'mon, Exu, let the feller say his piece.

[name="黑帮"]   看你们这样子......！
[name="マフィア"]   この…余裕こきやがって……！
[name="Mafioso"]   Just look at you broads...!

[name="黑帮"]   那一位已经默许了我们对企鹅物流的所有行动，既然都是龙门的灰色势力，你们肯定明白这意味着什么吧？
[name="マフィア"]   あの方はな、俺らのペンギン急便への動きを全て黙認したんだよ。同じ龍門のグレーゾーンにいるモノなら、これが何を意味してるのか分かるだろ？
[name="Mafioso"]   We got the big man's OK to do whatever we want to Penguin Logistics, right from the real power in Lungmen. You know what that means, don't you?

[name="能天使"]   我们可是有合法运营执照的物流公司哦？而且运营状况其实还不错？
[name="エクシア"]   いやいや、あたしたちは、合法的な営業許可証を持ってる運送会社だよ？　それに運営状況も別に悪くないし？　一緒にしないでもらいたいね！
[name="Exusiai"]   We're a legitimate logistics business? And a pretty good one at that?

[name="德克萨斯"]   所以为什么每次我们都要被当做......唉，算了。
[name="テキサス"]   だからなぜ毎回私たちの扱いがこんな……はぁ、まぁいいか。
[name="Texas"]   Then why do we always end up... You know what? Forget it.

[name="德克萨斯"]   那一位，是哪一位？
[name="テキサス"]   それであの方とは、誰だ？
[name="Texas"]   Who's "the big man" you're talking about?

[name="能天使"]   这种装腔作势的说法真的太蠢了，透露着一股杂鱼的气息。
[name="エクシア"]   しかもその意味ありげな言い方、ほんとアホっぽいよね。雑魚感がタダ漏れっていうか。
[name="Exusiai"]   It sounds really pretentious. Super gross.

[name="黑帮"]   还装傻！？鼠王可是——
[name="マフィア"]   お前ら、まだシラを切るのか！？　鼠王はな——。
[name="Mafioso"]   Don't play dumb! The Rat King's——

[name="空"]   喂！德克萨斯！大家！
[name="ソラ"]   お～い！　テキサスさん！　みんな！
[name="Sora"]   Hey! Texas! And the rest!

[name="能天使"]   啊，是阿空！喂~
[name="エクシア"]   あっ、ソラ！　やっほ～！
[name="Exusiai"]   Oh, Sora! What's up~

[name="可颂"]   嗯？拜松好像也在。
[name="クロワッサン"]   なんや、バイソン坊も一緒みたいやな。
[name="Croissant"]   How about that. She wrangled Bison too.

[name="空"]   嘿嘿，路上遇到落单的拜松，就把他带来啦。
[name="ソラ"]   へへ、途中でぼっちになってたバイソンくんと偶然会ってね。連れてきちゃった。
[name="Sora"]   Hehe, I ran into this lost little calf on my way over, I thought I'd bring him along.

[name="拜松"]   ......你们这是在干什么？大帝先生呢？
[name="バイソン"]   ……皆さん、ここで何をしているんですか？　エンペラーさんは？
[name="Bison"]   Um... what are you doing? And where's Mr. Emperor?

[name="能天使"]   老板说是有想要确认的事情，就去了别的地方啦。
[name="エクシア"]   ボスは確認したいことがあるって、どっかに行っちゃった。
[name="Exusiai"]   The boss went somewhere to do something.

[name="德克萨斯"]   空，没有遇见其他人吗？
[name="テキサス"]   ソラ、他にここに来るときに会った人は？
[name="Texas"]   You didn't run into anyone else, Sora?

[name="空"]   欸？没......有吧。
[name="ソラ"]   え？　いない……と思いますけど。
[name="Sora"]   Hm? I don't... think... so.

[name="能天使"]   嗯？看着我干嘛？
[name="エクシア"]   ん？　なんであたしを見んの？
[name="Exusiai"]   Huh? Do I have something on my face?

[name="空"]   没、没什么。总之，事情的来龙去脉我都已经听拜松说了，接下来我们该怎么办？
[name="ソラ"]   な、何でもない。とにかく今の状況はバイソンくんから聞いたよ。これからどうするの？
[name="Sora"]   N- no. Anyway, Bison filled me in on the whole story. Where do we go from here?

[name="能天使"]   先从这家伙嘴里问出点什么，然后对·症·下·药！
[name="エクシア"]   まずは、こいつから聞けることを聞き出して、後は臨機応変ってやつかな。
[name="Exusiai"]   First we get some more answers from our little buddy, then we formulate an appropriate... response.

[name="拜松"]   等一下，能天使小姐，那个......
[name="バイソン"]   待ってください、エクシアさん。あの……。
[name="Bison"]   Wait, Exusiai, do you mean...

[name="拜松"]   其实，刚才我遇到了莫斯提马小姐。但是，她不见了。
[name="バイソン"]   実は、さっきモスティマさんという方に偶然会ったんです。でも、途中でいなくなってしまって……。
[name="Bison"]   I actually ran into Mostima back there. But then I lost her.

[name="拜松"]   呃，我的意思是，我们逃避黑手党的包围，然后她——
[name="バイソン"]   えーと、つまり、ぼくたちはマフィアの包囲網から抜け出して、そしたら彼女は——
[name="Bison"]   Erm, I mean, after we shook the mobsters, she——

[name="能天使"]   ......不用担心她，常有的事啦，毕竟她一不留神就能消失好几年嘛。
[name="エクシア"]   ……彼女のことは心配ないよ。よくあることだからさ。あいつ、急にいなくなったと思ったら、数年間も音沙汰ないなんてこともあり得るから。
[name="Exusiai"]   ...don't worry about her. That's just how she is. Vanishing years at a time.

[name="拜松"]   ——好几年？
[name="バイソン"]   ——数年間？
[name="Bison"]   ...years?

[name="可颂"]   话说，我进了公司之后几乎都没见过她的面喔。
[name="クロワッサン"]   せやなぁ。そういや、ウチもこの会社入ってから、モスティマはんの顔なんて見たの数えるぐらいやわ。
[name="Croissant"]   Tell ya the truth, I barely seen heads or tails of her since they hired me.

[name="空"]   啊哈哈，就不要刺激能天使了......
[name="ソラ"]   あはは、エクシアのためにも、この話はもうこの辺にしといたほうが……。
[name="Sora"]   Ahaha, let's not get Exusiai too riled up...

[name="拜松"]   这还真是非常的......脱离常识。
[name="バイソン"]   やっぱり……常識というのが通用しないんですね……。
[name="Bison"]   This is all very... unorthodox.

[name="德克萨斯"]   身为信使，她很特殊。
[name="テキサス"]   トランスポーターとしての彼女は特殊だ。
[name="Texas"]   She's a special kind of Messenger.

[name="德克萨斯"]   虽然和老板有着契约关系，但更多的还是她身为拉特兰的——
[name="テキサス"]   ボスと契約を結んではいるものの、それよりも彼女はラテラーノの——。
[name="Texas"]   Contractually, she works for the boss, but more often Laterano has her——

[name="能天使"]   ......
[name="エクシア"]   ……。
[name="Exusiai"]   ......

[name="德克萨斯"]   ——能天使，别走神，注意你的火柴。
[name="テキサス"]   ——エクシア、ボーっとしてないで、マッチに気をつけて！
[name="Texas"]   ——Exusiai, watch your match.

[name="能天使"]   啊，不好。
[name="エクシア"]   あっ、ヤバっ。
[name="Exusiai"]   Huh? Oops.

[name="黑帮"]   唔唔唔——唔唔——！！
[name="マフィア"]   ふんご――もごもご――！！
[name="Mafioso"]   MMMMH! MMF——!!

[name="可颂"]   诶呀，已经来不及了。算了吧。
[name="クロワッサン"]   あっちゃ～。こら手遅れやわ。やらかしよった。
[name="Croissant"]   Darn it, looks like we're outta time. But that's the way the cookie crumbles.

[name="黑帮"]   唔唔唔——！！！！
[name="マフィア"]   ふがが――！！！！
[name="Mafioso"]   MMMMMNG!!!!!

[name="黑帮"]   怎么回事，刚才听见了弗伦佐的惨叫声！？
[name="マフィア"]   何事だ、いまフロンゾの叫び声が聞こえたぞ！？
[name="Mafioso"]   Heyo, that sounded like Fronzo! And it didn't sound good!

[name="黑帮"]   在那边那个方向！
[name="マフィア"]   あっちの方からだ！
[name="Mafioso"]   Let's get over there!

[name="能天使"]   真的能带着活人飞上天啊，那这烟花还挺劲的。
[name="エクシア"]   へぇ、本当に人間を天まで連れて行けるんだぁ。あの花火、やっぱ凄いんだね。
[name="Exusiai"]   So they really can send a person flying. These fireworks are something else.

[name="德克萨斯"]   先应付敌人，左右分工。
[name="テキサス"]   奴らが来たぞ。左右で二手に分かれて対処する。
[name="Texas"]   We've got company. Six and three o'clock.

