7:10 P.M.    天气/晴
[name="可颂"]   反正只要德克萨斯联系她的话，她立刻就能赶回来吧。
[name="クロワッサン"]   テキサスはんが連絡すりゃあ、すぐにピューっと戻ってくるやろ。心配あらへんって。
[name="Croissant"]   Ya know she'll come a-runnin' soon as Texas gets on the horn.

[name="可颂"]   啊，抱歉，你接着说。
[name="クロワッサン"]   おっと堪忍な。話続けてや。
[name="Croissant"]   Oh, sorry. You were sayin'?

[name="拜松"]   （空？）
[name="バイソン"]   （ソラ？）
[name="Bison"]   (Sora?)

[name="拜松"]   ......咳，当务之急是调查那些袭击我们的敌人，企鹅物流的各位有什么头绪吗？
[name="バイソン"]   ……はい。当面の急務としては、ぼくたちを襲撃した敵の調査だと思います。ペンギン急便の皆さんは、何か手がかりになるようなことはありますでしょうか？
[name="Bison"]   ...Um, the first order of business is to figure out who attacked us. Does Penguin Logistics have any leads?

[name="能天使"]   头绪？不就是普通的业务纠纷吗？
[name="エクシア"]   ん～？　手がかり？　あんなのいつもの業務トラブルじゃない？
[name="Exusiai"]   Leads? It's a pretty basic business dispute.

[name="拜松"]   呃，业务纠纷......？
[name="バイソン"]   えっ、業務トラブル……？
[name="Bison"]   What do you mean, business dispute...?

[name="大帝"]   德克萨斯！我抽屉里的雪茄呢！？
[name="エンペラー"]   テキサス！　引き出しにあった俺の葉巻は！？
[name="Emperor"]   Texas! Shouldn't I have a cigar in my hand by now?!

[name="能天使"]   老板，我们已经好久没回过这个据点了，恐怕早就发霉了。
[name="エクシア"]   ボス、あたしたちがここに戻ってくるの久しぶりなんだし、そんなのとっくにカビ生えてるって。
[name="Exusiai"]   Boss, it's been a while since we shacked up here. I think all your smokes went bad.

[name="德克萨斯"]   空来打扫过，可能那时候扔掉了吧。
[name="テキサス"]   ソラが掃除しにきたときに捨てたと思う。
[name="Texas"]   Sora came here to clean before. She might have thrown them away.

[name="大帝"]   啊，那我今天晚上会死的，不行，这可不行......
[name="エンペラー"]   カーッ、マジかよ。俺、今夜死ぬやつじゃん。これダメだろ。イヤ無理無理無理……。
[name="Emperor"]   Y'all for real? You tryin' to kill me? This is wack...

[name="大帝"]   啊，你继续，别在意。
[name="エンペラー"]   あ、続けてくれ。気にすんな。
[name="Emperor"]   Yeah, you keep talkin'. Don't worry.

[name="拜松"]   首先我们应该明确敌人的目的——
[name="バイソン"]   まずぼくたちが明確にするべきなのは、敵の目的で——
[name="Bison"]   Our first step should be to figure out exactly what these attackers were targeting...

[name="大帝"]   慢着，音乐！我的黑胶唱片！是不是放了一箱在这里？
[name="エンペラー"]   ちょっと待て！　ミュージック！　俺のレコード！　ここに一箱置いといたはずだぜ？
[name="Emperor"]   Hold up, we need some tunes! Get some vinyl spinnin'! We got a whole box of them here, don't we?

[name="可颂"]   啊，好像是我搬来的。那一箱得有我好几个月薪水。
[name="クロワッサン"]   あぁ、それウチがここに運んできたやつやな。あの箱んなかエライもん入っとったなぁ。あんなんウチの月給の数カ月分や。
[name="Croissant"]   Purdy sure I hauled one over. A box worth a couple months' salary.

[name="能天使"]   在这儿，要听哪张？
[name="エクシア"]   ここにあるよ。何が聴きたい？
[name="Exusiai"]   Found it. What do you want to hear?

[name="大帝"]   随便哪张都行，被我选中的只会是宇宙末日级精品。
[name="エンペラー"]   何でもいい。俺は宇宙の終焉まで残る芸術品しか選ばねぇよ。
[name="Emperor"]   Just throw on any one of 'em. Anything I picked out's gonna be fire.

[name="大帝"]   啊，音乐，有了艺术的人生才不会无聊，赞美音乐，以及我自己！
[name="エンペラー"]   やっぱ、音楽はイイぜ。コレがあるから人生楽しめるってもんだ。ビバ音楽！　ビバ俺ってな！
[name="Emperor"]   It ain't life without music. Bless. Nice tunes, nice me.

[name="大帝"]   拜松，接着说。
[name="エンペラー"]   どうしたバイソン？　続けろよ。
[name="Emperor"]   Bison, what else you got?

[name="拜松"]   ......我、我说到哪了？
[name="バイソン"]   ……ぼく、何話してたんでしたっけ？
[name="Bison"]   ...Oh. Where was I?

[name="大帝"]   他们的目的。
[name="エンペラー"]   襲撃した奴らの目的だろ？
[name="Emperor"]   Their target.

[name="拜松"]   对！他们的目的应该是我，也许，是为了挑拨贵司与我司的关系。
[name="バイソン"]   そうです！　彼らの目的はぼくでしょう。あるいは、御社と弊社の関係を揺さぶるためかと。
[name="Bison"]   Right! Well, their target was me, I guess, to try to provoke our two companies.

[name="大帝"]   什么啊，这点小事，还以为只是给之前的事情报仇......
[name="エンペラー"]   なんだよ。それだけかよ。てっきりこの前の仕返しだとばかり思ったぜ……。
[name="Emperor"]   That's it? I figured it'd be some revenge thing...

[name="拜松"]   您有什么线索吗？
[name="バイソン"]   何かお心当たりがあるのでしょうか？
[name="Bison"]   So you have a lead?

[name="大帝"]   ——咳咳！德克萨斯！去调查一下他们！
[name="エンペラー"]   ——コホンッ！　おいテキサス！　奴らの調査に行ってこい！
[name="Emperor"]   Sigh. Texas! Go scout 'em out!

[name="德克萨斯"]   加班费，三倍。
[name="テキサス"]   残業代、三倍で。
[name="Texas"]   Triple overtime.

[name="能天使"]   唔，这种程度的打架每个月都会有个十七八次啦。信使不都是这样工作的吗？
[name="エクシア"]   えーっ、こんな喧嘩なんて月に十七、八回ぐらいやってるっしょ。トランスポーターの仕事なんてこんなもんじゃないの？
[name="Exusiai"]   Um, we get into scuffles like that maybe twenty times a month. Doesn't every Messenger deal with this all the time?

[name="拜松"]   ......为什么？
[name="バイソン"]   ……なぜそうお考えに？
[name="Bison"]   ...Why?

[name="拜松"]   信使不是应该更加隐秘一点，迅速一点......从来不是以武力为标准的啊。
[name="バイソン"]   トランスポーターには隠密かつ迅速な行動こそ求められるもので……武力を使うのは一般的ではないかと。
[name="Bison"]   Messengers should be quieter, quicker... you shouldn't be settling everything with violence all the time.

[name="能天使"]   是这样的吗？
[name="エクシア"]   そうなの？
[name="Exusiai"]   Huh.

[name="德克萨斯"]   ......我们明明是个物流公司，为什么总是被卷进帮派斗争里去？
[name="テキサス"]   ……確かに私たちはただの運送会社のはず。なぜいつもマフィアの抗争に巻き込まれる？
[name="Texas"]   We're a logistics company. Why are we always getting involved in gang wars?

[name="大帝"]   因为他们的品味太低，对自己生而为人的品位太低。
[name="エンペラー"]   簡単だ。奴らにはセンスがねぇ。人としてのセンスってやつがな。
[name="Emperor"]   cause they got no taste. They don't value their own lives.

[name="可颂"]   也因为老板发我们薪水嘛。不过还是有在遵纪守法地运送货物啦。
[name="クロワッサン"]   せやせや、ウチらボスから貰うた給料分、ちゃーんとルールっちゅうもんを守って仕事してるで。
[name="Croissant"]   And the baws signs our checks. We still get the goods where they need to go, all nice an' legal-like.

[name="可颂"]   只是大部分时候都会变成武装运送而已。
[name="クロワッサン"]   たま～に、運送中にドンパチしとるだけや。
[name="Croissant"]   It's just we usually end up doin' some armed transport.

[name="能天使"]   对嘛，这有什么问题吗？
[name="エクシア"]   だよね～。別に問題ないじゃん？
[name="Exusiai"]   Yeah. Like, what's the big deal?

[name="拜松"]   ......？这真的没问题吗？
[name="バイソン"]   ……？　これ本当に何も問題ないんですか？
[name="Bison"]   Umm...? You're really okay with that?

[name="德克萨斯"]   唉......
[name="テキサス"]   まぁ……。
[name="Texas"]   Ugh...

[name="德克萨斯"]   先等等。
[name="テキサス"]   ちょっと待って。
[name="Texas"]   Wait a minute.

[name="德克萨斯"]   这里，是空留下的密码。
[name="テキサス"]   ここ、ソラが残した暗号がある。
[name="Texas"]   Here, it's the passcode Sora left.

[name="拜松"]   饼、饼干？
[name="バイソン"]   お、お菓子？
[name="Bison"]   C- cookies?

[name="能天使"]   啊，干嘛要打开了放在这里，受潮了就不好吃了。
[name="エクシア"]   ああっ、もう、こんな開けっぱなしで置いてたら、湿気っちゃってマズくなっちゃうよ。
[name="Exusiai"]   Aww, why'd she open them and leave them here. They're no good when they get all soggy.

[name="德克萨斯"]   有巧克力的一面是长，尾巴是短，这是密码。
[name="テキサス"]   チョコレートの方をツーに、おしりのプレッツェルの方をトンに。これは暗号だ。
[name="Texas"]   The chocolate side is long, and the tail is short. That's the passcode.

[name="拜松"]   （这是什么独特的密码学......）
[name="バイソン"]   （個性的な暗号だな……。）
[name="Bison"]   (That's some weird cryptography...)

[name="可颂"]   什么？那时候是当真的吗？不是玩笑？
[name="クロワッサン"]   なんなん？　あんときのを真に受けてるん？　冗談やろ？
[name="Croissant"]   Really? She wasn't kiddin' with that?

[name="德克萨斯"]   ......我只是普通地记下了空的话。
[name="テキサス"]   ……私はただ普通にソラの話を覚えていただけだ。
[name="Texas"]   ...All I did was memorize what Sora said.

[name="德克萨斯"]   “可疑分子”，唔，空可能追出去了。
[name="テキサス"]   「怪しい人物」か、ふむ……ソラは多分追って行ったのだろう。
[name="Texas"]   "Suspect." Hm. Maybe she chased them out.

[name="大帝"]   随她去吧，已经到下班时间了。
[name="エンペラー"]   ソラは行かせてやれ。だが今日の俺たちは終業だ。
[name="Emperor"]   Let her go. It's quittin' time.

[name="大帝"]   今天可是安魂夜，没有加班，没有资本主义的压迫，否则死人都难安心。
[name="エンペラー"]   今日は安魂夜だ。残業も資本主義からの圧迫も無しにしようぜ。でないと安魂にならねぇだろ？
[name="Emperor"]   And we got Sauin, so no overtime. Forget about capitalist oppression. We gotta pour one out for the homies.

[name="大帝"]   晚上谁想去喝一杯？
[name="エンペラー"]   で、誰か飲みに行きたいやつはいるか？
[name="Emperor"]   Who's drinkin' with me?

[name="可颂"]   啊，莫非老板请客？上次才进了一批价格不菲的藏酒~
[name="クロワッサン"]   おっ、コレはボスの奢りやねんな？　ええ具合いにたっかい秘蔵酒仕入れといたとこやったんや～！
[name="Croissant"]   Ooh, you buyin', baws? I heard some new top shelf booze just came in stock~

[name="大帝"]   完全没问题，反正你们几个有大把的薪水可以扣。
[name="エンペラー"]   あぁ、俺は構わないぜ。お前らのたけぇ給料からさっ引けばいいんだしな。
[name="Emperor"]   S'all good. You ladies got a lotta pay to dock, after all.

[name="可颂"]   那算了！
[name="クロワッサン"]   なんでやねん！
[name="Croissant"]   No thanks!

[name="拜松"]   等等！那个......我们没有什么对策吗？
[name="バイソン"]   ちょっと待ってください！　あの……ぼくたちは何か対策をしなくていいんでしょうか？
[name="Bison"]   Wait! We... we never came up with a plan.

[name="大帝"]   不需要。
[name="エンペラー"]   必要ねぇな。
[name="Emperor"]   Don't need one.

[name="拜松"]   就放任这些黑手党？
[name="バイソン"]   マフィアを野放しにする、と？
[name="Bison"]   We just let the mob get away with this?

[name="可颂"]   走一步看一步呗。
[name="クロワッサン"]   ぼちぼち様子でも見といたらええんちゃう？
[name="Croissant"]   Play it by ear.

[name="拜松"]   ......龙门近卫局不会介入吗？
[name="バイソン"]   ……龍門近衛局の介入はないんでしょうか？
[name="Bison"]   ...The LGD won't butt in?

[name="能天使"]   大概不会吧 ，他们应该都习惯了。
[name="エクシア"]   多分ないよね～。向こうだって慣れっこだし。
[name="Exusiai"]   Probably not. They're used to this stuff.

[name="拜松"]   呃......
[name="バイソン"]   えぇ……。
[name="Bison"]   Ugh...

[name="德克萨斯"]   既来之则安之。
[name="テキサス"]   慣れればなんてことはない。
[name="Texas"]   It is what it is. Just go with the flow.

[name="德克萨斯"]   但上个月发来的的公物损害赔偿清单有点长，各自都稍微注意一点。
[name="テキサス"]   ただ、先月分の公共物の損害賠償リストは長かった。各自より注意するように。
[name="Texas"]   But last month's property damage invoice was a little longer than usual. You all need to be more careful.

[name="拜松"]   ......那，平时的工作呢？
[name="バイソン"]   ……ところで、いつもはどんな仕事をされているのですか？
[name="Bison"]   So what's your typical work like?

[name="能天使"]   按照委托送货，然后打架。如果要打架的话，打架优先。
[name="エクシア"]   もちろん荷物の配送と、あとは喧嘩だね。もし喧嘩になったら、喧嘩優先って感じかな。
[name="Exusiai"]   We deliver the cargo in accordance with the contract, and then we fight. But if we have to fight, that kinda takes precedence.

[name="能天使"]   顺便一提，任何委托只过老板一手，至于谁来做，谁能抢到就算谁的！
[name="エクシア"]   ちなみに、依頼の元締めはボスだからね。でもどの仕事を担当するかは早い者勝ち！
[name="Exusiai"]   Oh and jobs go to the boss first. Then it's first come first serve, whoever can handle them.

[name="拜松"]   ......
[name="バイソン"]   ……。
[name="Bison"]   ......

[name="大帝"]   喂，叫拜松的小子，你爹把你托付给我们，哪怕只是暂时的，你也是企鹅物流的一员了，明白吗？
[name="エンペラー"]   おい、バイソン。親父さんは俺にお前を託した。だから今からしばらくの間、お前はペンギン急便の一員ってわけだ。わかるか？
[name="Emperor"]   Hey, little man. Your daddy trusted you to me. So you're part of the Penguin Logistics family now, even if it's just for a bit.

[name="拜松"]   ——明白，呃，大概吧。
[name="バイソン"]   ——はい……。多分、分かっている…と思います。
[name="Bison"]   Er, yeah... I get it.

[name="大帝"]   那么你就必须记住，企鹅物流员工须知的第一条重要规定，那就是：“不拘小节”。
[name="エンペラー"]   ならこれだけは覚えておけ。ペンギン急便の就労規則ってやつの第一条だ。それはな……「細かいコトは気にするな」だ。
[name="Emperor"]   And you gotta remember the first rule of Penguin Logistics: "Don't sweat the small stuff."

[name="能天使"]   昨天不还是“娱乐至死”？
[name="エクシア"]   あれ？　昨日は「楽しみながら死んでいけ」じゃなかったっけ？
[name="Exusiai"]   Wasn't the first rule "live for the party" yesterday?

[name="可颂"]   我记得是“及时行乐”。
[name="クロワッサン"]   ウチは「楽しみどきを逃すな」だった気ぃする。
[name="Croissant"]   The one I heard was "carpe diem."

[name="大帝"]   ......差不多。
[name="エンペラー"]   ……どれもあまり変わらねぇだろうが。
[name="Emperor"]   ...pretty much.

[name="大帝"]   想要绑架你这样的公子哥的罪犯不在少数，按我们的规矩，来一个打一个，就这么简单。
[name="エンペラー"]   お前のような坊主を誘拐しようなんて犯罪、それこそこの龍門じゃ日常茶飯事だぜ。俺たちのルールはただ一つ。「やられたらやり返す」ただそれだけだ。
[name="Emperor"]   Those ain't gonna be the last soldiers who wanna scoop you up and haul you off, but we're gonna take 'em one at a time. Simple as that.

[name="大帝"]   ——等等，怎么感觉屁股怪怪的，我完美的人体工程学沙发椅下是不是有什么东西？
[name="エンペラー"]   待て待て。なんか尻の下が変な感じするぞ。俺の人体工学に基づいたパーフェクトなソファーの下に何かねぇか？
[name="Emperor"]   Hold up, why's my ass feel funny? Somebody leave something in my perfect, ergonomic recliner?

[name="能天使"]   嗯？我看看。
[name="エクシア"]   ん？　ちょっと見てみようか。
[name="Exusiai"]   Um, I'll take a look.

[name="能天使"]   啊，好可爱的糖果盒，老板，你竟然在椅子下面偷藏零食！
[name="エクシア"]   あっ、可愛いアソート缶！　ボス、まさかソファーの下におやつ隠してたなんて！
[name="Exusiai"]   Oh, what an adorable little candy box! Boss, you were hiding snacks under your chair!

[name="大帝"]   胡说，我怎么会蠢到把零食藏在这种——糖果盒？
[name="エンペラー"]   なにを馬鹿な……どうして俺がそんなところに隠すんだよ——待てアソート缶だって？
[name="Emperor"]   That's cap. Why would I stuff snacks in my... did you say candy box?

[name="能天使"]   就是糖果盒啊，上面还写着“维多利亚水果软糖”......
[name="エクシア"]   うん。アソートのグミ缶。「ヴィクトリア・フルーツグミ」って書いてあるし……。
[name="Exusiai"]   It's a box of candies. See, it says "Victorian Gumdrops" right here...

[name="德克萨斯"]   离远点能天使，那大概是个陷阱，别打开——
[name="テキサス"]   離れてエクシア。それは恐らく罠。開けるな——
[name="Texas"]   Get back, Exusiai, don't open the——

[name="能天使"]   欸？
[name="エクシア"]   はえ？
[name="Exusiai"]   Huh?

[name="德克萨斯"]   唉，趴下。
[name="テキサス"]   みんな、伏せて！
[name="Texas"]   Gah! Get down.

