10:26 P.M.    天气/多云
[name="バイソン"]   ぼくとモスティマさんがマフィアと戦っていたとき、あなたたちはここでパーティーをしていたなんて……。
[name="Bison"]   So while me and Mostima were out there fighting off mobsters, you were in here partying?

[name="拜松"]   那么......那个头目呢？
[name="バイソン"]   それで……あのマフィアのリーダーはどうしたんですか？
[name="Bison"]   So... what happened to their leader?

[name="德克萨斯"]   让他跑了。
[name="テキサス"]   逃した。
[name="Texas"]   He got away.

[name="大帝"]   准确来说，是我准许了他跑了。
[name="エンペラー"]   正確に言うと「この俺が特別に逃してやった」だな。
[name="Emperor"]   To be more precise, we let him get away.

[name="拜松"]   反正就是跑了呗......那接下来怎么办？
[name="バイソン"]   どちらにせよ逃してしまったんですね……。これからどうするんですか？
[name="Bison"]   Regardless, he got away... so what do we do next?

[name="德克萨斯"]   敌人的数量，目的，身份，都已经很明显了。
[name="テキサス"]   敵の数、目的、正体、どれも判明した。
[name="Texas"]   We know the enemy's identity, their goal, and their numbers.

[name="德克萨斯"]   来自叙拉古的黑手党，想要夺取企鹅物流在龙门的势力范围。
[name="テキサス"]   シラクーザから来たマフィア。彼らはペンギン急便の龍門での勢力圏を奪取する気だ。
[name="Texas"]   They're the Siracusan Mafia, and they wanted to take Penguin Logistics's territory in Lungmen.

[name="德克萨斯"]   ......虽然我们应该是个物流公司......算了。
[name="テキサス"]   ……私たちは運送会社のはずだが……まぁいい。
[name="Texas"]   ...even though we're a logistics firm and... never mind.

[name="空"]   不要放在心上，德克萨斯，总会有那么几天要用来清扫门户的。
[name="ソラ"]   気にしないでください、テキサスさん。どのみち「庭先のお掃除」はやらないといけないですから。
[name="Sora"]   Don't sweat it, Texas. We've always got a few days here and there to take out the trash.

[name="可颂"]   说这话就更不像是一个正经公司了哦？
[name="クロワッサン"]   なんや、ウチらまともそうな会社に聞こえんねんけど。
[name="Croissant"]   When ya say it like that, it makes us sound even less like a legitimate business, don't it?

[name="能天使"]   他们这是白忙活啦，老板的那些生意，就算拱手相让他们也玩不来的。
[name="エクシア"]   なんか無駄な事してるよね～。譲ってあげたとしても、あいつらにボスの商売のスタイルが真似できるわけないと思うけど。
[name="Exusiai"]   They don't know what they're talking about. They couldn't fill the boss's t-shirt for two minutes without cracking under the pressure.

[name="大帝"]   企鹅物流是不可取代的，而我更是不可取代的。
[name="エンペラー"]   ペンギン急便に取って代われるものはねぇよ。もし俺だってんなら尚更だ。
[name="Emperor"]   Penguin Logistics is a unique operation. And I'm a step even more unique.

[name="拜松"]   既然如此，我们有很多种解决方法，为什么一定要和他们火拼起来？
[name="バイソン"]   そういうことでしたら、別の解決法もあると思います。どうして喧嘩する必要があるんでしょうか？
[name="Bison"]   But that means we have lots of options for how to work this out. Why do we have to fight with them?

[name="德克萨斯"]   不知道。
[name="テキサス"]   知らない。
[name="Texas"]   I don't know.

[name="拜松"]   不知道......你们，一直以来是怎么......
[name="バイソン"]   知らないって……。皆さん、いつもどうやって……。
[name="Bison"]   You don't know? How have you been...

[name="大帝"]   好啦好啦，不要这么认真嘛，找个机会把他们的头儿揍一顿扔进江里，不就完事了吗？
[name="エンペラー"]   オッケーオッケー、そんなにガチになるなよ。簡単だ。奴らのボスをボコって河に捨てりゃあ、それで万事解決だろ？
[name="Emperor"]   Alright, alright, let's not put too much brainpower into this. Find an opportunity to grab their boss, huck him in the river and boom, we're done.

[name="大帝"]   这场闹剧就和没能睡着的回笼觉一样浪费时间，我完——全提不起兴趣。
[name="エンペラー"]   そもそも連中の件は、二度寝しようとしてやっぱり寝付けなかったのと同じぐらい時間の無駄だ。俺はまっっったくやる気がねぇんだよ。
[name="Emperor"]   This whole thing has been one big ass waste of time. I just. Don't. Give. A shit.

[name="能天使"]   就是嘛，这可不是什么值得认真讨论的事情。来，口香糖。
[name="エクシア"]   まぁ、そういうことだよね。真面目に話す価値すらないと思うよ。ほい、ガム。
[name="Exusiai"]   Seriously. This isn't really worth spending any more time on. Here, gum.

[name="拜松"]   ......唉。
[name="バイソン"]   ……あ、すいません。
[name="Bison"]   Om...

[name="拜松"]   但至少我们应该制定一个计划......等等，这口香糖是什么味道？
[name="バイソン"]   でも少なくとも何か対策を考えておくべきではないでしょうか？　んんッ、えっ、ちょっと待って、このガムは何味ですか？
[name="Bison"]   But we at least need to come up with a plan to... Wait, what flavor is this gum?

[name="能天使"]   白马醇味。
[name="エクシア"]   上級合成コール味。
[name="Exusiai"]   White Horse Kohl flavor.

[name="德克萨斯"]   把这个牌子的口香糖列入危险品范畴吧，可颂。
[name="テキサス"]   このメーカーのガムは危険物リストに入れろ、クロワッサン。
[name="Texas"]   Croissant, please add this brand of gum to our hazardous materials list.

[name="可颂"]   看到新口味就进货了，没注意，诶嘿。
[name="クロワッサン"]   堪忍な。目新しいフレーバーのもん見つけると、つい仕入れてしまうねん。えへっ。
[name="Croissant"]   We were runnin' low so I grabbed the new flavor. Didn't notice what it was. Oops.

[name="大帝"]   喂，你们派对还搞不搞了，有酒有菜，音乐呢？
[name="エンペラー"]   おい、お前ら、パーティーどうした？　酒と料理はある、音楽は？
[name="Emperor"]   Yo, are we gonna party or what? We got food, we got drinks, where's the tunes?

[name="能天使"]   收到~！
[name="エクシア"]   りょーかいっ！
[name="Exusiai"]   I'm on it~!

[name="拜松"]   居然真的是爵士乐......出乎意料......虽然有点.....
[name="バイソン"]   これジャズですか……意外だ……でも少し……。
[name="Bison"]   I wasn't expecting jazz... even if it's a little...

[name="能天使"]   以前这里的主人的确是个爵士乐爱好者啦，只是在转让给老板之后发生了一些小小的风格变化。
[name="エクシア"]   前のマスターは、根っからのジャズ愛好家だったからね。ただボスが店を引き受けてから、ちょっとスタイル変えてるんだ。
[name="Exusiai"]   The previous owner was something of a jazz lover, but after the boss took over we had to make a few style changes.

[name="空"]   小小的？
[name="ソラ"]   ちょっと？
[name="Sora"]   A few?

[name="德克萨斯"]   主要是因为老板自己的唱片刚才全部被——
[name="テキサス"]   それはボスのレコードはさっき全部——。
[name="Texas"]   It's pretty much because the boss's own records all got toasted in that——

[name="大帝"]   打住，不要让我回忆起悲伤的往事。
[name="エンペラー"]   やめろ！　俺のトラウマを掘り起こすな！
[name="Emperor"]   Enough. Let's not bring back any tragic memories.

[name="大帝"]   说到底，谁让他查出那种麻烦的病，我肯抽空来帮他照顾这家酒吧就不错了。
[name="エンペラー"]   ま、奴さんがあんな厄介な病気になっちまったからよ。俺が代わりに店の面倒見てるってわけだ。
[name="Emperor"]   And besides, nobody asked him to go get sick. Here I am takin' time outta my busy schedule to look after his bar.

[name="拜松"]   难道是矿石病？
[name="バイソン"]   もしかして、鉱石病ですか？
[name="Bison"]   is it Oripathy?

[name="拜松"]   龙门经历了那么多事情，对感染者的态度应该转变了不少才对......
[name="バイソン"]   あの事件が起きてから、龍門の感染者への扱いは改善したはずなのでは……。
[name="Bison"]   Lungmen's been through a lot. They should've changed the way they look at the Infected...

[name="大帝"]   不。
[name="エンペラー"]   いや。
[name="Emperor"]   Nah.

[name="大帝"]   是酒精过敏。
[name="エンペラー"]   アルコールアレルギーだ。
[name="Emperor"]   He picked up an alcohol allergy.

[name="拜松"]   ......
[name="バイソン"]   ……。
[name="Bison"]   ......

[name="可颂"]   对一个立志成为龙门最好的调酒师的家伙而言，的确是绝症了呢。
[name="クロワッサン"]   龍門最高のバーテンダーになるっちゅう夢を持っとった人やったのにな。こんなんまさに命取りや。
[name="Croissant"]   He was fixin' to be the greatest bartender in all Lungmen. Fer a feller like that, we call it terminal.

[name="大帝"]   怎么又有脏东西闯进来了，喂，你们几个，想活命的立刻趴到吧台后面去。
[name="エンペラー"]   ヤレヤレ、また汚ねぇ連中が押しかけてきやがったか。おい、お前らよ、命が惜しけりゃカウンターの下に潜っとけ。
[name="Emperor"]   We got some party crashers. Yo, get behind the bar if you wanna live.

[name="可颂"]   得令！
[name="クロワッサン"]   わかったわ！
[name="Croissant"]   Yessir!

[name="能天使"]   啊，吧台下面有一枚硬币，赚到。
[name="エクシア"]   あっ、カウンターの下にコインみっけ。ラッキー。
[name="Exusiai"]   Nice! There's a coin back here.

[name="空"]   不要乱动啦，这里很窄——唔！能天使！你的光环！
[name="ソラ"]   騒がないで、ここ狭いんだから——あっ！　エクシア！　頭のリングが！
[name="Sora"]   Don't squirm around, there's not much room back here——Ow! Watch your halo, Exusiai!

[name="德克萨斯"]   别发呆，拜松，趴下。
[name="テキサス"]   ボケっとするな。バイソン、伏せろ。
[name="Texas"]   Stop gawking and get down, Bison.

[name="拜松"]   欸？啊——
[name="バイソン"]   えっ？　あ——。
[name="Bison"]   Huh? Ah!

[name="黑帮"]   开火！！
[name="マフィア"]   撃て！！
[name="Mafioso"]   Get 'em!

[name="可颂"]   唔啊，这下店里可全毁了。
[name="クロワッサン"]   うひゃ～、こんなん店がメタメタになってまうやん。
[name="Croissant"]   Welp, that's the end of this place.

[name="拜松"]   大帝先生好像还在外面，没关系吗！？
[name="バイソン"]   エンペラーさん、隠れてないみたいですけど、大丈夫なんですか？
[name="Bison"]   Mr. Emperor's still out there. Will he be okay?!

[name="大帝"]   这些人怎么就这么死缠烂打，在店铺被轰干净之前还击啊！
[name="エンペラー"]   本当にしつこい連中だぜ。おいお前ら、店がなくなっちまう前に反撃しろ！
[name="Emperor"]   Why are these punks still up in my business? Shoot back already, before they completely trash the joint!

[name="能天使"]   抱歉，老板，我的橡皮弹好像用完了，不如咱们抄凳子上？
[name="エクシア"]   ごめん、ボス。あたしのゴム弾はもう切れたから。椅子でも使えばいい？
[name="Exusiai"]   Sorry, boss, I'm all out of rubber bullets. Should we go at them with the barstools?

[name="大帝"]   不是专门买了一批便宜酒放在这儿当武器的吗！?
[name="エンペラー"]   おい、わざわざ安酒買っといたのは、こういう時に武器にするためだろうが！？
[name="Emperor"]   Did I not buy a forty of malt liquor and leave it here for just such an occasion?!

[name="可颂"]   欸、刚才喝的是最后一瓶了，剩下的都是值钱货哎。
[name="クロワッサン"]   あー、こらアカンわ。あの安物はさっきのひと瓶で終いや。残ってるんは、高いやつばかりや。
[name="Croissant"]   Um, we just drank the last bottle. All we got left is the top shelf stuff.

[name="大帝"]   不管了，只有迂腐的老东西才会把美酒储存在自己的宫殿里。
[name="エンペラー"]   構わねぇよ。美酒を自分の宮殿にしまっておくなんざ、時代遅れのジジイのやるこった。
[name="Emperor"]   Use it. I ain't some stuffy old rich man, filling my palaces with fancy show-off booze.

[name="大帝"]   我们应该让这些美妙的酿造物绽放，无论是价值层面，还是物理层面。
[name="エンペラー"]   美酒らしく華を咲かせて散らしてやれ！　物理的に！
[name="Emperor"]   Let this liquor show us what it's worth.

[name="可颂"]   呃？但是那些藏酒的价格可非常——
[name="クロワッサン"]   マジか。せやけど、あの秘蔵酒、メッチャ高いんやけど——。
[name="Croissant"]   Huh? But the price on this stuff's higher than——

[name="大帝"]   拿着，人手一瓶，记住，只砸头。
[name="エンペラー"]   持て、ひとり一本にしとけよ。頭だけ狙え。
[name="Emperor"]   Grab it, hold it in your hand, and remember: aim for the head.

[name="大帝"]   保护了我的酒吧，就是保护了这片大地，上吧。
[name="エンペラー"]   俺のバーを守ることは、この大地を守ることだ。行けっ！
[name="Emperor"]   Protecting this bar means protecting my land. Come on.

[name="德克萨斯"]   能天使。
[name="テキサス"]   エクシア。
[name="Texas"]   Exusiai.

[name="能天使"]   好嘞！抄瓶子砸人是吧，我擅长的。
[name="エクシア"]   はーいっ！　酒瓶で人を殴るんでしょ、そういうのあたし得意。
[name="Exusiai"]   Got it! Take a bottle and smash a head. No problem!

[name="空"]   等、等等我！
[name="ソラ"]   ちょ、ちょっと待ってよ！
[name="Sora"]   W- wait for me!

[name="黑帮"]   他们冲出来了！小心！呃啊！
[name="マフィア"]   奴らが出てきやがったぞ！　気をつけろ！　うわあっ！
[name="Mafioso"]   They're charging, watch out! Gah!

[name="可颂"]   十万、十五万、四十五万，七十万......
[name="クロワッサン"]   10万、15万、45万、70万……。
[name="Croissant"]   That's a hundred thousand. Hundred and fifty thousand. Four hundred and fifty thousand. Seven hundred thousand...

[name="可颂"]   那瓶多少来着？不！等等能天使！那瓶是——哎呀。
[name="クロワッサン"]   あの瓶はなんぼなん？　アカン！　待つんやエクシアはん！　そのボトルは——あちゃ～。
[name="Croissant"]   How much was that one? No! Exusiai! Not that one—— agh.

[name="拜松"]   这、这是......？
[name="バイソン"]   そ、それは……？
[name="Bison"]   What's... huh...?

[name="可颂"]   今晚的损失数字，不行，至少我们两个还可以靠盾牌战斗，不能再让损失扩大了。
[name="クロワッサン"]   今夜の損失の数字や。アカン。耐えられへん。ウチら二人、盾で戦うで！　これ以上損失を広げたらアカン。
[name="Croissant"]   Tonight's property damage bill. At least you and I got our shields to fight with. Don't want that number gettin' any bigger.

[name="拜松"]   明、明白！
[name="バイソン"]   りょ、了解！
[name="Bison"]   R- right.

[name="可颂"]   OK~三，二，一，上！
[name="クロワッサン"]   いくで～、三、二、一、ゴー！
[name="Croissant"]   Okay~ Three, two, one, go!

