2:42 P.M.  天气/多云
[name="레온하르트"]  게다가 우리한텐 저장 탱크도 있잖아. 여기 캐스터가 두 명이나 있으니, 에너지 소비는 걱정할 필요 없다고. 그렇지, 뒷좌석의 꼬마 캐스터님?

[name="格雷伊"]  嗯......不过要是我也有驾驶许可就好了。如果我能自己骑沙地车赶过去的话会更快更方便吧？
[name="グレイ"]  はい……でも、ぼくも運転免許を取っていれば良かったですよね……自分でバギーを運転して現地へ直行できれば、その方が断然速くて便利ですし。
[name="Greyy"]  Yeah... I kind of wish I had a driver's license, though. If I could drive myself there in a dune buggy, I could've gotten there much faster, and I wouldn't have to bother you two.
[name="그레이"]  네…… 하지만 저도 운전면허가 있었으면 좋았을 텐데요. 제가 버기카를 몰았으면 더 빠르고 편했겠죠?

[name="断崖"]  那可不行。
[name="エアースカーペ"]  それはダメだ。
[name="Ayerscarpe"]  Sorry, but that's not how it works.
[name="에이어스카르페"]  그건 안 돼.

[name="格雷伊"]  咦？
[name="グレイ"]  え？
[name="Greyy"]  Huh? Why's that?
[name="그레이"]  엥?

[name="莱恩哈特"]  对哦，你应该还没参加过这类救援任务。
[name="レオンハルト"]  そうだよ。君、こういった救援任務に参加するのは初めてでしょ？
[name="Leonhardt"]  Oh, right, this is your first time on one of these rescue missions, right?
[name="레온하르트"]  맞아. 너 아마 이런 구조 임무에 참여하는 건 처음이지?

[name="莱恩哈特"]  但凡远离了移动城市去跑外勤，就总会有些说不清的麻烦找上门的，到头来还是不会让你一个人行动啦，总是有帮手的好。
[name="レオンハルト"]  移動都市を離れて外勤に向かう場合は、必ず何かしらのトラブルが起こるものなんだよ。だから君を一人で行動させることはない……それにさ、ほら、旅は道連れっていうでしょ？
[name="Leonhardt"]  There's so many ways that these field ops away from the nomadic cities can go wrong, there's no way they'll ever let you go on these missions on your own. It's always a good idea to have a few helping hands.
[name="레온하르트"]  이동도시에서 벗어난 외근 임무에는, 언제나 뭐가 됐든 귀찮은 일이 닥치는 법이야. 그러니까 네게 단독 행동을 시킬 수는 없어. 조력자가 있는 편이 좋아.

[name="莱恩哈特"]  “在天灾预警区域内展开的行动都应当有天灾信使随行以便应对各种突发状况。”
[name="レオンハルト"]  「天災警戒区域内で行動する場合には、様々な突発的状況に備え、天災トランスポーターの同行を必要とする」ってあれだよ、あれ。
[name="Leonhardt"]  You know what they say. 'All deployments to Catastrophe Warning Zones must always be accompanied by a Catastrophe Messenger to address any unexpected situations.'
[name="레온하르트"]  “재앙 경보 구역에서 작전을 펼칠 때는 반드시 재앙정보전달자와 동행해 여러 돌발 상황에 대처할 수 있어야 한다.”

[name="莱恩哈特"]  何况这次收到的求援信号嘛，是雷姆必拓地方城镇的加密制式。呼......心情复杂啊。
[name="レオンハルト"]  それに今回受信した救援信号はさ、レム・ビリトンの地方で使われる暗号方式なんだよ。ふぅ……何だか複雑な気分。
[name="Leonhardt"]  Besides, we're here because of a distress signal. It's encrypted the way the towns in the Rim Billiton outskirts do it, too. Phew... feels kinda complicated, y'know.
[name="레온하르트"]  무엇보다 이번에 받은 구조 신호는, 림 빌리턴 지방 도시의 방식으로 암호화된 거거든. 휴…… 심경이 복잡한걸.

[name="格雷伊"]  因为是同胞发出的信号......吗？
[name="グレイ"]  故郷から発信された信号だから……ですか？
[name="Greyy"]  Is it because the signal is from your countrymen...?
[name="그레이"]  동포들이 보낸 신호라서…… 인가요?

[name="莱恩哈特"]  那倒不是。
[name="レオンハルト"]  それは違うかな。
[name="Leonhardt"]  Not really.
[name="레온하르트"]  그건 아냐.

[name="莱恩哈特"]  也不对，说不定是。雷姆必拓嘛......哼哼......我想想怎么和你说——
[name="レオンハルト"]  いや、そうかもしれない。レム・ビリトンか……うーん……なんて言えばいいんだろう――
[name="Leonhardt"]  Well, maybe a little bit. Rim Billiton is... hmm... I wonder how I  should tell you—
[name="레온하르트"]  아니, 그럴지도 모르겠다. 림 빌리턴은 말이지…… 흐음…… 뭐라고 설명하면 좋을까……

[name="断崖"]  别想入神了，前面有个沟。
[name="エアースカーペ"]  ボーっとするな！　前に溝があるぞ。
[name="Ayerscarpe"]  Don't think too much about it. There's a ditch up ahead.
[name="에이어스카르페"]  잡생각하지 마. 앞에 파인 곳이 있다.

[name="格雷伊"]  呜哇！？
[name="グレイ"]  うわぁ！？
[name="Greyy"]  Whoa?!
[name="그레이"]  으앗?!

[name="莱恩哈特"]  呜哦，小心别咬到舌头。不好意思时间要紧，没法照顾到各位乘客的体验啦。
[name="レオンハルト"]  おっとごめんよ。時間がないんだ、みんなの乗り心地を気にしてる余裕なんてない。舌をかまないようにね！
[name="Leonhardt"]  Uh-oh, watch out. Don't bite your tongue. Sorry, we ain't got much time. Giving you guys the best experience isn't really my top priority right now.
[name="레온하르트"]  아이고 승객님들, 시간이 없어서 승객 여러분의 승차감까지 신경 쓰지 못하는 점은 미리 양해 바랍니다~! 혀 안 깨물게 조심해!

[name="断崖"]  那你当初倒是也反对一下这个任务......
[name="エアースカーペ"]  だったらアンタ、この任務を引き受けなければ良かっただろ。
[name="Ayerscarpe"]  Perhaps you should've turned down this mission, then...
[name="에이어스카르페"]  너, 처음에 이 임무를 반대했었지 않나……

[name="格雷伊"]  对、对不起！都怪我坚持要......
[name="グレイ"]  ご、ごめんなさい！　ぼくがわがままなばっかりに……
[name="Greyy"]  S-Sorry! It's all because I insisted...
[name="그레이"]  죄, 죄송해요! 제가 고집을 부리는 바람에……

[name="断崖"]  唉......不怪你。要怪也是怪某位当时第一个跳出来说有自己跟着去就没问题的天灾信使。
[name="エアースカーペ"]  いや……アンタを責めちゃいない。責めるんなら、あの時真っ先に飛び出して、自分がついていれば問題ないって言い出したどこかの天災トランスポーターだ。
[name="Ayerscarpe"]  Well... This is not your fault. We have a certain Catastrophe Messenger who jumped up from his seat and claimed everything would be fine with him as chaperone to blame.
[name="에이어스카르페"]  에휴…… 네 탓이 아니다. 탓하려면 가장 먼저 튀어나와 자기가 함께 가면 아무 문제 없다고 말한 어떤 재앙전보전달자겠지.

[name="莱恩哈特"]  我不去也会有别人去的呀！
[name="レオンハルト"]  なんだよ。俺が行かなくたってほかの人が行くだけじゃんか！
[name="Leonhardt"]  Even if I didn't come, someone else would still have tagged along!
[name="레온하르트"]  내가 안 갔어도 다른 누군가가 갔을걸!

[name="莱恩哈特"]  前面有个坡，小心了！
[name="レオンハルト"]  あ、段差を乗り越えるから、気を付けて！
[name="Leonhardt"]  Ditch up ahead! Watch out!
[name="레온하르트"]  앞에 돌출부가 있다, 다들 조심해!

[name="格雷伊"]  呃！
[name="グレイ"]  うぐっ！
[name="Greyy"]  Urgh!
[name="그레이"]  윽!

[name="断崖"]  ！
[name="エアースカーペ"]  っ！
[name="Ayerscarpe"]  !
[name="에이어스카르페"]  !

[name="格雷伊"]  啊......那个，谢谢你！
[name="グレイ"]  ふぅ……えーと、ありがとうございます！
[name="Greyy"]  Ah... Um, thanks!
[name="그레이"]  아…… 저어, 고맙습니다!

[name="莱恩哈特"]  我倒是没想过你这武器继上次罗德岛给你加装了信号增幅器后，现在还能拓展出搀扶人的业务啊。
[name="レオンハルト"]  なんのなんの。しっかし、ロドスがこのあいだ増幅器を取り付けたその武器が、まさか手すりにもなるなんてね。
[name="Leonhardt"]  I've got to say, though. I know we got that signal amplifier installed on your weapon, but I sure didn't expect to see it prop someone up.
[name="레온하르트"]  설마하니 저번에 로도스 아일랜드에서 네 무기에 앰프를 붙여준 뒤로, 사람을 지탱하는 업무까지 가능해질 줄은 몰랐는걸.

[name="断崖"]  如果有必要的话甚至还能缠上绳子把敌人捆起来再打个死结。
[name="エアースカーペ"]  必要なら敵を縄で縛り上げて、ラッピングしてやることもできる。
[name="Ayerscarpe"]  If it comes down to it, I can even hook it up with a rope to tie an enemy down.
[name="에이어스카르페"]  필요하다면 밧줄로 적을 돌돌 묶고 매듭까지 매줄 수도 있다.

[name="莱恩哈特"]  你认真的？
[name="レオンハルト"]  マジ？
[name="Leonhardt"]  Are you serious?
[name="레온하르트"]  진심이야?

[name="断崖"]  想试试？
[name="エアースカーペ"]  試してみるか？
[name="Ayerscarpe"]  Do you want to find out?
[name="에이어스카르페"]  시험해볼까?

[name="莱恩哈特"]  算了吧，你那宝贝漏电，到时候再给我整出个仰望天空的发型。你不如研究一下怎么用它表演剥毛豆，好跟人推荐你的喜好。
[name="レオンハルト"]  やめとくよ。そいつ漏電するでしょ、そんなことしたら俺がツンツン頭になっちゃうよ。それよりどうやってそいつで枝豆の皮をむくか考えた方がいいよ、君の好物を人にお勧めできるようにさ。
[name="Leonhardt"]  I'll pass. That thing's gonna give me an electric shock and send every strand of my hair pointing up toward the sky. Maybe you should look into how to shell edamames with it. Really market the things you like, you know?
[name="레온하르트"]  됐어. 네 그 보물에 전기라도 흘렸다간, 내 머리가 하늘까지 솟을 거라구. 차라리 콩깍지 까는 법이나 연구해서 사람들한테 네 취향을 어필하는 게 어때?

[name="莱恩哈特"]  说正事。格雷伊，麻烦你看下你旁边那个座位上的箱子上的仪表指针。
[name="レオンハルト"]  さて……真面目な話に戻るよ。グレイくん、隣のシートに置いてあるその箱のメーターを見てもらえるかな。
[name="Leonhardt"]  Let's get back on topic. Greyy, mind taking a look at the gauge on the box next to you?
[name="레온하르트"]  이제…… 슬슬 본론으로 돌아갈까. 그레이, 네 옆좌석에 놓인 상자의 측정기 바늘 좀 봐줄래?

[name="格雷伊"]  嗯！现在还在绿色的区域，很接近浅黄色区域，读数是......呃，好多行刻度，该看哪行......
[name="グレイ"]  はい！　針はまだグリーンゾーンにありますが、イエローゾーンにかなり近いです。数値は……えーっと、目盛りがたくさんあってどれを見ればいいのか……
[name="Greyy"]  Yep! It's still in the green range. It's getting really close to the yellow range, though, and it reads... uh... there are a lot of values here. Which one should I be looking at...?
[name="그레이"]  네! 황색 부분에 거의 근접하긴 했지만, 아직은 녹색 부분이에요. 수치는…… 윽, 눈금이 엄청 많네요. 어딜 봐야 할지……

[name="莱恩哈特"]  啊，那个不看也没关系，反正我们都闯进这片地带啦。目前也不像有天灾云要成形的样子，前方路况也不错，只要......
[name="レオンハルト"]  あ、それは見なくてもいいよ、どうせもうここに入ったんだから。今はまだ天災雲が発生する様子はないみたいだね。前方の道の状況も悪くない、ただ……
[name="Leonhardt"]  Oh, you don't need to look at those. We've barged into this place already anyway. It doesn't look like there are any Catastrophe storm clouds forming, and the road up ahead looks okay, so as long as...
[name="레온하르트"]  아, 그것까진 안 봐도 돼. 어차피 이미 이 일대에 들어와 버렸으니까 말이야. 현재로서는 아직 재앙 구름이 형성될 기미도 없고, 전방의 길 상황도 나쁘지 않아. 다만……

[name="断崖"]  你打住。这种任务最忌讳做不吉利的预言。
[name="エアースカーペ"]  おいやめろ。この種の任務で不吉な予言は禁物だ。
[name="Ayerscarpe"]  Hold right there. Let's not jinx ourselves, especially not on the kind of mission we're on.
[name="에이어스카르페"]  그만둬. 이런 임무에서 그런 불길한 예언은 금물이다.

[name="莱恩哈特"]  哎呀我都来当天灾信使了还搞什么吉不吉利、预不预言的。
[name="レオンハルト"]  ったく、天災トランスポーターをやってるんだから、不吉だの予言だのと言ったところで意味がないでしょ。
[name="Leonhardt"]  Oh, come on. You're sitting right behind a Catastrophe Messenger, and you're worried about jinxes?
[name="레온하르트"]  나 원…… 재앙정보전달자인 이 몸이 온 이상, 불길하다느니 예언한다느니 해봤자 소용없다고.

[name="莱恩哈特"]  天灾信使自己就比什么都不吉利。
[name="レオンハルト"]  ――天災トランスポーター自体が何よりも不吉なんだからさ。
[name="Leonhardt"]  We Catastrophe Messengers are basically walking jinxes.
[name="레온하르트"]  애초에 재앙정보전달자 자체가 제일 불길한데 무슨.

[name="格雷伊"]  凭什么呀！
[name="グレイ"]  何言ってるんですか！
[name="Greyy"]  What makes you say that?!
[name="그레이"]  그게 무슨 소리예요!

[name="格雷伊"]  呃，不好意思，我是说，天灾信使难道不是通知人们将有危险到来的好人......吗？
[name="グレイ"]  あっ、ごめんなさい。でも、天災トランスポーターは危険を人々に知らせる良い人……じゃないんですか？
[name="Greyy"]  Oh, I'm sorry. I mean, I thought all Catastrophe Messengers were all nice people that warn others before bad things happen...?
[name="그레이"]  앗, 죄송해요. 제 말은, 재앙정보전달자는 사람들에게 다가올 위험을 알려주는 좋은 사람……이 아닌가요?

[name="断崖"]  问题就出在通知人们。
[name="エアースカーペ"]  問題は人々に知らせる「だけ」という部分にある。
[name="Ayerscarpe"]  That's where the problem lies.
[name="에이어스카르페"]  문제는 바로, 사람들에게 '알려준다'라는 점이다.

[name="断崖"]  城镇无法承担被天灾打击的代价，一旦收到了天灾信使的预警就得立刻准备动身撤离。
[name="エアースカーペ"]  街は天災がもたらす被害に耐えられない。天災トランスポーターの警告を受けたらすぐ、その場を離れる準備をしなくてはならない。
[name="Ayerscarpe"]  Cities and towns can't afford to take a direct hit from Catastrophes, so they have to pack up and leave as soon as they receive the Messengers' warnings.
[name="에이어스카르페"]  도시로서는 재앙의 피해에 따른 대가를 감당할 수 없다. 재앙정보전달자의 경고를 받은 이상, 즉시 도시를 대피시켜야만 하지.

[name="断崖"]  生活在移动城镇的人们需要停止相当一部分的娱乐活动甚至日常工作内容。
[name="エアースカーペ"]  天災が来るとなれば、移動都市に住む人々は、色々諦めなきゃいけなくなるんだ。娯楽や、場合によっては日常の生活をな。
[name="Ayerscarpe"]  The people who live in the nomadic towns need to put the brakes on much of their entertainment, if not their normal lives and their work as well.
[name="에이어스카르페"]  이동도시에 살던 사람들은 상당 부분의 오락 활동, 심지어는 일상적인 활동까지도 중지해야 해.

[name="断崖"]  开始加班加点地规划撤离路线、抽调娱乐设施乃至公共设施使用的能源、安排城区的拆分与接驳......
[name="エアースカーペ"]  避難ルートを計画し、娯楽施設や公共施設が使用するエネルギーを他に振り分け、都市の分割や連結を手配することに注力する……
[name="Ayerscarpe"]  They need to start working overtime to plan out an evacuation route, reroute their power from their entertainment and public facilities, and figure out how to tear apart and reconnect all their city blocks.
[name="에이어스카르페"]  밤낮을 가리지 않고 대피 루트를 짜고, 오락 설비 내지 공공 설비에서 에너지를 추출하고, 도시 구역의 분단 및 연결을 계획하고……

[name="断崖"]  而这打乱平静生活的一切都只因“不祥”的天灾信使带来的一条消息。
[name="エアースカーペ"]  彼らの穏やかな生活を乱すのは、「不吉」な天災トランスポーターによってもたらされる、たった一つの通告だ。
[name="Ayerscarpe"]  Their daily lives become disrupted all because of the news these 'ominous' Catastrophe Messengers bring.
[name="에이어스카르페"]  그리고 이 평화롭던 일상을 어지럽힌 것은, 모두 '불길'한 재앙정보전달자의 메시지 한 통이지.

[name="断崖"]  事后若果真观测到了天灾的降临，人们就会为庆幸躲过一劫而开始大肆庆祝。
[name="エアースカーペ"]  避難後、本当に天災が観測されれば、人々は助かったことを喜び、盛大に祝い始める。
[name="Ayerscarpe"]  If they actually observe a Catastrophe afterwards, the whole town will celebrate how they managed to dodge a bullet.
[name="에이어스카르페"]  대피 후, 만약 정말로 재앙의 강림이 관측되면, 사람들은 살아남은 것에 환희하며 이를 경축하지.

[name="断崖"]  甚至沉浸在庆典的喜悦中而忘记了，到底是谁当初冒着感染矿石病的危险，从监测到异常情况的荒野带回数据和情报帮助他们逃过一劫。
[name="エアースカーペ"]  彼らは祝いの喜びに浸って、大事なことを忘れる。一体誰が鉱石病感染の危険を冒してまで荒野を観測し、異常が発生した後、速やかに警告を発して難から逃れさせてくれたのかを。
[name="Ayerscarpe"]  They'll be so preoccupied with their celebrations that they end up forgetting who it was that risked getting Infected with Oripathy just to monitor the abnormalities out in the field to save their lives.
[name="에이어스카르페"]  심지어는 환희에 빠진 나머지, 당시에 누가 광석병에 감염될 위험을 무릅쓰고, 이상이 감지된 황야를 관측해 데이터와 정보를 가지고 돌아와 그들이 재앙에서 벗어나도록 도왔는지 마저 잊어버리곤 해.

[name="断崖"]  而另一种可能......
[name="エアースカーペ"]  でも、これはまだマシな場合だ。もう一つの場合……
[name="Ayerscarpe"]  And that's just your best case scenario.
[name="에이어스카르페"]  그리고 또 하나의 가능성은……

[name="断崖"]  成功撤离后，几个星期，几个月过去。
[name="エアースカーペ"]  避難した後、数週、数ヶ月が過ぎ……
[name="Ayerscarpe"]  Now, suppose the town evacuated successfully, and after weeks, maybe even months have gone by, they still haven't heard anything about the Catastrophe happening.
[name="에이어스카르페"]  대피에 성공한 뒤, 몇 주, 몇 개월이 지났을 때.

[name="断崖"]  还是没有收到任何天灾的征兆和情报，众人就会随着时间推移渐渐对这位打乱了他们正常生活节奏的灾星报以白眼。
[name="エアースカーペ"]  それでも天災発生の兆候が見られないと、人々は彼らの平穏だった生活を乱した情報の発信者に対して白い目を向ける。
[name="Ayerscarpe"]  As time goes on, everyone in town will start to hold the messenger responsible for disrupting their daily lives.
[name="에이어스카르페"]  그때까지도 여전히 재앙의 징조나 정보가 보이지 않으면, 사람들은 서서히 자신의 정상적인 생활 리듬을 망가뜨린 악운의 전달자를 멸시하기 시작한다.

[name="断崖"]  直到几年后这位天灾信使终于正确预报了某次天灾，或者在漫长的时光中忍受不了白眼和冷遇，终于远走其他城镇或是投奔危机合约的一些危险任务......
[name="エアースカーペ"]  その天災トランスポーターがついに正確に天災を予測できるようになるか、白眼視に耐えきれず他の街に移動するか、危機契約の危険な任務に身を投じるまでずっとな……
[name="Ayerscarpe"]  And that will go on until the Catastrophe Messenger finally predicts a Catastrophe correctly years later, or perhaps until the Messenger is finally tired of all the contempt he faces and leaves for another town or sign up for dangerous missions like the Contingency Contracts.
[name="에이어스카르페"]  몇 년 후 그 재앙정보전달자가 마침내 재앙을 정확히 예보할 때까지, 혹은 그가 기나긴 세월 동안의 멸시와 냉대에 견디지 못하고, 다른 도시로 떠나 버리거나 위기 협약의 위험한 임무에 몸을 던질 때까지 말이다……

[name="莱恩哈特"]  哎哎，艾尔斯，你讲的这个也是个别现象了啊。
[name="レオンハルト"]  ねぇねぇエアース、そんなのは特殊なケースだよ。
[name="Leonhardt"]  Ehh, Ayers, things aren't always that bad.
[name="레온하르트"]  어이, 에이어스. 그건 특수 사례잖아.

[name="莱恩哈特"]  雷姆必拓城镇的天灾信使待遇普遍还不错，有些甚至得了矿石病都丢不了饭碗，最多住得不怎么自由。
[name="レオンハルト"]  レム・ビリトンの天災トランスポーターの待遇は、一般的に見ても悪くないよ。鉱石病に罹っても飯の種がなくならない人もいるし、せいぜい住めるところが少し制限される程度だよ。
[name="Leonhardt"]  All the towns in Rim Billiton treat Messengers pretty well. In some places, you don't even have to worry about losing your job just cause you have Oripathy. At most, you just don't get to live that comfortable of a life.
[name="레온하르트"]  림 빌리턴에서 재앙정보전달자에 대한 대우는 그런대로 나쁘지 않아. 심지어는 광석병에 걸려도 생활이 다소 불편해질 뿐, 밥벌이를 포기하지 않는 사람들도 있을 정도고 말이야.

[name="断崖"]  那你好心管闲事离开矿船跑去提醒天灾警戒圈内的城镇撤离时，有人跟你握过手吗？
[name="エアースカーペ"]  じゃあアンタが採掘船を出て、天災警戒圏内の街に避難勧告をしに訪れた時、誰か一人でもアンタと握手した奴はいたか？
[name="Ayerscarpe"]  Well, has anyone ever shaken hands with you all those times you, out of the goodness of your heart, left the ship to warn the towns in the Catastrophe warning zones to evacuate?
[name="에이어스카르페"]  그럼 네가 기껏 채굴선을 떠나 재앙 경계권 내의 도시에 대피하라고 알렸을 때, 누군가 네게 악수라도 건넸나?

[name="格雷伊"]  ......
[name="グレイ"]  ……
[name="Greyy"]  ......
[name="그레이"]  ……

[name="莱恩哈特"]  ......你这个就不对了啊，不能算的，谁没事就要和人握个手啊！
[name="レオンハルト"]  ……それは話が違うだろ。何の関わりもない人間といきなり握手する人なんてどこにいるのさ！
[name="Leonhardt"]  Now that's not quite right. Why would anyone shake hands with others for no reason?
[name="레온하르트"]  ……그거랑은 다르지. 누가 거기서 할 짓 없이 악수나 해주고 있겠냐!

[name="断崖"]  幸亏是在雷姆必拓，你的身上也没结晶，人们又都容易信任矿队的天灾信使。换别处不朝你丢石头就不错了。
[name="エアースカーペ"]  レム・ビリトンでよかったな。アンタの体には結晶もない、それに採掘隊の天災トランスポーターは信用されやすいんだ。ほかの場所なら石を投げられてもおかしくないレベルだぞ。
[name="Ayerscarpe"]  Just be glad you're in Rim Billiton. You don't have any crystals on your body, and the people there trust the mining teams' Messengers. Elsewhere, you'd be lucky if no one throws rocks at you.
[name="에이어스카르페"]  그곳이 림 빌리턴이었고, 네 몸에도 결정이 없었고, 사람들이 신뢰하는 채굴팀의 재앙정보전달자였으니 망정이지. 다른 데라면 돌팔매질을 당해도 이상하지 않을걸?

[name="莱恩哈特"]  （要不咱还是别聊这些啦？）
[name="レオンハルト"]  （やっぱりこの話やめる？）
[name="Leonhardt"]  (Maybe we should talk about something else, y'know?)
[name="레온하르트"]  (이런 얘기, 그만할까?)

[name="格雷伊"]  呃嗯，没事的，这些都很受用，请再告诉我一些吧！
[name="グレイ"]  えーっと……大丈夫です。役に立ちそうなお話ですので、もう少し聞かせてください！
[name="Greyy"]  Oh, it's okay. I think all this information will come in handy. Please tell me more!
[name="그레이"]  으음, 괜찮아요. 모두 유용한 이야기인걸요. 더 알려주세요!

[name="断崖"]  你当初或许应该考虑去炎国的哪座城当个司机的，莱特。
[name="エアースカーペ"]  あの時、炎国のどっかの都市に行って、運転手にでも転職した方がよかったんじゃないのか、レオンハルト。
[name="Ayerscarpe"]  You really should've thought about going to some Yen city to become a driver, Leon.
[name="에이어스카르페"]  그냥 넌 염국의 한 도시에서 운전기사가 되는 것도 진지하게 고려해봤어야 했어, 레온하르트.

[name="莱恩哈特"]  那你要给司机当护卫？那得什么司机要雇护卫啊，押运车？
[name="レオンハルト"]  ならエアースは運転手の護衛になるのかい？　護衛がついた運転手なんて、現金輸送車くらいしか思い浮かばないけど？
[name="Leonhardt"]  So that you could be a driver's bodyguard? Actually, what kind of drivers get to hire bodyguards? Armored truck drivers, perhaps?
[name="레온하르트"]  그럼 넌 운전기사의 보디가드나 하려고? 세상에 어떤 기사가 보디가드를 고용하고 살아? 호송차?

[name="格雷伊"]  噗......嘿嘿，但押运车后座应该没有位置给一般乘客来......嗯，呃，是叫“唠嗑”？
[name="グレイ"]  プッ……フフッ、でも現金輸送車の後部座席には別の乗客を乗せて……んー、えーっと、「だべる」スペースなんてありませんよ？
[name="Greyy"]  Pffh... haha, but I don't think armored trucks have backseats for passengers to uh... what's the word for that... 'chew the fat?'
[name="그레이"]  풉…… 헤헤, 하지만 호송차의 뒷자리에는 일반 승객에게…… 음, 어, 그러니까 '수다'를 떨 자리는 없겠죠?

[name="莱恩哈特"]  哦？你也听过这个词啊？
[name="レオンハルト"]  おっ？　グレイくんもそんな言葉を知ってんだ！
[name="Leonhardt"]  Oh, you know that saying, huh?
[name="레온하르트"]  엥? 너 그런 말도 들어봤어?

[name="格雷伊"]  嗯！超大型的移动城市里会有一些人在城市里驾驶小型车载客谋生，其中炎国一些城市的司机还特别热情好客，对吧！
[name="グレイ"]  はい！　超大型の移動都市には、小型車に客を乗せて運んで生計を立てている人がいて、中でも炎国の一部の都市の運転手は特にフレンドリーなんだそうです！
[name="Greyy"]  Yeah! At the really big nomadic cities, there are lots of people who drive cars around for a living. Some of the Yen drivers are really talkative, too, right?
[name="그레이"]  네! 초대형 이동도시에서는 조그만 택시를 몰면서 생계를 유지하는 사람들이 있는데, 그중에서도 염국의 일부 도시 기사들은 고객에게 엄청나게 친절하다고 들었어요. 맞죠!

[name="格雷伊"]  罗德岛的各位老师有时候也会在课上聊些奇特的见闻调节气氛。
[name="グレイ"]  ロドスの先生たちが時々、授業の息抜きついでに外の大地の珍しい話をしてくれるんですよ。
[name="Greyy"]  I learned about this from the teachers at Rhodes Island. They like to tell us interesting facts sometimes to liven the classroom up.
[name="그레이"]  로도스 아일랜드의 선생님들께서는 수업 시간에 가끔씩 세상 돌아가는 얘기를 해주면서 분위기를 푸시기도 하거든요.

[name="格雷伊"]  不过好像不会在课上给我们讲太多关于......感染者的生活之类的细节，嗯。
[name="グレイ"]  でも……各地の感染者の生活などの細かい内容については、あまり話してくれないんです。
[name="Greyy"]  But they don't really like to go into... the lives of the Infected during class.
[name="그레이"]  다만 수업 시간에 우리에게…… 감염자의 생활에 관련된 이야기는 그다지 안 해주는 것 같지만요.

