2:10 P.M.    天气/晴
[name="塞弗林"]  ......是安托医生所属的公司，唉，该来的迟早要来。
[name="セベリン"]  ……ああ、アント先生の所属する会社だったな。ふぅ、遅かれ早かれ来るものは来るというわけか。
[name="Severin"]  That would be Dr. Atro’s company. *Sigh.* We knew this was coming.

[name="镇民代表"]  那、那该怎么办？
[name="住民代表"]  で、ではどうしましょう？
[name="Councilor"]  Wh-what do we do?

[name="塞弗林"]  安托医生是一位值得尊敬的感染者。他们也许是来调查安托医生的踪迹的，他们有权利知道真相。
[name="セベリン"]  その二人は、アント先生の足取りを調査しに来たのかもしれん。先生は、尊敬に値する感染者だった……
[name="Severin"]  Dr. Atro was a respectable Infected. They may be here looking for her. And they have a right to know the truth.

[name="塞弗林"]  放他们进来吧。
[name="セベリン"]  よって彼らには、真相を知る権利がある。入れて構わない。
[name="Severin"]  Let them in.

[name="镇民代表"]  ......你也听到了，按长官说的做。
[name="住民代表"]  ……聞こえただろう、憲兵長の言う通りに。
[name="Councilor"]  ...You heard him. Do as he says.

[name="镇民代表"]  呼，可是这样真的没问题吗？如果他们和那些武装人员有关的话？
[name="住民代表"]  ふぅ、本当にこれでいいんですか？　もしその二人が、あの武装集団の関係者だったら？
[name="Councilor"]  Hmm, are you sure about this? What if they have something to do with the militants out there?

[name="塞弗林"]  大裂谷，火灾，感染者。我们还有疑神疑鬼的余裕吗？
[name="セベリン"]  大裂溝、火災、感染者。私たちが、これ以上何かに疑心暗鬼になっている余裕はあるのか？
[name="Severin"]  Between the Great Rift, the fire, and the Infected, do we have the luxury to be suspicious of everyone who knocks on our door?

[name="镇民代表"]  可他们知道所有事情后会怎么样？罗德岛如果向我们索赔追责，只会让沃伦姆德雪上加霜！
[name="住民代表"]  ですが、ロドスが全て知ったらどうなると思いますか？　もし賠償など求められたら、ウォルモンドにとってかなりの痛手です！
[name="Councilor"]  What about after they learn the truth? What if Rhodes Island seeks reparations from us? How much is Wolumonde to suffer?!

[name="塞弗林"]  ......所以呢？
[name="セベリン"]  ……だったらどうしろと言うのだ？
[name="Severin"]  ...So what should we do?

[name="塞弗林"]  把他们拒之门外？还是欺骗他们？告诉他们安托医生带着矿石病患者们远足去了？
[name="セベリン"]  彼らを門前払いするのか？　それとも騙すのか？　アント先生は鉱石病患者を連れて遠足に行ったとでも言うつもりか？
[name="Severin"]  Lock our doors and send them away? Lie to them? Tell them Dr. Atro took some Oripathy patients out on a hike?

[name="镇民代表"]  我知道瞒不住，但这件事也不是你说了算的，不怕一万就怕万一。
[name="住民代表"]  隠しきれないのはわかっていますが、この件に関してはあなたの一存で決められることではありません。私たちは、あらゆる可能性に備えなければ。
[name="Councilor"]  I know we can’t sweep it under the rug. But you don’t have the final say in this. We have to prepare for the worst.

[name="塞弗林"]  真相不被任何人决定，不过......算了，随你们吧。
[name="セベリン"]  私であれ君たちであれ、真相は誰かが決めるものではないだろう？　だが……まぁいい、君たちの好きにしろ。
[name="Severin"]  No one has the final say on the truth, but... Never mind. Do as you will.

[name="塞弗林"]  我先走了。
[name="セベリン"]  私はもう行く。
[name="Severin"]  I’m leaving.

[name="镇民代表"]  走？你又要去哪儿？
[name="住民代表"]  行く？　またどこへ行くつもりですか？
[name="Councilor"]  Leaving? Where are you going this time?

[name="塞弗林"]  ......去解决问题。
[name="セベリン"]  ……問題の解決に。
[name="Severin"]  ...I have a problem to solve.

[name="塞弗林"]  我只负责保证这座城镇回到正轨，决策过程嘛......你们过家家，我不感兴趣。
[name="セベリン"]  私はこの街を、無事正規の運行ルートに戻すことだけを考える。決議に関しては……君たちでままごとを続ければ良いさ。私は興味ないのでな。
[name="Severin"]  My only job is to get this town back on track. The decision-making process? I have little patience for your political games.

[name="镇民代表"]  等等！喂！
[name="住民代表"]  待ってください！
[name="Councilor"]  Hey! Wait!

[name="镇民代表"]  我知道你现在很难过，我也知道我们做了很多不太好的事情，但这没办法！
[name="住民代表"]  あなたが辛い思いをしているのはわかっています、我々がたくさん過ちを犯したことも……ですが、仕方がなかったんです！
[name="Councilor"]  I know you’re suffering, and there’s so much we could’ve done better, but we had no choice!

[name="塞弗林"]  我知道没办法，这就是我现在还在心平气和地同你说话的理由。
[name="セベリン"]  それは私も承知している。だからこそ私は、君たちとまだこうして会話ができているんだ。
[name="Severin"]  I understand. That’s why I’m still talking to you nice and peacefully.

[name="塞弗林"]  罗德岛的事情交给你们了，你们比较擅长这种事。我去看看其他街道的情况。
[name="セベリン"]  ロドスの件は君たちに任せる。この手のことは君たちの得意分野だろうからな。私は他の区画の状況を見てこよう。
[name="Severin"]  I’ll leave Rhodes Island to you. You’re good at these things. I’ll walk the blocks.

[name="塞弗林"]  就这样。
[name="セベリン"]  ではこれで。
[name="Severin"]  That’s the deal.

[name="镇民代表"]  塞弗林！塞弗林·霍索恩！你现在才是这里的长官，不要随便乱跑——
[name="住民代表"]  セベリンさん！　セベリン・ホーソーン！　今のあなたはウォルモンドのトップなんです。あまり勝手に歩き回られては――
[name="Councilor"]  Severin! Severin Hawthorn! You are this town’s Schultz! You can’t be running all over the—

[name="镇民代表"]  啧——他这个人总是——
[name="住民代表"]  チッ――あの人はいつも――
[name="Councilor"]  Ugh! Must he always...

[name="镇民代表"]  ——唉。
[name="住民代表"]  ――はぁ。
[name="Councilor"]  Sigh...

[name="镇民代表"]  算了，都是可怜人。塔佳娜，塞弗林，托尔，都是。
[name="住民代表"]  ……まぁいい。みんな気の毒な人たちなんだ。タチヤナも、セベリンも、トールも、みんな。
[name="Councilor"]  Forget it. Tatjana, Severin, Thor. They’re all tragic figures, really.

[name="镇民代表"]  赶紧把这里收拾一下，罗德岛的人马上就要到了。
[name="住民代表"]  すぐにここを片付けるぞ、そろそろロドスの二人が到着する。
[name="Councilor"]  Let’s get this place cleaned up. Rhodes Island will be here soon.

[name="铃兰"]  沃伦姆德，意为第八个月亮，与周围的七座城镇共同组合成了莱塔尼亚北部璀璨的商业聚落——
[name="スズラン"]  ウォルモンドは八つ目の月という意味だそうです。周囲の七つの街と共に商業集落を形成していて、リターニア北部で異彩を放つ存在だと――
[name="Suzuran"]  Wolumonde. Its name means “The Eighth Moon,” and together with seven other nearby towns, it makes up Leithania’s flourishing northern trade network—

[name="铃兰"]  书上是这么写的。
[name="スズラン"]  本にはそう書いてありました。
[name="Suzuran"]  That’s what the book said, anyway.

[name="亚叶"]  不过眼前的景象和“商业聚落”根本搭不上边啊。
[name="フォリニック"]  でも目に見える様子は「商業集落」とは似ても似つかないわね。
[name="Folinic"]  From what I’m seeing, “flourishing trade” isn’t exactly how I’d describe it.

[name="铃兰"]  是因为“大裂谷”的事情？
[name="スズラン"]  「大裂溝」のせいでしょうか？
[name="Suzuran"]  Could it be because of the “Great Rift” thing?

[name="亚叶"]  嗯。那样规模的天灾并不常见，活性源石裸露在岩壁上，深度也许有上千米，唔啊，回想起来真是触目惊心。
[name="フォリニック"]  そうね。あれだけの規模の天災はなかなかないもの。岩盤上にむき出しになった活性源石、千メートルにも達しようかという深度……うーん、思い出しただけでもショッキングな光景だわ。
[name="Folinic"]  Yes. A Catastrophe of that scale is rare. It could be more than a thousand meters deep, with exposed active Originium on the cliffsides. I shudder just thinking about it.

[name="铃兰"]  可是亚叶姐姐......你当时明明在好奇扔一发炮弹下去会怎么样......
[name="スズラン"]  でもフォリニックお姉さん……当時は砲弾を投げ込んだらどうなるかなんて言っていたじゃないですか……
[name="Suzuran"]  But, Miss Folinic... You were very curious what would happen if you lobbed a shell into it...

[name="亚叶"]  不，那是对于活性源石的研究精神，说真的，搞不好真能把整片高地一分为二？
[name="フォリニック"]  あれは活性源石に対する探究心からよ。本当にやってみれば、高地が麓まで割れて、真っ二つになるかもしれないじゃない。
[name="Folinic"]  Nay, that was just my academic curiosity speaking. Realistically, one wrong move and the entire plateau could get cleaved in half.

[name="亚叶"]  虽然我们是勉强绕路抵达了，但这座城镇估计现在寸步难行吧。
[name="フォリニック"]  私たちは大裂溝を避けながらなんとかここまでこれたけど、この街規模になると、なかなか身動きが取りづらいでしょうね。
[name="Folinic"]  Considering the detour we had to take, looks like this town won’t be moving an inch.

[name="镇民"]  这种时候还会有游客？好奇怪的装束，不会是什么危险分子吧？
[name="住民"]  こんなときに観光客か？　変わった服装だな、危ない奴らじゃないだろうな？
[name="Townsfolk"]  Visitors at a time like this? And such strange clothes. I hope this isn’t an ill omen...

[name="镇民"]  看看那个尾巴，啊，还有她肩膀上的结晶，是感染者？
[name="住民"]  あの尻尾を見ろよ、それにあの肩の結晶は、感染者か？
[name="Townsfolk"]  Look at her tails. Oh, and the crystals on her shoulder! Is she Infected?

[name="镇民"]  可是那个装束，我好像在哪里见到过......是......吗？
[name="住民"]  でもあの服、どこかで見たことが……ある……気がする？
[name="Townsfolk"]  But those clothes look familiar... Where have I seen them before...?

[name="铃兰"]  ......亚、亚叶姐姐，就这么坦荡荡地走在街上真的没关系吗？
[name="スズラン"]  ……フォ、フォリニックお姉さん、私たち、こんな堂々と道を歩いて本当に大丈夫なんでしょうか？
[name="Suzuran"]  M-Miss Folinic, can we really just walk down the street like this?

[name="亚叶"]  莱塔尼亚的源石技艺普及带来了两点明显有别于他处的特色，音乐艺术的繁荣，以及，对感染者的宽容态度。
[name="フォリニック"]  リターニアはアーツが普及しているおかげで、他の街とは違う特色が二つあるわ。一つ目は音楽とアートが盛んなこと、もう一つは感染者に対して寛容なことよ。
[name="Folinic"]  The prevalence of Originium Arts in Leithania have brought two major benefits: first, the incredible music scene, and second, a broad tolerance of the Infected.

[name="亚叶"]  虽然会被限制人身自由，但至少当你想要活下去的时候，你可以付出代价赢回生活的权利。
[name="フォリニック"]  感染者は完全に自由って訳にはいかないけど、少なくとも、対価を払うことで生活の権利を得られる。
[name="Folinic"]  There may be restrictions on your personal freedom, but should you want to live, you can win back that right as long as you’re willing to pay the price.

[name="铃兰"]  ......代价？
[name="スズラン"]  ……対価？
[name="Suzuran"]  ...Price?

[name="亚叶"]  至少是付得起的代价。
[name="フォリニック"]  ええ、感染者にも払える対価よ。
[name="Folinic"]  At least it’s something affordable.

[name="亚叶"]  就算远离了中心，也有冲突和纠纷，但沃伦姆德依旧提供了感染者居住的街道......至少她是这么和我说的——
[name="フォリニック"]  ウォルモンドは中心部から離れれば多少の衝突や諍いはあるけど、感染者にも住む場所を与えてくれる街だって……少なくともあの子は、私にそう教えてくれたわ――
[name="Folinic"]  Wolumonde may be in the boonies and have its fair share of problems, but at least the Infected have a place to live... That’s what she told me anyway—

[name="亚叶"]  ——啊，有人来了。
[name="フォリニック"]  ――あっ、誰か来た。
[name="Folinic"]  —Oh, someone’s coming.

[name="塞弗林"]  ......嗯？
[name="セベリン"]  ……ん？
[name="Severin"]  ...Hm?

[name="铃兰"]  （唔？那个叔叔的装束......）
[name="スズラン"]  （えっ？　あのおじさんの服装は……）
[name="Suzuran"]  (Hm? That man’s uniform...)

[name="亚叶"]  （是沃伦姆德的宪兵？不如去问问路？）
[name="フォリニック"]  （ウォルモンドの憲兵かしら？　道を聞いてみる？）
[name="Folinic"]  (Is he with the Wolumonde Gendarmerie? Should we ask for directions?)

[name="铃兰"]  （他朝我们走过来了诶，是来迎接我们的吗？）
[name="スズラン"]  （こちらに歩いてきます、私たちを迎えに来たんでしょうか？）
[name="Suzuran"]  (He’s coming toward us. Is this the welcoming committee?)

[name="亚叶"]  （不清楚......）
[name="フォリニック"]  （わからないわ……）
[name="Folinic"]  (I’m not sure...)

[name="铃兰"]  （啊，他点了一支烟。）
[name="スズラン"]  （あっ、タバコに火を点けました。）
[name="Suzuran"]  (Oh, he lit a cigarette.)

[name="铃兰"]  （他把打火机揣进兜里了，他换了个手拿烟，他又换了一次手——）
[name="スズラン"]  （ライターをポケットにしまって、タバコをもう片方の手に持ち替えて、また持ち替えて――）
[name="Suzuran"]  (He put his lighter into his pocket. Now he’s holding the cigarette with his other hand. He switched hands again—)

[name="铃兰"]  （——他头也不回地走掉了！亚叶姐姐！）
[name="スズラン"]  （――あれ？　そのまま行ってしまいましたよ！　フォリニックお姉さん！）
[name="Suzuran"]  (—He walked away without looking back! Miss Folinic!)

[name="亚叶"]  那个——！
[name="フォリニック"]  あのっ――！
[name="Folinic"]  Excuse me—!

[name="塞弗林"]  唔。
[name="セベリン"]  ん？
[name="Severin"]  Hm.

[name="亚叶"]  您好，我们是——
[name="フォリニック"]  こんにちは、私たちは――
[name="Folinic"]  Hello, we’re—

[name="塞弗林"]  啊，罗德岛的人，是吧？
[name="セベリン"]  ああ、ロドス、だろう？
[name="Severin"]  Ah, Rhodes Island, I take it?

[name="塞弗林"]  政府议事厅就在前面，最高的那座塔下面。看见了吗，好。会有人在那里接待你们。
[name="セベリン"]  市街議事堂はこの先だ。あの一番高い塔の足元にある。見えるか？　そこまで行けば、誰かが迎え入れてくれるはずだ。
[name="Severin"]  The Rathaus is just up ahead, right in front of the tallest tower. You see it? Good. Someone will meet you there.

[name="亚叶"]  呃，谢谢，可请问您是......？
[name="フォリニック"]  は、はい、ありがとうございます。あの、あなたは……？
[name="Folinic"]  Er, thanks. Can I ask your name...?

[name="塞弗林"]  我？我下班了。
[name="セベリン"]  私はもう退勤したのでな。
[name="Severin"]  Me? I’m off duty.

[name="亚叶"]  呃，什么？
[name="フォリニック"]  えっ、何と？
[name="Folinic"]  Um, what?

[name="塞弗林"]  我下班了，而我现在不想在公务之外有太多交谈......我还有急事处理。
[name="セベリン"]  私の勤務時間はもう過ぎている。それに今は、公務以外ではあまり話をしたくないんだ……急ぎの用事があるのでな。
[name="Severin"]  I’m off duty. And I really don’t want to talk so much when I’m off... I have my own business to deal with.

[name="塞弗林"]  就这样，回头见。
[name="セベリン"]  では、失礼する。
[name="Severin"]  That’s the deal. Later.

[name="亚叶"]  ......他就这么走了？
[name="フォリニック"]  ……えっ、それで終わり？
[name="Folinic"]  And he’s gone?

[name="铃兰"]  虽然有点不讲礼貌，不过那个叔叔看起来有什么心事......
[name="スズラン"]  ちょっと失礼な態度でしたが、あのおじさん、何か心配事がありそうでしたね……
[name="Suzuran"]  He was kind of rude, but I think he’s been through a lot...

[name="亚叶"]  哈......可是我们也很累啊！
[name="フォリニック"]  はぁ……そうだとしても、私たちだって疲れてるのよ！
[name="Folinic"]  Hah... as if we’re not tired!

[name="亚叶"]  不过好歹给我们指了路，我们还是先去问问本地的——
[name="フォリニック"]  まぁ道を教えてくれたのはせめてもの救いね、でもやっぱり他の現地の人にも聞いて――
[name="Folinic"]  But at least he told us where to go. Let’s go talk to the local—

[name="塔佳娜"]  长官！您在这里！
[name="タチヤナ"]  憲兵長！　こちらにいらっしゃったんですか！
[name="Tatjana"]  Schultz! There you are!

[name="塔佳娜"]  感染者们又开始抗议了，其他宪兵都已经过去了，但是现场需要您的指挥——
[name="タチヤナ"]  感染者たちがまた抗議活動を始めました。他の憲兵たちはもう向かいましたが、憲兵長の指揮が必要になります――
[name="Tatjana"]  The Infected are protesting again. The Gendarmerie are already on the scene, but they need you there leading them—

[name="塔佳娜"]  啊！您又在抽烟了！是店长们又对您说了什么对不对？请保持形象，否则怎么让居民们信服——
[name="タチヤナ"]  あ！　またタバコ！　店長たちに何か言われたんですか？　お身体もですが、イメージも大切にしてください。そうでないと住民たちの信頼が――
[name="Tatjana"]  Ah! You’re smoking! Did the shopkeepers get to you again? Please, you have an image to maintain. You wouldn’t want to lose the trust of the people—

[name="塔佳娜"]  ——嗯？您怎么了？
[name="タチヤナ"]  あの……どうされたんですか？
[name="Tatjana"]  Hm? What is it?

[name="塞弗林"]  ......
[name="セベリン"]  ……
[name="Severin"]  ......

[name="亚叶"]  ......
[name="フォリニック"]  ……
[name="Folinic"]  ......

[name="铃兰"]  ......说是，长官来着？
[name="スズラン"]  ……憲兵長と、言いましたよね？
[name="Suzuran"]  ...That’s a... Schultz? A “Schultheiß” is like a local leader?

[name="塔佳娜"]  怎么了吗，长官？
[name="タチヤナ"]  あの、どうされたんですか、憲兵長？
[name="Tatjana"]  Is something wrong, Schultz?

[name="塞弗林"]  ......没什么。你一直很敬业，塔佳娜。我很欣赏你。
[name="セベリン"]  ……なんでもない。君はいつでも真面目だな、タチヤナ。素晴らしいと思うぞ。
[name="Severin"]  No. You’re always working so hard, Tatjana. I admire you.

[name="塔佳娜"]  嗯？谢谢夸奖——
[name="タチヤナ"]  えっ？　お褒めに預かり光栄です――
[name="Tatjana"]  Do you? Thank you—

[name="塔佳娜"]  啊，那边两位，看装束不是本地人吧？难道是罗德岛的医生？
[name="タチヤナ"]  あ、そちらのお二人は、服装から見るに外から来られた方ですね？　もしかして、ロドスのお医者様でしょうか？
[name="Tatjana"]  Now, about those two, they’re not from around here, are they? Could they be the doctors from Rhodes Island?

[name="亚叶"]  欸？啊，正是。我们是罗德岛的医生。请叫我亚叶，这位是铃兰。
[name="フォリニック"]  えっ？　……あ、そうです。私たちはロドスの医師です。
[name="Folinic"]  Oh? Well, yes. We are indeed. I am Folinic and this is Suzuran.

[name="铃兰"]  （医生？）
[name="スズラン"]  （医師？）
[name="Suzuran"]  (Doctors?)

[name="亚叶"]  （要说是医生......也算是吧。）
[name="フォリニック"]  （まぁ……間違いじゃないでしょ。）
[name="Folinic"]  (I think we count.)

[name="铃兰"]  （我也算吗？）
[name="スズラン"]  （私もですか？）
[name="Suzuran"]  (Even me?)

[name="亚叶"]  （我是医疗部门的正式干员。小丽萨你......跟着凯尔希医生学习所以算个见习医生，大概。）
[name="フォリニック"]  （私は医療部に所属してる正式なオペレーターだし、リサちゃんの場合は……ケルシー先生のもとで勉強してるから、見習い医師と呼べると思うわ、たぶん。）
[name="Folinic"]  (I’m a fully-fledged operator assigned to the Medical Department. And Lisa, you’ve... studied with Dr. Kal'tsit, so we can call you a medical intern. I guess.)

[name="塔佳娜"]  原来如此......啊！二位是在去议事厅的路上对吧？是我擅自拦下了各位，抱歉！
[name="タチヤナ"]  そうだったんですね……あっ！　お二人は議事堂へ向かうところですね？　お邪魔してしまい、申し訳ございません！
[name="Tatjana"]  I see... Oh! You two must be on your way to the Rathaus? I’m so sorry to get in your way!

[name="塔佳娜"]  虽然理应由长官接待二位，但是十二音街道的确需要长官的帮忙......这......
[name="タチヤナ"]  本来なら憲兵長にお二人のご対応をいただくべきなのですが、ドデカフォニー通りの方でも憲兵長の力が必要な状況ですので……その……
[name="Tatjana"]  Of course it should be the Schultz who receives you, but he really is needed at Zwölftontechnik Strasse... Er...

[name="亚叶"]  不，其实他——
[name="フォリニック"]  いや、その憲兵長さんはさっき――
[name="Folinic"]  Oh, really, he can—

[name="塞弗林"]  咳！好了，塔佳娜，你给她们带路，我先去看看感染者们的情况。
[name="セベリン"]  コホン！　よし、タチヤナ、彼女たちを案内してあげなさい。私は感染者の状況を見に行ってこよう。
[name="Severin"]  Ahem! Very good, Tatjana, you take them. I’ll go look into this Infected situation.

[name="塞弗林"]  二位。
[name="セベリン"]  お二方。
[name="Severin"]  You two.

[name="亚叶"]  ——怎么？
[name="フォリニック"]  ――はい？
[name="Folinic"]  —Yes?

[name="塞弗林"]  ......我知道你们的目的，不过现在情况紧急。
[name="セベリン"]  ……君たちの目的はわかっている。だが今は、急務があるんだ。
[name="Severin"]  I know why you’re here. But our situation is dire.

[name="塞弗林"]  你们知道现在沃伦姆德的情况吗？
[name="セベリン"]  君たちは、今のウォルモンドの状況を知っているのか？
[name="Severin"]  Do you know what happened to Wolumonde?

[name="亚叶"]  大裂谷。
[name="フォリニック"]  大裂溝。
[name="Folinic"]  The Great Rift.

[name="塞弗林"]  ......嗯，和聪明人说话可以略去很多不必要的交代。
[name="セベリン"]  ……賢い方が相手だと、余計なやり取りがいらなくて助かる。
[name="Severin"]  Yes. I get to skip over so much when dealing with smart people.

[name="塞弗林"]  所以现在感染者居民们的反抗情绪空前强烈，如果不希望卷进来，就不要靠近十二音街道。
[name="セベリン"]  そう、今ウォルモンドでは感染者住民たちの反発が、これまでにない程高まっている。もし巻き込まれたくなければ、ドデカフォニー通りに近づかないことだ。
[name="Severin"]  So now the Infected are more riled up than ever before. If you don’t want to get mixed up in that, stay away from Zwölftontechnik Strasse.

[name="亚叶"]  我们是感染者问题的对策专家。
[name="フォリニック"]  私たちは、感染者問題対策の専門家ですよ。
[name="Folinic"]  We are experts at dealing with the Infected.

[name="塞弗林"]  我知道，贵司的安托医生曾和我们有过密切的合作。
[name="セベリン"]  それはわかっている。御社のアント先生とは、かつて深い業務関係にあったからな。
[name="Severin"]  I know. We had a Dr. Atro from your company working closely with us.

[name="亚叶"]  所以你应该知道，我们可以帮上忙。
[name="フォリニック"]  ならば、私たちが力になれるということもおわかりでしょう。
[name="Folinic"]  So you know we can help.

[name="塞弗林"]  未必需要。我们不该让客人立刻卷入麻烦，这也会给我们带来麻烦。
[name="セベリン"]  ああ。だがその必要はない。街に来たばかりの客人を巻き込んだりしたら、我々にとっても面倒なことになる。
[name="Severin"]  We don’t need it yet. It wouldn’t be right to drag our guests into this mess as soon as they’ve arrived. That would get us into trouble too.

[name="亚叶"]  ......那么，安托在这里做什么？
[name="フォリニック"]  ……では、アントはここで何を任されているんですか？
[name="Folinic"]  ...So what is Atro doing here?

[name="塔佳娜"]  啊......
[name="タチヤナ"]  あっ……
[name="Tatjana"]  Um...

[name="塞弗林"]  ......她现在不在镇上。
[name="セベリン"]  ……彼女は今、街にはいない。
[name="Severin"]  She’s not here right now.

[name="亚叶"]  那她在哪里？
[name="フォリニック"]  ではどこに？
[name="Folinic"]  So where is she?

[name="塞弗林"]  她——
[name="セベリン"]  彼女は――
[name="Severin"]  She...

[name="镇民"]  不、不好了！打起来了！
[name="住民"]  ま、まずい！　ケンカが始まっちまってる！
[name="Townsfolk"]  Oh no! Fighting has broken out!

[name="镇民"]  那、那些感染者有武器！怎么回事？
[name="住民"]  あ、あの感染者たちは武器を持ってるぞ！　一体どういうことだ？
[name="Townsfolk"]  Th-those Infected have weapons! What’s going on?!

[name="镇民"]  他们用、用刀！？会出人命吧？
[name="住民"]  ま、まさか剣も使うのか！？　死人が出るぞ！？
[name="Townsfolk"]  They’ve got blades! Are they going to kill us?

[name="塔佳娜"]  长官！
[name="タチヤナ"]  憲兵長！
[name="Tatjana"]  Schultz!

[name="塞弗林"]  ......我知道。
[name="セベリン"]  ……ああ。
[name="Severin"]  ...I know.

[name="塞弗林"]  感染者问题对策专家，是吧？
[name="セベリン"]  君たちは、感染者問題対策の専門家、そうだったな？
[name="Severin"]  You two are Infected experts, yes?

[name="塞弗林"]  跟我来。
[name="セベリン"]  私と来てくれ。
[name="Severin"]  Come with me.

