3:59 P.M.    天气/多云
[name="Tatjana"]  Dr. Atro... is their hero.

[name="亚叶"]  ......这是她应该做的。
[name="フォリニック"]  ……それが、感染者を救うのが、あの子の仕事ですから。
[name="Folinic"]  ...She was just doing what she had to do.

[name="亚叶"]  嗯，没错，比起死板的学习，她果然更适合实践。
[name="フォリニック"]  それに、本とにらめっこして勉強するよりも、身体を動かす方が好きだったんですよ、あの子。
[name="Folinic"]  She’s always been better at practical work than rote learning.

[name="塔佳娜"]  ......
[name="タチヤナ"]  ……
[name="Tatjana"]  ......

[name="亚叶"]  ......呵呵，是啊，真好，我都能想象到她一脸得意的样子。
[name="フォリニック"]  ……フフ、医師なんて……本当にあの子にピッタリの仕事です。得意げな顔が目に浮かびます。
[name="Folinic"]  Heh. I can see her face right now, looking so self-satisfied. That’s Atro.

[name="塔佳娜"]  亚叶小姐，这是您造访沃伦姆德后第一次笑容呢。
[name="タチヤナ"]  フォリニックさん、ウォルモンドにいらっしゃってから、初めて笑顔を見た気がします。
[name="Tatjana"]  This is the first time you’ve smiled since coming to Wolumonde.

[name="亚叶"]  ......有吗？
[name="フォリニック"]  ……えっ、そうですか？
[name="Folinic"]  Is it?

[name="铃兰"]  今天的亚叶姐姐大部分时间都很吓人。
[name="スズラン"]  はい、今日フォリニックお姉さんはずっと怖い顔をしていました。
[name="Suzuran"]  You’ve been pretty scary all day long, Folinic.

[name="亚叶"]  欸......
[name="フォリニック"]  そう……
[name="Folinic"]  Oh...

[name="铃兰"]  前面......前面有好多人，这附近的人都聚集在这里了吗？
[name="スズラン"]  この先に……たくさん人がいるみたいですね。周辺から集まって来てるんでしょうか？
[name="Suzuran"]  There’s... a lot of people up ahead. Is that where everyone is?

[name="亚叶"]  ......不用管？
[name="フォリニック"]  ……放っておいていいんですか？
[name="Folinic"]  Shouldn’t you do something?

[name="塔佳娜"]  只是聚在一起的话，也不能成为逮捕他们的理由吧？
[name="タチヤナ"]  ただ集まっているだけなら、捕まえる理由にもなりませんから。
[name="Tatjana"]  Peaceful assembly isn’t a crime. That alone isn’t grounds to detain them.

[name="塔佳娜"]  他们看过来了......
[name="タチヤナ"]  こちらに気付いたみたいです……
[name="Tatjana"]  They’re looking this way...

[name="镇民"]  ......
[name="住民"]  ……
[name="Townsfolk"]  ......

[name="镇民"]  ......
[name="住民"]  ……
[name="Townsfolk"]  ......

[name="铃兰"]  怎么突然就安静下来了？
[name="スズラン"]  どうして急に静かに？
[name="Suzuran"]  Why is everyone quiet all of a sudden?

[name="亚叶"]  ......不，情况不太对......他们在听谁说话？
[name="フォリニック"]  おかしいわね。……いえ、彼らは誰かの話を聞いてるわ。
[name="Folinic"]  No, this isn’t right... Who’s that talking to them?

[name="塔佳娜"]  欸？
[name="タチヤナ"]  えっ？
[name="Tatjana"]  Huh?

[name="亚叶"]  站在他们身后的，站在人群最后的那个——
[name="フォリニック"]  彼らの後ろにいるのは、一番奥のあれは――
[name="Folinic"]  Behind them, in the very back, there’s—

[name="亚叶"]  是个，萨卡兹吗......？
[name="フォリニック"]  まさか、サルカズ……？
[name="Folinic"]  A Sarkaz...?

[name="塔佳娜"]  萨卡兹......？
[name="タチヤナ"]  サルカズ……？
[name="Tatjana"]  Sarkaz...?

[name="铃兰"]  亚叶姐姐！
[name="スズラン"]  フォリニックお姉さん！
[name="Suzuran"]  Miss Folinic!

[name="亚叶"]  我知道！有人冲过来了！喂，你，注意保护好自己！
[name="フォリニック"]  わかってる！　こっちに向かってきた！　ちょっと、あなたも気をつけて！
[name="Folinic"]  I know! They’re coming at us! Hey, you, protect yourself!

[name="塔佳娜"]  是、是！
[name="タチヤナ"]  は、はい！
[name="Tatjana"]  O-okay!

