3:23 P.M.    天气/晴
[name="武装的感染者"]  ......好吧，你讲话还是这么让人摸不着头脑。
[name="武装した感染者"]  ……はぁ、あんたの喋り方は相変わらず、何を言いたいのかよくわからないな。
[name="Armed Infected"]  Okay. You’re still kind of confusing me with that talk.

[name="武装的感染者"]  总之，我们什么时候上战场，你说了算。
[name="武装した感染者"]  とにかく、俺たちはいつ戦場に出るんだ？　あんたが決めてくれ。
[name="Armed Infected"]  Anyway, it’s your call when to start the war.

[name="？？？"]  战场？不......
[name="？？？"]  戦場？　いや……
[name="???"]  War? No...

[name="武装的感染者"]  嗯？
[name="武装した感染者"]  えっ？
[name="Armed Infected"]  Huh?

[name="？？？"]  ......看吧，猎人们回来了。
[name="？？？"]  ……ほら、狩猟隊が帰ってきた。
[name="???"]  Look. The hunters are back.

[name="？？？"]  似乎今晚的伙食会好一些。
[name="？？？"]  今夜の食事は、多少はマシになりそうだ。
[name="???"]  Seems our food will be better tonight.

[name="武装的感染者"]  但愿吧。趁现在多吃点肉，入冬之后，我们的伙食会成为大问题的。
[name="武装した感染者"]  そうだといいけどな。今のうちに肉をたらふく食べておこう。冬になれば食事が一番の困りごとになるんだから。
[name="Armed Infected"]  I hope so. We should eat more meat while we can. Food is going to be a big problem come winter.

[name="？？？"]  ......
[name="？？？"]  ……
[name="???"]  ......

[name="？？？"]  ......鲍勃有回信吗？
[name="？？？"]  ……ボブから連絡はあったか？
[name="???"]  Did Bob ever write back?

[name="武装的感染者"]  自从我们进入莱塔尼亚境内之后就再也没有他们的消息了......呃，还有，我一直有个问题。
[name="武装した感染者"]  俺たちがリターニア領内に入ってから、届いてないな……ああ、そうだ、一つ聞きたいことがあったんだ。
[name="Armed Infected"]  Haven’t heard from him since we got to Leithania... Erm, by the way, I’ve been meaning to ask…

[name="武装的感染者"]  他到底是代号“鲍勃”，因为个头很大所以叫“大鲍勃”，还是他一开始就叫“大鲍勃”？
[name="武装した感染者"]  あの人のコードネームは最初から「ビッグ・ボブ」だったのか？　それとも、「ボブ」という名前で身体が大きいからそう呼ばれるようになったのか？
[name="Armed Infected"]  Like, was his code name “Bob” and they started calling him “Big Bob” because he’s a big guy, or was he “Big Bob” from the start?

[name="？？？"]  ......记不得了。
[name="？？？"]  ……覚えていない。
[name="???"]  ...I don’t remember.

[name="武装的感染者"]  算了，反正他们本来就是赏金猎人，说不定已经找到宝藏了吧。
[name="武装した感染者"]  まあいい。彼らは賞金稼ぎだ。もう財宝を見つけたかもしれない。
[name="Armed Infected"]  Whatever. They’re bounty hunters. Maybe they found the treasure.

[name="？？？"]  ......宝藏，宝藏啊。
[name="？？？"]  ……財宝、財宝か。
[name="???"]  Treasure. Hm.

[name="？？？"]  是啊，如果也有宝藏可以帮帮我们......就好了。
[name="？？？"]  そうだな、もし私たちの助けになるような財宝でも見つかれば……良いのだがな。
[name="???"]  It would be nice... if there was a treasure to help us too.

[name="亚叶"]  已经二十七天了！
[name="フォリニック"]  もう二十七日目よ！
[name="Folinic"]  It’s been 27 days!

[name="亚叶"]  那家伙怎么可能拖了这么久没有联络，她可是个出了名的守时狂！
[name="フォリニック"]  これだけ長い間連絡をよこさないなんて、あの子が時間に厳しいことは有名だっていうのに！
[name="Folinic"]  How could she take so long to make contact? She’s obsessed with punctuality!

[name="亚叶"]  ......
[name="フォリニック"]  ……
[name="Folinic"]  ......

[name="亚叶"]  安托......你在哪里......
[name="フォリニック"]  アント……どこにいるの……
[name="Folinic"]  Atro... where are you...?

[name="铃兰"]  亚叶姐姐？
[name="スズラン"]  フォリニックお姉さん？
[name="Suzuran"]  Folinic?

[name="亚叶"]  啊，丽萨......不，现在该叫你铃兰干员了吧？
[name="フォリニック"]  あ、リサ……いえ、今はオペレーターのスズランって呼ぶべきね。
[name="Folinic"]  Oh, Lisa... Err, I’m supposed to call you Operator Suzuran now, huh?

[name="亚叶"]  是个不错的代号喔。
[name="フォリニック"]  良いコードネームじゃない。
[name="Folinic"]  It’s a good code name.

[name="铃兰"]  嘿嘿，谢谢！
[name="スズラン"]  えへへ、ありがとうございます！
[name="Suzuran"]  Hehe, thanks!

[name="铃兰"]  亚叶姐姐守着通讯室已经二十个小时了，不休息一下吗？
[name="スズラン"]  それよりお姉さん、通信室にこもってもう二十時間になりますよ。
[name="Suzuran"]  You’ve been watching the communication room for 20 hours now. Aren’t you going to take a break?

[name="亚叶"]  有......这么久了吗？
[name="フォリニック"]  そっ……そんなに経った？
[name="Folinic"]  Has it been that long?

[name="铃兰"]  嗯！所以去休息室睡一会吧，我会帮姐姐看着的！
[name="スズラン"]  はい！　ですから休憩室で休んでください、私が代わりに見ていますから！
[name="Suzuran"]  Yes! So please go to the break room and get some rest. I’ll take over for you.

[name="亚叶"]  好吧......真的已经这么久了......
[name="フォリニック"]  わかった……私、そんな長く通信機に張り付いていたのね……
[name="Folinic"]  Okay... It’s really been that long...

[name="铃兰"]  ......还是没有安托姐姐的消息吗？
[name="スズラン"]  ……まだアントお姉さんからの連絡はないんですか？
[name="Suzuran"]  Still no word from Atro?

[name="亚叶"]  嗯......但我已经提出去莱塔尼亚的申请了。如果阿米娅答应的话，我随时出发。
[name="フォリニック"]  ええ……でもリターニアに向かう申請は出したわ。アーミヤが許可してくれたら、いつでも出発できるように。
[name="Folinic"]  None yet. I already put in an application to go to Leithania. If Amiya approves, I’ll leave right away.

[name="铃兰"]  去莱塔尼亚？亚叶姐姐还有其他任务要处理吧？
[name="スズラン"]  お姉さんが直接リターニアに行くんですか？　他の任務があるのでは……
[name="Suzuran"]  Leithania? Don’t you have work to do?

[name="亚叶"]  她是我的同学，也是我最好的朋友，我不会......也不能放着她不管。
[name="フォリニック"]  あの子は私の同期で、一番の友だちなの。放っておくなんてできないわ。
[name="Folinic"]  She’s my classmate, and my best friend. I can’t... I won’t abandon her.

[name="亚叶"]  安托最后一次定期联络是在莱塔尼亚北部的办事处，除非有什么特殊情况，她不该离开办事处太远。
[name="フォリニック"]  アントの最後の定期連絡は、リターニア北部の事務所からだった。よほど特殊な状況じゃなければ、拠点から遠くに離れることなんてないはずよ。
[name="Folinic"]  Atro’s last contact was with the office in northern Leithania. Unless something big happened, she wouldn’t go far from there.

[name="铃兰"]  ——那我也要去！
[name="スズラン"]  ――では、私も行きます！
[name="Suzuran"]  Then I’ll go too!

[name="亚叶"]  不行。
[name="フォリニック"]  ダメよ。
[name="Folinic"]  No.

[name="铃兰"]  诶！？这么干脆吗......
[name="スズラン"]  えっ！？　そんなにあっさり却下されちゃうんですか……
[name="Suzuran"]  Huh?! Harsh...

[name="铃兰"]  只、只是去调查一下安托姐姐的下落，不会有什么危险吧？
[name="スズラン"]  で、でもアントお姉さんの行方を調査するだけで、危険はないんですよね？
[name="Suzuran"]  You- you just want to find Atro, right? It won’t be dangerous?

[name="亚叶"]  视情况，也不一定。
[name="フォリニック"]  状況によるわね。何とも言えないわ。
[name="Folinic"]  Who knows what the situation could be.

[name="铃兰"]  没关系的！我也是正式干员，我也是凯尔希医生的学生！
[name="スズラン"]  あの、でも、大丈夫です！　私だって正式なオペレーターですし、ケルシー先生に指導を受けていますから！
[name="Suzuran"]  That’s okay! I’m a fully accredited operator now, and a student of Dr. Kal'tsit!

[name="铃兰"]  而且亚叶姐姐总是愁眉苦脸的，这怎么行！我不放心！
[name="スズラン"]  それにフォリニックお姉さんは最近ずっと辛そうな顔をしてます。心配なんです！
[name="Suzuran"]  And I can’t stand seeing my big sister Folinic’s worried face all the time! I have to do something!

[name="亚叶"]  ......唉，没想到有一天会被小丽萨担心，最近是不是有点太不在状态了？
[name="フォリニック"]  ……はぁ、まさか私がリサちゃんに心配される日が来るなんてね。ここ最近、私はそんなに様子がおかしかった？
[name="Folinic"]  *Sigh*. I never imagined little Lisa would worry about me someday. Everything’s all out of order lately.

[name="铃兰"]  烦恼这种事情不分年龄大小啦。
[name="スズラン"]  はい……でも、悩み事に年齢は関係ありませんよ。
[name="Suzuran"]  Big or small, we all have worries.

[name="亚叶"]  诶，好吧！反正我也向本地的分部打了报告，真有什么意外，他们也会帮我们的。
[name="フォリニック"]  うーん……わかったわ！　現地の拠点には報告を上げてるし、もし何かハプニングがあっても、彼らが助けてくれるでしょう。
[name="Folinic"]  Well, okay! I reported in to the local branch office anyway. If anything goes wrong, they’ll send help.

[name="亚叶"]  等阿米娅同意之后，我们一起去，但是你要时刻和我——
[name="フォリニック"]  アーミヤの許可が下りたら、一緒に行きましょう。でもどんなときも私の側を離れないこと――
[name="Folinic"]  Let’s just wait for Amiya’s approval and then we’ll go together. But you’ll have to stay close by me.

