二十二年前
二十二年前
22 Years Ago
22년 전

8:05 P.M.  天气/多云
[name="이신"]  아아, 늙은 이신에겐 보입니다…… 아이의 숨겨진 분노가……

[name="凯尔希"]  萨尔贡内乱与冲突频发，我以为你看过的这类人并不少。
[name="ケルシー"]  サルゴンでは内乱や衝突など日常茶飯事だ。君ならエリオットのような者はたくさん見てきたんじゃないか？
[name="Kal'tsit"]  I thought you'd have met plenty of people like him. Civil unrests and skirmishes happen often in Sargon, after all.
[name="켈시"]  사르곤에서는 내란과 충돌이 자주 일어나는 편이라 이런 부류의 사람을 많이 만났다고 생각했는데……

[name="老伊辛"]  勇猛的复仇者并没有世人所想的那般常见，他们大部分人都在仇恨中沉沦，在怒火中失去理智。
[name="イシン"]  勇猛果敢で復讐者は世間が思っているほど、ありふれたものではないのでございます。多くは憎しみに呑み込まれ、怒りで理性を失うのです。
[name="Old Isin"]  The world may think there are many brave men with a lust for revenge, but there isn't. Most merely drown in their hatred, their rationality quashed by their anger.
[name="이신"]  복수를 꿈꾸는 용감한 사람은 생각보다 그리 많지 않답니다. 그들 대부분은 증오에 취하고, 분노에 눈이 멀어 이성을 잃곤 하죠.

[name="凯尔希"]  我能救他这一命，也只能救他这一命。
[name="ケルシー"]  今回、たまたま私は彼の命を救ったが、それ以上のことはしてやれない。
[name="Kal'tsit"]  I can save him this once, and only this once.
[name="켈시"]  이번엔 그를 구했지만, 다음은 없을 거야.

[name="老伊辛"]  是的......老伊辛知道，他的命运在别处......与您那枚金币息息相关。
[name="イシン"]  はい……イシンは知っております。彼の運命は、こことは別の場所にある……あなたのその金貨と深く関わっているのでございます。
[name="Old Isin"]  Yes... Old Isin understands... His fate lies elsewhere... and his fate is bound to that gold coin of yours.
[name="이신"]  예…… 저 아이의 운명이 다른 곳을 향하고 있다는 걸 늙은 이신은 알고 있습니다…… 당신의 그 금화와 관련 있지요.

[name="凯尔希"]  为什么是二十二年？
[name="ケルシー"]  なぜ二十二年後なんだ？
[name="Kal'tsit"]  Why 22 years?
[name="켈시"]  왜 22년인 거지?

[name="老伊辛"]  法术做不到所谓“预言”，没有凡人能摆弄时间——时间是命运之母，而老伊辛只是喜欢和时间打赌。
[name="イシン"]  いわゆる「予言」を行うことはアーツでは不可能です。凡人が時間を弄ぶことなどできません。時間は運命の母、そしてイシンは時間と賭けをするのが好きなだけ――
[name="Old Isin"]  Arts cannot give us so-called prophecies, and no mere mortal can manipulate time. Time is the mother of all fates. All Old Isin likes to do is to wager against time.
[name="이신"]  아츠로는 소위 '예언'이란 게 불가능합니다. 시간을 가지고 놀 수 있는 사람 따윈 존재하지 않죠. 시간은 운명의 어머니입니다. 늙은 이신은 시간과 내기하는 걸 좋아할 뿐입니다.

[name="凯尔希"]  你是说......唔，怎么了？
[name="ケルシー"]  つまり……ん、どうしたMon3tr？
[name="Kal'tsit"]  So you mean... Hm, what's wrong?
[name="켈시"]  그러니까…… 으음, 무슨 일이야 Mon3tr?

[name="Mon3tr"]  （不悦的嘶鸣）
[name="Mon3tr"]  （不愉快そうな雄たけび）
[name="Mon3tr"]  (Dissatisfied hisses)
[name="Mon3tr"]  (기분 나쁘다는 듯) 그르르르……

[name="老伊辛"]  啊......多美的生物。
[name="イシン"]  おぉ……なんと美しい生き物か。
[name="Old Isin"]  Ah... What a beautiful creature.
[name="이신"]  오오…… 아름다운 생물이군요.

[name="老伊辛"]  老伊辛看得出，看得出你们相依而生，看得出......它是您的伙伴。
[name="イシン"]  イシンにはわかります。それがあなたの仲間であることを。そしてあなたたちが支え合っているということを……
[name="Old Isin"]  Old Isin can tell. The two of you depend on one another. Old Isin can tell... it is your partner.
[name="이신"]  늙은 이신은 알고 있습니다. 저것이 당신의 동료라는 것을, 그리고 당신들은 서로 의지하고 있다는 것을……

[name="老伊辛"]  你们共同走过了很长很长的道路。
[name="イシン"]  あなたたちは果てしなく長い道を、共に歩んできたのですね。
[name="Old Isin"]  The two of you have traveled a long, long journey together.
[name="이신"]  둘이서 아주 기나긴 길을 함께 걸어왔군요.

[name="凯尔希"]  ......去吧，Mon3tr，我们去见见他们。
[name="ケルシー"]  ……確認しよう。行くぞ、Mon3tr。
[name="Kal'tsit"]  Let's go, Mon3tr. Let's go see them.
[name="켈시"]  ……확인하러 가자, Mon3tr.

[name="老伊辛"]  哦......交流......你们心灵相通。
[name="イシン"]  おぉ……意思の疎通まで……まさしく心を通わせている。
[name="Old Isin"]  Oh... You communicate... Your hearts are connected.
[name="이신"]  아…… 의사소통까지…… 마음이 통하는 거로군요.

[name="老伊辛"]  老伊辛能感觉到......感觉到您对这只生物的信任，就仿佛它是你唯一的伙伴......
[name="イシン"]  イシンは感じます……あなたのその生物に対する信頼を――まるで唯一のパートナーのような……
[name="Old Isin"]  Old Isin can feel that... you have complete trust in this creature... as though it is your one and only friend...
[name="이신"]  느껴집니다…… 이 생물에 대한 믿음이…… 유일한 동료라고 생각하는 거로군요……

[name="老伊辛"]  可是......您这般悠远的旅途......您却只和这只美丽的生物一同？
[name="イシン"]  しかし……あなたのその果てしなく長い旅の伴は……この美しい生物だけなのですか？
[name="Old Isin"]  Yet... you traveled on your long, arduous journey with no one but this beautiful creature...?
[name="이신"]  하지만…… 기나긴 여정을…… 이 아름다운 생물과 둘이서만 동행한 겁니까?

[name="老伊辛"]  女士，您的荣耀竟如此孤独？
[name="イシン"]  ケルシー殿、あなたの栄光はそれほどまでに孤独なのですか？
[name="Old Isin"]  Lady, is this glory of yours replete with nothing but loneliness?
[name="이신"]  켈시 님, 당신의 명예는 어찌 이토록 외로웠습니까??

[name="凯尔希"]  ......孤独与否并不会影响我的职责。
[name="ケルシー"]  ……孤独かどうかは私の責務に何ら影響しない。
[name="Kal'tsit"]  Loneliness doesn't affect my responsibilities in any way...
[name="켈시"]  ……외로움은 내 일에 아무런 영향도 주지 않아.

[name="凯尔希"]  似乎有追兵，我去应对一下。你待在这里，保护好艾利奥特。
[name="ケルシー"]  追っ手が来たようだ。対処してくる。君はここに残り、エリオットを守ってくれ。
[name="Kal'tsit"]  It seems we've got company. I'll go take care of them. Please stay here. Take care of Elliot.
[name="켈시"]  추격병이 있는 것 같으니 처리하고 올게. 여기서 기다려. 엘리엇을 부탁해.

[name="老伊辛"]  当然，老伊辛有的是躲藏的办法，老伊辛躲藏太多年啦。
[name="イシン"]  もちろんです。イシンは長年隠れてきましたから、身を隠す方法はいくらでもございます――
[name="Old Isin"]  Of course. Old Isin has ways to hide. After all, Old Isin has been hiding for far too long.
[name="이신"]  물론이죠. 숨는 방법이라면 늙은 이신이 잘 알고 있습니다. 아주 오랫동안 숨어다녔으니까요.

[name="艾利奥特"]  凯尔希呢？
[name="エリオット"]  ケルシーさんは？
[name="Elliot"]  Where's Kal'tsit?
[name="엘리엇"]  켈시 씨는요?

[name="老伊辛"]  敌人来袭，她与她信任的伙伴携手共进。
[name="イシン"]  彼女は襲ってきた敵と戦っています。信頼するパートナーと共に。
[name="Old Isin"]  Enemies are abound. She is fending them off with her trusted partner.
[name="이신"]  적들이 나타나, 믿음직스러운 동료와 함께 상대하러 갔습니다.

[name="艾利奥特"]  你是说那只奇异的生物......
[name="エリオット"]  パートナー？　ああ、あの奇怪な生物のことか……
[name="Elliot"]  You mean that weird creature...
[name="엘리엇"]  그 기괴한 생물 말인가요?

[name="艾利奥特"]  ......你干嘛盯着远方？在担心她吗？
[name="エリオット"]  ……どうして遠くを眺めてるんです？　彼女が心配なんですか？
[name="Elliot"]  Why are you looking into the distance like that? Are you worried about her?
[name="엘리엇"]  ……왜 먼 곳을 쳐다보는 거죠? 걱정되나요?

[name="老伊辛"]  不，老伊辛不担心。她的灵魂强韧而悠久，她使老伊辛相信，死亡都停不下她的旅途。所以老伊辛尊敬她，老伊辛想要询问她......
[name="イシン"]  いえ、そうではありません。彼女の魂は強靭で果てしない。たとえ死でさえも、彼女の旅を止めることはできないと確信しています。だからイシンは彼女を尊敬し、彼女に問いたいのです……
[name="Old Isin"]  No, Old Isin is not worried. She has a tenacious spirit. Old Isin thinks not even death can stop her in her tracks, that's why Old Isin respects her. Old Isin has a question for her...
[name="이신"]  아뇨, 늙은 이신은 걱정하지 않습니다. 그분의 영혼은 강인하고 영원합니다. 죽음도 그분의 여정을 멈출 수 없다는 것을 깨닫게 되었습니다. 그래서 늙은 이신은 그분을 존경하고, 그분께 묻고 싶은 게 있는데……

[name="艾利奥特"]  ......问什么？
[name="エリオット"]  ……何をです？
[name="Elliot"]  What do you want to ask her...?
[name="엘리엇"]  ……뭘 말이죠?

[name="老伊辛"]  百余年了......老伊辛反复做着同一个梦。
[name="イシン"]  百年余り……イシンは同じ夢を繰り返し見てきました。
[name="Old Isin"]  For the past hundred and some years... Old Isin has had the same dream again and again.
[name="이신"]  백여 년 동안…… 늙은 이신은 늘 같은 꿈을 반복해서 꿨습니다.

[name="老伊辛"]  梦见黄沙之中的那座宏伟城市，城市会移动，从那里眺望的天空是清澈的......
[name="イシン"]  砂漠の中にある、あの雄大な都市の夢です。都市は移動し、そこから眺める空は澄み渡っている……
[name="Old Isin"]  In those dreams, there stands a magnificent city among the golden sands. The city moves, and the sky seen from its towers is purer and clearer than ever...
[name="이신"]  그것은 사막 한가운데 우뚝 선 웅장한 도시였습니다. 도시는 움직였고 그 위에서 보는 하늘은 무척 맑았습니다……

[name="老伊辛"]  年轻的帕夏就站在老伊辛身边，面前是一望无际却空无一物的土地。年轻的帕夏在诉说......
[name="イシン"]  目の前に広がるのは果てが見えず、草の一本すらもない土地……若きパーディシャーはイシンのそばに立ち、何かを訴えている……
[name="Old Isin"]  The young pasha stands next to Old Isin, and there is always a vast, empty swath of land before our eyes. The young padishah would always begin to recount to Old Isin...
[name="이신"]  젊은 파디샤는 늙은 이신의 곁에 서서 끝이 없는, 하지만 아무것도 없는 땅을 바라보며 뭔가를 호소했습니다……

[name="老伊辛"]  ......但老伊辛听不见。老伊辛忘记了。老伊辛罪无可赦。
[name="イシン"]  ……イシンには彼の声が聴こえない……イシンは忘れてしまった。イシンの罪は赦されない。
[name="Old Isin"]  Yet Old Isin is too old... Old Isin forgets. Old Isin's crimes are unforgivable.
[name="이신"]  ……하지만 늙은 이신은 들리지도, 기억나지도 않습니다. 아아, 이 죄를 어찌 갚아야 할지……

[name="艾利奥特"]  （又开始自言自语了......）
[name="エリオット"]  （また独り言が始まった……）
[name="Elliot"]  (He's talking to himself again...)
[name="엘리엇"]  (또 혼잣말이네……)

[name="老伊辛"]  老伊辛一直在寻求这个答案。老伊辛一直在等待一个知晓那份荣耀，拥有那份知识的人。
[name="イシン"]  イシンはその答えをずっと探し続けている。イシンはその栄光を、その知識を持つ人をずっと待っている。
[name="Old Isin"]  Old Isin has always sought this answer. Old Isin has been waiting for someone who knows of the city and its glory.
[name="이신"]  늙은 이신은 줄곧 그 답을 찾고 있었습니다. 그 영광을 알고 있는 사람, 그 지식을 갖고 있는 사람을 줄곧 기다렸습니다.

[name="老伊辛"]  所有曾与那座城市有所牵连的人，都活在梦里，有的人遗忘了，大部分人，依旧在怀念自己的故土......
[name="イシン"]  かつてその都市と関わったすべての人が、皆夢の中で生きている。一部の者は忘れ去ってしまったが、依然として多くの者が、自分の故郷を想っている……
[name="Old Isin"]  All those who had to do with the city yet live in the dream. Some have forgotten, but a great many of us still look back fondly on our homeland...
[name="이신"]  과거 그 도시와 관련된 모든 사람은 꿈속에서 살고 있습니다. 잊어버린 사람도 있지만, 대부분은 여전히 자신의 고향을 그리워하고 있습니다……

[name="老伊辛"]  ......我们用双手在帕夏的带领下建起了一座城市，一座伟大的城市，尽管天灾毁去了它，但那座城市才是沁礁之地的伊始......
[name="イシン"]  ……偉大なるパーディシャーの指揮を受けて、我々はこの手で都市を建設した。たとえ天災に破壊されたとしても、それは偉大なる都市。その都市こそが「沁礁の地」の始まり……
[name="Old Isin"]  We built this city with our own hands under the padishah's leadership. A great city. Even if Catastrophes bring it to its ruins, that city is the true beginning of the Land of Reefsteep...
[name="이신"]  파디샤의 지휘 아래 저희는 위대한 도시를 세웠습니다. 재앙 때문에 무너지긴 했지만, 그곳이야말로 리프스팁이 시작된 곳이지요……

[name="老伊辛"]  伊巴特的萨尔贡人不该遗忘任何关于沁礁之城的片段......可......可老伊辛罪无可赦。老伊辛忘了。
[name="イシン"]  イバトのサルゴン人は、沁礁の町について、たとえ断片であっても忘れるべきではない。しかし……しかしイシンは忘れてしまった。イシンの罪は赦されない。
[name="Old Isin"]  The Sargonians of Ibut must never forget anything about Reefsteep... yet... Old Isin has forgotten... Old Isin is unforgivable.
[name="이신"]  이버트의 사르곤인이라면 리프스팁에 관한 어떠한 기억도 잊어선 안 됩니다…… 하, 하지만 늙은 이신은 잊고 말았습니다. 아아, 이 죄를 어찌해야 할지……

[name="艾利奥特"]  你在等别人告诉你......你梦里忘记的片段？
[name="エリオット"]  あなたは……待っているのですか？　忘れてしまった夢の断片――それについて教えてくれる人を……
[name="Elliot"]  You've been waiting for someone... to tell you what you've forgotten in your dreams?
[name="엘리엇"]  당신은…… 꿈에서 잃어버린 기억의 단편을 누군가 가르쳐 주기를 기다리고 있는 건가요?

[Subtitle(text="散发着腐朽气息的占卜师转过头，他的面容诡异，裸露出的手指有着不吻合年龄的模样。", x=300, y=370, alignment="center", size=24, delay=0.04, width=700)]
[Subtitle(text="枯れ果てた雰囲気を放つ占い師が振り返る。むき出しになった彼の指は、その年齢に全く釣り合わぬほど綺麗だった。そして不気味な表情を浮かべると――", x=300, y=370, alignment="center", size=24, delay=0.04, width=700)]
[Subtitle(text="The old fortune teller turns around, his smell ever rotten. His facial features are strange, and his bare fingers certainly do not resemble his actual age.", x=300, y=370, alignment="center", size=24, delay=0.04, width=700)]
[Subtitle(text="부패의 기운을 풍기는 점술사가 고개를 돌린 순간, 기괴한 얼굴과 나이에 맞지 않는 손가락이 고스란히 드러났다.", x=300, y=370, alignment="center", size=24, delay=0.04, width=700)]

[Subtitle(text="老伊辛开心地笑了。", x=300, y=370, alignment="center", size=24, delay=0.04, width=700)]
[Subtitle(text="イシンは嬉しそうに笑った。", x=300, y=370, alignment="center", size=24, delay=0.04, width=700)]
[Subtitle(text="Old Isin smiles happily.", x=300, y=370, alignment="center", size=24, delay=0.04, width=700)]
[Subtitle(text="늙은 이신은 즐거운 듯 미소를 보였다.", x=300, y=370, alignment="center", size=24, delay=0.04, width=700)]

[name="凯尔希"]  ......
[name="ケルシー"]  ……
[name="Kal'tsit"]  ......
[name="켈시"]  ……

[name="Mon3tr"]  （咆哮）
[name="Mon3tr"]  （咆哮）
[name="Mon3tr"]  (Roars)
[name="Mon3tr"]  크르르르르!!!!!

[name="萨卡兹雇佣兵"]  ......那几支小队的领头人......就是你，我对你有印象。
[name="サルカズ傭兵"]  ……見覚えがある……お前は、あの小隊のリーダーだな。
[name="Sarkaz Mercenary"]  You're the leader of those squads... I remember you.
[name="살카즈 용병"]  ……부대들을 이끌던 지휘관…… 너였군, 기억나.

[name="萨卡兹雇佣兵"]  你是怎么发现我们的，哥伦比亚人？
[name="サルカズ傭兵"]  どうやって俺たちに気付いた、クルビア人？
[name="Sarkaz Mercenary"]  How did you find us, Columbian?
[name="살카즈 용병"]  우리를 어떻게 발견한 거냐, 컬럼비아인?

[name="凯尔希"]  ......萨卡兹，我并不是哥伦比亚人。
[name="ケルシー"]  ……サルカズ、私はクルビア人ではない。
[name="Kal'tsit"]  Sarkaz... I'm not from Columbia.
[name="켈시"]  ……살카즈, 난 컬럼비아인이 아니야.

[name="凯尔希"]  （萨卡兹某部族语言）
[name="ケルシー"]  （サルカズのとある部族の言葉）
[name="Kal'tsit"]  (Sarkaz Tribal Dialect)
[name="켈시"]  (살카즈 모 부족 언어)

[name="萨卡兹雇佣兵"]  ——唔？
[name="サルカズ傭兵"]  ――なっ？
[name="Sarkaz Mercenary"]  Hmm—?!
[name="살카즈 용병"]  ……어?

[name="萨卡兹雇佣兵"]  这是什么......你在影响我的心智？
[name="サルカズ傭兵"]  何だこれは……俺の精神に影響を与えている？
[name="Sarkaz Mercenary"]  What's going on... Are you trying to control my mind?!
[name="살카즈 용병"]  이게 뭐지……? 내 생각을 조종하려는 거냐?

[name="萨卡兹雇佣兵"]  放箭，打断她施术。
[name="サルカズ傭兵"]  撃て！　奴の術を止めろ。
[name="Sarkaz Mercenary"]  Fire! Stop her Arts.
[name="살카즈 용병"]  쏴, 아츠를 쓰지 못하게 쏴. 어서!

[name="凯尔希"]  （萨卡兹某部族语言）
[name="ケルシー"]  （サルカズのとある部族の言葉）
[name="Kal'tsit"]  (Sarkaz Tribal Dialect)
[name="켈시"]  (살카즈 모 부족 언어)

[name="Mon3tr"]  （嘶吼）
[name="Mon3tr"]  （雄たけび）
[name="Mon3tr"]  (Shrieks)
[name="Mon3tr"]  크르르르르!!!!!

[name="萨卡兹雇佣兵"]  唔......最高规格的重箭也穿不透那只怪物？
[name="サルカズ傭兵"]  くっ！　化け物め……最高スペックの矢でも射抜けねぇだと？
[name="Sarkaz Mercenary"]  What...? Not even the highest grade arrows could harm that monster?!
[name="살카즈 용병"]  큭…… 가장 강력한 화살도 저 괴물한테는 통하지 않는 건가?

[name="萨卡兹雇佣兵"]  情报果然太少，她似乎还是个术师，我们得小心些。
[name="サルカズ傭兵"]  やはり情報が少なすぎる。気を付けろ、あいつは術師のようだ。
[name="Sarkaz Mercenary"]  We don't have enough info to work with... She seems to be a Caster. Be careful!
[name="살카즈 용병"]  역시 정보가 부족해. 캐스터인 것 같은데, 조심해라.

[name="凯尔希"]  ......伊巴特王酋雇佣了你们，萨卡兹人。
[name="ケルシー"]  サルカズ人よ……お前たちはイバト酋長に雇われたのか？
[name="Kal'tsit"]  Sarkaz... The Lord Ameer of Ibut hired you, didn't he?
[name="켈시"]  ……이버트의 아미르가 너희를 고용한 거냐, 살카즈?

[name="萨卡兹雇佣兵"]  无可奉告。
[name="サルカズ傭兵"]  教える義理はないな。
[name="Sarkaz Mercenary"]  You think I'm about to tell you?
[name="살카즈 용병"]  알려줄 수 없다.

[name="凯尔希"]  不......伊巴特王酋因私仇痛恨维多利亚。也许我看走了眼，但刚才的箭矢确实是维多利亚的制式。
[name="ケルシー"]  ……見間違いでなければ、さっきの矢はヴィクトリア式のものだ。だが、イバト酋長は個人的な恨みからヴィクトリアをひどく憎んでいるはず。どうやら……
[name="Kal'tsit"]  No... The Ibuti Lord Ameer has a deep, personal grudge against Victoria. I only got a brief glimpse, so it's possible I'm mistaken, but the arrows just now were indeed Victorian.
[name="켈시"]  아니…… 이버트의 아미르는 빅토리아에 개인적인 원한을 가지고 있지. 내가 잘못 본 걸 수도 있겠지만 조금 전 그 화살은 확실히 빅토리아 제식 화살이야.

[name="凯尔希"]  看来你们真正的雇主......现任帕夏穆拉的手腕比我想的要高明许多。
[name="ケルシー"]  お前たちの真の雇い主、現任パーディシャーのムラドの手腕は、私の想像をはるかに上回っているようだ。
[name="Kal'tsit"]  Looks like your real employer... The current padishah, Murad, is far more crafty than I expected.
[name="켈시"]  아무래도 너희들을 고용한 자는…… 현임 무라드 파디샤는 내가 생각했던 것보다 수완이 좋은 것 같군.

[name="凯尔希"]  一位富有耐心的统治者，游刃有余地挑拨各势力间的关系。难道从一开始，哥伦比亚和当地王酋的种种计划就被他尽收眼底？
[name="ケルシー"]  ただの忍耐強い統治者と思っていたが、こうも各勢力をやすやすと扇動するとは……まさかクルビアと地元の酋長たちの計画は、初めからすべて彼の掌の上だったというのか？
[name="Kal'tsit"]  A patient ruler, fanning the flames between the different forces without a care in the world. Perhaps he had anticipated the plans of the Columbians and the local lords ameer all along?
[name="켈시"]  인내심 강한 통치자께서 여유롭게 여러 세력을 이간질하다니…… 애초에 컬럼비아와 아미르의 여러 계획도 그자의 짓인가?

[name="萨卡兹雇佣兵"]  嚯，你明知道帕夏的存在，还胆敢在萨尔贡的土地上肆意妄为？真不知道你们这些哥伦比亚人在想什么，脑子里装了源石吗？
