十七年前
十七年前
17 Years Ago
17년 전

1:37 P.M.  天气/晴
[name="老兵っぽい人"]  チッ、最近の使用人は見た目だけか？
[name="Veteran-Like Person"]  Peh. Servants these days. Is a nice figure all they have to offer?
[name="노병처럼 보이는 인물"]  쯧쯧쯧…… 요즘 것들은 아주 그냥…… 외모만 보고 사람 뽑나?

[name="凯尔希"]  非常抱歉，先生，请不要动怒。
[name="ケルシー"]  大変申し訳ございません、どうかお怒りをおさめてください。
[name="Kal'tsit"]  I am very sorry, sir. Please do not get angry.
[name="켈시"]  대단히 죄송합니다. 부디 화 푸십시오.

[name="凯尔希"]  这对您的病情很不利。
[name="ケルシー"]  お体に障りますので。
[name="Kal'tsit"]  It would be highly detrimental to your condition.
[name="켈시"]  화내시면 건강에 해로우니까요.

[name="乌萨斯军官"]  滚开！
[name="ウルサス将校"]  どけ！
[name="Ursus Officer"]  Out of the way!
[name="우르수스 군관"]  꺼져!

[name="凯尔希"]  是、是，非常抱歉。
[name="ケルシー"]  はい、失礼致します。
[name="Kal'tsit"]  Yes, yes. Very sorry.
[name="켈시"]  네, 네! 죄송합니다.

[name="凯尔希"]  ......
[name="ケルシー"]  ……
[name="Kal'tsit"]  ......
[name="켈시"]  ……

[name="年迈的护工"]  小姑娘？喂，小姑娘！
[name="年取った介護士"]  お嬢さん……ねぇ、お嬢さん！
[name="Elderly Caretaker"]  Miss? Hey, Miss!
[name="나이 지긋한 간병인"]  아가씨? 아가씨!

[name="凯尔希"]  您是在叫我吗？
[name="ケルシー"]  私のことですか？
[name="Kal'tsit"]  Are you referring to me?
[name="켈시"]  부르셨나요?

[name="年迈的护工"]  哎，对咯，小姑娘，刚才的我都看见啦，你可千万别气馁啊。
[name="年取った介護士"]  ああ、そうさ。お嬢さん……さっきの見てたよ。だけど、あんまり落ち込むんじゃないよ。
[name="Elderly Caretaker"]  Yeah, that's right. Miss, I saw the whole thing just now. Don't you lose heart.
[name="나이 지긋한 간병인"]  하아, 맞아. 방금 다 봤어, 너무 기죽지 말고.

[name="年迈的护工"]  那位是个纠察队的头子......按理说，那种人啊，是没有资格来疗养院的。
[name="年取った介護士"]  あれは監視隊の親玉さ……本来なら、ああいった人は療養所に来る資格なんてないんだがね。
[name="Elderly Caretaker"]  That's a Patrol Unit head... you know, you could say, people like that have no right coming to the retreat.
[name="나이 지긋한 간병인"]  방금 그 사람은 감시팀의 우두머리야. 원래라면 이곳에 올 자격도 없는……

[name="凯尔希"]  他可不是贵族......这样作威作福，就不怕得罪别人？
[name="ケルシー"]  彼は貴族ではありませんよね……あんなに横暴な振る舞いをして、誰かの不興を買ったりはしないのですか？
[name="Kal'tsit"]  He certainly isn't a noble... Does he not worry about offending others, acting so tyrannically?
[name="켈시"]  귀족도 아니면서 저렇게 함부로…… 다른 사람들 눈치도 안 보는 건가요?

[name="年迈的护工"]  据说他在某位侯爵身边很吃香......哎，不光如此，听说这次来疗养院，也不是因为什么“战场上留下的顽疾”，他哪上过战场。
[name="年取った介護士"]  彼はどこかの侯爵のお気に入りらしい。けど、それだけじゃない。今回療養所に来たのは、「戦場での負傷」なんかじゃないんだよ。彼が戦場に立つはずはないからねぇ。
[name="Elderly Caretaker"]  They say some count's very fond of him... ah, and not just that. Coming here for his 'battlefield condition?' I heard that's hokum. Bet he hasn't stepped foot on a battlefield in his life.
[name="나이 지긋한 간병인"]  어떤 후작 밑에서 꽤 떵떵거렸다던데…… 칫, 그뿐만이 아니라, 여기에 오게 된 것도 '전쟁에서 얻은 병' 때문이 아니라고 하더군. 저자는 아마 전쟁터 근처도 못 가봤을걸.

[name="年迈的护工"]  听说是帮侯爵做了什么脏活，被侯爵送来避风头的呐。有这么个靠山，对我们这些下人，当然就肆无忌惮起来。
[name="年取った介護士"]  噂じゃあ、侯爵のために何か汚れ仕事をして、ほとぼりを冷ますようにと送り込まれたんだよ。そんなご大層な後ろ盾があれば、私たちみたいな下賤の者には、当然横柄な態度をとるだろうさ。
[name="Elderly Caretaker"]  I heard he helped the count do some dirty work, and got sent here so he could keep his head down. With a supporter like that, and with people like us, of course he lets all hell's bells loose.
[name="나이 지긋한 간병인"]  소문으로는 후작 밑에서 온갖 더러운 짓을 도맡아 하다가 잠시 피신 온 것 같다던데…… 그런 뒷배가 있으니 우리 같은 사람들한테 함부로 구는 거겠지.

[name="凯尔希"]  ......侯爵......
[name="ケルシー"]  ……侯爵。
[name="Kal'tsit"]  ...A count...
[name="켈시"]  ……후작……

[name="凯尔希"]  没想到那样的无赖，竟然也会高攀上一位侯爵老爷。
[name="ケルシー"]  あのように礼節を欠いた人物でも、侯爵のような身分の高い方に引き立てられるのですね。
[name="Kal'tsit"]  I never imagined a scoundrel like that could climb high enough to befriend a count.
[name="켈시"]  저딴 인간이 고상한 후작 나리와 같은 높은 신분의 덕을 다 보다니.

[name="年迈的护工"]  可不是！指不定哪天他就被安排成哪里的小老爷啦！穿着光鲜亮丽地坐在老大的办公桌后面......唉。
[name="年取った介護士"]  まったくだよ！　そのうちどこかのお偉いさんになるかもね。立派な服を着て、一番大きなデスクに座って……なんて世の中だ。
[name="Elderly Caretaker"]  That's how it is! Who knows when one day he'll be made some lord of somewhere! Dressed all clean and fine and sitting behind some enormous desk... agh.
[name="나이 지긋한 간병인"]  그러게나 말이야! 누가 알아? 저러다 어느 날 갑자기 쫙 빼입고선, 높으신 분들 책상 뒤에서 어깨 힘주고 서 있을지도…… 하아……

[name="年迈的护工"]  总之，你可别生气，惹上这种人，可比粘上源石虫还麻烦。像你这么年轻的好姑娘，干嘛要来这个地方工作。
[name="年取った介護士"]  とにかく、あんまり気にするんじゃないよ。ああいうのをまともに相手するなんて、オリジムシよりも面倒だ。しかしあんたみたいな若くていい子が、どうしてこんなところで働きに来てるんだか……
[name="Elderly Caretaker"]  Anyway, don't you get angry. Piss off people like that, and you'll wish it was an Originium Slug stuck to you instead. What on Terra is a fine young girl like you even doing, working out here...
[name="나이 지긋한 간병인"]  어쨌든 너무 기분 나쁘게 생각하지 마. 저런 사람은 건드리면 원석충보다 더 짜증 나니까. 그나저나 꽤 어려 보이는데, 왜 이런 데서 일하는 거지?

[name="年迈的护工"]  千万别说是我告诉你的呀，也别四处乱打听，不然会惹火上身的！
[name="年取った介護士"]  あっ……さっきの話、私から聞いたって言うんじゃないよ。それにむやみに嗅ぎ回るのもダメだ。面倒事を招くだけだからね。
[name="Elderly Caretaker"]  Never tell anyone I told you this, and don't go asking about, or else you'll get burnt!
[name="나이 지긋한 간병인"]  앗…… 아까 이야기는 나한테 들었다고 말하지 마. 떠들어대거나 쓸데없이 이것저것 캐내봤자 좋을 것 없으니까!

[name="凯尔希"]  是......我明白了，谢谢您。
[name="ケルシー"]  はい……わかりました。ありがとうございます。
[name="Kal'tsit"]  Yes... I understand. Thank you.
[name="켈시"]  네…… 알겠어요. 감사합니다.

[name="年迈的护工"]  唉，你下次见到他，躲远些，天知道他会对你做什么——咦，那是新来的医生？
[name="年取った介護士"]  はぁ。今度からあいつを見かけたら、避けた方がいい。何をされるかわからないからね――ん？　あれは新しく来たお医者さんかい？
[name="Elderly Caretaker"]  Ack. The next you see him, stay away a little. Heaven knows what he'll do to you—ah, is that the new doctor?
[name="나이 지긋한 간병인"]  아까 그 사람 나중에 또 만나면 최대한 피해. 또 무슨 말도 안 되는 고집을 부릴지 누가 알겠어…… 음? 저기 보이는 건 새로 온 의사인가?

[name="莉莉娅"]  ......凯尔希。
[name="リリア"]  ……ケルシー。
[name="Lillia"]  Kal'tsit.
[name="릴리아"]  ……켈시.

[name="凯尔希"]  医生。
[name="ケルシー"]  先生。
[name="Kal'tsit"]  Doctor.
[name="켈시"]  선생님.

[name="年迈的护工"]  哦，哦，原来你们认识......那不打扰你们啦，现在可不是休息时间，小心些，别让护工长瞅见了。
[name="年取った介護士"]  おや、知り合いだったのかい……なら邪魔しちゃ悪いね。まだ休憩の時間じゃないから、介護士長に見つからないよう気を付けな。
[name="Elderly Caretaker"]  Oh, oh, so you know each other... then I'll get out of your way. Definitely not break time, after all. Take care, and don't let the head caretaker see you.
[name="나이 지긋한 간병인"]  아, 둘이 아는 사이였어? 난 그럼 먼저…… 지금은 휴식 시간 아니니까 간호부장한테 안 들키게 조심하고.

[name="凯尔希"]  ......
[name="ケルシー"]  ……
[name="Kal'tsit"]  ......
[name="켈시"]  ……

[name="莉莉娅"]  她很关心我们这些新来的，她是个好人。
[name="リリア"]  私たちのような新人を気にかけてくれるなんて、優しい方ですね。
[name="Lillia"]  She cares a lot about us newcomers. She's a good one.
[name="릴리아"]  신입한테 관심 많은 것 같네요, 좋은 사람 같아요.

[name="凯尔希"]  说得对，路易莎医生，我们都不能辜负她。
[name="ケルシー"]  そうですね、ルイーサ先生。彼女の好意を無下にはできません。
[name="Kal'tsit"]  You're right, Dr. Louisa. We cannot let her down.
[name="켈시"]  그래요, 루이자 선생님. 기대를 저버리게 해선 안 되겠죠.

[name="莉莉娅"]  一会你还有别的工作吗？我有些话想对你说。
[name="リリア"]  仕事は終わりましたか？　少し話したいことがあります。
[name="Lillia"]  Will you still be busy with work in a bit? There's some things I'd like to tell you.
[name="릴리아"]  일이 아직 남았나요? 할 이야기가 있는데……

[name="凯尔希"]  抱歉，医生......我还要去冲一杯新的咖啡，如果那位侯爵的宠儿没有继续找茬的话，我随后就去找你。
[name="ケルシー"]  申し訳ないですが、私は今からコーヒーを淹れ直さなくては……もしあの侯爵のお気に入りさんがこれ以上絡んでこなければ、後ほど私の方から先生を訪ねます。
[name="Kal'tsit"]  Apologies, doctor... I still need to brew a new cup of coffee. If that count's pet doesn't continue to pick bones with me, I'll find you right after.
[name="켈시"]  죄송합니다…… 커피를 다시 가져다드려야 하거든요. 후작님께서 각별히 챙긴다는 분께서 절 순순히 놔주신다면 제가 찾아갈게요.

[name="莉莉娅"]  那好吧......记得小心些，凯尔希。
[name="リリア"]  わかりました……気を付けてください、ケルシー。
[name="Lillia"]  Alright, then... remember to be careful, Kal'tsit.
[name="릴리아"]  좋아요…… 조심해야 한다는 거, 꼭 명심하세요. 켈시.

[name="凯尔希"]  路易莎医生。
[name="ケルシー"]  ルイーサ先生。
[name="Kal'tsit"]  Dr. Louisa.
[name="켈시"]  루이자 선생님.

[name="莉莉娅"]  ......现在只有我们两个人，凯尔希，你应该选一个化名。
[name="リリア"]  ……今は私たち二人だけですから、お芝居する必要はありません。ですがケルシー所長、あなたも偽名を使うべきだったのでは？
[name="Lillia"]  It's just us two right now, Kal'tsit. You should be using an alias.
[name="릴리아"]  ……지금은 우리 둘뿐이니 연극할 필요는 없어요. 그래도 그렇지, 여기선 가명을 써주셔야 하지 않겠어요? 켈시 소장님?

[name="凯尔希"]  “路易莎”，借用你女儿的名字，这种程度的伪装简直是看不起秘密警察的手段。
[name="ケルシー"]  「ルイーサ」、娘の名を借りる程度の偽装で秘密警察を欺けると本当に思っているなら彼らを甘く見すぎだ。
[name="Kal'tsit"]  'Louisa.' Borrowing your daughter's name. A disguise of that level is purely for humiliating the Secret Police.
[name="켈시"]  '루이자'…… 딸의 이름을 가명으로 쓰는 건 비밀경찰을 너무 우습게 여기는 거 아닌가?

[name="凯尔希"]  在他们眼里，我已经死了。而这件事结束之后，我会离开乌萨斯，也许很久都不会回来。
[name="ケルシー"]  彼らの記録上では私はもう死んでいる。それにこの件が済めば、私はウルサスを離れ、長く戻らないだろう。
[name="Kal'tsit"]  In their eyes, I am already dead. And after this incident, I'll leave Ursus, and may not be able to return for a very long time.
[name="켈시"]  경찰들에게 나는 이미 죽은 사람이야. 이번 일이 끝나면 우르수스를 떠나서 한동안 돌아오지 않을 거다.

[name="凯尔希"]  不会有人知道大公死于行刺。等他们再次来到大公身旁，只会发现他因衰老而停止了呼吸。
[name="ケルシー"]  大公の死が暗殺によるものだとは誰も思わないだろうからな。呼吸の停まった大公が見つかっても、老衰によるものと判断されるだけだ。
[name="Kal'tsit"]  Nobody will know the Grand Duke's death was a murder. The next time they come to the Grand Duke's side, they will only discover that in his old age, his breathing stopped.
[name="켈시"]  대공이 암살당했다는 건 아무도 모를 거야. 대공을 찾아도 나이가 들어서 숨이 멎은 거라고 생각하겠지.

[name="莉莉娅"]  ......乌萨斯的技术不足以分析你制的毒？
[name="リリア"]  ……ウルサスには、あなたが調合した毒を分析できるほどの技術はないと？
[name="Lillia"]  Will Ursus technology not be enough to analyze the poison you've made?
[name="릴리아"]  ……우르수스의 기술로는 소장님이 만든 독을 분석할 순 없나요?

[name="凯尔希"]  目前而言，这的确超过了他们对“毒物”的理解范畴。
[name="ケルシー"]  現時点では、私の毒は確実に彼らの「毒物」に対する理解の範疇を超えている。
[name="Kal'tsit"]  At present, I assure you this exceeds their understanding of what a 'poison' is.
[name="켈시"]  현재로선 확실히 우르수스의 '독약'에 대한 이해의 범주를 벗어난다.

[name="莉莉娅"]  ......你的知识究竟能领先乌萨斯多少年？所长？
[name="リリア"]  ……あなたの知識があれば、ウルサスの技術力は一体何年分の進歩が可能でしょうか？
[name="Lillia"]  For how many years can your knowledge stay ahead of Ursus? Director?
[name="릴리아"]  ……우르수스보다 몇 년이나 더 앞선 지식을 가지고 있는 건가요, 소장님은?

[name="凯尔希"]  帝国的进步已经超乎我的想象了，但现在不必讨论这些细节。
[name="ケルシー"]  帝国の進歩はすでに私の想像を超えている。しかし今はそんな話をする時ではない。
[name="Kal'tsit"]  The Empire's progress has already surpassed what I imagined, but these are not details we need to discuss right now.
[name="켈시"]  제국의 발전 속도는 내 예상을 뛰어넘었지만, 지금은 그런 문제를 다룰 때가 아닌 것 같네.

[name="凯尔希"]  莉莉娅，你们所希望的仲裁只能以这种方式结束。
[name="ケルシー"]  いいかリリア、君たちが望む裁きは、この方法でしか下せない。
[name="Kal'tsit"]  Lillia, your hoped-for arbitration can only end in this way.
[name="켈시"]  릴리아, 너희가 원하는 중재라는 건 이런 방식으로밖에 끝날 수 없다.

[name="凯尔希"]  你们没有办法奢求更进一步的报复，能将大公的荣耀与意义一并抹去的，只有乌萨斯至高无上的皇帝本人。
[name="ケルシー"]  そしてこれ以上の報復を求めることもできない。大公の地位と栄誉を奪えるのは、ウルサスの頂点に立つ皇帝本人だけだ。
[name="Kal'tsit"]  None of you have the means to seek further revenge; it is unreasonable. Only the paramount Emperor of Ursus would be capable of erasing the Grand Duke's honor, significance, and all else.
[name="켈시"]  그리고 더 이상의 복수를 요구할 수도 없어. 대공의 명예와 의미를 흔적도 없이 지워버릴 수 있는 건, 우르수스의 위대한 황제뿐이니까.

[name="莉莉娅"]  ......我知道......
[name="リリア"]  ……わかっています。
[name="Lillia"]  ...I know...
[name="릴리아"]  ……알아요……

[name="凯尔希"]  好。那么，就是这里？
[name="ケルシー"]  ならいい。で、ここなのか？
[name="Kal'tsit"]  Good. In that case, is this the place?
[name="켈시"]  그럼 됐어…… 그래서, 여기인가?

[name="莉莉娅"]  是的，我们并不知道万尼亚大公身患何种顽疾。
[name="リリア"]  はい。私たちはワーニャ大公がどんな病を患ったのか知りません。
[name="Lillia"]  Yes. We have no idea what Grand Duke Vanya is chronically afflicted with.
[name="릴리아"]  네, 바냐 대공이 무슨 병을 앓고 있는지 저희는 몰라요.

[name="莉莉娅"]  但我从护工长那里了解到，每天下午三点，万尼亚大公会离开他的私人监护室，来到这里休憩。
[name="リリア"]  しかし介護士長からの情報によると、毎日午後三時、大公は個室の治療部屋を出て、ここで日光浴をするそうです。
[name="Lillia"]  But I found out from the head caretaker that every afternoon at three, Vanya will leave his own monitoring room, and come here to relax.
[name="릴리아"]  매일 오후 3시에 바냐 대공이 개인 병실을 나와 여기서 일광욕을 한다는 이야기를 간호부장한테서 들은 적 있어요.

[name="莉莉娅"]  这场日光浴往往持续到日落，偶尔有客人来访的时候，大公会直接与他们在这里共进晚餐。
[name="リリア"]  その日光浴は大体日没まで続きます。たまに来客が訪れる際、大公は彼らと共にここで夕食をとるそうです。
[name="Lillia"]  He sunbathes here until sunset. When he has the occasional guests, he'll have his dinner right here with them.
[name="릴리아"]  해가 질 때까지 일광욕을 즐기는데, 이따금 손님이 올 때면 대공이 여기서 직접 그들과 만찬을 즐긴다고 해요.

[name="莉莉娅"]  我们不可能靠近大公的私房，但是这里......
[name="リリア"]  大公の個室に近づくことは不可能ですが、ここなら……
[name="Lillia"]  There's no way we can get close to the Grand Duke's room, but as for here...
[name="릴리아"]  대공의 방에는 접근할 수 없지만 여기라면……

[name="凯尔希"]  我们现在就站在这里。
[name="ケルシー"]  我々は今、その場所に立っているのだな？
[name="Kal'tsit"]  We're standing right here.
[name="켈시"]  우리가 지금 서 있는 곳 말이지?

[name="莉莉娅"]  是的。
[name="リリア"]  そうです。
[name="Lillia"]  Yes.
[name="릴리아"]  네.

[name="莉莉娅"]  但他不可能没有护卫陪同，届时，这整条走廊都会遭到卫队的封锁。
[name="リリア"]  しかし必ず護衛が付くはずです。その時間帯は、廊下もすべて護衛により封鎖されるでしょう。
[name="Lillia"]  But he won't be without bodyguards. The whole corridor will be sealed off when the time comes.
[name="릴리아"]  하지만 호위가 없을 리 없어요. 그때가 되면 복도 전체를 경비대가 봉쇄할 거예요.

[name="莉莉娅"]  除了被大公特许陪同的客人之外，就只有大公的医疗顾问，以及佣人，可以进入这片区域。
[name="リリア"]  特別に許可された客人を除けば、このエリアに立ち入ることができるのは大公の医療顧問と、使用人だけです。
[name="Lillia"]  Apart from any guests cleared to be with the Grand Duke, only his medical adviser, as well as the servants, are allowed to enter this area.
[name="릴리아"]  대공이 허락한 손님 외에는 대공의 주치의와 하인만 이곳에 들어올 수 있어요.

[name="凯尔希"]  即使如此，乌萨斯的贵族也不会随便允许疗养院的员工来到这处阳台。
[name="ケルシー"]  しかし、療養所の従業員がこのバルコニーに立ち入ることを、ウルサスの貴族はそう易々と許しはしないだろう。
[name="Kal'tsit"]  Even so, the Ursus nobles won't permit the workers to come to this balcony freely.
[name="켈시"]  그래도 우르수스의 귀족이 요양원 직원에게 이곳 베란다를 마음대로 드나들도록 허락해 주진 않을 텐데.

[name="凯尔希"]  我们已经待了足够久了，时间越久，风险越高。
[name="ケルシー"]  我々はすでに、長くこの療養所に留まっている……時間が経てば経つほど、リスクは大きくなる。
[name="Kal'tsit"]  We've already waited for long enough. The longer we spend, the riskier this gets.
[name="켈시"]  우린 충분히 오래 기다렸어. 시간을 끌수록 위험해질 거야.

[name="莉莉娅"]  我明白。一定会有什么空隙，一定会有一个机会......大公的医疗顾问是轮班制的，也许很快就是我。今天，或者明天。
[name="リリア"]  ええ。ですがきっと付け入る隙はあるはずです。チャンスは必ず来ます……大公の医療顧問は交代制で、間もなく私の番が来るでしょうから。今日か、あるいは明日か。
[name="Lillia"]  I understand. There has to be some gap, there has to be an opening... the Grand Duke's medical advisers work in shifts, so it might be me before we know it. Today, or perhaps tomorrow.
[name="릴리아"]  알고 있습니다. 빈틈이 있다면 파고들 기회도 있을 테죠…… 대공의 주치의는 교대로 근무해요. 아마도 오늘이나 내일쯤이면 제 차례일 거예요.

[name="凯尔希"]  ......
[name="ケルシー"]  ……
[name="Kal'tsit"]  ...
[name="켈시"]  ……

[name="凯尔希"]  莉莉娅，你实话告诉我。
[name="ケルシー"]  リリア、正直に答えてほしい。
[name="Kal'tsit"]  Lillia, tell me the truth.
[name="켈시"]  릴리아, 솔직하게 대답해 줘.

[name="凯尔希"]  大公死后，你要何去何从？
[name="ケルシー"]  大公が死んだ後、君はどうするつもりだ？
[name="Kal'tsit"]  After the Grand Duke dies, what will you do?
[name="켈시"]  대공이 죽고 나면 넌 어떻게 할 거지?

[name="莉莉娅"]  为什么现在要问这个？我们应该专注于眼前的——
[name="リリア"]  どうして今そんなことを？　今は目の前のことに――
[name="Lillia"]  Why ask this now? We should be focusing on what's before us—
[name="릴리아"]  그걸 지금 왜 묻는 거죠? 눈앞의 일에 집중해야……

[name="凯尔希"]  我希望你能如实回答。
[name="ケルシー"]  答えてくれ。
[name="Kal'tsit"]  I'm hoping you can answer me with reality.
[name="켈시"]  솔직히 대답해 줬으면 해.

[name="莉莉娅"]  ......
[name="リリア"]  ……
[name="Lillia"]  ......
[name="릴리아"]  ……

[name="莉莉娅"]  在我们抵达松心山谷之前，我收到了万比洛夫家发来的最后一封信。
[name="リリア"]  パインバレーに着く前、ヴァンピロフ家から手紙が届きました。
[name="Lillia"]  Before we reached Pine Valley, I received one final letter from Vampilov's family.
[name="릴리아"]  파인 밸리에 오기 전에 밤펠로프 가문에서 보낸 마지막 편지를 받았어요.

[name="莉莉娅"]  谢尔盖依旧在勤勤恳恳地为鲍里斯服务，而那座城市......转移了航道。也许这是某个转变的开始。
[name="リリア"]  セルゲイはいまだにボリスのためにせっせと働いています。そしてあの都市は……航路を変更しました。ひょっとするとこれは何かの転機なのかもしれません。
[name="Lillia"]  Sergei is still diligently serving Boris, and the city... has changed course. Perhaps this is the start of something changing.
[name="릴리아"]  세르게이는 여전히 보리스에게 헌신하고 있더군요. 그리고 도시는…… 항로를 바꿨죠. 아마도 그건 변화의 시작을 의미할 거예요.

[name="莉莉娅"]  他们杀了那么多人......他们却那么心安理得，高枕无忧......
[name="リリア"]  あいつらは数えきれないほど多くの人を殺した……それでも平然と暮らしている……
[name="Lillia"]  They killed so many people... yet their conscience is still so clear. They rest so easily...
[name="릴리아"]  그들 때문에 많은 사람이 목숨을 잃었어요…… 하지만 그들은 양심의 가책도 없이 떵떵거리며 살아가고 있죠……

[name="凯尔希"]  你了解过谢尔盖的背叛。
[name="ケルシー"]  君はセルゲイの裏切りを理解していると思うが。
[name="Kal'tsit"]  You found out about Sergei's betrayal.
[name="켈시"]  세르게이가 배신한 걸 알고 있구나.

[name="莉莉娅"]  ......但任何借口都换不回已死的人。
[name="リリア"]  ……どんな理由があろうと、死んだ人間が蘇ることはありません。
[name="Lillia"]  But no excuse can bring back the dead.
[name="릴리아"]  ……하지만 어떤 핑계를 댄다 해도, 죽은 사람이 돌아오진 않겠죠.

[name="莉莉娅"]  谢尔盖提供不了更多的科学援助，也许过个几年，项目就会被正式叫停。然后？坐视谢尔盖和鲍里斯继续沆瀣一气，作威作福？
[name="リリア"]  あと数年経てば、セルゲイが提供できる科学技術も底をついて、プロジェクトは正式に中断となるかもしれませんが……あいつらは生きています。あの二人が仲良く上から笑っているのを見続けろと？
[name="Lillia"]  Sergei can't offer any further scientific assistance. Perhaps in a few years, they'll formally call a halt to the project. And then? I just sit back and watch Sergei and Boris continue to collude, to trample over everything?
[name="릴리아"]  세르게이는 더 이상 기술을 지원해 줄 수 없어요. 아마도 몇 년이 지나면 프로젝트도 정식으로 중단되겠죠. 그런 뒤에는요? 세르게이와 보리스가 손잡고 악행을 저지르는 걸 보고만 있어야 할까요?

[name="凯尔希"]  即使万尼亚大公死了，你也不打算停下。
[name="ケルシー"]  ワーニャ大公が死んでも、君は止まるつもりはないのだな。
[name="Kal'tsit"]  Though Grand Duke Vanya will be dead, you don't plan to stop.
[name="켈시"]  바냐 대공이 죽었다고 해도 너는 멈출 생각이 없구나.

[name="莉莉娅"]  我无法原谅谢尔盖。我第一次认识他时，喝醉了的阿斯特罗夫还兴奋地抱着我，向我倾诉他拥有一帮怎样正直且优秀的同事。
[name="リリア"]  私はセルゲイが許せません。初めて彼と出会った時、酔っぱらったアストロフは興奮気味に私に抱きついて、彼がどれほど正直で優れた同僚であるかを語りました。
[name="Lillia"]  There's no way I can pardon Sergei. The first time I met him, Astrov was drunk, hugging me so excited, telling me all about how he had such upstanding, excellent colleagues.
