8:52 P.M.  天气/多云
[name="マフィアB"]   名簿だと、次のジジィがいるところはそう遠くない。魚団子を売ってやがるってよ。生鮮売り場の向かいだとさ。
[name="Mafioso B"]   Checking our list, looks like the next lucky contestant is some poor finball hawker. Lives right around here.
[name="마피아B"]   리스트를 보니 다음 녀석도 이 근처에 있군. 생선가게 맞은 편에 어묵 파는 곳을 찾아봐.

[name="黑帮A"]   嘁，浪费时间。
[name="マフィアA"]   チッ、時間の無駄だった。
[name="Mafioso A"]   Sounds like a waste of time.
[name="마피아A"]   칫, 시간 낭비군.

[name="贫民窟居民"]   咕，哈啊——骨头都断了，这帮——该死的——下手真重，嘎哈！
[name="スラム街の住民"]   ぐ、はぁ——骨まで折れちまったじゃないか。あの——クソが——容赦なくやりやがって、がはっ！
[name="Slum Dweller"]   Gah... aaagh! They broke... my arm... those sons of...
[name="슬럼가 주민"]   큭, 하아…… 저 독한 놈들…… 뼈를 다 부러뜨려놨어…… 커헉!

[name="贫民窟居民"]   必须得......告诉他们......
[name="スラム街の住民"]   絶対に……彼らに伝えなければ……。
[name="Slum Dweller"]   I have to... tell them...
[name="슬럼가 주민"]   반드시…… 그 사람들한테 알려줘야……

[name="黑帮A"]   那边的，站住。
[name="マフィアA"]   そこの奴、止まれ。
[name="Mafioso A"]   That's him. Over there.
[name="마피아A"]   잠깐, 거기 너.

[name="孑"]   .....
[name="ジェイ"]   ……。
[name="Fillet"]   ......
[name="제이"]   ……

[name="槐琥"]   ......你们有什么事吗？
[name="ワイフー"]   ……何かご用ですか？
[name="Waai Fu"]   ...Can I help you?
[name="와이후"]   ……무슨 볼일이라도?

[name="黑帮B"]   （等等，注意旁边那个男的，我总觉得不是什么善茬。）
[name="マフィアB"]   （待て、隣の男に気をつけろ。一筋縄ではいかねぇかもな。）
[name="Mafioso B"]   (Hold up. Check the mug over there. I got a bad feeling about him.)
[name="마피아B"]   (기다려, 저 남자, 보통 녀석이 아닌 것 같다…)

[name="黑帮A"]   （龙门当地的帮派？不用担心，按照卡彭先生的报告，都是小角色。）
[name="マフィアA"]   （地元のマフィアか？　まぁ安心しろ、カポネさんからの情報によれば、みんな雑魚だってよ。）
[name="Mafioso A"]   (Some Lungmen triad? Mr. Capone says they're a bunch of pushovers.)
[name="마피아A"]   (용문 현지 조직인가? 괜찮아. 카포네 님은 여기 있는 놈들은 전부 잔챙이라 그랬다고.)

[name="黑帮A"]   我有点事情要问。
[name="マフィアA"]   おい、ちょっと聞きたいことがあってな。
[name="Mafioso A"]   I got a question for ya.
[name="마피아A"]   뭐 하나 묻자.

[name="黑帮A"]   谁也不想惹上麻烦，对吧？乖乖回答我们，我们就走。
[name="マフィアA"]   誰も面倒事にはなりたくない、そうだろ？　素直に俺らの質問に答えてくれさえすりゃ、俺らは大人しく帰るさ。
[name="Mafioso A"]   We don't want any trouble, right? Just give us a clean answer and we'll be on our way.
[name="마피아A"]   일 크게 만들고 싶지 않으면 제대로 대답해라, 그럼 얌전히 보내주지.

[name="孑"]   ......你的拳头上有血。
[name="ジェイ"]   ……アンタの手、血がついてやすが。
[name="Fillet"]   ...There's blood on your knuckles.
[name="제이"]   ……손에 피가 묻었는데.

[name="黑帮A"]   不好意思，只是些不配合的垃圾。
[name="マフィアA"]   なに大したことじゃない、話を聞かねぇゴミがね。
[name="Mafioso A"]   Oh, pardon me. I was cleaning out the trash earlier.
[name="마피아A"]   그래, 협조를 안 하는 쓰레기들이 좀 있어서.

[name="黑帮A"]   但是像你们这样的好市民，当然会配合我们的吧？
[name="マフィアA"]   でもお前らみたいな善良な市民なら、当然協力してくれるよな？
[name="Mafioso A"]   But a couple of upright citizens like yourselves, you ain't trash, are you?
[name="마피아A"]   너희 같이 착한 시민들은 당연히 우리한테 협조해주겠지?

[name="槐琥"]   这是威胁？
[name="ワイフー"]   脅しですか？
[name="Waai Fu"]   Is that a threat?
[name="와이후"]   위협하는 건가요?

[name="黑帮A"]   大家心里清楚。
[name="マフィアA"]   わかってるだろ。
[name="Mafioso A"]   You're a smart girl, you can figure it out.
[name="마피아A"]   왜, 뭐 켕기는 게 있나 보지?

[name="槐琥"]   那我拒绝。
[name="ワイフー"]   ならお断りします。
[name="Waai Fu"]   Then I refuse to help you.
[name="와이후"]   그럼 전, 거절하겠어요.

[name="黑帮B"]   ......拒绝？
[name="マフィアB"]   ……お断りだとぉ？
[name="Mafioso B"]   ...refuse?
[name="마피아B"]   ……거절?

[name="黑帮B"]   小姑娘，你好像弄错了什么。
[name="マフィアB"]   お嬢ちゃん、なにか勘違いしてるみたいだな。
[name="Mafioso B"]   I think that came out wrong, girly.
[name="마피아B"]   아가씨, 지금 상황 파악이 안 돼?

[name="黑帮B"]   还是说，你也想变成那边巷子里的垃圾，被打得半死不活？
[name="マフィアB"]   それとも、お前もあそこの路地裏のゴミみたいに半殺しにされてぇのか？
[name="Mafioso B"]   It sounded like you said you were dumpster garbage eager to get beaten half to death in that alleyway over there?
[name="마피아B"]   아님, 아가씨도 저 골목의 쓰레기들처럼 반 죽을 때까지 두들겨 맞고 싶은 거야?

[name="孑"]   槐琥，我刚才听到的惨叫声......
[name="ジェイ"]   ワイフー、さっき聞こえた悲鳴は……。
[name="Fillet"]   Waai Fu, I'm pretty sure that scream I just heard was...
[name="제이"]   와이후, 방금 들었던 그 비명소리는……

[name="槐琥"]   ——你们刚才说了，“垃圾”，对吧？
[name="ワイフー"]   あなたたち、今、「ゴミ」って言いましたね？
[name="Waai Fu"]   Was "garbage," the word you just used?
[name="와이후"]   ……당신들 방금, '쓰레기'라고 했죠?

[name="槐琥"]   以防万一我多问一句，你是指这里的居民吗？
[name="ワイフー"]   念の為に重ねて質問しますが、それはここの住民のことを言ったのですか？
[name="Waai Fu"]   Because one must be thorough and prepared for all eventualities, I will ask one more question: is that how you refer to the people here?
[name="와이후"]   혹시나 해서 묻는 건데, 여기 주민들을 말하는 건가요?

[name="黑帮A"]   我没那么多时间陪你废话，赶紧——
[name="マフィアA"]   お前の無駄話に付き合ってる暇はねぇんだよ、さっさと——。
[name="Mafioso A"]   I don't got time to waste talkin' shit with you, start talk——
[name="마피아A"]   쓸데없는 얘기할 시간이 없다고. 어서……

[name="黑帮A"]   敢、敢还手！？
[name="マフィアA"]   て、抵抗する気か！？
[name="Mafioso A"]   Wh- what was that?!
[name="마피아A"]   뭐야, 해보자 이거야?!

[name="黑帮A"]   都给我上——
[name="マフィアA"]   おいお前ら、かかれ——。
[name="Mafioso A"]   You better——
[name="마피아A"]   좀 맞아야 정신 차…

[name="黑帮A"]   呃！？
[name="マフィアA"]   なにっ！？
[name="Mafioso A"]   Gah?!
[name="마피아A"]   크헉?!

[name="槐琥"]   下一个。
[name="ワイフー"]   さぁ次。
[name="Waai Fu"]   Next.
[name="와이후"]   다음.

[name="槐琥"]   不，算了，反正你们也就只是一群不入流的喽啰，一起上吧。
[name="ワイフー"]   いえ、いいです。どうせあなたたちは能無しの下っ端ですし、まとめてかかってこい！
[name="Waai Fu"]   You know what, the kind of scum you are, I'll take you all on at once.
[name="와이후"]   아니다. 그래 봤자 떨거지들인 것 같은데, 한꺼번에 덤벼!

[name="槐琥"]   古往今来，邪不压正，你们这些滥伤无辜的下九流，何足挂齿。
[name="ワイフー"]   古今東西、悪の栄えた試し無し。罪なき人に狼藉を働く、あなたたちのような卑劣な三下など、取るに足りません。
[name="Waai Fu"]   Not once in recorded history has evil triumphed over justice, and you evildoers who indiscriminately prey on the weak are not even worth a mention.
[name="와이후"]   예나 지금이나 악은 정의를 이기지 못하는 법. 당신들 같이 사람들이나 괴롭히는 잔챙이들은 말할 것도 없지.

[name="黑帮B"]   什么情况！？这女人的动作——？
[name="マフィアB"]   ど、どういうことだ！？　このアマの動き——？
[name="Mafioso B"]   What is this?! How does she move like that?
[name="마피아B"]   어, 어떻게 된 거야? 저 여잔 대체……?

[name="黑帮A"]   那就尝尝弩弹——
[name="マフィアA"]   ならクロスボウを——。
[name="Mafioso A"]   Just shoot her alrea——
[name="마피아A"]   그럼 이 석궁으로……

[name="孑"]   ......慢着。
[name="ジェイ"]   ……待ちな。
[name="Fillet"]   ...not so fast.
[name="제이"]   ……느리네.

[name="黑帮A"]   咕！松手！你这混账！
[name="マフィアA"]   ぐっ！　手を放せ！　このクソ野郎！
[name="Mafioso A"]   Gah! Hey! Let go of me!
[name="마피아A"]   윽! 이거 놔! 빌어먹을!

[name="孑"]   唉，你这种人，属于冰箱断电馊了三天的海胆，差不多那个感觉吧。
[name="ジェイ"]   えーと、アレだ。おめぇらなんぞ、停電して三日経った冷蔵庫の中の腐ったウニと同じなんだってぇの。
[name="Fillet"]   You know what you remind me of? A rotten finfish three days after the freezer lost power.
[name="제이"]   어… 그거네. 너희 말이야, 뭐냐 그… 전기 끊긴 냉장고에서 3일 정도 묵힌 성게랑 비슷한 그런 느낌이야.

[name="黑帮A"]   你、你在说什么？
[name="マフィアA"]   な、何言ってやがる？
[name="Mafioso A"]   What are you talking about?
[name="마피아A"]   무, 무슨 소리를 하는 거야?

[name="孑"]   ......算了，我不该学槐琥咬文嚼字的，还是直接点好。
[name="ジェイ"]   ……やめやめ。俺がワイフーの真似して口上並べようとしても締まらねぇ。手だけ動かすのが一番だわな。
[name="Fillet"]   ...nothing. I shouldn't try to copy Waai Fu's battle banter. I'll take the direct approach.
[name="제이"]   ……에이 씨, 와이후처럼 뭐 좀 있어 보이게 말하는 건 역시 나랑 안 어울려. 그냥 줘 패야지.

[name="孑"]   嘿。
[name="ジェイ"]   なぁ。
[name="Fillet"]   Heh.
[name="제이"]   어이.

[name="黑帮A"]   好、好大的劲，等！等等！要断了！要断了！
[name="マフィアA"]   ち、力、強っ。待て！　待ってくれ！　ちぎれる！　ちぎれる！
[name="Mafioso A"]   S- so strong! Agh! Y- you're gonna break my arm! Stop!
[name="마피아A"]   힘이 왜 이렇게 세! 잠깐! 잠깐만! 부러진다! 부러진다고!

[name="孑"]   把武器放下，滚出这里。
[name="ジェイ"]   おう、武器捨てて、ここから失せやがれ。
[name="Fillet"]   Drop your weapon. And get out of my sight.
[name="제이"]   무기 버리고 당장 꺼져.

[name="黑帮A"]   我、我知道了，你先放手！
[name="マフィアA"]   わ、わかったから、手を放せ！
[name="Mafioso A"]   Al- alright already! Just let me go!
[name="마피아A"]   아, 알겠으니까 이거 놔!

[name="孑"]   ......但果然还是应该弄脱臼比较好吧。毕竟你拿着那么危险的武器。
[name="ジェイ"]   ……でもやっぱ脱臼させといた方が良いかもな。アンタそんな危ない武器持ってるんだしよ。
[name="Fillet"]   ...I should probably break a bone or two just to be safe. You've got a real dangerous weapon there, after all.
[name="제이"]   ……아니지, 역시 어디 하나 부러뜨려 놓는 게 좋을까. 이런 무기 들고 다니면 위험하겠냐 안 위험하겠냐.

[name="黑帮A"]   呃啊！你，你真下得去手——
[name="マフィアA"]   ひぇえ！　よ、よくもぉ——。
[name="Mafioso A"]   Aaagh! P- please stop!
[name="마피아A"]   으아아악! 진, 진짜 부러뜨렸어……

[name="黑帮B"]   这、这两个人怎么回事？我没听说这附近有什么注意目标啊！
[name="マフィアB"]   クソッ、なんだよコイツら。この辺にこんなヤバい連中がいるなんて聞いてねぇぞ！
[name="Mafioso B"]   Wh- what's the deal with these two? Nobody warned us about any targets around here!
[name="마피아B"]   이, 이 두 놈은 대체 뭐야! 이 근처에 주의할 놈들이 있단 얘긴 못 들었는데!

[name="黑帮A"]   嘁，先走，回头再说。
[name="マフィアA"]   チッ、ひとまず引くぞ。
[name="Mafioso A"]   Just get the hell outta here first. We'll talk later.
[name="마피아A"]   쳇, 일단 빠진다.

[name="黑帮A"]   不管你们是哪个帮派的，都不会有好下场的！该死的龙门人！
[name="マフィアA"]   テメエら、どこのファミリーか知らねぇが、覚えてろよ！　くたばれクソ龍門人が！
[name="Mafioso A"]   I don't care what crew you guys are with, next time ain't gonna go your way. Damned Lungmenites.
[name="마피아A"]   어느 조직 놈들인지는 모르겠지만 두고 보자! 망할 용문인들!

[name="孑"]   不，都说了我不是黑社会，为什么都喜欢以貌取人......
[name="ジェイ"]   いや、だから俺は裏社会の人間じゃねぇんだがな。なんでみんな見た目で判断するんだかね……。
[name="Fillet"]   Come on, we're not triads. Why do they always have to judge a book by its cover...?
[name="제이"]   분명 조폭 아니라고 했는데, 다들 왜 이렇게 겉모습만 보고 사람을 판단하는지……

[name="槐琥"]   先别管这些，救人要紧，我去那边看看！
[name="ワイフー"]   そんなことはどうでもいいです。急いでやられた人を助けに行かないと。私はあの辺りを見てきます！
[name="Waai Fu"]   Forget it, there's people to save. Over there!
[name="와이후"]   지금 그게 중요해요? 사람들 구하는 거나 도와줘요! 전 저쪽으로 가볼게요.

[name="孑"]   啊，好。
[name="ジェイ"]   へいへい。
[name="Fillet"]   Oh, right.
[name="제이"]   아, 그래.

[name="孑"]   ——别动，我来帮你！
[name="ジェイ"]   じっとしてな、助けに来たぞ！
[name="Fillet"]   Don't move! We're here to help!
[name="제이"]   ……움직이지 마. 도와주러 온 거야!

[name="贫民窟居民"]   阿孑？
[name="スラム街の住民"]   ジェイ坊か？
[name="Slum Dweller"]   Ah Fil?
[name="슬럼가 주민"]   제이? 너냐?

[name="孑"]   还好，都是皮外伤，别急，我这就去叫医生，他们离这不远。
[name="ジェイ"]   よかった。内臓まではやられてねぇみたいだ。落ち着いて、医者を呼びに行ってきやすから。そう遠くはないはずなんで。
[name="Fillet"]   You're fine. It's just a flesh wound. Sit still and I'll go get a doctor. I won't be long.
[name="제이"]   전부 가벼운 상처라 그나마 다행이다. 의사 불러올 테니까 기다려. 여기서 멀지 않으니까.

[name="贫民窟居民"]   阿孑！别管我，先去找你董阿伯！
[name="スラム街の住民"]   ジェイ坊！　俺のことはいい、お前は董の親父さんを探しに行け！
[name="Slum Dweller"]   Ah Fil! Don't worry about me. You have to go find Uncle Tung!
[name="슬럼가 주민"]   제이! 난 괜찮으니까 먼저 동씨 아저씨를 찾아!

[name="贫民窟居民"]   他们下一个目标就是他！
[name="スラム街の住民"]   奴ら次の目的は親父さんだ！
[name="Slum Dweller"]   That's where they're going next!
[name="슬럼가 주민"]   놈들의 다음 타겟은 아저씨야!

[name="孑"]   ——
[name="ジェイ"]   ——っ。
[name="Fillet"]   ——
[name="제이"]   ……뭐?

