7:10 P.M.    天气/晴
[name="바이슨"]   아, 네. 방금 습격은 분명히 마운틴대쉬 로지스틱스와 펭귄 로지스틱스에 대한 도전입니다.

[name="拜松"]   这件事情绝不能轻视，如果有必要的话，我会通知家父和近卫局，此事应当被视作一起恶性袭击——
[name="バイソン"]   今回の件は軽視できません。必要ならば、ぼくが父と近衛局に連絡します。この事をテロだとみなすべきかと——
[name="Bison"]   We can't take this sitting down. I can contact my father and the LGD. This is a case of aggravated assault...
[name="바이슨"]   절대 가볍게 볼 일이 아닙니다. 필요하다면 아버지와 근위국에 알리겠습니다. 이번 일은 저희에 대한 테러로써……

[name="大帝"]   喂，德克萨斯。
[name="エンペラー"]   おい、テキサス。
[name="Emperor"]   Hey, Texas.
[name="엠퍼러"]   어이, 텍사스.

[name="德克萨斯"]   嗯？
[name="テキサス"]   なに？
[name="Texas"]   Hm?
[name="텍사스"]   음?

[name="大帝"]   晚上吃什么？
[name="エンペラー"]   晩飯はなんだい？
[name="Emperor"]   What's for dinner?
[name="엠퍼러"]   오늘 저녁밥은?

[name="能天使"]   欢迎派对！还用问吗？但是空去哪儿了，不是留下看家了吗？
[name="エクシア"]   もっちろん歓迎パーティー！　それしかないっしょ？　でもソラがいないかぁ。留守番頼んどいたハズだったんだけど？
[name="Exusiai"]   We're throwing a welcome party, of course! But where's Sora? Didn't she stay home to hold down the fort?
[name="엑시아"]   뭘 물어봐? 환영 파티 해야지! 그나저나 소라는 어디 간 거야? 집 지키고 있던 거 아니었어?

[name="可颂"]   反正只要德克萨斯联系她的话，她立刻就能赶回来吧。
[name="クロワッサン"]   テキサスはんが連絡すりゃあ、すぐにピューっと戻ってくるやろ。心配あらへんって。
[name="Croissant"]   Ya know she'll come a-runnin' soon as Texas gets on the horn.
[name="크루아상"]   어차피 텍사스가 연락하면 제깍 달려올끼다.

[name="可颂"]   啊，抱歉，你接着说。
[name="クロワッサン"]   おっと堪忍な。話続けてや。
[name="Croissant"]   Oh, sorry. You were sayin'?
[name="크루아상"]   아, 미안. 계속 말해라.

[name="拜松"]   （空？）
[name="バイソン"]   （ソラ？）
[name="Bison"]   (Sora?)
[name="바이슨"]   (소라?)

[name="拜松"]   ......咳，当务之急是调查那些袭击我们的敌人，企鹅物流的各位有什么头绪吗？
[name="バイソン"]   ……はい。当面の急務としては、ぼくたちを襲撃した敵の調査だと思います。ペンギン急便の皆さんは、何か手がかりになるようなことはありますでしょうか？
[name="Bison"]   ...Um, the first order of business is to figure out who attacked us. Does Penguin Logistics have any leads?
[name="바이슨"]   ……네. 가장 급한 건 습격자들이 누구인지 조사하는 거겠죠. 펭귄 로지스틱스 분들은 혹시 짚이는 게 있으신가요?

[name="能天使"]   头绪？不就是普通的业务纠纷吗？
[name="エクシア"]   ん～？　手がかり？　あんなのいつもの業務トラブルじゃない？
[name="Exusiai"]   Leads? It's a pretty basic business dispute.
[name="엑시아"]   짚이는 거? 업무상의 평범한 마찰 아니었어?

[name="拜松"]   呃，业务纠纷......？
[name="バイソン"]   えっ、業務トラブル……？
[name="Bison"]   What do you mean, business dispute...?
[name="바이슨"]   네? 업무상의 마찰……?

[name="大帝"]   德克萨斯！我抽屉里的雪茄呢！？
[name="エンペラー"]   テキサス！　引き出しにあった俺の葉巻は！？
[name="Emperor"]   Texas! Shouldn't I have a cigar in my hand by now?!
[name="엠퍼러"]   텍사스! 내 서랍에 있던 시가 어디 있어?!

[name="能天使"]   老板，我们已经好久没回过这个据点了，恐怕早就发霉了。
[name="エクシア"]   ボス、あたしたちがここに戻ってくるの久しぶりなんだし、そんなのとっくにカビ生えてるって。
[name="Exusiai"]   Boss, it's been a while since we shacked up here. I think all your smokes went bad.
[name="엑시아"]   보스, 이 거점은 오랜만에 온 거잖아. 진작에 썩어버렸을 거라고.

[name="德克萨斯"]   空来打扫过，可能那时候扔掉了吧。
[name="テキサス"]   ソラが掃除しにきたときに捨てたと思う。
[name="Texas"]   Sora came here to clean before. She might have thrown them away.
[name="텍사스"]   소라가 청소했는데, 그때 버렸을걸.

[name="大帝"]   啊，那我今天晚上会死的，不行，这可不行......
[name="エンペラー"]   カーッ、マジかよ。俺、今夜死ぬやつじゃん。これダメだろ。イヤ無理無理無理……。
[name="Emperor"]   Y'all for real? You tryin' to kill me? This is wack...
[name="엠퍼러"]   갓대앰! 새됐네… 오늘 니코틴 충전 못 하는 거 에반데…

[name="大帝"]   啊，你继续，别在意。
[name="エンペラー"]   あ、続けてくれ。気にすんな。
[name="Emperor"]   Yeah, you keep talkin'. Don't worry.
[name="엠퍼러"]   아, 신경 쓰지 말고 하던 말 계속해.

[name="拜松"]   首先我们应该明确敌人的目的——
[name="バイソン"]   まずぼくたちが明確にするべきなのは、敵の目的で——
[name="Bison"]   Our first step should be to figure out exactly what these attackers were targeting...
[name="바이슨"]   일단은 적의 목적이 뭔지 알아야겠죠……

[name="大帝"]   慢着，音乐！我的黑胶唱片！是不是放了一箱在这里？
[name="エンペラー"]   ちょっと待て！　ミュージック！　俺のレコード！　ここに一箱置いといたはずだぜ？
[name="Emperor"]   Hold up, we need some tunes! Get some vinyl spinnin'! We got a whole box of them here, don't we?
[name="엠퍼러"]   잠깐, 음악! 내 LP판! 여기 뒀던 거 얼로 치웠어?

[name="可颂"]   啊，好像是我搬来的。那一箱得有我好几个月薪水。
[name="クロワッサン"]   あぁ、それウチがここに運んできたやつやな。あの箱んなかエライもん入っとったなぁ。あんなんウチの月給の数カ月分や。
[name="Croissant"]   Purdy sure I hauled one over. A box worth a couple months' salary.
[name="크루아상"]   아, 내가 갖고 왔을낀데. 그 상자 하나가 내 몇 개월 치 월급인 거 아나.

[name="能天使"]   在这儿，要听哪张？
[name="エクシア"]   ここにあるよ。何が聴きたい？
[name="Exusiai"]   Found it. What do you want to hear?
[name="엑시아"]   여기 있어. 어떤 걸로 틀어줄까?

[name="大帝"]   随便哪张都行，被我选中的只会是宇宙末日级精品。
[name="エンペラー"]   何でもいい。俺は宇宙の終焉まで残る芸術品しか選ばねぇよ。
[name="Emperor"]   Just throw on any one of 'em. Anything I picked out's gonna be fire.
[name="엠퍼러"]   아무거나 드뢉잇. 내 트랙리스트는 다 탈우주급 명곡이니.

[name="大帝"]   啊，音乐，有了艺术的人生才不会无聊，赞美音乐，以及我自己！
[name="エンペラー"]   やっぱ、音楽はイイぜ。コレがあるから人生楽しめるってもんだ。ビバ音楽！　ビバ俺ってな！
[name="Emperor"]   It ain't life without music. Bless. Nice tunes, nice me.
[name="엠퍼러"]   그래 바로 이거지 뮤직… 예술 없는 인생은 김빠진 콜라, 브라보 마 뮤직 브라보 마 라이프!

[name="大帝"]   拜松，接着说。
[name="エンペラー"]   どうしたバイソン？　続けろよ。
[name="Emperor"]   Bison, what else you got?
[name="엠퍼러"]   바이슨, 계속해.

[name="拜松"]   ......我、我说到哪了？
[name="バイソン"]   ……ぼく、何話してたんでしたっけ？
[name="Bison"]   ...Oh. Where was I?
[name="바이슨"]   ……제, 제가 어디까지 말했죠?

[name="大帝"]   他们的目的。
[name="エンペラー"]   襲撃した奴らの目的だろ？
[name="Emperor"]   Their target.
[name="엠퍼러"]   그들의 목적.

[name="拜松"]   对！他们的目的应该是我，也许，是为了挑拨贵司与我司的关系。
[name="バイソン"]   そうです！　彼らの目的はぼくでしょう。あるいは、御社と弊社の関係を揺さぶるためかと。
[name="Bison"]   Right! Well, their target was me, I guess, to try to provoke our two companies.
[name="바이슨"]   그래요! 그들의 목적은 아마 저일 거예요. 귀사와 저희 회사 사이에 분쟁을 일으키려는 거예요!

[name="大帝"]   什么啊，这点小事，还以为只是给之前的事情报仇......
[name="エンペラー"]   なんだよ。それだけかよ。てっきりこの前の仕返しだとばかり思ったぜ……。
[name="Emperor"]   That's it? I figured it'd be some revenge thing...
[name="엠퍼러"]   왓 더…  겨우 그거야? 지난 일의 복수인 줄 알았는데…

[name="拜松"]   您有什么线索吗？
[name="バイソン"]   何かお心当たりがあるのでしょうか？
[name="Bison"]   So you have a lead?
[name="바이슨"]   혹시 짚이는 게 있으신가요?

[name="大帝"]   ——咳咳！德克萨斯！去调查一下他们！
[name="エンペラー"]   ——コホンッ！　おいテキサス！　奴らの調査に行ってこい！
[name="Emperor"]   Sigh. Texas! Go scout 'em out!
[name="엠퍼러"]   ……크흠! 텍사스! 녀석들을 조사해봐!

[name="德克萨斯"]   加班费，三倍。
[name="テキサス"]   残業代、三倍で。
[name="Texas"]   Triple overtime.
[name="텍사스"]   추가근무수당, 3배.

[name="能天使"]   唔，这种程度的打架每个月都会有个十七八次啦。信使不都是这样工作的吗？
[name="エクシア"]   えーっ、こんな喧嘩なんて月に十七、八回ぐらいやってるっしょ。トランスポーターの仕事なんてこんなもんじゃないの？
[name="Exusiai"]   Um, we get into scuffles like that maybe twenty times a month. Doesn't every Messenger deal with this all the time?
[name="엑시아"]   흐음… 이 정도 싸움은 매달 열일곱? 열여덟 번은 있는 것 같아. 전달자는 다 이렇게 일하는 거 아냐?

[name="拜松"]   ......为什么？
[name="バイソン"]   ……なぜそうお考えに？
[name="Bison"]   ...Why?
[name="바이슨"]   ……어째서죠?

[name="拜松"]   信使不是应该更加隐秘一点，迅速一点......从来不是以武力为标准的啊。
[name="バイソン"]   トランスポーターには隠密かつ迅速な行動こそ求められるもので……武力を使うのは一般的ではないかと。
[name="Bison"]   Messengers should be quieter, quicker... you shouldn't be settling everything with violence all the time.
[name="바이슨"]   전달자라면 조금 더 은밀하고 신속해야 하지 않나요…… 무력이 기준이 된 적은 없었던 걸로 아는데……

[name="能天使"]   是这样的吗？
[name="エクシア"]   そうなの？
[name="Exusiai"]   Huh.
[name="엑시아"]   그런 거야?

[name="德克萨斯"]   ......我们明明是个物流公司，为什么总是被卷进帮派斗争里去？
[name="テキサス"]   ……確かに私たちはただの運送会社のはず。なぜいつもマフィアの抗争に巻き込まれる？
[name="Texas"]   We're a logistics company. Why are we always getting involved in gang wars?
[name="텍사스"]   ……우리는 분명 물류 회사인데, 왜 항상 이런 세력 다툼에 휘말리는 거지?

[name="大帝"]   因为他们的品味太低，对自己生而为人的品位太低。
[name="エンペラー"]   簡単だ。奴らにはセンスがねぇ。人としてのセンスってやつがな。
[name="Emperor"]   cause they got no taste. They don't value their own lives.
[name="엠퍼러"]   다 플로우가 없어서 그래 플로우가. 남을 대하는 플로우가 너무 격 떨어지는 것들.

[name="可颂"]   也因为老板发我们薪水嘛。不过还是有在遵纪守法地运送货物啦。
[name="クロワッサン"]   せやせや、ウチらボスから貰うた給料分、ちゃーんとルールっちゅうもんを守って仕事してるで。
[name="Croissant"]   And the baws signs our checks. We still get the goods where they need to go, all nice an' legal-like.
[name="크루아상"]   보스가 우리한테 월급을 주니까 그렇지. 우린 그래도 배달할 때 규칙은 지킨다 안카나!

[name="可颂"]   只是大部分时候都会变成武装运送而已。
[name="クロワッサン"]   たま～に、運送中にドンパチしとるだけや。
[name="Croissant"]   It's just we usually end up doin' some armed transport.
[name="크루아상"]   마 쪼~끔 많이, 부득이하게 무장 운송이 되어 버려서 그렇긴 하지만.

[name="能天使"]   对嘛，这有什么问题吗？
[name="エクシア"]   だよね～。別に問題ないじゃん？
[name="Exusiai"]   Yeah. Like, what's the big deal?
[name="엑시아"]   맞아 맞아! 딱히 문제없잖아?

[name="拜松"]   ......？这真的没问题吗？
[name="バイソン"]   ……？　これ本当に何も問題ないんですか？
[name="Bison"]   Umm...? You're really okay with that?
[name="바이슨"]   ……??? 이게 정말 문제가 없다고요?

[name="德克萨斯"]   唉......
[name="テキサス"]   まぁ……。
[name="Texas"]   Ugh...
[name="텍사스"]   뭐……

[name="德克萨斯"]   先等等。
[name="テキサス"]   ちょっと待って。
[name="Texas"]   Wait a minute.
[name="텍사스"]   잠시만.

[name="德克萨斯"]   这里，是空留下的密码。
[name="テキサス"]   ここ、ソラが残した暗号がある。
[name="Texas"]   Here, it's the passcode Sora left.
[name="텍사스"]   여기, 소라가 남긴 암호다.

[name="拜松"]   饼、饼干？
[name="バイソン"]   お、お菓子？
[name="Bison"]   C- cookies?
[name="바이슨"]   과, 과자?

[name="能天使"]   啊，干嘛要打开了放在这里，受潮了就不好吃了。
[name="エクシア"]   ああっ、もう、こんな開けっぱなしで置いてたら、湿気っちゃってマズくなっちゃうよ。
[name="Exusiai"]   Aww, why'd she open them and leave them here. They're no good when they get all soggy.
[name="엑시아"]   아 진짜… 뚜껑은 왜 열어둔 거야. 눅눅해지면 맛없는데.

[name="德克萨斯"]   有巧克力的一面是长，尾巴是短，这是密码。
[name="テキサス"]   チョコレートの方をツーに、おしりのプレッツェルの方をトンに。これは暗号だ。
[name="Texas"]   The chocolate side is long, and the tail is short. That's the passcode.
[name="텍사스"]   초콜릿이 있는 부분은 길고 꼬리는 짧아. 이건 암호다.

[name="拜松"]   （这是什么独特的密码学......）
[name="バイソン"]   （個性的な暗号だな……。）
[name="Bison"]   (That's some weird cryptography...)
[name="바이슨"]   (대, 대체 이거의 어디가 암호란 거야……)

[name="可颂"]   什么？那时候是当真的吗？不是玩笑？
[name="クロワッサン"]   なんなん？　あんときのを真に受けてるん？　冗談やろ？
[name="Croissant"]   Really? She wasn't kiddin' with that?
[name="크루아상"]   뭐? 저번에 그걸 진짜로 받아들였던거가? 농담 아니제?

[name="德克萨斯"]   ......我只是普通地记下了空的话。
[name="テキサス"]   ……私はただ普通にソラの話を覚えていただけだ。
[name="Texas"]   ...All I did was memorize what Sora said.
[name="텍사스"]   ……그저 소라가 했던 말을 기억한 것뿐이다.

[name="德克萨斯"]   “可疑分子”，唔，空可能追出去了。
[name="テキサス"]   「怪しい人物」か、ふむ……ソラは多分追って行ったのだろう。
[name="Texas"]   'Suspect.' Hm. Maybe she chased them out.
[name="텍사스"]   …'수상한 자'라… 흠… 소라가 쫓아간 모양이다.

[name="大帝"]   随她去吧，已经到下班时间了。
[name="エンペラー"]   ソラは行かせてやれ。だが今日の俺たちは終業だ。
[name="Emperor"]   Let her go. It's quittin' time.
[name="엠퍼러"]   마음대로 하라 해, 어차피 퇴근 시간이니까.

[name="大帝"]   今天可是安魂夜，没有加班，没有资本主义的压迫，否则死人都难安心。
[name="エンペラー"]   今日は安魂夜だ。残業も資本主義からの圧迫も無しにしようぜ。でないと安魂にならねぇだろ？
[name="Emperor"]   And we got Sauin, so no overtime. Forget about capitalist oppression. We gotta pour one out for the homies.
[name="엠퍼러"]   오늘 야근은 없어 비커즈 투나잇 이즈 '서우인', 자본주의로 압박하면 망자들도 편히 못 쉴 테니.

[name="大帝"]   晚上谁想去喝一杯？
[name="エンペラー"]   で、誰か飲みに行きたいやつはいるか？
[name="Emperor"]   Who's drinkin' with me?
[name="엠퍼러"]   한잔 하러 갈 사람?

[name="可颂"]   啊，莫非老板请客？上次才进了一批价格不菲的藏酒~
[name="クロワッサン"]   おっ、コレはボスの奢りやねんな？　ええ具合いにたっかい秘蔵酒仕入れといたとこやったんや～！
[name="Croissant"]   Ooh, you buyin', baws? I heard some new top shelf booze just came in stock~
[name="크루아상"]   오, 보스가 쏘는 기가? 안 그래도 지난번에 비싼 술이 잔뜩 들어왔는데~

[name="大帝"]   完全没问题，反正你们几个有大把的薪水可以扣。
[name="エンペラー"]   あぁ、俺は構わないぜ。お前らのたけぇ給料からさっ引けばいいんだしな。
[name="Emperor"]   S'all good. You ladies got a lotta pay to dock, after all.
[name="엠퍼러"]   완전 오케이. 어차피 니들 월급에서 까면 되니까.

[name="可颂"]   那算了！
[name="クロワッサン"]   なんでやねん！
[name="Croissant"]   No thanks!
[name="크루아상"]   흥, 그럼 됐다 마!

[name="拜松"]   等等！那个......我们没有什么对策吗？
[name="バイソン"]   ちょっと待ってください！　あの……ぼくたちは何か対策をしなくていいんでしょうか？
[name="Bison"]   Wait! We... we never came up with a plan.
[name="바이슨"]   잠깐만요! 저기…… 대책은 없는 건가요?

[name="大帝"]   不需要。
[name="エンペラー"]   必要ねぇな。
[name="Emperor"]   Don't need one.
[name="엠퍼러"]   필요 없어.

[name="拜松"]   就放任这些黑手党？
[name="バイソン"]   マフィアを野放しにする、と？
[name="Bison"]   We just let the mob get away with this?
[name="바이슨"]   그럼 마피아들을 저렇게 내버려 두자고요?

[name="可颂"]   走一步看一步呗。
[name="クロワッサン"]   ぼちぼち様子でも見といたらええんちゃう？
[name="Croissant"]   Play it by ear.
[name="크루아상"]   그때그때 생각하자는 기다.

[name="拜松"]   ......龙门近卫局不会介入吗？
[name="バイソン"]   ……龍門近衛局の介入はないんでしょうか？
[name="Bison"]   ...The LGD won't butt in?
[name="바이슨"]   ……용문근위국이 개입하지 않을까요?

[name="能天使"]   大概不会吧 ，他们应该都习惯了。
[name="エクシア"]   多分ないよね～。向こうだって慣れっこだし。
[name="Exusiai"]   Probably not. They're used to this stuff.
[name="엑시아"]   아마 안 할 걸~? 걔네들도 이미 익숙할 테고.

[name="拜松"]   呃......
[name="バイソン"]   えぇ……。
[name="Bison"]   Ugh...
[name="바이슨"]   으으……

[name="德克萨斯"]   既来之则安之。
[name="テキサス"]   慣れればなんてことはない。
[name="Texas"]   It is what it is. Just go with the flow.
[name="텍사스"]   기왕 이렇게 된 거, 마음 편히 있어.

[name="德克萨斯"]   但上个月发来的的公物损害赔偿清单有点长，各自都稍微注意一点。
[name="テキサス"]   ただ、先月分の公共物の損害賠償リストは長かった。各自より注意するように。
[name="Texas"]   But last month's property damage invoice was a little longer than usual. You all need to be more careful.
[name="텍사스"]   맞다, 근데 지난달 공공기물 파손 청구서가 좀 길더라. 다들 주의하도록 해.

[name="拜松"]   ......那，平时的工作呢？
[name="バイソン"]   ……ところで、いつもはどんな仕事をされているのですか？
[name="Bison"]   So what's your typical work like?
[name="바이슨"]   ……그러면 평소 하는 일은요?

[name="能天使"]   按照委托送货，然后打架。如果要打架的话，打架优先。
[name="エクシア"]   もちろん荷物の配送と、あとは喧嘩だね。もし喧嘩になったら、喧嘩優先って感じかな。
[name="Exusiai"]   We deliver the cargo in accordance with the contract, and then we fight. But if we have to fight, that kinda takes precedence.
[name="엑시아"]   물론 물건 배송이랑 싸우는 거지. 만약 싸울 일이 생기면, 싸움 쪽 우선순위가 더 높지만.

[name="能天使"]   顺便一提，任何委托只过老板一手，至于谁来做，谁能抢到就算谁的！
[name="エクシア"]   ちなみに、依頼の元締めはボスだからね。でもどの仕事を担当するかは早い者勝ち！
[name="Exusiai"]   Oh and jobs go to the boss first. Then it's first come first serve, whoever can handle them.
[name="엑시아"]   말 나온 김에 한마디 더 하자면, 보스가 의뢰를 받아주면, 그다음부턴 먼저 담당하는 사람이 임자니까 기억해둬!

[name="拜松"]   ......
[name="バイソン"]   ……。
[name="Bison"]   ......
[name="바이슨"]   ……

[name="大帝"]   喂，叫拜松的小子，你爹把你托付给我们，哪怕只是暂时的，你也是企鹅物流的一员了，明白吗？
[name="エンペラー"]   おい、バイソン。親父さんは俺にお前を託した。だから今からしばらくの間、お前はペンギン急便の一員ってわけだ。わかるか？
[name="Emperor"]   Hey, little man. Your daddy trusted you to me. So you're part of the Penguin Logistics family now, even if it's just for a bit.
[name="엠퍼러"]   요, 바이슨 꼬맹이. 너희 아버지가 너를 우리에게 맡겼으니, 임시 직원이긴 해도 너는 우리 펭귄 로지스틱스의 일원이야. 알겠어?

[name="拜松"]   ——明白，呃，大概吧。
[name="バイソン"]   ——はい……。多分、分かっている…と思います。
[name="Bison"]   Er, yeah... I get it.
[name="바이슨"]   ……네…… 무슨 말씀인진 대충 알겠습니다.

[name="大帝"]   那么你就必须记住，企鹅物流员工须知的第一条重要规定，那就是：“不拘小节”。
[name="エンペラー"]   ならこれだけは覚えておけ。ペンギン急便の就労規則ってやつの第一条だ。それはな……「細かいコトは気にするな」だ。
[name="Emperor"]   And you gotta remember the first rule of Penguin Logistics: 'Don't sweat the small stuff.'
[name="엠퍼러"]   그렇다면 기억해 둬. 펭귄 로지스틱스 직원의 첫 번째 중요 규정, '사소한 일은 신경 꺼라', 언더스탠드?

[name="能天使"]   昨天不还是“娱乐至死”？
[name="エクシア"]   あれ？　昨日は「楽しみながら死んでいけ」じゃなかったっけ？
[name="Exusiai"]   Wasn't the first rule 'live for the party' yesterday?
[name="엑시아"]   어제는 '죽을 때까지 즐겨라' 아니었어?

[name="可颂"]   我记得是“及时行乐”。
[name="クロワッサン"]   ウチは「楽しみどきを逃すな」だった気ぃする。
[name="Croissant"]   The one I heard was 'carpe diem.'
[name="크루아상"]   내는 '지금을 즐겨라'로 기억하고 있는데.

[name="大帝"]   ......差不多。
[name="エンペラー"]   ……どれもあまり変わらねぇだろうが。
[name="Emperor"]   ...pretty much.
[name="엠퍼러"]   ……도긴개긴, 유남생?

[name="大帝"]   想要绑架你这样的公子哥的罪犯不在少数，按我们的规矩，来一个打一个，就这么简单。
[name="エンペラー"]   お前のような坊主を誘拐しようなんて犯罪、それこそこの龍門じゃ日常茶飯事だぜ。俺たちのルールはただ一つ。「やられたらやり返す」ただそれだけだ。
[name="Emperor"]   Those ain't gonna be the last soldiers who wanna scoop you up and haul you off, but we're gonna take 'em one at a time. Simple as that.
[name="엠퍼러"]   너 같은 도련님 납치할라는 놈들은 어차피 쌔고 쌨어. 그럼 답 나왔지? 우린 룰대로 처리하면 돼 원 바이 원.

[name="大帝"]   ——等等，怎么感觉屁股怪怪的，我完美的人体工程学沙发椅下是不是有什么东西？
[name="エンペラー"]   待て待て。なんか尻の下が変な感じするぞ。俺の人体工学に基づいたパーフェクトなソファーの下に何かねぇか？
[name="Emperor"]   Hold up, why's my ass feel funny? Somebody leave something in my perfect, ergonomic recliner?
[name="엠퍼러"]   ……잠깐, 엉덩이가 불편한데? 내 완벽한 인체공학 소파에 뭔가 있는 건 아니겠지?

[name="能天使"]   嗯？我看看。
[name="エクシア"]   ん？　ちょっと見てみようか。
[name="Exusiai"]   Um, I'll take a look.
[name="엑시아"]   응? 어디 봐봐.

[name="能天使"]   啊，好可爱的糖果盒，老板，你竟然在椅子下面偷藏零食！
[name="エクシア"]   あっ、可愛いアソート缶！　ボス、まさかソファーの下におやつ隠してたなんて！
[name="Exusiai"]   Oh, what an adorable little candy box! Boss, you were hiding snacks under your chair!
[name="엑시아"]   아, 귀여운 사탕 상자네! 너무해 보스, 의자 아래에 간식을 숨겨두다니!

[name="大帝"]   胡说，我怎么会蠢到把零食藏在这种——糖果盒？
[name="エンペラー"]   なにを馬鹿な……どうして俺がそんなところに隠すんだよ——待てアソート缶だって？
[name="Emperor"]   That's cap. Why would I stuff snacks in my... did you say candy box?
[name="엠퍼러"]   시끄러. 내가 이런 사탕 상자에 간식을 왜 숨기… 잠깐, 사탕 상자라고?

[name="能天使"]   就是糖果盒啊，上面还写着“维多利亚水果软糖”......
[name="エクシア"]   うん。アソートのグミ缶。「ヴィクトリア・フルーツグミ」って書いてあるし……。
[name="Exusiai"]   It's a box of candies. See, it says 'Victorian Gumdrops' right here...
[name="엑시아"]   응, 사탕 상자잖아. 위에 '빅토리아 과일 젤리'라고 떡하니 쓰여있는데……

[name="德克萨斯"]   离远点能天使，那大概是个陷阱，别打开——
[name="テキサス"]   離れてエクシア。それは恐らく罠。開けるな——
[name="Texas"]   Get back, Exusiai, don't open the——
[name="텍사스"]   멀리 떨어져, 엑시아. 함정일지도 모르니 열지 마……

[name="能天使"]   欸？
[name="エクシア"]   はえ？
[name="Exusiai"]   Huh?
[name="엑시아"]   앗?

[name="德克萨斯"]   唉，趴下。
[name="テキサス"]   みんな、伏せて！
[name="Texas"]   Gah! Get down.
[name="텍사스"]   하아 진짜… 엎드려!

