7:59 P.M.    天气/多云
[name="행인"]   크흠. 어쨌든 이번엔 봐주는데, 다음부턴 이런 위험한 짓 하지 마! 알겠어?

[name="拜松"]   抱、抱歉，真的是麻烦你了。
[name="バイソン"]   ご、ごめんなさい。本当にお騒がせしました。
[name="Bison"]   S- sorry. I didn't mean to trouble you.
[name="바이슨"]   죄, 죄송합니다. 정말 실례했습니다.

[name="空"]   嗯......年轻的丰蹄......总觉得好像忘了什么......是什么呢......
[name="ソラ"]   うーん……フォルテの子供……なんとなくなにか忘れてるような……なんだろう……。
[name="Sora"]   Hm... Forte kid... there was something about a Forte kid... what was it...?
[name="소라"]   젊은 포르테…… 으음…… 나 뭐 까먹고 있는 거 같은데…… 뭐지, 뭐더라……

[name="空"]   啊！
[name="ソラ"]   あっ！
[name="Sora"]   Oh!
[name="소라"]   아!

[name="拜松"]   哇！？你要做什么！？
[name="バイソン"]   わっ！？　な、なにするんですか！？
[name="Bison"]   Aaah! What are you doing?!
[name="바이슨"]   우와앗?! 뭐, 뭐 하시는 거예요?!

[name="空"]   你的角上卡着一颗糖！
[name="ソラ"]   君の角にキャンディーがひっかかってるよ！
[name="Sora"]   You had some candy on your horn.
[name="소라"]   네 뿔에 사탕이 껴있어!

[name="拜松"]   啊，真的。是不是该还回去......
[name="バイソン"]   あっ、本当だ。返しに戻った方がいいかな……。
[name="Bison"]   Oh, really? I should probably give it back to...
[name="바이슨"]   아, 진짜네요. 돌려 드려야 하나……

[name="空"]   还有，看到这对角，我想起来了！和那个峯驰的标志一模一样！
[name="ソラ"]   それから、この角、思い出したっ！　あのフェンツのロゴマークと同じだね！
[name="Sora"]   And looking at your horns reminded me of something! They're just like the Mountain Dash Logistics logo!
[name="소라"]   그리고 이 뿔을 보니까 생각났어! 마운틴대쉬의 마크랑 똑같잖아!

[name="空"]   你是峯驰物流的小少爷，对不对？
[name="ソラ"]   君はフェンツ運輸の若旦那くん、そうでしょ？
[name="Sora"]   You're the little prince of MDL, aren't you?
[name="소라"]   마운틴대쉬 로지스틱스의 꼬마 도련님이지?

[name="拜松"]   小、小少爷......
[name="バイソン"]   わ、若旦那くん……。
[name="Bison"]   Little... prince...?
[name="바이슨"]   꼬, 꼬마 도련님……

[name="拜松"]   空前辈，这条路真的能和德克萨斯小姐他们汇合吗？
[name="バイソン"]   ところでソラ先輩、この道で本当にテキサスさんたちと合流できるんですか？
[name="Bison"]   Sora, ma'am, is this really the way back to Texas and the others?
[name="바이슨"]   소라 선배. 이 길로 가면 정말 텍사스 씨 일행과 만날 수 있나요?

[name="空"]   放心放心，德克萨斯在想什么，我可是一清二楚。
[name="ソラ"]   安心して。テキサスさんが何を考えてるか、手にとるように分かるんだから！
[name="Sora"]   Relax, I know what Texas is thinking at all times. I can see right into her head.
[name="소라"]   걱정 말라구~ 텍사스 씨가 무슨 생각을 하고 있는지는 빤히 알고 있으니까!

[name="拜松"]   是这样。
[name="バイソン"]   はぁ、そうなんですね。
[name="Bison"]   Oh.
[name="바이슨"]   하아, 그렇군요.

[name="拜松"]   ......这个声音总有种熟悉感，在哪里？
[name="バイソン"]   ……この声、やっぱり聞き覚えがあるような。一体どこで？
[name="Bison"]   ...her voice has such a familiar quality to it, but I can't put my finger on it.
[name="바이슨"]   ……이 목소리, 낯익은데. 어디였지?

[name="空"]   “前辈”吗，嘿嘿，想不到我也会有带着信使后辈的一天~你对大家的印象如何？
[name="ソラ"]   「先輩」かぁ～、えへへ、あたしにもトランスポーターの後輩ができる日がくるなんてー！　みんなについてはどう思う？
[name="Sora"]   'Ma'am,' huh? Hehe, I never thought the day would come when young Messengers would be calling me that~ So what's your impression of everybody?
[name="소라"]     '선배'라니, 헤헤~ 나한테도 전달자 후배가 생길 거라곤 생각도 못 했는데~ 펭귄 로지스틱스의 첫인상은 어때?

[name="拜松"]   印象？
[name="バイソン"]   皆さんにお会いした感想ですか？
[name="Bison"]   Impression?
[name="바이슨"]   펭귄 로지스틱스 분들의 첫인상이요?

[name="拜松"]   非常，呃，激动人心。
[name="バイソン"]   とても……えーと……その…刺激的でした。
[name="Bison"]   They're very... um... spirited people.
[name="바이슨"]   어… 음… 엄청, 어… 감동적이었어요.

[name="空"]   啊哈哈......我大概能猜到什么情况了......
[name="ソラ"]   あはは……。どんな状況だったのか分かっちゃいそう……。
[name="Sora"]   Ahahaha... I can guess what they must've put you through...
[name="소라"]   아하하…… 어떤 상황인지 대충 감이 오네……

[name="空"]   啊，抱歉！
[name="ソラ"]   あっ、ごめんね！
[name="Sora"]   Oh, sorry!
[name="소라"]   아, 미안!

[name="孩子"]   走路注意点啊！嘁！
[name="子供"]   ちゃんと前見て歩けよ！　チッ！
[name="Child"]   Watch where you're going! Ptoo!
[name="아이"]   조심해서 다니라고! 쳇!

[name="拜松"]   明明是你冲过来的——
[name="バイソン"]   おい、ぶつかってきたのはそっちでしょ——。
[name="Bison"]   That was clearly your fault——
[name="바이슨"]   분명 네가 먼저 부딪힌 거잖아……

[name="孩子"]   啊？关你屁事？
[name="子供"]   あ？　てめぇには関係ねぇだろ？
[name="Child"]   Who asked you? Mind your own business!
[name="아이"]   뭐? 니랑 뭔 상관인데?

[name="拜松"]   你这小鬼！
[name="バイソン"]   なんだと！
[name="Bison"]   You little brat!
[name="바이슨"]   뭐? 쪼끄만 게!

[name="空"]   算啦算啦，随他去吧。
[name="ソラ"]   いいよいいよ、ほっとこう。
[name="Sora"]   Don't worry about it. Let him go.
[name="소라"]   됐어, 됐어. 그냥 가자.

[name="拜松"]   可是他刚才顺走了你的钱包——
[name="バイソン"]   でもあいつ、ぶつかったときにソラ先輩の財布を——。
[name="Bison"]   But he just swiped your wallet——
[name="바이슨"]   하지만 방금 저 아이가 선배 지갑을……

[name="空"]   嘿嘿，我知道哦，不过那个钱包里只装了南瓜糖就是了。你看，真正的钱包在这儿~
[name="ソラ"]   へへ、知ってるよ。でもあのお財布には、パンプキンキャンディーしか入ってないからいいの。本当のお財布はこっちだよ、ほら～！
[name="Sora"]   Hehe, he sure did. But that wallet just had some pumpkin candies inside. See? This is the real one~
[name="소라"]   헤헤, 알아 나도. 어차피 그건 호박 사탕만 잔뜩 든 지갑인걸. 봐, 진짜 지갑은 여기 있지롱~

[name="空"]   “不给糖就捣蛋”嘛。
[name="ソラ"]   「トリック・オア・トリート」ってね。
[name="Sora"]   You familiar with the old expression 'trick or treat'?
[name="소라"]    '트릭 오어 트릿'이란 거지~

[name="拜松"]   可他是直接来捣蛋的，而且今天也不是......为什么要特地这么做？
[name="バイソン"]   あいつはトリックしたかっただけだし、それに今日はハロウィンではなく……。どうしてわざわざそんなことを？
[name="Bison"]   He was here just to make trouble, and today's not even... why would you have something like that?
[name="바이슨"]   하지만 일부러 그런 게 분명하잖아요. 게다가 오늘은 핼러윈도 아닌데…… 왜 그렇게 하신 거죠?

[name="空"]   龙门最近经历了很多事情，虽然在今天不太看得出来。
[name="ソラ"]   龍門は最近、色々なことがあったからね。今はそう見えないけど。
[name="Sora"]   You may not be able to tell at first glance, but Lungmen's been through a lot lately.
[name="소라"]   지금은 안 그래 보일지 몰라도, 요 근래 용문은 매우 많은 일을 겪었거든.

[name="空"]   安魂夜的蜡烛照亮不到这座城市的所有角落，这些孩子也太可怜了点。
[name="ソラ"]   安魂夜の暖かなロウソクって、この都市の隅々まで照らしてくれるわけじゃないから……。光の当たらない子たちが可哀想で……。
[name="Sora"]   Sauin candles aren't bright enough to light up all the dark corners of this city, and those kids don't exactly have it easy.
[name="소라"]   오늘 같은 서우인 밤엔 촛불 빛이 용문 전체를 가득 채우겠지만, 그래도 도시의 구석진 곳까지 비춰주진 못해. 저 아이들도 사실 되게 불쌍하지.

[name="空"]   诶嘿，不过说到底还是一时兴起啦，不错的主意吧？
[name="ソラ"]   えへ、でも実はとっさの思いつきなんだけどね。悪くないアイデアでしょ？
[name="Sora"]   But hey, it's just something I came up with. Not bad, huh?
[name="소라"]   뭐, 물론 방금 건 즉흥적으로 한 일이지만 말이야, 어때? 꽤 괜찮은 생각이지?

[name="拜松"]   那如果被偷的是我可怎么办......
[name="バイソン"]   もし財布が盗まれたのがぼくだったらどうするんですか……。
[name="Bison"]   What if he grabbed my wallet instead...?
[name="바이슨"]   혹시라도 저 아이가 훔친 게 제 지갑이었으면 어떡해요……

[name="空"]   前面出去，就到了。
[name="ソラ"]   この先を抜けると、合流場所に着くよ。
[name="Sora"]   Should be right up ahead.
[name="소라"]   앞으로 쭉~ 가면 바로야.

[name="拜松"]   这里是......刚才的公园？又回到这里了？
[name="バイソン"]   ここは……公園ですか？　一体なにが……？
[name="Bison"]   Isn't this... the park from before? Did we just make a big circle?
[name="바이슨"]   여기는…… 아까 그 공원? 다시 돌아온 건가?

[name="空"]   看吧，果然在那里。
[name="ソラ"]   見て、やっぱりあそこにいたよ。
[name="Sora"]   See? Here they are.
[name="소라"]   봐. 역시 저기 있네.

[name="黑帮"]   唔——唔唔唔，唔！
[name="マフィア"]   もご――もごもご、もごっ！
[name="Mafioso"]   Mmmh! Mmff mff!
[name="마피아"]   읍…… 읍읍읍, 읍!

[name="能天使"]   喂，你再不说，我可就要点火了啊？
[name="エクシア"]   ヘイ、これ以上口を割らない気なら、火を点けちゃおうかなぁ？
[name="Exusiai"]   Listen, if you don't talk, I'm gonna have to light this fuse.
[name="엑시아"]   어이, 계속 말 안 하면 불붙여버린다?

[name="可颂"]   小哥你还是老实招了吧，这个烟花真的能带着你上天的喔。
[name="クロワッサン"]   おい兄ちゃん、ええかげん白状せんとアカンでぇ。この花火でホンマに天国行きにしよってもええんやで？
[name="Croissant"]   Yer lips better start flappin', kiddo. These fireworks'll blow ya sky high.
[name="크루아상"]   오빠야, 그냥 말하는 게 좋을끼다. 이 폭죽은 진짜 하늘까지 날리삐릴 수도 있다고.

[name="德克萨斯"]   ......你们忘了把他嘴上的胶布撕掉。
[name="テキサス"]   ……お前たち、そいつの口に貼ってるテープを剥がしてないぞ。
[name="Texas"]   ...You forgot to take the tape off his mouth.
[name="텍사스"]   ……입에 붙인 테이프 떼는 걸 잊은 것 같은데.

[name="能天使"]   啊，抱歉抱歉，嘿咻！
[name="エクシア"]   あっ、そうだった。ごめんごめん、えいっ！
[name="Exusiai"]   Oh, right. Haha.
[name="엑시아"]   아 맞다! 미안, 미안. 자!

[name="黑帮"]   ——————！！
[name="マフィア"]   ――――――！！
[name="Mafioso"]   ——————!!
[name="마피아"]   ……………!!

[name="黑帮"]   你们这群家伙！你们真的知道我们是什么人吗？
[name="マフィア"]   てめぇ、この野郎！　俺らがどこのモンなのか知っててやってんだろうな？
[name="Mafioso"]   You crazy broads! Do you have any idea who we are?
[name="마피아"]   이 자식들! 우리가 누군지 알기나 해?

[name="德克萨斯"]   ......叙拉古，黑手党。
[name="テキサス"]   ……シラクーザの、マフィア。
[name="Texas"]   ...the Siracusan Mafia.
[name="텍사스"]   ……시라쿠사에서 온 마피아.

[name="黑帮"]   呃，德、德克萨斯吗......别以为我们会怕你们！
[name="マフィア"]   うっ、オメエ、て、テキサスか……俺ら…お前らなんかにビビると思うなよ！
[name="Mafioso"]   Urk, T- Texas...? Don't think we're scared of you!
[name="마피아"]   윽. 테, 텍사스인가…… 우리가 너희한테 쫄 거 같냐!

[name="能天使"]   知道你们不怕啦，毕竟你们把老板的珍藏品全部炸飞了。糖果盒炸弹吗，真是孩子气的陷阱。
[name="エクシア"]   ハイハイ。分かってるって。うちのボスの秘蔵品をぜーんぶ吹っ飛ばしちゃったしさ。アソート缶爆弾なんて、ほんっと子供じみたトラップだね。
[name="Exusiai"]   Oh we know you're not scared. Why else would you blow up all the boss's collectibles. A bomb in a candy box, though? That's kids' stuff.
[name="엑시아"]   안 무서워하는 건 잘 알지, 보스의 LP판을 전부 날려버릴 정도니까. 근데 그 사탕 상자 폭탄은 좀 유치하다고 생각 안 해?

[name="黑帮"]   ......你在说什么？
[name="マフィア"]   ……何言ってるんだ？
[name="Mafioso"]   ...what are you talking about?
[name="마피아"]   ……무슨 소리를 하는 거야?

[name="能天使"]   嗯？
[name="エクシア"]   ん？
[name="Exusiai"]   Huh?
[name="엑시아"]   응?

[name="黑帮"]   我可不知道什么糖果盒，笑话！如果真是首领亲自出手，你们早就被炸成碎片——唔唔！唔唔唔！
[name="マフィア"]   俺はアソート缶爆弾なんて知らねぇぞ、バカバカしい！　ウチのボスが手ぇ下して、そんなんで済むかよ。お前らなんてすぐ木っ端みじんに——うぶっ！　もがが！
[name="Mafioso"]   I don't know nothin' about no candy box. But if our capo did up a bomb, you'd all be in pieces—— Mmmf! Mmmh!
[name="마피아"]   웃기는 소리 하지 마. 사탕 상자는 또 뭐야! 보스가 직접 나섰다면 너희는 벌써 산산조각이…… 으읍! 읍읍읍!

[name="能天使"]   可是这家伙也太臭屁了，不如直接把他炸了吧。
[name="エクシア"]   なんかコイツ生意気すぎるんだけど。やっぱり打ち上げちゃう？
[name="Exusiai"]   This guy sure is full of himself. Let's blast him.
[name="엑시아"]   이 녀석, 쓸데없는 소리만 하는데 그냥 날려버리는 게 어때?

[name="德克萨斯"]   有点耐心，能天使，让他说下去。
[name="テキサス"]   我慢しろ、エクシア。こいつに喋らせてやれ。
[name="Texas"]   Patience, Exusiai. Let him talk.
[name="텍사스"]   엑시아, 인내심을 가져. 일단 끝까지 들어보자고.

[name="黑帮"]   噗哈——哼，你们就不奇怪为什么龙门根本对我们睁一只眼闭一只眼吗！？
[name="マフィア"]   ぶはぁっ――お前らはなぜ龍門の連中が俺たちのことを見て見ぬふりをしているのか、不思議に思わないのか！？
[name="Mafioso"]   *Gasp*——Hah. Ain't you the least bit curious why Lungmen's lettin' us get away with all this?
[name="마피아"]   푸하…… 흥, 용문이 왜 우리를 모른 척하는지 궁금하지도 않아?!

[name="能天使"]   不，一般来说除了每个月要去警署报个到把公共财产妨害的罚款结一下，平时也不怎么管我们哦？
[name="エクシア"]   いや、別に毎月警察署に行って、公共物破損の罰金をちゃちゃっと払えば、普段は私たちにも見て見ぬふりをしてくれるよ？
[name="Exusiai"]   Not really. As long as we go down to the station once a month to pay our property damage fines, they pretty much let us do whatever too.
[name="엑시아"]   딱히? 사실 매달 날라오는 공공기물 파손 청구서만 아니면, 평소에 우리도 모른 척해주고 있긴 한데?

[name="黑帮"]   呃......
[name="マフィア"]   マジかよ……。
[name="Mafioso"]   Gah...
[name="마피아"]   크윽……

[name="可颂"]   唉，能天使姐你别打断人家啊，你继续。
[name="クロワッサン"]   ちょいとエクシアはん、話の腰折ったらアカンでぇ。ええから続けてドーゾ。
[name="Croissant"]   C'mon, Exu, let the feller say his piece.
[name="크루아상"]   엑시아 언니도 참,  왜 자꾸 사람 말을 끊어쌌노? 계속 말해 봐라.

[name="黑帮"]   看你们这样子......！
[name="マフィア"]   この…余裕こきやがって……！
[name="Mafioso"]   Just look at you broads...!
[name="마피아"]   이 자식들……!

[name="黑帮"]   那一位已经默许了我们对企鹅物流的所有行动，既然都是龙门的灰色势力，你们肯定明白这意味着什么吧？
[name="マフィア"]   あの方はな、俺らのペンギン急便への動きを全て黙認したんだよ。同じ龍門のグレーゾーンにいるモノなら、これが何を意味してるのか分かるだろ？
[name="Mafioso"]   We got the big man's OK to do whatever we want to Penguin Logistics, right from the real power in Lungmen. You know what that means, don't you?
[name="마피아"]   그분께서 우리가 너희 펭귄 로지스틱스에게 하는 모든 일을 묵인하셨다. 용문의 어둠의 세력이라면 이게 무슨 뜻인지 알겠지?

[name="能天使"]   我们可是有合法运营执照的物流公司哦？而且运营状况其实还不错？
[name="エクシア"]   いやいや、あたしたちは、合法的な営業許可証を持ってる運送会社だよ？　それに運営状況も別に悪くないし？　一緒にしないでもらいたいね！
[name="Exusiai"]   We're a legitimate logistics business? And a pretty good one at that?
[name="엑시아"]   우리는 합법적인 물류 회사라고! 게다가 운영 상황도 막 그렇게 나쁘진 않은데?

[name="德克萨斯"]   所以为什么每次我们都要被当做......唉，算了。
[name="テキサス"]   だからなぜ毎回私たちの扱いがこんな……はぁ、まぁいいか。
[name="Texas"]   Then why do we always end up... You know what? Forget it.
[name="텍사스"]   그러니까 왜 매번 우릴 이런 취급…… 어휴, 말을 말자.

[name="德克萨斯"]   那一位，是哪一位？
[name="テキサス"]   それであの方とは、誰だ？
[name="Texas"]   Who's 'the big man' you're talking about?
[name="텍사스"]   그분이란 건 누구지?

[name="能天使"]   这种装腔作势的说法真的太蠢了，透露着一股杂鱼的气息。
[name="エクシア"]   しかもその意味ありげな言い方、ほんとアホっぽいよね。雑魚感がタダ漏れっていうか。
[name="Exusiai"]   It sounds really pretentious. Super gross.
[name="엑시아"]   이렇게 말투에 허세 가득한 놈들은 보통 멍청한 잔챙이밖에 없지 않아?

[name="黑帮"]   还装傻！？鼠王可是——
[name="マフィア"]   お前ら、まだシラを切るのか！？　鼠王はな——。
[name="Mafioso"]   Don't play dumb! The Rat King's——
[name="마피아"]   모르는 척하지 마라! 래트킹은……

[name="空"]   喂！德克萨斯！大家！
[name="ソラ"]   お～い！　テキサスさん！　みんな！
[name="Sora"]   Hey! Texas! And the rest!
[name="소라"]   텍사스 씨~! 여러분~!

[name="能天使"]   啊，是阿空！喂~
[name="エクシア"]   あっ、ソラ！　やっほ～！
[name="Exusiai"]   Oh, Sora! What's up~
[name="엑시아"]   아, 소라다! 헤이~

[name="可颂"]   嗯？拜松好像也在。
[name="クロワッサン"]   なんや、バイソン坊も一緒みたいやな。
[name="Croissant"]   How about that. She wrangled Bison too.
[name="크루아상"]   응? 바이슨도 있네?

[name="空"]   嘿嘿，路上遇到落单的拜松，就把他带来啦。
[name="ソラ"]   へへ、途中でぼっちになってたバイソンくんと偶然会ってね。連れてきちゃった。
[name="Sora"]   Hehe, I ran into this lost little calf on my way over, I thought I'd bring him along.
[name="소라"]   헤헤. 오는 길에 만나서 데리고 왔지.

[name="拜松"]   ......你们这是在干什么？大帝先生呢？
[name="バイソン"]   ……皆さん、ここで何をしているんですか？　エンペラーさんは？
[name="Bison"]   Um... what are you doing? And where's Mr. Emperor?
[name="바이슨"]   ……여기서 뭐하고 계세요? 엠퍼러 씨는요?

[name="能天使"]   老板说是有想要确认的事情，就去了别的地方啦。
[name="エクシア"]   ボスは確認したいことがあるって、どっかに行っちゃった。
[name="Exusiai"]   The boss went somewhere to do something.
[name="엑시아"]   보스는 확인할 게 있다면서 딴 데로 갔어.

[name="德克萨斯"]   空，没有遇见其他人吗？
[name="テキサス"]   ソラ、他にここに来るときに会った人は？
[name="Texas"]   You didn't run into anyone else, Sora?
[name="텍사스"]   소라, 다른 사람은 못 봤어?

[name="空"]   欸？没......有吧。
[name="ソラ"]   え？　いない……と思いますけど。
[name="Sora"]   Hm? I don't... think... so.
[name="소라"]   어? 없… 었던 거 같은데.

[name="能天使"]   嗯？看着我干嘛？
[name="エクシア"]   ん？　なんであたしを見んの？
[name="Exusiai"]   Huh? Do I have something on my face?
[name="엑시아"]   응? 나는 왜 봐?

[name="空"]   没、没什么。总之，事情的来龙去脉我都已经听拜松说了，接下来我们该怎么办？
[name="ソラ"]   な、何でもない。とにかく今の状況はバイソンくんから聞いたよ。これからどうするの？
[name="Sora"]   N- no. Anyway, Bison filled me in on the whole story. Where do we go from here?
[name="소라"]   아, 아니야… 자세한 얘기는 바이슨한테 들었어. 이제 뭐 어떻게 하면 돼?

[name="能天使"]   先从这家伙嘴里问出点什么，然后对·症·下·药！
[name="エクシア"]   まずは、こいつから聞けることを聞き出して、後は臨機応変ってやつかな。
[name="Exusiai"]   First we get some more answers from our little buddy, then we formulate an appropriate... response.
[name="엑시아"]   일단은 이 녀석한테서 뭐라도 알아낸 다음에, 그다음부턴 알잖아? 늘 하던 대로 임기응변이지!

[name="拜松"]   等一下，能天使小姐，那个......
[name="バイソン"]   待ってください、エクシアさん。あの……。
[name="Bison"]   Wait, Exusiai, do you mean...
[name="바이슨"]   엑시아 씨, 잠시만요. 그게……

[name="拜松"]   其实，刚才我遇到了莫斯提马小姐。但是，她不见了。
[name="バイソン"]   実は、さっきモスティマさんという方に偶然会ったんです。でも、途中でいなくなってしまって……。
[name="Bison"]   I actually ran into Mostima back there. But then I lost her.
[name="바이슨"]   사실 아까 전에 모스티마 씨를 만났는데, 갑자기 사라졌어요…

[name="拜松"]   呃，我的意思是，我们逃避黑手党的包围，然后她——
[name="バイソン"]   えーと、つまり、ぼくたちはマフィアの包囲網から抜け出して、そしたら彼女は——
[name="Bison"]   Erm, I mean, after we shook the mobsters, she——
[name="바이슨"]   어… 그러니까 제 말은… 같이 마피아의 포위를 피해서 도망쳤는데, 그러곤 갑자기……

[name="能天使"]   ......不用担心她，常有的事啦，毕竟她一不留神就能消失好几年嘛。
[name="エクシア"]   ……彼女のことは心配ないよ。よくあることだからさ。あいつ、急にいなくなったと思ったら、数年間も音沙汰ないなんてこともあり得るから。
[name="Exusiai"]   ...don't worry about her. That's just how she is. Vanishing years at a time.
[name="엑시아"]   ……늘 있는 일이니까 걱정 안 해도 돼. 그 녀석, 늘 갑자기 사라졌다가 몇 년 만에 나타나곤 하니까.

[name="拜松"]   ——好几年？
[name="バイソン"]   ——数年間？
[name="Bison"]   ...years?
[name="바이슨"]   ……몇 년이나요?

[name="可颂"]   话说，我进了公司之后几乎都没见过她的面喔。
[name="クロワッサン"]   せやなぁ。そういや、ウチもこの会社入ってから、モスティマはんの顔なんて見たの数えるぐらいやわ。
[name="Croissant"]   Tell ya the truth, I barely seen heads or tails of her since they hired me.
[name="크루아상"]   그러고 보니 내도 회사 들어오고 만난 적이 손에 꼽는다.

[name="空"]   啊哈哈，就不要刺激能天使了......
[name="ソラ"]   あはは、エクシアのためにも、この話はもうこの辺にしといたほうが……。
[name="Sora"]   Ahaha, let's not get Exusiai too riled up...
[name="소라"]   아하하, 엑시아를 너무 자극하지는 마……

[name="拜松"]   这还真是非常的......脱离常识。
[name="バイソン"]   やっぱり……常識というのが通用しないんですね……。
[name="Bison"]   This is all very... unorthodox.
[name="바이슨"]   역시 정말로…… 뭐랄까…… 제 상식을 훨씬 뛰어넘네요.

[name="德克萨斯"]   身为信使，她很特殊。
[name="テキサス"]   トランスポーターとしての彼女は特殊だ。
[name="Texas"]   She's a special kind of Messenger.
[name="텍사스"]   모스티마는 좀 특별한 케이스라서.

[name="德克萨斯"]   虽然和老板有着契约关系，但更多的还是她身为拉特兰的——
[name="テキサス"]   ボスと契約を結んではいるものの、それよりも彼女はラテラーノの——。
[name="Texas"]   Contractually, she works for the boss, but more often Laterano has her——
[name="텍사스"]   보스와 계약을 맺긴 했지만, 모스티마는 라테라노의……

[name="能天使"]   ......
[name="エクシア"]   ……。
[name="Exusiai"]   ......
[name="엑시아"]   ……

[name="德克萨斯"]   ——能天使，别走神，注意你的火柴。
[name="テキサス"]   ——エクシア、ボーっとしてないで、マッチに気をつけて！
[name="Texas"]   ——Exusiai, watch your match.
[name="텍사스"]   ……엑시아. 한눈팔지 마. 성냥 조심해.

[name="能天使"]   啊，不好。
[name="エクシア"]   あっ、ヤバっ。
[name="Exusiai"]   Huh? Oops.
[name="엑시아"]   앗뜨!

[name="黑帮"]   唔唔唔——唔唔——！！
[name="マフィア"]   ふんご――もごもご――！！
[name="Mafioso"]   MMMMH! MMF——!!
[name="마피아"]   읍읍읍……!!! 읍읍……!!!

[name="可颂"]   诶呀，已经来不及了。算了吧。
[name="クロワッサン"]   あっちゃ～。こら手遅れやわ。やらかしよった。
[name="Croissant"]   Darn it, looks like we're outta time. But that's the way the cookie crumbles.
[name="크루아상"]   하이고마, 도화선에 불 붙어삣네. 이미 늦었다.

[name="黑帮"]   唔唔唔——！！！！
[name="マフィア"]   ふがが――！！！！
[name="Mafioso"]   MMMMMNG!!!!!
[name="마피아"]   읍읍읍!!!!!!!

[name="黑帮"]   怎么回事，刚才听见了弗伦佐的惨叫声！？
[name="マフィア"]   何事だ、いまフロンゾの叫び声が聞こえたぞ！？
[name="Mafioso"]   Heyo, that sounded like Fronzo! And it didn't sound good!
[name="마피아"]   무슨 일이지? 방금 프론조의 비명소리가 들렸는데?

[name="黑帮"]   在那边那个方向！
[name="マフィア"]   あっちの方からだ！
[name="Mafioso"]   Let's get over there!
[name="마피아"]   저쪽이다!

[name="能天使"]   真的能带着活人飞上天啊，那这烟花还挺劲的。
[name="エクシア"]   へぇ、本当に人間を天まで連れて行けるんだぁ。あの花火、やっぱ凄いんだね。
[name="Exusiai"]   So they really can send a person flying. These fireworks are something else.
[name="엑시아"]   와아… 이게 되네… 사람도 날려버릴 정도란 말이 허위 광고가 아니였구나…

[name="德克萨斯"]   先应付敌人，左右分工。
[name="テキサス"]   奴らが来たぞ。左右で二手に分かれて対処する。
[name="Texas"]   We've got company. Six and three o'clock.
[name="텍사스"]   일단 적부터 상대하자. 양쪽으로 갈라지자고.

