7:16 P.M.    天气/晴
[name="ジェイ"]   おうアンタか。バイトは終わったんで？
[name="Jaye"]   Welcome back. Done with work?
[name="제이"]   왔냐, 알바는 다 끝났고?

[name="槐琥"]   算是吧。事务所那边说上次在你这儿赊了账，多少来着？
[name="ワイフー"]   まぁ。事務所の連中が前回ここでの支払いをツケにしていたと聞きまして。おいくらでしたか？
[name="Waai Fu"]   You could say that. The office said you took some credit. How much?
[name="와이후"]   네 대충은. 사무소에서 지난번에 외상했다면서요, 얼마 나왔어요?

[name="孑"]   三十二块六，零头抹了吧。要尝尝吗？
[name="ジェイ"]   32.6だが……ま、32でいいよ。ちと食っていかねぇか？
[name="Jaye"]   32.60, rounded. You want to try one?
[name="제이"]   32.6원인데 32원만 줘. 가기 전에 뭐 좀 먹고 가.

[name="槐琥"]   突然干嘛，我可没带多余的零钱。
[name="ワイフー"]   何ですか突然。私は余分なお金は持ち合わせていませんが。
[name="Waai Fu"]   Where'd that come from? I don't have any change on me.
[name="와이후"]   뭐에요 갑자기. 돈 더 안 가지고 나왔는데…

[name="孑"]   就当是慰问品收下吧，毕竟你们总是照顾我生意。
[name="ジェイ"]   差し入れだと思ってくんな。アンタんとこには随分うちの店も世話になってるからよ。
[name="Jaye"]   Consider it a token of my appreciation for doing so much to look after my business.
[name="제이"]   너희가 우리 가게 뒤 봐주고 있잖아. 그냥 성의 표시라고 생각해.

[name="槐琥"]   那，我就不客气了。
[name="ワイフー"]   では、遠慮なく。
[name="Waai Fu"]   All right. Don't mind if I do.
[name="와이후"]   그럼, 잘 먹을게요.

[name="槐琥"]   唔嗯......
[name="ワイフー"]   あむ……。
[name="Waai Fu"]   Hmm...
[name="와이후"]   으음……

[name="槐琥"]   好吃是好吃，但这不是阿伯的摊子吗？借花献佛？
[name="ワイフー"]   確かに美味しいことは美味しいですが、これっておじさんの屋台ですよね？　人の提灯で明かりをとる気ですか？
[name="Waai Fu"]   It's tasty and all, but isn't this Uncle Tung's stall? A tribute made with borrowed goods is one without meaning.
[name="와이후"]   확실히 맛은 있네요. 근데 여기, 아저씨 가게잖아요? 남의 걸로 인심 쓰는 거예요 지금?

[name="孑"]   干嘛总是要挑我刺，我会自掏腰包的......
[name="ジェイ"]   何でぇ、毎度毎度俺につっかかりやがって。アンタの分は俺が出すからよ……。
[name="Jaye"]   You always have to get your digs in. This one's on me...
[name="제이"]   정곡 찌를 땐 깜빡이 좀 켜고 들어오라 했지 내가… 내 돈에서 깔 거야……

[name="槐琥"]   那就好。不过你的手艺的确有进步，要是那群家伙像你这样认真对待自己的工作该多好。
[name="ワイフー"]   ならいいです。確かにあなたの腕は上がってきてますね。あの人たちもあなたの様に、自分の仕事に真摯に向き合ってくれればどんなに良いことか。
[name="Waai Fu"]   Okay then. You've definitely gotten better. I wish the other punks took things as seriously as you do.
[name="와이후"]   그럼 됐어요. 그나저나 솜씨가 많이 늘었네요. 그 녀석들이 당신처럼 성실하게 일을 했다면 얼마나 좋을까요…

[name="？？？"]   您好，一份鱼丸。
[name="？？？"]   すみません、魚団子スープひとつ。
[name="???"]   Evening. I'll take some finballs.
[name="???"]   사장님 여기 어묵 하나 주세요.

[name="孑"]   啊，好的，客人请稍等。
[name="ジェイ"]   へい、毎度。少々お待ちを。
[name="Jaye"]   Coming right up.
[name="제이"]   예, 금방 나감다.

[name="？？？"]   没关系，我不赶时间。这里能远远看到江景，很难得。
[name="？？？"]   大丈夫だよ、急ぎじゃないから。ここはこんなに河が遠くまで見えるんだね。素敵なところだ。
[name="???"]   Take your time. I'm just enjoying the view of the river. Usually don't see it from this far away.
[name="???"]   천천히 주세요 시간은 많으니까. 여기선 강가가 멀리까지 보이는구나… 멋있는 풍경이네.

[name="？？？"]   香味真不错，这本美食攻略还是挺靠谱的嘛。
[name="？？？"]   そしてこの香りはたまらないね。このグルメガイド、やっぱり頼りになるな。
[name="???"]   Smells nice. The Great Foodie Guide never gets it wrong.
[name="???"]   으음~ 맛있다. 이 음식 가이드북, 꽤 믿을 만하잖아?

[name="槐琥"]   ......
[name="ワイフー"]   ……。
[name="Waai Fu"]   ......
[name="와이후"]   ……

[name="孑"]   ......久等了。这是找零。
[name="ジェイ"]   ……お待たせしやした。お釣りもどうぞ。
[name="Jaye"]   ...order up. Here's your change.
[name="제이"]   ……네 여깄슴다. 거스름돈 받으시고……

[name="？？？"]   谢谢。
[name="？？？"]   ありがとう。
[name="???"]   Thanks.
[name="???"]   고마워요.

[name="孑"]   客人请慢走。
[name="ジェイ"]   へい、お気を付けて。
[name="Jaye"]   Please come again.
[name="제이"]   감사함다, 또 오십쇼.

[name="孑"]   槐琥？你在看什么？
[name="ジェイ"]   ワイフー？　何見てんだい？
[name="Jaye"]   Waai Fu? What are you looking at?
[name="제이"]   와이후? 뭘 그렇게 빤히 봐?

[name="槐琥"]   不，那位小姐总让人觉得有点怪怪的......萨科塔人会长角的吗？
[name="ワイフー"]   いえ、あのお姉さん。ちょっと変わってるかなと思いまして……。サンクタの人って角があるのでしょうか？
[name="Waai Fu"]   It's just that girl kinda weirded me out... do Sankta grow horns?
[name="와이후"]   아니, 저 여자 좀 이상해서…… 산크타 사람들도 뿔이 자라나요?

[name="孑"]   安魂夜化妆吧。
[name="ジェイ"]   安魂夜の仮装じゃねぇのか？
[name="Jaye"]   Must be some Sauin makeup or something.
[name="제이"]   오늘 밤은 '서우인'이잖아, 코스프레 한 거겠지.

[name="槐琥"]   不太像，算了，无端揣测他人可不是什么好习惯。
[name="ワイフー"]   そんな風には見えませんでしたが……まぁいいでしょう。訳もなく他人の詮索をするのは良い習慣ではないです。
[name="Waai Fu"]   They looked real. Whatever. Idle gossip is an unbecoming habit.
[name="와이후"]   아닌 거 같은데… 뭐 됐어요, 남을 빤히 쳐다보는 것도 좋은 습관은 아니니까.

[name="孑"]   接下来你打算干什么？回事务所？
[name="ジェイ"]   これからどうすんだい？　事務所にでも戻ろうってか？
[name="Jaye"]   What's next on the agenda? Back to the office?
[name="제이"]   어, 벌써 갈라고? 사무실로 가냐?

[name="槐琥"]   回去复习，过两天有考试。
[name="ワイフー"]   帰って勉強します。もうすぐテストなので。
[name="Waai Fu"]   Studying. I've got a test in two days.
[name="와이후"]   돌아가서 복습해야죠. 시험이 이틀밖에 안 남았다고요.

[name="孑"]   在安魂节当天还要念书？
[name="ジェイ"]   今日は安魂祭じゃねぇか。それでも勉強かい？
[name="Jaye"]   You're spending Sauin studying?
[name="제이"]   얼씨구, 서우인 축제하는데 책이 눈에 들어오냐?

[name="槐琥"]   安魂节是恭送灵魂的节日，现代社会对于节日的定义基本就是消费，敬谢不敏。
[name="ワイフー"]   本来の安魂祭は、安魂のための厳かな行事です。ですが今は単なるお金と時間を消費して騒ぐための口実になっているので、遠慮しておきます。
[name="Waai Fu"]   Sauin is supposed to be about shepherding spirits into the afterlife. Our society has totally corrupted it with consumerism. Respectfully, I will abstain.
[name="와이후"]    '서우인'은 영혼을 하늘로 보내주는 기념일이잖아요, 지금의 서우인은 그냥 축제를 가장한 기업들의 돈벌이 수단으로 변질되었다고요. 그런 건 딱 질색이에요.

[name="槐琥"]   重点是，我可没那么多薪水，倒不如说我更希望绩点高一点，还能拿到奖学金。
[name="ワイフー"]   それに今の私はそこまで稼げませんからね。むしろ試験で良い成績をキープして奨学金を手に入れる必要があるんです。
[name="Waai Fu"]   Not to mention, I don't get paid that much. I need to get my grades up and nab a scholarship.
[name="와이후"]   게다가 지금 제 알바 수입에 축제를 즐기는 건 사치랍니다. 그러니까 성적을 조금이라도 더 높여서 장학금을 꼭 받아야 해요.

[name="孑"]   呃，好吧，倒像是你的作风......
[name="ジェイ"]   なるほどな。ま、アンタはアンタの道を往くか。
[name="Jaye"]   Yeah, that sounds about right for you...
[name="제이"]   허, 그래… 너 답네 너 다워…

[name="槐琥"]   是那些家伙和社会脱节太久了。可不要把我看作那种人。
[name="ワイフー"]   彼らが勝手に社会からドロップアウトしているだけです。私をあんな連中と一緒にしないでください。
[name="Waai Fu"]   It's their fault for being so out of touch. Don't lump me in with them.
[name="와이후"]   그 녀석들이 너무 오래 사회와 동떨어져 있던 거라고요. 절 똑같은 사람 취급 하지 말아 주시겠어요?

[name="？？？"]   嗯，时间应该还有很多，下一家该去哪里呢？让我看看，唔，这附近还有......
[name="？？？"]   うーん。まだ時間はいっぱいあるし、次はどの店にしようかな？　ガイドブックによると、この辺りにはあと……。
[name="???"]   Hm, I've still got some time. Where should I go next? Let's see, looks like there's some good eats around here...
[name="???"]   으음, 시간이 아직 많이 남았는데, 다음에는 어디를 가볼까? 어디 보자… 이 근처에 또…

[name="好奇的龙门市民"]   喂！立交桥上发生什么了？是车祸吗？
[name="野次馬の龍門市民"]   ねえ！　橋の上で何があったの？　交通事故？
[name="Curious Lungmenite"]   Woah! What's happening up on the overpass? A car crash?
[name="호기심 많은 용문 시민"]   저기 고속도로 인터체인지! 무슨 일이 일어난 거지? 교통사고인가?

[name="散步的龙门市民"]   好像不是简单的车祸，去不去凑个热闹？
[name="散歩中の龍門市民"]   単なる交通事故じゃなさそうだけどな。あの人だかりに行ってみようか？
[name="Strolling Lungmenite"]   Doesn't seem like a regular crash. Let's go check it out.
[name="산책하는 용문 시민"]   가벼운 사고가 아닌 것 같은데? 잠깐 보러 가볼까?

[name="闲散的龙门市民"]   又打架喔？凑热闹算我一个！
[name="暇そうな龍門市民"]   また喧嘩か？　お祭り騒ぎなら俺も混ぜろ！
[name="Easygoing Lungmenite"]   Another street fight? Count me in!
[name="한가한 용문 시민"]   또 싸움구경이야? 나도 좀 보자!

[name="黑帮"]   你们这群疯子，离我远点啊啊啊——
[name="マフィア"]   この狂人どもがっ、俺から離れろおおお——
[name="Mafioso"]   Friggin psychos, get away from meee!
[name="마피아"]   이 미친놈들. 떨어지란 말이야!!!

[name="？？？"]   ......唔，这么快？
[name="？？？"]   ……やれやれ、少し早すぎるんじゃ？
[name="???"]   Oh... so soon?
[name="???"]   ……이런, 너무 빠른 거 아냐?

[name="？？？"]   看来要提前上工了呢。
[name="？？？"]   仕方ない、前倒しで仕事を始めるとしますか。
[name="???"]   Looks like I'm on the clock already.
[name="???"]   아무래도 예정보다 작업을 일찍 시작해야겠네.

[name="拜松"]   疼......我，被甩出来了......？
[name="バイソン"]   痛っ……。ぼく、車から放り出されたのか……？
[name="Bison"]   Ow... I was thrown clear...?
[name="바이슨"]   아파라…… 나, 튕겨 나온 건가……?

[name="黑帮A"]   幸好栏杆够结实，不然冲出立交桥铁定完蛋。
[name="マフィアA"]   ガードレールが丈夫で良かったぜ。橋からぶっ飛ばされたらマジで終わってた……。
[name="Mafioso A"]   Thank heaven for guard rails. Otherwise we'd be a puddle down there.
[name="마피아A"]   가드레일이 튼튼해서 망정이지, 아니었으면 도로 밖으로 떨어질 뻔했어.

[name="黑帮B"]   喂，帮我一把！把我拉出去！
[name="マフィアB"]   おい、手を貸せ！　俺を引っ張り出してくれ！
[name="Mafioso B"]   Hurry up! Pull me out!
[name="마피아B"]   어이, 나 좀 잡아당겨줘!

[name="拜松"]   他们要逃了，各位！我们得立刻追上去！
[name="バイソン"]   奴らが逃げますよ！　皆さん！　追いかけましょう。
[name="Bison"]   They're trying to get away! Stay on them!
[name="바이슨"]   저들이 도망가려고 해요. 여러분! 어서 쫓아가죠!

[name="能天使"]   唔唔唔，可这个，安全气囊，太，挤了！
[name="エクシア"]   もうっ！　このっ！　エアバッグで…せ、ま、いんだけど！
[name="Exusiai"]   Mmmff! This... airbag... it's smooshing me!
[name="엑시아"]   으으으! 나도 그러고 싶은데! 에어백이! 너무 꽉 껴!

[name="大帝"]   别乱动！我的老伙计要被压扁了！喂！可颂！扣你工资喔！
[name="エンペラー"]   こら暴れるな！　俺のバディが曲がっちまうだろうが。おい！　クロワッサン！　お前のこと言ってんだ！　給料から差っ引くぞ！
[name="Emperor"]   Hold still! You're gonna crush my Lil Homie! Yo! Croissant! It's comin' outta your pay!
[name="엠퍼러"]   가만히 좀 있어봐! 내 무기가 찌그러지잖아! 크루아상! 월급 깎는다!

[name="可颂"]   可我、我动不了呀，德克萨斯姐压着我的腿了！
[name="クロワッサン"]   うわっ殺生な！　ウチかてどうしようもないんや。テキサスはんの脚が乗ってて動かれへんもん。
[name="Croissant"]   It ain't me! I can't move at all with Texas on top of me!
[name="크루아상"]   근데 내, 내도 못 움직이겠다! 텍사스 언니야가 다리를 깔고 앉아 있다 안카나!

[name="德克萨斯"]   唉。
[name="テキサス"]   ああ。
[name="Texas"]   Oof.
[name="텍사스"]   하아…

[name="拜松"]   嘁，那就只好让我一个人来——！
[name="バイソン"]   そんな……。なら、ぼく一人だけでも——！
[name="Bison"]   Then I guess it's up to me——!
[name="바이슨"]   말도 안 돼… 그, 그렇다면 저 혼자라도……!

[name="能天使"]   拜松！等等！
[name="エクシア"]   バイソン！　待って！
[name="Exusiai"]   Bison! Wait!
[name="엑시아"]   바이슨! 잠깐만!

[name="拜松"]   围观的人越来越多，现在放跑他们就很难抓到他们了！
[name="バイソン"]   野次馬がどんどん増えてます。今奴らを逃がしたらここで捕まえられなくなります！
[name="Bison"]   Everyone's crowding around. If they get away now we'll never catch them!
[name="바이슨"]   구경꾼들이 점점 많아지고 있어요. 지금 놓치면 잡기 힘들 거예요!

[name="黑帮B"]   快拉呀，那个丰蹄小子冲过来了！
[name="マフィアB"]   早く引っ張れ、あのフォルテの坊主が来るぞ！
[name="Mafioso B"]   Pull me out already! That Forte kid's coming!
[name="마피아B"]   얼른 잡아당겨! 저 포르테 꼬맹이가 쫓아오려고 하잖아!

[name="黑帮A"]   尽力了！
[name="マフィアA"]   やってるっての！
[name="Mafioso A"]   I'm trying!
[name="마피아A"]   하고 있다고!

[name="拜松"]   别想跑！
[name="バイソン"]   逃げられると思うな！
[name="Bison"]   Don't move!
[name="바이슨"]   어딜 도망가!

[name="拜松"]   好、好重——
[name="バイソン"]   お、重たっ——。
[name="Bison"]   So... heavy...
[name="바이슨"]   무, 무거워……

[name="拜松"]   怎么——
[name="バイソン"]   どうして——。
[name="Bison"]   Who——
[name="바이슨"]   무슨……

[name="可颂"]   有狙击手！？
[name="クロワッサン"]   なんやスナイパーがおるんか！？
[name="Croissant"]   A sniper?!
[name="크루아상"]   와 저격수가 있노?!

[name="大帝"]   喂，德克萨斯。
[name="エンペラー"]   おい、テキサス。
[name="Emperor"]   Yo, Texas.
[name="엠퍼러"]   헤이, 텍사스.

[name="德克萨斯"]   明白。
[name="テキサス"]   承知。
[name="Texas"]   On it.
[name="텍사스"]   알았어.

[name="拜松"]   （没有命中，敌人打歪了？）
[name="バイソン"]   （当たらなかったのか。それとも外した？）
[name="Bison"]   (They missed. Bad shot?)
[name="바이슨"]   (안 맞았다. 빗맞은 건가?)

[name="拜松"]   （不对，目标是燃料箱——！）
[name="バイソン"]   （いや違う、標的は燃料タンク——！）
[name="Bison"]   (No, they're trying to hit the fuel tank——!)
[name="바이슨"]   (아니야… 처음부터 연료통이 목표였어……!)

[name="黑帮A"]   喂，怎么回事？谁在攻击那个丰蹄小子？
[name="マフィアA"]   おい、どういうことだ？　誰があのフォルテの坊主を攻撃してる？
[name="Mafioso A"]   Huh, what's going on? Who's shooting at the Forte kid?
[name="마피아A"]   어이, 무슨 일이야? 누가 저 포르테 꼬맹이를 공격하는 거지?

[name="黑帮B"]   别说了！那只狼也冲过来了，赶紧拉我出来！
[name="マフィアB"]   無駄口叩くな！　あの狼も来るぞ、急いで俺を引っ張り出せ！
[name="Mafioso B"]   Focus! The wolf's on her way too! Pull me out already!
[name="마피아B"]   몰라! 저 늑대도 달려오고 있잖아. 얼른 잡아당기라고!

[name="黑帮B"]   等等，我闻到什么味道？是不是燃料漏了？你赶紧的！
[name="マフィアB"]   待て、何の匂いだ？　燃料漏れか？　早くしろ！
[name="Mafioso B"]   Wait, what's that smell? It's fuel! Hurry!!
[name="마피아B"]   잠깐, 이게 무슨 냄새지? 혹시 연료가 새고 있는 거 아냐? 어서 서둘러!

[name="黑帮A"]   ......兄弟，保重。
[name="マフィアA"]   ……おい、達者でな。
[name="Mafioso A"]   Brother... it's what it is.
[name="마피아A"]   형제…… 미안, 먼저 갈게.

[name="黑帮B"]   你丫——！？
[name="マフィアB"]   テメェ——！？
[name="Mafioso B"]   You son of a——!
[name="마피아B"]   야 임마……!!

[name="拜松"]   糟糕，平衡被——
[name="バイソン"]   まずい、バランスが——。
[name="Bison"]   Damn! I can't——
[name="바이슨"]   큰일이다, 균형이……

[name="德克萨斯"]   啧，来不及了。
[name="テキサス"]   チッ、間に合わなかったか。
[name="Texas"]   Ugh. Too late.
[name="텍사스"]   쳇, 늦었나.

