现代
現代
Modern Day
현대

3:32 P.M.  天气/晴
[name="「サンドソルジャー」"]  権力、地位、財産、これらはすべて、復讐の副産物です。必要とあらば、捨て去っても一向に構いません。
[name="'Sand Soldier'"]  My power, my status, my riches... All of them come second, and should the need arise, I will cast them all aside.
[name="'샌드솔저'"]  권력과 지위, 재물 이런 건 모두 부속품에 불과합니다. 경우에 따라 버려도 되는 것들이죠.

[name="“沙卒”"]  或者，我会全部赠送给，“罗德岛”。
[name="「サンドソルジャー」"]  あるいは、これらのすべてを「ロドス」に差し上げましょう。
[name="'Sand Soldier'"]  Or perhaps I could give them to this 'Rhodes Island.'
[name="'샌드솔저'"]  어쩌면 '로도스 아일랜드'에 모든 걸 줄 수도 있겠군요.

[name="“沙卒”"]  这可是前所未有的酬宾了，不是吗？
[name="「サンドソルジャー」"]  かつてないほどの、美味しい話ではありませんか？
[name="'Sand Soldier'"]  It's quite the bargain, wouldn't you agree?
[name="'샌드솔저'"]  어떻습니까, 이 정도면 전례 없는 거래 아닌가요?

[name="暴雨"]  ......
[name="ヘビーレイン"]  ……
[name="Heavyrain"]  ......
[name="헤비레인"]  ……

[name="“沙卒”"]  呵，看来你还是不愿意信任我，谨慎的小姐，你以前是军人吗，萨尔贡的军人？
[name="「サンドソルジャー」"]  フッ、どうやらまだ信じていただけないようですね。お嬢さん、あなたは軍人だったのではないですか？　もしやサルゴン軍では。
[name="'Sand Soldier'"]  Hoh, looks like you are still not convinced, young lady. You are quite cautious. I suppose you were a soldier? From Sargon, perhaps?
[name="'샌드솔저'"]  흠, 아직도 절 믿지 않으려는 것 같군요…… 신중한 아가씨, 예전에는 군인이셨나요? 사르곤 쪽의?

[name="暴雨"]  ——与你无关。
[name="ヘビーレイン"]  ――あなたには関係ありません。
[name="Heavyrain"]  —None of your business.
[name="헤비레인"]  ……당신과는 상관없어요.

[name="“沙卒”"]  你呢，年轻的“桥”？或者我该称呼你如今的名字，“慑砂”？
[name="「サンドソルジャー」"]  あなたはどうです、若き「ブリッジ」。ああ、「シェーシャ」の方がお好みであればそちらで呼びましょう。
[name="'Sand Soldier'"]  What about you, young 'Bridge?' Or should I call you by the name you go by now, 'Sesa?'
[name="'샌드솔저'"]  젊은 '브릿지', 당신은 어떻게 생각하십니까? 오, 실례했군요. 지금의 이름을 불러줘야 하나요? '세사'?

[name="慑砂"]  ......
[name="シェーシャ"]  ……
[name="Sesa"]  ......
[name="세사"]  ……

[name="暴雨"]  慑砂，他不值得信任。
[name="ヘビーレイン"]  シェーシャさん、彼は信用に値しません。
[name="Heavyrain"]  Sesa, we can't trust him.
[name="헤비레인"]  세사 씨, 저 사람은 믿을 만한 사람이 아니에요.

[name="慑砂"]  ......你隐瞒了某些很关键的事情吧？
[name="シェーシャ"]  ……お前、まだ何か大切なことを隠してるだろ？
[name="Sesa"]  You're hiding something pretty important, aren't you now?
[name="세사"]  ……중요한 사실을 숨기고 있는 거지?

[name="“沙卒”"]  唔？
[name="「サンドソルジャー」"]  ふむ。隠していること……
[name="'Sand Soldier'"]  Hmm?
[name="'샌드솔저'"]  네?

[name="“沙卒”"]  哦......是了，是啊，我怎么把这都忘了......
[name="「サンドソルジャー」"]  ……おおっと、ええ、そうですね、なぜ忘れていたのでしょう。
[name="'Sand Soldier'"]  Oh... Yes. Right, how forgetful of me...
[name="'샌드솔저'"]  으음…… 아, 그러네요. 그 일을 잊어버리다니……

[name="“沙卒”"]  你们自诩是一个治疗感染者的医疗公司......好吧，我就暂且相信这片大地上还有这么异想天开的一群人吧。
[name="「サンドソルジャー」"]  確かロドスは感染者の治療を行う製薬会社を謳っていましたね……いいでしょう、この大地にそのように酔狂な方々がいるということを、ひとまず信じるとして……
[name="'Sand Soldier'"]  You claim to be a medical corporation that treats the Infected... Very well, it's a fairly tall tale, but I will accept it for the moment.
[name="'샌드솔저'"]  당신들은 스스로를 감염자를 치료해 주는 의료 회사라 자처하는데…… 뭐, 좋습니다. 이 세상엔 허황한 꿈을 추구하는 사람들이 아직도 있다는 걸 잠시 믿어드리죠.

[name="“沙卒”"]  我是一名感染者。
[name="「サンドソルジャー」"]  ――私は感染者です。
[name="'Sand Soldier'"]  I am an Infected.
[name="'샌드솔저'"]  전 감염자입니다.

[name="“沙卒”"]  我拥有足够匹敌王酋的财富，也拥有能够陷害一位王酋的人脉与实力。
[name="「サンドソルジャー」"]  私は酋長に匹敵するほどの財力と、酋長を失脚させることができるほどの人脈と影響力を有しております。
[name="'Sand Soldier'"]  My fortunes are no less impressive than the Lord Ameers' riches, and I am well-connected and hold some sway, enough for me to bring a Lord Ameer to his downfall.
[name="'샌드솔저'"]  저는 아미르에 필적할 부와, 아미르를 위험에 빠뜨릴 충분한 인맥과 실력을 가지고 있습니다.

[name="“沙卒”"]  我用这全部，交换一份治疗机会，怎么样？
[name="「サンドソルジャー」"]  そして、私はこれらすべてと引き換えに、治療の機会を得たいと思います。これで納得していただけますか？
[name="'Sand Soldier'"]  I will trade all of it for a chance to be cured. What do you say?
[name="'샌드솔저'"]  이걸 전부 드릴 테니 치료받을 기회를 주시죠, 어떤가요?

[name="暴雨"]  ——你疯了。
[name="ヘビーレイン"]  ――正気ですか？
[name="Heavyrain"]  —You're mad.
[name="헤비레인"]  ……미쳤군요.

[name="“沙卒”"]  我常这么觉得。
[name="「サンドソルジャー」"]  そう問われるに足ることは理解しています。
[name="'Sand Soldier'"]  I find myself thinking the same quite often.
[name="'샌드솔저'"]  저도 종종 그렇게 생각합니다.

[name="“沙卒”"]  但没有人是不想活命的。我抛弃这一切来寻求治疗，难道不合理吗？
[name="「サンドソルジャー」"]  ですが、人は生き汚いものです。目の前に生き延びる可能性があるならば、何を捨てても治療を求めるというのは……理にかなっていないことでしょうか？
[name="'Sand Soldier'"]  But there is not a single person who walks these lands and wishes not to live. Is it not reasonable of me to want to cast all this aside just for a chance to be cured?
[name="'샌드솔저'"]  하지만 세상에 죽고 싶은 사람이 존재할 리 없지 않습니까. 치료를 받기 위해 모든 걸 포기하는 게 비합리적인 건가요?

[name="慑砂"]  不，我想暴雨不是在说这个。
[name="シェーシャ"]  いや、ヘビーレインはそういうことを言ってるんじゃない。
[name="Sesa"]  Nah, I don't think that's what Heavyrain's trying to say.
[name="세사"]  아니, 헤비레인은 그걸 말하는 게 아닌 것 같은데.

[name="慑砂"]  你竟然连自己是感染者这件事，都毫不在意......？
[name="シェーシャ"]  その軽い態度……本当は自分が感染者であることすら、気にしちゃいねぇだろう。
[name="Sesa"]  You don't even seem to care that you're Infected...
[name="세사"]  자신이 감염자라는 사실을 대놓고 이야기하다니……

[name="慑砂"]  那你到底想在罗德岛得到什么？
[name="シェーシャ"]  復讐の副産物っつったってモノはモノ。それを全部捨ててまでロドスに来たがってんのはなぜだ。お前はロドスで一体何を得ようとしてるんだ？
[name="Sesa"]  What is it that you want at Rhodes Island?
[name="세사"]  로도스 아일랜드에서 대체 뭘 얻으려는 거지?

[name="“沙卒”"]  ......
[name="「サンドソルジャー」"]  ……
[name="'Sand Soldier'"]  ......
[name="'샌드솔저'"]  ……

[name="“沙卒”"]  好吧，时间也不多了，让我们坦诚相待吧。
[name="「サンドソルジャー」"]  いいでしょう、時間も迫っていますし、率直に伝えます。
[name="'Sand Soldier'"]  Very well. There isn't much time left, so let us stop beating around the bush.
[name="'샌드솔저'"]  좋습니다. 시간이 많지 않으니 우리 서로 솔직해지죠.

[name="“沙卒”"]  我要找“凯尔希”。
[name="「サンドソルジャー」"]  私は「ケルシー」に会いたいのです。
[name="'Sand Soldier'"]  I'm looking for 'Kal'tsit.'
[name="'샌드솔저'"]  전 '켈시'를 찾고 있습니다.

[name="“沙卒”"]  也许她会告诉我很多事情，也许她会为我指出一条出路......当然，更多的可能是，她都不会做，狡诈地，把选择权重新交给我。
[name="「サンドソルジャー」"]  彼女は私に多くのものをもたらす可能性があります。私に一筋の道を示す可能性もあります……もちろん何もせずに、ただ再び意地悪く私に選択を突きつける可能性の方が高いかもしれませんが――
[name="'Sand Soldier'"]  Perhaps she will impart on me some invaluable advice, perhaps she will show me a new way forward... Yet it's even more likely that she won't lift a finger, merely passing the decision back to me.
[name="'샌드솔저'"]  켈시라면 제게 많은 걸 알려줄 수 있을 겁니다. 제게 길을 알려 줄지도 모르죠…… 물론 그렇게 하지 않을 가능성이 더 크지만요. 그러곤 교활하게 제게 또다시 선택권을 넘기겠죠.

[name="“沙卒”"]  但就算那样也可以。
[name="「サンドソルジャー」"]  私はそれでも構いません。
[name="'Sand Soldier'"]  That too is fine.
[name="'샌드솔저'"]  그래도 상관없습니다.

[name="“沙卒”"]  在每一位参与当年事件的人都被我逐一清除干净后，我对萨尔贡再无依恋，我迫切地想要离开这块令人作呕的土地。
[name="「サンドソルジャー」"]  当時の事件に関わっていた者を一人一人余すところなく片づけ終えた今、もはやサルゴンに未練はありません。ですから私は、この吐き気を催す土地をさっさと出て行きたいのです。
[name="'Sand Soldier'"]  Once I eliminate every last person involved in that incident years ago, there will be nothing more tying me to this place. I am beyond anxious to leave this forsaken land behind.
[name="'샌드솔저'"]  당시 사건에 참여했던 모든 사람들을 한 명씩 제거한 뒤로, 더는 사르곤에 미련을 두지 않게 됐습니다. 역겨운 이 땅을 하루빨리 떠나고 싶을 뿐입니다.

[name="“沙卒”"]  我需要一个新的开始。
[name="「サンドソルジャー」"]  私には新しい一歩を踏み出す先が必要です。
[name="'Sand Soldier'"]  I need a fresh start.
[name="'샌드솔저'"]  제가 원하는 건 새로운 시작입니다.

[name="“沙卒”"]  正巧在这个节点上，谁会放过一个出现在自己面前的，过去的影子呢？
[name="「サンドソルジャー」"]  ちょうどそんな時に目の前に現れた、記憶深い名前……誰がこのような機会を逃すでしょう。
[name="'Sand Soldier'"]  And who could blame me for seizing the opportunity if the shadows of the past so happen to be standing right there?
[name="'샌드솔저'"]  이 시점에서, 자신의 눈앞에 나타난 과거의 그림자를 누가 놓치려 하겠습니까?

[name="暴雨"]  ......凯尔希医生和你是什么关系？
[name="ヘビーレイン"]  ……ケルシー先生とは、どのような関係なんですか？
[name="Heavyrain"]  What's your relationship with Dr. Kal'tsit?
[name="헤비레인"]  ……켈시 선생님과는 무슨 관계인 거죠?

[name="“沙卒”"]  啊哈......说来话长。
[name="「サンドソルジャー」"]  ハハッ……それを話すと長くなりますが――
[name="'Sand Soldier'"]  Hmm... It's a long story.
[name="'샌드솔저'"]  흐음, 말하자면 꽤 긴데……

[name="“沙卒”"]  她是我的救命恩人。我很感谢她，发自肺腑。
[name="「サンドソルジャー」"]  彼女は私の命の恩人です。彼女には感謝しています、心の底から。
[name="'Sand Soldier'"]  I owe her my life. I'm very thankful to her. This I say from the bottom of my heart.
[name="'샌드솔저'"]  제 생명의 은인입니다. 감사하게 생각해요, 진심으로.

[name="暴雨"]  决定权不在我们......
[name="ヘビーレイン"]  ……私たちに決定権はありません。
[name="Heavyrain"]  The decision isn't ours to make...
[name="헤비레인"]  결정권은 우리에게 있지 않아요……

[name="慑砂"]  ......三年前，伊巴特王酋在旅途中死于一场大火，那场大火烧光了整座城镇，之后，他的儿子掀起了叛乱，和其他人争夺王酋之位。
[name="シェーシャ"]  ……三年前、イバト酋長は旅の途中で火事に巻き込まれて死んだ。大火は町全体を焼き尽くした。その後に息子が反乱を起こして、ほかの連中と酋長の座を争った。
[name="Sesa"]  Three years ago... the Lord Ameer of Ibut perished in a fire during his travels. The fire consumed an entire town, and, soon after, his son set off a rebellion, vying for the throne against his many other contenders.
[name="세사"]  ……3년 전, 여정에 올랐던 이버트의 아미르가 온 마을을 불태울 만큼 심각했던 대형 화재로 숨을 거뒀다. 그 후 그의 아들은 반란을 일으켜 왕위 쟁탈전에 나섰지.

[name="慑砂"]  是你做的。
[name="シェーシャ"]  確認をするが、これはお前が仕組んだことなんだな。
[name="Sesa"]  That's your doing, eh?
[name="세사"]  네가 한 짓이었구나.

[name="“沙卒”"]  如我所说。
[name="「サンドソルジャー」"]  まさに。
[name="'Sand Soldier'"]  Precisely, just as I said.
[name="'샌드솔저'"]  말씀하신 대로입니다.

[name="慑砂"]  为什么？
[name="シェーシャ"]  一体どうやった？
[name="Sesa"]  Why?
[name="세사"]  어째서지?

[name="“沙卒”"]  喔，陈年往事罢了，我只是在本来就满是间隙的可悲亲情之间插入了一些小小的......楔子。
[name="「サンドソルジャー」"]  私はもともと隙間だらけだった哀れな親子の関係性に、些細な――ほんの小さな楔を打ち込んだだけです。これも、もはや過ぎたことなのですが……
[name="'Sand Soldier'"]  All trivial matters of a bygone era. The family had a tragic, rocky relationship to start. I only played a very minor role.
[name="'샌드솔저'"]  으음, 지나간 일에 불과합니다. 원래부터 비극이었던 가족 관계에…… 작은 쐐기를 박았달까요?

[name="“沙卒”"]  你为什么想要知道这个？
[name="「サンドソルジャー」"]  どうしてそんなことが知りたいのです？
[name="'Sand Soldier'"]  Why do you want to know?
[name="'샌드솔저'"]  그게 왜 궁금하신 거죠?

[name="慑砂"]  ......我在找一条线索，拜你所赐，我不得不终止了在伊巴特地区的调查。
[name="シェーシャ"]  ちょっとした手がかりを探してたんだが、お前のおかげで、イバト地区での調査を打ち切る羽目になっちまった。
[name="Sesa"]  I'm looking for clues... Thanks to you, I gotta call it quits with my investigation in the Ibut region.
[name="세사"]  ……단서를 찾는 중인데, 네 덕분에 이버트 지역에서의 조사를 중단하게 됐거든.

[name="“沙卒”"]  哦......线索。
[name="「サンドソルジャー」"]  ほう、手がかりですか。
[name="'Sand Soldier'"]  Ah... clues.
[name="'샌드솔저'"]  아, 단서……

[name="“沙卒”"]  也许这也可以成为你信任我的契机，说说看吧，但愿我能帮得上忙。
[name="「サンドソルジャー」"]  信用していただけるきっかけになるかもしれませんね。詳しく話してください、もしかしたらお力になれるかもしれません。何の手がかりをお探しで？
[name="'Sand Soldier'"]  Perhaps this is an opportunity for me to earn your trust. Tell me what it is you are looking for. Perhaps I will be of assistance.
[name="'샌드솔저'"]  어쩌면 절 믿어줄 수 있는 계기가 될 수 있을 것 같은데. 말해 보시죠. 제 도움이 필요하다면 말입니다.

[name="慑砂"]  我在找一个人。一个哥伦比亚的军工实验负责人。
[name="シェーシャ"]  人だ。俺はクルビアの企業が行った、ある軍事武器実験の責任者を探している。
[name="Sesa"]  I'm looking for someone. The director of a Columbian military experiment.
[name="세사"]  누군가를 찾고 있어. 컬럼비아의 군사 실험실 책임자.

[name="“沙卒”"]  你在调查哥伦比亚的公司，为什么？
[name="「サンドソルジャー」"]  ふむ、クルビアの会社とはまた。
[name="'Sand Soldier'"]  You are investigating a Columbian company. May I ask why?
[name="'샌드솔저'"]  컬럼비아의 회사를 조사하는 건가요, 왜죠?

[name="慑砂"]  ......因为我最尊敬的人死在了一场可笑的意外里。
[name="シェーシャ"]  ……その実験で、俺がこの世で一番尊敬してた人が馬鹿馬鹿しい事故に巻き込まれて死んじまったんだよ。
[name="Sesa"]  Because the person I respected the most died in the most laughable accident ever...
[name="세사"]  ……내가 가장 존경하는 사람이 바보 같은 사고에 휘말려 죽었거든.

[name="“沙卒”"]  如果那真的只是场意外？
[name="「サンドソルジャー」"]  もしそれが本当にただの事故だとしたら？
[name="'Sand Soldier'"]  And what if it was actually an accident?
[name="'샌드솔저'"]  정말 사고였다면요?

[name="慑砂"]  那我也要......得知真相。何况这也不是那些人踩着我兄长的死往上升官的理由吧？
[name="シェーシャ"]  だとしても俺は……真実を知りてぇんだよ。それにそいつらは兄貴の死を踏み台にして出世した可能性がある。
[name="Sesa"]  Even if it was just an accident... I gotta know the truth. I mean, this couldn't have been the reason those guys rose through the ranks on top of my brother's death.
[name="세사"]  그래도…… 나는 진실을 알아야겠어. 설사 그 이유가 그들이 우리 형의 죽음을 승진의 발판으로 삼은 것이 아니더라도 말이야.

[name="暴雨"]  ......慑砂。
[name="ヘビーレイン"]  ……シェーシャさん。
[name="Heavyrain"]  Sesa...
[name="헤비레인"]  ……세사 씨.

[name="慑砂"]  我知道，这是我的个人问题了......但机会难得，是吧，“沙卒”。
[name="シェーシャ"]  わかってるよ、これは俺の個人的な問題だ……だがこんなチャンスは二度とないかもしれない。そうだろ？　「サンドソルジャー」。
[name="Sesa"]  I know. It's my own personal issue... but this chance doesn't come often. Don't you agree, 'Sand Soldier'?
[name="세사"]  개인적인 문제라는 건 나도 알아…… 하지만 좀처럼 오지 않는 기회니까. 그렇지, '샌드솔저'?

[name="“沙卒”"]  呵呵，咳，失礼了。
[name="「サンドソルジャー」"]  フフッ、ゴホンッ、失礼。
[name="'Sand Soldier'"]  Heh... Ahem, pardon me.
[name="'샌드솔저'"]  푸흡…… 크흠, 실례했군요.

[name="“沙卒”"]  我说什么来着？
[name="「サンドソルジャー」"]  さて、私は先ほど何と言いましたか……
[name="'Sand Soldier'"]  Where was I?
[name="'샌드솔저'"]  제가 뭐라고 했죠?

[name="“沙卒”"]  几乎每个活着的人，都需要复仇，对象可大可小，执念可深可浅。复仇是人生的一个永恒的母题。
[name="「サンドソルジャー」"]  大地に生きる者の誰しもが、対象の大小やかける執念の深さにかかわらず復讐の炎を身に宿している……と、こんな感じでしたかね。つまり、復讐は人生における永遠の主題なのです。
[name="'Sand Soldier'"]  Everyone needs a revenge of some kind. Targets can be big or small, and grudges can run deep or shallow, but revenge is an eternal motif to every living person out there.
[name="'샌드솔저'"]  살아가는 사람들 대부분이 복수를 원합니다. 그 대상이 누구든, 또 그 집착이 얼마나 깊던…… 복수는 삶의 영원한 주제라고요.

[name="“沙卒”"]  如果你们允许我前往罗德岛接受治疗，我可以为你调查这件事。当然，刚才说的所有交易依旧全部作数。
[name="「サンドソルジャー」"]  もし、私がロドスで治療を受けられるよう取り計らっていただけるのならば、その件について私が調査をして差し上げましょう。もちろん先ほどお話しした条件も、依然として有効です。
[name="'Sand Soldier'"]  If you permit me to undergo treatment at Rhodes Island, I can investigate this matter for you. Of course, the deals we talked about still stand.
[name="'샌드솔저'"]  치료를 받으러 로도스 아일랜드에 가는 걸 허락해 준다면 조사를 도와드리죠. 물론 방금 말한 모든 거래는 여전히 유효합니다.

[name="“沙卒”"]  哪怕是门外那批货物的十倍数量，我都有渠道可以解决，而且价格低廉，手尾干净，于一家制药企业而言，这再划算不过了吧？
