二十二年前
二十二年前
22 Years Ago
22년 전

3:09 P.M.  天气/晴
[name="艾利奥特"]  然后去哪儿？莱塔尼亚？玻利瓦尔？
[name="エリオット"]  その後はどこへ？　リターニアですか？　ボリバルですか？
[name="Elliot"]  Where are we going after that? Leithania? Bolívar?
[name="엘리엇"]  그런 뒤에는 어디로 가죠? 라이타니아? 볼리바르?

[name="凯尔希"]  ......在我回答之前，你必须清楚，任何选择都只是逃避的一种方案。
[name="ケルシー"]  ……それに答える前に、君ははっきりと理解しておく必要がある。いずれの選択も、逃避の一種でしかないことを。
[name="Kal'tsit"]  Before I give you an answer, you must understand that, whatever your choice, it doesn't change the fact you are running away from your problems.
[name="켈시"]  ……내 대답을 듣기 전에 한 가지 명심해둬. 어떤 선택을 하던 그저 도망치는 것뿐이라는 것을.

[name="凯尔希"]  你无法生活，无处可去，无路可逃。
[name="ケルシー"]  君に生きる術はなく、行くあてもなく、逃げ場もない。
[name="Kal'tsit"]  You have no way to survive, nowhere to go, and nowhere to run.
[name="켈시"]  넌 살아갈 수 없을 거야. 갈 곳도 없고, 도망칠 길도 없이……

[name="凯尔希"]  你是否做好了过去的生活早已支离破碎的觉悟？你是否真的有意识到这一点，而不是在各种突如其来的事件中失了神？
[name="ケルシー"]  君は、これまでの生活が根本的に崩壊してしまったという自覚はあるのか？　次々と訪れる出来事にただ流されるのではなく、自分の身に何が起きたのか、ちゃんと理解しているのか？
[name="Kal'tsit"]  Are you prepared to accept the fact that your old life has already shattered to pieces? Do you understand it? Are you sure you are not just in a daze from this sudden turn of events?
[name="켈시"]  과거의 삶이 산산이 조각났다는 것을 받아들일 각오는 됐어? 갑작스러운 사태에 당황한 게 아니라? 정말로 현실을 자각한 거 맞아?

[name="艾利奥特"]  ......别总是这么高高在上......
[name="エリオット"]  ……そういう上から目線の態度はやめてください。
[name="Elliot"]  Stop acting so high and mighty...
[name="엘리엇"]  ……꼭 그렇게 잘난 척할 건 없잖아요……

[name="凯尔希"]  如果怒火可以令你清醒的话。
[name="ケルシー"]  もし怒ることで君が冷静でいられるのなら、そうすればいい。
[name="Kal'tsit"]  If anger gives you a clearer head.
[name="켈시"]  분노가 널 일깨울 수 있다면야.

[name="凯尔希"]  我会去更北方的地方，很远，远到足够你远离哥伦比亚和萨尔贡的一切。
[name="ケルシー"]  私たちは遠い北方の地へ行く。君がクルビアとサルゴンを取り巻く何もかもから十分な距離を置くことができるほどの遠い場所にな。
[name="Kal'tsit"]  I will be going further north. Far away enough for you to leave everything in Columbia and Sargon behind.
[name="켈시"]  난 더 북쪽으로 갈 거야. 컬럼비아와 사르곤의 모든 것을 충분히 멀리할 만큼 아득하게 먼 곳으로……

[name="凯尔希"]  不得不说，你做得已经非常好了。
[name="ケルシー"]  君はすでに十分すぎるほどよくやったと言うべきだろう。
[name="Kal'tsit"]  I have to say. You've done very well.
[name="켈시"]  그래도 너는 충분히 잘하고 있어.

[name="艾利奥特"]  ......你在挖苦我？
[name="エリオット"]  ……それは嫌味ですか？
[name="Elliot"]  Are you mocking me...?
[name="엘리엇"]  ……비꼬는 건가요?

[name="凯尔希"]  如果你不是这么年轻的话，你满溢个人情感的种种不成熟举措的确值得上我的挖苦。
[name="ケルシー"]  君のその個人的な感情をコントロールできない振る舞いの数々はあまりに未熟だ。もし君がそこまで若くなければ、確かに嫌味を言うべきかもしれないな。
[name="Kal'tsit"]  Much of what you do is rife with immaturity, and you let your emotions get the better of you. If you were a little older, I would indeed make a mockery of you.
[name="켈시"]  네가 이렇게 어리지 않았다면, 개인적인 감정이 잔뜩 담긴 네 어리석은 행동을 비꼬는 게 맞아.

[name="凯尔希"]  走吧，天黑之前，我们要找到带我们进入黑市的人选。
[name="ケルシー"]  行こう。暗くなる前に、闇市の仲介者を見つけなければならない。
[name="Kal'tsit"]  Let's go. We need to find someone to introduce us to the black market here.
[name="켈시"]  가자. 날이 어두워지기 전에 우리를 암시장으로 안내해 줄 사람이 필요해.

[name="艾利奥特"]  谁？
[name="エリオット"]  それは誰なんですか？
[name="Elliot"]  Where do we find someone like that?
[name="엘리엇"]  그게 누구죠?

[name="凯尔希"]  ......还不清楚。
[name="ケルシー"]  ……まだわからない。
[name="Kal'tsit"]  I don't know yet...
[name="켈시"]  ……나도 아직 몰라.

[name="艾利奥特"]  呵，原来还有你不知道的事情？
[name="エリオット"]  フッ、あなたにもわからないことがあるんですね？
[name="Elliot"]  Hmph, so there's stuff you don't know?
[name="엘리엇"]  하, 당신한테도 모르는 게 있나요?

[name="凯尔希"]  我不否认，但我们很快就能找到他们。
[name="ケルシー"]  否定はしない、だがすぐに見つかる。
[name="Kal'tsit"]  I won't deny it, but we'll find them very soon.
[name="켈시"]  부정하진 않겠어. 하지만 그들을 곧 찾아낼 수는 있을 거야.

[name="凯尔希"]  只要明白“沁礁之地”的含义和其由来，就不难找到那些散落在集市与人群中的遗民。他们愿意帮助同乡人——只要让他们相信，我们是他们的同胞。
[name="ケルシー"]  「沁礁の地」に込められた意味とその由来を理解していれば、バザールや群衆に紛れる遺民を探すのは難しくない。彼らは喜んで同郷の者を助ける――我々が彼らの同胞であると信じてもらえればな。
[name="Kal'tsit"]  If you understand what 'The Land of Reefsteep' means and stands for, you won't have any trouble finding their survivors in the crowds and markets here. They will always help their fellow countrymen. All we have to do is make them believe that's who we are.
[name="켈시"]  '리프스팁의 땅'이라는 뜻과 유래만 알아도 시장과 군중 속에 뒤섞인 유민을 쉽게 찾아낼 수 있지. 그들은 고향 사람을 돕고 싶어 해…… 우리가 자신들의 동포라는 걸 입증한다면 말이지.

[name="艾利奥特"]  唔......你拿的那是......萨尔贡的金币？
[name="エリオット"]  ……あなたの手にあるそれは……サルゴンの金貨ですか？
[name="Elliot"]  Uh... What's that you're holding... Sargon coins?
[name="엘리엇"]  으음…… 손에 쥔 그건…… 사르곤의 금화인가요?

[name="艾利奥特"]  但就这几枚金币能做什么......
[name="エリオット"]  でもそんな金貨数枚で何ができるというんです……？
[name="Elliot"]  What can you even do with a few coins...?
[name="엘리엇"]  그걸로 뭘 할 수 있다고……

[name="凯尔希"]  我们会知道的。
[name="ケルシー"]  すぐにわかる。
[name="Kal'tsit"]  You'll know soon enough.
[name="켈시"]  알게 될 거야.

[name="萨尔贡镇民？"]  ......
[name="サルゴン町民？"]  ……
[name="Sargon Townsfolk?"]  ......
[name="사르곤 마을 주민?"]  ……

[name="萨尔贡镇民？"]  （萨尔贡语）去死吧，哥伦比亚人......！
[name="サルゴン町民？"]  （サルゴン語）クルビア人め……死ね！
[name="Sargon Townsfolk?"]  (Sargonian) Get lost, Columbian...!
[name="사르곤 마을 주민?"]  (사르곤어) 꺼져, 더러운 컬럼비아인!

[name="艾利奥特"]  欸，敌——！？
[name="エリオット"]  え、敵――！？
[name="Elliot"]  Huh? Enem—?!
[name="엘리엇"]  엇, 적……?!

[name="Mon3tr"]  （嘶鸣）
[name="Mon3tr"]  （雄たけび）
[name="Mon3tr"]  (Hiss)
[name="Mon3tr"]  크르르르르!!!!!

[name="萨尔贡镇民？"]  啊啊啊——呃啊啊——这只怪物——哪里冒出来——！
[name="サルゴン町民？"]  ああっ……うわぁ！　化け物、どっから出てきやがった――！
[name="Sargon Townsfolk?"]  Arghhh—Ahhhh—Monster! Where did it come from—?!
[name="사르곤 마을 주민?"]  아아악! 괴, 괴물이다! 어디서 튀어나온 거지!

[name="Mon3tr"]  （发力）
[name="Mon3tr"]  （攻撃する）
[name="Mon3tr"]  (Thrusts)
[name="Mon3tr"]  (공격한다)

[name="萨尔贡镇民？"]  嘎哈......该死的......为什么......砍不动它......
[name="サルゴン町民？"]  ぐはっ……！　クソッ……なぜ……斬れない……？
[name="Sargon Townsfolk?"]  Gah... Dammit... Why...?! I can't hurt it...!
[name="사르곤 마을 주민?"]  크헉…… 빌어먹을…… 어, 어째서…… 끄떡도 하지 않는 거야……

[name="路过的萨尔贡镇民"]  怎么了？发生什么——啊，啊，怪物！怪物杀、杀人啦！
[name="サルゴン町民"]  どうしたの？　何が――あ、あぁ……化け物！　化け物がひ、人を殺したわ！
[name="Passerby Sargon Townsfolk"]  What's going on?! Ahhh—A monster! A monster's here to kill us!
[name="지나가던 사르곤 마을 주민"]  왜 그래? 무슨 일이라도 생긴…… 까악! 괴, 괴물…… 괴물이 사람을 죽였어!

[name="艾利奥特"]  周围的人都聚集过来了......！喂，怎么回事，这个人是谁？
[name="エリオット"]  人が大勢集まってきました……！　どういうことですか？　これは一体誰なんです？
[name="Elliot"]  That's a huge crowd... Hey, what's going on? Who's this guy?
[name="엘리엇"]  주변 사람들이 다 몰려들었잖아…… 이봐요, 어떻게 된 거죠? 이 사람은 누구죠?

[name="凯尔希"]  ......瓦伊凡地区的赏金猎人，看来追猎的范围还在扩大。
[name="ケルシー"]  ……ヴイーヴル地区のバウンティハンターだ。追跡の手はここにも広がっているようだな。
[name="Kal'tsit"]  A bounty hunter from Vouivre... Looks like they're expanding their search area.
[name="켈시"]  ……뷔브르 지역의 바운티 헌터, 아무래도 추격 범위가 확대 중인가 보네.

[name="凯尔希"]  快点，跟上。
[name="ケルシー"]  こっちだ。急げ。
[name="Kal'tsit"]  Quick. Follow me.
[name="켈시"]  얼른, 따라와.

[name="艾利奥特"]  呃，等等——
[name="エリオット"]  え、待って――
[name="Elliot"]  Uh, wait—
[name="엘리엇"]  엇, 기다려요……

[name="艾利奥特"]  如果我们逃到这么远的地方，但随便哪个路人都可能是杀手，我们跑到这儿来有什么意义——
[name="エリオット"]  こんなに遠くまで逃げてきたってのに、すれ違う人がみんな殺し屋かもしれないなんて、ここまで来た意味はあるんですか――
[name="Elliot"]  We came all the way here, but anyone walking down the street could still be a hitman. What's the point of coming—
[name="엘리엇"]  이렇게 먼 곳까지 도망쳐 왔는데 만나는 사람들이 킬러일지도 모른다면, 도망친다고 해도 의미가 없는 거잖아요……

[name="凯尔希"]  所以我们要加紧步伐。
[name="ケルシー"]  もちろん。だからこそ急ぐ必要がある。
[name="Kal'tsit"]  That's exactly why you need to pick up the pace.
[name="켈시"]  그러니 발걸음을 더 재촉하는 수밖에.

[name="艾利奥特"]  ......我是说，你根本什么都没能解决，凯尔希顾问！
[name="エリオット"]  ……私は、あなたは何も解決できていないって言ってるんですよ、ケルシー顧問！
[name="Elliot"]  What I'm saying is you haven't solved anything, Adviser Kal'tsit!
[name="엘리엇"]  ……당신이 해결해 줄 수 있는 건 없다는 거잖아요, 켈시 고문님!

[name="凯尔希"]  ......
[name="ケルシー"]  ……
[name="Kal'tsit"]  ......
[name="켈시"]  ……

[name="艾利奥特"]  ......我们的打扮是不是太显眼了？
[name="エリオット"]  ……私たちの格好は目立ちすぎるんじゃないですか？
[name="Elliot"]  These outfits make us stand out, don't they...?
[name="엘리엇"]  ……우리 옷차림이 너무 튀는 걸까요?

[name="叫卖的声音"]  （萨尔贡语）一罐蔬菜干这么贵？
[name="物売りの声"]  （サルゴン語）干し野菜がこんなに高いのか？
[name="Peddling Voices"]  (Sargonian) This is just a can of vegetables. Why is it so expensive?
[name="시장의 북적거리는 소리"]  (사르곤어) 뭐가 이렇게 비싸?

[name="叫卖的声音"]  （萨尔贡语）我们家的手织毯远近闻名——质量问题？不可能！
[name="物売りの声"]  （サルゴン語）うちの手織絨毯は有名だよ――品質に問題？　ないない！
[name="Peddling Voices"]  (Sargonian) Our rugs are famous far and wide—Something wrong with our quality? Impossible!
[name="시장의 북적거리는 소리"]  (사르곤어) 손으로 한 땀 한 땀 짠 100% 수제 양탄자입니다! 뭐어? 품질 괜찮냐고? 아유 말해 뭐 해, 안 사면 손해니까 걱정되면 그냥 가던 길 가쇼!

[name="叫卖的声音"]  （萨尔贡语）贡品陶罐，绝对是真货！王酋手里的二手货——六十？老兄，你从六万砍到六十？成交！
[name="物売りの声"]  （サルゴン語）貢ぎ物の壺だよ、絶対に本物さ！　酋長が持ってた物さ――六十？　お兄さん、六万の品を六十に値引きしろって？　しょうがないな、持ってけドロボー！
[name="Peddling Voices"]  (Sargonian) Genuine top-grade earthenware jugs once used by the Lord Ameer—Sixty? Down from sixty thousand? Whatever, sold!
[name="시장의 북적거리는 소리"]  (사르곤어) 왕실에서 직접 공수해 온 최고급 도자기 팔아요~! 이게 바로 그 아미르가 쓰던 물건이라 이 말씀이야! ……60에 달라고? 아니 형씨, 6만 짜리를 60으로 깎으면…… 옛다, 가져가쇼!

[name="艾利奥特"]  人很多......这里是集市？
[name="エリオット"]  人がたくさん……ここはバザールですか？
[name="Elliot"]  There's a lot of people here... Is this where the market is?
[name="엘리엇"]  사람이 엄청 많네…… 여기가 시장?

[name="艾利奥特"]  ......？干嘛突然停下——唔？
[name="エリオット"]  ……？　どうして急に止ま――ん？
[name="Elliot"]  ...? Why'd you stop—Mm?
[name="엘리엇"]  ……? 왜 갑자기 멈추는…… 어엇?

[name="艾利奥特"]  ......这种迷信的东西......
[name="エリオット"]  占い……こんな迷信なんて……
[name="Elliot"]  Being superstitious this time...?
[name="엘리엇"]  ……이건 미신인데……

[name="诡异的占卜师"]  喔......稀客，稀客......老伊辛很久没有见过外来者了......
[name="怪しい占い師"]  ほほう……これは珍客……余所者を見かけるなんてイシンは随分と久しぶりでございますよ……
[name="Mysterious Fortune Teller"]  Ah... How rare... It has been a long time since an outsider paid Old Isin a visit.
[name="기괴한 점술가"]  으음…… 신기하군, 신기해…… 이방인은 오랜만에 보는군요……

[name="诡异的占卜师"]  您要窥探命运的一隅，还是寻觅沙尘暴中的某颗砂砾？
[name="怪しい占い師"]  運命の一端をのぞき見たいのですかな？　それとも砂塵の中に隠された小石を探し求めているのですかな？
[name="Mysterious Fortune Teller"]  Do you wish to take a peek at what destiny has laid out before you, or perhaps you are searching for a particular piece of gravel in this sandstorm?
[name="기괴한 점술가"]  운명의 한쪽을 들여다보고 싶은가요, 아니면 모래 폭풍에 파묻힌 자갈을 찾고 있나요?

[name="诡异的占卜师"]  刚才那阵骚动，与你们有关？
[name="怪しい占い師"]  さっきのあの騒動は、あなたたちが関係しているのですかな？
[name="Mysterious Fortune Teller"]  Am I correct to assume you are responsible for the ruckus earlier?
[name="기괴한 점술가"]  혹시 방금 전 소동과 관련이 있는 겁니까?

[name="诡异的占卜师"]  老伊辛明白，旅者的脚步匆匆，种种麻烦如影随形......老伊辛不希望萨尔贡有更多麻烦......
[name="怪しい占い師"]  イシンにはわかるのでございます。旅人は急いでいる、そして様々なトラブルが常に付きまとっている……ですが、イシンはサルゴンにこれ以上の厄介事を持ち込んでほしくありません……
[name="Mysterious Fortune Teller"]  Old Isin can tell, dear traveler. You are in a hurry, and trouble follows in your footsteps... Old Isin simply hopes this won't lead to any more trouble for Sargon...
[name="기괴한 점술가"]  늙은 이신은 알고 있습니다. 여행자는 다급히 발걸음을 재촉하고, 그 뒤로는 여러 트러블이 따라다니는 것을…… 이 늙은 이신은 사르곤이 더는 시끄러워지는 걸 원치 않습니다……

[name="诡异的占卜师"]  旅者不是萨尔贡人，唔，但你们肩负着繁复的使命......
[name="怪しい占い師"]  旅人はサルゴン人ではないですね。ふむ、しかしあなたたちは複雑な使命を背負っておられます……
[name="Mysterious Fortune Teller"]  You are not from Sargon, no, but you carry a great burden...
[name="기괴한 점술가"]  여행자께서는 사르곤인이 아니로군요. 으음, 하지만 그대들은 복잡한 사명을 짊어지고 있습니다……

[name="艾利奥特"]  他在自言自语些什么......别和这种人浪费时间了，凯尔希，他们会追过来的！
[name="エリオット"]  この人は何ブツブツ言ってるんです？　……こんな人相手にしてる時間はありません。ケルシーさん、奴らが追ってきますよ！
[name="Elliot"]  What is he mumbling to himself about...? Let's not waste any more time on him, Kal'tsit. They'll catch up!
[name="엘리엇"]  혼자서 뭐라고 중얼거리는 거야…… 이런 자와 어울릴 시간 없어요. 켈시 씨, 놈들이 쫓아오기 전에 얼른 가죠!

[name="萨尔贡村民"]  （萨尔贡语）你这个该死的骗子，怎么还在这里！？滚开吧！
[name="サルゴン村人"]  （サルゴン語）このペテン師、まだここにいたの！？　早くどっか行きなさいよ！
[name="Sargon Villager"]  (Sargonian) You fraud! What are you still doing here?! Scram!
[name="사르곤 마을 주민"]  (사르곤어) 망할 사기꾼 자식, 아직도 여기에 있던 거냐! 당장 꺼져!

[name="萨尔贡村民"]  （萨尔贡语）你简直是在玷污我们的地盘，收起你那些江湖伎俩，没人会听信你的谗言的！
[name="サルゴン村人"]  （サルゴン語）あんたの話なんか誰が聞くもんか。あたしたちの町を汚さないでちょうだい！
[name="Sargon Villager"]  (Sargonian) You're mucking up our turf! Enough with your tricks! No one here's going to fall for that!
[name="사르곤 마을 주민"]  (사르곤어) 우리 얼굴에 먹칠하지 말고 당장 꺼져! 어설픈 개수작에 누가 넘어갈 것 같아!

[name="诡异的占卜师"]  （萨尔贡语）哦，当然，当然，别动粗......我会离开的，我这就离开。
[name="怪しい占い師"]  （サルゴン語）おお、ど、どうか乱暴はやめてください…もちろん行きましょう、すぐに去りましょうとも。
[name="Mysterious Fortune Teller"]  (Sargonian) Oh, right, of course. Don't be so violent now... Old Isin will leave. Old Isin is leaving.
[name="기괴한 점술가"]  (사르곤어) 헉! 예예, 알겠습니다…… 당장 떠날 테니 한 번만 봐주십시오……

[name="诡异的占卜师"]  （萨尔贡语）你的主人还好吗？他接纳我的谏言了吗？他有从那笔麻烦的交易里脱身吗？
[name="怪しい占い師"]  （サルゴン語）あなたの主の調子はいかがでしょうか？　彼は私の忠告を聞き入れて、あの面倒な取引から手を引きましたか？
[name="Mysterious Fortune Teller"]  (Sargonian) Is your master doing well? Has she taken Old Isin's advice and pulled out of that deal yet? It will mean nothing but trouble for her.
[name="기괴한 점술가"]  (사르곤어) 그나저나 그쪽의 주인님께선 잘 지내고 계십니까? 제 충고를 따르기로 하셨나요? 꽤 골치 아픈 거래였는데, 무사히 빠져나오신 겁니까?

[name="萨尔贡村民"]  （萨尔贡语）主人？头儿根本就没和你这种人讲过话，别神神叨叨的，要是随便来个装神弄鬼的家伙就能给头儿提意见，那我们干脆设个众议箱好了。
[name="サルゴン村人"]  （サルゴン語）主？　ボスがあんたみたいな奴と会話するわけないんだけど。変なこと言うんじゃないわよ、わけわかんない奴の助言を聞くくらいなら、いっそご意見箱でも置くわ！
[name="Sargon Villager"]  (Sargonian) My master? The chief would never listen to you jabbering types in the first place. If any lunatic in town could just waltz in and tell us how to do business, we might as well set up a suggestion box!
[name="사르곤 마을 주민"]  (사르곤어) 주인님? 두목은 너 같은 자와 말도 섞은 적 없으니 헛수작 그만해. 어디서 굴러먹었는지도 모르는 놈이, 또 그따위 수작을 부리면 뼈도 못 추리게 해 줄 테니까.

[name="萨尔贡村民"]  （萨尔贡语）少废话，赶紧滚！
[name="サルゴン村人"]  （サルゴン語）グダグダ言ってないで、さっさと消えな！
[name="Sargon Villager"]  (Sargonian) Enough chit-chat! Get out of here!
[name="사르곤 마을 주민"]  (사르곤어) 그러니 당장 꺼져!

[name="诡异的占卜师"]  唔！
[name="怪しい占い師"]  うぐっ！
[name="Mysterious Fortune Teller"]  Hmm!
[name="기괴한 점술가"]  으윽!

[name="艾利奥特"]  ......
[name="エリオット"]  ……
[name="Elliot"]  ......
[name="엘리엇"]  ……

[name="凯尔希"]  ......你还好吗？
[name="ケルシー"]  ……大丈夫か？
[name="Kal'tsit"]  Are you okay...?
[name="켈시"]  ……괜찮나?

[name="诡异的占卜师"]  ......痛......真痛......别在意，老伊辛习惯了......
[name="怪しい占い師"]  ……痛い……ああ痛い……でも大丈夫です、イシンは慣れているのでございます。
[name="Mysterious Fortune Teller"]  Agh... It hurts... Please, don't worry. Old Isin's gotten used to it long ago...
[name="기괴한 점술가"]  ……으윽…… 괘, 괜찮습니다…… 늙은 이신에게 이런 건 익숙하니……

[name="诡异的占卜师"]  老伊辛救不了他们，老伊辛唤不醒他们......老伊辛看着他们灭亡，日复一日......
[name="怪しい占い師"]  イシンでは彼らを救えない、彼らを目覚めさせてやれないのでございます。イシンは彼らの滅亡を幻視しています、来る日も来る日も……
[name="Mysterious Fortune Teller"]  Old Isin cannot save them. Old Isin cannot get them to come around... Old Isin can do nothing but watch as they draw ever closer to their destruction day after day.
[name="기괴한 점술가"]  늙은 이신은 그들을 구할 수도, 그들을 깨우치게 할 수도 없습니다…… 그들이 멸망을 향해 나아가는 걸 지켜볼 뿐이죠……

[name="诡异的占卜师"]  抱歉，真抱歉，如您所见，我被赶走啦，如果有别的地方容得下可怜的老伊辛，老伊辛要去那里了。
[name="怪しい占い師"]  大変申し訳ありません。占いはできなくなりました。見ての通り、イシンは追い出されましたので……どこかの余所に、哀れなイシンを受け入れてくれる場所はないものか。
[name="Mysterious Fortune Teller"]  Please accept Old Isin's apologies, but as you can see, Old Isin is being thrown out of this place. If there is anywhere willing to take in poor Old Isin, that's where Old Isin will go.
[name="기괴한 점술가"]  죄송합니다, 정말 죄송합니다. 보셨다시피 쫓겨난 처지라, 불쌍한 늙은 이신을 받아줄 곳이 있다면 어디든 가야겠습니다.

[name="凯尔希"]  （萨尔贡语）请等等。
[name="ケルシー"]  （サルゴン語）待ってくれ。出ていく必要は――
[name="Kal'tsit"]  (Sargonian) Wait.
[name="켈시"]  (사르곤어) 잠깐.

[name="诡异的占卜师"]  （萨尔贡语）老伊辛不敢，老伊辛不敢......
[name="怪しい占い師"]  （サルゴン語）滅相もありません、滅相もありません……
[name="Mysterious Fortune Teller"]  (Sargonian) Old Isin mustn't... Old Isin mustn't...
[name="기괴한 점술가"]  (사르곤어) 늙은 이신이 어찌 감히, 죄송합니다……

[name="萨尔贡村民"]  （萨尔贡语）别多管闲事，他要是不滚蛋，我们都要遭殃，快让他滚吧！
[name="サルゴン村人"]  （サルゴン語）構わなくていいのよ！　彼が出て行かなきゃ、災難に遭うのはあたしたちなんだから。さっさと行かせればいいの！
[name="Sargon Villager"]  (Sargonian) Stay out of this. If he doesn't leave, it's gonna be on our heads. Just let him go!
[name="사르곤 마을 주민"]  (사르곤어) 남의 일에 상관하지 마. 녀석을 저대로 두면 우리만 위험해진다고, 당장 내쫓아야 해!

[name="诡异的占卜师"]  （萨尔贡语）她说的对，她的主人是这里的话事人，我们可不能招惹她。让老伊辛走吧，好心人，让老伊辛回到他冰冷的家里去。
[name="怪しい占い師"]  （サルゴン語）その通り。彼女の主はここの有力者です、とても逆らうことはできません。どうか行かせてください、心優しき者よ。イシンをあばら家に帰らせてください。
[name="Mysterious Fortune Teller"]  (Sargonian) She's right. Her master calls the shots here, and she mustn't be trifled with. Let Old Isin leave, kind traveler. Let Old Isin return to his ice-cold home.
